,elephant,zebra,giraffe,deer,horse,pony,pig,bear,dog,cat,owl,fish,frog,alligator,butterfly,penguin,rooster,bird,duck,ear,nose,eye,tooth,mouth,face,hair,leg,arm,hand,finger,toe,ankle,foot,lamp,drawer,bench,chair,ladder,table,couch,bed,crib,window,door,closet,refrigerator,oven,sink,bathtub,shower,stroller,tricycle,motorcycle,car,truck,firetruck,helicopter,sprinkler,hose,swing,slide,boat,tree,grass,snow,scarf,coat,jacket,sweater,shirt,bib,pajamas,dress,jeans,pants,shorts,slipper,shoe,sock,mitten,glove,blanket,pillow,towel,napkin,doll,toy,tray,box,book,paper,basket,purse,radio,vacuum,comb,stick,shovel,rock,hat,glasses,necklace,belt,watch,clock,scissors,fork,spoon,crayon,pencil,pen,knife,broom,mop,toothbrush,gum,balloon,ball,raisin,nail,potato,carrot,egg,orange,pumpkin,apple,strawberry,melon,pickle,banana,corn,flower,plant,cracker,toast,sandwich,chips,pasta,sauce,soup,applesauce,meat,pastry,pizza,muffin,cookie,bread,hamburger,plate,dish,bowl,tape,soap,milk,bottle,jar,glass,coffee,cup,bucket,can,cloud,game
elephant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zebra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
giraffe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
horse,,,,,0.0,,,,0.2618567943572998,0.6519436836242676,,0.9867773652076721,0.7920457124710083,,,,,0.8001952171325684,,0.8992916941642761,1.1065897941589355,,0.9421639442443848,1.001576542854309,0.8160285353660583,0.9826672673225403,,1.294621229171753,1.1489218473434448,0.9313845634460449,0.8114469051361084,,,1.0084402561187744,0.7761185169219971,,1.1456395387649536,1.086249828338623,1.2536542415618896,1.1500012874603271,1.2215161323547363,1.1571356058120728,1.0602935552597046,1.1564823389053345,,1.0972338914871216,0.9387422204017639,1.3785426616668701,1.2777966260910034,,1.0509378910064697,,,0.9007272124290466,,,,1.0250256061553955,0.9525060057640076,,1.0849957466125488,,,,,,,1.1496357917785645,1.1481342315673828,1.1781889200210571,1.24574875831604,1.2220176458358765,1.0001745223999023,1.3110582828521729,1.2445961236953735,1.3308920860290527,0.7761180996894836,0.939414381980896,1.201429843902588,1.167657732963562,0.9844072461128235,1.1971633434295654,1.168421983718872,1.2219411134719849,1.0158542394638062,0.8356560468673706,1.1008410453796387,1.239403247833252,1.195588231086731,1.1445889472961426,1.1026962995529175,1.1949232816696167,0.688072681427002,0.7670019865036011,1.047628402709961,0.9694444537162781,,0.9987298250198364,,0.5278418064117432,0.6723003387451172,,0.8904051184654236,0.8564062118530273,0.7386776208877563,0.946387529373169,0.820332407951355,0.7196998596191406,0.6926413774490356,0.7125179767608643,0.8938351273536682,0.8926162719726562,,,1.1029473543167114,1.116532325744629,0.6708910465240479,0.9011136889457703,,0.6378785967826843,,0.8758376240730286,0.7267913818359375,0.8549177646636963,1.0273847579956055,0.7905309796333313,,1.2667067050933838,1.0383657217025757,0.8986764550209045,,0.8028473854064941,0.8291110396385193,1.0547597408294678,,1.2144780158996582,0.9253847002983093,,,1.2108237743377686,,,0.9927318692207336,0.7087953090667725,,0.8924065828323364,0.8513525724411011,1.1478016376495361,1.0307068824768066,1.1179018020629883,1.1743720769882202,1.026289463043213,0.7350805997848511,1.1357253789901733,0.8965621590614319,1.1374008655548096,1.1089904308319092,0.9810054302215576,1.0013318061828613,1.137952208518982,1.0174294710159302,,
pony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dog,,,,,0.2618567943572998,,,,0.0,0.5734851360321045,,0.9297240376472473,0.7799748182296753,,,,,0.7227391004562378,,0.8963276147842407,1.1166291236877441,,1.0141520500183105,1.0152430534362793,0.9286072254180908,1.103306531906128,,1.2772352695465088,1.211133599281311,1.0849559307098389,0.9713361859321594,,,0.9279835820198059,0.8304613828659058,,1.0711345672607422,1.0549031496047974,1.1554176807403564,1.0391485691070557,1.0850852727890015,1.1015100479125977,1.0464050769805908,1.127332329750061,,1.0087624788284302,0.9080452919006348,1.280205249786377,1.1931853294372559,,1.0512713193893433,,,0.8264600038528442,,,,0.9918338060379028,1.0060513019561768,,1.108355164527893,,,,,,,1.1492345333099365,1.1245442628860474,1.1455037593841553,1.1908221244812012,1.1638625860214233,1.0439510345458984,1.3035454750061035,1.2474086284637451,1.320210337638855,0.8672232031822205,0.9284824728965759,1.2079386711120605,1.111741065979004,0.9763821363449097,1.0666115283966064,1.0649245977401733,1.126852035522461,0.9412196278572083,0.7281863689422607,1.0041379928588867,1.142930269241333,1.0869423151016235,1.0019696950912476,0.9134117364883423,1.0871881246566772,0.7711456418037415,0.7566556334495544,1.1073678731918335,1.0044143199920654,,1.0941474437713623,,0.6521899104118347,0.7792941331863403,,0.9620084166526794,0.8805783987045288,0.7968442440032959,0.9013877511024475,0.916630744934082,0.8369747996330261,0.8141640424728394,0.804967999458313,0.9375090599060059,0.9464377164840698,,,1.0630426406860352,1.0963443517684937,0.7283525466918945,0.8625472784042358,,0.7994828224182129,,1.00715970993042,0.7522468566894531,0.8228096961975098,0.9066855311393738,0.7937361001968384,,1.1654212474822998,0.9938130974769592,0.9414083361625671,,0.7634080052375793,0.8738322257995605,1.0031756162643433,,1.172296166419983,0.9320350289344788,,,1.1469098329544067,,,0.9268285036087036,0.7283288240432739,,0.8617360591888428,0.8723825216293335,1.1253678798675537,0.978305459022522,1.0179170370101929,1.0992814302444458,0.9642185568809509,0.8494184017181396,1.112143874168396,0.9843635559082031,1.0900064706802368,1.1036921739578247,0.976559042930603,0.9406960010528564,1.0603022575378418,1.0076097249984741,,
cat,,,,,0.6519436836242676,,,,0.5734851360321045,0.0,,0.7956463098526001,0.8326089978218079,,,,,0.7197816371917725,,0.7979273796081543,0.9609931111335754,,1.0331441164016724,1.02237069606781,0.7911384701728821,0.9520007371902466,,1.1002686023712158,1.057542085647583,1.1357855796813965,1.1387686729431152,,,0.9842043519020081,1.0146145820617676,,1.0151034593582153,1.0407543182373047,1.0010581016540527,0.8760302066802979,0.9440454840660095,1.0040457248687744,0.8844882249832153,1.0286463499069214,,0.9926990270614624,1.0043593645095825,1.0591328144073486,1.022965669631958,,1.0524637699127197,,,0.9890136122703552,,,,0.9228706359863281,1.0868860483169556,,0.9690079092979431,,,,,,,1.0833091735839844,1.0697474479675293,1.0465106964111328,1.009981393814087,1.0440351963043213,0.9758498668670654,1.0471293926239014,1.0410566329956055,1.1374027729034424,1.0350178480148315,0.9635381102561951,1.0147202014923096,0.9324672222137451,1.0056731700897217,0.9298120141029358,0.952963650226593,1.0273128747940063,0.9826223850250244,0.8193605542182922,1.044600486755371,1.097728967666626,0.9721502661705017,0.886710524559021,0.9849748015403748,1.0452044010162354,0.9874070882797241,1.0058053731918335,1.0900484323501587,1.0287476778030396,,1.0990445613861084,,0.9960556030273438,0.8565279245376587,,1.0596845149993896,1.112154483795166,1.053179144859314,0.957503616809845,1.085203766822815,1.0564671754837036,1.1238213777542114,1.1051647663116455,1.1001408100128174,1.137503743171692,,,1.1632517576217651,1.0875086784362793,1.0146872997283936,0.9490681290626526,,1.091361403465271,,1.0784332752227783,1.0254466533660889,1.0140897035598755,0.8959265351295471,0.9893609881401062,,1.0154197216033936,1.0264537334442139,1.030651330947876,,0.9768574237823486,0.9435639977455139,1.0369248390197754,,0.997948169708252,1.0493727922439575,,,1.0532104969024658,,,1.001959204673767,0.8586127161979675,,0.9847933650016785,0.9639427661895752,0.9774617552757263,1.0593594312667847,0.9535070061683655,1.0514155626296997,1.0663665533065796,1.0282474756240845,1.026557445526123,1.1497962474822998,0.995702862739563,0.9783069491386414,0.8276118040084839,1.0803049802780151,1.086559772491455,1.0821771621704102,,
owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
