,dog,cat,fish,frog,ear,nose,eye,tooth,mouth,face,hair,leg,arm,hand,finger,toe,foot,lamp,drawer,bench,chair,ladder,table,couch,bed,crib,window,door,closet,refrigerator,oven,sink,bathtub,stroller,car,hose,slide,tree,jacket,sweater,shirt,bib,pajamas,dress,jeans,pants,shorts,slipper,shoe,sock,mitten,glove,blanket,pillow,towel,napkin,doll,toy,tray,box,book,paper,basket,purse,radio,vacuum,comb,shovel,hat,glasses,necklace,belt,watch,clock,scissors,fork,spoon,crayon,pencil,pen,knife,broom,toothbrush,gum,balloon,ball,nail,carrot,egg,orange,pumpkin,apple,strawberry,melon,pickle,banana,flower,plant,soup,pizza,muffin,cookie,bread,hamburger,plate,bowl,tape,bottle,jar,glass,cup,bucket,can
dog,0.0,0.2914896011352539,0.7265985608100891,0.6733744740486145,1.0309396982192993,0.9609007835388184,1.0435446500778198,1.0762871503829956,1.0914205312728882,0.7331984043121338,0.894806444644928,0.9278322458267212,0.9924426674842834,1.0644336938858032,1.1858241558074951,1.1203416585922241,0.9948534369468689,1.2041645050048828,1.1279606819152832,0.9664769768714905,0.9536330699920654,0.9199202656745911,0.9187109470367432,0.8162497282028198,0.8555158376693726,0.8854194283485413,1.0419775247573853,0.9909118413925171,0.9086951613426208,0.9894940853118896,0.9494456052780151,1.0854182243347168,1.0469087362289429,0.8364896774291992,0.817206621170044,0.9138315320014954,0.9976963400840759,1.0334832668304443,0.8999540209770203,0.8894827961921692,0.9104123115539551,0.9125717878341675,0.8988308906555176,0.8898972868919373,0.8727387189865112,0.8608736991882324,0.9283487796783447,1.0554884672164917,1.011845350265503,1.0602284669876099,0.7417526841163635,0.9046556949615479,0.845439612865448,0.891119658946991,1.0179792642593384,1.1156532764434814,0.7046867609024048,0.9385510087013245,1.1123126745224,1.011698842048645,0.9227999448776245,1.056467056274414,1.078966736793518,1.0091047286987305,1.0331072807312012,0.8827985525131226,1.1489899158477783,1.0343282222747803,1.0134241580963135,0.9577028155326843,1.125762939453125,1.128936529159546,1.1967599391937256,1.1003514528274536,1.1423113346099854,1.219001054763794,1.2240043878555298,1.2050068378448486,1.2421488761901855,1.2696709632873535,1.2246118783950806,1.0243068933486938,1.236189603805542,1.1034749746322632,1.0085781812667847,1.074222445487976,1.1325888633728027,1.032880187034607,1.1245027780532837,1.0293478965759277,0.9655054211616516,1.0308887958526611,1.1021186113357544,0.9308481812477112,1.0691125392913818,1.0773617029190063,0.9163171052932739,1.0260895490646362,1.041250467300415,0.944968044757843,0.9194051027297974,0.9896369576454163,0.9593619108200073,0.9599646925926208,1.1372520923614502,1.159928321838379,1.1552700996398926,1.1492515802383423,1.0944303274154663,1.0237209796905518,1.1927611827850342,1.1634516716003418,1.048784613609314
cat,0.2914896011352539,0.0,0.730709969997406,0.7635758519172668,1.0046695470809937,0.8741820454597473,0.9701239466667175,1.0432286262512207,1.0615347623825073,0.7759101390838623,0.827892541885376,0.9838608503341675,0.9750666618347168,1.0643486976623535,1.1174156665802002,1.0894651412963867,0.9824074506759644,1.06521737575531,1.1208528280258179,0.9514424204826355,1.024693489074707,0.9615343809127808,0.9514510035514832,0.8631377220153809,0.8685194253921509,0.95297771692276,0.9347126483917236,0.9091636538505554,0.901696503162384,0.9812796115875244,0.9456445574760437,1.0895636081695557,0.9759801030158997,0.9838095307350159,0.8371309638023376,0.9739164113998413,1.012041687965393,0.9806849360466003,0.8893935680389404,0.8979708552360535,0.8602124452590942,0.9241294860839844,0.9067222476005554,0.9555924534797668,0.8921694755554199,0.8662095069885254,0.9332518577575684,0.9920423030853271,1.0215377807617188,1.034098744392395,0.7974410057067871,0.9546554684638977,0.858866810798645,0.929423987865448,1.013641595840454,1.0855857133865356,0.9208312034606934,1.1086405515670776,1.1968895196914673,1.0875756740570068,0.9735144376754761,1.0711555480957031,1.0956264734268188,1.0758333206176758,1.038558840751648,0.9573757648468018,0.9973905682563782,1.0462886095046997,0.8962000608444214,0.8976923227310181,1.0540530681610107,0.9529382586479187,1.1469523906707764,1.134809970855713,1.1039109230041504,1.0752352476119995,1.1133036613464355,1.109297513961792,1.1167328357696533,1.1269676685333252,1.1143425703048706,1.0210766792297363,1.1633882522583008,1.144027829170227,1.0882600545883179,1.078575611114502,1.0665682554244995,1.0060696601867676,1.086826205253601,1.07241952419281,1.0202306509017944,1.0818707942962646,1.062353253364563,0.9970362186431885,1.0546140670776367,1.0964758396148682,0.9622316360473633,0.9210159778594971,1.0551947355270386,1.043359637260437,1.0134530067443848,1.075400710105896,1.000901699066162,1.0274577140808105,1.1252362728118896,1.1834410429000854,1.145423173904419,1.1116515398025513,1.1612554788589478,1.0141706466674805,1.2298063039779663,1.2288296222686768,1.0414350032806396
fish,0.7265985608100891,0.730709969997406,0.0,0.4524008631706238,0.9301473498344421,0.9102498888969421,0.8648233413696289,0.8144623637199402,0.9463560581207275,1.02956223487854,1.0876615047454834,1.1102384328842163,1.2048628330230713,1.0228886604309082,0.9072315096855164,0.8610860109329224,0.8846882581710815,1.1547234058380127,1.1123672723770142,1.1767361164093018,1.2677154541015625,1.3170968294143677,1.2785145044326782,1.1957918405532837,1.2146425247192383,1.2766335010528564,1.194181203842163,1.2133045196533203,1.2776145935058594,1.2957267761230469,1.2228147983551025,1.1962621212005615,1.2207653522491455,1.1581275463104248,0.7985259294509888,1.0979328155517578,1.1097372770309448,1.058704137802124,1.205790400505066,1.2468461990356445,1.2325921058654785,1.174066185951233,1.2714415788650513,1.1929694414138794,1.1280136108398438,1.1476821899414062,1.1154658794403076,0.6705492734909058,0.876876175403595,1.0187792778015137,0.8651505708694458,0.8059746026992798,1.1655250787734985,1.0791033506393433,1.0209211111068726,0.9579736590385437,1.035951852798462,1.1018801927566528,1.2176998853683472,1.1956884860992432,1.0974236726760864,1.0441298484802246,1.2235113382339478,1.096326231956482,1.1071847677230835,1.191664218902588,1.0737465620040894,0.7285535335540771,0.9498038291931152,1.001786470413208,0.9759759306907654,1.0117841958999634,0.9746168255805969,0.9885700345039368,0.9684525728225708,0.8491942882537842,0.8917754292488098,0.7206084728240967,0.840441107749939,0.8626961708068848,0.8315232396125793,0.9268907308578491,0.9510101079940796,0.7716788053512573,0.8343451023101807,0.8422586917877197,0.8288249969482422,0.67281574010849,0.7882158160209656,0.7903211712837219,0.7981497049331665,0.7519248723983765,0.845075249671936,0.6637129187583923,0.6673426628112793,0.7865176200866699,0.7222352027893066,0.6853065490722656,1.0253413915634155,0.9457382559776306,0.870050311088562,0.784153938293457,0.7787190675735474,0.8472362756729126,0.9419723153114319,1.0640811920166016,0.9537578821182251,1.0469651222229004,1.0790376663208008,0.9661940336227417,1.1494905948638916,1.1605918407440186,1.1798988580703735
frog,0.6733744740486145,0.7635758519172668,0.4524008631706238,0.0,0.9283506274223328,0.8573957681655884,0.8280738592147827,0.9031599164009094,0.9680945873260498,0.8717637062072754,1.0616117715835571,1.1813302040100098,1.1938648223876953,1.0085729360580444,0.9239360094070435,0.9074483513832092,1.0179827213287354,1.1915953159332275,1.14776611328125,1.2217168807983398,1.2337558269500732,1.2288670539855957,1.2235466241836548,1.1639528274536133,1.169988989830017,1.203209638595581,1.1880627870559692,1.1747463941574097,1.1978965997695923,1.2767236232757568,1.2333868741989136,1.1980202198028564,1.215043067932129,1.1236361265182495,0.8524245619773865,1.0532116889953613,1.062874674797058,1.0862303972244263,1.1317241191864014,1.1264872550964355,1.137918472290039,1.0906758308410645,1.1852705478668213,1.1789742708206177,1.1296124458312988,1.126171588897705,1.109501838684082,0.8698312044143677,0.9925943613052368,1.131239652633667,0.9517959952354431,0.8788716197013855,1.1652010679244995,1.093138337135315,1.1743372678756714,1.1258935928344727,0.8179052472114563,0.8361837863922119,1.1697527170181274,1.1388657093048096,1.0276373624801636,1.1070683002471924,1.1908655166625977,1.107525110244751,1.1054348945617676,1.1926169395446777,1.2213424444198608,0.8616052865982056,0.9187614321708679,0.8341537714004517,1.018700122833252,1.100029706954956,1.0760538578033447,0.9818459749221802,1.0336387157440186,1.0640881061553955,1.069300889968872,0.7920020818710327,0.9507350921630859,0.9759894013404846,1.0501376390457153,0.9280010461807251,1.0096313953399658,0.8043934106826782,0.8284161686897278,0.8647803664207458,0.8899369835853577,0.6638073921203613,0.8312562108039856,0.749995231628418,0.6932566165924072,0.6757838726043701,0.7652453184127808,0.47311538457870483,0.5325472354888916,0.7144561409950256,0.6802564263343811,0.5947701930999756,1.0780272483825684,0.8815531730651855,0.7825732231140137,0.7733114957809448,0.8018965721130371,0.7095421552658081,1.0241293907165527,1.1111531257629395,0.8793196678161621,1.0246837139129639,0.9832764863967896,1.0951656103134155,1.1005624532699585,1.0710891485214233,1.2312414646148682
ear,1.0309396982192993,1.0046695470809937,0.9301473498344421,0.9283506274223328,0.0,0.3094944357872009,0.6533038020133972,0.5233376026153564,0.4962095618247986,0.729915976524353,0.6419637799263,0.8867558836936951,0.9524943828582764,0.5964670777320862,0.4550156593322754,0.46136701107025146,0.586101770401001,1.0550940036773682,1.1681419610977173,1.2558677196502686,1.1943433284759521,1.257344365119934,1.3217766284942627,1.215526819229126,1.2282518148422241,1.3187004327774048,1.1381257772445679,1.1142988204956055,1.2485592365264893,1.301173210144043,1.2361578941345215,1.1742264032363892,1.2547283172607422,1.2032856941223145,1.0483795404434204,1.1282764673233032,1.285412311553955,1.1490161418914795,1.0736864805221558,1.0522491931915283,0.9709917902946472,1.0775219202041626,1.1358308792114258,1.0977073907852173,1.0502830743789673,0.9731695652008057,0.9007273316383362,0.7992409467697144,0.9430394172668457,0.919525146484375,0.9126361608505249,0.9132665991783142,1.197818636894226,1.1671931743621826,1.109552025794983,1.0926687717437744,1.130133867263794,1.1454558372497559,1.3173809051513672,1.2970564365386963,1.1782207489013672,1.1730408668518066,1.3408019542694092,1.2053018808364868,1.1370834112167358,1.2342302799224854,1.1198443174362183,1.1541539430618286,0.6390572786331177,0.5047252178192139,0.6457321047782898,0.8151886463165283,0.7628797292709351,1.155045747756958,1.0820777416229248,1.0156456232070923,1.0844643115997314,0.9138816595077515,0.9251875281333923,0.9556592106819153,1.1412110328674316,1.1372323036193848,1.0350180864334106,0.8996646404266357,0.9904801845550537,0.9418947100639343,0.5767098069190979,0.7739661931991577,0.8668516874313354,0.8946893811225891,0.8890339136123657,0.7960439920425415,0.8792532086372375,0.9732645750045776,0.9844862222671509,0.9762976169586182,0.9789144992828369,0.9249767065048218,1.1294422149658203,1.0800777673721313,0.8952128887176514,0.8851526975631714,0.9313702583312988,0.936381995677948,1.1555802822113037,1.1542105674743652,1.0485769510269165,1.1413695812225342,1.1592446565628052,1.0490015745162964,1.1100938320159912,1.2131747007369995,1.234514832496643
nose,0.9609007835388184,0.8741820454597473,0.9102498888969421,0.8573957681655884,0.3094944357872009,0.0,0.4331570267677307,0.4247705936431885,0.3501790761947632,0.5482221841812134,0.5891878604888916,0.8591160178184509,0.9486538171768188,0.6314947605133057,0.43317192792892456,0.4325312376022339,0.5596348643302917,1.0870987176895142,1.1324225664138794,1.208526849746704,1.2593886852264404,1.2336173057556152,1.3306546211242676,1.2109113931655884,1.205309510231018,1.3290822505950928,1.1135196685791016,1.0932937860488892,1.2372263669967651,1.3013033866882324,1.247411847114563,1.267939805984497,1.2716457843780518,1.248276710510254,0.964755117893219,1.2181932926177979,1.3239024877548218,1.1396241188049316,1.0727893114089966,1.0069252252578735,0.9528934359550476,1.1274406909942627,1.1286946535110474,1.1031838655471802,1.0628907680511475,0.9569081664085388,0.8514660000801086,0.8290198445320129,1.0296317338943481,0.992828369140625,1.0315107107162476,1.0463850498199463,1.1843962669372559,1.1744673252105713,1.1785030364990234,1.155086874961853,1.0683082342147827,1.2157299518585205,1.394190788269043,1.263112187385559,1.2398549318313599,1.1801258325576782,1.386022686958313,1.2337788343429565,1.1467305421829224,1.2697291374206543,1.0861560106277466,1.138529896736145,0.6662923097610474,0.2670852541923523,0.7151926159858704,0.7894659042358398,0.7513659596443176,1.1734617948532104,1.1567169427871704,0.9928592443466187,1.1635513305664062,0.815030574798584,0.8314450979232788,0.8890118598937988,1.1210825443267822,1.1173783540725708,1.0397073030471802,0.8934717178344727,1.0451130867004395,0.9348071813583374,0.47293877601623535,0.6782802939414978,0.8221578001976013,0.8286439180374146,0.8216288089752197,0.7670495510101318,0.8371042609214783,0.9847561120986938,0.955927848815918,0.9832597374916077,1.0223336219787598,0.9225216507911682,1.2101938724517822,1.0637569427490234,0.924521803855896,0.9023270606994629,0.9270095229148865,0.9161508083343506,1.2439463138580322,1.2723023891448975,1.12159264087677,1.1268274784088135,1.220338225364685,1.0947016477584839,1.1991419792175293,1.2845550775527954,1.2525577545166016
eye,1.0435446500778198,0.9701239466667175,0.8648233413696289,0.8280738592147827,0.6533038020133972,0.4331570267677307,0.0,0.6894475817680359,0.6480123996734619,0.8365862965583801,0.914553165435791,1.109176754951477,1.2163140773773193,1.0112075805664062,0.6846277713775635,0.6475629806518555,0.8917864561080933,1.0028232336044312,1.1769661903381348,1.2760437726974487,1.2803486585617065,1.2479186058044434,1.3415195941925049,1.2649531364440918,1.2528960704803467,1.3093241453170776,1.108302116394043,1.1169750690460205,1.2454599142074585,1.2960658073425293,1.2547458410263062,1.225419282913208,1.2481316328048706,1.2047522068023682,0.9345278143882751,1.2138888835906982,1.3101637363433838,1.085395097732544,1.1885818243026733,1.1369867324829102,1.1408231258392334,1.2705007791519165,1.2250099182128906,1.1557517051696777,1.1888821125030518,1.1158573627471924,1.0597753524780273,0.8162963390350342,1.0394521951675415,1.1118628978729248,1.191244125366211,1.153343915939331,1.2646574974060059,1.2849417924880981,1.2724602222442627,1.2029787302017212,1.09359610080719,1.1445852518081665,1.3581690788269043,1.2672467231750488,1.2822598218917847,1.2205328941345215,1.2998656034469604,1.1172645092010498,0.9592908620834351,1.236554741859436,1.1629304885864258,1.082324504852295,0.7244488596916199,0.4826265573501587,0.8891846537590027,0.9338997602462769,0.6577916741371155,0.9346427321434021,1.1108474731445312,0.9909921288490295,1.0508217811584473,0.6343501806259155,0.7343080043792725,0.7597010135650635,1.026849627494812,1.1271849870681763,1.0057059526443481,0.9226599931716919,0.7425580024719238,0.6026533842086792,0.532566249370575,0.8078858852386475,0.5903128981590271,0.7280420660972595,0.7734060883522034,0.5846278667449951,0.7261490225791931,0.9382554888725281,0.9761561751365662,0.8700804710388184,0.901259183883667,0.8466650247573853,1.1840845346450806,1.007610559463501,0.85053551197052,0.7948448657989502,0.8760023713111877,0.7428463101387024,1.1083542108535767,1.1486116647720337,0.8481618762016296,0.9667354822158813,1.1239674091339111,1.1749814748764038,1.0458459854125977,1.130573034286499,1.2057714462280273
tooth,1.0762871503829956,1.0432286262512207,0.8144623637199402,0.9031599164009094,0.5233376026153564,0.4247705936431885,0.6894475817680359,0.0,0.129461407661438,0.811458170413971,0.7968047857284546,0.9341202974319458,0.9981372356414795,0.7063486576080322,0.455926775932312,0.4780006408691406,0.6289814114570618,1.106845498085022,1.0889946222305298,1.1650973558425903,1.2114272117614746,1.2262730598449707,1.2807433605194092,1.2178008556365967,1.2247728109359741,1.279439926147461,1.1644830703735352,1.1801881790161133,1.250467300415039,1.3075096607208252,1.2645151615142822,1.2102301120758057,1.229321002960205,1.2475242614746094,1.0134469270706177,1.1688333749771118,1.2657655477523804,1.0881733894348145,1.1170055866241455,1.068945050239563,1.0115516185760498,1.114402174949646,1.1272038221359253,1.1082556247711182,1.0375078916549683,0.9781967997550964,0.918974757194519,0.8000433444976807,0.9458103775978088,0.9392527341842651,1.0748432874679565,1.0215060710906982,1.212173581123352,1.1924700736999512,1.1911389827728271,1.1341273784637451,1.1768653392791748,1.1551275253295898,1.2625377178192139,1.2292137145996094,1.1697767972946167,1.157131314277649,1.295799970626831,1.1777433156967163,1.1551719903945923,1.255922555923462,0.9804811477661133,1.0563291311264038,0.8518262505531311,0.6222749352455139,0.658696711063385,0.8813595175743103,0.8278607726097107,1.1666251420974731,1.102219581604004,0.9302296042442322,1.1045610904693604,0.7161876559257507,0.7942863702774048,0.8503078818321228,1.0119688510894775,1.0612825155258179,0.8661000728607178,0.6159153580665588,1.010998249053955,0.9187296628952026,0.46042048931121826,0.6805902123451233,0.7972278594970703,0.8545641899108887,0.8813631534576416,0.749409556388855,0.7930383682250977,0.9437243938446045,0.8358433842658997,0.8821874856948853,1.0293047428131104,0.915819525718689,1.1670410633087158,1.0103809833526611,0.9407863020896912,0.88283771276474,0.8781781196594238,0.917414665222168,1.1063036918640137,1.1671503782272339,1.0016934871673584,1.107182502746582,1.1307867765426636,1.111545443534851,1.1277804374694824,1.2135671377182007,1.266908884048462
mouth,1.0914205312728882,1.0615347623825073,0.9463560581207275,0.9680945873260498,0.4962095618247986,0.3501790761947632,0.6480123996734619,0.129461407661438,0.0,0.6862704157829285,0.7489564418792725,0.9081977605819702,0.998873770236969,0.7271251678466797,0.5470238327980042,0.557401180267334,0.6748213768005371,1.0888677835464478,1.1159003973007202,1.169215440750122,1.2060818672180176,1.1884346008300781,1.2540898323059082,1.1982125043869019,1.1959407329559326,1.2376692295074463,1.1019855737686157,1.1554429531097412,1.2248070240020752,1.2447293996810913,1.191707968711853,1.1423423290252686,1.1917555332183838,1.2080121040344238,1.0309401750564575,1.098919153213501,1.1966816186904907,1.0723470449447632,1.083385705947876,1.0192805528640747,0.9594038724899292,1.0745599269866943,1.0735368728637695,1.0578196048736572,1.0111457109451294,0.9729101657867432,0.9019696116447449,0.8763551712036133,0.9192063212394714,0.9375035166740417,1.089957356452942,1.0932896137237549,1.183149814605713,1.200695276260376,1.2100865840911865,1.1812524795532227,1.1395809650421143,1.116058111190796,1.2038912773132324,1.1956005096435547,1.134955644607544,1.1589018106460571,1.2415181398391724,1.1528503894805908,1.1596159934997559,1.1754615306854248,0.9664664268493652,1.1088340282440186,0.8510158061981201,0.5002225041389465,0.6872360110282898,0.8953149914741516,0.8584244251251221,1.122684359550476,1.0826305150985718,0.9786814451217651,1.1007219552993774,0.8533462285995483,0.8745851516723633,0.9151023626327515,1.0604606866836548,1.0817270278930664,0.9196049571037292,0.7437832355499268,1.0408707857131958,0.9800532460212708,0.5865939259529114,0.8055775165557861,0.9291588664054871,0.913727879524231,0.9259248971939087,0.8336265087127686,0.8642036318778992,1.0159538984298706,0.9413940906524658,0.9447038173675537,1.0273863077163696,1.0101317167282104,1.1208868026733398,1.011106252670288,0.9793644547462463,0.9784754514694214,0.9857667088508606,0.9629314541816711,1.1206731796264648,1.1457291841506958,1.062028408050537,1.1345523595809937,1.1417335271835327,1.0647352933883667,1.0893559455871582,1.170719027519226,1.219513177871704
face,0.7331984043121338,0.7759101390838623,1.02956223487854,0.8717637062072754,0.729915976524353,0.5482221841812134,0.8365862965583801,0.811458170413971,0.6862704157829285,0.0,0.46633124351501465,0.7539934515953064,0.7741690874099731,0.8104494214057922,0.8760896921157837,0.8095858097076416,0.7189621925354004,1.2129987478256226,1.1698530912399292,1.0272908210754395,1.0030570030212402,0.9195561408996582,0.9267142415046692,0.8590044975280762,0.8932791948318481,0.9414132237434387,0.9372720718383789,0.9440151453018188,0.8608843088150024,0.941084086894989,0.9435614943504333,1.0495920181274414,0.9739525318145752,0.928048849105835,0.8601442575454712,0.9902998208999634,0.9783161282539368,0.917739987373352,0.7233924865722656,0.6422044038772583,0.6358574628829956,0.7799155712127686,0.7929385900497437,0.8488773107528687,0.7765318155288696,0.7345535755157471,0.8018994331359863,1.1414985656738281,1.0394624471664429,1.02301824092865,0.9275096654891968,1.1063419580459595,0.9435368776321411,1.080233097076416,1.2175148725509644,1.2713854312896729,0.8825675845146179,1.027418851852417,1.1079596281051636,1.079366683959961,1.030396819114685,1.0906974077224731,1.1854243278503418,1.1359400749206543,1.119174838066101,0.9234533309936523,1.0682575702667236,1.1731194257736206,0.8445736169815063,0.41195225715637207,1.0621527433395386,1.0460376739501953,1.062778353691101,1.1057606935501099,1.1994702816009521,1.1589479446411133,1.2559771537780762,1.2378185987472534,1.209275245666504,1.2631340026855469,1.2596575021743774,1.1835997104644775,1.2075293064117432,1.0596191883087158,1.1108237504959106,1.134210228919983,0.8676280379295349,1.0179802179336548,1.1044411659240723,1.0306518077850342,0.9469116926193237,1.0436378717422485,1.1479071378707886,0.990932822227478,1.0587090253829956,1.1341500282287598,1.0202609300613403,1.1563526391983032,1.0446324348449707,1.0282623767852783,1.0345779657363892,1.127546787261963,1.13572359085083,1.0114473104476929,1.2082562446594238,1.2396490573883057,1.3028693199157715,1.1843798160552979,1.1061670780181885,0.8932034373283386,1.2651368379592896,1.2623995542526245,1.0904136896133423
