subject_id,threshold_min_subjects,n_categories_total,n_categories_available,n_categories_missing,mean_distance,std_distance,min_distance,max_distance
00590001,30,43,43,0,0.9507636120668806,0.2612697188473849,0.18074387311935425,1.4062514305114746
