,dog,cat,fish,frog,ear,nose,eye,tooth,mouth,face,hair,leg,arm,hand,finger,toe,foot,lamp,drawer,bench,chair,ladder,table,couch,bed,crib,window,door,closet,refrigerator,oven,sink,bathtub,stroller,car,hose,slide,tree,jacket,sweater,shirt,bib,pajamas,dress,jeans,pants,shorts,slipper,shoe,sock,mitten,glove,blanket,pillow,towel,napkin,doll,toy,tray,box,book,paper,basket,purse,radio,vacuum,comb,shovel,hat,glasses,necklace,belt,watch,clock,scissors,fork,spoon,crayon,pencil,pen,knife,broom,toothbrush,gum,balloon,ball,nail,carrot,egg,orange,pumpkin,apple,strawberry,melon,pickle,banana,flower,plant,soup,pizza,muffin,cookie,bread,hamburger,plate,bowl,tape,bottle,jar,glass,cup,bucket,can
dog,0.0,0.3183005452156067,0.8237061500549316,0.8337092995643616,1.1078617572784424,1.0150395631790161,1.121010184288025,1.1612744331359863,1.1297577619552612,0.82582688331604,0.8515990972518921,0.7779902219772339,0.955278754234314,1.0726196765899658,1.2624492645263672,1.204103946685791,1.126893162727356,1.1247941255569458,1.1478760242462158,0.858971357345581,0.989626407623291,1.0388506650924683,0.8103217482566833,0.7124341726303101,0.7557471990585327,0.8035606145858765,0.9049526453018188,0.9481453895568848,0.8102602362632751,0.9054060578346252,0.8858315348625183,0.942710280418396,0.9094173908233643,0.8792325854301453,0.9346013069152832,0.9262115955352783,0.9049073457717896,0.9298379421234131,0.948157012462616,0.8210241794586182,0.8780016899108887,0.9114155769348145,0.7911850214004517,0.8006874322891235,0.8403578996658325,0.7872812747955322,0.9238312840461731,1.1877391338348389,0.9181589484214783,1.035321593284607,0.8818569183349609,1.025456428527832,0.7536543607711792,0.9468216300010681,1.0318939685821533,1.1755067110061646,0.7877653241157532,0.8650303483009338,0.8926815986633301,0.9527749419212341,0.9065842032432556,0.9694937467575073,1.0298047065734863,1.0130366086959839,0.9780821800231934,0.7786325216293335,1.0652388334274292,0.9438354969024658,1.1002516746520996,1.0847645998001099,1.2521164417266846,1.0638141632080078,1.1614983081817627,1.0851783752441406,0.967734158039093,1.2885745763778687,1.2843918800354004,1.2848234176635742,1.2765231132507324,1.2922112941741943,1.1638996601104736,1.0362842082977295,1.2276631593704224,1.1656948328018188,1.0798672437667847,1.1224310398101807,1.2619881629943848,1.1739050149917603,1.2000372409820557,1.1024600267410278,1.1142191886901855,1.1177242994308472,1.1384000778198242,1.0152233839035034,1.1131095886230469,1.0765526294708252,1.0320792198181152,0.9960210919380188,1.0165671110153198,1.038364052772522,0.9817283749580383,1.0938352346420288,1.0714179277420044,0.954116940498352,1.0962830781936646,1.103047251701355,0.9626951217651367,1.1544251441955566,1.1833691596984863,0.9536352157592773,1.1806902885437012,1.0973457098007202,1.01536226272583
cat,0.3183005452156067,0.0,0.7370007038116455,0.7645437717437744,1.0730737447738647,0.9229008555412292,1.0019574165344238,1.1181693077087402,1.1087441444396973,0.7854526042938232,0.8820399045944214,0.912431001663208,1.0241433382034302,1.0868299007415771,1.2097269296646118,1.1591784954071045,1.0981030464172363,1.0899444818496704,1.0856177806854248,0.9070414900779724,0.9997045993804932,1.011427879333496,0.9043707251548767,0.7921059727668762,0.8170452117919922,0.8874504566192627,0.9121173620223999,0.9451667666435242,0.8786797523498535,0.9538931846618652,0.9347652196884155,1.0009430646896362,0.9633013010025024,0.9832934737205505,0.9330481886863708,1.0059505701065063,1.0309919118881226,0.9375605583190918,1.0124964714050293,0.9252157211303711,0.9503609538078308,0.9910534024238586,0.9095487594604492,0.9294828176498413,0.9364573955535889,0.9038331508636475,1.0074734687805176,1.1313172578811646,0.9635828137397766,1.0691930055618286,0.9653772711753845,1.0494271516799927,0.8224337100982666,0.9254815578460693,1.0212961435317993,1.1381208896636963,0.8640417456626892,0.9843418598175049,0.9433656334877014,0.9627031683921814,0.9334283471107483,0.973922848701477,1.0248558521270752,1.0302473306655884,0.985838770866394,0.9005076289176941,1.027144193649292,0.9761183261871338,1.050589680671692,0.9997187256813049,1.1953363418579102,1.0830188989639282,1.139097809791565,1.0929914712905884,1.0758132934570312,1.1621273756027222,1.1665068864822388,1.2013227939605713,1.1734548807144165,1.1844050884246826,1.1137158870697021,1.0295429229736328,1.2013599872589111,1.1310679912567139,1.11544930934906,1.093519926071167,1.1854392290115356,1.1179178953170776,1.1304891109466553,1.030229926109314,1.0035723447799683,1.067826271057129,1.1041094064712524,0.9876648187637329,1.0336976051330566,1.043026089668274,0.998432993888855,0.9612696170806885,1.0173157453536987,0.9492666125297546,0.9564842581748962,1.0072033405303955,0.9428714513778687,0.9458714723587036,1.0700656175613403,1.109142541885376,1.0370078086853027,1.144712209701538,1.1626042127609253,0.9930906891822815,1.1806762218475342,1.0752226114273071,1.0630584955215454
fish,0.8237061500549316,0.7370007038116455,0.0,0.49482375383377075,1.0002076625823975,0.925167977809906,0.8825699090957642,0.8987874388694763,0.9180238842964172,0.934654951095581,1.1574501991271973,1.1217105388641357,1.2122639417648315,1.1413697004318237,1.0738204717636108,1.061791181564331,1.089479684829712,1.0382567644119263,1.1252838373184204,1.1787035465240479,1.2302556037902832,1.1617337465286255,1.201409101486206,1.1800458431243896,1.1920416355133057,1.176595687866211,1.1410505771636963,1.1497701406478882,1.1846024990081787,1.1626579761505127,1.1465280055999756,1.1512761116027832,1.121770977973938,1.122687816619873,0.9365885853767395,1.054306149482727,1.0340098142623901,1.044224500656128,1.1152650117874146,1.1224116086959839,1.1832611560821533,1.1076350212097168,1.2321821451187134,1.1561930179595947,1.168095350265503,1.2047994136810303,1.195589542388916,0.9711785912513733,0.9893690347671509,1.107753872871399,1.0538465976715088,0.8703382611274719,1.1199806928634644,1.1024837493896484,1.0790330171585083,1.074326992034912,0.9316080808639526,0.9524569511413574,1.102491855621338,1.1199166774749756,0.9905685186386108,1.067537784576416,1.028334379196167,1.0702134370803833,1.0645817518234253,1.1565011739730835,1.0995967388153076,0.9109305143356323,0.9548335671424866,0.9985561370849609,1.0332286357879639,1.1189888715744019,1.1267796754837036,0.967258632183075,1.0918505191802979,0.9614887833595276,0.9233092069625854,0.8285427093505859,0.9218881130218506,0.9379964470863342,0.9959850907325745,1.0335547924041748,0.9981323480606079,0.8903805017471313,0.8911925554275513,0.8856754899024963,1.0249747037887573,0.7186788320541382,0.9252637028694153,0.7071451544761658,0.7679645419120789,0.7854813933372498,0.7339495420455933,0.8542170524597168,0.783767819404602,0.7008897066116333,0.7293574810028076,0.9312293529510498,0.9504172801971436,0.7990745306015015,0.8890277147293091,0.7867028117179871,0.7792791724205017,0.8811426162719727,0.918368399143219,1.0335886478424072,1.018328070640564,1.0279406309127808,0.9773156046867371,0.9256917834281921,1.0921249389648438,1.043952465057373,1.1409140825271606
frog,0.8337092995643616,0.7645437717437744,0.49482375383377075,0.0,0.937625527381897,0.8740254640579224,0.853166937828064,0.9345583915710449,0.9662043452262878,0.7413991689682007,1.115883708000183,1.1102144718170166,1.214767575263977,1.0721718072891235,1.0347223281860352,1.0181913375854492,1.0844467878341675,1.047874927520752,1.0967066287994385,1.182223916053772,1.2588577270507812,1.1141754388809204,1.2532892227172852,1.1643400192260742,1.1773988008499146,1.1834230422973633,1.1383581161499023,1.1117206811904907,1.1736369132995605,1.2081584930419922,1.1863821744918823,1.2063068151474,1.1717721223831177,1.0945934057235718,0.9307597279548645,1.0002014636993408,1.055922508239746,1.0228549242019653,1.2215880155563354,1.103336215019226,1.1729354858398438,1.165606141090393,1.2068663835525513,1.2127578258514404,1.1889779567718506,1.1667933464050293,1.1518560647964478,0.9573579430580139,1.009777545928955,1.160015344619751,1.1216691732406616,0.9678190350532532,1.183215618133545,1.1298067569732666,1.163879156112671,1.1624935865402222,0.7850066423416138,0.8548234105110168,1.093937635421753,1.1197588443756104,0.9126100540161133,1.0308533906936646,1.0923926830291748,1.0979785919189453,1.0570377111434937,1.1979541778564453,1.1583936214447021,1.1139545440673828,0.9262114763259888,0.8622255325317383,1.0388517379760742,1.11854088306427,1.1059468984603882,0.9843437075614929,1.1606179475784302,1.069072961807251,0.9807080626487732,0.8876633048057556,0.9496873021125793,0.9823420643806458,1.081722378730774,1.088550090789795,1.0973691940307617,0.9532291889190674,0.9532315731048584,0.8894597291946411,1.0449717044830322,0.8800528049468994,0.8634521961212158,0.8128378987312317,0.7619475722312927,0.744728147983551,0.7791107892990112,0.8003599047660828,0.6267185211181641,0.6728520393371582,0.77672278881073,0.8817951083183289,1.0577919483184814,0.8528469800949097,0.8566831350326538,0.8001168966293335,0.8135634660720825,0.8083662986755371,1.04537832736969,1.1427005529403687,1.113083839416504,1.053086519241333,1.0215994119644165,1.0787129402160645,1.0926188230514526,1.0346972942352295,1.1793651580810547
ear,1.1078617572784424,1.0730737447738647,1.0002076625823975,0.937625527381897,0.0,0.2685818672180176,0.5186589360237122,0.492872416973114,0.46276915073394775,0.5221000909805298,0.6314529180526733,0.8919512629508972,1.002095341682434,0.6946818828582764,0.40445518493652344,0.42434144020080566,0.6061965823173523,1.0717908143997192,1.0947997570037842,1.2883121967315674,1.2438925504684448,1.1789263486862183,1.3693780899047852,1.2456587553024292,1.3031470775604248,1.3563923835754395,1.1984338760375977,1.1249079704284668,1.2614107131958008,1.302381992340088,1.2632865905761719,1.2785542011260986,1.2803646326065063,1.2659926414489746,1.0462702512741089,1.0937970876693726,1.3132998943328857,1.1575863361358643,0.9734455347061157,1.0322375297546387,0.9359661936759949,1.012773036956787,1.1475865840911865,1.15311598777771,0.9444091320037842,0.9753670692443848,0.8603148460388184,0.6627260446548462,0.9731796383857727,0.9907509684562683,1.0757606029510498,1.0168241262435913,1.2600964307785034,1.1854891777038574,1.1530234813690186,1.098047137260437,1.1330993175506592,1.2403202056884766,1.4132575988769531,1.3424359560012817,1.2076970338821411,1.203682780265808,1.3139145374298096,1.1727056503295898,1.090525507926941,1.3151522874832153,1.155790090560913,1.0999943017959595,0.6963545083999634,0.4535180330276489,0.5932972431182861,0.9486965537071228,0.9741904139518738,1.1808103322982788,1.190649390220642,1.0217654705047607,0.9702354073524475,0.738348126411438,0.7904552221298218,0.8289669752120972,0.9608581066131592,1.046310305595398,1.0051524639129639,0.8369674682617188,0.9500160217285156,0.877354085445404,0.47906988859176636,0.8419539928436279,0.6894899606704712,0.8266762495040894,0.7842388153076172,0.7357627153396606,0.6945858597755432,0.9635002613067627,0.7103685736656189,0.8457804918289185,1.0202736854553223,1.1438663005828857,1.0711113214492798,1.090725064277649,0.9168407917022705,0.9804489016532898,0.8348299264907837,0.8533200025558472,1.159649133682251,1.2034382820129395,1.1675999164581299,1.1496226787567139,1.2264634370803833,1.0775010585784912,1.1366640329360962,1.29941987991333,1.226799726486206
nose,1.0150395631790161,0.9229008555412292,0.925167977809906,0.8740254640579224,0.2685818672180176,0.0,0.2794697880744934,0.4903228282928467,0.4450507164001465,0.5550287961959839,0.8111650347709656,1.0165239572525024,1.1759669780731201,0.8734854459762573,0.457783579826355,0.43092381954193115,0.6839650869369507,1.0151729583740234,1.038122296333313,1.348388910293579,1.2553507089614868,1.2157585620880127,1.398942470550537,1.2577919960021973,1.2901654243469238,1.2768115997314453,1.1992793083190918,1.1229257583618164,1.2880597114562988,1.318617343902588,1.282250165939331,1.3283350467681885,1.3075413703918457,1.260180950164795,0.9872257709503174,1.2231216430664062,1.359679937362671,1.2145769596099854,1.0964781045913696,1.18247652053833,1.1079812049865723,1.1796269416809082,1.2288156747817993,1.2444016933441162,1.114576816558838,1.1400123834609985,1.045863151550293,0.6258488297462463,1.0804123878479004,1.0060107707977295,1.1825754642486572,1.0887845754623413,1.2495858669281006,1.1467931270599365,1.1684935092926025,1.1343905925750732,1.0557224750518799,1.2538784742355347,1.4314539432525635,1.3383227586746216,1.309918999671936,1.318660020828247,1.2748864889144897,1.19828200340271,1.1224493980407715,1.3338987827301025,1.2179176807403564,1.1759858131408691,0.6463577747344971,0.4480940103530884,0.6183148622512817,1.1479260921478271,0.991010844707489,1.14179527759552,1.2941522598266602,0.9879379868507385,0.9570145010948181,0.6332001686096191,0.7296721339225769,0.701722264289856,0.988859236240387,1.069183111190796,1.012406587600708,0.8129205107688904,0.8525934219360352,0.664866030216217,0.3872610330581665,0.824809730052948,0.5227829217910767,0.7330752611160278,0.6542421579360962,0.5782740116119385,0.6088743209838867,0.8931716084480286,0.7474678754806519,0.8370594382286072,0.9688630700111389,1.098433017730713,1.1216840744018555,1.0238795280456543,0.8696377277374268,0.7846566438674927,0.7550795078277588,0.8654668927192688,1.173468828201294,1.1446387767791748,1.1484144926071167,1.1116172075271606,1.0864280462265015,1.195152759552002,1.0518574714660645,1.194892406463623,1.190882682800293
eye,1.121010184288025,1.0019574165344238,0.8825699090957642,0.853166937828064,0.5186589360237122,0.2794697880744934,0.0,0.6288197040557861,0.5905265808105469,0.671022355556488,0.9414495825767517,1.1001046895980835,1.2200225591659546,1.0225499868392944,0.6833112835884094,0.6700257658958435,0.8746693134307861,0.9187891483306885,1.01209557056427,1.298563003540039,1.2136719226837158,1.1347601413726807,1.3634318113327026,1.269030213356018,1.2583991289138794,1.2556886672973633,1.106736421585083,1.056862235069275,1.2016322612762451,1.2505724430084229,1.2209135293960571,1.221811294555664,1.2577768564224243,1.237727165222168,0.968594491481781,1.1487232446670532,1.3099522590637207,1.126123309135437,1.1159389019012451,1.203580617904663,1.1608977317810059,1.2481777667999268,1.2614456415176392,1.2188621759414673,1.1483237743377686,1.1842148303985596,1.0733094215393066,0.6956563591957092,1.0523183345794678,1.1169564723968506,1.2672369480133057,1.0907288789749146,1.2361476421356201,1.1681504249572754,1.209267497062683,1.1645091772079468,1.089611291885376,1.2223658561706543,1.323522925376892,1.270622730255127,1.2159757614135742,1.244703769683838,1.2019575834274292,1.1222646236419678,1.0720826387405396,1.2415831089019775,1.1192682981491089,1.1948816776275635,0.7044322490692139,0.4051671028137207,0.6928378343582153,1.1597691774368286,0.8691319823265076,0.8748142719268799,1.1685857772827148,0.8845343589782715,0.8786536455154419,0.6378012895584106,0.7096697092056274,0.6395043134689331,0.9881998896598816,1.0355236530303955,0.9314291477203369,0.8723751306533813,0.8621031045913696,0.6538972854614258,0.5213067531585693,0.8840649724006653,0.5816136598587036,0.7886538505554199,0.7515381574630737,0.6504766941070557,0.7289939522743225,0.9688754081726074,0.8622092008590698,0.8868282437324524,0.8923953771591187,1.050305962562561,1.1085089445114136,1.0320254564285278,0.9110499620437622,0.7888290882110596,0.8613798022270203,0.9203182458877563,1.043446660041809,1.0341954231262207,0.8787503242492676,1.0902048349380493,1.0360368490219116,1.1427099704742432,0.9866323471069336,1.1221318244934082,1.1224591732025146
tooth,1.1612744331359863,1.1181693077087402,0.8987874388694763,0.9345583915710449,0.492872416973114,0.4903228282928467,0.6288197040557861,0.0,0.20470380783081055,0.7513838410377502,0.8673507571220398,1.0079786777496338,1.0594065189361572,0.8549270033836365,0.46578019857406616,0.5208110213279724,0.7714644074440002,1.0982495546340942,1.070695400238037,1.2005106210708618,1.3054119348526,1.1915812492370605,1.3267028331756592,1.2521653175354004,1.240586280822754,1.2830044031143188,1.1977595090866089,1.1811622381210327,1.2578959465026855,1.3177807331085205,1.2716679573059082,1.2373186349868774,1.1797435283660889,1.3145029544830322,0.9684984087944031,1.0977652072906494,1.2355611324310303,1.1665899753570557,1.0649760961532593,1.112494707107544,1.0333168506622314,1.097267985343933,1.160737156867981,1.1697299480438232,1.022229790687561,1.0552783012390137,0.9566596150398254,0.7117539048194885,0.9489352703094482,0.9935752153396606,1.1430840492248535,1.0783841609954834,1.2399582862854004,1.1623122692108154,1.196182131767273,1.1141148805618286,1.2425038814544678,1.269766092300415,1.304809331893921,1.2996422052383423,1.1777184009552002,1.1309000253677368,1.246032476425171,1.2457424402236938,1.1125260591506958,1.241227149963379,1.0364881753921509,1.1188808679580688,0.8485403656959534,0.6903488636016846,0.5648329257965088,0.9470933675765991,0.9488190412521362,1.162226676940918,1.181170105934143,0.9399535059928894,0.9182111620903015,0.5377215147018433,0.6330349445343018,0.6622187495231628,0.8087594509124756,1.0208500623703003,0.7336310148239136,0.5230655670166016,0.9179484248161316,0.8648921847343445,0.41003721952438354,0.7170684337615967,0.7202739119529724,0.8874988555908203,0.8335679769515991,0.7227725982666016,0.5883497595787048,1.042593002319336,0.6787718534469604,0.8324321508407593,1.0299805402755737,1.1230310201644897,1.037373423576355,0.9801191687583923,1.037676453590393,0.9544782042503357,0.8503254652023315,0.8399779796600342,1.0302587747573853,1.2067981958389282,1.1749703884124756,1.1087646484375,1.1619625091552734,1.0720936059951782,1.092110276222229,1.2348151206970215,1.163426160812378
mouth,1.1297577619552612,1.1087441444396973,0.9180238842964172,0.9662043452262878,0.46276915073394775,0.4450507164001465,0.5905265808105469,0.20470380783081055,0.0,0.6570284366607666,0.789230227470398,0.9888994693756104,1.006566047668457,0.8025355339050293,0.5351046919822693,0.5328224897384644,0.7414424419403076,1.1303318738937378,1.0812116861343384,1.1883939504623413,1.2475001811981201,1.1664202213287354,1.2814724445343018,1.2313838005065918,1.212541937828064,1.210522174835205,1.1539593935012817,1.147476077079773,1.2312264442443848,1.217819333076477,1.1911649703979492,1.1696399450302124,1.1591311693191528,1.209183692932129,1.0059205293655396,1.0377366542816162,1.18964421749115,1.1504989862442017,1.0415189266204834,1.0623482465744019,0.9548084139823914,1.042912483215332,1.0989274978637695,1.0699853897094727,1.0124481916427612,1.0127135515213013,0.8844000101089478,0.7870981693267822,0.9408692717552185,0.9497500658035278,1.110703468322754,1.1172945499420166,1.2184908390045166,1.208613395690918,1.2173874378204346,1.143740177154541,1.123658299446106,1.1731935739517212,1.2325496673583984,1.253347635269165,1.130281925201416,1.1630034446716309,1.1819387674331665,1.1904919147491455,1.1008946895599365,1.161356806755066,1.0290156602859497,1.1312792301177979,0.9100990891456604,0.557902991771698,0.6179708242416382,0.9636383056640625,0.9528519511222839,1.1191825866699219,1.1514027118682861,0.9926697611808777,1.0017521381378174,0.7486398220062256,0.8119341731071472,0.8432523012161255,0.9603193998336792,1.040647268295288,0.8775051832199097,0.6443855166435242,0.9376035332679749,0.9489701390266418,0.5348317623138428,0.8361220359802246,0.8447695374488831,0.8959828615188599,0.941373348236084,0.800658106803894,0.672046422958374,1.0832972526550293,0.8665633797645569,0.9185568690299988,1.045304298400879,1.0927112102508545,0.9973782896995544,0.9924380779266357,0.9814688563346863,0.9535931944847107,0.9490742087364197,0.9180319309234619,1.0622607469558716,1.1281280517578125,1.120827555656433,1.128357172012329,1.1411231756210327,1.0401759147644043,1.0544564723968506,1.1952825784683228,1.1604057550430298
face,0.82582688331604,0.7854526042938232,0.934654951095581,0.7413991689682007,0.5221000909805298,0.5550287961959839,0.671022355556488,0.7513838410377502,0.6570284366607666,0.0,0.4853672981262207,0.813709020614624,0.9029590487480164,0.8340840339660645,0.796357274055481,0.7543536424636841,0.9064650535583496,1.1817437410354614,1.1518328189849854,1.0215524435043335,1.2020041942596436,1.175114631652832,1.0681812763214111,0.9595677256584167,0.9737470149993896,1.0335451364517212,1.0027271509170532,1.013474464416504,0.9216197729110718,1.0621914863586426,1.0288662910461426,1.0770177841186523,1.0194871425628662,1.1293730735778809,0.9870929718017578,0.9899285435676575,1.169042706489563,1.0104179382324219,0.9411789178848267,0.7894159555435181,0.7433407306671143,0.91463303565979,0.8851048946380615,0.9790940880775452,0.8078258633613586,0.7471652030944824,0.8248694539070129,1.0042346715927124,0.9767163991928101,1.1335052251815796,1.0371838808059692,1.1492140293121338,1.0229547023773193,1.122160792350769,1.1954855918884277,1.2298129796981812,0.8376441597938538,1.0877898931503296,1.212234616279602,1.1361535787582397,1.0736877918243408,1.0238357782363892,1.2941553592681885,1.2154061794281006,1.1008182764053345,1.0034465789794922,1.1301451921463013,1.0927646160125732,0.9015143513679504,0.5016213655471802,1.0263657569885254,1.0893491506576538,1.1595208644866943,1.1243197917938232,1.197487235069275,1.24601411819458,1.2309281826019287,1.0535238981246948,1.0608806610107422,1.1068520545959473,1.1299413442611694,1.0806185007095337,1.1616532802581787,1.0256438255310059,1.113637089729309,1.044110894203186,0.8336426019668579,1.0851397514343262,0.8959965705871582,0.9408349990844727,0.8922590613365173,0.9108731746673584,0.9464685916900635,0.9875519275665283,0.9426963925361633,0.9445703029632568,1.072631597518921,1.1778266429901123,1.054049015045166,1.057477355003357,0.9220219850540161,1.0153878927230835,0.9412498474121094,0.8493802547454834,1.0828791856765747,1.302978515625,1.1156060695648193,1.2247483730316162,1.2885212898254395,1.0567667484283447,1.2798421382904053,1.3478935956954956,1.191728949546814
