,elephant,zebra,giraffe,deer,horse,pony,pig,bear,dog,cat,owl,fish,frog,alligator,butterfly,penguin,rooster,bird,duck,ear,nose,eye,tooth,mouth,face,hair,leg,arm,hand,finger,toe,ankle,foot,lamp,drawer,bench,chair,ladder,table,couch,bed,crib,window,door,closet,refrigerator,oven,sink,bathtub,shower,stroller,tricycle,motorcycle,car,truck,firetruck,helicopter,sprinkler,hose,swing,slide,boat,tree,grass,snow,scarf,coat,jacket,sweater,shirt,bib,pajamas,dress,jeans,pants,shorts,slipper,shoe,sock,mitten,glove,blanket,pillow,towel,napkin,doll,toy,tray,box,book,paper,basket,purse,radio,vacuum,comb,stick,shovel,rock,hat,glasses,necklace,belt,watch,clock,scissors,fork,spoon,crayon,pencil,pen,knife,broom,mop,toothbrush,gum,balloon,ball,raisin,nail,potato,carrot,egg,orange,pumpkin,apple,strawberry,melon,pickle,banana,corn,flower,plant,cracker,toast,sandwich,chips,pasta,sauce,soup,applesauce,meat,pastry,pizza,muffin,cookie,bread,hamburger,plate,dish,bowl,tape,soap,milk,bottle,jar,glass,coffee,cup,bucket,can,cloud,game
elephant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zebra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
giraffe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
horse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dog,,,,,,,,,0.0,0.8243887424468994,,0.7679247856140137,0.9566983580589294,,,,,,,1.0370521545410156,0.9758754968643188,1.000990390777588,0.795425295829773,,0.9955019950866699,0.8793589472770691,0.8028486967086792,1.0354646444320679,0.8630553483963013,1.0563366413116455,1.0579041242599487,1.060071349143982,0.8647904992103577,1.1122287511825562,0.9649100303649902,0.8494507670402527,0.8307746648788452,0.982682466506958,0.9331278204917908,0.7806696891784668,0.8906776309013367,1.1094896793365479,1.1065150499343872,1.0173618793487549,0.9814145565032959,0.954333484172821,0.7671903371810913,0.9975292086601257,0.8571582436561584,0.9679705500602722,,,,1.075278639793396,,,,,,,,,,,,,,0.9496782422065735,1.00901460647583,0.9281849265098572,0.9777753949165344,0.8840276002883911,,0.8483449220657349,0.8280003070831299,,1.014512538909912,1.0099432468414307,1.0680447816848755,,0.7873197793960571,0.8379839062690735,0.7628692984580994,1.007961392402649,1.0160245895385742,,1.0803178548812866,1.1225193738937378,0.9558846354484558,1.0861530303955078,1.094638466835022,1.1656221151351929,0.8684675097465515,,,0.9458561539649963,,,,0.8300204277038574,1.0529985427856445,1.1358940601348877,0.9971020817756653,1.022024393081665,,0.9938626885414124,1.1595760583877563,1.1687297821044922,1.2073570489883423,1.216633915901184,1.1850711107254028,1.1208821535110474,0.8666424751281738,,1.18142569065094,1.0054749250411987,1.1741704940795898,1.0233197212219238,,,,1.023182988166809,1.1178382635116577,1.1257317066192627,1.0203070640563965,1.0862362384796143,1.1557137966156006,,0.9029920697212219,1.1167038679122925,,1.0349899530410767,0.981880247592926,0.9246363639831543,,,,,,,,,,,1.0690381526947021,1.0147088766098022,1.0576404333114624,1.1184629201889038,1.1158206462860107,,1.1298640966415405,,1.1020405292510986,,0.995570957660675,1.2173824310302734,0.910908579826355,0.9514329433441162,1.1234049797058105,1.1465801000595093,0.9118725061416626,,
cat,,,,,,,,,0.8243887424468994,0.0,,0.9412057995796204,1.0972050428390503,,,,,,,1.097346544265747,1.0417451858520508,0.9929189682006836,1.064474105834961,,0.9113291501998901,0.8703542947769165,0.9378613233566284,0.9249038696289062,0.9849853515625,1.0669797658920288,1.166205883026123,1.152111530303955,0.9525182247161865,1.003494143486023,1.0651531219482422,0.9062777161598206,0.9649654626846313,0.9783863425254822,0.905773401260376,0.7825927734375,0.6466861963272095,0.8009932041168213,0.8378849029541016,0.9740972518920898,0.9339355230331421,0.9608889818191528,0.9003821611404419,0.9820374250411987,0.9278696179389954,0.8832443952560425,,,,1.0979126691818237,,,,,,,,,,,,,,0.7692897319793701,0.8759412169456482,0.8001487255096436,0.942279577255249,0.8132930994033813,,0.8630813360214233,0.8804178237915039,,1.116919994354248,1.116211175918579,0.8874586820602417,,0.9795594811439514,0.7786967754364014,0.8478352427482605,0.9151352047920227,1.034057855606079,,1.106264591217041,1.2317273616790771,1.0644781589508057,0.9682347774505615,1.0763294696807861,0.9142365455627441,0.9344894886016846,,,0.679958701133728,,,,1.0050004720687866,1.027066707611084,1.100745439529419,1.1574273109436035,1.1196012496948242,,1.075969934463501,1.1400164365768433,1.1854075193405151,1.1096827983856201,1.0815024375915527,1.1768970489501953,1.1658114194869995,1.0127981901168823,,1.1074752807617188,1.2093137502670288,1.1623318195343018,1.1192597150802612,,,,1.0662429332733154,1.159939169883728,1.133634328842163,1.116891860961914,1.22757887840271,1.1764659881591797,,1.0817614793777466,0.9779678583145142,,0.8888451457023621,0.963049590587616,1.1416912078857422,,,,,,,,,,,1.1616696119308472,1.1054306030273438,1.1642961502075195,1.1402778625488281,1.1968456506729126,,1.0787594318389893,,1.188358187675476,,1.1855753660202026,1.1392838954925537,1.034355640411377,0.9939465522766113,1.2747020721435547,1.1105412244796753,1.0363750457763672,,
owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fish,,,,,,,,,0.7679247856140137,0.9412057995796204,,0.0,0.9012851715087891,,,,,,,1.0025795698165894,0.9730397462844849,0.9331793785095215,0.9000135064125061,,0.9647710919380188,1.0007020235061646,0.8446243405342102,1.0961557626724243,0.8722286224365234,1.0707744359970093,1.0999572277069092,1.0676754713058472,1.0881338119506836,1.0610913038253784,1.0967775583267212,1.0422438383102417,1.1644808053970337,1.080592393875122,1.0375717878341675,1.0479397773742676,1.0716811418533325,1.1784995794296265,1.1846553087234497,1.2180842161178589,1.2196294069290161,1.0990140438079834,0.9541727900505066,0.9597628116607666,0.9633530974388123,1.0337024927139282,,,,1.0898818969726562,,,,,,,,,,,,,,1.053998589515686,1.0560961961746216,1.0295964479446411,0.9570586681365967,0.9301564693450928,,0.9364412426948547,0.9825595021247864,,1.0999664068222046,1.108132004737854,1.0464162826538086,,0.7171481251716614,1.0630184412002563,1.041926622390747,1.1944221258163452,1.107003092765808,,1.0887774229049683,1.139939546585083,1.0918102264404297,1.0873348712921143,1.0570099353790283,1.220745325088501,1.0726845264434814,,,0.9370418787002563,,,,0.9700634479522705,1.0320258140563965,1.059040904045105,1.1114476919174194,1.1013227701187134,,0.9006865620613098,1.0961346626281738,1.0472766160964966,0.9967871308326721,1.0269014835357666,1.002031922340393,1.0703513622283936,0.9530437588691711,,0.8225265741348267,0.872306764125824,1.0065431594848633,0.9140523672103882,,,,0.916163980960846,0.835515022277832,0.9876217842102051,1.047051191329956,0.9730862975120544,1.079229712486267,,0.9564071297645569,1.0875886678695679,,0.8073922395706177,1.165645956993103,0.97810959815979,,,,,,,,,,,1.0319559574127197,0.9606276154518127,1.0389630794525146,1.0838940143585205,1.0561423301696777,,1.0323206186294556,,1.1066220998764038,,1.0020169019699097,1.1838879585266113,0.9308348894119263,0.8476372957229614,1.1241230964660645,1.1643619537353516,0.95391845703125,,
