,elephant,zebra,giraffe,deer,horse,pony,pig,bear,dog,cat,owl,fish,frog,alligator,butterfly,penguin,rooster,bird,duck,ear,nose,eye,tooth,mouth,face,hair,leg,arm,hand,finger,toe,ankle,foot,lamp,drawer,bench,chair,ladder,table,couch,bed,crib,window,door,closet,refrigerator,oven,sink,bathtub,shower,stroller,tricycle,motorcycle,car,truck,firetruck,helicopter,sprinkler,hose,swing,slide,boat,tree,grass,snow,scarf,coat,jacket,sweater,shirt,bib,pajamas,dress,jeans,pants,shorts,slipper,shoe,sock,mitten,glove,blanket,pillow,towel,napkin,doll,toy,tray,box,book,paper,basket,purse,radio,vacuum,comb,stick,shovel,rock,hat,glasses,necklace,belt,watch,clock,scissors,fork,spoon,crayon,pencil,pen,knife,broom,mop,toothbrush,gum,balloon,ball,raisin,nail,potato,carrot,egg,orange,pumpkin,apple,strawberry,melon,pickle,banana,corn,flower,plant,cracker,toast,sandwich,chips,pasta,sauce,soup,applesauce,meat,pastry,pizza,muffin,cookie,bread,hamburger,plate,dish,bowl,tape,soap,milk,bottle,jar,glass,coffee,cup,bucket,can,cloud,game
eye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
face,,,,,,,,,,,,,0.9850538969039917,,,,,,,,0.6213055849075317,,,,0.0,0.5906078219413757,,0.9585490822792053,0.8170508146286011,0.8950403928756714,0.7857130169868469,,,1.1384501457214355,1.1697050333023071,1.0005850791931152,1.0542877912521362,1.0506269931793213,1.0398224592208862,0.9841140508651733,1.0289386510849,1.0302740335464478,0.9441283941268921,0.9113150238990784,0.9622433185577393,0.9761780500411987,,,1.0411533117294312,,0.8289691805839539,,0.8724552392959595,,,,,,,,1.0191503763198853,,,,,,,,,0.8004714250564575,0.6008239388465881,0.9750077724456787,1.0847069025039673,0.952921450138092,,0.968052864074707,,,1.072658658027649,,0.9673657417297363,1.0746760368347168,1.1205860376358032,1.19180166721344,1.1623631715774536,0.9451165795326233,1.0214678049087524,0.8907970190048218,1.0488250255584717,1.0289613008499146,1.1227003335952759,1.0855598449707031,1.0787864923477173,,,,,,,0.8450978994369507,,,,1.1337343454360962,1.0246920585632324,,,,1.1482139825820923,1.027733325958252,1.1631189584732056,,,,,,1.1141148805618286,1.1172277927398682,,,,,,,,1.0345287322998047,1.025773525238037,,,,1.1030195951461792,1.0135211944580078,1.0579966306686401,,,,,,,,,,,,,,1.0823924541473389,,0.9298133254051208,,1.1273281574249268,1.099622130393982,,,1.0053366422653198,,,1.0436456203460693,1.1163334846496582,1.0640555620193481,1.0733274221420288,,
hair,,,,,,,,,,,,,1.131525993347168,,,,,,,,0.5709984302520752,,,,0.5906078219413757,0.0,,0.83944171667099,0.675919234752655,0.9659522175788879,0.7418524026870728,,,1.1920368671417236,1.0825657844543457,1.0180190801620483,1.0046491622924805,0.824315071105957,0.9504662752151489,0.9189035892486572,0.8901000022888184,1.0254323482513428,0.7487905025482178,0.7428649663925171,0.8458796739578247,0.8844531178474426,,,0.916654646396637,,0.8425185084342957,,0.7739726305007935,,,,,,,,0.9779411554336548,,,,,,,,,0.5681567192077637,0.6802240014076233,0.7068188786506653,0.8435755968093872,0.834079384803772,,0.7995938062667847,,,1.1608877182006836,,0.8590824007987976,0.9512721300125122,1.0161125659942627,1.0794799327850342,0.990393340587616,1.0241031646728516,1.0558308362960815,0.8242565393447876,1.0407553911209106,1.0314077138900757,0.9854896068572998,1.1447654962539673,1.113337516784668,,,,,,,0.6956478357315063,,,,1.0915113687515259,1.1042604446411133,,,,1.0323686599731445,0.8858016729354858,1.0284727811813354,,,,,,1.0895696878433228,1.1138609647750854,,,,,,,,1.0970629453659058,0.9749975800514221,,,,0.9013106226921082,1.0560141801834106,1.0690455436706543,,,,,,,,,,,,,,1.0373238325119019,,0.8794759511947632,,1.2841434478759766,0.9353606104850769,,,1.0772889852523804,,,0.8799500465393066,1.302147388458252,1.0881761312484741,1.052364468574524,,
leg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arm,,,,,,,,,,,,,1.021812915802002,,,,,,,,0.9692514538764954,,,,0.9585490822792053,0.83944171667099,,0.0,0.6666974425315857,0.9988487362861633,0.8569339513778687,,,1.0742930173873901,0.9758840799331665,1.0294365882873535,0.9080411195755005,0.7504499554634094,0.7586769461631775,0.7553911209106445,0.8706639409065247,0.7110713720321655,0.9376213550567627,0.8964089155197144,0.9370563626289368,0.928083598613739,,,0.8602513670921326,,1.0347639322280884,,1.0307382345199585,,,,,,,,1.1170470714569092,,,,,,,,,0.7214156985282898,0.8806872963905334,0.8643722534179688,0.7290507555007935,0.8056987524032593,,0.726517915725708,,,0.9852429032325745,,1.1060711145401,1.02516770362854,0.8495879769325256,0.9778497219085693,1.0731613636016846,0.9881687164306641,0.9482010006904602,0.9080373644828796,0.8680515289306641,0.6475358009338379,0.8772669434547424,0.8346453309059143,0.7750752568244934,,,,,,,1.0873692035675049,,,,0.85703045129776,1.116957664489746,,,,0.9522045254707336,0.7315741777420044,0.7920554876327515,,,,,,1.1640199422836304,1.1887096166610718,,,,,,,,1.1227836608886719,1.0784602165222168,,,,0.9278018474578857,1.0319807529449463,1.0661276578903198,,,,,,,,,,,,,,0.7466224431991577,,1.0177377462387085,,1.1504268646240234,1.0421829223632812,,,1.0485115051269531,,,1.1096214056015015,1.061110258102417,0.8068812489509583,0.7752463817596436,,
hand,,,,,,,,,,,,,1.1306248903274536,,,,,,,,0.7123241424560547,,,,0.8170508146286011,0.675919234752655,,0.6666974425315857,0.0,0.4776492118835449,0.5490297079086304,,,1.2857712507247925,1.066447138786316,1.073983073234558,1.1085861921310425,0.8620070219039917,0.9054909944534302,0.964460015296936,0.952881932258606,1.0005515813827515,1.0146257877349854,0.9830015897750854,1.1611219644546509,1.1889700889587402,,,0.9153522253036499,,1.000969648361206,,0.9379630088806152,,,,,,,,1.133222222328186,,,,,,,,,0.656762957572937,0.7980839014053345,0.7990260720252991,0.8734657168388367,0.9537853598594666,,0.7674994468688965,,,0.8951118588447571,,0.7934941649436951,1.0000323057174683,0.9578718543052673,0.9581731557846069,0.9876423478126526,1.153926134109497,1.001900553703308,0.9369406700134277,0.9178438186645508,0.9388365149497986,1.0247443914413452,1.09856379032135,1.0571686029434204,,,,,,,1.0547269582748413,,,,0.7972147464752197,1.216739296913147,,,,1.0104900598526,0.7814731597900391,0.9187718629837036,,,,,,1.0721794366836548,1.1417653560638428,,,,,,,,1.0579735040664673,0.9006938934326172,,,,0.9432626962661743,0.9604272246360779,1.1909136772155762,,,,,,,,,,,,,,0.9908888339996338,,0.8903502225875854,,1.2042102813720703,0.9972098469734192,,,1.213612675666809,,,1.0456751585006714,1.1752289533615112,1.0286508798599243,0.987496018409729,,
finger,,,,,,,,,,,,,1.01906156539917,,,,,,,,0.7491319179534912,,,,0.8950403928756714,0.9659522175788879,,0.9988487362861633,0.4776492118835449,0.0,0.40080201625823975,,,1.136242151260376,0.9836766719818115,1.107007622718811,1.2100279331207275,1.1253360509872437,1.2767003774642944,1.1935811042785645,1.2673168182373047,1.2273459434509277,1.1873071193695068,1.1397359371185303,1.1664791107177734,1.2181330919265747,,,1.2328827381134033,,1.1366522312164307,,1.1087740659713745,,,,,,,,1.1953898668289185,,,,,,,,,1.0365148782730103,1.048001766204834,1.1434779167175293,0.9426997900009155,1.1152312755584717,,1.0395088195800781,,,0.724856972694397,,1.1009567975997925,1.2398463487625122,1.1697466373443604,1.1463162899017334,1.0151169300079346,1.113936185836792,1.2260446548461914,1.2961645126342773,1.2213115692138672,1.1380325555801392,1.0702186822891235,1.1368489265441895,1.1719921827316284,,,,,,,0.9446185827255249,,,,0.8055477142333984,1.2087287902832031,,,,0.9176482558250427,1.1016180515289307,1.0271239280700684,,,,,,0.9186827540397644,0.8311153650283813,,,,,,,,0.826123833656311,0.7258872985839844,,,,0.8823420405387878,0.9763023853302002,0.9823290109634399,,,,,,,,,,,,,,1.0674164295196533,,1.0593171119689941,,1.077043056488037,1.07196843624115,,,0.8920242786407471,,,1.0322754383087158,1.0482592582702637,1.2317434549331665,1.1711622476577759,,
toe,,,,,,,,,,,,,0.878920316696167,,,,,,,,0.41218942403793335,,,,0.7857130169868469,0.7418524026870728,,0.8569339513778687,0.5490297079086304,0.40080201625823975,0.0,,,1.1125301122665405,0.9501359462738037,1.2212815284729004,1.2251546382904053,1.0524804592132568,1.2739263772964478,1.1019905805587769,1.281311273574829,1.1963320970535278,1.251444935798645,1.1508967876434326,1.214469075202942,1.2248555421829224,,,1.2100560665130615,,1.0387111902236938,,1.0186305046081543,,,,,,,,1.2344794273376465,,,,,,,,,0.9468809962272644,1.0421146154403687,1.0508475303649902,0.984154462814331,0.9208897352218628,,0.9776334762573242,,,0.7613441348075867,,0.9870827198028564,1.276087760925293,0.9043448567390442,1.0330278873443604,0.8689185380935669,1.0147172212600708,1.2825238704681396,1.1776416301727295,1.2208595275878906,1.1238127946853638,1.0303152799606323,0.9434966444969177,1.057979702949524,,,,,,,0.66350257396698,,,,0.8320797681808472,1.1768732070922852,,,,0.7681542634963989,1.064194917678833,1.0155059099197388,,,,,,0.976730227470398,0.8060333728790283,,,,,,,,0.7297564148902893,0.49654078483581543,,,,0.8871535062789917,0.981489896774292,0.9811925292015076,,,,,,,,,,,,,,0.9292428493499756,,0.8669241666793823,,1.22053861618042,0.9711220264434814,,,0.7486046552658081,,,0.8537880182266235,1.0710169076919556,1.124468207359314,1.1042819023132324,,
ankle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lamp,,,,,,,,,,,,,0.85776686668396,,,,,,,,1.0470534563064575,,,,1.1384501457214355,1.1920368671417236,,1.0742930173873901,1.2857712507247925,1.136242151260376,1.1125301122665405,,,0.0,0.9828222990036011,1.0283474922180176,0.918103039264679,1.0120203495025635,1.0309357643127441,0.9892842173576355,1.0957295894622803,1.0172146558761597,0.7660079002380371,0.7449274659156799,0.7219001054763794,0.7601991891860962,,,1.194774866104126,,1.1261600255966187,,1.0826081037521362,,,,,,,,0.9023881554603577,,,,,,,,,1.1974701881408691,1.0756690502166748,1.2289963960647583,0.9699747562408447,1.1543612480163574,,1.0148483514785767,,,0.9445568323135376,,1.1439886093139648,0.9797976016998291,1.026369333267212,1.1030081510543823,0.9579981565475464,0.8676854372024536,1.1604225635528564,1.120793104171753,1.210787296295166,1.0872007608413696,1.0246914625167847,0.9031131863594055,0.9681073427200317,,,,,,,1.0300372838974,,,,1.0156631469726562,0.8418697118759155,,,,0.9622007608413696,1.1090296506881714,1.0756863355636597,,,,,,0.9267487525939941,0.9141402244567871,,,,,,,,1.0016624927520752,1.0064786672592163,,,,1.0695277452468872,0.8460090160369873,0.6983306407928467,,,,,,,,,,,,,,1.1287786960601807,,1.098189353942871,,0.9535449147224426,0.97724449634552,,,0.778265655040741,,,0.960598349571228,0.951574444770813,1.053449273109436,1.0498590469360352,,
drawer,,,,,,,,,,,,,0.9836929440498352,,,,,,,,1.085617184638977,,,,1.1697050333023071,1.0825657844543457,,0.9758840799331665,1.066447138786316,0.9836766719818115,0.9501359462738037,,,0.9828222990036011,0.0,0.9536692500114441,0.9217307567596436,0.952520489692688,0.8742731809616089,0.9874484539031982,0.8067045211791992,0.8936417102813721,0.9115290641784668,0.8015379905700684,0.8649637699127197,0.8078231811523438,,,0.6361623406410217,,1.0232089757919312,,1.0272729396820068,,,,,,,,0.980278730392456,,,,,,,,,1.0166112184524536,1.1540554761886597,1.0114909410476685,1.0205341577529907,0.9728377461433411,,0.9947065114974976,,,1.0448812246322632,,0.941735565662384,1.0133816003799438,0.9208098649978638,0.8678377270698547,1.048302173614502,1.056505560874939,0.9547819495201111,1.0313756465911865,0.7638074159622192,0.9841945171356201,1.000779151916504,0.9411472678184509,0.9821867346763611,,,,,,,0.8999233245849609,,,,1.00265634059906,0.9199376702308655,,,,1.0072003602981567,1.041428565979004,0.9954700469970703,,,,,,0.897919774055481,0.8183819055557251,,,,,,,,0.8959798216819763,0.9116308689117432,,,,1.015212893486023,0.9892818331718445,1.12984037399292,,,,,,,,,,,,,,0.948842465877533,,1.0098117589950562,,0.9593547582626343,0.9428629875183105,,,1.099687933921814,,,0.8493198156356812,0.9141942858695984,0.8952378630638123,0.9712944030761719,,
bench,,,,,,,,,,,,,1.127171516418457,,,,,,,,1.0931565761566162,,,,1.0005850791931152,1.0180190801620483,,1.0294365882873535,1.073983073234558,1.107007622718811,1.2212815284729004,,,1.0283474922180176,0.9536692500114441,0.0,0.5745536684989929,1.0512357950210571,0.8245360851287842,0.9616692662239075,0.4862949848175049,0.8940528631210327,0.8485849499702454,0.9095259308815002,0.8314275741577148,0.8661072850227356,,,0.7527129650115967,,1.0717146396636963,,1.0847331285476685,,,,,,,,0.8816537857055664,,,,,,,,,0.9143618941307068,0.9398841261863708,0.9066780805587769,1.0226473808288574,1.0048258304595947,,1.0312087535858154,,,1.0971205234527588,,1.0479893684387207,0.567553699016571,0.9009710550308228,0.9965506196022034,0.7796119451522827,1.092947006225586,0.8875202536582947,0.7914502024650574,0.8416836857795715,0.897212028503418,0.8570995330810547,1.0870567560195923,1.078970193862915,,,,,,,1.0652449131011963,,,,1.1640346050262451,0.9130584597587585,,,,0.8976334929466248,0.9382947087287903,0.9437927603721619,,,,,,0.9661597609519958,1.0141000747680664,,,,,,,,1.0625759363174438,1.2120883464813232,,,,0.9513322710990906,1.0392489433288574,1.155465841293335,,,,,,,,,,,,,,0.9150748252868652,,1.0541629791259766,,0.8431693315505981,1.0693292617797852,,,1.0946004390716553,,,0.9776270985603333,0.9579660296440125,0.8868170976638794,0.8360633850097656,,
chair,,,,,,,,,,,,,1.1187149286270142,,,,,,,,1.2324082851409912,,,,1.0542877912521362,1.0046491622924805,,0.9080411195755005,1.1085861921310425,1.2100279331207275,1.2251546382904053,,,0.918103039264679,0.9217307567596436,0.5745536684989929,0.0,0.6723441481590271,0.5203397870063782,0.5308580994606018,0.5503951907157898,0.7443655729293823,0.799114465713501,0.784305214881897,0.7732270956039429,0.728557825088501,,,0.7368547916412354,,0.8143883347511292,,0.9506822228431702,,,,,,,,0.8133599758148193,,,,,,,,,0.8841326236724854,0.8208856582641602,0.8553183078765869,0.9268867373466492,0.7928857803344727,,0.8609978556632996,,,1.1304304599761963,,1.0191856622695923,0.7178031206130981,0.7396148443222046,0.8807335495948792,0.9433554410934448,0.9813756346702576,0.8620078563690186,0.8498831391334534,0.8276647329330444,0.8510594367980957,0.9258032441139221,0.8020561933517456,0.7932301163673401,,,,,,,1.047778606414795,,,,1.0888437032699585,0.9709463119506836,,,,1.066705346107483,0.907078742980957,0.8929517269134521,,,,,,1.0880234241485596,1.1872692108154297,,,,,,,,1.224273443222046,1.234576940536499,,,,0.9914104342460632,0.9911506772041321,1.0103466510772705,,,,,,,,,,,,,,0.8837720155715942,,1.074796438217163,,1.0342729091644287,1.1067767143249512,,,1.1429774761199951,,,1.1729360818862915,0.9983440041542053,0.8010924458503723,0.8349643349647522,,
