subject_id,threshold_min_subjects,n_categories_total,n_categories_available,n_categories_missing,mean_distance,std_distance,min_distance,max_distance
00510001,27,89,89,0,0.9892513930775002,0.24849592820026004,0.06986343860626221,1.4817560911178589
