,horse,rooster,bird,fish,butterfly,frog,alligator,owl,cat,dog,face,hair,arm,hand,leg,foot,ankle,finger,toe,tooth,ear,nose,stroller,motorcycle,car,lamp,chair,bench,drawer,ladder,window,door,closet,refrigerator,oven,crib,bed,couch,table,bathtub,sink,boat,slide,hose,sprinkler,clock,ball,balloon,pumpkin,egg,orange,apple,strawberry,hat,slipper,watch,nail,glasses,necklace,carrot,vacuum,shovel,scissors,spoon,fork,knife,pencil,pen,crayon,plant,flower,soap,bottle,cup,can,belt,radio,basket,milk,bucket,tape,bowl,plate,pickle,banana,melon,bread,cracker,pizza,hamburger,muffin,glass,tray,box,book,paper,comb,toothbrush,gum,toy,doll,mitten,glove,sock,shoe,purse,pillow,towel,napkin,blanket,dress,pajamas,bib,scarf,jacket,sweater,shirt,jeans,pants,shorts
horse,0.0,0.8250541687011719,0.8250049948692322,1.2337249517440796,1.403395652770996,0.930090069770813,0.4552537202835083,1.0029590129852295,0.6497270464897156,0.8087506294250488,0.5381680727005005,0.4732015132904053,0.49452030658721924,0.8320493102073669,0.7104752659797668,1.0092027187347412,1.1648235321044922,1.0142384767532349,1.1202104091644287,0.9813260436058044,0.9892374277114868,0.9247139692306519,0.7052361965179443,0.7923411130905151,1.1075615882873535,1.284719467163086,0.929318904876709,0.8509097099304199,0.9991163015365601,0.9214421510696411,0.6529912948608398,0.772479772567749,0.8092405796051025,0.7981592416763306,1.0206701755523682,0.6950011253356934,0.6210134625434875,1.0100290775299072,0.5773699879646301,0.7026477456092834,0.9739370942115784,0.6910624504089355,0.5311462879180908,0.7462947368621826,0.7009316682815552,1.3112678527832031,1.1469541788101196,1.22843599319458,1.1352119445800781,1.283123254776001,1.175882339477539,1.2431769371032715,1.1528866291046143,0.9402546882629395,1.2734845876693726,1.1315112113952637,1.1652411222457886,1.0665299892425537,1.0247291326522827,1.0465086698532104,1.0217435359954834,0.8493003845214844,0.8538162708282471,1.1404286623001099,1.2112833261489868,1.1022686958312988,1.245881199836731,1.3318736553192139,1.3085566759109497,0.8842692375183105,0.9412928223609924,1.2431672811508179,1.2555354833602905,1.3203413486480713,1.2304162979125977,1.076574444770813,1.2307369709014893,1.266289234161377,0.964803159236908,1.2309741973876953,1.4285557270050049,1.323610544204712,1.3850111961364746,0.940561056137085,0.9980601072311401,1.038906216621399,1.30428946018219,0.837059736251831,0.9384312629699707,1.0900934934616089,1.0669728517532349,0.7444300651550293,1.1833707094192505,1.0707486867904663,1.3193279504776,0.9890799522399902,0.9789350032806396,0.9989597201347351,1.3570432662963867,1.2411901950836182,0.985364556312561,0.7680445313453674,1.1441543102264404,1.035212516784668,0.8377256393432617,0.8829140067100525,1.3423150777816772,1.2569355964660645,1.3139662742614746,0.751867949962616,0.6411355137825012,0.547378420829773,0.48227930068969727,0.8365414142608643,0.7016520500183105,0.4454871416091919,0.43500709533691406,0.47009772062301636,0.5883412957191467,0.6551698446273804
rooster,0.8250541687011719,0.0,0.6823662519454956,1.0129294395446777,0.9897918701171875,0.7238593101501465,0.6312597990036011,0.5688551068305969,0.8571203947067261,0.8891803622245789,0.9274865984916687,0.890647292137146,0.9625251889228821,1.0817946195602417,1.0072671175003052,1.1703413724899292,1.3398716449737549,1.2409412860870361,1.2728208303451538,1.1823272705078125,1.0651614665985107,1.1295804977416992,0.86665940284729,0.8670917749404907,1.0671008825302124,1.1183555126190186,0.9292398691177368,0.9461476802825928,1.0308388471603394,0.8290563225746155,0.8801103830337524,0.9586424231529236,0.8364322185516357,0.945464015007019,1.0026458501815796,0.8192675113677979,0.892259955406189,0.9994097352027893,0.8795466423034668,0.9161887168884277,1.0799505710601807,0.8838088512420654,0.8687257766723633,0.8837605118751526,0.8215246200561523,1.0739288330078125,1.0369776487350464,1.1263386011123657,1.035237193107605,1.2301394939422607,1.1149564981460571,1.1816540956497192,1.1278480291366577,1.0978918075561523,1.2601499557495117,1.2616894245147705,1.2927112579345703,1.209821343421936,1.16891348361969,1.2539482116699219,0.9313036799430847,0.8637158870697021,0.8873419165611267,1.013770580291748,1.1256989240646362,1.1166341304779053,1.26151442527771,1.223236083984375,1.2424437999725342,0.7622143030166626,0.8113489151000977,1.2207186222076416,1.1978652477264404,1.25584077835083,1.128345251083374,1.2055758237838745,1.050114393234253,1.0454652309417725,0.9810764193534851,1.1199932098388672,1.236682653427124,1.2696533203125,1.1855766773223877,1.0934078693389893,0.9270265698432922,0.9838329553604126,1.1334577798843384,0.8981883525848389,0.9108957648277283,0.8426034450531006,0.8962113261222839,1.072470784187317,1.0625391006469727,0.9788964986801147,1.1000064611434937,0.942884087562561,0.9474704265594482,1.068352460861206,1.1961557865142822,1.078579306602478,0.790681779384613,0.8643332719802856,1.0235480070114136,0.9959972500801086,0.9188845157623291,0.8920619487762451,1.1948587894439697,1.0108630657196045,1.0425233840942383,0.8860658407211304,0.7629827260971069,0.8141615390777588,0.7438132762908936,0.9805149435997009,0.8018652200698853,0.8245301842689514,0.7925509810447693,0.9039751887321472,0.8592087626457214,0.8851730823516846
bird,0.8250049948692322,0.6823662519454956,0.0,0.682007908821106,0.8901330232620239,0.47821909189224243,0.5871120691299438,0.6038048267364502,0.8328806161880493,0.8281947374343872,0.9797427654266357,0.9629799127578735,0.9285491704940796,1.0531407594680786,1.0772212743759155,1.1836313009262085,1.2225162982940674,1.153411626815796,1.074224829673767,1.122449278831482,1.0394943952560425,1.2339859008789062,0.8955522179603577,0.6392424702644348,0.8497096300125122,0.8358931541442871,0.8810744285583496,0.8742653131484985,1.1308255195617676,0.7677888870239258,0.8572735786437988,1.0029113292694092,0.9839037656784058,1.092060923576355,1.195516586303711,0.870583713054657,0.8880802392959595,1.1288748979568481,0.8872168660163879,0.8312438130378723,0.8813785314559937,0.7507005929946899,0.7603500485420227,0.7405403256416321,0.5386499166488647,0.7814273834228516,0.7717635035514832,0.7897076606750488,0.7819021344184875,0.9835154414176941,0.95728600025177,0.9604304432868958,0.9125766158103943,0.9055536389350891,0.9744158983230591,1.124100685119629,1.059102177619934,1.0929028987884521,1.118892788887024,1.066470980644226,0.7901980876922607,0.6160695552825928,0.7201419472694397,0.7355422377586365,1.0126845836639404,0.9336933493614197,1.0143316984176636,1.0337820053100586,0.9637009501457214,0.6639306545257568,0.7008286118507385,0.9235965013504028,0.9084815979003906,0.9438193440437317,1.0136369466781616,1.1146512031555176,0.9720657467842102,0.913655161857605,0.9114477634429932,0.8165541887283325,0.9220242500305176,0.92340087890625,0.865021824836731,1.082303524017334,0.7482978105545044,0.8405267000198364,0.8605765104293823,0.9200268387794495,0.8227676153182983,0.8484513759613037,1.0007398128509521,0.9503069519996643,0.995391309261322,0.9898704886436462,0.9400165677070618,0.9259502291679382,0.8447988033294678,0.9543494582176208,0.8840938210487366,0.7388922572135925,0.6170195937156677,0.8533385992050171,0.9198688864707947,0.8340513706207275,0.7962594032287598,0.8838387727737427,1.167328119277954,0.8588956594467163,0.8603911399841309,0.8081138134002686,0.9694660902023315,1.0121476650238037,0.9294658899307251,0.9543727040290833,0.825279712677002,0.9154844880104065,0.9519715309143066,1.0087122917175293,1.044309377670288,1.0926307439804077
fish,1.2337249517440796,1.0129294395446777,0.682007908821106,0.0,0.4834303855895996,0.517804741859436,1.0551074743270874,0.7452095150947571,0.9041439294815063,0.8340396285057068,1.243792176246643,1.3042491674423218,1.3516072034835815,1.0946176052093506,1.3017089366912842,0.9824580550193787,0.6419504880905151,0.9255539178848267,0.7145934104919434,0.9385347962379456,0.950026273727417,1.0576587915420532,1.1265273094177246,0.8866597414016724,0.6215099692344666,0.5411604046821594,1.0508805513381958,1.0208179950714111,1.3182342052459717,0.9695996642112732,1.179917573928833,1.2401483058929443,1.2203038930892944,1.4254004955291748,1.3931784629821777,1.3273756504058838,1.420564889907837,1.2729147672653198,1.3616795539855957,1.152679443359375,0.9923915266990662,0.8977035880088806,1.0448452234268188,0.9438959956169128,1.027096152305603,0.674025297164917,0.6297094821929932,0.35502392053604126,0.5258229374885559,0.6425082087516785,0.5620790123939514,0.4943610429763794,0.5210249423980713,0.6236470937728882,0.41262876987457275,0.6716243028640747,0.6125578880310059,0.6210194230079651,0.7109682559967041,0.8680407404899597,0.7440850734710693,0.6492395401000977,0.7822436094284058,0.5704602003097534,0.63352370262146,0.6837484836578369,0.4954208731651306,0.480635404586792,0.35367900133132935,0.812491238117218,0.6305310130119324,0.6187654733657837,0.4936131238937378,0.467789888381958,0.6664044260978699,0.7828207612037659,1.023718237876892,0.7505284547805786,1.101351022720337,0.456892192363739,0.4321117401123047,0.3909660577774048,0.422160267829895,1.0803778171539307,0.5546308755874634,0.7415069341659546,0.5273993611335754,1.2198374271392822,0.9089683890342712,0.8641512393951416,0.8984487652778625,1.0773932933807373,1.0821030139923096,1.0775686502456665,0.6532021164894104,1.1164681911468506,0.9437038898468018,0.7741814851760864,0.3212012052536011,0.3047484755516052,0.8770300149917603,0.8507157564163208,0.5472196936607361,0.7658624649047852,0.8819006085395813,1.03127121925354,0.8810964822769165,0.6317577958106995,0.5916822552680969,1.0921874046325684,1.2261149883270264,1.3485255241394043,1.2941960096359253,0.9592293500900269,1.0832040309906006,1.2767078876495361,1.3596670627593994,1.3476576805114746,1.2963917255401611,1.20884108543396
butterfly,1.403395652770996,0.9897918701171875,0.8901330232620239,0.4834303855895996,0.0,0.709520697593689,1.3107259273529053,0.6487299799919128,1.1164966821670532,0.7802634835243225,1.3279075622558594,1.3357205390930176,1.4762930870056152,1.1822912693023682,1.2817931175231934,0.9423381090164185,0.7004574537277222,0.9322695732116699,0.6959190368652344,1.0154292583465576,1.0193901062011719,1.1121282577514648,1.230704426765442,1.0948518514633179,0.7078803181648254,0.4519212245941162,1.0509175062179565,1.15697181224823,1.2537786960601807,0.9776709079742432,1.2508342266082764,1.2188388109207153,1.2444727420806885,1.365323543548584,1.2588139772415161,1.3377010822296143,1.4761085510253906,1.2846190929412842,1.4723187685012817,1.3740692138671875,1.2205865383148193,1.2238006591796875,1.3814001083374023,1.1903764009475708,1.0795392990112305,0.5375897884368896,0.8112077713012695,0.5536290407180786,0.6721343398094177,0.6973471641540527,0.7448849678039551,0.5461321473121643,0.5739647150039673,0.7271191477775574,0.48678910732269287,0.6579243540763855,0.6308010816574097,0.6434531807899475,0.7757712006568909,0.9321082234382629,0.7783070802688599,0.9242587685585022,1.0739377737045288,0.805435836315155,0.6564643979072571,0.7929531931877136,0.5250336527824402,0.489895761013031,0.4559161067008972,0.8891047239303589,0.8074021935462952,0.6719971895217896,0.5312798023223877,0.5187668800354004,0.7212791442871094,0.8349686861038208,1.0044422149658203,0.7667713165283203,1.1502622365951538,0.7183393836021423,0.4546465277671814,0.5819354057312012,0.4704207181930542,1.1337090730667114,0.8878993988037109,0.9073755145072937,0.5634691119194031,1.249737024307251,1.1209958791732788,1.0178444385528564,1.0510729551315308,1.1122651100158691,1.1666381359100342,1.1933139562606812,0.7499414086341858,1.0848150253295898,0.9196898341178894,0.9452983140945435,0.42567992210388184,0.57725989818573,0.9552421569824219,1.1476153135299683,0.701861560344696,1.0195012092590332,1.1252100467681885,1.2548506259918213,0.8958595991134644,0.8060133457183838,0.692947268486023,1.3467378616333008,1.307474136352539,1.481720209121704,1.4271347522735596,1.0266189575195312,1.3235530853271484,1.4162012338638306,1.454925537109375,1.4683599472045898,1.362743854522705,1.2990972995758057
frog,0.930090069770813,0.7238593101501465,0.47821909189224243,0.517804741859436,0.709520697593689,0.0,0.546265721321106,0.5895258784294128,1.073249340057373,0.9515714049339294,0.988440990447998,1.0477333068847656,1.0251842737197876,1.0109765529632568,1.2229466438293457,1.203415870666504,1.2129744291305542,1.1798171997070312,1.154625415802002,1.1037318706512451,1.01868736743927,1.1673121452331543,0.7804579138755798,0.5607470273971558,0.9172853231430054,1.0133633613586426,1.020589828491211,0.9704533219337463,1.1750866174697876,0.9581171274185181,1.1141785383224487,1.2056304216384888,1.1117229461669922,1.228046178817749,1.3251498937606812,0.9683385491371155,0.9947556853294373,1.0944479703903198,0.9404426217079163,0.8883762359619141,0.9832205772399902,0.6232224702835083,0.6550963521003723,0.7297505140304565,0.49202126264572144,0.9077170491218567,0.7498626708984375,0.7030235528945923,0.8186870217323303,1.0588550567626953,0.969635009765625,0.8943543434143066,0.9329444766044617,0.9709795713424683,1.009844422340393,1.145350694656372,1.151944875717163,1.1590412855148315,1.2738111019134521,1.2270095348358154,0.925235390663147,0.6502255201339722,0.4767272472381592,0.7165948152542114,1.081497073173523,1.0432651042938232,1.0768274068832397,1.0824849605560303,0.9711287021636963,0.6824593544006348,0.650791347026825,0.929962694644928,0.9506576061248779,0.9878115057945251,1.1426607370376587,1.122666597366333,0.9645407199859619,1.0016975402832031,1.0061825513839722,0.788195013999939,0.9134470224380493,0.9414039850234985,0.9124806523323059,0.9023965001106262,0.5018991827964783,0.5231387615203857,0.9635241031646729,1.0406131744384766,0.8782839775085449,0.7876984477043152,0.9655354022979736,1.0038204193115234,0.9902411699295044,1.0061213970184326,0.9826048016548157,1.0089430809020996,0.9258722066879272,0.802324652671814,0.743995726108551,0.4476059675216675,0.5937137603759766,0.650885820388794,0.7461491227149963,0.8720222115516663,0.6573294401168823,0.7416110634803772,1.2991876602172852,0.9766739010810852,0.9660659432411194,0.9365684390068054,0.9431823492050171,1.0356569290161133,0.928629994392395,1.0434354543685913,0.9251644611358643,1.0089703798294067,1.0586504936218262,1.0460660457611084,1.102122187614441,1.144373893737793
alligator,0.4552537202835083,0.6312597990036011,0.5871120691299438,1.0551074743270874,1.3107259273529053,0.546265721321106,0.0,0.9037410020828247,0.901022732257843,0.9696751236915588,0.6987802386283875,0.7192062139511108,0.5402347445487976,0.9144397974014282,0.8313848972320557,1.1780297756195068,1.4306470155715942,1.2371294498443604,1.3635590076446533,1.0556637048721313,1.01988685131073,1.111937403678894,0.6482404470443726,0.6289677619934082,1.1636193990707397,1.4233474731445312,0.894719660282135,0.7745109796524048,0.8886659145355225,0.8707631826400757,0.7805985808372498,0.9419279098510742,0.7825478911399841,0.9035724401473999,1.0592056512832642,0.5782271027565002,0.4942433834075928,0.8266614675521851,0.4947119951248169,0.5525573492050171,0.8712074160575867,0.41202759742736816,0.278725266456604,0.6220732927322388,0.5222954750061035,1.333688735961914,1.1306999921798706,1.274553656578064,1.2116693258285522,1.3806109428405762,1.2241957187652588,1.389763355255127,1.2669813632965088,1.2331852912902832,1.4233094453811646,1.4109731912612915,1.4089124202728271,1.3993253707885742,1.3436342477798462,1.194797158241272,1.0384374856948853,0.7840186357498169,0.6543607115745544,1.0936912298202515,1.3177618980407715,1.1504015922546387,1.391578197479248,1.4370203018188477,1.4184761047363281,0.8810243606567383,0.9462698101997375,1.3152849674224854,1.4017654657363892,1.4564721584320068,1.3347203731536865,1.2663047313690186,1.1375795602798462,1.2971559762954712,0.941294252872467,1.1662523746490479,1.464986801147461,1.373496651649475,1.3963401317596436,0.9743373394012451,0.7879428863525391,0.9280000925064087,1.30635666847229,0.7941267490386963,0.9579452872276306,0.973189115524292,1.046663761138916,0.8785247206687927,0.982197642326355,0.8957852125167847,1.2544517517089844,0.853380024433136,1.0040416717529297,0.962491512298584,1.3912094831466675,1.0677409172058105,0.7545680999755859,0.6326124668121338,1.055518627166748,0.9872242212295532,0.7486011981964111,0.7375174760818481,1.3036779165267944,1.127388834953308,1.1873021125793457,0.5626423954963684,0.5919675230979919,0.5884759426116943,0.5223277807235718,0.9722289443016052,0.590031087398529,0.5308303236961365,0.580120861530304,0.5760675072669983,0.6988272666931152,0.8145330548286438
owl,1.0029590129852295,0.5688551068305969,0.6038048267364502,0.7452095150947571,0.6487299799919128,0.5895258784294128,0.9037410020828247,0.0,0.9453579187393188,0.6373101472854614,1.0745970010757446,1.130345344543457,1.2990182638168335,1.1742709875106812,1.2128815650939941,1.13351571559906,1.112222671508789,1.1794843673706055,0.9855780005455017,1.2361292839050293,1.1498184204101562,1.1588913202285767,0.8898400068283081,0.8096001744270325,0.8162597417831421,0.7731426358222961,0.9420212507247925,1.0729053020477295,1.2635349035263062,0.8625887632369995,1.0074245929718018,1.097090244293213,1.063525676727295,1.149015188217163,1.2014508247375488,1.0267901420593262,1.0797100067138672,1.2372938394546509,1.131767749786377,1.2019973993301392,1.27736234664917,0.9434419274330139,1.0720977783203125,1.0322885513305664,0.9499969482421875,0.6750096678733826,0.7270110249519348,0.7156271934509277,0.6595072746276855,0.9207189083099365,0.8879784345626831,0.7710938453674316,0.7905306220054626,0.8276200294494629,0.8632012605667114,1.0240846872329712,0.9882318377494812,1.0124582052230835,1.0959913730621338,1.2179782390594482,0.9395829439163208,0.8607207536697388,0.9517446160316467,0.9289525747299194,1.1636542081832886,1.2030881643295288,1.017728567123413,1.0926302671432495,0.9066944718360901,0.607011079788208,0.5900359153747559,0.8216336369514465,0.76130211353302,0.877090334892273,1.02907133102417,1.2030861377716064,0.9690009951591492,0.7730575799942017,0.9281769394874573,0.8947007656097412,0.7525984644889832,0.944446325302124,0.7989921569824219,1.117172122001648,0.8732405304908752,0.9022443294525146,0.787066638469696,1.0478134155273438,0.7358834147453308,0.8238588571548462,0.8977029323577881,1.0609278678894043,1.181704044342041,1.1200093030929565,1.0063958168029785,1.1238255500793457,0.8990092873573303,1.1138272285461426,0.7039941549301147,0.6654275059700012,0.5072775483131409,0.9448965191841125,0.7884919047355652,0.8642598390579224,0.8982742428779602,0.9729657769203186,1.1623499393463135,0.7584575414657593,0.7654708027839661,0.9448050260543823,1.0120471715927124,1.046505093574524,0.9797523617744446,1.0011976957321167,1.0454020500183105,1.1178067922592163,1.104466438293457,1.2361081838607788,1.2041113376617432,1.1736284494400024
cat,0.6497270464897156,0.8571203947067261,0.8328806161880493,0.9041439294815063,1.1164966821670532,1.073249340057373,0.901022732257843,0.9453579187393188,0.0,0.5224875211715698,1.019095778465271,0.9216911792755127,0.8968453407287598,1.0512741804122925,0.8725948333740234,1.0100764036178589,0.9329501390457153,1.0615763664245605,1.019758701324463,1.0219944715499878,1.0590970516204834,1.0809569358825684,1.0172206163406372,1.0217084884643555,0.9433107972145081,0.949558675289154,0.9166839122772217,0.8542138934135437,1.079934000968933,0.9121866822242737,0.706658124923706,0.792622447013855,0.8300132751464844,0.8865075707435608,0.9486843943595886,0.8877184391021729,0.8658409118652344,0.987091064453125,0.9266190528869629,0.8294498324394226,0.834285318851471,0.99001544713974,0.9491878747940063,1.0052798986434937,1.002960443496704,1.0882388353347778,1.085445523262024,1.033143162727356,1.0122958421707153,1.077131748199463,1.0235707759857178,1.0539110898971558,1.0114096403121948,0.8776558637619019,0.9091039896011353,0.9555480480194092,0.9694833159446716,0.8819374442100525,0.8165022730827332,1.005789041519165,0.8949430584907532,0.9444847106933594,1.1783581972122192,1.0181313753128052,0.9598934054374695,0.7970802783966064,0.8724085092544556,0.9676645994186401,0.9848085641860962,0.9160445928573608,0.9373085498809814,1.0021698474884033,1.0350885391235352,1.032719373703003,0.8325493335723877,0.8534061908721924,1.0331717729568481,0.9164485335350037,1.0848034620285034,1.007709264755249,1.091070294380188,0.9580985903739929,1.0714740753173828,1.1350291967391968,1.047816276550293,1.1421960592269897,1.0241013765335083,0.9783768057823181,0.8281354308128357,1.0721817016601562,1.0282572507858276,0.8092505931854248,1.216808795928955,1.0602189302444458,1.100412130355835,1.0821514129638672,0.9154790639877319,1.1702908277511597,1.152948021888733,1.1478216648101807,1.059813380241394,0.8796882629394531,0.9678839445114136,0.9112546443939209,0.9455671906471252,0.9794792532920837,0.8470277786254883,0.9027978181838989,0.8974890112876892,0.7436275482177734,1.0005217790603638,0.8803202509880066,0.941897451877594,0.9055598974227905,0.7478803396224976,0.7972803115844727,0.8164060115814209,0.8280587792396545,0.7944159507751465,0.8289599418640137
dog,0.8087506294250488,0.8891803622245789,0.8281947374343872,0.8340396285057068,0.7802634835243225,0.9515714049339294,0.9696751236915588,0.6373101472854614,0.5224875211715698,0.0,1.1501564979553223,1.0021188259124756,1.1268901824951172,1.0161114931106567,0.8920131325721741,0.8792903423309326,0.8490145802497864,0.9570531845092773,0.8031010627746582,1.0991350412368774,1.0640842914581299,1.0414111614227295,0.900062084197998,0.9632126092910767,0.7553814053535461,0.7681627869606018,0.8458817601203918,0.8598390221595764,1.182328701019287,0.8967916965484619,0.9661717414855957,0.9883764982223511,1.0235425233840942,1.116837739944458,1.0977191925048828,1.0111761093139648,1.0842535495758057,1.0608887672424316,1.0840234756469727,1.1292393207550049,1.0860322713851929,1.1085313558578491,1.179410696029663,1.012001872062683,1.0393766164779663,0.9169864654541016,0.9699302911758423,0.9026255011558533,0.8254460692405701,0.9369257092475891,0.982941210269928,0.8711706399917603,0.8712010383605957,0.7331706285476685,0.7019596099853516,0.8483448624610901,0.8661026954650879,0.7589249014854431,0.7792808413505554,1.0528035163879395,0.7977671027183533,0.8814079761505127,1.180842638015747,0.9116567373275757,0.9361222386360168,0.9902607202529907,0.8787149786949158,0.9425623416900635,0.8872131109237671,0.8787071108818054,0.8499163389205933,0.8728635907173157,0.8464952707290649,0.8836295008659363,0.8138023614883423,0.9372252225875854,1.047622799873352,0.9152460694313049,1.171287178993225,0.9369901418685913,0.8876223564147949,0.874869704246521,0.9202913641929626,1.1667252779006958,1.1548374891281128,1.1692683696746826,0.8268728256225586,1.1162898540496826,1.0560743808746338,1.0757575035095215,0.9036645293235779,1.0564545392990112,1.239027738571167,1.148883581161499,1.102521300315857,1.1562395095825195,0.9368276000022888,1.0959738492965698,0.8963847160339355,0.9800793528556824,0.6637393832206726,0.8590666055679321,0.6746693253517151,0.9138749837875366,1.0314604043960571,1.0621594190597534,0.7924700975418091,0.7221956253051758,0.665313720703125,0.9404458403587341,1.0818239450454712,1.0644716024398804,1.0826977491378784,0.9124343395233154,1.000846266746521,0.9961466193199158,1.026316523551941,0.9840600490570068,0.9660736918449402,0.8604832887649536
