,hair,arm,hand,finger,toe,lamp,chair,table,couch,bed,window,door,refrigerator,bathtub,shirt,bib,pants,sock,glove,blanket,pillow,towel,napkin,toy,tray,box,book,paper,hat,spoon,crayon,balloon,ball,egg,orange,apple,plant,plate,bowl,bottle,cup,bucket,can
hair,0.0,0.8213211297988892,0.7572939395904541,0.9268198609352112,0.8616426587104797,1.060012698173523,1.028926134109497,0.9388835430145264,0.830877423286438,0.8550575375556946,0.9300726652145386,1.0060279369354248,0.949405312538147,0.8053385019302368,0.6463152170181274,0.8152019381523132,0.7128995060920715,1.0183004140853882,0.8844238519668579,0.8329935669898987,0.9699680805206299,1.1033244132995605,1.1869984865188599,1.0388221740722656,1.2138725519180298,1.0684491395950317,0.9884448647499084,1.1665157079696655,0.6852473020553589,1.1811846494674683,1.1706655025482178,1.141923189163208,0.9875358939170837,1.0620331764221191,1.1140005588531494,1.110921025276184,0.9725760817527771,1.16860032081604,1.2384223937988281,1.1089959144592285,1.1523646116256714,1.2256479263305664,1.1229650974273682
arm,0.8213211297988892,0.0,0.7497835159301758,0.9070270657539368,0.8592627048492432,1.0350054502487183,1.0381354093551636,0.9459971189498901,0.9353694915771484,0.8862102627754211,1.0283504724502563,1.0304204225540161,0.9360484480857849,0.8537901639938354,0.6540267467498779,0.9240841865539551,0.7803057432174683,1.0359363555908203,0.9723827242851257,0.9456315636634827,1.077386498451233,1.1930713653564453,1.0919902324676514,0.9669551253318787,1.0862066745758057,0.7757571339607239,1.0076565742492676,1.1975077390670776,1.050514817237854,1.1618741750717163,1.1856235265731812,1.1121433973312378,1.0252841711044312,1.0242817401885986,1.1313533782958984,1.1748316287994385,1.0023713111877441,1.2249912023544312,1.1780831813812256,1.0175061225891113,1.0275951623916626,1.0673319101333618,0.9981474876403809
hand,0.7572939395904541,0.7497835159301758,0.0,0.40737295150756836,0.5709675550460815,1.1523815393447876,1.0682042837142944,0.9445654153823853,0.983242928981781,1.0448096990585327,1.0930119752883911,1.0942120552062988,1.038620114326477,0.7203570604324341,0.7654653787612915,0.8460545539855957,0.8794893622398376,0.9656351804733276,0.47231894731521606,0.9511598944664001,0.9900684952735901,1.194729208946228,1.0813006162643433,1.0326966047286987,1.1011948585510254,0.9850969910621643,0.9583063721656799,1.0393218994140625,0.8965864777565002,1.0940825939178467,1.1540354490280151,1.2135047912597656,0.8602100014686584,0.9599535465240479,1.1741094589233398,1.1153937578201294,1.0536472797393799,1.0834990739822388,1.2034871578216553,1.070857048034668,1.0496666431427002,1.285097599029541,1.0291862487792969
finger,0.9268198609352112,0.9070270657539368,0.40737295150756836,0.0,0.2804490327835083,1.0441031455993652,1.1408705711364746,1.2227853536605835,1.2627133131027222,1.3228638172149658,1.0815848112106323,0.9805687665939331,1.2862589359283447,0.9894556999206543,1.0667822360992432,1.0842574834823608,1.1283283233642578,0.9739006161689758,0.6618261933326721,1.2080285549163818,1.116537094116211,1.0151464939117432,0.9834073185920715,1.1668446063995361,1.1462137699127197,1.1538654565811157,1.0531361103057861,0.8757760524749756,0.9713117480278015,0.7664765119552612,0.7120603919029236,0.8153707981109619,0.8512827157974243,0.8491867780685425,0.7879992127418518,0.7883346080780029,1.0646121501922607,0.9357045292854309,1.182929515838623,1.0102616548538208,0.927967369556427,1.1828750371932983,1.1901087760925293
toe,0.8616426587104797,0.8592627048492432,0.5709675550460815,0.2804490327835083,0.0,1.1454675197601318,1.1554360389709473,1.2486199140548706,1.2202543020248413,1.3111333847045898,1.1480319499969482,1.0844131708145142,1.299257755279541,1.0450236797332764,1.0233782529830933,1.0723761320114136,0.9716116786003113,0.9602164030075073,0.7439938187599182,1.1865174770355225,1.118521809577942,1.019203782081604,1.1090198755264282,1.1715872287750244,1.1463512182235718,1.1653028726577759,1.108345627784729,0.9590634107589722,0.9180523753166199,0.8326438665390015,0.7690449953079224,0.8564966320991516,0.961483895778656,0.9342223405838013,0.7771992087364197,0.7708994150161743,1.0785901546478271,1.0058667659759521,1.2452380657196045,1.0433659553527832,0.9606776833534241,1.1624276638031006,1.2362291812896729
lamp,1.060012698173523,1.0350054502487183,1.1523815393447876,1.0441031455993652,1.1454675197601318,0.0,0.9060023427009583,0.9725630879402161,1.058154821395874,0.9315121173858643,0.5603765249252319,0.6734433174133301,0.9411777257919312,1.054497480392456,1.1418696641921997,1.1118359565734863,1.2183685302734375,1.0348172187805176,1.2470353841781616,1.0278067588806152,1.0586856603622437,0.970683217048645,0.9052292108535767,1.1015233993530273,1.0005236864089966,1.1058878898620605,1.0485100746154785,0.8668937087059021,1.1008474826812744,0.7191340923309326,0.8835521936416626,0.9400869607925415,1.023125171661377,1.0109472274780273,1.067855954170227,1.1179702281951904,0.8780087828636169,0.950059175491333,0.950053334236145,1.069618821144104,1.0229806900024414,1.0525100231170654,0.9571881890296936
chair,1.028926134109497,1.0381354093551636,1.0682042837142944,1.1408705711364746,1.1554360389709473,0.9060023427009583,0.0,0.5347631573677063,0.4513622522354126,0.5321944355964661,0.7159407734870911,0.6980889439582825,0.8193891048431396,0.9219638109207153,0.9412479400634766,0.9190366268157959,0.8435863852500916,0.8721741437911987,1.1227402687072754,0.6866987347602844,0.5937623381614685,0.850405216217041,0.8033405542373657,0.933230996131897,0.7619996070861816,0.702957272529602,0.8431940674781799,0.9484694004058838,0.9801429510116577,1.0682520866394043,1.1916499137878418,1.2186379432678223,1.134474515914917,1.3002827167510986,1.2714004516601562,1.2513916492462158,0.8371130228042603,1.0168397426605225,0.9934704899787903,0.9841481447219849,0.9621325135231018,0.8610333800315857,0.7953764200210571
table,0.9388835430145264,0.9459971189498901,0.9445654153823853,1.2227853536605835,1.2486199140548706,0.9725630879402161,0.5347631573677063,0.0,0.605417013168335,0.6092760562896729,0.8704730272293091,0.9488785266876221,0.736216127872467,0.7965036034584045,0.7332051396369934,0.7863883972167969,0.784907341003418,1.0368852615356445,1.0488314628601074,0.7601324319839478,0.8655369281768799,1.1317640542984009,0.9175010919570923,0.9655719995498657,0.8637048602104187,0.8441177606582642,0.8699823021888733,1.0396358966827393,1.0664845705032349,1.1263670921325684,1.2715439796447754,1.2789887189865112,1.0638693571090698,1.1638799905776978,1.2380321025848389,1.2199026346206665,0.9600459337234497,0.6878008842468262,0.9326914548873901,1.082342267036438,1.0843653678894043,1.091355323791504,0.9070207476615906
couch,0.830877423286438,0.9353694915771484,0.983242928981781,1.2627133131027222,1.2202543020248413,1.058154821395874,0.4513622522354126,0.605417013168335,0.0,0.19862282276153564,0.7917498350143433,0.835040807723999,0.718138575553894,0.6339969038963318,0.6813010573387146,0.7482035160064697,0.6118402481079102,0.8141254186630249,0.995704710483551,0.26800382137298584,0.37689900398254395,0.9246165752410889,0.9941313862800598,0.9642138481140137,0.9905521273612976,0.8202707171440125,0.8579303026199341,1.1204087734222412,0.9358351826667786,1.3527605533599854,1.3536818027496338,1.3288018703460693,1.117821216583252,1.2387900352478027,1.3349655866622925,1.3425710201263428,0.8185959458351135,1.2329659461975098,1.0794084072113037,1.145348310470581,1.1615127325057983,1.1069624423980713,0.8999884724617004
bed,0.8550575375556946,0.8862102627754211,1.0448096990585327,1.3228638172149658,1.3111333847045898,0.9315121173858643,0.5321944355964661,0.6092760562896729,0.19862282276153564,0.0,0.672450065612793,0.7715535759925842,0.7178879976272583,0.5949623584747314,0.6662429571151733,0.8106555938720703,0.7092845439910889,0.8608198165893555,1.1498743295669556,0.2881450653076172,0.4183502197265625,0.8713892102241516,0.8998746871948242,0.9901044368743896,0.9418733716011047,0.8386568427085876,0.8936012983322144,1.1066734790802002,1.049946665763855,1.3435778617858887,1.3628766536712646,1.359175205230713,1.1288260221481323,1.2608389854431152,1.3976013660430908,1.4483380317687988,0.8166565895080566,1.235093355178833,1.0463241338729858,1.199292540550232,1.2433313131332397,1.0852490663528442,0.9022766947746277
