subject_id,threshold_min_subjects,n_categories_total,n_categories_available,n_categories_missing,mean_distance,std_distance,min_distance,max_distance
00400002,25,103,103,0,0.987208737955319,0.24138173644079083,0.0492323637008667,1.4654314517974854
