subject_id,threshold_min_subjects,n_categories_total,n_categories_available,n_categories_missing,mean_distance,std_distance,min_distance,max_distance
00370001,30,99,99,0,0.9509393159327075,0.32192548035613566,0.02207636833190918,1.6524968147277832
