,rooster,fish,frog,alligator,owl,cat,dog,face,hair,arm,hand,finger,toe,tooth,nose,stroller,car,lamp,chair,bench,drawer,window,door,refrigerator,oven,crib,bed,couch,table,bathtub,sink,slide,clock,ball,balloon,pumpkin,egg,orange,apple,hat,slipper,watch,nail,glasses,necklace,carrot,vacuum,shovel,scissors,spoon,fork,knife,pencil,pen,crayon,plant,flower,bottle,cup,can,belt,basket,bucket,tape,bowl,plate,banana,bread,cracker,pizza,hamburger,glass,tray,box,book,paper,comb,toothbrush,gum,toy,doll,mitten,glove,sock,shoe,purse,pillow,towel,napkin,blanket,pajamas,bib,scarf,jacket,sweater,shirt,jeans,pants,shorts
rooster,0.0,0.7473955154418945,0.3849210739135742,1.0495554208755493,0.7960741519927979,0.7623390555381775,0.4112091064453125,1.1596583127975464,1.234194040298462,1.4289636611938477,1.3314265012741089,1.205613374710083,0.9782242178916931,1.296540379524231,1.0934550762176514,0.8497717380523682,0.9106141328811646,0.7824424505233765,0.880770742893219,1.2937250137329102,0.989917516708374,1.1642848253250122,1.0595500469207764,1.0512089729309082,1.0899800062179565,1.1290302276611328,1.2622466087341309,1.2611581087112427,1.15764319896698,1.2719415426254272,1.2118345499038696,1.3389066457748413,0.6824805736541748,0.7853673696517944,0.7903638482093811,0.7011474967002869,0.8757396340370178,0.8940324187278748,0.7168495655059814,0.7355325222015381,0.7854055166244507,0.7653179168701172,0.9468473792076111,0.9798296689987183,0.9825438261032104,1.1428557634353638,0.6886541247367859,0.9039491415023804,0.9106586575508118,0.7532261610031128,0.7816791534423828,0.9247146248817444,0.810522735118866,0.7432665824890137,0.8095651268959045,0.45970678329467773,0.4891620874404907,0.6918259859085083,0.6146020889282227,0.8019431233406067,0.9337820410728455,0.6867180466651917,0.7263759970664978,0.6289635300636292,0.748630166053772,0.7992624044418335,0.6918695569038391,0.9379828572273254,1.022564172744751,1.0205938816070557,1.071062684059143,1.1398402452468872,1.1765975952148438,0.9594531655311584,0.9209708571434021,1.024917483329773,1.3526002168655396,0.9107270240783691,0.9170631170272827,0.601006269454956,0.7176361680030823,1.2887994050979614,0.9366651177406311,1.1801098585128784,0.8624506592750549,0.5707440376281738,1.0565650463104248,0.813233494758606,0.777459442615509,1.2710509300231934,1.3290345668792725,1.326420545578003,1.2148782014846802,1.2597548961639404,1.3278981447219849,1.3326460123062134,1.421625018119812,1.3509340286254883,1.3055225610733032
fish,0.7473955154418945,0.0,0.7773607969284058,1.250749111175537,1.0228123664855957,1.0125247240066528,1.1457966566085815,1.2351725101470947,1.3322240114212036,1.379824161529541,1.2732027769088745,0.8226771354675293,0.6590741872787476,0.9479073286056519,0.8434935808181763,1.2118676900863647,0.8039655685424805,0.5193745493888855,1.113968849182129,1.4962997436523438,1.0023832321166992,1.2072110176086426,1.2566694021224976,1.321122646331787,1.2500660419464111,1.456514835357666,1.4331693649291992,1.4028031826019287,1.4736254215240479,1.3202898502349854,1.1821686029434204,1.3801839351654053,0.46851956844329834,0.85621178150177,0.28359663486480713,0.8828067779541016,0.6986677646636963,0.6500455737113953,0.3619166612625122,0.5091162919998169,0.28914058208465576,0.32040417194366455,0.3127967119216919,0.6673434972763062,0.5733509063720703,0.6062443256378174,0.8937922716140747,1.0777688026428223,1.0024372339248657,0.6995850801467896,0.6790899038314819,0.6448220610618591,0.24834966659545898,0.31854307651519775,0.2151215672492981,0.6123180389404297,0.4586580991744995,0.4978880286216736,0.4966321587562561,0.6195178627967834,0.25175607204437256,0.752809464931488,0.7565453052520752,0.45026326179504395,0.5107543468475342,0.6197063326835632,0.6096333265304565,0.984066367149353,1.159666895866394,0.7542993426322937,1.252996563911438,1.2342445850372314,1.3444929122924805,1.1996736526489258,0.8858241438865662,1.0356011390686035,1.4081720113754272,0.5969476103782654,0.832471489906311,0.8890069127082825,1.1438366174697876,1.435477375984192,1.0953575372695923,1.0706709623336792,1.1206011772155762,0.9991222023963928,0.8036224842071533,0.58751380443573,0.622088611125946,1.386797308921814,1.4795743227005005,1.463785171508789,1.4145379066467285,1.4178998470306396,1.359279990196228,1.4035108089447021,1.4477148056030273,1.345560073852539,1.3241517543792725
frog,0.3849210739135742,0.7773607969284058,0.0,0.6847401857376099,0.6049113273620605,1.0656273365020752,0.7921210527420044,1.0716689825057983,1.2214545011520386,1.3480370044708252,1.20200777053833,1.2478675842285156,1.1417648792266846,1.1663026809692383,1.2137583494186401,0.7348228096961975,0.9006016254425049,0.9563087224960327,1.169740915298462,1.3665804862976074,0.9397227764129639,1.2144285440444946,1.149685025215149,1.033611536026001,1.1171602010726929,1.1534411907196045,1.268584966659546,1.306673526763916,1.1846680641174316,1.190269947052002,1.1250252723693848,1.2635886669158936,0.7562803626060486,0.7461258172988892,0.935221254825592,0.6170023679733276,0.9150136113166809,0.8621596097946167,0.7950603365898132,0.9301404356956482,1.0472296476364136,0.9869505167007446,1.1277542114257812,1.123910903930664,1.0808990001678467,1.1253362894058228,0.9608208537101746,0.8613536357879639,0.7078747749328613,0.7124270796775818,0.7897933721542358,0.9039196968078613,0.9125936627388,0.8463363647460938,0.9014237523078918,0.5675157308578491,0.4491233825683594,0.8822944760322571,0.8447796106338501,1.1112855672836304,1.0714274644851685,0.8744227290153503,0.7862751483917236,0.7283000946044922,0.8360198736190796,0.7444901466369629,0.5737673044204712,0.8761308789253235,0.9324039816856384,0.8428032398223877,0.8597432971000671,0.971689760684967,0.9722113609313965,0.9809108376502991,0.7641125917434692,0.8985428214073181,1.2775282859802246,0.8901245594024658,0.6939352750778198,0.4427896738052368,0.6695694923400879,1.046651840209961,0.8727917671203613,1.1477710008621216,0.8575896620750427,0.831404447555542,1.2282830476760864,0.9226912260055542,0.9047914147377014,1.2934577465057373,1.2408411502838135,1.1420795917510986,1.0462925434112549,1.2798688411712646,1.3547947406768799,1.304316520690918,1.3697245121002197,1.410499095916748,1.3165228366851807
alligator,1.0495554208755493,1.250749111175537,0.6847401857376099,0.0,0.5313288569450378,0.8048566579818726,0.7969984412193298,0.84616619348526,0.7662758827209473,0.6679728031158447,0.9656898975372314,1.324761152267456,1.4220352172851562,1.0910357236862183,1.3175991773605347,1.0075575113296509,1.1015487909317017,1.3548285961151123,1.1790417432785034,0.6559206247329712,1.0530601739883423,0.7854105234146118,0.9429269433021545,0.889249324798584,0.8754733800888062,0.9212827086448669,0.5873589515686035,0.6822085976600647,0.7067457437515259,0.6801550984382629,0.8440810441970825,0.6661796569824219,1.3762221336364746,1.187109112739563,1.454538345336914,0.9702526330947876,1.4253573417663574,1.3065948486328125,1.3961228132247925,1.4610426425933838,1.4878129959106445,1.522733449935913,1.4838240146636963,1.364321231842041,1.4077939987182617,1.2319155931472778,1.2915661334991455,0.934284508228302,0.9139848947525024,1.1641346216201782,1.1845788955688477,1.1336439847946167,1.3845360279083252,1.388839840888977,1.423069953918457,1.1236789226531982,1.1783819198608398,1.4505184888839722,1.5463790893554688,1.451040506362915,1.3756663799285889,1.4053950309753418,1.3846282958984375,1.4262182712554932,1.4016697406768799,1.1955825090408325,1.101728916168213,0.908838152885437,0.717728853225708,0.9314173460006714,0.7754805088043213,0.7109472751617432,0.8380271792411804,1.052043080329895,1.0061739683151245,0.8805477619171143,0.6817135214805603,1.220312476158142,1.1969786882400513,1.1319197416305542,1.004237174987793,0.6567893028259277,1.0112695693969727,1.0289300680160522,0.9076973795890808,1.247617244720459,1.1102373600006104,1.170208215713501,1.2219972610473633,0.6185594201087952,0.6248310804367065,0.5906946659088135,0.5552701354026794,0.6721974611282349,0.6746286749839783,0.6720931529998779,0.6216920614242554,0.802309513092041,0.8473833799362183
owl,0.7960741519927979,1.0228123664855957,0.6049113273620605,0.5313288569450378,0.0,0.8021098971366882,0.7992191314697266,0.8217324018478394,0.8734195828437805,0.9881808161735535,1.0290964841842651,1.1623098850250244,1.1332693099975586,1.0031875371932983,1.076082706451416,0.8699204921722412,1.0958882570266724,1.229650616645813,1.2581818103790283,0.9344382286071777,1.211307168006897,0.9703679084777832,1.159837007522583,1.0887255668640137,1.1965537071228027,0.9914963245391846,0.8187466263771057,0.9255472421646118,0.9695997834205627,0.9881736040115356,1.1262154579162598,0.8808650374412537,1.0476570129394531,0.8610896468162537,1.0485198497772217,0.7755224704742432,1.077614426612854,1.0591270923614502,1.020681619644165,1.0407803058624268,1.1439131498336792,1.059761643409729,1.0755858421325684,1.039965271949768,1.1149531602859497,1.205265998840332,1.2264466285705566,1.100319504737854,1.039747714996338,1.1303865909576416,1.071885108947754,1.1883435249328613,1.1592540740966797,1.1513421535491943,1.1482595205307007,0.961513876914978,0.9002494215965271,1.154162883758545,1.203182339668274,1.3213549852371216,1.1870431900024414,1.1020597219467163,1.1795575618743896,1.0911390781402588,1.2201876640319824,1.0858241319656372,0.9177199006080627,0.9204480051994324,0.8318343162536621,0.7539103031158447,0.8774843215942383,0.8643040657043457,1.0185421705245972,1.1766984462738037,1.1023008823394775,1.1254013776779175,0.7881795167922974,1.1911945343017578,0.9883222579956055,0.8204602003097534,0.8231386542320251,0.8306697010993958,0.9282820224761963,0.989035427570343,0.9170228242874146,1.0269184112548828,1.1333420276641846,1.1757285594940186,1.2128139734268188,0.8415424227714539,0.783704400062561,0.7067798376083374,0.7183479070663452,0.8948683142662048,0.84245365858078,0.8583228588104248,0.8607685565948486,1.0572049617767334,1.052890658378601
cat,0.7623390555381775,1.0125247240066528,1.0656273365020752,0.8048566579818726,0.8021098971366882,0.0,0.3882419466972351,0.9409850239753723,0.8143120408058167,0.9645689725875854,1.1260027885437012,1.2092890739440918,1.1637413501739502,1.2388863563537598,0.964428186416626,1.1578959226608276,0.9015983939170837,0.8536644577980042,1.0303608179092407,0.781571090221405,1.1031346321105957,0.6465225219726562,0.8416872024536133,0.9897428154945374,0.9748045206069946,0.9937017560005188,0.7148045301437378,0.717947244644165,0.9023382663726807,0.8352690935134888,0.9874332547187805,0.9164929389953613,1.077785611152649,1.0926859378814697,1.060678482055664,1.1639612913131714,1.308717966079712,1.2400792837142944,1.1553422212600708,1.0843873023986816,0.9965861439704895,1.069779396057129,1.0691018104553223,1.0477659702301025,1.0025779008865356,1.1199642419815063,1.0722821950912476,1.1444671154022217,1.196446418762207,1.1835782527923584,1.182071328163147,1.1283795833587646,1.0859806537628174,1.129555344581604,1.1411879062652588,0.934474527835846,1.1266403198242188,1.1384930610656738,1.1860886812210083,1.005373477935791,0.8871299028396606,1.1687334775924683,1.2666335105895996,1.1966921091079712,1.1631863117218018,1.1711333990097046,1.1889140605926514,1.1377103328704834,0.9472863674163818,1.0732944011688232,1.2059897184371948,0.9637722969055176,1.2047913074493408,1.1210527420043945,1.2023972272872925,1.1325905323028564,0.8631420135498047,1.1978344917297363,1.3593192100524902,1.2187325954437256,1.0891849994659424,1.1177338361740112,1.202013373374939,1.2206670045852661,1.1002106666564941,0.967303454875946,0.775927722454071,1.0101311206817627,1.0380327701568604,0.7243185639381409,0.8788858652114868,0.9043244123458862,0.8809900283813477,0.8249134421348572,0.6713435649871826,0.8087831139564514,0.8731419444084167,0.8197716474533081,1.0019701719284058
dog,0.4112091064453125,1.1457966566085815,0.7921210527420044,0.7969984412193298,0.7992191314697266,0.3882419466972351,0.0,0.9414967894554138,0.8246395587921143,1.0013911724090576,1.101125717163086,1.2617981433868408,1.1968058347702026,1.241161584854126,1.0950332880020142,0.8671833276748657,1.0471636056900024,1.1548362970352173,0.9821970462799072,0.7849366664886475,1.1242103576660156,0.9707051515579224,0.9497042298316956,0.9670672416687012,1.0092555284500122,0.8908227682113647,0.7617921233177185,0.7584165334701538,0.8219478726387024,1.0457464456558228,1.0910087823867798,1.0200241804122925,1.1514222621917725,0.9898034334182739,1.151037573814392,0.9204117059707642,1.185511589050293,1.2031359672546387,1.1336777210235596,1.075852870941162,1.1338467597961426,1.1370251178741455,1.206676721572876,1.1504755020141602,1.2023431062698364,1.211268663406372,0.9504656791687012,0.9558445811271667,1.0868446826934814,1.0976614952087402,1.1313843727111816,1.1766154766082764,1.217212200164795,1.176584005355835,1.2391718626022339,0.7901656627655029,0.9530687928199768,1.111731767654419,1.152730941772461,1.1529837846755981,1.2065311670303345,1.099446415901184,1.148552417755127,1.1595591306686401,1.1464778184890747,1.1697379350662231,1.0893332958221436,1.0025486946105957,0.9325900673866272,1.1555452346801758,0.9858648180961609,1.0057134628295898,1.059361219406128,1.042896032333374,1.1113076210021973,1.1333441734313965,1.0521665811538696,1.21067476272583,1.1896264553070068,0.942088782787323,0.7422059178352356,0.9538838863372803,0.9861091375350952,1.160506010055542,0.9022814035415649,0.8299951553344727,0.9132974147796631,1.1250625848770142,1.1325492858886719,0.8003555536270142,0.8630951642990112,0.9014828205108643,0.8377147912979126,0.8819389939308167,0.9010758996009827,0.9149516820907593,0.947546660900116,0.9730342626571655,1.0212961435317993
face,1.1596583127975464,1.2351725101470947,1.0716689825057983,0.84616619348526,0.8217324018478394,0.9409850239753723,0.9414967894554138,0.0,0.30563461780548096,0.6919314861297607,0.7304195761680603,0.9728354215621948,0.9847567081451416,0.9329684376716614,0.7286674976348877,0.9292828440666199,1.1388524770736694,1.2777125835418701,1.2426226139068604,0.8410775661468506,1.1416847705841064,0.8100320100784302,0.9349153637886047,0.93373042345047,1.0511904954910278,0.9021505117416382,0.7515640258789062,0.7844984531402588,0.8303476572036743,0.8744447231292725,0.9777078032493591,0.804232120513916,1.1969292163848877,1.0944744348526,1.207322597503662,1.0141441822052002,1.179077386856079,1.133975625038147,1.152726411819458,1.0765000581741333,1.275386095046997,1.2027937173843384,1.0709929466247559,0.7701038122177124,1.1464711427688599,1.1791391372680664,1.241590976715088,1.1148954629898071,1.2479684352874756,1.3168829679489136,1.2641725540161133,1.3585292100906372,1.3088817596435547,1.335097074508667,1.3303146362304688,1.1913747787475586,1.2090792655944824,1.2627334594726562,1.3532577753067017,1.3652416467666626,1.2966625690460205,1.3329670429229736,1.3688608407974243,1.3317675590515137,1.3615899085998535,1.276449203491211,1.1787853240966797,1.076426386833191,1.01079523563385,1.0611214637756348,0.9422914385795593,0.8062413930892944,0.9096723198890686,1.079518437385559,1.162367820739746,1.0266989469528198,0.8471601605415344,1.243643045425415,1.184694528579712,1.1214594841003418,0.8902785181999207,0.8892894983291626,1.1580302715301514,1.1439052820205688,1.1524027585983276,1.2170003652572632,1.2653027772903442,1.3983078002929688,1.4433283805847168,0.8900622725486755,0.5972450971603394,0.5821199417114258,0.6315165758132935,0.81461501121521,0.6669963002204895,0.5794757604598999,0.8274083137512207,0.893721342086792,0.9003104567527771
hair,1.234194040298462,1.3322240114212036,1.2214545011520386,0.7662758827209473,0.8734195828437805,0.8143120408058167,0.8246395587921143,0.30563461780548096,0.0,0.5446697473526001,0.678451418876648,0.9768329858779907,1.0306023359298706,0.9313762187957764,0.7731360197067261,0.9887532591819763,1.1864835023880005,1.3307087421417236,1.1978459358215332,0.7166840434074402,1.185343623161316,0.7150447964668274,0.8806537985801697,0.944104790687561,1.0177708864212036,0.9040091633796692,0.6796733140945435,0.7074641585350037,0.7844405174255371,0.8366450071334839,0.9655601978302002,0.750247597694397,1.360145092010498,1.166877269744873,1.320830225944519,1.139041781425476,1.2498635053634644,1.2764298915863037,1.313812494277954,1.0918359756469727,1.3277919292449951,1.2727081775665283,1.1519533395767212,0.8065212965011597,1.0924257040023804,1.156561255455017,1.2179648876190186,1.0533864498138428,1.1944756507873535,1.3157424926757812,1.2678786516189575,1.3111974000930786,1.3804614543914795,1.4032213687896729,1.4182525873184204,1.250211477279663,1.313198447227478,1.3495306968688965,1.4606112241744995,1.3885209560394287,1.354628324508667,1.4352399110794067,1.459697961807251,1.495487928390503,1.4600679874420166,1.3772366046905518,1.3195632696151733,1.0295289754867554,0.9186471700668335,1.1066312789916992,0.9395005702972412,0.8167564272880554,0.9594880938529968,1.151897668838501,1.2624166011810303,1.1269296407699585,0.7053037285804749,1.2897727489471436,1.308312177658081,1.313902497291565,1.0100973844528198,0.7472335696220398,1.1106939315795898,1.054435133934021,1.1216579675674438,1.223724126815796,1.1751538515090942,1.3915270566940308,1.467644453048706,0.748745322227478,0.5114464163780212,0.5221787095069885,0.43781810998916626,0.6231498718261719,0.431144118309021,0.39081764221191406,0.6504202485084534,0.6885436773300171,0.7385200262069702
arm,1.4289636611938477,1.379824161529541,1.3480370044708252,0.6679728031158447,0.9881808161735535,0.9645689725875854,1.0013911724090576,0.6919314861297607,0.5446697473526001,0.0,0.4411925673484802,0.8366098999977112,1.0053379535675049,0.8320854306221008,1.1149539947509766,1.1853805780410767,1.2755879163742065,1.4450006484985352,1.1147947311401367,0.447920024394989,1.097602367401123,0.792743444442749,0.9031368494033813,0.9034509062767029,0.9281929135322571,0.8822798728942871,0.46283942461013794,0.47245216369628906,0.625508189201355,0.6607539057731628,0.8212766647338867,0.5451064109802246,1.5389009714126587,1.2481441497802734,1.41685152053833,1.1287921667099,1.299038052558899,1.2753534317016602,1.41851007938385,1.4404064416885376,1.387415885925293,1.4398611783981323,1.2832057476043701,1.1656395196914673,1.3093228340148926,1.0737240314483643,1.2700088024139404,1.0057076215744019,1.142115831375122,1.2929739952087402,1.2714966535568237,1.1952518224716187,1.394139051437378,1.4205002784729004,1.476759910583496,1.4627491235733032,1.4818425178527832,1.4539700746536255,1.5648560523986816,1.4260623455047607,1.408369779586792,1.5014855861663818,1.5130103826522827,1.5898158550262451,1.531202793121338,1.453970193862915,1.3937883377075195,0.9385765790939331,1.0175397396087646,1.25180983543396,0.9345840215682983,0.7942517995834351,0.8657882213592529,1.1308094263076782,1.2444571256637573,1.0088611841201782,0.6388418674468994,1.239323616027832,1.3649914264678955,1.4250710010528564,0.9690927863121033,0.5290525555610657,0.838292121887207,0.7626043558120728,1.0457665920257568,1.337586522102356,1.0358949899673462,1.4252172708511353,1.4313486814498901,0.5334919095039368,0.3584524393081665,0.4207412004470825,0.6262193918228149,0.5225690603256226,0.36178058385849,0.31126904487609863,0.38547563552856445,0.525326132774353,0.5171109437942505
