,dog,frog,nose,face,hair,arm,hand,finger,toe,lamp,drawer,bench,chair,table,couch,bed,crib,window,door,refrigerator,oven,sink,bathtub,car,jacket,shirt,bib,pajamas,jeans,pants,slipper,shoe,sock,glove,blanket,pillow,towel,napkin,doll,toy,tray,box,book,paper,basket,purse,comb,hat,glasses,scissors,fork,spoon,crayon,pencil,pen,knife,toothbrush,gum,balloon,ball,egg,orange,pumpkin,apple,melon,banana,plant,bread,plate,bowl,bottle,cup,bucket,can
dog,0.0,0.8566155433654785,0.9473902583122253,0.8225101232528687,0.8050693869590759,0.9850813150405884,1.0627708435058594,1.1717087030410767,1.088057041168213,1.121353030204773,1.1372945308685303,0.9171029329299927,0.9673260450363159,0.9408689141273499,0.781162679195404,0.8341913223266602,0.8805316686630249,0.964401125907898,0.9441118836402893,0.9689438939094543,0.9543997049331665,1.0738881826400757,1.0301332473754883,0.9056375026702881,0.8534104228019714,0.8765363693237305,1.0055702924728394,0.8955137729644775,0.8216502666473389,0.8005774617195129,0.9944842457771301,0.9381842017173767,1.0531076192855835,0.9345104694366455,0.8748304843902588,0.9844623804092407,0.9967077970504761,1.165785551071167,0.8930714130401611,1.0390138626098633,1.180808186531067,1.0738402605056763,1.0253409147262573,1.1220471858978271,1.1351776123046875,1.051061749458313,1.0327192544937134,0.9380483627319336,1.0150858163833618,1.0775742530822754,1.2460412979125977,1.225631833076477,1.1892423629760742,1.2077357769012451,1.2057939767837524,1.1740694046020508,1.185270071029663,1.1672852039337158,1.0827503204345703,1.090061902999878,1.1462602615356445,1.0941076278686523,1.0473556518554688,1.0786077976226807,1.080191731452942,1.0745465755462646,1.0008056163787842,1.0470026731491089,1.1909279823303223,1.1844029426574707,1.1230465173721313,1.16535222530365,1.1747710704803467,1.0371813774108887
frog,0.8566155433654785,0.0,0.9037603735923767,0.9749761819839478,1.152164101600647,1.2596707344055176,1.0725007057189941,0.952212393283844,0.9651790857315063,1.0392415523529053,1.1857554912567139,1.2570308446884155,1.2315640449523926,1.284224033355713,1.2369660139083862,1.262316107749939,1.2099695205688477,1.1467041969299316,1.1754521131515503,1.2761409282684326,1.2446106672286987,1.210533618927002,1.241485834121704,0.831379771232605,1.2462078332901,1.2440720796585083,1.251371145248413,1.2894939184188843,1.3076789379119873,1.2721431255340576,0.8647500276565552,1.0235662460327148,1.1694557666778564,0.9663576483726501,1.2178583145141602,1.0435744524002075,1.0471848249435425,0.9689358472824097,0.7548256516456604,0.8731088042259216,1.1289331912994385,1.154893398284912,1.0223991870880127,0.9980608224868774,1.1524559259414673,1.088205099105835,1.044498085975647,0.8313763737678528,0.9092190861701965,1.035873293876648,0.9340905547142029,0.8972247838973999,0.7306559681892395,0.8163760304450989,0.8276028633117676,0.9031625390052795,1.0610743761062622,0.7552410364151001,0.789236307144165,0.8165467977523804,0.8147263526916504,0.7195318937301636,0.6233583688735962,0.5814244151115417,0.6456190347671509,0.5494082570075989,0.8108566403388977,0.6858782172203064,0.9268434047698975,0.9871511459350586,0.8964751362800598,0.9681377410888672,1.1291184425354004,1.2279846668243408
nose,0.9473902583122253,0.9037603735923767,0.0,0.4121628999710083,0.6815452575683594,0.972290575504303,0.6286042928695679,0.44020235538482666,0.43472278118133545,1.1509042978286743,1.1498770713806152,1.3255962133407593,1.3619577884674072,1.407498836517334,1.279716968536377,1.339688777923584,1.3284631967544556,1.131449580192566,1.1163591146469116,1.2875031232833862,1.2539124488830566,1.2563610076904297,1.318621039390564,0.9897882342338562,1.128678560256958,1.0031967163085938,1.1225186586380005,1.1868020296096802,1.0603554248809814,1.000008225440979,0.8259012699127197,1.0035192966461182,0.9625056982040405,1.0324516296386719,1.297700047492981,1.2607165575027466,1.1974700689315796,1.097191572189331,1.0556538105010986,1.2296712398529053,1.4080817699432373,1.2818975448608398,1.2716138362884521,1.1596589088439941,1.3892242908477783,1.2626861333847046,1.0353095531463623,0.723972499370575,0.44278788566589355,1.1899105310440063,0.9971262216567993,1.053858757019043,0.7945679426193237,0.8427025079727173,0.8333569169044495,0.978738009929657,1.0815706253051758,0.8895753622055054,0.820228099822998,0.7981424927711487,0.5964319705963135,0.5833998918533325,0.7502316236495972,0.6321135759353638,0.8883973956108093,0.875084638595581,1.132012963294983,0.7488457560539246,1.1455787420272827,1.1888591051101685,1.0260729789733887,1.0983936786651611,1.3294031620025635,1.1957697868347168
face,0.8225101232528687,0.9749761819839478,0.4121628999710083,0.0,0.46556365489959717,0.8113783597946167,0.7538293600082397,0.8370558023452759,0.7694797515869141,1.148343563079834,1.0930051803588867,1.1190853118896484,1.1991324424743652,1.0886211395263672,0.9378176927566528,0.9771011471748352,1.093579888343811,0.9386258125305176,0.9791700839996338,1.0071874856948853,0.9918164610862732,1.0827046632766724,1.0183396339416504,0.9457238912582397,0.7862727642059326,0.6169460415840149,0.8192143440246582,0.8104478716850281,0.7445498108863831,0.7159162163734436,1.1546317338943481,1.0558775663375854,1.1532845497131348,1.0958093404769897,1.091381549835205,1.2630842924118042,1.2902956008911133,1.30912446975708,0.9297691583633423,1.0536150932312012,1.2874069213867188,1.1763933897018433,1.024247169494629,1.0648891925811768,1.370976448059082,1.2716413736343384,0.9283545613288879,0.9459902048110962,0.482560396194458,1.05576753616333,1.2423263788223267,1.298535704612732,1.1901421546936035,1.2077643871307373,1.2114124298095703,1.2454490661621094,1.0724387168884277,1.0665159225463867,1.1336785554885864,1.1140421628952026,1.022312879562378,0.935744047164917,1.0259430408477783,0.9785502552986145,1.0503716468811035,1.0385080575942993,1.1810424327850342,1.1059455871582031,1.2353802919387817,1.326629400253296,1.2078646421432495,1.2531497478485107,1.2790606021881104,1.1877951622009277
hair,0.8050693869590759,1.152164101600647,0.6815452575683594,0.46556365489959717,0.0,0.7434332370758057,0.8047835826873779,0.8859585523605347,0.821952760219574,1.1255519390106201,1.1342909336090088,1.063985824584961,1.0984688997268677,1.0318619012832642,0.9055129289627075,0.919696569442749,1.0397334098815918,0.8866900205612183,0.9926488995552063,1.009447693824768,1.0373529195785522,1.056403398513794,0.9514169692993164,0.9463059902191162,0.6695730686187744,0.5919909477233887,0.7960681319236755,0.7648328542709351,0.7021709084510803,0.6721471548080444,1.110518217086792,0.992108941078186,1.0431665182113647,1.0544593334197998,0.9914465546607971,1.1947503089904785,1.2080788612365723,1.3026947975158691,0.9968622326850891,1.1443383693695068,1.315370798110962,1.1891597509384155,1.0068421363830566,1.103342890739441,1.2825286388397217,1.1679648160934448,0.8546780347824097,0.7420297265052795,0.6696751713752747,1.0269943475723267,1.2052671909332275,1.283099889755249,1.1724213361740112,1.1628385782241821,1.1448744535446167,1.145208477973938,1.0678783655166626,1.1725249290466309,1.1585941314697266,1.1397839784622192,1.0756561756134033,1.0701216459274292,1.1568641662597656,1.120798110961914,1.0902721881866455,1.1344633102416992,0.9893332123756409,1.1598477363586426,1.2867624759674072,1.3381694555282593,1.1402673721313477,1.319978952407837,1.2817031145095825,1.1924148797988892
arm,0.9850813150405884,1.2596707344055176,0.972290575504303,0.8113783597946167,0.7434332370758057,0.0,0.44671547412872314,0.743852436542511,0.7527307868003845,1.137007236480713,0.9853349924087524,0.9001615047454834,1.0213847160339355,0.8616448640823364,0.7609140276908875,0.7564654350280762,0.9791756272315979,0.8703811168670654,0.9428306818008423,0.873218297958374,0.9256142377853394,0.9553852677345276,0.8379111886024475,1.242122769355774,0.6571956872940063,0.4808052182197571,0.5722911357879639,0.5814216136932373,0.5226975679397583,0.583935558795929,1.1966395378112793,1.052103877067566,0.6847409009933472,0.6690321564674377,0.8243196606636047,1.003252387046814,1.079419732093811,1.1381330490112305,1.1591947078704834,1.0997663736343384,1.1457793712615967,1.0759336948394775,0.9152990579605103,0.9006837010383606,1.2684357166290283,1.1708139181137085,0.9688370823860168,1.25453782081604,1.0135406255722046,0.8472336530685425,1.2082821130752563,1.2770438194274902,1.2478909492492676,1.1985598802566528,1.2049598693847656,1.15146803855896,0.8872010111808777,1.1805362701416016,1.32639479637146,1.3128858804702759,1.261980414390564,1.2637516260147095,1.314049482345581,1.297664761543274,1.1063522100448608,1.242442011833191,1.165637493133545,1.2835628986358643,1.3136024475097656,1.3973139524459839,1.3105921745300293,1.3018267154693604,1.229590892791748,1.1000168323516846
hand,1.0627708435058594,1.0725007057189941,0.6286042928695679,0.7538293600082397,0.8047835826873779,0.44671547412872314,0.0,0.21441125869750977,0.3742806911468506,1.2314856052398682,1.0643190145492554,1.170695185661316,1.2155014276504517,1.1659305095672607,1.1618340015411377,1.1963955163955688,1.1966538429260254,1.054543137550354,1.090335488319397,1.1399235725402832,1.1295641660690308,1.0971002578735352,1.1665027141571045,1.1456544399261475,0.9990260004997253,0.8856872320175171,0.9283919930458069,0.9796462059020996,0.8692127466201782,0.9486663937568665,0.9245943427085876,0.9630849361419678,0.7208486795425415,0.504307210445404,1.133347988128662,1.1596124172210693,1.1360499858856201,1.0961875915527344,1.0626568794250488,1.0714346170425415,1.1449967622756958,1.1723933219909668,1.0204229354858398,0.933057427406311,1.2767767906188965,1.2010254859924316,0.9664230346679688,1.0590330362319946,0.7997211813926697,0.9183354377746582,0.9800460338592529,1.0364985466003418,1.0417271852493286,1.0014292001724243,0.9808194041252136,1.0415605306625366,0.8454866409301758,0.9094852209091187,1.12889564037323,1.119182825088501,1.03379487991333,1.0419354438781738,1.0819035768508911,1.0370995998382568,0.963153064250946,1.0619646310806274,1.131713628768921,1.0427000522613525,1.1462572813034058,1.1838001012802124,1.18157958984375,1.1070364713668823,1.2255263328552246,1.1538376808166504
finger,1.1717087030410767,0.952212393283844,0.44020235538482666,0.8370558023452759,0.8859585523605347,0.743852436542511,0.21441125869750977,0.0,0.18696504831314087,1.2254059314727783,1.1327444314956665,1.331507921218872,1.3119374513626099,1.418241024017334,1.362898349761963,1.4025671482086182,1.3796954154968262,1.150338888168335,1.1857349872589111,1.3132601976394653,1.310265302658081,1.272585391998291,1.327674150466919,1.0400222539901733,1.1801691055297852,1.0982887744903564,1.2040894031524658,1.2313536405563354,1.0721927881240845,1.0778502225875854,0.6861572265625,0.9738376140594482,0.7409570813179016,0.7278770804405212,1.3272833824157715,1.2431540489196777,1.211808204650879,1.0743474960327148,1.088732361793518,1.2062350511550903,1.3478584289550781,1.308266043663025,1.2056913375854492,1.0550999641418457,1.3392640352249146,1.243358850479126,1.0112056732177734,0.8405869007110596,0.720754861831665,1.079978585243225,0.7853555679321289,0.8816770911216736,0.6384267807006836,0.6700450778007507,0.6372186541557312,0.780827522277832,0.8942306637763977,0.8145235180854797,0.8536569476127625,0.8413416743278503,0.6644672751426697,0.6816343069076538,0.8028100728988647,0.709500789642334,0.9181378483772278,0.8654961585998535,1.0625793933868408,0.7756862640380859,1.1189299821853638,1.146101474761963,0.9607830047607422,1.0205637216567993,1.292109489440918,1.2206603288650513
toe,1.088057041168213,0.9651790857315063,0.43472278118133545,0.7694797515869141,0.821952760219574,0.7527307868003845,0.3742806911468506,0.18696504831314087,0.0,1.2419565916061401,1.2088072299957275,1.3352293968200684,1.2919859886169434,1.4363662004470825,1.3089019060134888,1.363435983657837,1.3547710180282593,1.2095305919647217,1.1899116039276123,1.327715516090393,1.3112168312072754,1.3088243007659912,1.310258150100708,1.0539991855621338,1.1843082904815674,1.0823994874954224,1.1815277338027954,1.136629343032837,0.994385302066803,0.9761312007904053,0.4218003749847412,0.6839566230773926,0.5925721526145935,0.7771859169006348,1.3110421895980835,1.209338665008545,1.1930532455444336,1.1061081886291504,1.0630102157592773,1.2455017566680908,1.4167163372039795,1.3155514001846313,1.2353887557983398,1.1611706018447876,1.3188804388046265,1.1904621124267578,1.113612413406372,0.8050684928894043,0.6988334655761719,1.1571160554885864,0.8910113573074341,0.9512659907341003,0.7355474233627319,0.7893025279045105,0.7500773668289185,0.871597170829773,1.0620241165161133,0.9642970561981201,0.9062342643737793,0.8815175890922546,0.6825594902038574,0.7008092403411865,0.8022387623786926,0.7639236450195312,0.9922071099281311,0.8771194219589233,1.0851187705993652,0.7827879190444946,1.1845999956130981,1.1708381175994873,0.9565528631210327,1.051102638244629,1.2969270944595337,1.251852035522461
lamp,1.121353030204773,1.0392415523529053,1.1509042978286743,1.148343563079834,1.1255519390106201,1.137007236480713,1.2314856052398682,1.2254059314727783,1.2419565916061401,0.0,0.8154084086418152,0.9439751505851746,0.7457090020179749,0.8225478529930115,1.0255368947982788,0.9926280975341797,0.9485660195350647,0.7701445817947388,0.829929530620575,0.8934264183044434,0.9541304111480713,0.7649343013763428,0.8278931379318237,1.023942232131958,1.1526899337768555,1.1271545886993408,1.116542100906372,1.17891526222229,1.2581614255905151,1.229395866394043,1.1581674814224243,1.1199167966842651,1.1897451877593994,1.1710470914840698,1.020904779434204,0.951026439666748,1.0223267078399658,0.9559361934661865,1.0354094505310059,1.0143071413040161,0.8643198013305664,1.0413841009140015,1.0561070442199707,0.995851993560791,0.9308110475540161,0.9946827292442322,0.9069710373878479,0.9838879108428955,1.0511311292648315,0.7424885630607605,0.7512633800506592,0.7323984503746033,1.0274068117141724,0.9042771458625793,0.9249574542045593,0.8939000964164734,0.843034029006958,1.0182019472122192,0.7332943677902222,0.8252155780792236,0.9492287635803223,1.0710422992706299,1.0239192247390747,1.0405259132385254,1.034667730331421,1.088740587234497,0.7279534339904785,1.1033515930175781,0.8105222582817078,0.8005146384239197,0.913019061088562,0.8855472207069397,0.8888782858848572,0.9001588821411133
