,hair,arm,hand,finger,toe,lamp,chair,table,couch,bed,window,door,refrigerator,bathtub,shirt,bib,pants,sock,glove,blanket,pillow,towel,napkin,toy,tray,box,book,paper,hat,spoon,crayon,balloon,ball,egg,orange,apple,plant,plate,bowl,bottle,cup,bucket,can
hair,0.0,0.6913615465164185,0.7567279934883118,0.8088686466217041,0.7853209376335144,1.1400856971740723,0.9774547815322876,0.958975613117218,0.877739667892456,0.9132540225982666,0.891033947467804,0.9412402510643005,0.9742565155029297,0.9434724450111389,0.624720573425293,0.7924233675003052,0.6914242506027222,0.9042118191719055,1.033637523651123,0.9312236309051514,1.0188082456588745,1.1371241807937622,1.21624755859375,1.1450917720794678,1.20785653591156,1.1156978607177734,1.0488088130950928,1.1130428314208984,0.4762001633644104,1.2046003341674805,1.2042887210845947,1.1046570539474487,1.1277586221694946,1.1085076332092285,1.0991992950439453,1.1359632015228271,1.0482205152511597,1.2717682123184204,1.2666699886322021,1.0964986085891724,1.2965378761291504,1.2982417345046997,1.103482723236084
arm,0.6913615465164185,0.0,0.46814578771591187,0.7731614112854004,0.8211417198181152,1.1515073776245117,0.8748232126235962,0.762237012386322,0.6748828887939453,0.7012135982513428,0.8338404893875122,0.8671738505363464,0.8035517334938049,0.8074600100517273,0.43760931491851807,0.6125756502151489,0.5395745635032654,0.6006927490234375,0.709364116191864,0.7223541140556335,0.8013899326324463,0.953161895275116,1.0981274843215942,1.172839879989624,1.053288459777832,1.0419368743896484,0.9748994708061218,0.9590489268302917,1.123064398765564,1.2491192817687988,1.2756035327911377,1.2953550815582275,1.3554264307022095,1.3190193176269531,1.2286624908447266,1.313443899154663,1.2706702947616577,1.3441858291625977,1.3135228157043457,1.2635951042175293,1.287919044494629,1.3099271059036255,1.023939847946167
hand,0.7567279934883118,0.46814578771591187,0.0,0.2420651912689209,0.3662663698196411,1.220952033996582,1.1088364124298096,1.1404762268066406,1.0897867679595947,1.0997687578201294,1.0670948028564453,1.095198392868042,1.2049506902694702,1.151862621307373,0.8558846712112427,0.9444429278373718,0.8863212466239929,0.6828314065933228,0.48926496505737305,1.070694923400879,1.0643970966339111,1.096617579460144,1.119921326637268,1.0552605390548706,1.0938197374343872,1.1475229263305664,1.018886685371399,1.0155192613601685,0.9561052918434143,1.1106170415878296,1.0449210405349731,1.148917555809021,1.1264110803604126,1.1008814573287964,1.0212810039520264,1.0288877487182617,1.0943875312805176,1.2175145149230957,1.1834521293640137,1.1909559965133667,1.1321208477020264,1.2152644395828247,1.178385853767395
finger,0.8088686466217041,0.7731614112854004,0.2420651912689209,0.0,0.12461709976196289,1.1271913051605225,1.2343072891235352,1.396229863166809,1.2981135845184326,1.2998102903366089,1.1697437763214111,1.1637401580810547,1.3892886638641357,1.303220272064209,1.0369024276733398,1.2348538637161255,0.9805281162261963,0.7823588848114014,0.7425399422645569,1.2926081418991089,1.2449748516082764,1.187152624130249,1.1080451011657715,1.1977133750915527,1.3718898296356201,1.3107179403305054,1.2131816148757935,1.1182057857513428,0.7811992168426514,1.0703160762786865,0.6650216579437256,0.9816616773605347,0.864190936088562,0.7500604391098022,0.8166311979293823,0.7264893054962158,0.8608826398849487,1.2141252756118774,1.247267484664917,1.0699790716171265,1.123266577720642,1.2371774911880493,1.2612192630767822
toe,0.7853209376335144,0.8211417198181152,0.3662663698196411,0.12461709976196289,0.0,1.1185261011123657,1.214620590209961,1.424199104309082,1.2730278968811035,1.2737449407577515,1.2309837341308594,1.1776490211486816,1.4020187854766846,1.3036179542541504,1.0646326541900635,1.2353945970535278,0.9451830983161926,0.634438157081604,0.754104733467102,1.2781448364257812,1.2253201007843018,1.172386884689331,1.11624276638031,1.2080763578414917,1.423845648765564,1.3061511516571045,1.2399739027023315,1.17496919631958,0.7637659311294556,1.0657600164413452,0.743240237236023,0.9871886372566223,0.8577746748924255,0.7583279013633728,0.8479653596878052,0.7361325621604919,0.8647536635398865,1.2342462539672852,1.2682712078094482,1.0349196195602417,1.130381464958191,1.2186343669891357,1.2773330211639404
lamp,1.1400856971740723,1.1515073776245117,1.220952033996582,1.1271913051605225,1.1185261011123657,0.0,0.822400689125061,1.005038857460022,1.0882107019424438,1.0554966926574707,0.6688219308853149,0.560314416885376,0.8619954586029053,0.8547340035438538,1.201568841934204,1.283787488937378,1.2537485361099243,1.1975572109222412,1.2511564493179321,1.1452621221542358,0.9775604605674744,0.8946574926376343,0.8075340986251831,1.1768615245819092,1.1674585342407227,1.1040031909942627,1.1356251239776611,0.89701247215271,0.9860526323318481,0.8163976669311523,0.9058176875114441,0.9893164038658142,0.9574642181396484,0.9721320271492004,1.1018290519714355,1.0778471231460571,0.8092256188392639,0.8505415916442871,0.9349892139434814,0.8514111042022705,0.8471193313598633,0.8946113586425781,0.8160194158554077
chair,0.9774547815322876,0.8748232126235962,1.1088364124298096,1.2343072891235352,1.214620590209961,0.822400689125061,0.0,0.45678091049194336,0.5529980659484863,0.6622865200042725,0.8146064877510071,0.6581623554229736,0.6794434785842896,0.7767610549926758,0.8227336406707764,0.8840887546539307,0.7695280313491821,0.9176101684570312,1.100693941116333,0.7738027572631836,0.7419999837875366,0.8735872507095337,1.011379599571228,0.9116733074188232,0.8998749256134033,0.7595041990280151,0.8839942812919617,0.9443941712379456,1.076842188835144,1.1671764850616455,1.3391221761703491,1.2057727575302124,1.2928745746612549,1.3721951246261597,1.367315649986267,1.3431931734085083,1.2006564140319824,1.1587001085281372,1.1130342483520508,1.0633678436279297,1.0258889198303223,0.941017210483551,0.8351542949676514
table,0.958975613117218,0.762237012386322,1.1404762268066406,1.396229863166809,1.424199104309082,1.005038857460022,0.45678091049194336,0.0,0.47488826513290405,0.4890033006668091,0.6795536875724792,0.6846109628677368,0.4714241027832031,0.5799256563186646,0.6894570589065552,0.6428787708282471,0.7894009351730347,1.098947525024414,1.2090378999710083,0.6215085983276367,0.8084036707878113,0.9941253662109375,1.0555490255355835,0.9086471796035767,0.5704057812690735,0.6914539337158203,0.7596747279167175,0.8197996616363525,1.291265606880188,1.1487860679626465,1.4598113298416138,1.2596540451049805,1.3394801616668701,1.3870396614074707,1.3499289751052856,1.39133620262146,1.282152533531189,0.9239792823791504,0.9404091835021973,1.160189151763916,1.0586484670639038,1.0165075063705444,0.8305249214172363
couch,0.877739667892456,0.6748828887939453,1.0897867679595947,1.2981135845184326,1.2730278968811035,1.0882107019424438,0.5529980659484863,0.47488826513290405,0.0,0.08204901218414307,0.7265602946281433,0.7687067985534668,0.654217004776001,0.5958445072174072,0.5759445428848267,0.6036969423294067,0.5966328382492065,0.7964025735855103,1.0504674911499023,0.16895782947540283,0.24978530406951904,0.6778612732887268,0.9834738969802856,0.9960771203041077,0.9258320331573486,0.8055161237716675,0.8104754686355591,0.9625754356384277,1.1550743579864502,1.3655275106430054,1.4701098203659058,1.220973014831543,1.3111944198608398,1.4073493480682373,1.3792335987091064,1.438522458076477,1.3066387176513672,1.2611632347106934,1.2075293064117432,1.2619589567184448,1.2610774040222168,1.1997721195220947,0.9739784598350525
bed,0.9132540225982666,0.7012135982513428,1.0997687578201294,1.2998102903366089,1.2737449407577515,1.0554966926574707,0.6622865200042725,0.4890033006668091,0.08204901218414307,0.0,0.6840803623199463,0.7719814777374268,0.6693480014801025,0.5454301834106445,0.6172667741775513,0.5939586162567139,0.6873878836631775,0.8188718557357788,1.0732276439666748,0.08112072944641113,0.22398686408996582,0.6224967241287231,0.9422111511230469,0.9834129810333252,0.8807330131530762,0.8428728580474854,0.7946276068687439,0.9341884851455688,1.192821741104126,1.2897677421569824,1.4338808059692383,1.2291042804718018,1.2988219261169434,1.381065845489502,1.378141164779663,1.4338027238845825,1.2838380336761475,1.188197135925293,1.1756575107574463,1.2519121170043945,1.249031901359558,1.209778070449829,1.025120496749878
