,frog,nose,face,hair,arm,hand,finger,toe,lamp,drawer,chair,table,couch,bed,crib,window,door,refrigerator,oven,sink,bathtub,shirt,bib,pajamas,pants,slipper,shoe,sock,glove,blanket,pillow,towel,napkin,doll,toy,tray,box,book,paper,basket,purse,comb,hat,glasses,scissors,fork,spoon,crayon,pencil,pen,knife,toothbrush,gum,balloon,ball,egg,orange,apple,banana,plant,bread,plate,bowl,bottle,cup,bucket,can
frog,0.0,0.883464515209198,0.9250741004943848,1.0417070388793945,1.1437948942184448,0.9547339081764221,0.9048415422439575,0.9006434679031372,1.1434240341186523,1.0374358892440796,1.304471492767334,1.1863933801651,1.2378517389297485,1.2574784755706787,1.2347280979156494,1.155005931854248,1.104779839515686,1.1894903182983398,1.19997239112854,1.202880859375,1.242748737335205,1.1814371347427368,1.2128117084503174,1.214551329612732,1.12788987159729,0.7954200506210327,0.9651105999946594,1.0935002565383911,0.9028946161270142,1.211867332458496,1.0288853645324707,1.012162446975708,0.9897214770317078,0.9777619242668152,0.9109077453613281,1.0045366287231445,1.0630643367767334,0.983404278755188,1.0544887781143188,1.16865074634552,1.1158357858657837,1.0021178722381592,0.8905296921730042,0.8000984191894531,0.9436655640602112,0.901115894317627,0.9055191278457642,0.6980105638504028,0.7960529923439026,0.8373861312866211,0.7948611974716187,0.9780767560005188,0.5961002111434937,0.9597581028938293,0.8871038556098938,0.7844884395599365,0.7296900749206543,0.6105610728263855,0.49205321073532104,0.7211446762084961,0.6781090497970581,0.9073660373687744,1.0607492923736572,0.9577456712722778,1.03505539894104,1.0997767448425293,1.0892670154571533
nose,0.883464515209198,0.0,0.450441837310791,0.5370895862579346,0.8615674376487732,0.5411334037780762,0.3614809513092041,0.40025413036346436,1.1108096837997437,1.0791425704956055,1.2458837032318115,1.251230001449585,1.1450467109680176,1.2303547859191895,1.2246994972229004,1.0539318323135376,1.0763615369796753,1.2016150951385498,1.2327388525009155,1.2448146343231201,1.2354315519332886,0.9103248715400696,0.9844154119491577,1.0352635383605957,0.8888733983039856,0.9088422656059265,1.0243271589279175,0.8879528045654297,1.045055627822876,1.1579339504241943,0.9986640214920044,1.1178693771362305,1.0943552255630493,1.0974152088165283,1.2073477506637573,1.313324213027954,1.2172369956970215,1.1684837341308594,1.1193114519119263,1.2716169357299805,1.1933598518371582,1.017295479774475,0.7169744372367859,0.3524359464645386,1.1234549283981323,0.9983557462692261,1.034704566001892,0.8055393695831299,0.9077519178390503,0.9117092490196228,0.9619943499565125,1.0183824300765991,0.6675844788551331,0.9520545601844788,0.9099441170692444,0.6294050812721252,0.7385762929916382,0.7196571826934814,0.8919928073883057,1.1100033521652222,0.8490058183670044,1.1292368173599243,1.219640851020813,1.1169097423553467,1.1352190971374512,1.2691068649291992,1.136156439781189
face,0.9250741004943848,0.450441837310791,0.0,0.41090065240859985,0.65549635887146,0.7496249675750732,0.8162469267845154,0.774611234664917,1.0949432849884033,1.1318683624267578,1.0419362783432007,0.9396154284477234,0.8588389754295349,0.8865057826042175,0.9501137137413025,0.9882673025131226,0.9880924820899963,0.9566101431846619,1.0767637491226196,1.1057624816894531,0.9168775677680969,0.6068167090415955,0.8091968297958374,0.7259722948074341,0.6415596604347229,1.202965259552002,1.0950621366500854,0.8317936062812805,1.0797605514526367,0.9449337720870972,1.0930842161178589,1.2146636247634888,1.232801079750061,0.9942212700843811,1.135833740234375,1.2250629663467407,1.1922552585601807,1.1744358539581299,1.1147873401641846,1.2612030506134033,1.2194877862930298,1.0577893257141113,1.0015722513198853,0.7431221008300781,1.2583463191986084,1.2163958549499512,1.294830560684204,1.1936322450637817,1.2303234338760376,1.2449073791503906,1.2684481143951416,1.0525132417678833,0.9166521430015564,1.1110808849334717,1.1448698043823242,1.00490140914917,0.9854490756988525,1.0567315816879272,1.085512399673462,1.1347010135650635,1.0568747520446777,1.246572494506836,1.3027231693267822,1.2264552116394043,1.2504298686981201,1.3194202184677124,1.2173404693603516
hair,1.0417070388793945,0.5370895862579346,0.41090065240859985,0.0,0.6688145399093628,0.7462944388389587,0.8279705047607422,0.8303108811378479,1.0146230459213257,1.1004940271377563,1.0198506116867065,0.9171419143676758,0.8745033740997314,0.9485048651695251,0.9780402779579163,0.9386248588562012,0.9582031965255737,0.9541726112365723,1.077040195465088,1.0773899555206299,0.9703270196914673,0.6170390248298645,0.8070510625839233,0.7259251475334167,0.6576453447341919,1.2195854187011719,1.065821886062622,0.8770827054977417,1.0680879354476929,0.9447376728057861,1.0483028888702393,1.1546545028686523,1.1854139566421509,0.983980655670166,1.155522346496582,1.2400089502334595,1.1952570676803589,1.1106386184692383,1.0704784393310547,1.1861470937728882,1.1411818265914917,0.8445932865142822,0.765008807182312,0.7590380907058716,1.1110436916351318,1.1327646970748901,1.2087774276733398,1.1604889631271362,1.1625399589538574,1.1632261276245117,1.1640875339508057,1.088850736618042,1.0106399059295654,1.0857625007629395,1.118545651435852,1.013806939125061,1.0572187900543213,1.089667558670044,1.1112509965896606,1.0151606798171997,1.0529006719589233,1.207361102104187,1.2740367650985718,1.1458207368850708,1.2649487257003784,1.3225082159042358,1.1764006614685059
arm,1.1437948942184448,0.8615674376487732,0.65549635887146,0.6688145399093628,0.0,0.5130412578582764,0.77083420753479,0.8178974390029907,1.0728529691696167,1.0763514041900635,0.913099467754364,0.7656363248825073,0.7281155586242676,0.7855633497238159,0.9687304496765137,0.9892736673355103,1.005021333694458,0.9137932658195496,1.006517767906189,1.0546914339065552,0.880712628364563,0.47049176692962646,0.6206517219543457,0.6367199420928955,0.5476745963096619,1.3074219226837158,1.1872440576553345,0.6934841871261597,0.7857860326766968,0.8062361478805542,0.9069294929504395,1.095455527305603,1.0954842567443848,1.1507378816604614,1.2360196113586426,1.2044000625610352,1.1509891748428345,1.14128839969635,0.9500313997268677,1.2824227809906006,1.1738612651824951,0.9767165780067444,1.2124605178833008,1.0565894842147827,1.2037427425384521,1.1766144037246704,1.2603791952133179,1.2076175212860107,1.1973711252212524,1.2153046131134033,1.2098106145858765,0.9199304580688477,1.0766727924346924,1.242020606994629,1.3080132007598877,1.1851168870925903,1.2019394636154175,1.2828258275985718,1.2266578674316406,1.1804102659225464,1.0987842082977295,1.3169804811477661,1.3667480945587158,1.327586054801941,1.262850284576416,1.316095232963562,1.1427143812179565
hand,0.9547339081764221,0.5411334037780762,0.7496249675750732,0.7462944388389587,0.5130412578582764,0.0,0.23453950881958008,0.3555198907852173,1.17564058303833,1.0613030195236206,1.1554492712020874,1.1306277513504028,1.0938043594360352,1.1890742778778076,1.181978702545166,1.1012318134307861,1.0906050205230713,1.1521170139312744,1.1839783191680908,1.180438756942749,1.2095142602920532,0.8885565996170044,0.821776807308197,0.9654877781867981,0.9152593612670898,0.9567452669143677,1.0030412673950195,0.8110824823379517,0.4994410276412964,1.0959501266479492,0.9590176939964294,1.0336986780166626,1.0492932796478271,1.0240298509597778,1.1292937994003296,1.1428782939910889,1.1540586948394775,1.0558611154556274,0.9880069494247437,1.2344690561294556,1.1212950944900513,1.0185173749923706,0.9867634773254395,0.8558772802352905,1.0252641439437866,0.9155451059341431,1.0134330987930298,0.9909254312515259,1.0176459550857544,1.0124939680099487,1.0175285339355469,0.8279788494110107,0.769853949546814,1.090169906616211,1.0835249423980713,0.9039767980575562,1.0107436180114746,1.0123403072357178,0.987695038318634,1.1313974857330322,0.9916651248931885,1.1454344987869263,1.1878706216812134,1.1909724473953247,1.1235190629959106,1.2503901720046997,1.160794734954834
finger,0.9048415422439575,0.3614809513092041,0.8162469267845154,0.8279705047607422,0.77083420753479,0.23453950881958008,0.0,0.1474553346633911,1.1914604902267456,1.0587825775146484,1.3066117763519287,1.3504366874694824,1.2642121315002441,1.3577890396118164,1.3524954319000244,1.1617755889892578,1.1396762132644653,1.3162953853607178,1.299936294555664,1.2792258262634277,1.3344916105270386,1.0908584594726562,1.1218302249908447,1.1541154384613037,1.0027438402175903,0.6949012875556946,1.006818413734436,0.881061315536499,0.7651685476303101,1.2889773845672607,1.0160348415374756,1.1034880876541138,1.0678635835647583,1.163432002067566,1.2291927337646484,1.292220115661621,1.2266685962677002,1.1171672344207764,1.0745289325714111,1.2721385955810547,1.1827678680419922,0.9693191647529602,0.7730595469474792,0.540924072265625,1.0207878351211548,0.7540713548660278,0.843575119972229,0.6001098155975342,0.7025055289268494,0.6982042789459229,0.7428252696990967,0.8657361268997192,0.6204383969306946,0.9386155009269714,0.8361461758613586,0.5261706113815308,0.6978626847267151,0.6361591815948486,0.8013220429420471,1.1195752620697021,0.7878054976463318,1.0796972513198853,1.1751389503479004,1.0302236080169678,1.0647047758102417,1.202359914779663,1.0746636390686035
toe,0.9006434679031372,0.40025413036346436,0.774611234664917,0.8303108811378479,0.8178974390029907,0.3555198907852173,0.1474553346633911,0.0,1.2412959337234497,1.095022439956665,1.3056001663208008,1.418879747390747,1.2418628931045532,1.3410460948944092,1.3297678232192993,1.2123496532440186,1.164179801940918,1.330601692199707,1.3113852739334106,1.3190526962280273,1.3406717777252197,1.0894397497177124,1.1219837665557861,1.0974171161651611,0.9642808437347412,0.4761497974395752,0.731559693813324,0.8093004822731018,0.7368184924125671,1.3102144002914429,1.0022950172424316,1.0796148777008057,1.089377522468567,1.0992186069488525,1.212160587310791,1.324813723564148,1.2297776937484741,1.1502101421356201,1.1564604043960571,1.215169072151184,1.1075178384780884,1.024163842201233,0.7489595413208008,0.5526768565177917,1.025079607963562,0.7897961139678955,0.8631316423416138,0.6292799711227417,0.7256869077682495,0.7258254289627075,0.7531410455703735,0.9771845936775208,0.7455820441246033,0.9554898738861084,0.83775395154953,0.5551482439041138,0.7100754380226135,0.6499683856964111,0.7867177724838257,1.0875096321105957,0.7592477798461914,1.1207177639007568,1.1714327335357666,0.9887034893035889,1.0428409576416016,1.1433172225952148,1.0688419342041016
lamp,1.1434240341186523,1.1108096837997437,1.0949432849884033,1.0146230459213257,1.0728529691696167,1.17564058303833,1.1914604902267456,1.2412959337234497,0.0,1.0090827941894531,0.9958683848381042,0.8347374796867371,1.0177007913589478,0.9908080697059631,1.0302156209945679,0.6096145510673523,0.7772732377052307,0.9322706460952759,0.8600990772247314,0.6366474628448486,0.7626451253890991,1.065431833267212,1.0662635564804077,1.1556304693222046,1.1900795698165894,1.1533578634262085,1.1173325777053833,1.2361016273498535,1.2164512872695923,1.0065605640411377,1.114499568939209,1.0488593578338623,0.9207155704498291,1.1436923742294312,1.1261448860168457,0.9268712997436523,1.088944435119629,1.109131097793579,0.9584245681762695,1.0221775770187378,1.1085219383239746,0.993744432926178,1.0233913660049438,1.090165376663208,0.9787212014198303,0.9388867020606995,0.8380632996559143,1.1619318723678589,1.0514490604400635,1.0248875617980957,1.0493063926696777,1.0843636989593506,1.1208065748214722,0.8855896592140198,0.9337504506111145,1.0179842710494995,1.0745584964752197,1.0917737483978271,1.1601409912109375,0.8979496955871582,1.076507568359375,0.6873400211334229,0.678778350353241,0.9823928475379944,0.8675264120101929,0.9105039238929749,0.8584314584732056
drawer,1.0374358892440796,1.0791425704956055,1.1318683624267578,1.1004940271377563,1.0763514041900635,1.0613030195236206,1.0587825775146484,1.095022439956665,1.0090827941894531,0.0,0.5801373720169067,0.8183741569519043,0.8076536059379578,0.8364938497543335,0.7423948049545288,0.8393850326538086,0.5962464213371277,0.6670519113540649,0.47816282510757446,0.7267910838127136,0.8667415976524353,1.1583192348480225,1.1692705154418945,1.1237176656723022,1.0060486793518066,1.007717490196228,1.0240957736968994,1.1552016735076904,1.1358941793441772,1.0555338859558105,0.787188708782196,0.9038644433021545,0.8902161121368408,1.0841540098190308,1.0560824871063232,0.6263411045074463,0.35237109661102295,0.7803071737289429,0.7642292380332947,0.680051863193512,0.7627297043800354,0.9266951680183411,1.098626971244812,1.039557695388794,0.9586264491081238,0.8769571781158447,0.9183288812637329,0.979961097240448,0.8766307234764099,0.8865553736686707,0.8106098175048828,1.0672873258590698,1.1587188243865967,1.175079107284546,1.1788263320922852,1.1314746141433716,1.1221227645874023,1.112884521484375,1.064949870109558,0.9947177171707153,0.9530375003814697,0.951041579246521,0.972230851650238,1.0562944412231445,1.0253127813339233,0.8563077449798584,0.7662384510040283
