,elephant,zebra,giraffe,deer,horse,pony,pig,bear,dog,cat,owl,fish,frog,alligator,butterfly,penguin,rooster,bird,duck,ear,nose,eye,tooth,mouth,face,hair,leg,arm,hand,finger,toe,ankle,foot,lamp,drawer,bench,chair,ladder,table,couch,bed,crib,window,door,closet,refrigerator,oven,sink,bathtub,shower,stroller,tricycle,motorcycle,car,truck,firetruck,helicopter,sprinkler,hose,swing,slide,boat,tree,grass,snow,scarf,coat,jacket,sweater,shirt,bib,pajamas,dress,jeans,pants,shorts,slipper,shoe,sock,mitten,glove,blanket,pillow,towel,napkin,doll,toy,tray,box,book,paper,basket,purse,radio,vacuum,comb,stick,shovel,rock,hat,glasses,necklace,belt,watch,clock,scissors,fork,spoon,crayon,pencil,pen,knife,broom,mop,toothbrush,gum,balloon,ball,raisin,nail,potato,carrot,egg,orange,pumpkin,apple,strawberry,melon,pickle,banana,corn,flower,plant,cracker,toast,sandwich,chips,pasta,sauce,soup,applesauce,meat,pastry,pizza,muffin,cookie,bread,hamburger,plate,dish,bowl,tape,soap,milk,bottle,jar,glass,coffee,cup,bucket,can,cloud,game
elephant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zebra,,0.0,,,,,,,0.7116564512252808,0.7775018215179443,,0.9711727499961853,1.0514603853225708,0.99260014295578,,,1.000422477722168,0.9162724614143372,,0.968529462814331,0.8861846923828125,0.9449219107627869,0.9767394661903381,1.0340278148651123,0.9519292116165161,0.7346715927124023,0.9816603064537048,0.9195353984832764,0.9904530048370361,0.9527589082717896,1.0285632610321045,1.1107786893844604,1.0418869256973267,0.8355014324188232,1.059312343597412,0.8358138799667358,1.069388747215271,0.999247670173645,1.0104022026062012,0.9168494343757629,0.9278630018234253,1.1870603561401367,0.7366747856140137,1.0170385837554932,0.9405007362365723,1.0997085571289062,1.075731635093689,1.058578610420227,0.9032993316650391,0.8519509434700012,1.1550559997558594,,,1.0321720838546753,,,,,0.9195874333381653,0.9614354372024536,0.9133367538452148,,0.8630279898643494,0.7103439569473267,0.5785898566246033,1.0297811031341553,0.7210366725921631,0.9552521109580994,0.7438148260116577,0.9482574462890625,1.045553207397461,0.9778612852096558,0.9995163083076477,0.8803815841674805,1.0042599439620972,1.1060550212860107,0.9787347316741943,1.0011849403381348,1.0085797309875488,1.0415905714035034,0.9341522455215454,0.8791316747665405,0.9639086723327637,0.9393523335456848,1.0340991020202637,1.1783251762390137,1.1200785636901855,1.1234729290008545,1.066248893737793,1.08596932888031,0.9409990906715393,1.0478780269622803,1.0901176929473877,1.1924107074737549,1.091418743133545,0.8186820149421692,,1.0613137483596802,0.7611089944839478,0.9090601801872253,0.9049039483070374,0.9986263513565063,0.8503527045249939,0.9876055121421814,,0.9848052263259888,1.0563207864761353,1.0405566692352295,0.8494142889976501,0.8217753171920776,0.9182670712471008,0.9386131763458252,1.002888798713684,1.0552927255630493,1.0866389274597168,1.0996273756027222,1.0508173704147339,1.0389368534088135,1.0403050184249878,0.9155529737472534,,1.0143120288848877,1.0741631984710693,1.1293532848358154,1.1642813682556152,1.1357461214065552,1.0628323554992676,1.1958264112472534,0.9863923788070679,1.0183981657028198,,1.0535825490951538,0.9457802176475525,,,,1.1769551038742065,,1.056341290473938,1.106539011001587,,,,1.1445271968841553,0.9488871693611145,1.1012837886810303,1.0150811672210693,,1.118648648262024,,1.1269389390945435,0.7621645927429199,,1.1811027526855469,1.081248164176941,1.2293895483016968,1.0759485960006714,,1.1881234645843506,1.2067809104919434,0.9225051999092102,,
giraffe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
horse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dog,,0.7116564512252808,,,,,,,0.0,0.27580326795578003,,0.9354119896888733,1.0103086233139038,0.8570071458816528,,,0.8738468289375305,0.9010187387466431,,1.0809329748153687,0.9630712270736694,1.0530383586883545,1.0859498977661133,1.061693787574768,0.793313205242157,0.7386252880096436,1.0636622905731201,0.8728258609771729,1.0407687425613403,1.160523772239685,1.1514497995376587,1.1436872482299805,1.130877137184143,0.9968388080596924,1.2381354570388794,0.8132838010787964,1.0247418880462646,0.9586399793624878,0.8591517210006714,0.7044456601142883,0.7236018180847168,1.0102308988571167,0.9392235279083252,0.9912098050117493,0.8463502526283264,1.025829553604126,0.9553319811820984,1.0889275074005127,1.0181324481964111,0.9583455920219421,1.0185415744781494,,,0.8999472260475159,,,,,1.0191503763198853,1.025537133216858,0.9664878249168396,,0.9224181175231934,0.9102861881256104,0.9291768670082092,0.9347802400588989,0.7402292490005493,0.8854687213897705,0.8264486193656921,0.8166720271110535,0.8539146780967712,0.8040844798088074,0.9044675230979919,0.7972018122673035,0.8569027185440063,0.9752997756004333,1.1417466402053833,1.074462652206421,1.007401466369629,0.8192013502120972,0.9924570918083191,0.7691783905029297,0.8207491636276245,1.035941243171692,1.144533634185791,1.0004514455795288,1.0423641204833984,1.1458740234375,1.111554741859436,1.0923054218292236,1.1483006477355957,1.0581769943237305,1.0617035627365112,0.9598450064659119,1.0027376413345337,0.9592399597167969,,1.174349069595337,0.911293625831604,0.9893889427185059,1.0501341819763184,1.1228049993515015,1.1388299465179443,1.1104947328567505,,1.1635000705718994,1.2064807415008545,1.2345510721206665,1.1890053749084473,1.1730191707611084,1.2491213083267212,1.186414122581482,1.1630042791366577,1.0189049243927002,1.230617642402649,1.1546920537948608,1.1306965351104736,1.003258228302002,1.0744742155075073,1.1593202352523804,,1.0573348999023438,1.1280211210250854,1.1570302248001099,1.1250715255737305,1.1651263236999512,1.1036287546157837,1.1188182830810547,1.0446022748947144,1.096783995628357,,1.1118109226226807,1.0760995149612427,,,,1.0682040452957153,,1.0003010034561157,1.1190170049667358,,,,1.0159683227539062,0.7213344573974609,1.014011263847351,0.9252154231071472,,1.1675208806991577,,1.2254273891448975,1.0477869510650635,,1.1907787322998047,1.2135658264160156,1.1926261186599731,0.9933493733406067,,1.2629828453063965,1.2832400798797607,1.0725352764129639,,
cat,,0.7775018215179443,,,,,,,0.27580326795578003,0.0,,0.7799853682518005,0.8847926259040833,0.9251509308815002,,,0.8083387613296509,0.8373062610626221,,1.0996626615524292,0.9706148505210876,0.8806320428848267,1.0608075857162476,1.106579065322876,0.8586184978485107,0.8607895970344543,1.0789282321929932,1.0268402099609375,1.1020044088363647,1.1395694017410278,1.0791548490524292,1.0862197875976562,1.074468970298767,0.9861843585968018,1.0873699188232422,0.9729065895080566,0.9740050435066223,0.9770016074180603,0.9311932325363159,0.8152310848236084,0.8419216871261597,1.0570167303085327,0.902205228805542,0.9616433382034302,0.8876688480377197,0.9999528527259827,0.9968740940093994,1.0759562253952026,1.0216087102890015,0.9530885219573975,1.0254794359207153,,,0.9941208958625793,,,,,1.0044914484024048,0.9772882461547852,1.0669376850128174,,0.9500648379325867,0.9533779621124268,0.9128578305244446,0.9826875925064087,0.8181045055389404,0.9113937616348267,0.8754649758338928,0.9129724502563477,0.9813005924224854,0.9338383078575134,0.9765142798423767,0.9662970304489136,0.9858956933021545,1.0693702697753906,1.009014368057251,1.0317845344543457,1.0948207378387451,0.9607658982276917,1.0349572896957397,0.8624033331871033,0.8978489637374878,1.0112473964691162,1.0888766050338745,0.9712729454040527,1.0505586862564087,1.1330565214157104,1.0101135969161987,1.0794708728790283,1.1051435470581055,0.942334771156311,0.902701199054718,0.9959194660186768,0.9582523703575134,1.0160539150238037,,1.100277066230774,0.9442084431648254,0.9265872240066528,0.962831974029541,1.0553053617477417,1.0562200546264648,1.072257161140442,,1.1409878730773926,1.075158953666687,1.077160358428955,1.0798617601394653,1.0217204093933105,1.0801109075546265,1.0652848482131958,1.0969812870025635,0.9969534277915955,1.133467197418213,1.1455930471420288,1.0221625566482544,0.9638296365737915,0.9580504894256592,1.0686085224151611,,1.0756577253341675,1.0807617902755737,1.0803805589675903,0.9276946187019348,1.0597556829452515,0.9671123623847961,1.0431702136993408,1.057121753692627,1.0276868343353271,,0.9613812565803528,0.9424031376838684,,,,1.1476272344589233,,1.0444270372390747,1.0534788370132446,,,,1.0395541191101074,0.8579108715057373,1.022829532623291,0.9951085448265076,,1.087369441986084,,1.091835856437683,0.9528470039367676,,1.0795645713806152,1.059983730316162,1.1168982982635498,1.065608024597168,,1.1666667461395264,1.1359572410583496,1.0302773714065552,,
owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
