,dog,frog,nose,face,hair,arm,hand,finger,toe,lamp,drawer,bench,chair,table,couch,bed,crib,window,door,refrigerator,oven,sink,bathtub,car,jacket,shirt,bib,pajamas,jeans,pants,slipper,shoe,sock,glove,blanket,pillow,towel,napkin,doll,toy,tray,box,book,paper,basket,purse,comb,hat,glasses,scissors,fork,spoon,crayon,pencil,pen,knife,toothbrush,gum,balloon,ball,egg,orange,pumpkin,apple,melon,banana,plant,bread,plate,bowl,bottle,cup,bucket,can
dog,0.0,0.7322031259536743,0.9217571020126343,0.7426592111587524,0.7393147945404053,0.9734601974487305,1.0312995910644531,1.1501274108886719,1.0851757526397705,1.1394950151443481,1.1196991205215454,0.8190643787384033,0.9061733484268188,0.8014392852783203,0.7075329422950745,0.764077365398407,0.923058032989502,0.9774926900863647,0.9491672515869141,1.0285775661468506,0.9468125104904175,1.0532541275024414,0.9872736930847168,0.851891040802002,0.7977458238601685,0.8148843050003052,0.9124387502670288,0.8158590793609619,0.766693115234375,0.7781359553337097,0.9971943497657776,1.0088790655136108,1.0908335447311401,0.964449405670166,0.7801120281219482,0.8304773569107056,0.9447753429412842,1.028470754623413,0.9149461388587952,0.9567968845367432,1.1390087604522705,1.0875840187072754,1.0223228931427002,1.0632957220077515,1.020587682723999,0.9954467415809631,0.9709221124649048,1.0064102411270142,0.9693773984909058,1.1294527053833008,1.1530852317810059,1.2171591520309448,1.1189672946929932,1.1782759428024292,1.192150592803955,1.154309630393982,1.1714725494384766,1.109940528869629,1.0984729528427124,1.065358281135559,1.0936483144760132,1.115782618522644,1.1301919221878052,1.0690869092941284,1.06693434715271,1.0678061246871948,0.8967491388320923,1.0502299070358276,1.0855761766433716,1.1647289991378784,1.1251752376556396,1.1955938339233398,1.1775931119918823,1.01272714138031
frog,0.7322031259536743,0.0,0.8344289660453796,0.9242560863494873,1.039794683456421,1.1873160600662231,1.0455013513565063,0.9588696360588074,0.9583954811096191,1.0677365064620972,1.149713397026062,1.1446799039840698,1.1847045421600342,1.2253025770187378,1.1384568214416504,1.1995631456375122,1.1976840496063232,1.1871163845062256,1.1132357120513916,1.193223476409912,1.2186721563339233,1.2061735391616821,1.2004058361053467,0.8157187700271606,1.1719276905059814,1.1499884128570557,1.1817333698272705,1.1926324367523193,1.1250956058502197,1.1304609775543213,0.8158670663833618,0.9976717829704285,1.1817947626113892,0.7864459753036499,1.1749546527862549,1.0474028587341309,1.0532541275024414,0.9619146585464478,0.9357686638832092,0.9159092903137207,1.1543915271759033,1.122286319732666,1.0275498628616333,0.9874117374420166,1.139481782913208,1.1509310007095337,0.9667025804519653,0.8828636407852173,0.8695300817489624,1.0114730596542358,0.8704965710639954,0.9764369130134583,0.7436628937721252,0.8559088110923767,0.8668705821037292,0.9595600366592407,1.022119402885437,0.823488712310791,0.9267492890357971,0.862515926361084,0.8654879331588745,0.8232588171958923,0.8531813621520996,0.6659765243530273,0.6390228271484375,0.6289141774177551,0.6905385255813599,0.8137434720993042,1.1043047904968262,1.161420464515686,0.923850417137146,1.1144871711730957,1.1357648372650146,1.1158432960510254
nose,0.9217571020126343,0.8344289660453796,0.0,0.5257941484451294,0.5609022974967957,0.9789429903030396,0.7366456985473633,0.43110889196395874,0.4028889536857605,0.9515343904495239,1.17721426486969,1.2026245594024658,1.1981782913208008,1.3110344409942627,1.1595940589904785,1.2533518075942993,1.263805627822876,1.0306730270385742,1.0626671314239502,1.2559814453125,1.2580697536468506,1.3351691961288452,1.2609392404556274,0.997301459312439,1.1769353151321411,1.0270624160766602,1.1712777614593506,1.0955978631973267,1.0294907093048096,0.9992475509643555,0.7971445918083191,1.0047402381896973,1.0667723417282104,1.0185950994491577,1.1952217817306519,1.0401993989944458,1.1860257387161255,1.1327760219573975,1.105570673942566,1.2703206539154053,1.4140821695327759,1.2695550918579102,1.2511924505233765,1.108729600906372,1.2980645895004272,1.3580687046051025,0.957777202129364,0.822382926940918,0.3647392988204956,1.2495144605636597,0.9403260350227356,1.1228981018066406,0.6435652375221252,0.6962078809738159,0.7861340045928955,1.105209469795227,1.1043081283569336,0.8856737613677979,0.876872181892395,0.704343855381012,0.5504577159881592,0.6741469502449036,0.8671081066131592,0.6768761277198792,1.0172100067138672,0.8751579523086548,0.917706310749054,0.8917230367660522,1.2911922931671143,1.2630329132080078,0.9721065759658813,1.1800003051757812,1.3280103206634521,1.1549640893936157
face,0.7426592111587524,0.9242560863494873,0.5257941484451294,0.0,0.4229215979576111,0.7220808863639832,0.6893596649169922,0.7947450280189514,0.7441145181655884,1.2856016159057617,1.1092711687088013,0.9784659147262573,1.065904974937439,0.948179304599762,0.7537846565246582,0.8169775009155273,0.9969229698181152,0.9386762380599976,0.9591963291168213,1.0744428634643555,0.95099937915802,1.0148032903671265,0.9073566794395447,0.9750245213508606,0.8741225004196167,0.5923449993133545,0.8146262764930725,0.7243717908859253,0.673133373260498,0.6338469982147217,1.161217212677002,1.0347715616226196,1.1299216747283936,1.1266968250274658,0.866989016532898,0.9302765130996704,1.1940728425979614,1.21602463722229,0.9151522517204285,1.022186517715454,1.0686427354812622,1.0503439903259277,1.0428798198699951,1.0224641561508179,1.1557587385177612,1.064433217048645,0.9672960042953491,1.0159677267074585,0.7082614302635193,1.1791589260101318,1.2273015975952148,1.2647720575332642,1.1992769241333008,1.2093064785003662,1.2510355710983276,1.2471258640289307,1.1532272100448608,1.066246509552002,1.1447596549987793,1.1114256381988525,1.0151464939117432,1.0453423261642456,1.0700770616531372,1.0740740299224854,1.0333131551742554,1.1316852569580078,1.0469030141830444,1.081386923789978,1.0586445331573486,1.1559979915618896,1.1828112602233887,1.0900678634643555,1.1979234218597412,1.020776391029358
hair,0.7393147945404053,1.039794683456421,0.5609022974967957,0.4229215979576111,0.0,0.7243789434432983,0.6951606869697571,0.766339898109436,0.7200717329978943,1.1791307926177979,1.1544584035873413,1.0024466514587402,1.0626624822616577,0.9825747013092041,0.8597692251205444,0.9208909869194031,0.9930629730224609,0.9175633192062378,0.9916788339614868,1.1125264167785645,1.038562297821045,1.0728707313537598,0.9298189878463745,0.9773277640342712,0.8335885405540466,0.6488722562789917,0.8207730650901794,0.7561043500900269,0.7232742309570312,0.6907330751419067,1.0979853868484497,1.0059895515441895,1.0967429876327515,1.0588443279266357,0.9329385757446289,0.9249060153961182,1.1642693281173706,1.231549859046936,0.9377301931381226,1.0945690870285034,1.2331583499908447,1.178428292274475,1.0661534070968628,1.0819388628005981,1.1467872858047485,1.0886750221252441,0.8679931163787842,0.8746715784072876,0.6876472234725952,1.0893959999084473,1.1397994756698608,1.21005380153656,1.1295651197433472,1.099402666091919,1.1325726509094238,1.1574369668960571,1.0854862928390503,1.067834734916687,1.117521047592163,1.090879201889038,0.9710951447486877,1.0342403650283813,1.1010549068450928,1.1031684875488281,1.0317281484603882,1.1452560424804688,0.9355623126029968,1.082664966583252,1.1607131958007812,1.1982340812683105,1.1193153858184814,1.186073660850525,1.2463405132293701,1.099245309829712
arm,0.9734601974487305,1.1873160600662231,0.9789429903030396,0.7220808863639832,0.7243789434432983,0.0,0.41506969928741455,0.671357274055481,0.7258732318878174,1.2800692319869995,1.0109964609146118,0.8349465727806091,1.0050289630889893,0.8408057689666748,0.7055121660232544,0.7134010195732117,0.9520637392997742,0.9332537055015564,1.026356816291809,1.0537104606628418,0.8995316028594971,0.9144354462623596,0.7764948606491089,1.1427415609359741,0.7522444128990173,0.4410437345504761,0.6792538166046143,0.5586155652999878,0.549724280834198,0.5426652431488037,1.1942949295043945,1.0570958852767944,0.6148325800895691,0.7792150974273682,0.7203232049942017,0.6902943253517151,0.9927103519439697,1.0418325662612915,1.1062743663787842,1.0860542058944702,1.065024495124817,1.085533618927002,1.0124601125717163,0.9245860576629639,1.178146243095398,0.9617106318473816,0.9415526390075684,1.2580556869506836,1.0370527505874634,0.9684711694717407,1.141481637954712,1.1715432405471802,1.1514108180999756,1.1344958543777466,1.1298274993896484,1.042933464050293,0.9498456120491028,1.1194018125534058,1.306214690208435,1.3288284540176392,1.2306150197982788,1.184781789779663,1.23048734664917,1.2889630794525146,1.0207496881484985,1.1968638896942139,1.1664040088653564,1.2020677328109741,1.142987608909607,1.19745671749115,1.2513659000396729,1.0620427131652832,1.2170413732528687,1.0012632608413696
hand,1.0312995910644531,1.0455013513565063,0.7366456985473633,0.6893596649169922,0.6951606869697571,0.41506969928741455,0.0,0.27887630462646484,0.387550950050354,1.2909181118011475,1.065925121307373,1.0788408517837524,1.134577989578247,1.0596816539764404,0.9970259666442871,1.0322158336639404,1.058133840560913,1.0679205656051636,1.0438392162322998,1.1837997436523438,1.0748180150985718,1.048315405845642,0.9775384068489075,1.1441130638122559,1.0174111127853394,0.7787386775016785,0.9077481031417847,0.8402792811393738,0.8427227139472961,0.8474171161651611,0.9908776879310608,0.9542518854141235,0.6701229810714722,0.5388925671577454,0.975585401058197,0.949867308139801,1.0712602138519287,1.0606858730316162,1.0291216373443604,1.043502926826477,1.0593624114990234,1.1068801879882812,0.9929121732711792,0.9493188261985779,1.154425024986267,1.0116709470748901,0.9717705845832825,1.1113572120666504,0.8773992657661438,0.9731132984161377,1.0228432416915894,1.0758326053619385,1.0584012269973755,1.0022709369659424,0.9990959763526917,1.0402624607086182,0.9349155426025391,0.8539643883705139,1.1603466272354126,1.172827124595642,1.072410225868225,1.03620183467865,1.0245040655136108,1.0892728567123413,1.004955768585205,1.0562819242477417,1.0900214910507202,1.0376216173171997,1.114856243133545,1.1302361488342285,1.1692736148834229,1.027930736541748,1.1975797414779663,1.0851109027862549
finger,1.1501274108886719,0.9588696360588074,0.43110889196395874,0.7947450280189514,0.766339898109436,0.671357274055481,0.27887630462646484,0.0,0.10728609561920166,1.097212314605713,1.1488733291625977,1.2371745109558105,1.2345759868621826,1.352165699005127,1.2165395021438599,1.2914769649505615,1.3171306848526,1.1788029670715332,1.159114122390747,1.2890583276748657,1.3067221641540527,1.309601068496704,1.2299025058746338,1.1059575080871582,1.2016327381134033,1.025183916091919,1.1633280515670776,1.1011146306991577,0.9763104915618896,0.9626229405403137,0.7037333250045776,0.9211946129798889,0.7347331643104553,0.6790269017219543,1.2276898622512817,1.070102572441101,1.179198145866394,1.1143076419830322,1.1679513454437256,1.2549870014190674,1.326568365097046,1.257631540298462,1.1744019985198975,1.0389008522033691,1.3092119693756104,1.278788685798645,1.0001955032348633,0.9224588871002197,0.6716474890708923,1.0925014019012451,0.8368158340454102,1.025457739830017,0.6179360151290894,0.6279438734054565,0.6688131093978882,0.9327999353408813,0.9174044728279114,0.771807849407196,0.9541791081428528,0.8494570255279541,0.6582902073860168,0.722031831741333,0.8513952493667603,0.7709153890609741,1.0012741088867188,0.8466571569442749,0.968394935131073,0.8809655904769897,1.2817355394363403,1.2948064804077148,0.967872679233551,1.1675227880477905,1.317201852798462,1.142700433731079
toe,1.0851757526397705,0.9583954811096191,0.4028889536857605,0.7441145181655884,0.7200717329978943,0.7258732318878174,0.387550950050354,0.10728609561920166,0.0,1.0423911809921265,1.218598484992981,1.271637201309204,1.209691047668457,1.3870590925216675,1.210200309753418,1.2803353071212769,1.3013575077056885,1.2308387756347656,1.158169150352478,1.2911967039108276,1.3375375270843506,1.3702880144119263,1.2602771520614624,1.0997614860534668,1.2103830575942993,1.0407414436340332,1.1560049057006836,1.0583810806274414,0.9546891450881958,0.9321063756942749,0.5128533840179443,0.6937171816825867,0.671001672744751,0.691258430480957,1.2191565036773682,1.0747733116149902,1.1341733932495117,1.1166250705718994,1.1042425632476807,1.2582666873931885,1.397617220878601,1.284379005432129,1.205888032913208,1.1363765001296997,1.3057235479354858,1.251223087310791,1.0977987051010132,0.8591084480285645,0.6503554582595825,1.176659107208252,0.8825657963752747,1.0698392391204834,0.692123293876648,0.6914110779762268,0.7576009631156921,1.0076472759246826,1.0310794115066528,0.8940208554267883,0.9674355983734131,0.8420130014419556,0.6440011858940125,0.7610841393470764,0.8463383913040161,0.789324939250946,1.0613576173782349,0.8531135320663452,0.9745095372200012,0.8758851885795593,1.3421695232391357,1.3372080326080322,0.94829261302948,1.2248053550720215,1.3052024841308594,1.1696337461471558
lamp,1.1394950151443481,1.0677365064620972,0.9515343904495239,1.2856016159057617,1.1791307926177979,1.2800692319869995,1.2909181118011475,1.097212314605713,1.0423911809921265,0.0,0.8269686102867126,1.062734603881836,0.758527934551239,1.0805259943008423,1.2058374881744385,1.2189794778823853,1.1003917455673218,0.7128816246986389,0.7136112451553345,0.8351380825042725,1.059367299079895,1.0999910831451416,1.1310861110687256,0.9884344339370728,1.160977840423584,1.3089410066604614,1.3082197904586792,1.3131088018417358,1.3442904949188232,1.3119020462036133,0.9167828559875488,1.0863622426986694,1.1036242246627808,1.2254197597503662,1.2777719497680664,1.1442114114761353,1.0729907751083374,1.042118787765503,1.0913338661193848,1.2075823545455933,1.3251605033874512,1.1678696870803833,1.188002347946167,1.102122187614441,1.056173324584961,1.2298145294189453,0.9996709227561951,0.8066114783287048,0.9305934906005859,0.936659574508667,0.6600283980369568,0.7538210153579712,0.7935563325881958,0.6812776327133179,0.6827403903007507,0.8102625608444214,0.94185471534729,1.1927967071533203,0.8446879386901855,0.7541467547416687,0.8631305694580078,1.0283585786819458,1.0445172786712646,0.9281670451164246,1.276339054107666,1.0640161037445068,0.7628635168075562,1.076440453529358,1.1273419857025146,1.0196986198425293,0.7497010231018066,1.0199676752090454,0.991447925567627,0.8936668634414673
