,elephant,zebra,giraffe,deer,horse,pony,pig,bear,dog,cat,owl,fish,frog,alligator,butterfly,penguin,rooster,bird,duck,ear,nose,eye,tooth,mouth,face,hair,leg,arm,hand,finger,toe,ankle,foot,lamp,drawer,bench,chair,ladder,table,couch,bed,crib,window,door,closet,refrigerator,oven,sink,bathtub,shower,stroller,tricycle,motorcycle,car,truck,firetruck,helicopter,sprinkler,hose,swing,slide,boat,tree,grass,snow,scarf,coat,jacket,sweater,shirt,bib,pajamas,dress,jeans,pants,shorts,slipper,shoe,sock,mitten,glove,blanket,pillow,towel,napkin,doll,toy,tray,box,book,paper,basket,purse,radio,vacuum,comb,stick,shovel,rock,hat,glasses,necklace,belt,watch,clock,scissors,fork,spoon,crayon,pencil,pen,knife,broom,mop,toothbrush,gum,balloon,ball,raisin,nail,potato,carrot,egg,orange,pumpkin,apple,strawberry,melon,pickle,banana,corn,flower,plant,cracker,toast,sandwich,chips,pasta,sauce,soup,applesauce,meat,pastry,pizza,muffin,cookie,bread,hamburger,plate,dish,bowl,tape,soap,milk,bottle,jar,glass,coffee,cup,bucket,can,cloud,game
owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fish,0.8809230327606201,,,,,,,,0.7590294480323792,0.7593089938163757,,0.0,0.6298346519470215,,,0.8431347608566284,,0.7175149917602539,0.7424858808517456,0.9228513836860657,0.9328669905662537,,0.8295413851737976,,0.9566985964775085,1.0330549478530884,0.996076226234436,1.142789363861084,1.0878647565841675,0.9996740221977234,0.9412205219268799,1.0408035516738892,1.0250132083892822,0.9689378142356873,1.2815940380096436,1.1164478063583374,1.2619608640670776,1.0653841495513916,1.224547266960144,1.0991990566253662,1.1445540189743042,1.1409797668457031,1.0954082012176514,1.1734933853149414,1.2004146575927734,1.2314115762710571,1.1797521114349365,1.1230357885360718,1.04020357131958,,1.1438738107681274,1.1296721696853638,0.9538530111312866,0.939074695110321,,,,1.0503140687942505,0.9702081084251404,1.052363634109497,0.9604166150093079,0.862547755241394,0.9824582934379578,1.0046379566192627,0.9457670450210571,0.9671452045440674,,1.0532193183898926,1.1062772274017334,1.1475545167922974,1.100779414176941,1.166370153427124,,1.0669090747833252,1.0531542301177979,1.0598417520523071,0.9121845364570618,0.9247296452522278,1.0732691287994385,0.9376110434532166,0.8877543807029724,0.966542661190033,1.0424644947052002,0.9523754119873047,0.827979564666748,1.0859992504119873,1.1245936155319214,1.1392979621887207,1.1846035718917847,1.1342391967773438,1.0803982019424438,1.1142139434814453,1.0736039876937866,1.1167198419570923,1.1771875619888306,0.9860169887542725,1.159389615058899,0.9826631546020508,0.7971471548080444,0.8956194519996643,0.8308112025260925,0.9941345453262329,1.086840271949768,1.1286612749099731,0.8994307518005371,1.0051133632659912,0.999251663684845,1.0829373598098755,0.7763931751251221,0.6370355486869812,0.9482710361480713,0.8351197242736816,0.9437055587768555,1.0787781476974487,1.0783908367156982,1.0737162828445435,0.7804936766624451,0.9466922283172607,,,,0.7625876665115356,0.8605564832687378,0.7087185382843018,0.6859852075576782,0.8490784168243408,,0.9434049129486084,0.9026585817337036,0.7293808460235596,1.0685869455337524,0.8928836584091187,0.971728503704071,,,,0.9360530376434326,1.0131865739822388,,1.0107479095458984,,,,,,0.6703978180885315,0.6977555155754089,,0.8429415822029114,,0.8383069038391113,,,1.1113934516906738,1.0361247062683105,1.068859338760376,0.8859272599220276,,0.9501430988311768,1.0136572122573853,1.020291805267334,0.7708340883255005,
frog,0.9828146696090698,,,,,,,,0.897412896156311,0.9282732009887695,,0.6298346519470215,0.0,,,0.8492707014083862,,0.7558550834655762,0.7492820024490356,0.9503030180931091,0.9959853291511536,,0.9689915776252747,,1.029895305633545,1.110660433769226,1.138390064239502,1.1702156066894531,0.9556469917297363,0.9330154061317444,0.9339697360992432,0.9847628474235535,1.0051790475845337,0.9832663536071777,1.213618278503418,1.0179587602615356,1.163918137550354,1.0600589513778687,1.2097697257995605,1.1893810033798218,1.224189043045044,1.1795403957366943,1.166443109512329,1.1834816932678223,1.2900657653808594,1.2430851459503174,1.2616000175476074,1.1604924201965332,1.1204041242599487,,1.0782451629638672,1.1268409490585327,0.9790651202201843,0.9250478148460388,,,,1.0011122226715088,0.946663498878479,0.9509837031364441,0.8755400776863098,0.8169993162155151,0.9168707728385925,0.9177383780479431,1.0190815925598145,1.0249595642089844,,1.1366276741027832,1.2009384632110596,1.186779260635376,1.0949996709823608,1.2460066080093384,,1.1186622381210327,1.1457030773162842,1.1562831401824951,0.8845840096473694,0.9008123278617859,1.1509839296340942,0.8821073770523071,0.7409615516662598,1.0588761568069458,1.1537609100341797,0.9966320395469666,0.878119707107544,0.9977514743804932,0.7836097478866577,1.0540028810501099,1.1378065347671509,1.1247224807739258,1.0755263566970825,1.1105527877807617,1.0938953161239624,1.0864083766937256,1.1873798370361328,1.1365275382995605,1.1779810190200806,0.9507213234901428,0.8383822441101074,0.9671107530593872,0.9304313659667969,1.0139240026474,1.093235969543457,1.0496262311935425,0.9034494757652283,0.9553007483482361,0.9362897872924805,1.0191954374313354,0.863869309425354,0.8668975830078125,0.9748896360397339,1.0017328262329102,0.9730287790298462,1.1423225402832031,1.0597892999649048,0.9240819215774536,0.6845710873603821,0.9047578573226929,,,,0.7823301553726196,0.9522098302841187,0.8271483778953552,0.8173562288284302,0.5718393325805664,,0.5803782343864441,0.7843254804611206,0.6135360598564148,0.8834840059280396,0.7217023968696594,0.7343164682388306,,,,0.8604228496551514,1.053667664527893,,1.002379298210144,,,,,,0.8855024576187134,0.8656262755393982,,0.8486645221710205,,0.8974208831787109,,,0.9751389026641846,0.8679548501968384,0.9546217918395996,0.8762330412864685,,0.8517653942108154,0.9004530310630798,0.9886999130249023,0.9153041839599609,
alligator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butterfly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
penguin,1.023791790008545,,,,,,,,0.6596032977104187,0.5719292759895325,,0.8431347608566284,0.8492707014083862,,,0.0,,0.8907092809677124,0.9609479308128357,0.9870620965957642,0.9683486819267273,,1.0199733972549438,,1.0962468385696411,0.9618293046951294,0.9605761766433716,1.127497673034668,0.9912537336349487,0.9385377168655396,0.8696671724319458,0.8807666301727295,0.915515124797821,0.7456774711608887,1.1382187604904175,0.9174156188964844,0.9263574481010437,0.9311025142669678,1.0724989175796509,1.0897760391235352,1.1005759239196777,1.1025805473327637,0.9452497363090515,0.9680566191673279,0.9702310562133789,1.1208515167236328,1.0942487716674805,1.2318273782730103,1.0790709257125854,,1.0138838291168213,1.0596171617507935,0.8952493667602539,0.9926069974899292,,,,1.152990460395813,0.8633872270584106,0.9658839702606201,0.9979432821273804,0.9053434729576111,1.0246061086654663,0.8703591823577881,1.0026954412460327,0.7994917631149292,,0.8235681056976318,0.8747857213020325,1.0495555400848389,1.0408638715744019,1.0574634075164795,,0.9220669865608215,0.9142881035804749,0.9179407954216003,0.7437949776649475,0.8668971061706543,0.8651432991027832,0.8330881595611572,0.8288000822067261,0.9208002090454102,0.979819118976593,0.7755557894706726,0.7656410932540894,0.9694651961326599,1.0452289581298828,1.1182254552841187,1.0850425958633423,1.1610922813415527,1.127719759941101,0.9776501655578613,0.9638657569885254,1.1652476787567139,1.0600192546844482,1.014859914779663,1.0659431219100952,0.9238238334655762,0.9102893471717834,0.6757080554962158,0.9110271334648132,0.7955825328826904,0.8513888120651245,0.9267294406890869,0.9879647493362427,1.0156707763671875,1.1713085174560547,1.1652636528015137,0.9219433069229126,0.9738625884056091,0.9876960515975952,0.99361652135849,0.8335376381874084,0.9498802423477173,1.0814799070358276,1.056765079498291,0.8874326944351196,0.9147810935974121,,,,0.849313497543335,0.8331866264343262,0.9197585582733154,0.8548821210861206,0.9456702470779419,,1.0064778327941895,0.9297099113464355,0.924866795539856,1.0783346891403198,0.9038491249084473,0.8925071954727173,,,,0.9684460759162903,1.110339879989624,,1.1002585887908936,,,,,,1.0404752492904663,0.9133368730545044,,0.9285799860954285,,0.973284900188446,,,0.9545844793319702,0.9101036787033081,1.0524845123291016,1.1308116912841797,,1.0257833003997803,0.9564719796180725,0.9447557330131531,0.8895167708396912,
rooster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bird,0.8711724877357483,,,,,,,,0.8037930727005005,0.8637537956237793,,0.7175149917602539,0.7558550834655762,,,0.8907092809677124,,0.0,0.03944462537765503,1.0058777332305908,1.1449116468429565,,1.2150843143463135,,1.044926404953003,0.9568908214569092,1.0533117055892944,1.0786383152008057,1.0865851640701294,1.1426737308502197,1.086608648300171,1.057878851890564,1.096636176109314,0.997036337852478,1.0732557773590088,0.8768664598464966,0.9832128882408142,0.9374852776527405,0.9768046140670776,1.0283842086791992,1.049304485321045,0.9364747405052185,0.9874647855758667,1.042975902557373,1.1402994394302368,1.0597715377807617,1.0743253231048584,0.9783443808555603,0.875560998916626,,0.9319804906845093,0.8722072243690491,0.8145008087158203,0.929833173751831,,,,0.6859307885169983,0.8908157348632812,0.9299203753471375,0.8598041534423828,0.861602246761322,0.8524359464645386,0.9349600076675415,0.9198949337005615,0.9756622314453125,,0.915913999080658,0.9734764099121094,0.9547984004020691,0.9027272462844849,1.0361039638519287,,0.9499759078025818,0.9762178063392639,0.9922450184822083,0.9686558842658997,0.8393309116363525,0.9911577105522156,0.8642892837524414,0.8413059711456299,0.990214467048645,1.1588835716247559,1.0346909761428833,1.0600810050964355,0.8324199318885803,0.7945729494094849,1.033451795578003,1.0299403667449951,1.017595648765564,1.1165127754211426,0.9212278127670288,0.9502367973327637,0.8953382968902588,0.9378802180290222,0.9966492056846619,1.0616254806518555,0.8012140989303589,0.7729582190513611,0.9480046629905701,1.0937961339950562,1.0200176239013672,0.9812111854553223,0.995793342590332,0.9724020957946777,0.9104833602905273,0.9233698844909668,0.9307223558425903,1.0458191633224487,1.0408477783203125,1.0936200618743896,0.9130784273147583,0.9221393465995789,0.9570272564888,0.9608750343322754,1.0076321363449097,0.8962780237197876,0.9210129976272583,,,,1.0729374885559082,1.0627297163009644,0.9745038747787476,0.9982084035873413,0.9946828484535217,,1.0071755647659302,1.037950038909912,0.9350062608718872,0.9925044178962708,0.7958270311355591,0.828446626663208,,,,0.9718352556228638,0.9833874702453613,,0.944128155708313,,,,,,0.9768590331077576,1.004361867904663,,0.9832476377487183,,0.9682131409645081,,,0.9922764301300049,0.9565030336380005,1.0723274946212769,0.8794214725494385,,0.9880662560462952,0.9215832352638245,0.9870116710662842,0.912903904914856,
duck,0.8525543212890625,,,,,,,,0.877526044845581,0.8922706842422485,,0.7424858808517456,0.7492820024490356,,,0.9609479308128357,,0.03944462537765503,0.0,1.0275999307632446,1.1751683950424194,,1.2144421339035034,,1.0364525318145752,0.9709691405296326,1.0875709056854248,1.0721756219863892,1.1197222471237183,1.181074619293213,1.126235008239746,1.0674726963043213,1.1381927728652954,0.9981480836868286,1.0362406969070435,0.8656556010246277,0.9689269661903381,0.9166378974914551,0.9356100559234619,0.9935363531112671,0.9927234649658203,0.8753443360328674,0.94962477684021,1.0074187517166138,1.1383955478668213,1.0291540622711182,1.0741026401519775,0.8950474262237549,0.810549795627594,,0.9056114554405212,0.8536264896392822,0.7607383728027344,0.9362787008285522,,,,0.5990622043609619,0.8728179335594177,0.9100767970085144,0.8103808760643005,0.8610365390777588,0.819850504398346,0.9146751165390015,0.8833149671554565,1.0210435390472412,,0.9080691933631897,0.9774904251098633,0.950140118598938,0.8786966800689697,1.034247636795044,,0.987372636795044,1.014796257019043,1.047898769378662,0.9733805656433105,0.8284218311309814,0.9901241660118103,0.8838067054748535,0.8491746187210083,0.9598509669303894,1.1455633640289307,1.0252621173858643,1.0538651943206787,0.7964211702346802,0.769747257232666,0.9971404671669006,1.004037618637085,0.996329128742218,1.0661370754241943,0.9025027751922607,0.933961808681488,0.8985651135444641,0.9080291986465454,1.0047364234924316,1.0226128101348877,0.7797810435295105,0.7647306323051453,0.996086061000824,1.1211626529693604,1.07466459274292,1.0192753076553345,1.0177137851715088,0.9841679334640503,0.8827846050262451,0.892963171005249,0.9123104214668274,1.0572885274887085,1.0677051544189453,1.120186448097229,0.9409908056259155,0.940340518951416,0.9615331888198853,0.9437983632087708,1.012054204940796,0.8831024169921875,0.9061716794967651,,,,1.1168216466903687,1.0525881052017212,0.9985640645027161,1.015236496925354,1.0024752616882324,,0.9897235035896301,1.0301626920700073,0.9181634783744812,0.9957624077796936,0.8125604391098022,0.8174008727073669,,,,0.9590479731559753,0.9571529626846313,,0.9030231237411499,,,,,,1.0337661504745483,1.0458532571792603,,0.9726305603981018,,0.9476737380027771,,,0.9875926375389099,0.9376379251480103,1.0429744720458984,0.8534924983978271,,0.9970278739929199,0.8839999437332153,0.9876731038093567,0.9429214596748352,
ear,1.0126826763153076,,,,,,,,0.9179463386535645,1.0941861867904663,,0.9228513836860657,0.9503030180931091,,,0.9870620965957642,,1.0058777332305908,1.0275999307632446,0.0,0.5960297584533691,,0.6853413581848145,,0.8065873384475708,0.725752055644989,0.8969649076461792,0.9296067357063293,0.7847217321395874,0.7135345935821533,0.7246154546737671,0.9093255400657654,0.7523563504219055,1.076380729675293,1.1652493476867676,1.1184613704681396,1.1270982027053833,1.063409447669983,1.1448959112167358,1.0869399309158325,1.111446499824524,1.0720151662826538,1.118483304977417,1.1446945667266846,1.0960708856582642,1.1392384767532349,1.1584391593933105,1.1471426486968994,1.133958339691162,,1.0162872076034546,1.0179965496063232,1.0965979099273682,1.0391367673873901,,,,0.9927012324333191,1.0349292755126953,1.1202419996261597,1.106780767440796,1.0139362812042236,1.0378566980361938,1.057169795036316,1.0533007383346558,0.6929001808166504,,1.0000042915344238,1.0016038417816162,0.9690783619880676,0.9781109690666199,1.0125294923782349,,0.8922250270843506,0.9034621715545654,0.9461556673049927,0.9608095288276672,0.9359064698219299,0.9879273176193237,0.9362053871154785,0.9972115755081177,1.0676971673965454,1.1235663890838623,1.0640894174575806,1.0429283380508423,1.0541504621505737,1.0699416399002075,1.1335246562957764,1.1998488903045654,1.0377696752548218,1.1463673114776611,1.1679980754852295,0.9964490532875061,1.0031960010528564,1.118086576461792,1.056825041770935,1.0978515148162842,1.109660267829895,1.0554535388946533,0.7641648650169373,0.6764894723892212,0.6033883690834045,0.8361642360687256,0.8931617140769958,1.049735426902771,1.0483136177062988,1.1095774173736572,1.040542721748352,1.0127995014190674,0.9923804402351379,1.0770944356918335,1.0919021368026733,1.0851099491119385,1.1782445907592773,1.0503251552581787,0.9849180579185486,1.0250121355056763,1.0212109088897705,,,,0.8991776704788208,1.0142583847045898,0.972470223903656,1.0076199769973755,0.9968444108963013,,1.0264863967895508,1.0587732791900635,1.0348498821258545,0.9256871342658997,0.9556271433830261,1.0295253992080688,,,,1.088230013847351,1.0783905982971191,,1.0784817934036255,,,,,,0.8385595679283142,0.9409528970718384,,1.1016769409179688,,1.083540916442871,,,1.0611088275909424,1.1273720264434814,1.175745964050293,0.9809781312942505,,1.0239657163619995,1.1189016103744507,1.1345179080963135,0.9593200087547302,
