,hair,arm,hand,finger,toe,lamp,chair,table,couch,bed,window,shirt,bib,blanket,pillow,towel,napkin,toy,box,book,hat,crayon,ball,plant,plate,bowl,bottle,cup,bucket
hair,0.0,0.6622209548950195,0.8069546222686768,0.8300647139549255,0.8333306312561035,1.0764265060424805,1.0462009906768799,0.9584938883781433,0.8636078238487244,0.878222644329071,0.9244683980941772,0.6251957416534424,0.877853274345398,0.9182944297790527,1.0266456604003906,1.1961897611618042,1.2555650472640991,1.1367499828338623,1.165710210800171,1.0807631015777588,0.8507394790649414,1.1492153406143188,1.1291182041168213,0.9986070990562439,1.3405693769454956,1.3332027196884155,1.1919463872909546,1.3008317947387695,1.3479630947113037
arm,0.6622209548950195,0.0,0.5031321048736572,0.8316830992698669,0.8898706436157227,1.1274869441986084,0.9392751455307007,0.6854057908058167,0.6786282062530518,0.6804180145263672,0.9539377093315125,0.51856529712677,0.7660331726074219,0.7056158781051636,0.8516188859939575,1.0856306552886963,1.0858204364776611,1.137537956237793,1.0814164876937866,1.0316545963287354,1.3482615947723389,1.2830815315246582,1.3411664962768555,1.150591254234314,1.383673906326294,1.3479158878326416,1.2815446853637695,1.2609859704971313,1.3070237636566162
hand,0.8069546222686768,0.5031321048736572,0.0,0.3076443076133728,0.44680583477020264,1.1652811765670776,1.1400201320648193,1.063348412513733,1.045867681503296,1.0704543590545654,1.0899770259857178,0.9142963290214539,0.9325778484344482,0.992271363735199,1.0085166692733765,1.0803165435791016,1.0355863571166992,1.0892724990844727,1.154783010482788,1.0286237001419067,1.0581669807434082,1.0415599346160889,1.11349356174469,1.1040745973587036,1.1625149250030518,1.119534969329834,1.1560182571411133,1.0711308717727661,1.2092496156692505
finger,0.8300647139549255,0.8316830992698669,0.3076443076133728,0.0,0.10383176803588867,1.1530150175094604,1.2828662395477295,1.3757665157318115,1.2378408908843994,1.288987636566162,1.1854310035705566,1.09844172000885,1.1510677337646484,1.2335776090621948,1.1134333610534668,1.1335077285766602,1.1110531091690063,1.2410632371902466,1.2806031703948975,1.1445436477661133,0.7305787801742554,0.5556588172912598,0.7887887954711914,1.0531420707702637,1.090672254562378,1.1368229389190674,0.9892743825912476,1.0593376159667969,1.2189428806304932
toe,0.8333306312561035,0.8898706436157227,0.44680583477020264,0.10383176803588867,0.0,1.154227614402771,1.30913245677948,1.4281189441680908,1.242244005203247,1.2918367385864258,1.2516138553619385,1.1371709108352661,1.1515544652938843,1.2358837127685547,1.1002894639968872,1.0894086360931396,1.0935760736465454,1.2502827644348145,1.2648282051086426,1.1678885221481323,0.6649408340454102,0.5870637893676758,0.7561620473861694,1.0739530324935913,1.0656238794326782,1.1139320135116577,0.9621575474739075,1.0349760055541992,1.1890536546707153
lamp,1.0764265060424805,1.1274869441986084,1.1652811765670776,1.1530150175094604,1.154227614402771,0.0,0.8691046833992004,1.0312389135360718,1.0963444709777832,1.0893760919570923,0.7128790616989136,1.1113414764404297,1.084425687789917,1.061280608177185,1.0003327131271362,0.9514868855476379,0.9742238521575928,1.0549266338348389,1.0587557554244995,1.0380953550338745,0.8666174411773682,1.0016266107559204,0.8780366778373718,0.8823921084403992,0.8322395086288452,0.8267618417739868,0.9980359077453613,0.9502862691879272,0.935278594493866
chair,1.0462009906768799,0.9392751455307007,1.1400201320648193,1.2828662395477295,1.30913245677948,0.8691046833992004,0.0,0.402829110622406,0.42839884757995605,0.600157618522644,0.6037304401397705,0.9269654750823975,0.9874776005744934,0.8005740642547607,0.6689282655715942,0.8878754377365112,0.957551896572113,0.9482546448707581,0.7578949928283691,0.9147208333015442,1.1807169914245605,1.3343013525009155,1.3128700256347656,1.018730878829956,1.162072777748108,1.0867269039154053,1.0826525688171387,1.0344390869140625,0.9086378216743469
table,0.9584938883781433,0.6854057908058167,1.063348412513733,1.3757665157318115,1.4281189441680908,1.0312389135360718,0.402829110622406,0.0,0.44857192039489746,0.48662424087524414,0.7112897634506226,0.6733121871948242,0.811809778213501,0.6914247274398804,0.8452972173690796,1.0682622194290161,0.9945741891860962,0.8903599977493286,0.7491294145584106,0.8077932000160217,1.39361572265625,1.4664546251296997,1.391842246055603,1.0893242359161377,1.0721139907836914,1.0575523376464844,1.187633752822876,1.0604945421218872,1.0266855955123901
couch,0.8636078238487244,0.6786282062530518,1.045867681503296,1.2378408908843994,1.242244005203247,1.0963444709777832,0.42839884757995605,0.44857192039489746,0.0,0.17100614309310913,0.7646820545196533,0.6202566623687744,0.8005987405776978,0.3791344165802002,0.34742969274520874,0.8341471552848816,0.97701096534729,1.0140032768249512,0.8336467742919922,0.921176552772522,1.2588529586791992,1.3964968919754028,1.3266510963439941,1.1186870336532593,1.323652982711792,1.269719123840332,1.264662504196167,1.2115757465362549,1.1513252258300781
bed,0.878222644329071,0.6804180145263672,1.0704543590545654,1.288987636566162,1.2918367385864258,1.0893760919570923,0.600157618522644,0.48662424087524414,0.17100614309310913,0.0,0.7872495651245117,0.5589156746864319,0.6938579082489014,0.18453967571258545,0.31292468309402466,0.7505252361297607,0.9028720855712891,1.0136637687683105,0.8608133792877197,0.889427125453949,1.3041727542877197,1.4112907648086548,1.3509206771850586,1.1338361501693726,1.2887855768203735,1.2621477842330933,1.3077778816223145,1.253166913986206,1.1925568580627441
window,0.9244683980941772,0.9539377093315125,1.0899770259857178,1.1854310035705566,1.2516138553619385,0.7128790616989136,0.6037304401397705,0.7112897634506226,0.7646820545196533,0.7872495651245117,0.0,0.8535574078559875,1.0629619359970093,0.8906083106994629,0.9362226724624634,1.0365502834320068,1.0726125240325928,1.092983603477478,1.037203073501587,1.007418155670166,1.1813273429870605,1.1957186460494995,1.241448163986206,0.7631824612617493,1.2025089263916016,1.2254362106323242,1.1483161449432373,1.1922309398651123,1.1690332889556885
shirt,0.6251957416534424,0.51856529712677,0.9142963290214539,1.09844172000885,1.1371709108352661,1.1113414764404297,0.9269654750823975,0.6733121871948242,0.6202566623687744,0.5589156746864319,0.8535574078559875,0.0,0.463830828666687,0.569109320640564,0.837875247001648,0.9668094515800476,1.103472352027893,1.1238833665847778,1.0896632671356201,1.0022056102752686,1.1852613687515259,1.3434826135635376,1.3296678066253662,1.1598296165466309,1.3569626808166504,1.3279423713684082,1.2777988910675049,1.2572251558303833,1.284605622291565
bib,0.877853274345398,0.7660331726074219,0.9325778484344482,1.1510677337646484,1.1515544652938843,1.084425687789917,0.9874776005744934,0.811809778213501,0.8005987405776978,0.6938579082489014,1.0629619359970093,0.463830828666687,0.0,0.4974498748779297,0.6903378963470459,0.5696086883544922,0.6931757926940918,0.933286190032959,0.9080605506896973,0.8328450918197632,1.0682848691940308,1.3832423686981201,1.3101836442947388,1.116481065750122,1.1610119342803955,1.1513392925262451,1.1255784034729004,1.057963252067566,1.025188684463501
blanket,0.9182944297790527,0.7056158781051636,0.992271363735199,1.2335776090621948,1.2358837127685547,1.061280608177185,0.8005740642547607,0.6914247274398804,0.3791344165802002,0.18453967571258545,0.8906083106994629,0.569109320640564,0.4974498748779297,0.0,0.2767032980918884,0.4392358064651489,0.6668959259986877,1.0510143041610718,0.9409918785095215,0.8897049427032471,1.2165539264678955,1.3648927211761475,1.3315722942352295,1.1163893938064575,1.2401258945465088,1.2231601476669312,1.283277988433838,1.236725091934204,1.172249436378479
pillow,1.0266456604003906,0.8516188859939575,1.0085166692733765,1.1134333610534668,1.1002894639968872,1.0003327131271362,0.6689282655715942,0.8452972173690796,0.34742969274520874,0.31292468309402466,0.9362226724624634,0.837875247001648,0.6903378963470459,0.2767032980918884,0.0,0.3847057819366455,0.52146315574646,1.1649357080459595,0.9038228392601013,0.9365774393081665,1.0397659540176392,1.194515347480774,1.1904138326644897,1.0497616529464722,1.103635311126709,1.0980457067489624,1.133667230606079,1.08756422996521,1.0076991319656372
towel,1.1961897611618042,1.0856306552886963,1.0803165435791016,1.1335077285766602,1.0894086360931396,0.9514868855476379,0.8878754377365112,1.0682622194290161,0.8341471552848816,0.7505252361297607,1.0365502834320068,0.9668094515800476,0.5696086883544922,0.4392358064651489,0.3847057819366455,0.0,0.17046278715133667,1.1657688617706299,0.9389194846153259,0.9442908763885498,0.9059136509895325,1.061325192451477,1.1770418882369995,0.9683764576911926,0.968840479850769,0.9805501103401184,1.003947138786316,1.006792664527893,0.9159449934959412
napkin,1.2555650472640991,1.0858204364776611,1.0355863571166992,1.1110531091690063,1.0935760736465454,0.9742238521575928,0.957551896572113,0.9945741891860962,0.97701096534729,0.9028720855712891,1.0726125240325928,1.103472352027893,0.6931757926940918,0.6668959259986877,0.52146315574646,0.17046278715133667,0.0,1.1937928199768066,0.8651381731033325,0.920520544052124,0.9474403858184814,1.0535401105880737,1.1097066402435303,0.990225613117218,0.7637088298797607,0.8147327899932861,0.9467353224754333,0.8871666789054871,0.8425891399383545
toy,1.1367499828338623,1.137537956237793,1.0892724990844727,1.2410632371902466,1.2502827644348145,1.0549266338348389,0.9482546448707581,0.8903599977493286,1.0140032768249512,1.0136637687683105,1.092983603477478,1.1238833665847778,0.933286190032959,1.0510143041610718,1.1649357080459595,1.1657688617706299,1.1937928199768066,0.0,0.7939993143081665,0.87986159324646,1.100706934928894,1.1590887308120728,0.9650900363922119,1.1228816509246826,1.0538551807403564,0.9828201532363892,0.9474825263023376,0.874984622001648,0.8136926889419556
box,1.165710210800171,1.0814164876937866,1.154783010482788,1.2806031703948975,1.2648282051086426,1.0587557554244995,0.7578949928283691,0.7491294145584106,0.8336467742919922,0.8608133792877197,1.037203073501587,1.0896632671356201,0.9080605506896973,0.9409918785095215,0.9038228392601013,0.9389194846153259,0.8651381731033325,0.7939993143081665,0.0,0.6087713837623596,1.095160722732544,1.2037166357040405,1.1409976482391357,1.01162588596344,1.043040156364441,0.924805760383606,0.9029879570007324,0.8500008583068848,0.6581153869628906
book,1.0807631015777588,1.0316545963287354,1.0286237001419067,1.1445436477661133,1.1678885221481323,1.0380953550338745,0.9147208333015442,0.8077932000160217,0.921176552772522,0.889427125453949,1.007418155670166,1.0022056102752686,0.8328450918197632,0.8897049427032471,0.9365774393081665,0.9442908763885498,0.920520544052124,0.87986159324646,0.6087713837623596,0.0,1.1151864528656006,1.0952489376068115,1.1280862092971802,0.9937787055969238,1.0099141597747803,1.0341371297836304,1.0348256826400757,0.9720844030380249,0.9791628122329712
hat,0.8507394790649414,1.3482615947723389,1.0581669807434082,0.7305787801742554,0.6649408340454102,0.8666174411773682,1.1807169914245605,1.39361572265625,1.2588529586791992,1.3041727542877197,1.1813273429870605,1.1852613687515259,1.0682848691940308,1.2165539264678955,1.0397659540176392,0.9059136509895325,0.9474403858184814,1.100706934928894,1.095160722732544,1.1151864528656006,0.0,0.5976937413215637,0.5760660767555237,0.9931107759475708,0.8540016412734985,0.9214058518409729,0.8095303773880005,0.852302074432373,0.8962388634681702
crayon,1.1492153406143188,1.2830815315246582,1.0415599346160889,0.5556588172912598,0.5870637893676758,1.0016266107559204,1.3343013525009155,1.4664546251296997,1.3964968919754028,1.4112907648086548,1.1957186460494995,1.3434826135635376,1.3832423686981201,1.3648927211761475,1.194515347480774,1.061325192451477,1.0535401105880737,1.1590887308120728,1.2037166357040405,1.0952489376068115,0.5976937413215637,0.0,0.5681717395782471,0.9411339163780212,0.8953768610954285,1.0091922283172607,0.7703337669372559,0.9898349046707153,1.0446968078613281
ball,1.1291182041168213,1.3411664962768555,1.11349356174469,0.7887887954711914,0.7561620473861694,0.8780366778373718,1.3128700256347656,1.391842246055603,1.3266510963439941,1.3509206771850586,1.241448163986206,1.3296678066253662,1.3101836442947388,1.3315722942352295,1.1904138326644897,1.1770418882369995,1.1097066402435303,0.9650900363922119,1.1409976482391357,1.1280862092971802,0.5760660767555237,0.5681717395782471,0.0,0.9830630421638489,0.7135646343231201,0.8081542253494263,0.7392086982727051,0.8643811941146851,0.9151620268821716
plant,0.9986070990562439,1.150591254234314,1.1040745973587036,1.0531420707702637,1.0739530324935913,0.8823921084403992,1.018730878829956,1.0893242359161377,1.1186870336532593,1.1338361501693726,0.7631824612617493,1.1598296165466309,1.116481065750122,1.1163893938064575,1.0497616529464722,0.9683764576911926,0.990225613117218,1.1228816509246826,1.01162588596344,0.9937787055969238,0.9931107759475708,0.9411339163780212,0.9830630421638489,0.0,0.9689986705780029,0.9680305123329163,0.8768306970596313,0.9373549222946167,0.9657785892486572
plate,1.3405693769454956,1.383673906326294,1.1625149250030518,1.090672254562378,1.0656238794326782,0.8322395086288452,1.162072777748108,1.0721139907836914,1.323652982711792,1.2887855768203735,1.2025089263916016,1.3569626808166504,1.1610119342803955,1.2401258945465088,1.103635311126709,0.968840479850769,0.7637088298797607,1.0538551807403564,1.043040156364441,1.0099141597747803,0.8540016412734985,0.8953768610954285,0.7135646343231201,0.9689986705780029,0.0,0.18406009674072266,0.8514807820320129,0.6241756677627563,0.6828991174697876
bowl,1.3332027196884155,1.3479158878326416,1.119534969329834,1.1368229389190674,1.1139320135116577,0.8267618417739868,1.0867269039154053,1.0575523376464844,1.269719123840332,1.2621477842330933,1.2254362106323242,1.3279423713684082,1.1513392925262451,1.2231601476669312,1.0980457067489624,0.9805501103401184,0.8147327899932861,0.9828201532363892,0.924805760383606,1.0341371297836304,0.9214058518409729,1.0091922283172607,0.8081542253494263,0.9680305123329163,0.18406009674072266,0.0,0.759007453918457,0.3371121883392334,0.3604849576950073
bottle,1.1919463872909546,1.2815446853637695,1.1560182571411133,0.9892743825912476,0.9621575474739075,0.9980359077453613,1.0826525688171387,1.187633752822876,1.264662504196167,1.3077778816223145,1.1483161449432373,1.2777988910675049,1.1255784034729004,1.283277988433838,1.133667230606079,1.003947138786316,0.9467353224754333,0.9474825263023376,0.9029879570007324,1.0348256826400757,0.8095303773880005,0.7703337669372559,0.7392086982727051,0.8768306970596313,0.8514807820320129,0.759007453918457,0.0,0.4854286313056946,0.5193196535110474
cup,1.3008317947387695,1.2609859704971313,1.0711308717727661,1.0593376159667969,1.0349760055541992,0.9502862691879272,1.0344390869140625,1.0604945421218872,1.2115757465362549,1.253166913986206,1.1922309398651123,1.2572251558303833,1.057963252067566,1.236725091934204,1.08756422996521,1.006792664527893,0.8871666789054871,0.874984622001648,0.8500008583068848,0.9720844030380249,0.852302074432373,0.9898349046707153,0.8643811941146851,0.9373549222946167,0.6241756677627563,0.3371121883392334,0.4854286313056946,0.0,0.22162389755249023
bucket,1.3479630947113037,1.3070237636566162,1.2092496156692505,1.2189428806304932,1.1890536546707153,0.935278594493866,0.9086378216743469,1.0266855955123901,1.1513252258300781,1.1925568580627441,1.1690332889556885,1.284605622291565,1.025188684463501,1.172249436378479,1.0076991319656372,0.9159449934959412,0.8425891399383545,0.8136926889419556,0.6581153869628906,0.9791628122329712,0.8962388634681702,1.0446968078613281,0.9151620268821716,0.9657785892486572,0.6828991174697876,0.3604849576950073,0.5193196535110474,0.22162389755249023,0.0
