,elephant,zebra,giraffe,deer,horse,pony,pig,bear,dog,cat,owl,fish,frog,alligator,butterfly,penguin,rooster,bird,duck,ear,nose,eye,tooth,mouth,face,hair,leg,arm,hand,finger,toe,ankle,foot,lamp,drawer,bench,chair,ladder,table,couch,bed,crib,window,door,closet,refrigerator,oven,sink,bathtub,shower,stroller,tricycle,motorcycle,car,truck,firetruck,helicopter,sprinkler,hose,swing,slide,boat,tree,grass,snow,scarf,coat,jacket,sweater,shirt,bib,pajamas,dress,jeans,pants,shorts,slipper,shoe,sock,mitten,glove,blanket,pillow,towel,napkin,doll,toy,tray,box,book,paper,basket,purse,radio,vacuum,comb,stick,shovel,rock,hat,glasses,necklace,belt,watch,clock,scissors,fork,spoon,crayon,pencil,pen,knife,broom,mop,toothbrush,gum,balloon,ball,raisin,nail,potato,carrot,egg,orange,pumpkin,apple,strawberry,melon,pickle,banana,corn,flower,plant,cracker,toast,sandwich,chips,pasta,sauce,soup,applesauce,meat,pastry,pizza,muffin,cookie,bread,hamburger,plate,dish,bowl,tape,soap,milk,bottle,jar,glass,coffee,cup,bucket,can,cloud,game
elephant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zebra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
giraffe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
horse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pig,,,,,,,0.0,,0.7367444634437561,0.8840049505233765,,0.5239848494529724,0.6051778197288513,0.8948158621788025,0.7132450342178345,,,,,0.8577207326889038,,,,0.7365003824234009,0.9352039098739624,1.038804292678833,,1.227225661277771,1.0173099040985107,0.8110184669494629,0.798607587814331,0.7358333468437195,0.9299569725990295,1.0499420166015625,0.9874357581138611,1.065199851989746,1.261368751525879,1.1402034759521484,1.2911828756332397,1.2812268733978271,1.275254726409912,1.2041854858398438,1.1441662311553955,1.1600018739700317,1.2091448307037354,1.2861820459365845,1.2452192306518555,1.2372798919677734,1.2575364112854004,1.195847511291504,1.2473852634429932,1.2292147874832153,1.101059079170227,0.9236299991607666,1.0491487979888916,,,,,1.1802983283996582,1.225121259689331,,1.1292541027069092,1.0457652807235718,1.2119909524917603,,,1.2056106328964233,1.2354676723480225,1.2279099225997925,1.2904865741729736,1.2187303304672241,,1.1948689222335815,1.13866126537323,1.1122872829437256,0.7631882429122925,1.0998671054840088,1.0073935985565186,1.1863939762115479,1.0560723543167114,1.202481985092163,1.0829923152923584,1.1089067459106445,1.0925027132034302,0.8456377387046814,1.0596933364868164,1.192861795425415,1.1357051134109497,1.081663727760315,1.1339974403381348,1.1550971269607544,1.0844582319259644,1.1436705589294434,1.3129353523254395,1.0814323425292969,0.8530437350273132,1.1109979152679443,0.9281677603721619,0.7807983160018921,0.7719892263412476,0.8932021856307983,0.8408377766609192,0.9230342507362366,0.8677135109901428,1.1778945922851562,0.767453670501709,0.7540380954742432,0.696763813495636,0.759445309638977,0.8140012621879578,0.908335268497467,1.2141245603561401,,0.9994091391563416,0.9138514399528503,0.7245753407478333,0.8336181640625,,,,0.9026661515235901,0.7785595655441284,0.7395835518836975,0.8057103157043457,0.6733859777450562,0.7599765062332153,0.8549320697784424,0.7797892093658447,0.7173547744750977,0.7599848508834839,0.8911950588226318,0.9064795970916748,,,,,,,1.1293872594833374,,0.9012781381607056,,,1.1237595081329346,0.8437693119049072,0.7869714498519897,0.6406260132789612,0.8196495771408081,0.9400351643562317,1.0427013635635376,0.91058748960495,1.0188074111938477,,1.1004387140274048,,1.142261028289795,0.9188655614852905,1.02170991897583,1.104759693145752,1.1263376474380493,,
bear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dog,,,,,,,0.7367444634437561,,0.0,0.2842085361480713,,0.8978766798973083,0.8211157321929932,0.8167054653167725,1.0112518072128296,,,,,1.056079626083374,,,,0.9542116522789001,0.8914307355880737,0.7950612306594849,,0.9603227972984314,0.9953150153160095,1.0485601425170898,1.0385634899139404,0.8351311087608337,0.9100461602210999,1.1401673555374146,1.0682286024093628,0.9915186762809753,0.934699296951294,1.0421388149261475,0.9353943467140198,0.8437955975532532,0.9346151351928711,1.0792120695114136,1.0849636793136597,0.9869433641433716,0.9732033014297485,1.0374056100845337,1.0200754404067993,1.0394999980926514,1.056164264678955,0.9229962229728699,0.876366376876831,0.877920925617218,0.8146705627441406,0.9010283946990967,0.9714581370353699,,,,,0.9311126470565796,0.9693678617477417,,0.9989562034606934,0.7563165426254272,0.9517015218734741,,,0.8793414831161499,0.965888500213623,0.9599927067756653,0.98853999376297,0.8972384929656982,,0.8350943326950073,0.8333441615104675,0.866115152835846,0.9627697467803955,0.9620901346206665,0.9904707670211792,0.8176000714302063,0.8928115367889404,0.9402650594711304,1.0061123371124268,1.0394675731658936,1.0709079504013062,0.9346892237663269,1.064494013786316,1.0862736701965332,1.1104247570037842,1.0677529573440552,1.061939001083374,1.1120184659957886,1.04009211063385,1.0480372905731201,0.9588784575462341,1.0018666982650757,1.0370031595230103,1.121023178100586,0.9553638696670532,0.9807026386260986,0.9785122871398926,1.078802227973938,0.991828203201294,1.1112773418426514,1.018235445022583,1.0982853174209595,1.110572099685669,1.168806791305542,1.093836784362793,1.0960863828659058,1.1737345457077026,0.9802087545394897,0.9483601450920105,,1.1156662702560425,1.1090487241744995,1.0706771612167358,1.0705101490020752,,,,0.9711899161338806,1.0990533828735352,0.96710205078125,0.990481436252594,1.0285937786102295,1.0827765464782715,0.9740052819252014,0.9910022616386414,1.0326805114746094,1.0123640298843384,0.9805188179016113,0.9372790455818176,,,,,,,1.055212140083313,,1.0060290098190308,,,0.9071981310844421,1.0098326206207275,1.0206960439682007,0.9034078121185303,1.129944920539856,1.050127387046814,1.1038281917572021,1.0494787693023682,1.2160505056381226,,1.1324820518493652,,0.9371273517608643,0.9470920562744141,1.1888495683670044,1.09524667263031,1.0106008052825928,,
cat,,,,,,,0.8840049505233765,,0.2842085361480713,0.0,,0.9602007865905762,0.9197553396224976,0.7964932918548584,1.004188895225525,,,,,1.1336758136749268,,,,1.109168529510498,1.0161395072937012,0.8791619539260864,,0.968851625919342,1.0506219863891602,1.1734917163848877,1.1399579048156738,1.0739492177963257,0.9744577407836914,1.1140953302383423,0.9938570857048035,1.0115050077438354,0.8830589652061462,1.0125705003738403,0.8641567826271057,0.8120416402816772,0.8910135626792908,0.9701065421104431,0.9994124174118042,0.9341694712638855,0.8893352746963501,0.9315424561500549,0.9262667894363403,0.9820146560668945,0.9962726831436157,0.8978166580200195,0.8599047660827637,0.888513445854187,0.9084454774856567,0.9824598431587219,0.9822390079498291,,,,,0.9764971733093262,1.0124094486236572,,1.0121620893478394,0.8681373000144958,0.9942027926445007,,,0.9390770196914673,0.914730966091156,0.9321367740631104,1.0047703981399536,0.9249797463417053,,0.9216151833534241,0.8901638388633728,0.9101700186729431,1.0402780771255493,0.9640685319900513,1.069556474685669,0.9096054434776306,0.9572209715843201,0.9617882370948792,0.9943355917930603,1.0505645275115967,1.06060791015625,0.8786851167678833,0.9834064841270447,1.0181618928909302,0.9623467326164246,1.0155060291290283,1.0104296207427979,1.0285255908966064,0.9832826256752014,0.9537189602851868,0.8714981079101562,1.0049476623535156,1.079904556274414,1.0540307760238647,1.0084577798843384,1.0893815755844116,1.0640556812286377,1.1297017335891724,1.059569239616394,1.131085753440857,1.06829035282135,1.1300685405731201,1.1280192136764526,1.2243843078613281,1.2059361934661865,1.1486912965774536,1.223241925239563,1.1057958602905273,0.8971264958381653,,1.1802659034729004,1.11866295337677,1.1179463863372803,1.109785556793213,,,,1.0680632591247559,1.1616520881652832,1.0353292226791382,1.0329233407974243,1.102381706237793,1.1158459186553955,0.9890143871307373,1.0435861349105835,1.1491079330444336,1.1447947025299072,1.051766037940979,0.8846800923347473,,,,,,,1.0724323987960815,,0.9266291856765747,,,0.9132534265518188,1.099804162979126,1.0935649871826172,1.0435516834259033,1.1246588230133057,1.05991792678833,1.0513916015625,1.1361172199249268,1.1273114681243896,,1.0878945589065552,,0.9555593132972717,0.9995386004447937,1.0801677703857422,1.065183401107788,1.0359781980514526,,
