,elephant,zebra,giraffe,deer,horse,pony,pig,bear,dog,cat,owl,fish,frog,alligator,butterfly,penguin,rooster,bird,duck,ear,nose,eye,tooth,mouth,face,hair,leg,arm,hand,finger,toe,ankle,foot,lamp,drawer,bench,chair,ladder,table,couch,bed,crib,window,door,closet,refrigerator,oven,sink,bathtub,shower,stroller,tricycle,motorcycle,car,truck,firetruck,helicopter,sprinkler,hose,swing,slide,boat,tree,grass,snow,scarf,coat,jacket,sweater,shirt,bib,pajamas,dress,jeans,pants,shorts,slipper,shoe,sock,mitten,glove,blanket,pillow,towel,napkin,doll,toy,tray,box,book,paper,basket,purse,radio,vacuum,comb,stick,shovel,rock,hat,glasses,necklace,belt,watch,clock,scissors,fork,spoon,crayon,pencil,pen,knife,broom,mop,toothbrush,gum,balloon,ball,raisin,nail,potato,carrot,egg,orange,pumpkin,apple,strawberry,melon,pickle,banana,corn,flower,plant,cracker,toast,sandwich,chips,pasta,sauce,soup,applesauce,meat,pastry,pizza,muffin,cookie,bread,hamburger,plate,dish,bowl,tape,soap,milk,bottle,jar,glass,coffee,cup,bucket,can,cloud,game
hair,,,,,,,,,,,,,,,,,,,,,,,,,0.7394595742225647,0.0,0.7413202524185181,0.7770028114318848,0.7408593893051147,0.7344881296157837,0.8092352151870728,,,1.126215934753418,,,1.0759395360946655,,0.9223785996437073,0.7391297221183777,0.7823123335838318,,0.8791194558143616,,,0.8724442720413208,0.8171606063842773,0.8701883554458618,0.7812323570251465,,0.8584282398223877,,,,,,,,,,,,,,,,,,,0.7611968517303467,0.8418538570404053,,,,0.8041634559631348,0.698656439781189,,0.9514326453208923,,,,0.8583167791366577,1.0824265480041504,1.1756837368011475,1.101782202720642,1.1697983741760254,0.9463488459587097,1.0216714143753052,0.9408830404281616,1.1471771001815796,,,,,,,,1.1917831897735596,,1.2297015190124512,0.6134396195411682,,,,,,1.1835296154022217,1.2558449506759644,1.170387625694275,,1.1725908517837524,1.1596770286560059,,,1.1060950756072998,0.8727250695228577,1.122370719909668,1.0792286396026611,,,,,0.881247341632843,1.0478006601333618,,1.148584246635437,1.1310313940048218,,,,1.1181126832962036,,0.9483869075775146,,,,,,,,,,,1.0254089832305908,,,,,0.9293559193611145,,0.9878360033035278,,,,0.9945120215415955,,,,1.0023661851882935,0.9742819666862488,,,
leg,,,,,,,,,,,,,,,,,,,,,,,,,0.7426126599311829,0.7413202524185181,0.0,0.49074143171310425,0.5142070055007935,0.5346698760986328,0.6302989721298218,,,1.1634278297424316,,,0.9153017997741699,,0.9008731245994568,0.7257516384124756,0.7858198881149292,,0.9170606136322021,,,0.9813235402107239,0.8521870374679565,0.9485260844230652,0.9459202289581299,,0.9807891249656677,,,,,,,,,,,,,,,,,,,0.6541875004768372,0.6665837168693542,,,,0.5503968000411987,0.40749335289001465,,1.038681983947754,,,,0.9965469241142273,1.0032554864883423,1.154026985168457,0.9416729807853699,1.1975643634796143,0.874427318572998,1.0059704780578613,0.9113233685493469,1.0615696907043457,,,,,,,,1.193544626235962,,1.2170764207839966,0.7953137159347534,,,,,,1.259293556213379,1.1028298139572144,1.0822631120681763,,1.094663381576538,1.105212688446045,,,0.9884345531463623,0.758664608001709,0.975854218006134,0.869988203048706,,,,,0.6131529808044434,0.7827461361885071,,0.9024455547332764,0.9297346472740173,,,,0.8757338523864746,,1.1090236902236938,,,,,,,,,,,0.9945175647735596,,,,,0.9809813499450684,,0.9474614262580872,,,,1.1043386459350586,,,,1.095033884048462,0.8835163712501526,,,
arm,,,,,,,,,,,,,,,,,,,,,,,,,0.8534424304962158,0.7770028114318848,0.49074143171310425,0.0,0.5809071063995361,0.5794164538383484,0.8280041813850403,,,1.1628869771957397,,,1.0227245092391968,,0.8406346440315247,0.6629616022109985,0.7212017774581909,,1.0198746919631958,,,0.8988727331161499,0.7515594959259033,0.8631582260131836,0.8454018831253052,,0.9153435826301575,,,,,,,,,,,,,,,,,,,0.5054839253425598,0.791374683380127,,,,0.684322714805603,0.4896501302719116,,1.0087615251541138,,,,0.8902113437652588,0.9782342910766602,1.134125828742981,0.9500265717506409,1.1872280836105347,0.9161500334739685,0.9071401953697205,0.8813496232032776,1.0918689966201782,,,,,,,,1.153653860092163,,1.2518649101257324,0.9572266340255737,,,,,,1.1162328720092773,1.200857400894165,1.0949606895446777,,1.1209582090377808,1.0813393592834473,,,0.9752453565597534,0.9448442459106445,1.1646373271942139,1.0927327871322632,,,,,0.9344220161437988,1.0399526357650757,,1.1024868488311768,1.0810251235961914,,,,0.8915596008300781,,1.088584065437317,,,,,,,,,,,0.9564249515533447,,,,,0.8968178033828735,,0.9357243776321411,,,,0.9193150401115417,,,,0.9378761649131775,1.0002802610397339,,,
hand,,,,,,,,,,,,,,,,,,,,,,,,,0.6275571584701538,0.7408593893051147,0.5142070055007935,0.5809071063995361,0.0,0.23551344871520996,0.41342008113861084,,,1.3191792964935303,,,1.171750783920288,,0.891708254814148,0.8760045170783997,0.9475334286689758,,0.9798322319984436,,,0.959241509437561,0.922458827495575,0.8370588421821594,0.7284733653068542,,0.9488577842712402,,,,,,,,,,,,,,,,,,,0.8699584007263184,0.8559843897819519,,,,0.7395169734954834,0.7225762605667114,,0.9939548969268799,,,,0.9366300106048584,1.1011687517166138,1.1205593347549438,1.0515434741973877,1.2228424549102783,0.7559850811958313,0.8550511598587036,0.8252618908882141,1.0712231397628784,,,,,,,,1.054256796836853,,1.33161461353302,0.7573295831680298,,,,,,1.1882233619689941,1.0117931365966797,1.114095687866211,,1.1271305084228516,0.9994711875915527,,,0.9006586074829102,0.6301310658454895,1.0737788677215576,1.0007731914520264,,,,,0.7664129137992859,0.9071839451789856,,0.8610305786132812,0.9047216176986694,,,,0.9259961247444153,,1.0897518396377563,,,,,,,,,,,0.9251899123191833,,,,,0.8663303256034851,,0.8488273620605469,,,,1.0239611864089966,,,,0.9924509525299072,1.0675122737884521,,,
finger,,,,,,,,,,,,,,,,,,,,,,,,,0.5654584169387817,0.7344881296157837,0.5346698760986328,0.5794164538383484,0.23551344871520996,0.0,0.4536471366882324,,,1.17817223072052,,,1.1632357835769653,,0.9736251831054688,0.8662387728691101,1.019426703453064,,0.9970278143882751,,,0.8969482183456421,0.9063864946365356,0.9040443301200867,0.8339794278144836,,0.9875143766403198,,,,,,,,,,,,,,,,,,,0.8948801755905151,0.9622247815132141,,,,0.831725001335144,0.7296026945114136,,0.9966325759887695,,,,1.0828299522399902,1.2090725898742676,1.1287307739257812,1.0732226371765137,1.2614585161209106,0.7587149739265442,0.8906439542770386,0.8775799870491028,1.1534990072250366,,,,,,,,1.058775782585144,,1.3086857795715332,0.7699986696243286,,,,,,1.1728168725967407,1.0461153984069824,1.0231989622116089,,1.0413289070129395,0.9561852216720581,,,0.8266478776931763,0.5472688674926758,0.9944819808006287,0.8865764141082764,,,,,0.6461847424507141,0.813724935054779,,0.7987399101257324,0.8434841632843018,,,,0.7887113690376282,,1.0930625200271606,,,,,,,,,,,0.934459924697876,,,,,0.8861707448959351,,0.9471848607063293,,,,1.0087780952453613,,,,1.0032882690429688,1.177525520324707,,,
toe,,,,,,,,,,,,,,,,,,,,,,,,,0.6536905765533447,0.8092352151870728,0.6302989721298218,0.8280041813850403,0.41342008113861084,0.4536471366882324,0.0,,,1.0315438508987427,,,1.1392723321914673,,1.1568093299865723,1.0715253353118896,1.089658498764038,,1.049837350845337,,,1.2158969640731812,1.1585640907287598,1.1682378053665161,1.0414764881134033,,0.9772879481315613,,,,,,,,,,,,,,,,,,,0.9199967980384827,0.96381014585495,,,,0.6432914137840271,0.8200419545173645,,0.9989985227584839,,,,1.0955109596252441,1.0670931339263916,0.9336310625076294,1.0292061567306519,1.1870747804641724,1.0048359632492065,1.1170997619628906,0.949237048625946,1.1290984153747559,,,,,,,,1.1049857139587402,,1.1296790838241577,0.6645435094833374,,,,,,1.0913445949554443,0.9488074779510498,0.8536071181297302,,0.841903805732727,0.9570955634117126,,,0.7014399766921997,0.7037437558174133,0.9817745685577393,0.8567694425582886,,,,,0.620084822177887,0.8363474607467651,,0.7956318855285645,0.7115844488143921,,,,0.6871623992919922,,0.9848179221153259,,,,,,,,,,,1.0747432708740234,,,,,1.1056089401245117,,1.1327533721923828,,,,1.1025184392929077,,,,1.123633861541748,1.2109601497650146,,,
ankle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lamp,,,,,,,,,,,,,,,,,,,,,,,,,1.1744794845581055,1.126215934753418,1.1634278297424316,1.1628869771957397,1.3191792964935303,1.17817223072052,1.0315438508987427,,,0.0,,,0.9796808958053589,,1.2268760204315186,1.30610990524292,1.2583301067352295,,0.940497875213623,,,1.1923118829727173,1.1505167484283447,1.2143830060958862,1.2005228996276855,,1.1712546348571777,,,,,,,,,,,,,,,,,,,1.1653164625167847,1.2217220067977905,,,,1.114333152770996,1.3389484882354736,,1.182630181312561,,,,1.3377141952514648,1.15724778175354,0.8573328852653503,1.110939860343933,0.8942546844482422,1.1796839237213135,1.2044878005981445,1.2835612297058105,1.0531651973724365,,,,,,,,0.7946380376815796,,0.6170406341552734,1.0824097394943237,,,,,,0.6484552025794983,0.8695988655090332,0.6384549736976624,,0.6587331891059875,0.7672356367111206,,,0.9442442655563354,1.1445223093032837,0.7662546634674072,0.7858695387840271,,,,,0.9171615242958069,0.9433073401451111,,0.9333577156066895,0.9113731980323792,,,,0.9135141968727112,,0.7954643368721008,,,,,,,,,,,1.1541454792022705,,,,,1.1700117588043213,,1.1935354471206665,,,,1.123438835144043,,,,1.1311843395233154,1.131345510482788,,,
drawer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bench,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chair,,,,,,,,,,,,,,,,,,,,,,,,,1.0782221555709839,1.0759395360946655,0.9153017997741699,1.0227245092391968,1.171750783920288,1.1632357835769653,1.1392723321914673,,,0.9796808958053589,,,0.0,,0.8945338129997253,0.5489144325256348,0.6780352592468262,,0.7834082245826721,,,0.8826522827148438,0.9050626754760742,1.0458194017410278,1.1386680603027344,,0.7075691223144531,,,,,,,,,,,,,,,,,,,0.8036669492721558,0.9761142134666443,,,,0.8287798166275024,0.8622214198112488,,1.1160045862197876,,,,0.8610699772834778,0.6560524106025696,0.8903976678848267,0.8083277940750122,1.0425056219100952,1.1888766288757324,1.0389970541000366,0.7311811447143555,0.8674511909484863,,,,,,,,0.809899091720581,,0.842412531375885,1.1020692586898804,,,,,,1.0119179487228394,0.9534560441970825,1.0983469486236572,,1.0790538787841797,0.9847404956817627,,,1.132005214691162,1.1480419635772705,1.0886340141296387,1.1874006986618042,,,,,1.1591057777404785,1.1233857870101929,,1.2387466430664062,1.1818923950195312,,,,1.0945494174957275,,0.8827191591262817,,,,,,,,,,,1.0663630962371826,,,,,1.126500129699707,,0.9941713809967041,,,,0.9976834654808044,,,,0.9940329194068909,0.7214637994766235,,,
ladder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table,,,,,,,,,,,,,,,,,,,,,,,,,0.9575004577636719,0.9223785996437073,0.9008731245994568,0.8406346440315247,0.891708254814148,0.9736251831054688,1.1568093299865723,,,1.2268760204315186,,,0.8945338129997253,,0.0,0.5424822568893433,0.5964188575744629,,0.8387165069580078,,,0.6469364166259766,0.6914102435112,0.5094775557518005,0.6590332984924316,,0.7452337145805359,,,,,,,,,,,,,,,,,,,0.6584497690200806,0.8706380128860474,,,,0.7944089770317078,0.7403956055641174,,0.9396829605102539,,,,0.8077102899551392,1.0239472389221191,1.2026854753494263,0.9811916947364807,1.093767762184143,0.9612651467323303,0.5247915983200073,0.7983328104019165,0.8951848149299622,,,,,,,,1.0830085277557373,,1.2632015943527222,1.0353189706802368,,,,,,1.011964201927185,0.9622448086738586,1.198538064956665,,1.1846424341201782,1.1037501096725464,,,1.2115743160247803,1.0007244348526,1.1345380544662476,1.1438827514648438,,,,,1.0803674459457397,1.0850319862365723,,1.1238605976104736,1.0842911005020142,,,,1.1361172199249268,,0.9790409803390503,,,,,,,,,,,0.8194975852966309,,,,,0.4874950647354126,,0.4856177568435669,,,,0.8027710318565369,,,,0.7793064117431641,0.7796199321746826,,,
couch,,,,,,,,,,,,,,,,,,,,,,,,,0.8052179217338562,0.7391297221183777,0.7257516384124756,0.6629616022109985,0.8760045170783997,0.8662387728691101,1.0715253353118896,,,1.30610990524292,,,0.5489144325256348,,0.5424822568893433,0.0,0.21179664134979248,,0.7185148596763611,,,0.5216613411903381,0.5455639958381653,0.7295714616775513,0.8009239435195923,,0.6573432087898254,,,,,,,,,,,,,,,,,,,0.49553143978118896,0.7988282442092896,,,,0.6451401710510254,0.46163713932037354,,0.9189189076423645,,,,0.5466317534446716,0.6969127655029297,1.1713029146194458,0.8591897487640381,1.1861323118209839,0.9606666564941406,0.8143197298049927,0.6212968826293945,0.9700642824172974,,,,,,,,1.0999451875686646,,1.2990069389343262,0.9577959775924683,,,,,,1.3410215377807617,1.2946796417236328,1.1909675598144531,,1.183638095855713,1.1477258205413818,,,1.1700918674468994,1.0507816076278687,1.2298920154571533,1.2177433967590332,,,,,1.0607094764709473,1.1838804483413696,,1.310987114906311,1.2151185274124146,,,,1.0656698942184448,,1.061191201210022,,,,,,,,,,,0.9664905667304993,,,,,0.9266262054443359,,0.8907434940338135,,,,0.8572803735733032,,,,0.8894015550613403,0.7349351644515991,,,
bed,,,,,,,,,,,,,,,,,,,,,,,,,0.954215943813324,0.7823123335838318,0.7858198881149292,0.7212017774581909,0.9475334286689758,1.019426703453064,1.089658498764038,,,1.2583301067352295,,,0.6780352592468262,,0.5964188575744629,0.21179664134979248,0.0,,0.8409891724586487,,,0.7301546931266785,0.7165833115577698,0.6843095421791077,0.7518289089202881,,0.7157565355300903,,,,,,,,,,,,,,,,,,,0.4254339933395386,0.7596144676208496,,,,0.6279940009117126,0.5027818083763123,,0.8972912430763245,,,,0.407576322555542,0.5295857191085815,1.0915555953979492,0.8367179036140442,1.1310575008392334,1.0415070056915283,0.7863790988922119,0.7029574513435364,0.8540709018707275,,,,,,,,1.1364631652832031,,1.213277816772461,1.0040425062179565,,,,,,1.27464759349823,1.3452836275100708,1.087539553642273,,1.0913656949996948,1.152963638305664,,,1.1384645700454712,1.1152000427246094,1.2131872177124023,1.2008299827575684,,,,,1.093589186668396,1.210801601409912,,1.3252441883087158,1.2161680459976196,,,,1.0430113077163696,,1.0903594493865967,,,,,,,,,,,0.9802849888801575,,,,,0.9749477505683899,,0.9132370352745056,,,,0.944961667060852,,,,0.9787644147872925,0.6330474019050598,,,
crib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
window,,,,,,,,,,,,,,,,,,,,,,,,,0.843535304069519,0.8791194558143616,0.9170606136322021,1.0198746919631958,0.9798322319984436,0.9970278143882751,1.049837350845337,,,0.940497875213623,,,0.7834082245826721,,0.8387165069580078,0.7185148596763611,0.8409891724586487,,0.0,,,0.6729535460472107,0.8805823922157288,0.9259726405143738,0.9825754761695862,,0.8892542123794556,,,,,,,,,,,,,,,,,,,0.7914235591888428,1.0618691444396973,,,,0.8313148021697998,0.8515695929527283,,1.0543919801712036,,,,0.9132043123245239,1.0019307136535645,1.101063847541809,0.8836188912391663,1.0528939962387085,1.0357929468154907,0.9072995781898499,0.7439627647399902,0.9467206597328186,,,,,,,,1.0180068016052246,,1.1769613027572632,0.9557428359985352,,,,,,1.1855013370513916,1.0021519660949707,1.0326159000396729,,0.9758679866790771,0.9535626173019409,,,1.0223758220672607,1.0772457122802734,1.1229379177093506,1.120713233947754,,,,,1.0049755573272705,1.0948766469955444,,1.1192080974578857,1.0678491592407227,,,,0.963759183883667,,0.7141618728637695,,,,,,,,,,,0.9091008305549622,,,,,0.9258492588996887,,0.9543930888175964,,,,0.9645521640777588,,,,0.990136981010437,0.9017660617828369,,,
