,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,muffin,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window,zebra
finger,1.1947708,0.768615,0.9218073,0.99292314,0.9801246,0.9945854,1.3258469,1.2020543,1.0877926,1.4291952,0.85226226,1.2916825,1.1485655,0.80176854,1.2600915,1.2023072,1.0836937,0.9004946,1.0636398,1.2560431,0.7312082,0.91742826,1.2275324,1.1825931,1.1635939,1.1503767,0.56076247,1.0885696,1.295373,0.70092404,0.9199138,1.2222378,1.1023049,0.8290176,0.9816828,0.9653459,1.2801731,1.061127,0.7111613,1.5140557,0.9886127,1.145965,1.1217772,1.1788169,1.1762332,0.98163015,1.2781639,0.5576132,0.63482416,0.99173534,1.1346152,0.0,0.6932998,1.1762311,0.42752266,0.76702887,1.1004294,1.2553613,0.6524508,0.89645976,0.74082994,1.0315177,0.8276266,0.48890537,0.89167315,1.0225027,0.9109681,1.109875,1.1640557,1.1581008,0.9018477,1.3222028,0.8489082,0.8272539,0.7131562,1.0813531,1.1699889,1.1159326,1.1198753,0.79215026,0.5967564,0.5834208,0.6085458,0.75072527,1.1388234,1.2507987,1.0812347,1.196786,0.63856786,0.5519831,0.6860267,0.8805424,1.3182162,1.0920836,1.0209268,0.7911116,1.2734531,1.1520377,1.3388855,1.0724335,0.95287997,1.0527152,1.2313869,0.96904814,0.89635676,0.9705475,1.2702622,1.0909226,1.3519394,0.6017592,0.69834363,0.852995,0.9143394,0.9979682,0.6355492,1.0320055,1.2567787,1.4627857,1.0482919,0.33044624,0.60364896,0.6028131,0.63336766,1.279591,1.3806045,1.2072041,1.1176851,1.048062,0.7184665,1.2413058,1.0913677
fish,0.89791346,0.6097979,1.0753634,0.95119125,0.95686597,0.9434725,1.3568106,1.0847923,0.96075225,1.2249465,0.6975883,1.2174549,1.1230053,0.79236996,1.1870719,1.0630916,0.76185596,0.915643,0.7283845,1.1741018,0.7274699,1.0134159,1.3014867,1.1406808,1.1067586,1.003536,0.6683208,1.0077752,1.2520447,0.6756739,0.9117683,1.2617592,1.1828724,0.84117675,0.81998134,0.9789405,1.2007253,1.0322726,0.47092927,1.2663974,0.9234331,1.0876812,1.0621487,1.2015238,1.274401,1.1230093,1.2194579,0.53473043,0.700847,1.0720263,1.0195754,0.6932998,0.0,1.0991472,0.5677718,0.9041491,0.7283454,1.26769,0.52103686,1.0674309,0.53965765,0.94660276,1.0013329,0.9869661,0.82731044,1.1264914,1.0462395,1.1811154,1.1806462,1.0847241,1.1052852,1.3172183,0.95358545,1.167072,0.8310294,1.1108108,1.2548901,1.2668564,1.2463024,0.6352826,0.6333691,0.6210665,0.855986,0.86247563,1.3844312,1.1535499,1.1104589,1.1086967,0.50786406,0.58080715,0.489941,0.84408975,1.1522981,1.0717934,0.65458,1.038218,1.2510983,1.0273446,1.3939955,0.9418573,1.1752023,0.99073905,1.1118839,0.9957726,1.097368,0.9310936,1.2165043,1.2090335,1.2374568,0.58402723,0.74132514,0.9213746,1.1776121,1.2629483,0.58946407,1.1378222,1.2198099,1.3169744,0.67569345,0.58028716,0.6613063,0.64699596,0.7258808,1.1576138,1.2807693,1.1820642,1.094778,1.2239895,0.6370951,1.1501782,1.1441394
flower,0.92128617,0.97655386,1.2337327,0.89491117,0.97673386,0.8704199,0.8580862,1.0872252,1.2489206,1.1747338,1.0704341,1.0662993,1.0446267,0.8930754,1.1491185,1.0710068,0.94910926,0.8747034,0.965367,0.91364014,1.0389614,1.0214558,0.89712507,0.77535313,0.980975,0.7156536,0.9911348,1.167528,1.0038399,1.0509475,1.0081346,0.9544501,0.9050962,1.0661149,1.0923114,1.0574121,1.13001,1.097688,1.0627763,1.0568454,0.8924295,1.0607967,1.0723609,0.9637738,0.9723094,1.0464962,1.0067015,1.2374618,1.1927611,1.1769929,1.0673307,1.1762311,1.0991472,0.0,1.1961805,0.91196686,0.75013334,0.79874635,1.2012734,1.0598074,1.1177541,1.0554221,0.9752593,1.1599979,0.9911132,1.1737117,1.164871,1.1686454,0.72887444,1.2071563,0.8302693,0.96351683,0.9379098,1.1462939,1.1020793,0.88019985,0.86267704,1.0514344,0.94411474,1.1189691,1.1103455,1.1223724,1.1329395,0.99890244,0.89921945,1.1737442,1.1922163,0.92806846,1.1230247,1.1291538,1.099328,1.0974524,0.97964287,0.29325545,0.9130839,0.9681593,0.8258085,0.9052401,0.91442585,0.7157161,1.0186199,0.8653178,1.1343184,0.9957872,1.1497059,0.84801126,0.99957114,0.9252857,1.0539324,1.1655618,0.96889883,1.2919443,0.83627284,0.95360327,0.9163312,0.902606,1.1471881,0.9690639,1.0113267,1.2442129,1.1031189,1.0796508,1.0712605,0.9156822,0.8899051,0.57400775,0.7468351,0.8963585,1.0727525,0.66772336,1.1518177
foot,1.0741382,0.58520377,1.1766332,1.021579,0.99474096,0.8941176,1.2747263,1.163569,1.1102757,1.3925055,0.56355375,1.157168,1.2743639,0.6829666,1.2646778,1.2032876,0.80060726,0.7585182,0.858948,1.1998447,0.56063163,1.0364027,1.2081308,1.1119381,0.9947729,1.0723636,0.45022297,1.0657859,1.2191532,0.5647904,0.8872963,1.2610836,1.1708914,0.75486773,0.6989462,0.99770886,1.2427514,1.2483687,0.4969964,1.4618788,0.88072515,1.0758985,1.0973186,1.1609361,1.2159729,0.99398124,1.348793,0.50078356,0.62789255,1.2302876,1.1220099,0.42752266,0.5677718,1.1961805,0.0,0.8708182,0.95783937,1.4235349,0.5007198,0.96541476,0.7652565,1.0162457,1.0064126,0.8990672,0.56647325,1.1708568,1.072118,1.2859623,1.2570853,1.1571193,1.0458697,1.3353715,0.84532857,1.1274636,0.8766186,1.3167951,1.2395005,1.3049474,1.2864019,0.61509734,0.4064783,0.40066713,0.6800652,0.68555486,1.2469103,1.2990139,1.109838,1.2026845,0.51571345,0.4741131,0.5780908,0.7044195,1.2839811,1.1415275,0.8991193,0.7796408,1.1099713,0.9549872,1.4091932,0.94872046,1.0397208,1.0127686,1.2854624,0.7551955,0.9239784,0.76302856,1.3573561,1.1054196,1.381178,0.30513704,0.6867907,0.91047686,1.1026419,1.1994029,0.5621853,1.0200715,1.3275716,1.5103531,0.8662617,0.27640927,0.5731343,0.6453543,0.4558717,1.2132597,1.5064378,1.2830181,1.1093898,1.1169548,0.4951378,1.3025274,1.1879084
fork,1.1062263,0.95584774,1.1994462,1.0710058,0.9753976,0.86123836,1.0970757,0.8211991,1.1472597,1.4221065,0.7474325,1.2346597,1.2101637,0.58210087,1.324116,1.1743239,0.74965495,0.90382737,0.83130455,0.96289504,0.9462272,0.69102323,1.0482932,1.0213016,0.96454984,0.8859267,0.8547269,1.1321157,1.2047092,0.8718271,0.79648477,1.1661732,1.0652313,0.7703953,0.9464361,0.927624,1.3721025,1.2106044,0.6320975,1.2999344,0.90431046,0.85233337,1.2973258,1.1117188,1.0503736,0.72225356,1.3765368,0.9559611,1.0613413,1.1298375,1.2333983,0.76702887,0.9041491,0.91196686,0.8708182,0.0,0.85394496,1.0663004,0.9298316,1.0667768,1.0299157,1.2189133,0.996616,1.0219201,0.9792683,1.1983337,0.7818483,1.327432,1.0304259,1.3397545,0.18857396,1.0928214,0.6756482,1.2044611,1.0244058,0.9760879,1.0117376,1.1323774,1.1144644,0.95972776,0.80872244,0.737017,0.94793296,0.9736007,0.967722,1.340452,1.3274298,0.9587551,0.4894805,0.42465198,0.93909335,0.94383246,1.3245022,0.8654754,0.56619716,0.965926,0.9193647,0.8835665,1.1744105,0.8501675,1.1182057,0.5184194,1.3668404,0.9880824,1.1028752,0.70275515,1.2298084,0.743605,1.2698393,0.787976,0.99631876,0.9504936,0.25735462,0.8079214,0.87913287,1.1185547,1.3100171,1.2637765,0.89663017,0.965377,0.908378,0.7173664,0.8512914,1.1185534,1.0210292,1.0071785,0.9637446,0.6256301,0.8576258,1.1264648,1.2426567
frog,0.63575923,0.8019346,1.2864162,0.6082052,0.77351636,0.6473516,1.0509905,1.1686046,1.1076522,1.2730154,0.9365679,1.319403,1.1912264,0.79167366,1.2577193,1.0823808,0.8497386,0.9680819,0.7239015,0.88690054,0.7188618,1.0946606,1.055831,0.5604087,0.9441206,0.9218396,0.81333387,1.1294568,1.3191519,0.7742203,0.818191,1.2158716,1.182648,0.97834307,0.77240896,0.705933,1.3201995,1.1280054,0.78651905,1.1683449,0.9066768,0.75046504,1.0979111,0.9904852,1.182619,1.0215526,1.2484208,1.096886,0.84130603,1.1762071,1.1329672,1.1004294,0.7283454,0.75013334,0.95783937,0.85394496,0.0,1.1028886,1.0466878,1.1538286,0.6327031,1.1259604,0.99538136,1.2374532,0.75097835,1.2190322,1.1286721,1.3437018,1.0693357,1.357789,0.8414084,1.2187235,0.8317688,1.3518245,1.1107055,0.79620856,0.9548093,1.1090829,1.0070136,0.9729425,1.0743778,1.0061065,1.0116397,0.76022756,1.1664526,1.3128242,1.3698788,0.8898954,0.88266486,0.91157484,0.7587779,1.056501,1.1139772,0.7971262,0.643644,0.7101092,0.9320064,0.8804773,1.165592,0.841584,1.266187,0.52168167,1.3027496,0.8951978,1.2876037,0.73086613,1.2368929,1.023718,1.0676299,0.918983,0.8672703,1.1595693,0.8103963,0.8869982,0.78225744,1.0816953,1.3179296,1.1645955,0.7006613,1.051891,1.0163497,0.9487164,1.0354011,0.5482259,0.929034,0.9663615,0.9177397,1.0323768,0.9880212,1.1714138,1.250797
glass,0.94181794,1.3503497,0.8315327,1.0141311,1.1175241,1.1503487,0.75924134,1.062428,1.0648335,0.7727666,1.4220175,0.8772652,0.8148415,1.3958309,0.91775614,0.908484,1.2706239,1.1615267,1.1727167,0.9292297,1.2847829,0.9981445,0.6697809,1.0616205,1.0801811,1.1381505,1.3532288,1.1329731,0.9647096,1.2498609,1.1451826,0.955744,0.7264765,1.1665714,1.1591256,1.0745637,0.88454247,0.76615286,1.4746096,0.6949959,0.9521458,0.9033608,0.9370584,0.8443754,1.0213013,1.0116861,0.78811604,1.1689757,1.2595723,0.99171364,0.81147075,1.2553613,1.26769,0.79874635,1.4235349,1.0663004,1.1028886,0.0,1.3022649,1.0338677,1.13877,0.910235,0.86124074,0.81540084,1.3813645,0.93045706,0.9256809,0.85650325,0.24297404,0.89865834,1.050083,0.864911,1.2104887,0.9341429,0.97381973,0.65813917,0.844831,0.6435185,0.7509222,1.349489,1.4876868,1.4419459,1.079357,1.3284622,0.7987758,0.81136143,0.9231353,0.7819135,1.4133337,1.4226909,1.2437823,1.3745141,0.7841532,0.87760335,1.1130391,1.2339292,0.93279296,1.1480907,0.7130712,1.0294801,1.0036553,0.9868523,0.7653736,1.2616243,1.1299253,1.2586104,0.7756238,1.0133089,0.83704543,1.5437444,1.0454751,1.061435,0.8841638,0.8355808,1.3257096,0.9793169,0.6955706,0.44890767,1.2120769,1.3663651,1.3083513,1.2180564,1.4984865,0.8381355,0.48246664,0.89851505,1.0981817,1.0572157,1.449967,0.7716414,0.9827187
glasses,1.199115,0.5319496,1.1504836,1.0071882,0.9196332,0.86941946,1.3393881,1.2452838,1.0270603,1.289827,0.64161515,1.2719741,1.1510315,0.79335994,1.3011127,1.0465728,0.9160167,0.86635983,0.8233008,1.2287977,0.68462527,1.152214,1.2990751,1.068153,1.1867287,0.9685274,0.67062926,1.011209,1.3306193,0.8545113,0.85941494,1.2090254,1.2034627,0.97190356,0.8403097,1.1039155,1.2667572,1.147315,0.4703011,1.3322508,0.906144,1.1624895,1.05422,1.1643403,1.1863564,1.1530917,1.2451895,0.61487114,0.6902163,1.0096292,0.8348323,0.6524508,0.52103686,1.2012734,0.5007198,0.9298316,1.0466878,1.3022649,0.0,1.1782548,0.6520432,0.7264984,1.0801618,1.018684,0.5171045,1.0557976,1.1289139,1.2599134,1.2865304,1.1616482,1.015897,1.2963898,0.84464335,1.1406815,0.8975886,1.3368652,1.1541796,1.3830214,1.2291296,0.36103165,0.5657262,0.47156274,0.6077831,0.7960694,1.2948506,1.2380809,1.1465929,1.2369308,0.5050389,0.59880835,0.6411519,0.9496331,1.2281537,1.211749,0.87902147,0.96793556,1.1817901,1.0678879,1.2875226,1.1282601,1.1800836,1.1136873,1.130322,0.88687056,1.0901666,0.86602855,1.2315974,1.1959779,1.2241089,0.3587761,0.7314101,1.069197,1.1072891,1.1804488,0.6349944,1.0691601,1.2266924,1.3929758,0.83294606,0.3534875,0.38806832,0.46417987,0.6975569,1.2186091,1.3736007,1.160058,0.9715619,1.1390687,0.38054442,1.2267432,1.1515045
glove,1.0187255,1.2373941,0.785955,1.0514364,1.2354016,1.0004177,0.82359755,1.1425208,0.87611914,0.79033595,1.1561373,0.7532586,0.73513275,1.1155083,0.5235737,0.98643917,1.0903361,1.1681048,1.098835,0.97394425,1.0310761,1.0484636,1.0008118,1.1840765,0.96263885,1.1549631,1.1206235,1.0147513,0.8674289,1.1527537,1.2506874,1.0054017,0.87861323,0.9188502,1.1750247,1.0550038,0.74464375,0.92112327,1.2185054,0.94451046,1.1496794,1.0201322,0.7737589,0.7235702,1.1380849,1.0874381,0.81467426,1.0415571,1.1316806,0.9471654,1.0743258,0.89645976,1.0674309,1.0598074,0.96541476,1.0667768,1.1538286,1.0338677,1.1782548,0.0,1.1263628,1.031525,0.9845944,0.6508008,1.011793,0.9420055,1.0384314,0.66328055,1.0543064,0.73814017,1.1195705,1.0921067,1.2622757,0.9040182,0.8186214,0.9870622,1.107948,0.40649998,0.9788363,1.2303052,1.0164005,1.1482432,0.98939663,1.138231,0.99933076,0.691457,0.7799642,1.0829787,1.1958636,1.150067,1.0292857,0.6646277,0.84922874,1.0587838,1.2327142,1.0476698,0.7936308,1.0894809,1.0525666,0.9965784,0.708007,1.0566701,0.87329876,0.804096,0.68235177,1.0354923,1.0618397,1.0890595,1.0804589,1.0966728,1.0404832,0.74729997,1.0958027,1.0075197,1.2173898,1.1355697,0.88195455,1.0021074,1.0909503,1.0575489,1.2066591,1.0256758,0.8717042,0.9556566,1.0029235,1.1250069,1.0537865,1.1189599,1.1064459,1.1241332,0.9841496
gum,1.0115151,0.60310817,1.2715884,0.6044751,0.6422734,0.7220288,1.0569551,1.3090901,1.0948792,1.3449707,0.89985377,1.4029181,1.1733353,0.8528142,1.294058,1.167553,0.8286642,0.78619194,0.47148067,0.85666597,0.6042556,1.1381739,1.0648198,0.92601115,1.0504007,1.0465088,0.6510275,1.2622825,1.4632757,0.77030313,0.67776644,1.3863394,1.1451962,1.0059016,0.76663566,0.7982635,1.3824525,1.1416733,0.61765957,1.3795941,0.70889264,0.8742511,1.2639214,1.1934583,1.3863947,1.1653537,1.2889376,0.76266783,0.5140894,1.178133,1.1241978,0.74082994,0.53965765,1.1177541,0.7652565,1.0299157,0.6327031,1.13877,0.6520432,1.1263628,0.0,1.0948913,0.8593571,1.0350453,0.7221137,1.2087278,1.1117702,1.3425214,1.1712083,1.3000803,1.0278897,1.4157168,0.76919097,1.1627058,1.0362861,1.0251443,1.0482178,1.131509,0.98747295,0.5730625,0.83129925,0.82838404,0.8352438,0.6151045,1.2633369,1.3662521,1.300066,1.0364795,0.67776567,0.76910317,0.70211273,0.9856138,1.1526433,1.1025213,0.5399667,0.7335355,1.1381739,0.99870735,1.3655775,1.1399753,1.2601165,0.82785624,1.2712277,0.8255452,1.2140126,0.8603312,1.2944777,1.0467116,1.1969243,0.6024891,0.46954483,0.99490994,1.0243338,0.9401338,0.57558763,1.1223022,1.3312721,1.2382784,0.3887484,0.5951528,0.64031637,0.54588103,0.878787,0.81501114,1.10016,1.2320977,0.9732398,1.2465224,0.70206064,1.3882091,1.2508682
hair,0.9022688,1.1825839,0.7594673,0.9868798,1.1905811,1.1921268,1.1767051,1.1749477,0.9164196,0.7077187,1.2373616,0.89056027,0.8371396,1.3284115,0.875119,0.88357115,1.2789135,1.3051057,1.3011098,1.2258127,1.0805482,1.0954287,1.1809955,1.0466537,1.2958689,1.0813247,1.2279234,0.89955026,0.95032656,1.1679506,1.187405,0.8946036,1.0066162,1.0857677,1.0903246,1.132791,0.7631685,0.8542498,1.2510164,0.86894006,1.332099,1.0458167,0.5844846,0.9241442,0.9942761,1.1416717,0.7531235,0.8714611,1.0152649,0.8279337,0.12886012,1.0315177,0.94660276,1.0554221,1.0162457,1.2189133,1.1259604,0.910235,0.7264984,1.031525,1.0948913,0.0,1.0667245,0.7884965,0.806639,0.8115231,1.1225868,0.8048161,1.0287864,0.7062161,1.236474,0.9682479,1.2951217,0.91033065,0.88035893,1.061564,0.9976244,0.9618074,0.94224364,1.0942537,1.1995984,1.1623012,0.7717875,1.2136226,1.1365432,0.8076314,0.732094,1.1048455,1.2176217,1.2814691,1.0577965,1.1721298,0.9169736,1.1630597,1.294448,1.1881666,1.1399788,1.209486,0.8127816,1.1911126,1.0153917,1.2008009,0.5864077,1.1510779,1.1289102,1.2764401,0.7912961,1.3245323,0.8886959,1.1753056,1.155325,1.0858715,1.2528083,1.11338,1.2022117,1.0850102,0.64411813,0.872219,1.2497251,0.8756288,1.0739019,1.1537673,1.2596433,1.0630146,0.9673759,0.9253794,1.1334159,1.1977382,1.1563686,0.85591334,0.9841256
hamburger,1.0342236,0.96899915,1.0052269,0.81742674,0.9579546,0.7742784,1.0727116,1.2021714,1.0240381,1.2058711,1.2196448,1.2037926,1.0118299,1.1185807,1.0731591,1.1893696,1.1385548,1.121423,1.0548242,1.0673176,0.5305455,1.1602975,1.0543805,0.86350626,1.1803708,1.1052563,0.8472558,1.1790417,1.2744882,0.6220188,0.9211106,1.2021983,1.0031052,1.0177813,0.80366755,0.7291018,1.2072133,0.69046533,1.1965091,1.2066838,1.0699924,0.8049445,1.0214937,1.074897,1.2442609,1.1181898,1.1269553,0.85589,0.65607417,1.0159357,1.0547827,0.8276266,1.0013329,0.9752593,1.0064126,0.996616,0.99538136,0.86124074,1.0801618,0.9845944,0.8593571,1.0667245,0.0,0.80670464,1.1333597,1.0257117,1.0189941,1.0491685,0.83207536,1.1251497,0.99219847,1.2101068,1.0241076,0.9485637,0.87758917,0.6609573,1.0680236,0.79218745,0.31450087,1.1605046,1.17228,1.151205,0.9675738,0.7479495,1.1414247,1.1029513,1.1237363,0.90812993,1.1655213,1.0939834,0.8244089,1.0994802,1.0099525,0.9887593,0.8567034,0.68001133,1.119347,1.1203885,1.1607977,0.97849137,1.0812117,0.97080964,1.078374,1.0816934,1.1240724,1.1612322,1.1264226,1.0445513,1.1444284,1.1490059,0.7960147,1.1113861,0.90958214,0.9116087,0.95510083,1.1180474,1.0675347,1.0418332,1.0845397,0.9874726,1.0272348,1.0789723,1.1516557,1.0334085,0.8912231,1.0546426,1.1454384,1.2639148,1.1717521,1.1128318,1.1173693
hand,0.97061193,1.2994419,0.41985404,1.1068767,1.3143778,1.1794317,1.162058,1.2076168,0.9196632,0.9042151,1.3271418,0.95250195,0.74120903,1.2929624,0.8406404,0.94312257,1.3375611,1.3841558,1.386452,1.2257733,1.0719233,1.0728168,1.1827064,1.2529917,1.306469,1.3327327,1.0714118,0.97622234,1.0590173,1.0636524,1.2533233,0.9950181,0.81865394,0.9372279,1.155551,1.0942943,0.8698923,0.62551594,1.3365891,1.032694,1.3581107,0.99233615,0.6928296,0.90461063,1.0840563,1.051266,0.85116225,0.7988368,0.9813963,0.7213433,0.8122262,0.48890537,0.9869661,1.1599979,0.8990672,1.0219201,1.2374532,0.81540084,1.018684,0.6508008,1.0350453,0.7884965,0.80670464,0.0,1.2574985,0.68061364,0.90521103,0.65928364,0.9179926,0.7688247,1.1191887,1.0791006,1.3251591,0.7175165,0.4982409,0.9039007,1.1261443,0.5483122,0.8520006,1.2718834,1.248652,1.184857,0.7258436,1.1625664,1.0782927,0.7819983,0.7686584,1.0476446,1.1778567,1.0794737,1.0094808,1.1271427,0.9961089,1.238509,1.3169798,1.0555625,1.2074252,1.2968143,0.99759066,1.1303656,0.90612954,1.1466131,0.7521513,1.1160991,0.9315199,1.3732255,0.9269676,1.2463005,1.0195794,1.1768888,1.0603703,0.8540728,1.0461822,0.97797275,1.1424801,1.1836725,0.7260822,0.9087792,1.3587468,0.6962586,1.0509169,0.945575,1.2139599,1.1434518,0.8706596,1.1370631,1.2257079,1.2590513,1.2448664,0.9785824,0.9212122
hat,1.1706376,0.5351436,1.4318681,0.7974777,0.6874069,0.7148138,1.1059126,1.223572,1.2015722,1.3617988,0.63683033,1.3100196,1.1549501,0.69215196,1.3163099,1.139201,0.81231415,0.66730714,0.5898322,1.0039692,0.5449655,1.2294934,1.1122545,0.8328581,0.978145,0.7816241,0.6464487,1.1438365,1.2654347,0.87228894,0.81416893,1.1999456,1.2035778,1.0416901,0.81331396,0.9987625,1.3230509,1.3932974,0.5277674,1.3509309,0.724825,0.9767129,1.1529778,0.9972204,1.1893156,1.1403973,1.2761176,0.868517,0.68140537,1.2280557,0.9654623,0.89167315,0.82731044,0.9911132,0.56647325,0.9792683,0.75097835,1.3813645,0.5171045,1.011793,0.7221137,0.806639,1.1333597,1.2574985,0.0,1.2617635,1.3358328,1.4140737,1.291857,1.3669386,0.92814904,1.318471,0.6851702,1.256676,1.1075777,1.2089883,1.1204495,1.2732338,1.1649098,0.48785716,0.60502416,0.5992436,0.7418376,0.5611282,1.2084123,1.3169425,1.3227886,1.2157106,0.655385,0.7210694,0.86252034,0.78048086,1.1931121,0.96094644,0.7720493,0.6120295,0.94696164,0.8533627,1.2548239,0.9561823,1.1116456,0.939926,1.32872,0.72393954,1.1006604,0.57631665,1.3507636,0.99079543,1.2226938,0.4269423,0.71811604,1.1386248,1.0457497,1.0776409,0.6116815,0.9902534,1.336761,1.4280727,0.62022984,0.62760544,0.6396888,0.64098823,0.6537601,0.8764646,1.3410408,1.1142783,0.8080041,1.0519884,0.47237623,1.2730321,1.2668542
horse,0.75162464,1.3124692,0.5348566,1.1152022,1.2204442,1.1501714,1.2022352,1.1209414,0.6260209,0.66628295,1.3037665,0.9682335,0.859159,1.266892,0.7796808,0.49293113,1.3681257,1.405904,1.359755,1.224565,1.2231814,1.1437612,1.1812205,1.1039485,1.3171544,1.189133,1.3112586,0.6023625,0.9981504,1.216003,1.1885514,0.950602,1.049042,0.97966796,1.1799765,1.0111974,0.80957425,0.64590377,1.2961829,0.80266654,1.410191,1.1002669,0.52270365,1.0055907,0.9811511,1.1880949,0.72418773,1.1169463,1.1526269,0.27778828,0.780423,1.0225027,1.1264914,1.1737117,1.1708568,1.1983337,1.2190322,0.93045706,1.0557976,0.9420055,1.2087278,0.8115231,1.0257117,0.68061364,1.2617635,0.0,1.0334885,0.6771068,1.0354366,0.6389138,1.1925646,0.87813604,1.2675695,0.6809816,0.85770357,1.1254139,1.040035,0.7852965,0.92558706,1.1625618,1.3303552,1.2912399,1.0194768,1.2930768,1.1031914,0.6803249,0.71285784,1.1099916,1.2444472,1.2620764,1.2066427,1.2652481,0.90311444,1.3138576,1.3428025,1.2385395,1.1651797,1.2295265,0.95732135,1.2095242,0.97992927,1.2368228,0.6233371,0.98479897,0.9318762,1.3282173,0.8580748,1.2228014,0.7245457,1.196129,1.221076,0.9423185,1.2046404,1.0551653,1.286093,1.1408383,0.6359595,0.8097139,1.3213392,0.9414181,1.1159476,1.1403027,1.2882342,1.1550634,0.8941145,0.8967917,1.1264782,1.1913699,1.190213,0.90300804,0.5807054
hose,1.0120052,1.240754,0.84323514,1.2628314,1.164466,1.1159892,0.94425744,0.743315,0.8229376,0.9452718,1.0425664,0.9088451,0.8900864,0.9964893,0.8752303,1.1658328,1.0039737,1.0526415,1.1648088,1.0352215,1.2490873,0.7358717,0.88033956,1.2626599,0.93733025,1.1513548,1.1687485,0.7584746,0.910175,1.0303555,0.8360698,0.9223677,1.0235553,0.8733626,1.0873705,1.1187229,0.9503506,0.9751751,1.1131605,0.9436139,1.0915484,1.0533978,0.9963996,1.0696659,0.84529215,0.8436239,0.9465891,1.0522532,1.2118167,0.88870245,1.1248031,0.9109681,1.0462395,1.164871,1.072118,0.7818483,1.1286721,0.9256809,1.1289139,1.0384314,1.1117702,1.1225868,1.0189941,0.90521103,1.3358328,1.0334885,0.0,0.89561176,0.9423737,0.9762189,0.83443874,0.90098435,0.892533,0.89098525,0.9938586,0.91729033,0.917748,0.91801,1.122642,1.2250338,1.0407256,1.0097452,1.053528,1.2433193,0.8981821,0.95976806,0.92438066,0.903988,0.9122164,0.88362455,1.0711707,1.0615313,0.9616997,1.110067,1.0785303,1.1999375,0.91482705,0.96461165,1.0060687,0.9354704,0.9865377,0.82688046,0.9964538,1.0750833,1.0118797,1.0888023,0.8760244,1.0052974,1.0132585,1.1279862,1.0302823,0.73333585,0.6976075,0.703148,1.1679899,1.0264856,0.99115586,1.0032973,1.1651343,1.1608347,1.0684879,1.1237112,1.0412574,1.17565,1.0258391,1.0514476,1.2076383,0.7939295,1.169518,0.96542436,0.9604237
jacket,0.86735576,1.4617832,0.3644482,1.2298251,1.4469025,1.385417,1.0229465,1.0604557,0.6843343,0.48490143,1.3790829,0.6556476,0.5577309,1.4559721,0.512059,0.78639936,1.3822608,1.4408095,1.489425,1.1937041,1.3713111,1.102085,1.1202042,1.1483614,1.2431011,1.2732726,1.4366356,0.8050147,0.66708404,1.3045394,1.3926041,0.7637815,0.8900363,1.0430783,1.216274,1.1733346,0.5178643,0.6026628,1.532688,0.64949,1.4545794,1.0743673,0.62637943,0.9053993,0.8710805,1.0970713,0.41838217,1.089606,1.2988958,0.69038844,0.7928575,1.109875,1.1811154,1.1686454,1.2859623,1.327432,1.3437018,0.85650325,1.2599134,0.66328055,1.3425214,0.8048161,1.0491685,0.65928364,1.4140737,0.6771068,0.89561176,0.0,0.95478004,0.33126372,1.3440257,0.79960346,1.5209516,0.6454047,0.7462473,1.0175493,1.0729647,0.60343134,0.8916017,1.4265532,1.2841547,1.2989707,1.1520581,1.4562783,0.96265817,0.381433,0.3291471,1.0092058,1.452997,1.4184548,1.1659503,1.2212068,0.83302504,1.2869515,1.5087763,1.3709273,0.9795558,1.2537179,0.7565172,1.1947345,0.516799,1.2406065,0.31190467,1.1719013,0.63043296,1.3719702,0.7107619,1.2805808,0.7921423,1.4788748,1.3694019,0.86319536,1.3062525,1.0998129,1.3999991,0.93766826,0.21428865,0.6403432,1.4134383,1.2499003,1.4023114,1.3112339,1.228913,1.1507903,0.8155469,1.0033257,1.2032636,1.2250621,1.40101,0.86311364,0.56395227
