,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,mop,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
eye,1.2370032,0.8387742,0.9364622,1.1256931,1.1011655,0.93325746,0.86273533,1.0360436,1.1476146,1.2429197,1.0904692,1.210904,0.9246431,1.1815952,1.1864514,0.9763777,1.1346227,0.98961985,1.0668229,1.0162971,1.2449917,0.8685184,1.0843061,1.2108126,0.85514206,1.0189025,1.0815852,0.70436716,1.0450015,1.2301172,1.1798692,0.9057785,1.1109853,1.0661234,1.0327926,0.93874586,0.95365953,1.0762541,1.2154807,0.957188,0.7824162,1.2971483,1.012071,1.038902,1.1500232,1.0685548,1.20236,1.0595537,1.0778098,0.9882274,1.0271611,0.0,0.8939137,0.5032506,1.1041665,0.9816832,1.1402118,0.91535753,0.97368234,1.0058593,1.2500787,0.29798508,1.0370104,0.7600173,0.98282534,1.1216816,0.8846847,0.7263541,1.0254577,1.0537359,1.160233,1.1486987,1.0904927,0.84745824,1.2212344,1.0141045,0.61534876,1.050767,1.1732758,1.0358305,1.1085296,1.1284801,1.1770766,0.70158416,0.962353,0.7118821,0.486318,0.96190083,1.1905597,0.96405554,1.1681788,1.1139587,1.1649045,0.82338995,0.84136766,0.8204001,1.0934706,0.9630822,0.89530975,1.032458,0.99389076,0.93833256,1.1767282,1.1880759,0.5696406,1.2569983,1.0926822,0.96423846,1.114409,1.066304,1.15005,0.94886327,0.9810613,0.798172,1.1604285,1.1644688,1.1597693,0.7379587,0.97887784,0.8432322,0.92423457,1.074108,1.1934619,1.191321,1.2599145,0.86025673,0.51950806,0.77119476,0.85170496,0.9689548,0.9633881,1.1662719,1.1458062,1.0620215,0.5580331,1.143022
face,0.7924811,1.1847655,1.1551898,0.9823365,0.8202685,1.1230994,1.0825318,1.2188433,1.2973728,0.98085546,0.9459141,0.6926875,1.3096384,1.1181452,0.7801862,1.201973,0.9519899,1.313385,1.2204854,1.245434,1.0216422,1.1689937,1.114943,1.246176,1.1613656,1.3470628,0.95351404,0.97992265,0.79562336,1.1151735,0.95585585,1.3277397,1.0776658,0.9272796,1.118064,0.99096864,0.7810954,1.165293,0.80973625,1.2142704,1.2684237,0.7905131,1.2998681,1.0379859,0.73076946,0.8424382,1.0053785,1.1266483,0.87579453,1.0925248,0.85209846,0.8939137,0.0,0.94108164,0.815094,1.311168,1.1061425,1.0091735,1.3630396,1.0269597,0.813818,0.751788,1.3042896,1.0900156,0.2322427,0.98302054,0.72795844,0.87232274,0.7981349,0.928212,0.7657554,1.1933899,0.85161227,1.375449,0.92902905,1.2435443,1.0199763,1.150634,0.98491514,0.8891153,1.2379962,0.89072573,0.9323652,1.0773473,1.3780379,1.2469027,0.83410835,1.1368188,1.2968388,1.0391111,0.64733565,0.7425593,1.0388213,1.2402958,1.3167739,1.2267976,0.6813197,1.2389079,1.2274008,1.2874424,1.289395,1.1599001,1.1896716,0.92370945,1.046462,1.1188388,1.0094683,1.0720655,0.4229715,1.2264537,0.44335932,1.2825692,0.968599,1.2973126,0.8027376,1.3416026,0.9477776,1.1858693,1.2673146,1.0511469,1.3677666,0.9539609,0.9643794,0.6630236,0.76852286,1.2084196,0.95260006,1.1809914,1.2130601,1.4001558,1.092603,0.8988124,0.88170755,1.2288706,1.1475062,0.93486124
finger,1.2836932,0.57177293,0.77201396,0.9281534,1.1316024,0.9192783,0.8101408,0.967058,1.3126249,1.3028938,1.247659,1.3384233,0.74455285,1.1689942,1.242219,0.84983826,1.2819042,0.9183768,0.9353776,0.90988016,1.4152315,0.68269557,1.2022659,1.2162255,0.7776454,0.8978808,1.1797428,0.3497579,1.1330022,1.2542089,1.2441605,0.9844568,1.2274808,1.1016395,1.1009728,1.0867678,1.034257,0.9684328,1.1945125,0.7895161,0.6009808,1.4744122,0.899655,1.1258208,1.2108499,1.1042961,1.2893046,1.138964,1.2272816,0.8466353,1.1605715,0.5032506,0.94108164,0.0,1.3281531,0.9801013,1.0976015,0.9182855,0.85869974,1.0585662,1.2776597,0.41736794,0.8867882,0.66661245,1.0248199,1.0081556,0.48259276,0.6159278,1.1555357,1.0805961,1.235504,1.2455761,1.0152009,0.6753229,1.3407805,1.0658528,0.5233004,0.91254133,1.2411431,1.0121548,1.1963705,1.2578702,1.2450974,0.5264338,0.8801364,0.544878,0.31049645,0.80763435,1.337726,1.0018374,1.2297667,1.110064,1.2238784,0.66445255,0.61162007,0.6978337,1.1622068,0.67284477,0.73746234,0.96157753,0.931857,0.83698696,1.3203467,1.2298553,0.58139646,1.3789055,0.95272493,0.99298745,1.2040887,1.1670196,1.1669216,1.0328858,1.0016856,0.6540873,1.257753,1.0353789,1.292146,0.5263148,0.9591338,0.69972605,0.76571286,1.1816561,1.3454392,1.2779404,1.3404655,0.9697369,0.10461974,0.49702853,0.6940594,0.93394625,0.9787298,1.2245715,1.2551413,1.0682772,0.44954616,1.3216245
firetruck,0.8298311,1.2283968,1.2178689,1.0971502,0.7803227,1.1319494,1.1772088,1.1535463,0.9324686,0.72902197,0.7505556,0.6546031,1.3423405,1.088167,0.7989819,1.1456804,0.8030548,1.1097205,1.1635247,1.1094767,0.7509076,1.2810115,0.9388375,0.99963516,1.1282347,1.2905886,0.86117876,1.1774876,0.96077657,0.99949497,1.0686669,1.1925117,0.9165938,1.0026298,0.9004195,0.92841256,0.98271054,1.1422129,0.92636716,1.2513883,1.2920734,0.51103497,1.2151464,0.8384266,0.88499045,0.8991981,0.822245,0.81007534,0.750728,1.1696959,0.7370343,1.1041665,0.815094,1.3281531,0.0,1.2467725,1.056666,0.9690521,1.3038781,1.042609,0.80748844,1.1863794,1.2461616,1.1106803,0.8722804,1.058153,1.0858192,1.295811,0.8038565,0.9965566,0.7610504,1.1296884,1.0194387,1.3999587,0.7573016,1.1860808,1.2725201,1.1149217,0.8538238,0.93860334,1.1146215,0.860494,0.9648667,1.233914,1.3416612,1.4299655,1.261987,1.21233,0.8978116,0.9872052,0.78537315,0.90934557,0.9126861,1.253615,1.3418355,1.302753,0.8710211,1.3728297,1.3115509,1.2720501,1.1602569,1.2187554,1.0381839,0.9745132,1.2113936,0.58794487,1.2028422,1.0392659,0.7161799,0.9960355,0.74914765,1.0358632,0.98622966,1.3679173,0.69012964,1.1536388,0.6512598,1.3224144,1.2343024,1.0059459,1.3457901,0.97608286,0.79570484,0.72046775,0.6782625,1.0271397,1.3742394,1.3492463,1.2780905,1.2938323,0.9673064,0.7363354,0.7723812,1.1620162,1.2728356,0.7636912
fish,1.2828304,0.7298151,0.6667427,1.1401358,1.3896567,0.62192684,0.6900846,0.79915285,0.83563274,1.2470615,1.0446388,1.4286532,0.9318918,1.1558388,1.3428711,0.7525834,1.240431,0.6678053,0.6777724,0.6952061,1.1664273,0.78047925,0.97808665,0.8185445,0.7532365,0.7090947,0.9351825,1.0440016,1.0650042,1.1897224,1.1050335,0.5483146,1.1515253,1.20649,0.8904559,1.1674342,1.0225276,0.9695536,1.2724067,0.7271061,0.57295436,1.43259,0.67188317,1.3074743,1.0887127,1.1762605,1.1994358,1.0378269,1.28802,0.7637938,1.3267174,0.9816832,1.311168,0.9801013,1.2467725,0.0,0.84252375,1.09198,0.6386505,0.83060527,1.3151224,0.9877278,0.6814723,0.9417326,1.329138,1.0694818,1.2933793,0.81136435,1.2502015,1.1970114,1.387482,0.84936416,1.2164319,0.5984486,1.3376261,0.72571623,1.0202205,0.75127876,1.0633528,1.3362696,0.7728021,1.1693473,1.2093818,0.72535956,0.5677769,0.655565,0.8637017,0.6988127,1.0105611,0.90582573,1.366177,1.3779097,1.1428807,0.60562706,0.64490193,0.60159886,1.1928643,0.66970444,0.7404884,0.47285056,0.75431,0.69331175,0.8634848,1.193345,0.80187154,1.1841651,0.99154335,0.96788895,1.2895969,0.8053212,1.3901281,0.8893313,1.2700016,0.6263847,1.2422019,0.8553228,1.2895298,0.6689693,0.5254099,1.1947154,0.5761797,0.9810701,1.0837207,1.4201674,1.4856274,0.7168485,0.865849,0.71326494,0.7485867,0.57391834,0.7639113,1.3415686,0.90610236,1.0286613,0.7812886,1.0832937
flower,1.0635657,1.0676844,0.64928705,0.98920745,1.2706627,0.8106265,0.90519935,0.41106898,0.8859695,1.3057251,1.1266475,1.2861171,1.1928662,1.2559063,1.1752884,0.9487698,1.1495674,0.8302371,0.8104859,0.8624808,1.0218343,0.676301,1.0784769,0.86992526,0.92941105,0.9825291,0.96380347,1.1364965,1.1956856,1.2423056,0.7624007,0.89602757,1.2157712,1.1199311,1.036357,1.0882953,0.79486644,0.8720006,1.2737911,0.63336205,0.8262981,1.193347,0.84331,1.0629133,1.1096061,0.94549197,1.2242548,1.1411787,1.121674,0.700257,1.1371481,1.1402118,1.1061425,1.0976015,1.056666,0.84252375,0.0,1.1200591,0.7589704,0.5247679,0.9651152,1.0300466,0.9519812,0.83335793,1.1197867,0.91776365,1.1588038,0.97209316,1.1341898,1.2848064,1.2624531,0.95868593,1.2881625,0.8392536,1.2676241,0.97790605,1.0805889,0.6290385,0.9837286,1.1134644,0.97197837,1.0014946,0.86627984,0.9415436,0.81290126,1.0093616,1.0703142,0.68133295,1.0925678,1.1562635,1.2181935,1.2976968,1.0366831,0.9166888,0.87425643,0.66754997,1.0660001,1.0481437,0.6490252,0.63261914,0.801965,0.7963499,0.9456921,0.9825477,1.1272129,1.0962834,0.9585767,0.8504172,1.1052887,0.880494,1.2230908,1.0586706,1.2310894,0.8979362,1.2496808,1.0502794,1.1838249,0.9451172,0.7759331,1.1792716,0.73951757,1.0549378,1.0874323,1.1831317,1.184282,0.78712726,1.0799103,0.8403202,0.82242495,0.8116958,0.65821147,1.0957607,0.9728505,1.0523294,1.0437391,1.1197716
foot,0.8745351,1.1043323,1.2341876,0.88919485,0.8791968,1.0451952,0.91757345,1.1497691,1.0465572,1.091571,1.0840706,0.9397644,0.88545847,0.9113784,0.8396707,1.1486995,0.84984916,1.2029531,1.2716271,1.2108139,0.9972223,1.0365846,0.951252,1.001309,1.0678153,1.2040846,1.0127729,1.0044308,0.9851378,0.98952955,0.9922038,1.1890222,1.0886157,0.9284392,1.0281563,0.84330225,0.9795471,1.0147665,0.91011405,1.0954927,1.2846031,0.9977448,1.2204881,0.8500161,0.8799585,0.7547552,1.1643301,1.0132223,0.89971936,1.1493953,0.9030796,0.91535753,1.0091735,0.9182855,0.9690521,1.09198,1.1200591,0.0,1.2425746,1.0027577,0.96892154,1.0779134,0.7081014,0.98730165,1.0154845,0.8363459,0.71423286,1.0248053,1.0382216,0.84950715,0.931797,1.0209165,0.9744868,1.2144175,1.0201634,1.0904984,0.98061824,0.9873385,0.97754806,0.5794981,1.0337625,0.95903224,0.81887615,1.1674117,1.2272693,1.120638,0.9137662,1.2220325,0.9832038,1.0879666,0.9330642,0.8594222,0.9687085,1.2635467,1.2256057,1.25113,0.89010686,1.0973973,1.1516292,1.2134224,1.2633095,1.1184727,0.80930156,0.95481557,0.9277869,1.1160212,0.9710214,0.9565666,1.0745704,1.1459781,0.9574253,0.46059203,0.7856934,1.178745,1.0846605,1.1567565,1.0724776,1.172239,1.2108345,0.6000606,1.263884,0.9268464,0.95599276,0.98140496,0.947697,1.1553273,0.88716155,1.2255452,1.1633455,1.1998084,1.0542765,0.9505918,1.0768281,0.9742491,1.0068057,1.1360035
fork,1.5314317,0.7558894,0.58992255,1.0514804,1.4390965,0.80347455,0.9553695,0.6460586,0.87286484,1.2868516,1.285236,1.5742635,0.7829028,1.1586782,1.4958154,0.72796774,1.4572307,0.5263603,0.50065386,0.50409025,1.1821659,0.48788488,1.0197393,0.89096576,0.70705026,0.58948547,0.9495226,0.93579894,1.3419207,1.1109663,1.1389794,0.5667398,1.214962,1.2882385,1.039498,1.1679157,1.134772,0.8809264,1.4532685,0.43606806,0.38782763,1.5283463,0.43145466,1.1938052,1.4084636,1.3144476,1.2129498,1.0251021,1.439692,0.70279455,1.3158557,0.97368234,1.3630396,0.85869974,1.3038781,0.6386505,0.7589704,1.2425746,0.0,0.9777728,1.2809013,0.7660381,0.8614478,0.8495866,1.391094,1.0539865,1.302956,0.69438887,1.28667,1.2504071,1.5089931,0.79226476,1.341902,0.2243743,1.307905,0.691357,1.0181879,0.8334861,1.0943695,1.4712869,0.77528137,1.2260661,1.1740615,0.59329724,0.43320388,0.49919033,0.9136583,0.62125057,0.99161875,1.056589,1.4986966,1.5293908,1.1878777,0.4446056,0.35910612,0.35812712,1.3541615,0.7009195,0.35653293,0.52341884,0.24001408,0.5915731,1.0202665,1.1440644,0.87686706,1.1533569,1.0269179,0.90158826,1.4217337,0.744917,1.5168856,0.8399546,1.3216679,0.36825752,1.3536873,0.7222476,1.2436495,0.45678788,0.50723517,1.2876772,0.052404106,1.1422209,1.152424,1.4905435,1.4298937,0.5744051,0.7979832,0.3818236,0.5347247,0.49056685,0.84392554,1.3336985,1.1601131,0.85226834,0.5835388,1.2476618
frog,0.78866905,1.2233711,0.78369206,0.9773756,1.152118,0.853186,0.7950953,0.48490167,0.94516844,1.2073935,1.0776916,1.1606685,1.1986517,1.1772135,1.0911814,0.9662305,1.021029,0.91132224,1.2284875,1.1493084,1.0196426,0.7113372,1.0715448,1.015839,0.71513003,1.2681189,1.09695,0.95687246,1.088954,1.2189573,0.7149977,0.9318382,1.2090852,1.1619579,1.052603,0.81995404,0.54808444,1.0044445,1.133539,0.75344807,0.92818147,1.0440886,1.1994158,0.8413252,1.0054739,0.6969915,1.264507,1.0378041,1.0076205,0.76738596,1.2071636,1.0058593,1.0269597,1.0585662,1.042609,0.83060527,0.5247679,1.0027577,0.9777728,0.0,0.8434037,1.1032261,0.96243423,0.6488879,1.1301694,0.906525,0.98659074,1.1026012,1.2272528,1.0156152,1.2089798,1.0728998,1.2221777,0.92372227,1.1259934,1.162543,1.0347342,0.71375775,0.9869797,0.9522363,1.1835399,1.0652057,0.84513235,1.1885456,1.1270092,1.2064605,0.9715238,0.8118149,1.2431387,1.1971823,1.2000251,1.1779854,0.914699,1.0881841,0.88460547,0.8228961,0.92528784,1.2062863,0.77842784,0.92287993,0.9854036,1.1654711,0.87770545,0.84145725,1.0294758,1.1740079,0.9708647,0.77780443,1.1278833,0.6401691,1.1666691,1.0598915,1.1833892,0.98529166,1.2300296,1.1784152,1.1616205,1.1560957,0.87351626,1.0079249,0.9026034,0.837073,1.1191103,1.2002052,1.0783318,0.787938,1.073967,1.0932076,0.7318497,1.0961053,0.53765374,0.9406726,1.0293418,1.0204473,1.1656809,1.2151878
glass,0.51753914,1.2902893,1.2907917,0.8550885,0.74559677,1.3157921,1.1292976,1.2082087,1.0184976,0.8339269,0.8086009,0.6684498,1.2150182,0.773144,0.66576165,1.2401876,0.7403172,1.2317977,1.3505498,1.2961441,0.78550786,1.234016,0.90289575,1.0133796,1.1414413,1.3460324,1.0344096,1.0977472,0.73779905,0.7422899,0.7365111,1.3811738,0.9147621,0.89106274,0.89167905,0.73258126,0.8006371,1.1571908,0.6701288,1.2601335,1.4881768,0.5425915,1.3404124,0.7794415,0.6359597,0.7999773,0.90500474,1.0705851,0.80851936,1.1952221,0.9157628,1.2500787,0.813818,1.2776597,0.80748844,1.3151224,0.9651152,0.96892154,1.2809013,0.8434037,0.0,1.2954347,1.2468615,1.0942544,0.812129,0.92727476,0.8217441,1.384314,0.90887874,0.85024375,0.7434562,1.010137,0.8621284,1.3777027,0.53686666,1.2314985,1.1333256,1.2524832,0.99725586,0.7701709,1.1883806,0.7814522,0.6897962,1.427248,1.4295185,1.4968362,1.2808754,1.2713163,1.0290806,0.9817025,0.6781917,0.7147294,0.9199055,1.4523557,1.3737285,1.3829496,0.7373051,1.2994642,1.2322912,1.2724631,1.2738078,1.4319242,0.85962445,0.65517294,1.3606353,0.85806936,0.8085524,1.0460894,0.78264135,1.0352045,0.6551003,1.232445,0.8846735,1.4736276,0.8587934,1.080495,0.8257651,1.4950404,1.4480317,0.9910053,1.3124747,0.77634513,0.8920438,0.6879204,0.47114426,1.2513695,1.3591242,1.4394956,1.2279364,1.4298394,1.2012846,0.61509156,0.83681774,0.88573766,1.4529483,0.7615184
glasses,1.3566463,0.74616206,0.76202315,1.0614493,1.196485,0.8930445,0.90765333,1.015448,1.2173312,1.3378134,1.2073419,1.3322458,0.9482752,1.285799,1.3038325,0.9131902,1.3345747,0.9132251,0.74171245,0.78854656,1.326627,0.7931848,1.1738031,1.1824796,0.8515229,0.90409917,1.0345091,0.70700574,1.1223941,1.3183098,1.2052084,0.88654464,1.2219477,1.1370128,1.1152097,1.0597981,0.95886344,1.0681671,1.3194845,0.8494305,0.58657897,1.4065434,0.73064077,1.1656008,1.2146938,1.1643602,1.2496365,1.1097299,1.2213233,0.89291203,1.1113111,0.29798508,0.751788,0.41736794,1.1863794,0.9877278,1.0300466,1.0779134,0.7660381,1.1032261,1.2954347,0.0,1.0577396,0.750077,0.8754015,1.1206058,0.919452,0.4682837,1.0658835,1.1726975,1.2680991,1.140612,1.1204491,0.7133175,1.3278434,0.9506416,0.6298645,1.029555,1.1965911,1.1915348,1.1146584,1.1344864,1.2858888,0.4088099,0.7935697,0.5574534,0.39362097,0.8033005,1.2422837,0.9827143,1.2630514,1.2186148,1.2520629,0.60146403,0.69183695,0.6336497,1.1267258,0.8488265,0.78076947,0.9240209,0.8411667,0.7211032,1.233798,1.1873956,0.6249089,1.3024085,1.0129987,1.0548944,1.1110699,1.0727949,1.1626879,1.0650526,1.1028595,0.61141187,1.2305851,1.144455,1.2034438,0.46035004,0.87342954,1.0305285,0.70827377,1.1746485,1.2270887,1.3047644,1.3760469,0.8251438,0.40414762,0.46665716,0.7705544,0.8367414,0.90214986,1.3014765,1.1702994,1.1012788,0.3646524,1.2248051
glove,0.98791474,0.9383166,1.0611993,0.79886913,1.0264087,0.9123718,0.9244435,0.88114655,0.8889946,1.1858369,0.98674095,1.2545252,0.777609,1.1264703,1.0191486,1.117038,1.0223017,1.0003647,0.97989917,1.0824121,1.1647748,0.79627883,0.97078586,0.8123642,0.8746682,0.88068163,0.97656864,1.0911856,1.0847634,1.0400889,1.0646702,0.89281285,1.0865089,0.91806215,1.0620534,1.0508137,1.1975693,0.93454057,1.1737566,0.72903985,1.0086305,1.3290967,0.90091264,1.0676427,1.0178075,0.84355557,1.1985755,1.0812603,1.0289233,1.022252,1.1058211,1.0370104,1.3042896,0.8867882,1.2461616,0.6814723,0.9519812,0.7081014,0.8614478,0.96243423,1.2468615,1.0577396,0.0,1.0151697,1.2863615,0.82074475,0.8116585,0.7877381,1.1249509,1.1860704,1.150954,0.83883053,1.175685,0.77831227,1.3261261,0.8862098,0.88066494,0.8744793,0.97293323,0.64189214,0.84220076,1.064376,1.0678062,1.0397911,0.6880862,0.7998161,1.0495502,1.0590436,0.84736466,1.0747275,1.1241856,1.1291982,1.0269123,1.0426673,0.97750294,0.9318539,1.0126709,0.8578817,0.8331216,0.90463454,1.0547426,0.74066615,0.68029433,1.1318088,0.93626773,1.106989,0.82713795,1.0130664,1.2711036,0.8652791,1.2930839,0.4825552,0.98401517,0.7437102,1.2692094,1.0511795,1.1752684,0.9224132,0.82709825,0.63457644,0.8431532,1.1159104,0.9463877,1.1739044,1.3140473,0.9866457,0.7619419,0.91310775,0.73935086,0.69759214,0.88310146,1.1567459,1.2465057,0.9041049,0.8428143,1.2293783
gum,1.2037671,1.015431,0.65501547,0.81987256,1.208814,0.59578574,0.61292523,0.6902274,0.9217724,1.2705617,1.2248647,1.3860847,1.1635773,1.3730677,1.1112902,1.0595695,1.2854996,0.729404,0.9240034,0.854783,0.96155274,0.63187796,1.2732244,0.88200366,0.7767947,1.1359754,1.1274477,0.8925323,1.3477464,1.4026487,1.1016338,0.7190574,1.4223118,1.3768059,0.9554215,0.8150324,0.7399422,0.86827403,1.3927685,0.7150878,0.7119084,1.3191539,0.87947845,0.66129345,1.3274504,0.9867421,1.4053078,1.1502974,1.1527295,0.63292825,1.2975401,0.7600173,1.0900156,0.66661245,1.1106803,0.9417326,0.83335793,0.98730165,0.8495866,0.6488879,1.0942544,0.750077,1.0151697,0.0,1.2034698,0.8618095,0.869733,0.9451964,1.2916405,1.2109855,1.40668,1.0210127,1.3902409,0.90025634,1.3840882,1.0253904,0.91285926,0.6596756,0.7927433,1.0280007,1.1839612,1.1786156,0.96611816,0.6802071,1.0313632,0.97725993,0.76595116,0.7020868,1.4152359,1.1129819,1.2827923,1.4162396,0.8705861,0.85417056,0.8043892,0.6876832,1.1234946,1.0985273,0.7406999,0.931579,0.72549796,0.85427195,1.0809639,0.96702737,0.63726497,1.3084339,1.1909994,0.8318811,1.2466798,0.8770573,1.3296385,0.9873611,1.2259622,0.94174314,1.311289,1.1201278,1.2178302,0.80242395,0.6351744,0.904704,0.7977586,1.0945494,1.2835714,1.3382801,1.1621585,0.47655523,0.63745785,0.71855134,0.6880121,0.99967235,0.51609915,0.8349811,1.1464967,1.2594576,0.7439734,1.3123006
hair,0.7497852,1.1981833,1.2363502,0.9965592,0.80073816,1.1712197,1.077951,1.3034165,1.3201791,0.981857,0.96908355,0.6429648,1.2479541,1.0188075,0.7059316,1.2351665,0.9277433,1.3780267,1.2413924,1.3351896,1.0195359,1.2746918,1.009136,1.2468504,1.1983373,1.3214588,0.9009285,1.0446404,0.74540734,0.96199346,0.9478913,1.3881079,0.970374,0.70206606,1.148343,1.0145375,0.9067059,1.1943526,0.7180891,1.2766957,1.3665519,0.7817128,1.3376337,1.0714366,0.66130865,0.83930224,0.8729662,1.1546633,0.8104564,1.1635327,0.81862783,0.98282534,0.2322427,1.0248199,0.8722804,1.329138,1.1197867,1.0154845,1.391094,1.1301694,0.812129,0.8754015,1.2863615,1.2034698,0.0,1.0023248,0.7732204,0.7554891,0.6269356,0.86872566,0.6567439,1.1756314,0.7979816,1.387126,0.82878685,1.2364429,0.9644821,1.1816723,1.0016675,0.8619681,1.178692,0.86875546,0.88354063,1.1474737,1.3622903,1.2436072,0.9088881,1.2161072,1.1677803,1.0724622,0.4980448,0.6771432,1.1018753,1.3138646,1.3928158,1.3078156,0.7418462,1.2320694,1.2849118,1.2673182,1.3790748,1.1673737,1.1445867,0.88521105,1.0838789,1.0305125,0.8717774,1.1449485,0.19964981,1.2904618,0.42103982,1.2933769,0.91062504,1.2858243,0.765234,1.3417274,0.9448044,1.2656842,1.3488955,1.081399,1.4117774,0.971526,0.9196526,0.47577322,0.709466,1.3234863,1.0221345,1.2428864,1.2854786,1.3863754,1.2093893,0.92947197,0.9051944,1.0995796,1.1840692,0.84947574
hamburger,0.8552302,1.1197397,1.196355,0.33096218,1.0679281,1.0627453,0.98308015,0.8940795,0.9890197,1.1211767,1.0642532,1.0759513,1.1083071,1.030513,0.8562566,1.2490832,1.0833814,1.0706115,1.1931609,1.1963085,0.87634325,0.67215765,1.0875201,0.9721022,1.1017952,1.1855721,1.0426763,1.1179036,1.0822972,1.0281848,0.7926363,1.0696712,1.1354508,1.0697836,1.0093684,0.96118957,0.9224149,0.8540064,1.0354512,0.79992664,1.2602862,1.0215569,1.1651969,0.85473734,0.9658358,0.66495955,1.1698028,1.0034221,1.0251588,1.0866444,1.0952724,1.1216816,0.98302054,1.0081556,1.058153,1.0694818,0.91776365,0.8363459,1.0539865,0.906525,0.92727476,1.1206058,0.82074475,0.8618095,1.0023248,0.0,0.74083745,1.0440137,1.1420246,1.0610645,1.1662825,0.80444133,1.1410141,1.2116512,1.080061,1.0847877,1.004857,0.97087264,0.9024539,0.87747186,0.980516,0.9305661,0.6393397,1.165276,1.1212091,1.1497376,1.060398,1.1861019,1.1292238,1.2098378,0.89884615,1.1204278,0.93714505,1.3076887,1.2143725,1.1676375,0.919438,1.0733029,0.83366084,1.0522375,0.9801531,0.9704584,0.8818147,0.7697327,1.0009696,1.1124086,0.99869716,0.52209246,1.0481577,1.0947962,1.055094,0.99891806,1.0858986,1.2182585,1.2042644,1.1084539,1.0776173,1.1751862,1.0922812,0.87006927,1.0968832,0.96262443,0.97044367,1.0302967,0.92633295,1.1220719,0.94619757,1.0829363,1.1095521,1.1245154,1.0138454,0.8200108,1.0596948,1.078241,1.1295744,1.0721457
hand,0.6936723,1.035338,1.2463025,0.5625239,0.62877303,1.1584111,0.9794099,1.1142882,1.3088799,1.0196437,0.9669588,0.90371096,1.0239309,1.0544088,0.77224827,1.269598,0.89615506,1.2927452,1.3842659,1.341768,1.1452423,0.91409737,1.1098412,1.271816,1.1415198,1.3962688,1.0886494,0.6929968,0.9309654,1.0984429,0.94264174,1.3681335,1.1910819,0.98788154,1.0609193,0.82792634,0.9540275,1.0401806,0.89989877,1.0255746,1.275826,1.0256314,1.38241,0.81370187,0.8089542,0.78049934,1.1336309,1.0876993,0.95290357,1.1460259,0.9659726,0.8846847,0.72795844,0.48259276,1.0858192,1.2933793,1.1588038,0.71423286,1.302956,0.98659074,0.8217441,0.919452,0.8116585,0.869733,0.7732204,0.74083745,0.0,1.0642973,0.95283175,0.86711085,0.9070349,1.1881981,0.91762334,1.229521,1.0517128,1.2938094,0.76798207,1.0828503,1.067757,0.5325025,1.211992,1.0269697,0.75100094,1.1206461,1.4204834,1.185136,0.79657733,1.2386096,1.314738,1.0983208,0.793055,0.7699872,0.8744167,1.2550938,1.1866612,1.2662531,0.8318993,1.1438632,1.0792214,1.3220103,1.2726103,1.1931838,1.1290563,0.9889614,0.9058034,1.2005864,0.77711385,0.9528767,0.89245754,1.1606226,0.7671771,1.060401,0.87719357,1.2883549,0.9870603,1.2487862,0.9901592,1.1907816,1.3838482,0.5285221,1.2969043,0.9100468,1.1509384,0.8325583,0.81467414,1.3095093,0.5830115,1.1213787,1.0066686,1.4364729,1.1744148,0.6821567,1.0891241,1.134971,1.0054566,1.0695999
