,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,egg,elephant,face,finger,fish,flower,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,mouth,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
pen,0.81590587,0.5666263,0.48239988,1.030628,1.3565427,0.9033414,0.6505645,1.1549046,1.1480153,1.3995509,1.5996007,0.5661963,1.5108237,1.4207392,0.6830443,1.4886436,0.8326688,0.53066593,0.7868464,1.3460658,0.41720217,0.6247177,0.92399627,0.8900842,0.41862154,1.2118711,0.4337346,1.2549281,1.2816784,0.6437301,1.446609,1.4187881,1.288927,0.86868155,0.73450327,1.4577663,1.0677125,0.13806665,1.5486934,0.39821553,1.3550484,1.2711864,1.311032,0.92649126,1.4061553,0.7796231,1.3559597,1.2668921,0.46608412,1.0881963,0.7000995,0.29487872,0.61631083,1.4087224,0.31834614,1.1100639,0.50319123,1.3739812,1.1708497,0.9897784,0.50231826,1.1721046,1.3421514,1.3624442,1.3906491,1.0346627,0.27850974,1.2681099,0.7475748,1.3443613,1.0726316,1.4091247,1.2062992,0.9356318,0.30831438,0.55128753,0.27922398,0.75245064,0.47814655,1.1210591,1.2698612,1.4204522,1.2782396,1.2694218,0.0,0.091519,0.7051661,0.68237066,1.1849117,1.1569567,0.42364204,0.72711706,0.80903107,1.2948682,1.1903536,1.4505987,1.0533918,1.3825644,0.7689694,1.4706199,1.0082434,1.1874208,0.57383114,1.4033754,1.0585029,1.4399661,0.199121,0.9507309,1.0254093,1.3348526,0.32020485,0.5699256,1.3762057,1.489189,1.5589969,0.60905474,0.4043737,0.3424555,0.27814364,0.68151265,1.0131029,1.3195683,1.2046382,1.0761032,0.2604273,1.4040244
pencil,0.9235593,0.57704943,0.54073197,0.9647667,1.2975047,0.909453,0.726491,1.1328294,1.1253775,1.4072559,1.597498,0.7708627,1.5008514,1.3353593,0.79488707,1.4519061,0.87248826,0.65781105,0.89441633,1.3571148,0.3793857,0.6410078,0.95610857,0.9292053,0.5779593,1.3523026,0.4689973,1.3267092,1.2878253,0.69042414,1.4162505,1.33108,1.2671596,0.8892256,0.7442095,1.4663093,1.0771068,0.2981,1.5470761,0.53740275,1.356853,1.1367959,1.3219564,0.92337227,1.3201103,0.79810715,1.3241487,1.2003597,0.3566392,1.058748,0.7453464,0.28241938,0.69412637,1.3357499,0.45570385,0.95208997,0.54785687,1.2999609,1.1512624,0.7792715,0.57113487,1.1578442,1.2675378,1.3013041,1.4212718,1.0490887,0.32808965,1.3188311,0.7939582,1.2848711,1.0589199,1.2467879,1.3047979,0.8370391,0.456398,0.6412374,0.4204213,0.62027997,0.54126376,1.1365759,1.2300036,1.3688776,1.2225379,1.2271994,0.091519,0.0,0.71283644,0.7689024,1.2179099,1.1809425,0.61046946,0.7238302,0.7807447,1.2184447,1.1379306,1.4304938,1.0390904,1.3061808,0.73811173,1.4103569,0.86785966,1.1689743,0.63550436,1.4423857,1.1142008,1.451045,0.3244915,0.9608366,0.9447986,1.2967086,0.35278606,0.6090877,1.3397169,1.4029679,1.5266398,0.6758069,0.33409846,0.47645974,0.3561138,0.7539393,0.993472,1.3146508,1.2502764,1.0306228,0.32070416,1.4303361
pickle,0.95432264,0.9227446,0.23380542,0.80399376,1.3911568,0.59753543,0.6082727,1.1592537,1.0080824,1.3420767,1.5023934,0.81283295,1.3713944,1.2278415,0.7953594,1.344593,1.0196085,0.72787976,0.809577,1.248296,0.56188947,0.8909479,0.7745702,0.8825218,0.68754506,1.3162136,0.85053277,1.2721577,1.1292537,0.79851633,1.3027489,1.3098099,1.0994223,0.9444442,0.7136428,1.3696535,1.0215139,0.76524466,1.4746424,0.66236484,1.1737353,1.1154063,1.1801177,1.0525838,1.337147,0.5670459,1.2524068,1.2716036,0.8558302,1.0463144,0.7405536,0.65888333,0.6615203,1.1037009,0.92788327,0.9839218,0.78329253,1.2693279,1.0397896,1.0981921,0.7457087,1.0987386,1.2979267,1.2969594,1.2608769,1.1166557,0.73374367,1.2940004,0.7654245,0.9011489,0.94435793,1.2838035,1.275949,1.1022714,0.8119474,0.6136526,0.6720148,0.977767,0.5421168,0.86779964,1.1318908,1.365715,1.2442981,1.2024542,0.7051661,0.71283644,0.0,0.7512118,1.1843112,0.934139,0.79217494,0.9985789,0.2541533,0.92992395,0.9081171,1.256872,0.94129604,1.208434,0.99267983,1.4460374,0.9419066,1.1179692,0.5614413,1.3305403,1.0465922,1.4222399,0.75186104,0.63729256,0.9953342,1.0446391,0.63637674,0.6334739,1.2012407,1.3876694,1.4408233,0.719513,0.7794483,0.806567,0.7491443,0.6668512,0.87971187,1.1260071,1.0984683,1.0971975,0.7330544,1.2821457
pillow,0.70514596,0.6004306,0.80534476,1.0357516,1.3044482,1.0592562,0.7667471,1.3323326,1.0014403,1.1079288,1.1940334,0.51818013,1.0188469,1.1239164,0.74508667,0.8616401,0.70035124,0.6938976,0.9617708,0.96047586,0.81731874,0.7951798,0.9194469,0.84540737,0.5465595,1.090029,0.72722286,1.1346844,0.77228653,0.8210058,1.1265186,1.3614855,1.0605812,0.77062553,0.8983753,0.78745556,1.006032,0.70034724,1.3624882,0.7673155,1.1343212,1.1112857,0.9913743,0.75717777,1.3904817,0.9876827,1.1910756,1.331312,0.85838866,1.0539975,0.95997024,0.74742645,0.7381549,1.311807,0.8718941,0.900573,0.94096065,1.4115874,1.1365296,1.1543044,0.7393093,1.269267,1.3163753,1.3151239,1.2996479,0.7917154,0.57716334,1.1854687,0.8406775,1.3376453,1.055532,1.1792948,1.134369,1.1649401,0.8865454,0.3253265,0.59760034,1.0506942,0.69024956,0.7334467,0.8806114,1.2972836,1.0076147,1.066626,0.68237066,0.7689024,0.7512118,0.0,0.9268682,1.0210912,0.754546,0.8388679,0.94256365,1.1009661,0.92720276,1.1583637,1.0580447,1.3147912,0.94660157,1.3278644,1.0265914,0.8904086,0.63256276,1.1613014,0.7941072,1.3880789,0.671289,1.059146,0.7413046,1.2345049,0.7256195,0.8241942,1.0544599,1.4550447,1.3444122,0.8744556,0.8319483,0.7434775,0.84078264,0.38183284,1.1015953,1.0999702,1.2078391,1.054762,0.6100673,1.184372
pizza,0.8192728,1.1054357,1.2162948,0.9446454,0.9934616,1.2092456,1.2479621,0.7798822,0.9197218,1.0307186,0.89112335,1.1085435,0.8569763,0.7141981,1.1197056,0.78466463,0.8863155,1.261437,1.0683081,0.89831525,1.1777419,1.2083828,1.1382184,1.0020047,1.1889741,0.82077163,1.0785904,0.8310528,1.0391376,1.0962172,0.85060555,1.0496925,0.8711197,1.0152442,1.1196738,0.9123088,0.79431,1.1561878,0.91220367,1.1858178,0.9383382,0.8524128,1.0019486,1.0605887,0.8803551,1.1935251,0.97555006,0.996707,1.1907257,0.8128224,1.1765263,1.162757,0.9222424,0.9515028,1.1434194,1.0099192,0.92793125,1.0262643,0.8897659,1.0675957,1.1821423,1.0128924,1.0762823,1.036874,0.95095754,1.0028065,1.0916345,1.0821964,1.0898342,1.058879,1.1610497,0.81276476,0.73401046,0.8963547,1.1743368,1.1381952,1.1856828,0.9919114,1.1151261,1.0958996,0.64117384,0.84648263,1.0324084,0.9586966,1.1849117,1.2179099,1.1843112,0.9268682,0.0,0.87831575,1.0834525,0.8318641,1.2025437,0.82032835,0.9316684,1.0003606,1.0583261,1.0355612,0.9970954,0.8842466,0.93898016,0.93880343,1.1367335,0.9714638,1.1225386,1.0189128,1.1441226,1.0961103,0.9814681,0.8779608,1.1272154,1.2251279,0.8403715,1.037525,0.85911906,0.9672308,1.1932297,1.1066197,1.163674,1.1258818,0.9803792,0.7625338,1.0128245,1.1845859,1.067632,0.95930606
plant,0.8527177,1.1183951,1.0791652,1.06006,0.9818661,1.1788207,1.1884811,1.0846165,0.9577035,1.0536958,1.0033034,1.0352489,0.88414985,1.1162894,1.0056018,1.007133,1.0197701,1.076758,1.059464,0.90636593,1.0709995,1.0502558,1.0998946,0.9651123,1.05489,0.97929573,1.1862298,0.975065,0.8720501,1.2078084,0.8161446,1.061169,0.8781082,1.0221596,1.1724244,0.8813449,1.0860132,1.1461968,0.9862977,1.1164753,0.85538995,0.9832922,0.8849583,1.0385523,0.9109206,1.2269428,1.0738416,1.0605284,1.2007267,0.92689383,0.61597955,1.1418921,0.9106146,0.9717794,1.1466209,1.0032912,1.1383507,0.9235337,1.0026206,1.0665923,1.1448783,0.9569834,0.9463104,1.030649,1.0356424,1.0520788,1.0761063,0.92334706,1.0566403,0.77883375,0.99036425,0.99800104,0.9229786,1.048692,1.194197,1.0526506,1.129189,1.1824448,1.2072482,0.88187015,0.90905493,0.99514574,1.036941,1.0169688,1.1569567,1.1809425,0.934139,1.0210912,0.87831575,0.0,1.1090543,1.0075526,1.0484935,0.95565295,0.8246154,0.8705301,0.946093,0.93282163,1.0093025,0.9835621,1.1336447,0.88103044,0.92750925,1.0204635,1.0708117,1.0574217,1.2303804,0.9012786,1.1265483,0.85282946,1.1422453,1.139317,0.8351005,1.0246902,0.96761525,1.1939,1.2303339,1.1245794,1.0896087,1.0372595,1.1066709,0.8898296,0.4251045,0.84349865,1.0789651,0.77534133
plate,0.96629643,0.97361875,0.5959949,0.89024794,1.3887954,0.8373537,0.6423258,1.1799865,0.9225062,1.222377,1.427232,0.6004749,1.3846419,1.4096336,0.7243351,1.3474805,0.7335043,0.43725425,0.21923685,1.1376072,0.6434195,0.76524943,0.7310877,1.0419527,0.44122052,1.1162877,0.74490356,1.3199033,1.164864,0.7205272,1.2829685,1.4008131,1.1021938,0.91830003,0.67091686,1.3201219,0.92929554,0.33783025,1.3695335,0.32689065,1.3928075,1.2328893,1.1811715,0.9108837,1.3987795,0.70644903,1.30708,1.2470812,0.97550845,1.1726787,0.6582815,0.3644358,0.77465034,1.292464,0.47878623,1.3730903,0.7584631,1.3363397,1.0696499,1.3165512,0.6141188,1.2949986,1.2592801,1.4507494,1.1605241,1.242602,0.5548021,1.0849366,0.7047206,1.1051371,0.8993198,1.4911896,1.1149476,1.1387507,0.4234159,0.535126,0.5177396,1.119619,0.58352035,0.88267416,1.299989,1.4119453,1.4399644,1.149806,0.42364204,0.61046946,0.79217494,0.754546,1.0834525,1.1090543,0.0,1.0813786,0.8829515,1.1704602,1.2386785,1.2075819,1.0277951,1.3522758,1.0065144,1.4553546,1.2743621,1.2836003,0.71033996,1.2613826,0.78074896,1.328463,0.4452567,0.72170985,1.1705444,0.9456189,0.3107862,0.5181999,1.2783403,1.4265585,1.3022739,0.6065633,0.8563306,0.37891555,0.37572157,0.64650995,0.94552886,0.97033143,1.1019223,1.1377087,0.6946018,1.2525212
pony,0.69251746,0.66803306,0.92267215,1.0110681,1.1883606,1.0564173,1.0279636,0.9859427,1.1059009,1.1594303,1.2755172,1.0428917,1.1752504,1.1435928,0.80614376,1.1453449,0.86361223,1.0604944,1.1999507,1.1881773,0.8348666,0.91052294,1.032484,0.70089805,0.9997834,1.0923243,0.72470605,1.0388179,1.1636353,0.79688096,1.1686741,1.2125912,1.0932068,0.97933644,0.89458084,1.1351862,1.002587,0.7722856,1.234116,0.9760656,1.0352122,1.1207215,1.1557062,0.87743956,1.1267483,0.9576168,1.2238905,1.1139836,0.693041,0.83506006,1.1115091,0.9342854,0.5384493,1.1262604,0.83778226,0.93108785,0.6710025,1.1507117,1.0410967,0.9024824,0.8988416,1.0767676,1.1335301,1.1283549,1.1255394,0.8679171,0.76093686,1.192717,0.950906,1.2356617,1.1408349,1.009294,1.056598,0.9012202,0.8623651,0.9480382,0.8549339,0.80401456,0.79045504,1.246749,1.0464212,1.1627295,1.0656505,1.1151764,0.72711706,0.7238302,0.9985789,0.8388679,0.8318641,1.0075526,1.0813786,0.0,1.0318056,1.0763468,0.9242144,1.2390454,0.8642077,1.2101046,0.59306633,1.1567111,0.8252314,0.9822734,0.9664839,1.2030427,1.11485,1.1989279,0.7833785,1.083801,0.96399564,1.1252114,0.9386991,0.99501646,1.1394656,1.2378253,1.2215778,0.68730795,0.6949552,0.8453957,0.8976594,0.988791,0.9259427,1.1205331,1.1400785,1.1117551,0.6945579,1.2422856
potato,1.1524436,0.9601278,0.4371193,0.91415745,1.242926,0.6254589,0.6707074,1.1066649,0.9653094,1.1982753,1.3235703,1.0075084,1.3032962,1.0986351,0.9450814,1.2098923,1.1637199,0.83975494,0.8801876,1.2390282,0.7097352,0.8168769,0.88859594,1.0191369,0.8457846,1.3157716,0.9099711,1.2211412,1.1019956,0.9269146,1.2254415,1.1178447,1.1307207,1.0759007,0.73910725,1.2790754,1.1018361,0.87895995,1.3296121,0.8376425,1.0926952,1.0029526,1.126637,1.0997627,1.1989546,0.6064855,1.1191459,1.162119,0.8892808,1.083598,0.8221005,0.72789925,0.8566732,1.1038362,1.003039,1.0431914,0.9884797,1.1312165,1.1202652,1.0930507,0.84521544,0.9466403,1.1081682,1.0973588,1.1689767,1.1616616,0.8372597,1.1316348,0.7758639,0.9537098,0.93859744,1.1797897,1.2273117,1.0617826,0.8948181,0.7763797,0.811636,0.99101794,0.6869901,0.98591894,1.0715028,1.2003566,1.1006211,1.2014444,0.80903107,0.7807447,0.2541533,0.94256365,1.2025437,1.0484935,0.8829515,1.0318056,0.0,0.8639214,0.9563161,1.1931735,1.0057075,1.0803789,0.9716554,1.2771168,0.9719036,1.0749677,0.7554306,1.2175874,1.0858825,1.2498937,0.8793119,0.70005316,0.98239094,1.124773,0.7130425,0.7838948,1.1789197,1.1997215,1.3046103,0.8941075,0.8118964,0.918797,0.7897669,0.78497577,0.90144664,1.1930413,1.0855222,1.0240064,0.88135695,1.1910874
pumpkin,1.1052243,1.1288061,0.99336946,0.8179444,0.8911602,0.97656906,1.1093148,0.8729253,0.95685935,1.0221739,0.908447,1.3348691,0.934518,0.7666104,1.2117124,0.7819351,1.0617616,1.3225387,1.0860811,0.9937102,0.89913106,1.3083351,1.0048661,1.1041193,1.3287021,1.0663477,1.0732608,1.0485005,1.0629357,0.98286146,1.0387845,0.9683723,0.89448154,1.0606376,1.0248015,1.0508591,0.94893235,1.290122,0.9544883,1.218662,0.8224442,0.7781442,1.1559538,1.194534,0.93615186,0.9891021,0.8823446,1.0209993,1.0473411,0.68788797,1.1131991,1.2020679,1.107455,0.7082268,1.2274518,0.83274007,1.0234925,1.0125873,0.89083016,0.8583792,1.1025163,1.0030063,0.9996933,1.0032845,0.8396157,1.0345736,1.3086591,1.0394316,1.0255268,0.7566806,1.0515658,0.7115856,1.0548106,0.96313167,1.1815854,1.254945,1.27236,0.9601431,1.0235451,1.1660018,0.7841645,0.9143488,0.95388466,0.9358318,1.2948682,1.2184447,0.92992395,1.1009661,0.82032835,0.95565295,1.1704602,1.0763468,0.8639214,0.0,0.9368108,1.0533134,1.0200254,0.97300315,1.0190551,0.964369,0.7907144,1.00677,1.2248284,1.0679362,1.1532083,0.9344369,1.2052352,0.987765,0.93744206,0.79519725,1.1883925,1.1593848,0.82719725,0.9442001,0.84974015,1.00964,1.0288153,1.2303846,1.2119092,1.2161171,0.8986068,0.92115253,0.98056704,1.1834518,1.1505806,1.0223416
purse,0.9600534,1.1602201,1.166598,0.9339357,1.096769,1.1131852,1.279698,1.0319353,0.79069924,1.043326,0.9287069,1.1884515,0.71261287,0.78245807,1.043578,0.8061315,0.8467407,1.1100289,1.1524218,0.7667621,1.160846,1.1102324,0.86989844,0.77831626,1.0725279,1.1361452,1.2640991,1.0282443,0.8320228,1.2820023,0.95695287,1.0401026,0.79021573,0.97510654,1.0619286,0.8399511,0.87984324,1.2581846,0.92044395,1.1679561,0.92259365,0.8716314,1.0373701,0.91379994,0.89907885,1.2465523,0.90174496,1.1448231,1.2480022,1.0124515,1.0724367,1.1241806,1.0207398,0.89472675,1.2640531,0.77158463,1.1832331,1.0801133,1.0219935,1.0902728,1.0592098,0.98750955,0.92939216,0.8437432,0.9811585,0.9867705,1.0493914,0.9350838,1.1810637,0.9150746,1.0000273,0.7782529,1.0436077,1.1243951,1.2839961,0.876411,1.1156801,1.1784062,1.2200767,0.8060613,0.8354658,0.91954404,0.9075786,0.936895,1.1903536,1.1379306,0.9081171,0.92720276,0.9316684,0.8246154,1.2386785,0.9242144,0.9563161,0.9368108,0.0,0.96949047,0.99108344,0.9699653,0.74237204,0.9738972,0.62714493,0.76638067,0.7646867,1.0978671,1.114437,1.1395073,1.2380772,1.0014004,0.98023397,0.9860434,1.1540983,1.1007142,0.6466578,1.0387325,0.99813753,1.0985916,1.2623851,1.2579585,1.1150604,0.8039893,0.9545022,1.0124404,1.0495447,0.78503263,1.1166399,1.155445
refrigerator,1.2172927,1.2848041,1.4300292,1.0254669,0.8710289,1.2629646,1.3230479,1.0811095,0.7774502,0.5838913,0.7002442,1.1123693,0.7282128,0.99197894,1.214851,0.8644619,1.0598221,1.0457388,1.0564022,0.7135151,1.3722419,0.97612375,1.0476975,1.1296108,1.1341823,0.807407,1.3200345,0.9207846,0.60393566,1.3172865,0.39535677,0.7469686,0.8902724,1.0621555,1.253255,0.6894939,0.976602,1.4226472,0.6719228,1.2497182,0.88285756,1.0371792,0.34622055,0.6912332,0.9122749,1.3100576,0.8345051,0.90730494,1.3484051,1.1314447,1.1170651,1.2448709,1.3683066,0.89175516,1.3511841,1.1004223,1.4533032,0.79725003,1.0060517,1.0761985,1.312746,0.92199373,0.6209758,0.86533326,0.7895406,1.1505568,1.1877083,0.6073939,1.1604834,0.802127,0.91849065,1.005516,0.8480874,1.139827,1.3718185,1.1137257,1.3190893,1.2435828,1.4132253,0.44599283,0.9569852,0.9365312,0.88788295,0.8184211,1.4505987,1.4304938,1.256872,1.1583637,1.0003606,0.8705301,1.2075819,1.2390454,1.1931735,1.0533134,0.96949047,0.0,1.0717973,0.7751441,1.244112,0.8800359,1.243311,0.8808857,1.1109469,0.49677205,0.6912861,0.6148928,1.4428029,0.976832,1.0165635,0.8209103,1.2440798,1.2579381,0.8884361,0.80473626,0.7182236,1.402226,1.404069,1.31668,1.2900287,1.0355561,1.2226508,0.85492086,0.85793346,0.59906924,1.4302515,0.4868322
rooster,0.84016323,1.1354256,0.95402694,0.93463945,1.1572099,0.8114717,0.92513096,0.9767843,0.93597,1.1165549,1.160521,1.1173961,1.1520206,1.1204059,0.27852213,1.0807045,0.9402526,1.0439165,0.9590754,1.1178422,1.0655769,1.0265093,0.93916523,0.6747172,1.1260251,1.0847113,1.0593141,1.0217137,1.1875285,0.99641085,1.0698066,1.1086509,0.99238485,1.0269179,0.929003,1.1504993,0.97662413,1.0193886,1.1115056,1.0455029,0.9655984,0.9951313,1.0893629,0.9958579,1.0983579,0.8142365,1.1122332,1.0335706,1.0778699,0.70667464,0.9115427,0.997465,0.6337574,0.946306,1.0947797,0.9317618,0.93389016,1.0408102,0.95000935,1.0476635,1.0273112,1.1436055,0.9938356,1.1481636,1.0303397,0.9772341,1.0846052,1.1017429,0.945834,0.97039527,0.98802435,0.9925259,1.023379,1.0304941,1.0476651,1.0405282,1.1132157,1.0399635,0.9001876,1.0678039,1.0786884,1.1586713,1.227534,0.9969135,1.0533918,1.0390904,0.94129604,1.0580447,1.0583261,0.946093,1.0277951,0.8642077,1.0057075,1.0200254,0.99108344,1.0717973,0.0,1.0559818,0.8783139,1.1444969,1.0701203,1.1028609,1.087463,1.1351888,1.0933696,1.142767,1.1081249,0.91255087,1.0896512,0.9179471,0.9889146,0.90864205,1.0272454,1.1149163,1.1033766,0.90043265,1.1064714,1.0711582,1.0146616,1.0371245,0.8237436,1.0214189,0.9182939,1.005073,1.1151968,1.0690912
scarf,1.2660971,1.181808,1.2978165,1.09835,0.75487506,1.2257397,1.2870336,0.9384847,1.1338477,0.9792574,0.8312372,1.184647,0.9043925,0.8140496,1.2397166,0.9482617,1.2927644,1.1935543,1.2357769,0.9828548,1.2693362,1.1364096,1.2513963,1.2163255,1.2506621,0.9933117,1.161867,0.82834625,0.9137795,1.2426142,0.8284052,0.39522564,1.0287144,1.2086279,1.2332473,0.8788523,1.1246006,1.3660567,0.86498433,1.3143268,0.5644386,0.916172,0.8607512,1.2392435,0.41342032,1.250257,0.8841288,0.48964322,1.1691908,1.0566741,1.1285611,1.3542341,1.372411,0.97270155,1.2282356,0.99980503,1.335122,0.18571758,1.0435413,0.9217992,1.1740313,0.42211938,0.86720884,0.5680931,0.83691394,1.0250037,1.3008797,0.8838582,1.1877,0.894022,1.0046079,0.8667035,0.85181284,0.9286942,1.2843295,1.2732458,1.2356579,1.0394657,1.3491349,1.0643315,0.98350203,0.59186596,0.75378144,0.94944334,1.3825644,1.3061808,1.208434,1.3147912,1.0355612,0.93282163,1.3522758,1.2101046,1.0803789,0.97300315,0.9699653,0.7751441,1.0559818,0.0,1.2795101,0.54430157,1.1075475,0.8412017,1.1082793,0.902457,1.169437,0.8385624,1.328088,1.1368091,1.0307552,0.97632533,1.3774726,1.2081048,0.96626604,0.3401714,0.7917398,1.3732125,1.2032413,1.2678267,1.2794304,1.1866621,1.2255441,1.0327698,0.9307363,0.92806816,1.2368687,0.7993734
scissors,0.5496652,0.8510678,1.0925778,1.090403,1.080516,1.0226877,1.0618618,0.8768523,0.8649001,0.91923255,1.0618744,1.1514165,0.95868856,1.0586076,0.8311847,0.991016,0.71394926,1.0545306,1.0473769,0.99885297,0.9792432,0.8408561,0.9094143,0.62624484,1.113492,1.1449721,1.0072272,1.179848,1.1085174,0.93552244,1.2077769,1.263092,0.9690309,0.7164847,1.0149113,1.0902101,0.97928774,0.82071555,0.9945173,1.0890685,1.2435535,0.9469892,1.1894641,0.7436493,1.1591276,1.1016589,1.1060295,1.2131917,0.9809016,0.7294165,1.0036608,0.7502119,0.5656959,1.0248752,1.0315685,0.7795506,0.78754675,1.2597517,0.99593896,0.9640345,0.90714604,1.1939192,0.9128305,1.0280823,1.1428581,1.0118753,0.6455676,1.0120323,0.97228193,1.1128494,1.05449,0.87569517,1.1602497,1.0332388,1.042823,0.98367476,1.0270758,1.0746969,1.0130692,1.146155,1.1100847,1.1658291,1.1569573,0.97674066,0.7689694,0.73811173,0.99267983,0.94660157,0.9970954,1.0093025,1.0065144,0.59306633,0.9716554,1.0190551,0.74237204,1.244112,0.8783139,1.2795101,0.0,1.1970819,0.63857627,1.1747088,0.96841663,1.1352987,0.9533274,0.9992098,0.97342163,1.0512079,0.85295296,1.1138985,0.7992702,1.0905144,1.014474,1.2029079,1.0807072,0.7424835,1.0025502,1.0556267,0.8525595,1.0350227,0.73603463,0.9858269,1.0709794,0.8358042,0.9825889,1.2219003
shirt,1.1111051,1.1504537,1.4820845,1.2169478,0.38282096,1.2920187,1.4164722,0.78746575,1.220095,0.72580576,0.42826378,1.2917585,0.583581,0.48228425,1.3127413,0.63318866,1.2548085,1.4907906,1.345681,0.93571186,1.4439244,1.3537413,1.4401956,1.1568884,1.4634212,0.69975513,1.2900302,0.51586604,0.9377932,1.3866682,0.7722913,0.466372,0.9470145,1.1366341,1.3137287,0.6484625,1.0802786,1.471084,0.51356536,1.515112,0.6017618,0.8616323,0.92556465,1.2719431,0.2160365,1.3407845,0.6079221,0.68153673,1.2153051,1.0532954,1.222914,1.4609636,1.4105881,0.8347391,1.2878915,0.9161254,1.3589729,0.5294918,1.0140492,0.8902072,1.3871286,0.47496355,0.82398295,0.37923992,0.93524534,0.85584795,1.4128019,0.8624952,1.3104028,0.9328284,1.153808,0.6571893,0.7908614,1.0027081,1.3722627,1.4502032,1.4378371,1.080815,1.5055084,1.1936984,0.8656954,0.116319776,0.54833245,0.8723315,1.4706199,1.4103569,1.4460374,1.3278644,0.8842466,0.9835621,1.4553546,1.1567111,1.2771168,0.964369,0.9738972,0.8800359,1.1444969,0.54430157,1.1970819,0.0,1.0249782,0.70258087,1.3193368,0.63372165,1.1117457,0.5666227,1.4327254,1.3847166,1.0343395,0.96539223,1.4826674,1.4225838,0.872648,0.2782905,0.5680212,1.4556886,1.3064055,1.4227324,1.4565585,1.3645054,1.266268,0.92110956,0.8217665,1.0717953,1.3185909,0.74802804
shoe,0.9458415,0.9326303,1.0693555,0.96577716,0.9411073,1.0826826,1.1894934,0.82554144,0.93497103,1.0107529,0.9757057,1.2276621,0.80053294,0.72639287,1.1608353,0.8592347,0.8879304,1.2910383,1.2371159,0.92041945,0.93020475,1.1866632,0.9495317,0.8441559,1.2232928,1.1747985,0.9634534,1.0839648,1.0341022,1.0107809,1.1422181,1.0991501,0.9017097,0.8440963,1.1201143,1.0188408,0.8996811,1.1614181,0.9787997,1.1914134,1.0637063,0.8399815,1.2197669,0.9429977,0.96692,1.1440535,1.0072179,1.060208,0.7967857,0.8028484,1.2317399,1.0339597,1.0471566,0.83777386,1.0902526,0.50171024,0.9335623,1.1403713,0.9362467,0.7150805,0.9331816,1.0774091,0.9750302,0.9581043,1.0864248,0.8867568,0.9796147,1.1963058,1.1144876,1.042959,1.1520617,0.4927423,1.2023224,0.8144154,1.136462,1.141858,1.0689048,0.702778,1.0494722,1.1451437,0.94940966,0.990104,0.8721912,0.966225,1.0082434,0.86785966,0.9419066,1.0265914,0.93898016,1.1336447,1.2743621,0.8252314,0.9719036,0.7907144,0.62714493,1.243311,1.0701203,1.1075475,0.63857627,1.0249782,0.0,0.95477754,0.98692024,1.1681268,1.1220042,1.06714,0.9217253,1.1796491,0.7222482,1.0214592,1.0905373,1.1166174,0.8355477,1.0630739,0.99091333,0.9517141,0.79536414,1.1766376,1.1499001,1.147151,0.91498464,1.0208045,1.183841,0.9549593,0.94965154,1.2549701
shorts,1.0567316,0.80805904,1.1808925,1.1290944,0.9234965,1.2139373,1.1318743,1.0849617,1.125566,0.9935957,0.9500694,0.92828953,0.8231912,0.8572656,1.1803821,0.85727626,1.1675622,1.1097549,1.2893254,1.0010697,1.2130301,0.9872925,1.2017357,1.0455973,0.9927255,1.0209862,1.0275277,0.8027901,0.68935263,1.1891685,0.796591,0.8190179,1.0199713,1.0373049,1.1442554,0.74950457,1.1123291,1.2201649,1.0821285,1.1643775,0.78222954,1.0410916,0.8499163,1.0521129,0.72311556,1.2184097,0.9004555,1.0465083,1.0142874,1.1038854,1.2315869,1.26238,1.2266448,1.0270994,1.1435106,0.94878,1.2324501,0.953409,1.068847,0.9756056,1.1216369,0.72193897,1.0261533,0.7330884,1.0464721,0.77884,1.0449386,0.9969041,1.1001546,1.0896453,1.1345327,0.8554154,0.95287186,0.9337513,1.1912496,0.9292412,0.9827384,0.9975136,1.1834251,0.8359945,0.83714724,0.6962174,0.37046224,1.0545223,1.1874208,1.1689743,1.1179692,0.8904086,0.93880343,0.88103044,1.2836003,0.9822734,1.0749677,1.00677,0.76638067,0.8808857,1.1028609,0.8412017,1.1747088,0.70258087,0.95477754,0.0,0.8897808,1.0051739,1.0656121,1.0775671,1.137386,1.1786486,0.98190993,1.0978965,1.2688917,1.1876554,0.9412982,0.84819275,0.96314573,1.2639185,1.033128,1.1431167,1.2236004,0.84066504,1.2798717,1.0490005,1.0295485,0.86950713,0.92797387,0.9227255
