,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
knife,0.7895855,0.76355505,1.330034,0.81505704,0.78733385,0.69429564,1.0147542,1.0899761,1.4288675,0.5856158,1.3541553,1.4740725,1.4277014,0.85826063,0.6635317,0.6379167,1.2405809,0.92583424,0.87276655,0.9641279,0.81887245,0.8641623,0.9791062,1.1347373,1.2265933,0.61560386,1.3788221,1.2300978,1.0147921,1.0611523,0.95081407,1.411217,1.1656902,0.46752864,1.3458658,0.7376156,0.9695273,1.417861,1.1596624,1.086099,1.0308237,1.2383478,1.1226686,0.8886276,1.2133698,0.94115275,1.3605102,1.0209277,0.47069716,0.95874625,1.0354877,0.058958113,0.7424592,1.0800599,1.0097263,0.9279651,1.0596181,1.3419836,1.1893876,1.2013648,0.7883493,1.3935292,0.8575375,1.1912637,0.0,1.0837833,0.5935033,1.2338674,1.2385988,0.8666653,0.99346626,1.305965,1.1082575,1.0874946,0.78477687,0.71303964,0.71325374,1.3063407,0.7616919,1.2187977,1.058737,1.4320154,1.3503981,1.0460204,0.11554766,0.3405835,0.87061775,1.0902922,0.9457992,0.7100469,1.0526731,0.92282945,0.8229605,1.2339303,0.7875887,1.2841405,0.29730833,1.4098246,0.7709617,0.5035353,1.3131388,0.73397297,1.1700906,0.71533114,0.81646824,1.1097628,1.0696186,0.17021978,0.71787596,0.68581355,1.0816615,1.4444973,1.3707222,0.7539383,0.9613855,0.95397353,0.7384484,0.78614736,0.71132994,0.98748857,0.572431,0.750576,1.195959
ladder,0.6976438,1.4238396,0.78186005,1.3302569,1.3243072,1.2867222,0.90426886,0.59989816,0.5823616,1.3214511,0.619694,0.8605096,0.684845,0.8870603,1.3918347,1.2936046,0.62433696,1.3314266,1.0578517,1.116579,1.1511596,1.0674025,1.0411648,0.9676226,0.53176254,1.2827113,0.6422634,0.78788173,0.8543651,0.86480874,1.0043964,0.61491203,0.98978484,1.2747926,0.42743695,1.3585087,0.93575,0.8762742,0.9901453,0.72529703,0.7787924,0.99611825,1.2411791,1.3318894,0.9116153,1.1596613,0.95111686,1.2594974,1.3205874,1.1133232,1.1779286,1.1641784,1.2809538,0.977955,1.1982945,1.2980082,1.1193428,0.97757727,0.96198964,1.0443109,1.4090445,0.7851608,1.2426901,0.8313624,1.0837833,0.0,1.1606015,0.8118763,0.8767528,1.2724417,1.017617,0.88262576,0.9048809,1.0914453,1.4084611,1.2492537,1.2988777,1.0771308,1.4343063,0.8447958,0.9955108,0.80172855,0.72926223,0.71090835,1.1903267,1.1574546,1.2455477,1.2281235,1.08998,1.1600574,1.1175692,1.0195932,1.2643024,0.7398883,1.1614466,0.97526366,0.83407485,0.8645277,1.2750709,0.9758602,0.69016665,0.9977249,0.75294566,1.4269917,1.1380084,0.96756667,0.8904886,1.1832199,0.75959325,1.3865627,0.938267,0.72598416,0.5849359,1.2774022,1.3483393,1.097791,0.71102256,1.2196108,1.2505952,0.6408963,0.75443983,1.2506595,0.76529497
lamp,1.102341,0.5903821,1.352718,0.57071096,0.6484168,0.572767,0.87438554,1.0640653,1.3828495,0.5814883,1.3980563,1.3319378,1.39007,1.0174985,0.5410208,0.4539292,1.3311005,0.7747365,0.8099221,0.80392736,0.6648279,0.7525573,1.0842359,1.0166079,1.1073344,0.2860284,1.241906,1.1929095,1.0854403,1.1223263,0.82209235,1.4034331,1.338835,0.5625297,1.3434193,0.577518,1.0150489,1.4146438,1.264664,0.90026045,0.9021896,1.2144715,1.0860465,0.68278354,1.167363,0.95417863,1.3089104,1.120714,0.4942962,0.9261798,1.1343695,0.5857082,0.91182137,1.0879123,0.9985227,1.0832106,1.1039487,1.3181841,1.1866127,1.355329,0.66196525,1.3746767,0.7896899,1.2657028,0.5935033,1.1606015,0.0,1.3343462,1.1807961,0.69482386,1.0374318,1.3670521,1.1485671,1.0379986,0.6599679,0.76485,0.77169454,1.2876446,0.57104295,1.1316549,1.1243594,1.4071697,1.4343973,1.1678303,0.53033334,0.58197,0.8737332,1.133474,0.9113186,0.50223005,0.9963988,1.0481719,0.7591516,1.1742055,0.93667364,1.2212936,0.8741994,1.3385937,0.7833764,0.77466613,1.2659996,0.7603427,1.1349216,0.66578853,0.7148852,1.1287773,1.0749062,0.5295012,0.7829057,0.5644701,1.1186839,1.4321555,1.3877355,0.6918784,1.0090219,0.9300635,0.9291713,0.8432132,0.7287028,1.0796592,0.7872299,0.75363725,0.96567327
leg,0.77803063,1.2994986,0.5431969,1.28301,1.3146999,1.274113,1.1894562,0.8176515,0.8260904,1.2327566,0.6257486,0.8548978,0.7704551,1.2189739,1.36825,1.3597207,0.9300537,1.1269712,1.0977097,1.240793,1.1598586,1.2218117,0.82946503,0.78374046,0.74365675,1.2671475,0.7419663,0.7479906,1.0310696,0.798596,1.0338762,0.70268536,0.86375403,1.2943407,0.82910764,1.3583636,1.1336275,0.6867466,1.0119518,0.92561734,1.0973028,1.0890726,0.8586744,1.1449865,0.89206934,0.9522007,0.8948607,0.69558793,1.413961,1.1705711,0.64674103,1.2280157,1.2911005,0.8891717,0.9951979,0.8552484,1.1002063,0.8304864,1.0196106,0.49388504,1.3623371,0.85733795,1.3016775,0.72280395,1.2338674,0.8118763,1.3343462,0.0,0.86419576,1.2189403,1.1052598,0.54394567,1.1340588,1.0384207,1.17326,1.205863,1.0257335,0.7378016,1.2524325,0.9405799,0.885265,0.7788763,0.5308119,0.993524,1.2969692,1.2328029,1.0581257,0.7282059,1.1056674,1.3489642,1.1874385,1.1799079,1.277219,0.9378215,1.1706173,0.75733787,1.2056105,0.79578227,1.1999451,1.1536642,0.8199979,1.1822844,1.0013344,1.1932712,1.1517693,0.7053536,0.9848416,1.2515285,0.986367,1.4000878,1.1790347,0.7231297,0.7558143,1.3343236,0.8129077,0.8921565,0.8789009,1.1605388,1.4554347,1.0767266,1.0912837,1.164261,0.96418685
meat,1.0099131,1.2180897,0.92957234,1.1742513,1.1618294,1.1800662,0.9683914,0.85974395,0.6789866,1.088513,0.92824924,0.86292124,0.6570102,1.1593233,1.186357,1.1853387,0.91124856,0.9570292,1.2559856,1.13224,1.1374077,1.0031914,1.0533526,0.5055562,0.9782891,1.1330189,0.81902874,0.6540299,1.0223664,1.0010921,1.1109214,0.832759,1.0074074,1.2077237,0.7555551,1.2792039,1.0230353,0.6776802,0.9704096,0.8953033,1.105373,0.95393205,1.0402006,1.1947216,0.50168586,1.0071213,0.86155486,1.114523,1.2643715,1.0796369,1.1421763,1.2151452,1.1699924,1.1068989,1.0031093,1.110156,1.1628667,0.85811627,0.97168976,0.97944576,1.1576514,0.7827843,1.1572922,0.9155623,1.2385988,0.8767528,1.1807961,0.86419576,0.0,1.1786178,1.0622983,0.97351724,1.0573215,0.93139184,1.1197586,1.219146,1.1863842,1.0109502,1.178123,1.040942,0.8704891,0.6659176,0.905239,0.9573597,1.230688,1.2107302,1.0828037,1.034975,1.1233268,1.1661355,0.9319255,1.1096305,1.2249933,0.9172132,1.0755024,0.9131989,1.1377268,0.6722507,1.1986365,1.2990091,0.8791112,1.2187406,0.78049874,1.1566632,1.2276555,0.9968979,0.9531424,1.2788905,1.1342578,1.2042859,1.1380186,0.6837283,0.82373464,1.2625233,1.1770085,1.0331292,1.08799,1.132995,1.2502421,1.0461379,1.1510134,1.064209,0.796364
melon,1.1944615,0.4050088,1.183429,0.5620545,0.69494236,0.72696924,1.0673649,1.1832502,1.3504479,0.8584298,1.3230227,1.2728224,1.3199959,1.0125571,0.58816266,0.60042286,1.2924947,0.81763804,0.7724861,0.8972362,0.87745094,0.8602901,1.0813193,1.1207056,1.1903574,0.7730643,1.2818156,1.2096052,1.0649427,1.0775074,0.8122309,1.2962421,1.1907783,0.72502416,1.370472,0.61669624,1.0932639,1.1836711,1.1385014,1.0852146,1.1139239,1.1588484,1.0717577,0.69291633,1.2297528,1.1554089,1.2123263,1.0533187,0.6030963,0.804569,0.9639771,0.8287612,0.6411826,0.90689164,1.1000936,1.0345929,0.88998014,1.188835,1.0620842,1.2175919,0.73623914,1.220648,0.6567515,1.1865466,0.8666653,1.2724417,0.69482386,1.2189403,1.1786178,0.0,1.0230995,1.2524432,1.1234326,0.9707782,0.7486743,0.7804922,1.0028005,1.2146933,0.64014184,1.0789757,1.1059524,1.2809095,1.2804508,1.2209365,0.78342605,0.8574686,0.9117195,1.0059322,0.7461443,0.73386526,0.97906303,0.97579926,0.8755399,1.1868491,0.76476145,1.2138728,1.0329621,1.2417678,0.9068078,0.86528236,1.1954998,0.8052919,1.1742244,0.84931326,0.62928945,1.1283242,1.0460497,0.812655,1.0496169,0.72082937,1.0155754,1.2620027,1.2080237,0.6442407,0.93604636,0.9609246,1.068642,0.85731757,0.6897583,1.0589764,1.0033202,0.8710708,1.1025552
milk,1.1441367,1.1375408,1.1165619,1.0537037,1.1647905,1.1847514,0.82775885,1.0124726,0.9832513,1.1201798,1.0723331,0.93571955,1.0500631,0.849466,0.89756423,0.93314785,0.8197816,1.1891712,1.0059547,0.6653967,0.7582337,0.88972837,1.2335892,1.1943438,0.9510147,1.1140225,1.0040866,1.0190188,0.9419586,1.104338,1.0223434,1.0310594,0.97236997,1.1194164,0.94883204,0.7856186,0.79873836,1.1703284,0.92645544,0.977915,0.9276771,0.9911511,1.1032693,1.0926564,1.0737228,1.242777,1.0550114,1.194144,1.0828623,0.86881244,1.2366123,1.0132142,1.0464116,0.81946176,1.2482295,1.1315975,0.6647851,1.0204992,0.8071011,1.0644937,1.1322379,1.0126109,0.7821765,1.0754541,0.99346626,1.017617,1.0374318,1.1052598,1.0622983,1.0230995,0.0,0.9439573,0.99111843,1.0998826,1.2026086,0.9981449,1.2323081,1.1631858,1.1530446,0.8825821,1.0974662,1.0406513,1.160357,0.8327123,1.1187319,1.1526735,1.1507225,1.2429342,1.0500206,0.8334672,1.0963519,0.7922731,0.849015,0.8669145,0.8887772,1.1110744,0.98985606,1.054754,1.0434035,0.9711775,0.9102651,0.9405656,0.840295,1.2521116,0.8990044,1.0123168,0.8617112,0.9855975,0.9520411,1.008031,0.9125303,1.0333772,0.9143263,0.9860157,1.2052513,1.2396662,0.83923495,1.0522261,0.95032096,0.9206786,0.9024856,0.9499416,1.0329211
mitten,0.8729493,1.3663707,0.54439956,1.2942274,1.4015867,1.343167,1.0151387,0.9206045,0.69084084,1.4515679,0.7328441,0.63158464,0.5128347,1.1434376,1.5068033,1.3324267,0.8257997,1.1574336,1.1612453,0.9844162,1.1332598,1.3148174,1.0250573,1.0472385,0.90245813,1.3653297,0.8412157,0.724311,1.0862548,0.93378925,0.9119459,0.7291996,0.54169756,1.4435685,0.77673745,1.3385749,0.96908265,0.831504,0.75458926,1.1222801,1.0049108,0.8178125,1.0369221,1.1745245,0.8379642,1.1431376,0.91543597,0.78964955,1.4671361,1.153064,0.9264182,1.2869123,1.1680636,0.8361759,1.2194138,0.8074286,0.8618139,0.88740313,0.9527712,0.48280507,1.4063442,0.74930626,1.3058403,0.6382526,1.305965,0.88262576,1.3670521,0.54394567,0.97351724,1.2524432,0.9439573,0.0,1.072841,1.1109465,1.3324871,1.1845945,1.1567633,0.8595209,1.3734806,0.88341415,1.0161659,0.572298,0.6537104,0.8729539,1.4253628,1.380983,1.022465,0.9553978,1.2163341,1.2207214,1.0727522,0.96360147,1.363491,1.0630524,1.0390689,0.70213187,1.1296923,0.6694697,1.1424344,1.2139031,0.888601,1.2591358,0.82592505,1.3440595,1.253166,0.38562363,0.8690885,1.3070586,1.0526544,1.330008,1.0986298,0.6029989,0.727896,1.2465955,0.9491837,1.0758134,0.7948921,1.06939,1.2964054,0.9445378,1.1906961,1.3022072,1.0400898
motorcycle,0.9506547,1.0994759,1.0829177,1.0858338,1.0258194,1.0279975,0.86826175,1.0496843,1.0129601,1.1655332,1.024742,1.0322539,1.1148819,0.9538213,1.1346173,1.1554065,0.89409983,1.2117343,1.0210028,1.0182923,1.1560681,0.7734076,1.1025318,1.1542512,0.9613572,1.090422,0.9419616,1.0719775,0.882212,1.041959,1.1122358,0.9843811,0.92983353,1.1895658,0.89666295,1.0968204,0.8764758,0.9833495,0.835595,1.0031726,0.90578574,0.9360355,1.0894836,1.1530775,1.0644295,1.0614188,0.93438405,1.1663176,1.066558,0.84958977,1.1053654,1.1033325,0.9471566,0.93278706,1.0238656,1.0103526,0.97793764,0.9595797,0.8961663,1.0950748,0.9881054,1.002021,1.0188781,1.1270684,1.1082575,0.9048809,1.1485671,1.1340588,1.0573215,1.1234326,0.99111843,1.072841,0.0,0.8923261,1.2054585,1.1816885,1.1795775,0.96472424,1.141217,1.0200303,0.8719375,1.065765,1.0668073,0.99913406,1.1461539,1.1782901,1.1993072,1.1977181,0.9303838,1.1465176,0.86987126,0.7975693,0.9371864,0.93197554,0.9869035,1.0860289,0.89795685,1.0723991,0.9891393,1.0471015,0.9588421,1.0719101,1.0286298,1.1613966,1.0295243,1.1076674,1.049025,1.0887232,0.90475285,1.0309306,0.30076504,1.0537754,1.0171665,1.0650434,1.164139,1.163263,1.0279828,1.1554749,0.8236741,0.88779,0.98545367,1.0605893,0.9545318
muffin,1.0513624,0.94715965,1.0920551,1.1084687,0.7734432,0.76236856,0.86813575,1.1115285,1.0885311,1.0407891,1.0394182,1.0207443,1.0574814,0.92689395,1.0767283,1.0311998,1.019338,0.77693945,1.0830259,1.0587386,0.98007876,1.007339,1.0177901,0.9536626,1.0136698,0.88664114,1.0734006,1.0446883,1.0450108,0.9982378,0.89703625,1.030955,1.0108713,1.0582123,1.0436591,0.97837037,0.98342294,0.8801051,0.89245987,1.027609,1.0132298,1.0108582,0.89380497,0.9385225,1.0662106,0.9455393,1.049773,1.039191,1.0149115,1.017581,0.95696664,1.0732512,0.8131099,1.0442326,1.0081118,1.0229892,0.9827047,1.0392604,1.026533,1.0984175,0.7962255,1.1159374,0.9451612,1.170298,1.0874946,1.0914453,1.0379986,1.0384207,0.93139184,0.9707782,1.0998826,1.1109465,0.8923261,0.0,1.0595255,1.0091573,0.9378844,0.96399784,0.9091087,1.096665,0.8874605,1.0953392,1.1257737,1.0509951,1.0756353,1.0450803,0.90512025,1.0038706,0.97872096,1.0106798,0.39117193,0.99706507,1.031368,1.0570847,0.85265636,1.0720677,1.1306124,1.095978,1.1260533,1.1217817,1.137886,0.99911445,1.1091125,0.98607934,0.88027143,1.1056855,0.9231583,1.0525148,1.07516,1.0017715,0.9494709,1.0939529,1.0847958,1.0194572,1.0360242,0.96885717,1.2358114,1.0250765,0.95093316,1.097522,1.1731386,1.0782099,1.0815091
nail,1.2866209,0.24324155,1.3608015,0.38016677,0.40266454,0.59207666,1.2598193,1.3949077,1.4270337,0.4729271,1.3642154,1.3030336,1.4131649,1.0989441,0.37413156,0.6204721,1.3631148,0.45894504,1.001915,0.99815905,0.9229546,0.9707417,0.8959353,1.0416362,1.3955544,0.4867646,1.4007218,1.3775332,1.2886306,1.1420474,1.0049591,1.406086,1.2884486,0.24475539,1.5068753,0.6023308,1.2329776,1.225992,1.2507935,1.2502126,1.1802969,1.2141261,0.74261427,0.53081715,1.18851,0.69939494,1.1181452,0.62174565,0.49030656,1.1104275,0.829987,0.7940014,0.88975775,1.3240263,0.5673628,0.89750654,1.0414464,1.126934,1.1919007,1.1262894,0.42215395,1.3391441,0.9892101,1.2270821,0.78477687,1.4084611,0.6599679,1.17326,1.1197586,0.7486743,1.2026086,1.3324871,1.2054585,1.0595255,0.0,0.7432487,0.5187993,0.8350549,0.22752404,1.3105559,1.0667769,1.3741915,1.3192414,1.2721503,0.50792104,0.44829917,0.66015863,0.56780183,1.0396522,0.8395238,0.9010907,1.2155714,0.8334805,1.3862147,1.010238,1.1249516,1.0995969,1.2763127,0.7488508,0.93859977,1.3383195,1.09454,1.29949,0.2014457,0.8473861,1.190654,1.2396973,0.7725393,1.0707531,0.373765,1.1887448,1.388654,1.433433,0.60841805,0.451721,0.5744947,1.2164645,0.7797333,0.56908727,1.3487425,0.9026559,0.54451394,1.3118277
napkin,0.9810039,0.7765807,1.2188368,0.9237437,0.8587805,0.75304365,0.8001194,1.1512407,1.3970078,0.48435187,1.0921338,1.3599958,1.19967,0.8242046,0.42525512,0.7319755,1.2535226,0.7884966,0.7970964,0.66692615,0.38445473,0.919372,0.82752657,1.1348457,0.93031496,0.8035505,1.2552792,1.1420466,0.8621102,1.1724412,1.0275182,1.1560047,1.1356533,0.58414173,1.3531878,0.6490307,1.1705612,1.2849693,1.0374045,0.98188496,1.0965624,1.2234653,0.7824621,0.9802953,1.1870661,0.8693424,1.5078833,0.9778568,0.6292906,0.8668634,0.80536366,0.80304056,0.8190218,1.2429899,1.0493073,0.8055057,1.1271479,1.4550555,1.2781707,1.2966989,0.7406638,1.1529679,0.6882471,1.206844,0.71303964,1.2492537,0.76485,1.205863,1.219146,0.7804922,0.9981449,1.1845945,1.1816885,1.0091573,0.7432487,0.0,0.5823464,1.219204,0.71974075,0.6722257,1.1073709,1.3849356,1.1731583,1.1012644,0.6373762,0.63111407,0.4123202,0.9129937,0.7176435,0.8318893,1.1182367,0.6476376,0.6691084,1.0598532,0.9470662,1.0119761,0.8451329,1.3990383,0.6103016,0.5000137,1.387355,0.62092376,1.3519533,0.5992311,0.54171526,0.98845375,1.1909947,0.8531499,1.0217997,0.6112559,1.1408414,1.4204223,1.5230653,0.7588668,0.867432,0.8190932,1.2093902,0.059636593,0.8572237,1.1888794,0.7260177,0.8405097,1.2983016
necklace,1.0589008,0.7167237,1.2197492,0.89058197,0.7298521,0.6596854,1.1209474,1.2193496,1.4718881,0.53717285,1.2319971,1.2287326,1.3412733,1.0835663,0.73390543,0.92427415,1.4000092,0.6593314,0.9268588,0.9796753,0.7800695,1.1113251,0.6677573,0.9231005,1.1743612,0.53522134,1.3924973,1.146504,1.197483,1.076848,0.9673504,1.3505715,1.148889,0.49968702,1.495672,0.9033946,1.2970288,1.1444325,1.3060358,1.1444272,1.0764537,1.2165204,0.5147375,0.75293833,1.1839129,0.39406514,1.2022034,0.45576072,0.7479483,1.2746122,0.57788897,0.78490716,0.9295176,1.2555395,0.49801672,0.807025,1.1096779,1.1414638,1.2633947,0.9761203,0.6251174,1.2672715,1.0492774,1.2067044,0.71325374,1.2988777,0.77169454,1.0257335,1.1863842,1.0028005,1.2323081,1.1567633,1.1795775,0.9378844,0.5187993,0.5823464,0.0,0.6357311,0.5840213,1.21308,1.0917541,1.3157823,1.1348095,1.2378968,0.559558,0.46150178,0.5930381,0.5471793,0.9066337,0.9967791,0.94238764,1.0293604,0.8920249,1.3805468,1.031578,0.9247296,0.9371972,1.2422781,0.7587504,0.76680183,1.4413922,0.9967093,1.3832512,0.3181697,0.82720053,0.9554416,1.2909367,0.7788297,0.8828255,0.6817223,1.2266784,1.3700383,1.5468282,0.8497167,0.37116504,0.588845,1.1174728,0.62310284,0.9686435,1.3022022,0.8174639,0.6300021,1.2799058
nose,1.1212996,1.0631088,0.8826927,1.0742246,0.95185286,0.9953776,1.3025782,1.1815361,1.0163317,1.2117516,0.93216467,0.797772,0.9944946,1.2305504,1.2872285,1.2841494,1.0893868,0.9554986,1.1346738,1.2735612,1.3346715,1.2422408,0.8551079,0.9539678,1.1388587,1.014304,1.0210406,1.059325,1.1930805,0.9410819,1.0023892,0.9968951,0.925015,1.1133717,1.1159244,1.2411132,1.2228466,0.75815743,1.0653532,1.214675,1.0544947,0.9936079,0.43201447,0.88518286,1.0409106,0.50849676,0.599826,0.37001646,1.2540702,1.2796049,0.65792364,1.283683,1.1695154,0.94491786,0.38474524,0.848211,0.9700466,0.58152354,1.0189506,0.57240725,0.94279337,0.96980923,1.3565818,0.9903515,1.3063407,1.0771308,1.2876446,0.7378016,1.0109502,1.2146933,1.1631858,0.8595209,0.96472424,0.96399784,0.8350549,1.219204,0.6357311,0.0,1.016659,1.1515734,0.92877245,0.9268199,0.8072692,1.0595794,1.2227441,1.1068325,1.0432724,0.4589659,1.1114367,1.2914104,0.96114,1.2658737,1.1936505,1.1938316,1.1990906,0.7813225,1.3043969,0.8657003,1.1299193,1.2496548,1.0148234,1.307725,1.1404773,0.7802348,1.2241985,0.9493403,1.122674,1.2147093,1.0095555,1.2274708,1.0690994,0.90479714,1.0200466,1.1012179,0.38748896,0.78912294,1.0197564,1.1857221,1.2097517,1.1331775,1.1857548,0.9107127,1.1144688
orange,1.3100711,0.11953485,1.4518216,0.28869438,0.32140493,0.46934146,1.1110168,1.4036748,1.526205,0.47413206,1.4407454,1.3298905,1.4912809,1.0124379,0.39361018,0.4628561,1.3611861,0.41075742,0.9679482,0.8950531,0.8453052,0.96825063,0.86593264,1.1249446,1.371488,0.49174815,1.4569623,1.434519,1.1756434,1.279401,0.89380074,1.4858284,1.342387,0.29454005,1.5549062,0.4733739,1.0962173,1.3478028,1.1961613,1.2363917,1.1186961,1.2127361,0.90099037,0.2636748,1.2364945,0.7880752,1.2498909,0.7731352,0.42346108,1.0395527,0.8494102,0.76154983,0.6563859,1.3141638,0.7622105,0.88235635,1.0129858,1.2486767,1.1966394,1.2236855,0.34045184,1.4389203,0.8366149,1.3338132,0.7616919,1.4343063,0.57104295,1.2524325,1.178123,0.64014184,1.1530446,1.3734806,1.141217,0.9091087,0.22752404,0.71974075,0.5840213,1.016659,0.0,1.3480949,1.2187986,1.4876914,1.4340842,1.3173025,0.530081,0.46755224,0.67785347,0.78613937,1.0253295,0.68296444,0.68444955,1.0732642,0.85652524,1.4005121,0.8192788,1.1300085,1.0225892,1.4122092,0.7295291,0.87310016,1.4210832,0.9349393,1.3407667,0.3341108,0.7014301,1.1253192,1.1727118,0.6823815,1.0815016,0.2762791,1.1188673,1.4967414,1.4937079,0.565333,0.5893148,0.69975054,1.2954297,0.78551775,0.40394843,1.2303969,0.97358614,0.57121414,1.3674209
oven,0.88406503,1.3217885,0.85706115,1.2943463,1.2966099,1.2742505,0.7817629,0.7837809,0.7707186,1.1390032,0.66728485,0.899948,0.78456104,1.0905322,1.0383797,1.2122446,0.9074993,1.3210049,0.7824479,0.8584877,0.6539829,1.0258102,1.1396154,1.0432073,0.5960945,1.2778808,0.4488752,0.7174074,0.8260331,1.0771722,1.1878586,0.6849784,0.90351343,1.3533826,0.69995606,1.0814445,1.0409784,0.962614,0.8987321,0.5157216,0.7560877,0.9504438,1.0677775,1.3158374,0.9268163,1.2246441,1.1205883,1.3074908,1.2366033,0.7977019,1.1768147,1.2618682,1.181314,1.0135769,1.2731051,1.1206126,1.1742289,1.0426043,1.0320654,1.1679454,1.2178936,0.6183405,0.8834876,1.0121309,1.2187977,0.8447958,1.1316549,0.9405799,1.040942,1.0789757,0.8825821,0.88341415,1.0200303,1.096665,1.3105559,0.6722257,1.21308,1.1515734,1.3480949,0.0,1.0852201,0.8457648,0.7395103,1.0350573,1.3302548,1.3187101,1.0375768,1.2257577,0.8690285,1.1427782,1.2939299,0.78475183,0.9915746,0.41516948,1.091515,0.8486986,1.111912,0.8895136,1.0712602,0.93945956,0.61774445,0.8646752,0.90003794,1.3354043,0.68872774,1.0199664,1.0166011,1.227916,1.0659862,1.1687334,0.9648809,0.8104892,0.85557014,1.1890604,1.3206167,1.2121015,1.0573816,0.62243766,1.3132691,1.0313977,0.7764295,1.1855421,0.78067815
owl,0.78700733,1.1455009,0.8535143,1.1210914,1.0114735,0.9678144,0.9661309,0.9926746,1.0161476,1.029079,0.92061126,1.0178418,0.9527363,1.0493691,1.1029944,1.2329974,0.9800088,1.1080933,1.1286335,1.195935,1.195123,0.9660275,0.9052482,0.7545948,1.0316454,0.9745042,0.99621207,0.95841175,1.0029998,0.60938364,0.96053857,0.9014607,0.96768415,1.158649,0.9758628,1.168529,1.0938472,0.7236844,1.0271894,1.0772705,1.1450276,1.0918734,0.8701954,1.2028577,0.89320284,0.97220486,0.8797071,1.0620632,1.1210017,0.9572061,1.0246377,1.041446,1.0894353,0.863854,0.9253495,0.89922583,0.98249155,0.91019857,0.9964786,0.98848706,1.0501138,0.98684424,1.0060878,0.8849914,1.058737,0.9955108,1.1243594,0.885265,0.8704891,1.1059524,1.0974662,1.0161659,0.8719375,0.8874605,1.0667769,1.1073709,1.0917541,0.92877245,1.2187986,1.0852201,0.0,1.0059752,0.9139174,0.9621317,1.0914328,1.1726985,1.0730296,0.9423039,0.9042954,1.2469162,1.0023854,1.0019648,0.90023255,1.0027593,1.1372366,0.9588243,1.0261083,0.95006293,0.98253644,1.0702009,1.0415024,1.1261271,1.0937759,0.9778612,1.1936407,1.1446227,1.0449257,1.0931414,1.049912,1.1909364,0.90051275,1.0118768,1.0049118,1.0666211,1.1002914,0.88004714,1.0378883,1.1181319,1.1168958,1.0135299,1.154545,1.1234604,0.9998713
pajamas,1.0414618,1.4830714,0.5881337,1.3425711,1.4045634,1.4581071,1.1577748,0.76931894,0.3874352,1.3824348,0.7568533,0.45904326,0.45103955,1.2019688,1.4680021,1.4565101,0.7854086,1.229925,1.2059057,1.2243856,1.2827513,1.1671097,1.1676651,0.664049,0.9042523,1.4722798,0.68739986,0.37266278,1.0675544,0.89179707,1.178667,0.5981946,0.73626876,1.5205727,0.55733216,1.4457192,1.0401273,0.6204481,0.8197348,0.94311404,1.0902864,0.5532989,1.2169893,1.318143,0.46106488,1.2278515,0.60336185,1.0886691,1.5309184,1.1626731,1.1344236,1.3795557,1.3713733,0.91399837,1.1680069,1.1763022,1.0945903,0.69448805,0.84428096,0.7528124,1.401972,0.42040896,1.2869701,0.56847036,1.4320154,0.80172855,1.4071697,0.7788763,0.6659176,1.2809095,1.0406513,0.572298,1.065765,1.0953392,1.3741915,1.3849356,1.3157823,0.9268199,1.4876914,0.8457648,1.0059752,0.0,0.58454216,0.8116701,1.4944623,1.4564674,1.334954,1.1575378,1.2569432,1.3474118,1.130409,1.1434237,1.3259962,0.8678726,1.1797508,0.74814653,1.2770385,0.076380014,1.3260554,1.4144801,0.66805387,1.2917855,0.55282766,1.483979,1.3535569,0.85741174,0.97723085,1.4255862,1.1967442,1.4475931,1.0666423,0.1281485,0.46397966,1.3911872,1.2608545,1.2237017,0.96091217,1.2817708,1.4748576,0.97630674,1.2438649,1.3749369,0.6987299
