,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mop,motorcycle,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,plant,plate,pumpkin,purse,radio,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
bottle,1.4905545,0.9925649,0.44295877,1.4162943,0.58430964,0.455505,1.0460887,0.9465088,1.4201466,1.5260876,0.47840405,1.447463,1.2264928,0.96737224,1.4693158,1.0793371,0.86756,0.0,0.49299717,1.0522833,0.620657,0.82676584,0.3895563,0.89449775,0.34688938,0.7119049,1.0046276,1.2802373,1.2790506,1.0274603,0.9574635,1.1654028,1.2819042,1.2939649,1.0081178,1.4884882,0.6620586,0.368357,1.4735516,0.20226711,1.3909888,1.2410696,1.1077908,1.2069001,0.99505097,0.5862515,1.3710563,1.2288644,0.9586102,0.7870568,0.70304525,0.8871183,0.8926932,1.0422609,1.2971104,0.858588,0.89415795,1.1242769,1.0473766,1.285908,1.361255,1.3320062,0.47535348,1.2238061,1.2226113,1.332113,0.8961451,1.4293075,0.5429264,1.003784,0.55136204,1.4272048,0.9654138,0.87214166,1.54238,1.1449177,0.9888883,0.58507985,0.2760471,0.72154,1.1932948,0.42907518,0.869362,1.4880645,1.4088335,1.2410173,0.46337688,0.55348814,0.90225583,1.0523717,1.0534348,1.0660795,0.89067274,0.68294364,1.0868583,0.65569234,1.099489,0.62618005,1.0234505,1.1871481,0.8530034,1.4089617,1.0509804,1.4107993,0.2988612,1.3022183,0.50461537,1.205746,0.4324689,1.2498115,0.4930789,1.2101415,0.5679447,0.8998326,1.1623383,0.44406432,1.0575573,1.4074908,1.2298466,1.4389985,0.6973165,0.86571556,0.617545,1.1091268,0.24116409,0.9925553,1.0719839,1.1471196,0.47722238,0.4715376,1.1979032
bowl,1.2448201,1.0943131,0.5556919,1.4455727,0.6742369,0.5194975,0.9761327,0.80843717,1.1758685,1.4364129,0.59499824,1.3709364,1.2504927,1.002071,1.3429626,0.9909437,0.7596339,0.49299717,0.0,0.8599099,0.5059241,0.88110006,0.56467986,0.9167788,0.58328193,0.7966548,1.0681666,1.3547698,1.2318379,0.67909,0.74431074,1.212354,1.3049619,1.1087908,1.0990236,1.4229759,0.7577436,0.5295835,1.3477043,0.43993413,1.3950891,1.2062492,1.1834595,1.009032,1.1695383,0.5821177,1.3503792,1.2937765,1.0602777,0.80383897,0.8745546,0.956216,0.41733742,0.8965469,1.1748513,0.9428869,0.9713654,1.1182649,0.97332066,1.3676537,1.1535455,1.2720996,0.72152764,1.2182482,1.2376666,1.3446625,0.8833239,1.4683105,0.5213932,0.9798246,0.54638773,1.353618,0.71367145,0.85612774,1.4617642,1.0016654,1.0411469,0.7649098,0.6338664,0.8799732,1.2191775,0.40840185,0.99191535,1.5005481,1.4582267,1.1538429,0.5397544,0.56592655,0.7800872,1.0305156,0.97190374,1.1496749,0.20972139,0.8240856,1.0886302,0.6700165,1.1293458,0.81076676,0.5995386,1.1954865,0.7265926,1.485333,1.0219481,1.4070657,0.45083946,1.2874596,0.45977902,1.273629,0.58944887,1.1679025,0.6508051,1.0739,0.55822545,0.425233,1.2385883,0.6803554,1.1441183,1.4028199,1.3083009,1.2529086,0.557921,1.0077686,0.707402,1.0990771,0.6290267,1.0205715,0.5529834,1.2042315,0.7433283,0.72314215,1.2957528
box,1.0587949,1.0194584,1.1702683,1.1020784,1.1646436,1.2828097,1.1774027,0.33373177,0.83865905,0.97492766,1.1361666,0.8215502,0.99877053,0.91696453,0.9971648,0.97722936,0.4909534,1.0522833,0.8599099,0.0,1.0533195,0.9944428,0.6684308,0.97069323,0.9845415,1.0923729,1.2968225,1.2414355,0.7056152,0.7784473,1.1443688,0.8805136,1.0909537,0.61088634,0.95802224,0.96714413,1.2564023,1.265393,0.6820568,0.9120187,1.0110977,0.92163825,0.85533094,0.54716617,0.9963878,1.2435944,1.1319612,1.1163523,1.3317484,1.126597,0.9159732,1.0815954,1.0124803,0.8960143,0.83539623,1.2781082,1.0238054,1.2415172,0.63380194,1.130132,0.94929457,1.1006709,1.2795033,0.8668568,1.0318524,1.0562662,0.654839,1.1509925,1.1692929,0.8200314,1.1477367,1.0520428,0.8394474,0.62817574,0.95082176,0.8886294,0.992674,1.3800738,1.2315426,1.2794247,1.242871,1.1405567,0.80250573,1.0811718,1.1655552,0.6336257,1.2005501,1.1941416,0.90979564,1.0437824,1.143133,0.9862252,0.7877317,1.2503712,0.56020164,0.90764844,0.5679858,1.0845705,0.9848393,0.9465505,1.0172358,1.1351292,0.89881575,1.1389709,1.0967326,0.9815962,0.777717,0.9676024,1.2007326,1.2752322,0.9823,1.0261977,1.1586319,0.98821026,1.0216651,1.2117953,0.85461897,1.084349,0.9222482,0.76446223,1.0501063,1.3655081,1.2452242,1.1004404,1.234081,0.8023485,0.6207377,0.9937894,1.0385911,1.245381,0.94736433
bread,1.3044438,1.119183,0.53433377,1.345324,0.62592065,0.47509372,0.72551966,0.9763358,1.4212966,1.4388645,0.65063846,1.377842,1.1704781,1.0531204,1.2837088,1.0514019,0.9222562,0.620657,0.5059241,1.0533195,0.0,1.0466611,0.75917995,1.0257653,0.75632226,0.7322269,0.748405,1.2114997,1.3156549,0.749905,0.785671,1.2867376,1.2956641,1.2684759,1.1410222,1.4183547,0.72059065,0.49944955,1.4500413,0.6052763,1.2673779,1.0879599,1.2355797,1.2581115,1.0567276,0.53574926,1.352746,1.1601814,0.80387604,0.5640489,0.69987786,0.8940051,0.8290656,0.7750014,1.3658772,0.72917557,0.7823725,1.1506224,1.2135112,1.2715179,0.8961331,1.1474003,0.46823353,1.1258591,1.2591844,1.3471576,1.0802704,1.3368822,0.5206574,0.98115134,0.6338086,1.2074263,0.7577719,0.9658153,1.3364902,1.1341985,0.88710845,0.67577887,0.55719614,0.7545078,0.9885374,0.29849255,1.1266031,1.3780036,1.3518115,1.3779389,0.5469303,0.6357845,0.84502286,0.80790573,0.8659562,1.1577563,0.71862584,0.65879625,1.1086286,0.6378252,1.2212251,0.56964314,0.685189,1.2791564,0.81292367,1.4541245,0.9469386,1.308603,0.56334144,1.4125086,0.7470809,1.349117,0.3946569,1.0608652,0.68295467,1.2038019,0.66085637,0.81543124,1.2207464,0.6875648,1.054632,1.4005871,1.3305005,1.4480621,0.7067362,0.69599867,0.535869,1.2465072,0.5063798,1.0173907,1.004517,1.2135152,0.8718245,0.4706241,1.3515877
broom,1.2424405,0.9420469,0.94964683,1.2067184,1.0149021,0.9221394,0.9643726,0.95382345,1.0042892,1.3207476,0.8735419,1.0038905,1.1955904,0.8365445,1.297184,1.1615852,0.8951155,0.82676584,0.88110006,0.9944428,1.0466611,0.0,0.8061038,0.79296654,0.7667444,0.9202845,1.1610479,1.190067,1.0229918,1.0481516,0.91579914,0.9464256,1.124867,1.1799375,1.0059562,1.3026763,1.006158,0.74185383,1.0217195,0.88357,1.2340153,1.0860995,0.791662,0.91495377,0.9207814,1.0127507,1.1939582,1.1608531,1.1421852,1.0696955,0.9094873,1.0476521,0.6460881,0.9574469,1.0873636,1.144659,1.1770638,0.91264284,1.0804318,1.2330848,1.3307549,1.2262825,1.095366,1.1122968,0.8525024,1.2147741,0.9304187,1.3252146,0.6044976,0.7502383,0.69219637,1.3153172,0.9939938,0.89936024,1.3488731,0.36873823,1.0788047,1.1341023,0.8530637,0.89546996,1.2009205,1.0016156,0.75624484,1.3392465,1.2705224,1.0245689,0.6345693,0.5430143,0.9215283,1.1414514,1.1128961,0.955631,0.9687041,0.9855959,0.9062561,0.8876336,1.0788462,0.843508,1.0693247,1.0930502,0.47145456,1.2379625,0.92792004,1.3624115,0.6697289,1.0470498,0.78580093,1.1131785,0.96760446,1.0626965,0.8323773,1.1122737,1.0967841,0.62156165,0.8786055,1.0007384,0.9574897,1.2954165,1.0500133,1.2029854,1.0021877,1.150777,1.0943799,0.71184164,0.83912057,1.078247,0.946973,0.96344256,0.35082352,1.0584843,0.981512
bucket,1.3767731,0.88741994,0.75395143,1.3978156,0.75584346,0.7473833,1.0836365,0.60699064,1.211939,1.4509847,0.79472256,1.2879732,1.109567,0.9014611,1.4005334,0.9765569,0.71432304,0.3895563,0.56467986,0.6684308,0.75917995,0.8061038,0.0,0.8098823,0.50163496,0.81661624,1.1714423,1.4077253,1.1113045,0.8324555,0.9428554,1.1211354,1.2227205,1.0872548,1.0412234,1.390188,1.0094244,0.84695673,1.2423986,0.17872274,1.2908992,1.1542286,1.0652437,0.9450308,0.9814253,0.7494735,1.2945899,1.2419727,1.1628784,0.9135266,0.7645924,1.0145098,0.8174114,0.89809936,1.0211089,1.1418447,0.93169236,1.1624236,0.7231036,1.308446,1.2975366,1.3297637,0.84878826,1.166475,1.1603267,1.2689084,0.5126668,1.4685665,0.8927491,0.962643,0.72062904,1.3761654,0.6850789,0.38243544,1.3692302,0.9962193,1.0073951,1.0512717,0.63704973,0.96637344,1.2732601,0.7158835,0.70473224,1.4674248,1.4745504,0.97651875,0.8558021,0.8695289,0.8066703,1.0674927,1.0703496,1.1075159,0.70849156,0.8634285,0.852443,0.7208768,0.8730202,0.7902279,0.9421955,1.1357262,0.84555876,1.4310648,0.9751403,1.4436365,0.5589981,1.2708803,0.43493587,1.123533,0.82206374,1.2740436,0.6434943,0.99115384,0.88293225,0.74882686,1.1222112,0.97340345,0.8962204,1.3600075,1.131157,1.2489837,0.68476945,1.1158782,0.99121684,1.0303253,0.64073414,0.8274815,0.7985654,1.1207137,0.6529355,0.8421816,1.1860809
butterfly,1.132399,0.8470993,0.854488,1.1341038,0.7830827,0.88802886,1.0196131,0.98679346,1.1901735,1.1450064,1.0490595,1.0940609,1.0075134,0.6008307,1.1048291,0.905414,0.96397996,0.89449775,0.9167788,0.97069323,1.0257653,0.79296654,0.8098823,0.0,0.9777993,1.0435643,1.2216243,1.1963658,1.1270185,0.8581446,0.89640033,1.0446008,1.1147238,1.0739892,1.1043084,1.1609883,1.2254963,1.0700732,1.0281922,0.89188135,1.1262164,0.95079005,1.0296885,0.97221535,1.0187448,0.92011636,1.0767089,1.0687152,1.2824103,0.88823044,0.7605951,1.182109,0.8548585,0.6922064,0.9953943,1.2257814,1.1377017,1.0516374,0.9493415,1.1353785,1.1246206,1.2493687,1.0211112,1.0607845,0.9718825,1.1996415,0.94571567,1.28232,1.0159804,1.0863497,0.8324038,1.1141208,0.7750787,0.8103875,1.1783931,0.88010824,1.1136307,1.0737942,1.0123727,1.0933622,1.1840414,0.9303065,0.92821896,1.2355349,1.324127,0.93440163,1.0161046,1.0665089,0.7638986,1.1299169,1.1332903,0.9725715,0.8991619,1.0490832,0.94073963,1.0161803,0.9406214,0.82981396,1.0175848,0.9832565,0.8060277,1.1888616,1.0829213,1.2986548,0.83504647,1.0726552,1.0041989,0.99772996,1.068416,1.2387965,1.0027556,0.95242417,1.0598001,0.80269575,0.9471289,0.98401666,1.0345261,1.1090087,1.0582055,1.0702343,0.9177956,1.2119507,1.09862,0.9289737,0.99580973,0.84699833,1.008322,1.0130881,0.85990053,1.1380588,1.0577075
can,1.4090545,1.1333046,0.725808,1.4304122,0.843323,0.65743995,1.0611732,0.8254366,1.0860971,1.4204669,0.28669035,1.2550256,1.2241662,0.9933573,1.3841941,1.0835589,0.7588178,0.34688938,0.58328193,0.9845415,0.75632226,0.7667444,0.50163496,0.9777993,0.0,0.6249439,0.9570765,1.1642528,1.0072312,1.0718161,0.9678265,0.9866486,1.2358819,1.1187495,0.9173257,1.3321532,0.7326443,0.45237708,1.309315,0.4123155,1.2241416,1.3451436,0.85238546,1.0041193,0.94742715,0.81143415,1.2656904,1.2928306,0.871516,0.83817416,0.84997416,0.70341647,0.8875231,1.0348603,1.3225914,0.90927523,0.79395777,1.0559657,1.1752967,1.3113616,1.3834903,1.3172235,0.6852672,1.2281101,1.2422056,1.2607172,1.026676,1.3086643,0.6411706,0.6771609,0.59412086,1.4183589,1.1081227,1.0840263,1.5257399,0.92841256,0.8984581,0.87335986,0.24728966,0.58327585,1.2448717,0.7392701,0.754504,1.3703831,1.241374,1.174309,0.5179977,0.5433825,1.0681053,1.0386535,0.89768374,1.0391719,0.88450074,0.7391342,1.0763288,0.5894551,1.0387429,0.7339288,0.9373034,1.2179413,0.85719776,1.3867348,1.0340166,1.2873496,0.4728065,1.1191524,0.42939454,1.2361066,0.58912235,1.0044295,0.4912727,1.2491057,0.50699145,0.904285,1.2395636,0.8734868,1.0811613,1.3889402,1.2060065,1.4161398,0.74157524,0.9072081,0.845376,1.1746106,0.30566126,1.1500117,0.92464316,1.1625072,0.3041029,0.5396447,1.0636387
car,1.2754439,1.1952572,0.80997455,1.3134758,0.9154372,0.82667124,1.0659289,0.9996392,1.1710826,1.3283273,0.6911588,1.0880594,1.216758,0.98749924,1.2830244,1.0116293,0.77318966,0.7119049,0.7966548,1.0923729,0.7322269,0.9202845,0.81661624,1.0435643,0.6249439,0.0,0.9466992,1.0818223,1.0188352,1.0994076,1.0359485,1.0411224,1.1230768,1.0826703,0.9049662,1.2473483,0.83693933,0.64357656,1.2671044,0.7299155,1.0193846,1.1500133,0.98443407,1.2131697,0.9568982,0.881763,1.2930313,1.0499356,0.91040957,0.77218664,0.696996,0.85189635,0.9028093,0.89750904,1.1681406,0.85340816,0.921236,1.0716447,1.1878107,1.0836236,1.1932282,1.1717519,0.75550944,0.9560365,1.1174728,1.1776307,1.0577432,1.1832404,0.7299877,0.8572707,0.81446326,1.2357284,1.0978552,1.1172264,1.3285987,0.978312,0.84131706,0.8838039,0.66869915,0.8045875,1.016214,0.87136036,1.0041022,1.1853213,1.205429,1.2250366,0.66455066,0.687186,1.072576,0.8776814,0.8993458,0.8487899,0.94949514,0.84823453,1.0215985,0.68199617,1.1607485,0.6758337,0.98772776,1.0489784,0.909635,1.292976,0.90670013,1.2823644,0.6932049,1.163499,0.77690446,1.2044046,0.67461354,0.8798126,0.6554594,1.2074367,0.727327,0.857245,1.1498919,0.8815306,1.0468309,1.2498244,1.0518241,1.3370829,0.8441696,0.92274404,0.80959105,1.1858191,0.6530795,1.1431719,0.96853626,1.1377498,0.7820405,0.632695,0.85704863
carrot,1.0399501,1.0691674,0.9281201,0.94234055,0.90789527,0.816285,0.6272129,1.2474561,1.0690215,1.073007,0.8459419,1.1421461,1.1110926,1.1927387,1.0103208,1.1405852,1.0879563,1.0046276,1.0681666,1.2968225,0.748405,1.1610479,1.1714423,1.2216243,0.9570765,0.9466992,0.0,0.94310844,1.1372257,1.1697267,0.84604836,1.2006085,1.1283488,1.001519,1.1080257,1.0361326,0.58581287,0.72380114,1.1734568,1.0156803,0.9332211,0.9904483,1.1811829,1.1806066,1.0636929,0.75354964,1.0705887,0.9152438,0.41501868,0.9655279,1.0247751,0.83233947,1.0755258,1.0434465,1.1712815,0.55927753,0.77141094,0.93518823,1.1899191,0.97728604,0.9520773,0.6973757,0.68141633,1.065523,1.2049022,1.1142454,1.1370015,0.9058594,0.8131839,1.0523556,0.9554616,0.9963741,1.1690906,1.256057,0.8895174,1.1768438,0.9145648,0.59777457,0.79899436,0.6449222,0.61732256,0.8255419,1.3052322,0.9265182,0.88162917,1.0928963,0.7859936,0.79617417,1.1631274,0.8946614,0.7655772,1.2195889,1.1676704,0.6997702,1.2356128,0.903491,1.1820154,0.869928,0.87477124,1.2267803,1.0221813,1.0834376,1.0708851,0.8506204,1.0130702,1.0311867,1.0715554,1.2458535,0.7760018,0.7540379,0.93162143,1.094942,0.7538528,1.149261,1.2271849,0.9058239,1.0737458,1.116822,1.1816566,1.1801397,0.9913017,0.43954122,0.6894257,1.0574338,0.7982588,1.1305536,1.1696033,1.1580495,1.1140409,0.63253,1.2152762
cat,0.63287604,1.0689949,1.2735152,0.63770545,1.2771832,1.1568868,1.1746844,1.1845458,0.67143244,0.72499204,1.0216517,0.85820353,0.89629924,1.1805921,0.777244,1.1750743,1.31001,1.2802373,1.3547698,1.2414355,1.2114997,1.190067,1.4077253,1.1963658,1.1642528,1.0818223,0.94310844,0.0,0.8477532,1.1409522,1.070079,0.76323956,0.6962044,1.03228,0.93348414,0.7331556,0.9136577,1.1851407,0.89348114,1.3434165,0.53612185,1.175651,0.7713934,1.0332208,0.95244473,1.253201,0.5664014,0.9112256,1.028413,1.0722547,1.219978,1.0766985,1.2029331,1.3776039,0.8808521,1.0324227,1.1407678,0.61633766,1.2216492,0.692153,0.7741183,0.91081595,1.1563572,0.7832204,1.0242957,0.70272464,1.2473434,0.59001267,1.1909351,1.0689492,1.1690942,0.73557943,1.2253222,1.1913866,0.8587893,1.0508691,1.06213,1.013505,1.1343074,0.95420307,0.93753284,1.2743239,0.9902717,0.67952514,0.537707,0.99773276,1.1896212,1.190872,1.2498374,1.0851762,1.0765328,0.8755593,1.2858348,1.2136886,1.139804,1.1712823,1.0427511,1.1714026,1.055131,0.91862726,1.2857229,0.54708636,1.1854378,0.78909516,1.3053846,0.7561493,1.2111616,0.9035416,1.260912,0.49605978,1.3585664,1.0900342,1.1196884,1.2569461,1.0605847,0.95132947,1.0787895,0.6478157,0.9653249,0.76859295,1.3798736,1.0919971,1.0854946,1.09613,1.1645683,1.3378187,1.1465937,1.0170044,1.1331108,1.1488949,0.62741333
chair,0.8421637,1.135504,1.4584148,0.81345403,1.4035393,1.485884,1.3114185,0.7196989,0.57731575,0.6030446,1.1918737,0.36527908,0.9329723,1.0818899,0.76566195,1.1377993,0.91087824,1.2790506,1.2318379,0.7056152,1.3156549,1.0229918,1.1113045,1.1270185,1.0072312,1.0188352,1.1372257,0.8477532,0.0,1.069059,1.2378327,0.4969377,0.8816085,0.5888883,0.9559447,0.474867,1.2488068,1.3893584,0.5530126,1.2184649,0.7172022,1.0479299,0.49661243,0.6406004,0.9247067,1.4470035,0.820778,1.1141949,1.2215801,1.2112157,1.1130583,1.1059331,1.2077793,1.2228781,0.84941256,1.3008862,1.0810465,1.0680571,1.0118273,0.96347195,0.9530818,1.0571696,1.3625822,0.7649143,1.0379733,0.7723161,0.9518825,0.6955905,1.3207905,0.45681107,1.2214766,0.8785835,1.1854411,1.0391955,0.8790933,0.87998986,0.9510379,1.4217658,1.1749562,1.1385716,1.1775496,1.3728321,0.6179293,0.8155366,0.69204414,0.8665923,1.3156171,1.3084972,1.2326865,1.0966753,0.908387,0.8619783,1.160405,1.3300345,0.7455482,1.1072625,0.76465786,1.1742675,1.1680826,0.912946,1.0979396,0.8639591,0.99354,0.8612801,1.3089032,0.6784531,0.92938995,0.88021845,1.3799901,1.002175,1.144392,1.0623486,1.2549142,1.1967247,1.0723426,1.31622,0.8872392,0.79186654,0.68258256,0.6359395,1.2892357,1.3368255,1.3837436,1.1192241,1.2118549,1.1318442,0.9202688,0.7734805,1.0169444,1.3436712,0.49169296
chips,0.8958886,0.89127076,1.007824,1.113105,1.0430495,1.1104184,0.9901682,0.8061386,1.0369902,1.0786949,1.1408086,1.102504,1.0165018,0.9147793,0.98317903,1.0122335,0.8563672,1.0274603,0.67909,0.7784473,0.749905,1.0481516,0.8324555,0.8581446,1.0718161,1.0994076,1.1697267,1.1409522,1.069059,0.0,1.0265493,1.0052385,1.0606676,1.0021693,1.071263,1.1308903,1.1506487,1.1516994,1.042569,0.9518672,1.1402926,0.9574401,1.0457718,0.9098685,1.1070917,1.0628364,1.0301366,1.0925868,1.2559942,0.9621425,0.8486697,1.1899176,0.69027513,0.8828424,0.924603,1.1349217,1.0295917,1.1178377,0.91741765,1.1014045,0.81078744,1.1043835,1.1423599,0.99751264,1.0423188,1.0585135,0.8987746,1.2011576,1.0421518,1.0933461,1.0345677,0.94000983,0.66204226,0.68494326,1.0405054,0.9998014,1.0742512,1.1858193,1.0923023,1.2354589,1.165191,0.8693659,0.90243495,1.1271425,1.2358834,0.81250966,1.1037648,1.1054344,0.84072834,1.0517607,1.1569871,1.0111437,0.56318635,1.1642027,0.9095969,1.0739732,0.82229733,0.9616876,0.8530123,1.0367764,0.94557214,1.137438,0.9803514,1.137325,0.98678714,1.0599915,0.9122091,1.0429816,1.0621338,1.1273968,1.1245035,0.9524168,1.1550843,0.7228601,1.0357659,1.1039928,1.0600275,1.0352123,1.07938,0.8879343,1.0137752,1.2163271,1.0455391,1.0039784,1.0887495,0.9572302,0.7512819,1.0293761,1.1101007,1.1525382,1.1358569
clock,1.0697553,0.9744606,0.8724739,1.1562116,0.8354554,0.5441475,0.8078096,1.1741633,1.0599347,1.2957644,0.92709637,1.2881525,1.0796472,1.0628308,1.1829696,1.0668416,1.1298589,0.9574635,0.74431074,1.1443688,0.785671,0.91579914,0.9428554,0.89640033,0.9678265,1.0359485,0.84604836,1.070079,1.2378327,1.0265493,0.0,1.180245,1.1924299,1.2465309,1.0983396,1.2768207,0.82585275,0.8563415,1.2509413,0.8694098,1.1714644,1.0076758,1.1043875,1.122694,1.1258224,0.6105995,1.1973912,1.0821205,0.80044156,0.79145455,1.0429657,0.8498147,0.73357856,0.9181177,1.0127242,0.834003,1.0057667,0.8572321,0.94257253,1.2240725,1.0327725,0.9284895,0.84949344,1.0387774,1.0557255,1.2679883,0.8810118,1.2974768,0.81349564,1.0586354,0.34220886,1.1359235,0.8235536,1.0208129,1.0564874,0.8416159,1.1072248,0.7723155,0.94555646,0.747931,0.81144315,0.7905324,1.0894821,1.2654762,1.2518871,1.1356834,0.86738473,0.820058,0.915598,0.94113743,0.9498087,1.2078816,0.66779083,0.75333786,1.1371309,0.9459893,1.237873,0.9629044,0.7019559,1.1617014,0.76898164,1.2572213,0.9362564,1.1487112,0.8299742,1.1811244,0.9785697,1.1755586,0.7773876,0.8132991,0.9870376,0.8948582,0.79958874,0.7076978,1.072178,0.90187573,1.0542134,1.3006138,1.2617698,1.2557541,0.66715795,0.7879823,0.8350569,0.96065813,0.94575554,1.0106043,0.8408421,1.1675901,0.97308946,0.8286101,1.1921127
closet,0.9285098,1.0406746,1.3071302,0.8011717,1.3172158,1.3565063,1.1952057,0.87808186,0.6427912,0.7409112,1.2551856,0.66132003,0.9344865,1.0365254,0.88239384,1.1953562,1.1719981,1.1654028,1.212354,0.8805136,1.2867376,0.9464256,1.1211354,1.0446008,0.9866486,1.0411224,1.2006085,0.76323956,0.4969377,1.0052385,1.180245,0.0,0.8393903,0.92875165,1.0108573,0.69680643,1.1921914,1.3422943,0.7162267,1.210931,0.80775845,1.1284473,0.1303606,0.6107166,0.9091128,1.3777592,0.84316736,0.9023584,1.2531598,1.2299256,1.1117253,1.1689165,1.1448501,1.2528156,0.9440169,1.1947607,1.2227639,0.8925916,1.0156065,0.76214206,0.9810698,1.0518976,1.3052589,0.8830571,1.0305637,0.7791303,1.0420446,0.84210813,1.2966808,0.7632693,1.1632185,0.8810343,1.1164219,0.9889605,0.9602525,0.9057673,1.0534153,1.3058405,1.1006627,1.1923078,1.0814178,1.2576683,0.4595111,0.86772054,0.808092,0.9341478,1.3066437,1.311437,1.1995443,1.1798733,1.0802696,0.8995868,1.1398343,1.2315073,0.93816817,1.1757548,0.66254306,1.1517019,1.1130935,0.89604867,1.1712959,0.7878454,1.1071562,0.9119689,1.1965331,0.39098108,1.0069835,0.9745905,1.380858,0.9470373,1.2010818,1.1375713,1.2846739,1.1720061,1.0962118,1.1791093,0.9789212,0.70537055,0.9036454,0.8365927,1.3076462,1.3089373,1.2154927,1.0540544,1.1171962,1.1995537,1.0315173,0.960313,0.9602827,1.3586692,0.49413013
coat,0.64779264,1.0019374,1.2532115,0.72612596,1.2160474,1.2937602,1.2441825,1.1577576,0.8514634,0.7724866,1.1903429,0.89731926,0.7233131,1.1035384,0.8084903,1.1486386,1.1995691,1.2819042,1.3049619,1.0909537,1.2956641,1.124867,1.2227205,1.1147238,1.2358819,1.1230768,1.1283488,0.6962044,0.8816085,1.0606676,1.1924299,0.8393903,0.0,0.94590145,0.93989193,0.7789621,1.1752639,1.3171184,0.85082096,1.2784768,0.7480931,1.0182691,0.9583968,0.9915117,0.92866623,1.2338967,0.6404256,0.764827,1.095148,1.2722394,1.175953,1.1182086,1.1842263,1.1918213,0.9249349,1.1394402,1.2098606,0.94230235,1.0649532,0.6407726,0.892441,0.99388355,1.1979349,0.8353432,1.0056763,0.1671933,1.0958346,0.60993576,1.2436087,1.1119137,1.306497,0.81065273,1.1236513,1.0204291,0.86446154,1.1056046,1.1336371,1.1329343,1.2205772,1.1583427,0.9821046,1.2554946,0.9143047,0.5958204,0.5953553,0.9337192,1.2570269,1.2695545,1.0729005,1.0615355,1.0825613,1.0090868,1.2101419,1.2259833,0.9585907,1.214803,0.9262534,1.1508584,1.1486022,0.9109738,1.2831268,0.56468606,1.0963502,0.63751346,1.3926289,0.74374306,1.1868582,0.9710318,1.3492533,0.98389465,1.210208,0.9468807,1.2429657,1.1717619,1.0190907,1.1883464,1.1143452,0.4506324,0.94457495,0.7575227,1.27186,1.1495242,1.2641389,1.0630566,1.2421365,1.2197592,1.1038604,0.95885736,1.213119,1.2808882,0.82621634
coffee,0.7988671,1.1319869,1.3518684,0.85161936,1.2748276,1.4602437,1.1472498,0.6054914,0.7532284,0.56286234,1.1922216,0.6081028,0.9540117,1.0349013,0.62170243,0.93559,0.6050911,1.2939649,1.1087908,0.61088634,1.2684759,1.1799375,1.0872548,1.0739892,1.1187495,1.0826703,1.001519,1.03228,0.5888883,1.0021693,1.2465309,0.92875165,0.94590145,0.0,0.9747648,0.5517409,1.2115271,1.3128566,0.5478985,1.1650597,0.7373582,0.92604274,0.9890216,0.65373087,1.0291078,1.3147514,0.81730354,1.083983,1.1933279,1.1999136,1.158621,1.0466802,1.0764009,1.0259517,0.7306031,1.1860752,0.95608234,1.1258767,0.89294314,1.0099951,0.8533611,0.9392299,1.3349311,0.84162104,0.97342885,0.84452915,0.8586862,0.77800393,1.2929995,0.80010366,1.3336883,0.80093825,1.0071838,1.0213993,0.72633946,0.98649645,0.97370744,1.3335193,1.2602625,1.1895567,1.173767,1.2993965,1.048679,0.7851524,0.83062994,0.6087459,1.2694297,1.2501333,1.1703633,1.1266799,0.9172412,0.95951027,1.0015422,1.2920171,0.8045706,1.1008571,0.64738876,1.2209702,1.0807486,1.0099757,1.1530093,0.86603284,0.99623007,0.8849634,1.2637017,0.87434494,1.0446835,0.9671757,1.3118986,1.0051498,1.0962414,0.893815,1.1272105,1.114875,1.0302402,1.309039,0.96680284,0.8232211,0.8734473,0.5085124,1.1017485,1.2515492,1.2849253,1.0440729,1.2917097,0.9926416,0.76938844,0.96101993,1.2370735,1.2672276,0.93608093
