,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window,zebra
belt,1.470218,0.5739466,0.4425562,1.310597,0.7578088,0.6625124,0.9051584,1.0262611,1.0365946,1.3981912,0.0,1.3041763,1.4399946,1.1366763,1.3996699,1.1829472,1.0968306,0.477085,0.67140126,1.2109758,0.9845822,0.55813205,0.78920007,0.9796365,0.3131708,0.90176123,1.027551,1.1051754,1.1185975,1.1917316,0.7997918,1.097721,1.1434422,1.0590142,0.9909514,1.0377859,1.3402009,1.2073348,0.18846679,1.4313259,0.45598328,1.1522614,1.2778323,1.34871,1.0461215,1.046548,1.2946683,0.7099694,1.1590397,1.0297089,1.2166595,0.7512311,1.1848272,0.77824783,1.1351855,0.8059372,0.5796076,0.9748945,1.4509454,0.36076832,1.0618788,1.059899,1.2592119,1.2238187,1.264507,0.5717685,1.111285,1.0019327,1.2760785,1.2432383,1.2434851,1.0503758,1.270144,0.5135194,0.3182088,1.228667,1.1530662,1.057216,1.5377976,0.95838964,1.1697036,0.3097049,0.51827526,0.2635708,0.45554876,0.4227355,1.0672505,1.0835955,1.4114183,1.230384,1.3921027,0.21479678,0.20412171,0.78999984,1.0895694,0.68710816,1.308327,1.1668859,0.92980963,1.0774648,0.84089947,1.1657765,0.64842355,0.7670246,1.2147641,1.3696308,1.3010983,0.98476434,1.3314276,1.0680647,1.0322253,1.0763603,1.2182679,0.69597656,1.2852147,0.44549716,1.2274628,0.9115487,1.095966,1.2153957,0.79446626,0.6767633,0.61045563,1.3761134,1.3818622,1.4448814,0.77471626,0.7775559,0.51967764,0.7233907,0.52276707,1.1868874,1.440527,1.1308148,0.9824856,0.48053944,1.1196657,1.1599051
bench,0.8246673,1.269871,1.557075,0.62912995,1.4744678,1.5285321,1.2483165,0.7527827,0.61849433,0.35160267,1.3041763,0.0,0.6913371,1.1116498,0.43539965,0.7898042,0.8266344,1.4363732,1.2791636,0.45956874,1.2807534,1.1412257,1.1977668,1.2405723,1.1806936,0.89805114,0.9545058,0.7325016,0.2937802,1.1099672,1.2953007,0.6818681,0.77191544,1.1193995,0.8607054,1.2552814,0.254654,0.9336292,1.4923756,0.33991516,1.4072442,0.95505285,0.93474895,0.8923837,0.6955374,0.6274154,0.8033423,1.4855225,0.79680324,1.0586146,0.97540784,1.2817054,0.78302866,1.3935386,0.94317377,1.2329017,1.3305224,1.2927814,0.83478814,1.4132378,1.2161411,1.2443317,0.9252846,1.1904634,0.9661707,1.3068504,1.0026866,0.99973476,0.5717854,1.0106381,0.5541715,0.7038551,0.47496903,1.4761037,1.2107507,0.8432132,1.104536,1.106613,0.7100659,1.2117187,1.0836612,1.4812343,1.2739637,1.396807,1.3834327,1.4756842,0.6943003,1.1926719,0.6251788,0.5207852,0.7278098,1.4195101,1.449585,1.2635009,1.1724317,0.8984346,0.7566987,0.81838626,1.1492386,1.1676105,1.1571242,0.71752566,0.98872066,1.402626,0.63040996,0.96227413,0.7527788,1.076904,0.64210224,0.90291494,0.76747537,0.83143353,0.7652771,1.017551,0.6172935,1.4186215,0.79549825,1.2825146,1.0079434,0.9655475,1.2894661,1.2229497,1.4538475,0.6069266,0.6174281,0.43659973,1.3798382,1.3152021,1.3991829,1.2952348,1.2215437,1.0077016,0.4550966,0.9129181,0.7407194,1.3768907,0.7460031,1.0082533
bib,0.6052097,1.342721,1.4180899,0.5597643,1.3770442,1.3576217,1.2463553,0.86577857,1.0175503,0.4869268,1.4399946,0.6913371,0.0,0.99488586,0.393147,0.6551473,0.6428663,1.3893788,1.3869606,0.7194932,1.2318794,1.395217,1.198525,1.0925556,1.3978989,1.1322759,1.0816973,0.7734817,0.89185476,1.0221622,1.2412021,1.0261676,0.7880543,1.1056949,1.0215485,1.1356524,0.6817931,0.89138955,1.50004,0.5100497,1.4201541,0.9989806,0.8413166,0.5002244,1.0860384,1.0688118,0.57824177,1.3179358,0.6973245,1.0453832,0.90628946,1.2131919,0.79603255,1.2091887,0.9456618,1.1705022,1.4200472,1.0596449,0.7374695,1.3798971,1.0938158,0.95012903,0.8853632,0.99327946,0.77473,1.2970114,0.87016606,1.0927292,0.699832,0.7354399,0.69708085,0.9319854,0.9090193,1.4756832,1.3117808,0.8467623,1.1234895,0.9462625,0.5970763,1.1449935,1.0292473,1.4382311,1.3737047,1.3522477,1.3025092,1.4259353,1.0890508,1.0328276,0.27310157,0.69128835,0.44729185,1.5007606,1.5139416,1.220971,1.1266879,1.1271431,0.66203374,1.0201806,1.0935271,1.1259415,1.1311716,0.86798733,1.3227588,1.342383,0.9933735,0.69052494,0.73256576,1.0953826,0.53000677,0.88969624,0.8931909,1.0337259,0.886053,1.2797291,0.70554256,1.4013419,0.74839264,1.1833572,0.8504452,0.9039153,1.2986808,1.350154,1.2914684,0.71939397,0.6145008,0.4527223,1.367435,1.2139153,1.3565803,1.2697163,1.3080146,0.72626626,0.51254445,0.8830638,1.2218759,1.3373768,0.96190494,0.89065343
bird,0.6710731,1.0392295,1.0828359,1.1354057,0.97447515,0.97240055,0.9055481,1.0401559,1.0923278,1.0442436,1.1366763,1.1116498,0.99488586,0.0,1.0582252,0.94734097,0.8150568,1.0604142,0.9689886,0.98130524,0.9928785,1.073113,1.010186,0.8169,1.1107669,1.0337436,1.1380448,1.0388967,1.1167269,0.87644565,0.96635896,1.0065833,0.99398506,1.014231,1.0782886,1.0096058,1.1142992,0.91218007,1.1258872,1.0153323,1.0876153,1.0706611,0.65803206,0.9110512,1.0627844,1.0764401,0.948412,1.0142372,1.0759523,1.1493008,1.0865473,1.2322726,1.0449092,0.8004219,0.9833569,1.1895288,1.2443035,0.79354286,1.0059522,1.1876994,1.0092542,0.9673602,1.0717646,0.86889505,1.1633344,1.1051162,0.77537215,1.1120834,0.9981169,0.96839756,1.1590723,1.2155255,1.0791947,1.0235403,1.0878686,0.924051,1.0411457,0.8841519,1.0301753,1.1023507,1.1315229,1.1046755,1.0590702,1.1545947,1.1212378,1.0614307,1.0586919,0.88101125,1.0913208,1.1364154,0.8737697,1.1205792,1.1057515,1.1325793,0.597805,1.1652266,1.0447708,0.9802073,0.99230665,0.59539926,1.0922759,0.91626203,1.0591059,1.037294,1.0224345,0.6885094,1.0463797,0.999653,1.1239516,1.0718567,1.161517,1.0886866,1.0418286,1.1049792,0.9449876,1.2063892,0.95587313,0.9481694,1.1624384,0.90416944,1.1146953,1.1734022,1.0072932,0.9946551,1.0421873,0.98806006,0.9899191,1.2168305,1.2124331,1.0776342,1.1137339,0.8819218,0.98253345,1.0282326,1.1301942,1.2153215,1.0366949,0.74393916
blanket,0.7497379,1.2606899,1.5290607,0.5295248,1.4406319,1.4448397,1.2722654,0.6825385,0.714558,0.16081429,1.3996699,0.43539965,0.393147,1.0582252,0.0,0.5941547,0.8555589,1.4891876,1.356003,0.697038,1.2609187,1.3412812,1.2945989,1.1607854,1.4051086,1.0629866,1.0624121,0.7101026,0.5811862,1.0038737,1.1923301,0.83795744,0.72324973,1.1625128,0.956103,1.2257956,0.3261993,0.9576929,1.5420195,0.37208652,1.5294684,1.0583849,0.90845203,0.7649367,0.8892304,0.9111206,0.63436115,1.3929889,0.57810074,1.1338103,0.9801974,1.4116429,0.84965754,1.3243715,0.87476206,1.2879432,1.4236361,1.2831285,0.8443134,1.4298447,1.1329457,1.2409576,0.9480411,1.1225309,0.9726435,1.3424091,0.83693415,0.96627164,0.53175706,0.96984476,0.6225069,0.88801265,0.6584876,1.4445739,1.2614467,0.88404775,1.1669233,1.0643576,0.609546,1.2507802,1.094391,1.48119,1.161416,1.4809839,1.3894892,1.455806,0.84320164,1.0617449,0.39678192,0.6534542,0.5795909,1.5136323,1.5304749,1.3550906,1.083213,0.7939311,0.6243996,0.91359836,1.0898845,1.081763,1.2155598,0.7243748,1.262234,1.4554595,0.8068849,0.83697,0.812448,1.1806421,0.57577455,0.8741256,0.86035603,0.94312423,0.7060415,1.0963727,0.5995805,1.4974934,0.56788087,1.2448809,0.87997836,0.834445,1.3889966,1.472895,1.3351046,0.63319737,0.6088998,0.44710177,1.4030291,1.4125798,1.4724166,1.367548,1.1096025,0.98305047,0.5538534,0.8068847,1.0512836,1.4686408,0.8483882,0.93795687
boat,0.79751194,1.2644455,1.2553761,0.7924479,1.2045931,1.1751943,1.1939077,0.9885212,0.88707525,0.48938525,1.1829472,0.7898042,0.6551473,0.94734097,0.5941547,0.0,0.70851624,1.2683971,1.2690434,0.79171664,1.3038228,1.2041466,1.2693319,0.9798513,1.3127985,1.028375,1.1207237,0.9733439,0.95235837,1.0228554,1.074435,1.0326595,0.74027467,1.0937455,0.977261,1.0682229,0.76102436,1.0642084,1.2154479,0.52873194,1.3118837,1.0743612,0.8965703,0.8670032,1.0578206,0.88169396,0.74295497,1.2391125,0.7672396,1.1328542,0.95372534,1.2797033,0.8670298,1.1414881,0.93060964,1.2677753,1.2745793,0.95142883,0.8624986,1.1541377,1.2505908,1.0530192,0.93489045,1.0286444,1.0308369,1.1954191,0.8897849,1.0544513,0.8130753,0.9092128,0.953966,0.9305374,0.8826249,1.2589334,1.1847974,0.95610523,1.2029359,1.0280098,0.9232446,1.1686565,1.1497881,1.1849477,1.285106,1.2995809,1.1608808,1.2202237,1.1198753,1.0397843,0.7278762,0.97849333,0.6044935,1.2328038,1.2246734,1.1968133,0.9839771,1.2096326,0.957244,0.981678,1.091508,0.9812733,1.2871941,0.951948,1.1073092,1.2426566,0.9863428,0.8483931,0.9280565,0.9157391,0.756756,1.0945652,1.1080948,0.9032694,0.85974544,1.089204,0.6248011,1.3338034,0.61034614,1.131237,1.150029,0.897435,1.2811995,1.3662977,1.1913669,0.96332884,0.7603644,0.4667008,1.20177,1.3114026,1.2704387,1.1282505,1.2594457,0.81572473,0.73990464,0.85811836,1.0981458,1.2660592,0.95697385,0.96897393
book,0.72175145,1.1674484,1.1751534,1.09804,1.1961566,1.0412072,1.0286709,0.7613642,1.0594339,0.87942475,1.0968306,0.8266344,0.6428663,0.8150568,0.8555589,0.70851624,0.0,0.99640363,0.9109862,0.4191838,1.1591046,1.0103277,0.9072253,0.9500525,0.8977912,0.94738704,1.1125388,1.2267761,0.9887093,0.89248794,1.1215776,1.1234046,1.0888755,0.9064274,0.7980561,1.0043378,0.9954337,0.8583445,1.0899938,0.76769876,0.98316664,0.9994597,0.83168745,0.7630274,1.1548455,0.79172635,1.0039732,1.1951892,1.1892822,1.1628263,1.152723,1.1706891,0.9781156,1.0271674,0.8947821,1.0836048,1.093317,0.8052516,0.99562955,1.2092993,1.1010252,0.68913746,1.1522768,1.0032772,1.0536406,1.1266897,0.9383807,1.0813076,1.066323,0.74818087,1.1677462,0.9843968,1.0730995,1.1830881,1.0977908,0.9713559,1.1256793,0.79243326,1.0657889,1.1422343,1.1976736,1.186113,1.0670186,1.1594619,1.1981311,1.1746224,1.0065565,0.94267684,0.9675205,1.1568061,0.3295744,1.0296776,1.0257692,1.1218069,0.8549088,1.0081669,0.92142034,1.0017067,0.847867,0.9123774,1.0234892,0.73092663,0.7878592,1.1964923,1.015588,0.75873137,1.1113544,0.8655045,1.1579518,0.98144424,1.2048063,0.99764204,1.145659,1.0341856,0.973253,1.1842009,1.0319604,0.9377308,1.0113147,1.0067089,1.1948707,1.2632428,1.118059,1.0126088,1.0833912,0.58013445,0.9490943,1.1879485,1.2233485,0.99821824,1.0837994,0.5373802,0.47171134,1.0286797,1.1109372,1.230874,1.0897378,0.9209167
bottle,1.3846557,0.74494386,0.5256156,1.4727578,0.5940644,0.54683846,0.8484223,0.8317851,1.1159493,1.5347688,0.477085,1.4363732,1.3893788,1.0604142,1.4891876,1.2683971,0.99640363,0.0,0.4710015,1.1177852,0.95344234,0.72158414,0.25240904,0.899503,0.3749175,1.0220573,1.1694314,1.3914282,1.1385255,1.0249296,0.7588747,1.1525674,1.2845504,1.0079623,0.9966563,0.81587714,1.4330449,1.236919,0.42325354,1.4734914,0.15555727,1.0617421,1.2606125,1.215705,1.0734246,1.0964307,1.3316116,0.5332023,1.3409202,1.2327856,1.2549971,0.8905709,1.157635,0.81060654,1.0219843,0.718922,0.72063327,0.9809344,1.219418,0.5866097,0.84582627,0.79874957,1.262686,1.0703738,1.3026948,0.6812726,1.1346121,0.9298753,1.3040831,0.8716264,1.4725722,1.2446139,1.2700117,0.4424069,0.58305836,1.2446444,1.070866,0.55756485,1.4908319,1.0073664,1.1273257,0.4602996,0.42348063,0.49679595,0.6544468,0.5456083,0.86523294,0.94831574,1.4629643,1.4403217,1.3270962,0.4715978,0.44289303,0.85493374,0.9728897,0.77363294,1.3114612,1.1197156,0.8942555,0.9846231,0.87017906,0.9209516,0.6203242,0.761299,1.1192873,1.2898724,1.2984997,1.0460256,1.4445249,1.1172413,1.1152252,1.0611165,1.2092018,0.6361667,1.3735365,0.5919614,1.3399439,0.40396118,1.0027058,1.1764523,0.8837796,0.6113718,0.64627904,1.3825763,1.4205538,1.4687377,0.6113275,0.8473263,0.6859881,0.5303484,0.4410035,0.9693892,1.408894,1.1697555,0.8814261,0.67306364,1.1505566,1.2151288
bowl,1.3495148,0.8314354,0.5683011,1.4440916,0.5839173,0.46101755,0.7077547,0.70048875,1.0639161,1.4181217,0.67140126,1.2791636,1.3869606,0.9689886,1.356003,1.2690434,0.9109862,0.4710015,0.0,0.95175046,0.79416555,0.7717294,0.37414682,0.9791954,0.64691216,0.9281312,0.9946303,1.4350328,1.1574423,0.9133855,0.6998464,1.1960094,1.3052615,0.8197234,0.9909262,0.8175949,1.3524587,1.1954943,0.6171205,1.337328,0.24360758,0.8865385,1.2067463,1.1738889,1.2004887,0.9811114,1.3463954,0.65028083,1.3458196,1.1508532,1.2951065,0.9131225,1.1837447,0.8647629,1.0139272,0.91304976,0.81198287,0.9096389,1.0574733,0.8073808,0.82539606,0.67934954,1.3558841,0.8925373,1.2234321,0.7436502,1.0562408,0.8498796,1.3056841,0.7997457,1.3801229,1.2281952,1.3190558,0.599492,0.7959493,1.2800363,1.0312945,0.81069523,1.3452575,0.96623087,1.0063338,0.6701033,0.60970443,0.70493436,0.88349855,0.5820849,1.0276309,0.9562614,1.4304779,1.4126403,1.2858404,0.6454647,0.618198,0.9152445,0.9427982,0.7974918,1.2195852,1.220232,0.7022277,0.93145734,0.8660395,0.8454958,0.6439189,0.79119444,1.2223146,1.1938975,1.3798887,0.8303499,1.5247874,0.9861214,1.2183845,0.92821354,1.2492471,0.6794881,1.1778096,0.6931431,1.2576202,0.58821106,1.0155989,1.0129043,0.78648627,0.87378025,0.7040915,1.3360869,1.3624182,1.3342816,0.24552178,0.93241966,0.82855606,0.7496151,0.68086046,0.7266204,1.1058948,1.2671565,0.99870443,0.7929964,1.2792007,1.1838605
box,0.8179063,1.1926943,1.3745092,0.97911423,1.2897425,1.2203228,1.129382,0.59749025,0.7687798,0.6763368,1.2109758,0.45956874,0.7194932,0.98130524,0.697038,0.79171664,0.4191838,1.1177852,0.95175046,0.0,1.1363215,1.0083886,0.8663427,1.1156578,0.90915084,0.951334,1.0912931,1.0629804,0.6343802,0.9208946,1.1386507,0.83656096,0.9797526,0.8580645,0.8138542,1.0565077,0.66037166,0.92435557,1.3455732,0.4997754,1.0680885,0.7809125,0.95943856,0.8545298,0.8319881,0.58425534,0.96809584,1.2848793,1.0956252,1.1354672,1.1145331,1.2899154,0.93910885,1.3014617,0.8382399,1.2190007,1.2229197,1.0883267,0.8459997,1.3672384,1.1855261,0.9293335,1.0828748,1.0539479,1.0735326,1.1985276,1.0526009,1.013986,0.89291525,0.7633823,0.95530564,0.9004254,0.7735388,1.2884462,1.1436089,0.9612704,1.0970415,0.8301074,0.9052533,1.2487766,1.1374586,1.3848712,1.1643058,1.343322,1.3037112,1.3460836,0.7626814,1.0343378,0.88854915,0.93107545,0.5421429,1.2848573,1.2973363,1.2259781,1.0797801,0.93781924,0.85395414,0.8569687,0.9248841,1.0960305,1.1842499,0.60210323,0.8425424,1.3225029,0.73402447,0.84424907,1.0142571,0.99360996,0.98972905,0.9784164,1.020928,0.8598099,0.91074437,0.9389272,0.83382773,1.3628314,0.9302333,0.9864906,0.966002,0.9493062,1.3196551,1.1961323,1.3230767,0.79910374,0.9089169,0.50396144,1.0440762,1.3008884,1.4030371,1.2188416,1.1797891,0.71908784,0.43512553,0.90087855,0.93747145,1.3863487,0.96447223,1.0071791
bread,0.9042011,0.998912,0.6137516,1.1553587,0.8331577,0.85366905,0.45181966,1.0780927,1.2880213,1.3336594,0.9845822,1.2807534,1.2318794,0.9928785,1.2609187,1.3038228,1.1591046,0.95344234,0.79416555,1.1363215,0.0,0.9864522,0.99607575,1.0002507,0.96881396,0.88436913,0.78411645,0.9824037,1.3223823,0.65464175,0.94113684,1.2207476,1.2737482,0.71374553,1.0945818,0.61772776,1.2570143,0.60258126,0.832319,1.333826,0.82985854,0.8121333,0.96069074,1.0567597,1.2729883,1.2282301,1.270011,0.7956271,1.1963556,0.9303006,1.0909103,0.792247,1.0738776,0.6824634,1.1250634,0.73171777,0.82392335,0.73000836,0.9947398,0.89479375,0.7696124,0.864942,1.1566195,0.44922644,0.99005634,0.9451156,1.1928703,1.2001989,1.3002479,1.1051908,1.1516571,1.1374528,1.3116779,0.8857677,1.0117246,1.0734345,0.6439267,1.1207414,0.99101245,0.8206908,0.6161147,0.88594055,0.82583237,0.87763864,0.90997934,0.66798204,1.283016,0.94538325,1.2717843,1.1700473,1.2004838,0.8570292,0.87511057,0.7997614,1.0594482,0.9225883,0.71099794,1.1406769,0.6450896,1.0722872,0.6812233,1.1667198,1.0187904,0.8768638,1.2840037,1.0697299,1.2322315,0.9408227,1.2800512,1.066064,1.0425897,1.0746833,1.3197546,1.1928824,1.2523103,0.7833973,1.094323,0.9165563,1.0060213,0.9951634,0.69534445,0.78216666,0.8389769,1.1404592,1.284723,1.307937,0.6464897,0.79700696,0.74872345,1.0303591,0.9469723,0.9670884,1.1042317,1.1822119,1.3548968,0.8345588,1.2583416,1.0463883
broom,1.238308,0.67148626,0.7818024,1.3566207,0.88652736,0.7806575,0.8680861,0.97102726,0.8809378,1.3465815,0.55813205,1.1412257,1.395217,1.073113,1.3412812,1.2041466,1.0103277,0.72158414,0.7717294,1.0083886,0.9864522,0.0,0.76192284,0.870168,0.47558194,0.9521974,0.8778154,1.2202916,0.9467991,1.1221861,0.81378895,1.0110629,1.1981366,0.9926191,0.9686358,0.9717248,1.2286078,1.0720779,0.5660995,1.2846259,0.7199771,1.0071514,1.1385894,1.2743244,0.86085105,0.8297675,1.2911879,0.9159838,1.2430809,0.9652851,1.2420528,0.8059163,1.2126807,0.8647245,1.1332307,0.92596316,0.5706574,0.7849729,1.3534436,0.88161564,1.0800451,1.0035776,1.2541316,1.1854955,1.2345665,0.83745885,1.1898433,0.79673094,1.1845236,1.1668473,1.1891204,0.8488431,1.0002657,0.632216,0.48228383,1.1909317,1.0977167,1.0059683,1.4317703,0.9444763,1.102284,0.84312975,0.6331449,0.5513159,0.94367063,0.7964882,0.8958749,1.0231261,1.4317758,1.1536245,1.2772104,0.48293746,0.48010647,0.81197095,1.0669591,0.6910674,1.3156377,1.0387213,0.9496305,1.088445,0.8956362,1.0150974,0.75125384,0.77934486,1.0313274,1.2199284,1.2425069,0.65009,1.3519384,1.0259651,1.0384587,0.8673042,1.1274291,0.7320274,1.2008574,0.69182146,1.2320156,0.89193434,0.93636644,1.224033,0.6631994,0.6125903,0.8983094,1.2436286,1.3454404,1.3282521,0.7219522,0.7983433,0.76170695,0.6797211,0.63549876,1.0712476,1.2613279,1.1612788,0.56349933,0.8125218,1.0648887,1.0794557
bucket,1.2824315,0.8156149,0.79777646,1.3787217,0.7359592,0.6650894,0.87864196,0.64843035,0.9581801,1.383462,0.78920007,1.1977668,1.198525,1.010186,1.2945989,1.2693319,0.9072253,0.25240904,0.37414682,0.8663427,0.99607575,0.76192284,0.0,0.9573552,0.4522168,0.9401175,1.1204073,1.3867292,0.8978593,1.016138,0.8092042,1.0916579,1.3083225,0.9858901,1.0082214,0.90042937,1.2613226,1.2627571,0.7764566,1.257967,0.2772187,0.96257895,1.2597803,1.144133,1.0156604,0.91452366,1.2988973,0.7228187,1.3264592,1.1761928,1.2961361,0.9535899,1.1312593,0.9244837,1.0452057,0.83319926,0.8360702,1.0293101,1.0606524,0.92812455,0.81589985,0.78693444,1.303859,1.066534,1.229747,0.75654936,1.0967716,0.7947657,1.1694832,0.7540983,1.3039622,1.1719519,1.1798103,0.5992593,0.7595463,1.2170143,1.1251093,0.5501315,1.2939668,1.0438796,1.0403757,0.8452617,0.50914335,0.710885,0.9871248,0.8134991,0.7345874,1.0087589,1.3107445,1.2897066,1.2055254,0.75736076,0.7526865,0.9190551,0.98686415,0.71185327,1.2587333,1.1116396,0.9090401,0.9984068,0.9214183,0.6857082,0.5474212,0.90111506,0.98635846,1.1907575,1.2579285,0.97460127,1.3678572,0.95318234,1.033443,0.96345574,1.1081306,0.586575,1.1955779,0.7603232,1.2583592,0.47923803,0.85179853,1.1500412,0.886068,0.7480834,0.86900306,1.2493178,1.3166838,1.3238033,0.56540287,0.9034058,0.8853781,0.7056553,0.52470696,0.82278794,1.1501197,1.2085215,0.80989695,0.85895145,1.1161708,1.1734333
butterfly,0.80182064,0.981254,0.95573205,1.2154545,0.90577245,0.8724307,0.913919,0.97320044,1.101686,1.2230127,0.9796365,1.2405723,1.0925556,0.8169,1.1607854,0.9798513,0.9500525,0.899503,0.9791954,1.1156578,1.0002507,0.870168,0.9573552,0.0,0.9494201,1.0441147,1.1548306,1.0830777,1.1734253,0.8137449,0.86739177,1.1161392,1.2171422,0.9881879,0.9203236,0.8975622,1.2546973,0.9372995,0.9108651,1.2077374,1.0059546,1.0780805,0.90538293,1.022998,1.1016794,0.9562032,1.1265819,1.0481894,1.169692,1.0414667,1.1544358,1.0378171,1.0530392,0.765457,0.9177041,1.0278978,0.82959163,0.5349337,1.1531845,1.0285586,0.8728918,0.88079935,1.1545942,0.98561627,1.1325359,0.9773616,0.9642962,1.0034453,1.0942442,1.038329,1.2502509,0.9885608,1.1790267,0.854171,0.93044925,1.0070603,0.9541165,0.89812577,1.1495783,1.0323591,1.058897,0.9687731,0.84239346,0.9022292,1.0709821,1.0286272,1.0039335,0.92447484,1.2097582,1.2440389,1.0545473,0.87461233,0.89063805,0.94539785,0.80950916,0.98572737,1.0323205,0.9203731,0.9040404,0.839497,0.89391524,0.9171234,0.9755375,0.8712616,1.108719,0.9709199,1.1587119,0.7313913,1.2258933,0.85918313,1.1162151,1.1169962,1.1521372,1.0571971,1.1662225,0.8833341,1.1761099,0.87034136,1.054213,1.1078753,0.8987319,0.91280955,0.8784136,1.1434861,1.2513505,1.1525832,0.9310462,0.99267274,0.9926643,0.90036416,0.87271726,0.9872563,1.1434921,1.052479,1.072303,1.0065389,1.0591078,0.89734143
can,1.3997495,0.61672014,0.59322256,1.3998164,0.7535013,0.709005,0.90102357,0.9065906,1.0834991,1.4595103,0.3131708,1.1806936,1.3978989,1.1107669,1.4051086,1.3127985,0.8977912,0.3749175,0.64691216,0.90915084,0.96881396,0.47558194,0.4522168,0.9494201,0.0,0.8700932,1.0630907,1.2489513,0.88312227,1.1247137,0.88359034,1.0433284,1.2419596,0.955737,1.0202273,0.9595777,1.2801311,1.2264998,0.42024553,1.4022255,0.3961898,0.9630159,1.2948241,1.3377596,0.9565682,0.94769895,1.3646761,0.7175752,1.3443809,1.0151851,1.2840343,0.768363,1.2053845,0.90322006,1.1448454,0.740273,0.62106067,0.95421666,1.4270526,0.6380981,0.941273,0.97700125,1.2962834,1.2392483,1.3076067,0.63570505,1.1754264,0.99694836,1.163964,1.1487336,1.1768898,1.0937326,1.2324557,0.55032694,0.4096843,1.2242019,1.1482009,0.9198263,1.4775985,0.9535272,1.0871005,0.5590738,0.38204992,0.36421764,0.72054136,0.59692997,0.7681914,1.0565987,1.4833623,1.129527,1.2965931,0.3971175,0.41614074,0.7419088,1.0451602,0.5748043,1.3244293,1.0665885,0.9354688,1.0789313,0.78298455,0.8776268,0.48484242,0.7380521,1.0535882,1.3050406,1.2518022,1.003164,1.3690264,1.0429964,0.89860046,1.1001964,1.236669,0.72741467,1.395413,0.5282284,1.3736477,0.8029789,0.9107531,1.306658,0.84213215,0.60699016,0.7349236,1.2962823,1.4033198,1.4503804,0.7242182,0.75999033,0.6208221,0.7477426,0.3716874,1.1456344,1.350254,1.2048622,0.8404734,0.61596483,1.1129175,1.1784587
car,0.96950585,1.0069675,0.9211142,1.0222112,1.0920303,1.0236781,0.96274424,0.871567,0.8621765,0.9731368,0.90176123,0.89805114,1.1322759,1.0337436,1.0629866,1.028375,0.94738704,1.0220573,0.9281312,0.951334,0.88436913,0.9521974,0.9401175,1.0441147,0.8700932,0.0,0.7560059,0.6742592,1.0115621,1.0950916,1.1618984,0.9051353,1.1204298,0.9523132,0.8740387,1.2252128,0.97693515,0.6696714,0.8737709,0.8860319,1.020784,1.0931865,1.0805837,1.1977444,0.9174365,0.93239623,1.2031822,1.1836191,0.92986417,1.0954947,1.0689116,1.1116396,0.82608724,0.7046921,1.019036,1.1084392,0.8388115,0.8442075,0.7045363,1.038029,1.088445,0.99572754,1.0892905,1.2375975,1.154006,1.1348006,1.0456667,0.98304486,1.0891695,0.91801155,1.0259272,0.720546,1.0259582,0.98074186,1.0466548,1.0549258,0.8579753,1.1737885,1.148158,1.1493497,1.0140965,1.0113294,0.96398014,1.0547568,1.185472,0.961745,1.0523031,1.0448334,0.98157984,1.0145282,1.0333668,0.79828364,0.8182019,1.0072248,1.0586882,0.9828468,0.7354069,1.0145688,0.9726164,1.0909438,0.8711667,1.1046095,0.7283289,1.1387371,0.9034457,1.161069,1.057957,0.87194383,0.932375,1.0496948,1.0955269,0.97973704,1.0033982,0.87613004,0.7959147,1.0244211,0.6268712,1.0923951,1.1662047,1.1566886,0.92963886,0.9656292,1.0314767,1.0688912,1.080333,0.98884004,0.9585791,1.2000871,0.9467757,0.8529714,0.9840653,0.99156755,0.7979528,0.9923188,1.0612613,1.0338036,0.7489512,1.1032395
