,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,game,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window,zebra
belt,1.2915461,0.77663416,0.65537965,1.3723569,0.9953593,1.0489855,1.0469078,1.1134567,0.9503449,1.4503958,0.0,1.2493684,1.5110865,0.374565,1.4281418,1.2480997,0.9669206,0.3815837,0.6081398,1.3005594,0.82311493,0.5454552,0.69022495,0.8832814,0.5380529,1.0267502,0.6403698,1.0277988,0.952379,0.88798046,0.49999452,1.1732095,1.3901507,0.94992787,1.103027,0.8443969,1.2382066,1.1080238,0.27701426,1.4618713,0.49127877,1.106231,1.3724124,1.4120045,1.0306052,0.91463506,1.3827881,0.9633241,0.57803214,1.2694392,0.7492668,1.293504,0.82298833,1.1843133,1.0269227,0.48001927,0.7506147,0.9006478,1.2903655,1.5161254,0.51970714,1.1614858,0.9037167,1.0157663,1.330051,1.2548773,1.3365397,0.51084936,1.2395422,1.2759826,1.4357089,1.1493943,1.304677,0.5569675,1.2761064,0.59003085,1.1366279,0.98907477,0.9538842,0.87282944,1.5848464,0.61224663,0.9024221,1.0329417,1.1608753,0.44175053,0.41001713,0.4448045,0.77317953,0.73882365,1.0306673,1.1090804,1.5376179,1.2261207,1.2486377,0.38610172,0.35246253,0.85640776,0.55364144,1.297965,1.1047893,0.76183534,1.1672895,0.66778386,1.0183514,1.0442314,0.9672578,0.65142584,1.1902142,1.0162827,1.2671012,1.0437982,1.4030334,0.88016653,0.9736992,0.537797,1.3217702,0.6755787,1.4266671,0.23565829,1.1525581,0.61664796,1.0911423,0.61195266,0.78496766,1.0098414,1.2499859,0.73576397,1.2201245,1.4496887,1.5066351,0.822266,0.6576708,0.34397358,0.7708343,0.44703406,1.271797,1.4065242,1.220883,0.83482903,0.2949013,1.0449173,1.2822624
bench,0.86041397,1.2342219,1.5724022,0.67410696,1.3325977,1.3019564,1.1417211,0.741577,0.7770848,0.41483355,1.2493684,0.0,0.77195144,1.3335338,0.5777813,0.8720728,0.9045021,1.3794007,1.1783441,0.47288018,1.3118241,1.123363,1.1923475,1.1592345,0.97418755,1.0415676,1.0727618,0.84099275,0.38075745,1.0823727,1.3776488,0.70149386,0.73529226,0.9089045,0.84277904,1.356785,0.24619591,0.9792592,1.4829073,0.43189782,1.3126594,0.7251698,0.7382992,0.85939324,0.77030957,0.7305229,0.7771181,1.2745562,1.5172837,0.81480765,1.3183745,1.0003031,1.2916769,0.94196165,0.99024785,1.2627914,1.3674811,1.2554255,0.9645444,0.85001737,1.4038749,1.0666738,1.0868095,1.2063888,0.9817342,0.8857898,1.0150843,1.3683639,0.8284346,0.94055456,0.6509339,1.0959549,0.5596869,1.3435429,0.36345488,1.3848437,0.8229205,0.87561095,1.1337532,1.1906958,0.7591281,1.0479039,1.0476187,1.2095547,1.1024556,1.4829924,1.3095276,1.3950913,1.3619692,1.4952908,0.64010084,1.0056902,0.7150181,0.5322659,0.81235456,1.4121392,1.4565464,1.0523142,0.9769886,0.8371171,0.84975946,1.1551713,0.8127073,1.4513656,1.3026094,0.70914125,0.8149565,1.399806,0.6114963,0.9722725,0.52873623,0.9438207,0.7482511,0.9679485,0.760606,1.294141,0.7500478,0.8518648,0.73536927,1.4144444,1.020638,1.4637103,1.0140209,1.1595261,1.2834083,0.9896933,0.89574355,1.4457011,0.60990095,0.7765384,0.4968406,1.3934307,1.4260073,1.3532075,1.3325408,1.290925,1.0941578,0.8398574,0.93673915,0.81639254,1.4124978,0.9160491,0.82108414
bib,0.78033406,1.105446,1.4501492,0.577471,1.1862983,1.1586382,1.0281062,0.9868885,0.9526373,0.46686006,1.5110865,0.77195144,0.0,1.4445721,0.39826357,0.8529146,0.9398252,1.5534887,1.3341211,0.7717464,1.3190266,1.469279,1.410506,1.1270158,1.2935708,1.0702462,1.2058427,0.76117194,1.0721173,1.2166592,1.4154367,1.0059077,0.64409566,1.1679995,0.95601565,1.2800817,0.7100401,0.8736079,1.5769972,0.50325316,1.4734144,0.8894949,0.5890581,0.36062372,1.0999631,1.1801414,0.3736723,1.1802092,1.384465,0.64575297,1.283024,0.76762104,1.2118499,0.9019756,1.0106723,1.2929406,1.3231685,1.0904388,0.6517621,0.67286676,1.3581531,0.8306496,1.0317917,1.0957878,0.71383137,0.8364341,0.75892097,1.2514716,0.64299935,0.9422605,0.53597283,1.0944266,0.6588967,1.4601662,0.9063813,1.3980448,0.81850445,0.9840882,0.92176646,1.2627342,0.37594914,1.2794183,1.2255278,1.02867,0.915406,1.4378786,1.4238722,1.2272938,1.192401,1.3760464,0.98368514,0.7843337,0.23467249,0.6757386,0.71649444,1.5224562,1.5566549,1.0761089,1.1510028,0.7855035,1.0812532,1.2005823,0.86842436,1.3114378,1.2016759,0.98265517,1.0246067,1.3405796,0.9836909,1.06396,0.61092466,1.0259366,0.4750979,0.9789835,0.7294785,1.430977,0.8227482,1.2631433,0.7678164,1.471312,0.7795644,1.4924449,0.89837134,1.3919982,1.2864462,1.1555884,0.8404232,1.3320194,0.9587686,0.51831,0.5501464,1.3197334,1.3188174,1.3871436,1.330738,1.3921292,0.8537625,0.73808026,0.90728617,1.2023064,1.5036118,1.0371606,0.6988527
bird,0.99028736,0.8786114,0.642347,1.3417401,0.9444097,1.0577188,0.95014775,1.1798564,1.0944479,1.4239769,0.374565,1.3335338,1.4445721,0.0,1.422637,1.180731,1.1081277,0.47912383,0.80112076,1.3887904,0.7234345,0.7767155,0.77526593,0.806372,0.8032837,0.970873,0.8680122,0.9787298,1.2031882,0.84040576,0.6895095,1.2825007,1.3392218,1.1517401,1.1386619,0.6257458,1.3155333,1.0386549,0.37824214,1.4198225,0.6432104,1.1092081,1.1289037,1.3166838,1.1748947,1.0539901,1.3485782,0.9689361,0.60051745,1.2102982,0.6254091,1.2093506,0.9025793,0.9289264,0.9533039,0.7010497,0.8577991,0.64781404,1.2909257,1.3609825,0.58153963,1.1317004,0.9107501,1.0006561,1.2541567,1.2056503,1.3361328,0.6219869,1.2103342,1.177135,1.3360177,1.142254,1.204339,0.6414428,1.2794812,0.74739414,1.1180514,1.066182,0.94137067,0.98343587,1.4391739,0.8232927,0.75782245,1.0361313,1.0432183,0.4421947,0.52446705,0.6315264,0.7193246,0.7178953,1.1239271,0.9303572,1.4546192,1.2263132,1.3446672,0.46635133,0.464643,0.86857843,0.78819877,1.2144425,1.0333478,0.91126645,0.99337846,0.6785808,0.8861136,1.0552783,1.0507321,0.6346253,1.269903,0.9019426,1.3304799,0.96925294,1.2953994,0.9439509,1.1517487,0.6180863,1.2655514,0.9764499,1.3208814,0.40623343,0.99757,0.6006043,1.1934406,0.78988796,0.8601657,0.9471431,1.3393084,0.61367905,1.0784222,1.3594218,1.4361364,0.8081751,0.69168675,0.53323346,0.8049389,0.5504729,1.1711617,1.3732746,1.1334116,0.9823003,0.39211577,1.1691712,1.2035316
blanket,0.78405184,1.3314326,1.4952872,0.52611697,1.2255342,1.1695969,1.1031893,0.8492561,0.83120257,0.20728326,1.4281418,0.5777813,0.39826357,1.422637,0.0,0.80229753,0.93887943,1.5329834,1.2870115,0.7605682,1.304508,1.3730232,1.3755121,1.0945785,1.2421554,1.0075536,1.2666605,0.7725028,0.86360484,1.15864,1.3178933,0.8323525,0.6127521,1.1279757,0.8753612,1.3162332,0.38618457,0.7782357,1.5712391,0.43421423,1.5157381,0.82287383,0.65278417,0.61828995,0.95930743,1.0851791,0.48714066,1.3015602,1.5061961,0.6302595,1.342046,0.8927582,1.3305622,0.90154606,0.7767551,1.31234,1.4007123,1.1777717,0.759586,0.75575435,1.4411552,0.90175104,0.9401756,1.1552866,0.8765243,0.77373755,0.89932257,1.3449562,0.70299894,0.8851436,0.5300194,1.134913,0.59029514,1.5081141,0.7547275,1.3236161,0.8579718,0.91862214,1.0282232,1.1431495,0.44893384,1.2630781,1.1600144,1.15344,0.9970789,1.4886762,1.3638546,1.4205401,1.4023788,1.406448,0.84442914,0.88513374,0.2743448,0.6248614,0.620368,1.5379732,1.5618618,1.1029966,0.799016,0.6381544,0.9423297,1.1853793,0.9081058,1.4192564,1.2700851,0.9278966,1.0976619,1.470191,0.83176804,1.0201596,0.6461804,1.0785453,0.61369526,1.0714179,0.7196476,1.5295203,0.72593313,1.0867872,0.80502653,1.5324537,0.7202525,1.4826648,0.942439,1.2207769,1.3771788,1.1399226,0.9389352,1.4006158,0.85759073,0.6129694,0.5427779,1.3674457,1.4734578,1.3865093,1.4391706,1.3432763,0.9460124,0.7377285,0.809898,1.1879971,1.5803394,0.9195508,0.6986499
boat,1.0381197,1.2355351,1.2042351,0.8078097,1.0834231,1.0315901,1.2264612,1.0126625,0.90396535,0.59631896,1.2480997,0.8720728,0.8529146,1.180731,0.80229753,0.0,0.9305565,1.224484,1.094838,0.82463497,1.3061231,1.21294,1.133428,1.0532643,1.308582,0.7424886,1.3082881,1.0033288,1.0523857,1.2520527,1.1202263,0.8659378,0.6360861,1.1226331,0.98027784,1.1823759,0.8910587,1.1231382,1.253072,0.6003326,1.1978958,0.9549417,0.98694646,0.9505905,0.8408482,0.9320928,0.86275065,1.2217067,1.3000364,0.7001759,1.2281678,0.7767811,1.2530203,0.93190396,0.92995286,1.333705,1.2338226,1.1694311,0.8270134,0.765345,1.1892099,1.2265493,0.98367524,1.1433353,0.7884357,0.96966964,1.055668,1.2615647,0.727704,0.8995189,0.66955197,1.03592,0.7789284,1.2242978,0.79464185,1.1934142,1.1003877,1.1428078,1.1180164,0.9499457,0.9452964,1.1687758,1.0295049,1.0548286,1.0532221,1.1739289,1.3722863,1.3718939,1.219252,1.1823883,1.0416999,1.0695379,0.7385863,0.9457814,0.8044927,1.2312795,1.2327994,1.1919236,1.3399856,0.95719975,0.8573469,1.1133809,0.9551541,1.2870013,1.2468525,1.0988979,1.0452476,1.224503,0.73455685,1.1054075,0.9873372,1.0562414,0.72838426,1.2310965,1.1341208,1.3972473,0.6108603,1.0154637,0.59504145,1.3360888,0.8313304,1.239387,1.202816,1.2576472,1.2558539,1.192109,1.0149844,1.2323915,0.77760696,0.70794857,0.65556926,1.1684035,1.3511797,1.1988755,1.1998596,1.3233457,1.0033225,0.80891085,0.52711713,1.1259547,1.3045665,0.783429,0.8931219
book,0.8992312,1.1917158,1.0580748,1.170551,1.0002762,0.9973382,0.9299339,0.79516125,0.9612995,0.8686176,0.9669206,0.9045021,0.9398252,1.1081277,0.93887943,0.9305565,0.0,0.96469015,0.7950473,0.51416767,0.93089306,1.0737534,0.859481,0.8864952,1.0005937,0.8365937,1.0301578,1.2823696,0.9764421,0.7131591,0.89778125,1.0900152,1.0221045,0.86019266,0.948179,1.1292193,1.0093664,0.9779665,0.92046237,0.80498147,0.86386615,1.2495248,1.171953,0.7678486,1.1321635,0.76644766,0.9779045,1.2834367,1.1963524,1.275847,1.1776172,1.1018288,1.2018834,0.99702704,0.9568207,1.1640725,1.0067793,0.8674397,0.6594451,1.0645765,1.1011817,1.1327014,1.0906886,0.70758486,1.1326813,0.91134125,1.087804,0.9904188,1.219987,0.98081946,1.1337498,0.8808887,1.1928725,0.94353867,1.0498068,1.0498878,1.1711458,0.9560114,1.1069989,0.7248028,1.0531901,1.1084601,0.91729337,1.1224456,1.0719975,1.0933528,1.0555096,1.1618252,1.239433,0.9742268,0.9491098,1.0410957,0.9830209,1.2868762,0.43879128,0.87666565,0.8882022,1.067198,0.91908413,0.80066216,1.0398637,0.6166796,1.0720781,1.2724352,1.0873749,0.91938096,0.6729485,1.1632763,1.0541131,1.040399,1.0746807,0.71587634,1.1997666,0.9959464,1.1236027,1.203865,1.1648393,0.8262284,0.95720416,1.0747784,0.9639454,0.9777764,1.1438386,0.9982708,0.9980729,1.1794366,0.89239407,1.0232955,1.0614539,1.0478501,0.73167694,0.81117296,1.2733411,1.007637,0.96826744,1.074257,0.6144537,0.72757316,1.0392945,0.91594654,1.1107492,1.0090315,0.9477831
bottle,1.302496,0.9447845,0.41673613,1.526425,0.8340118,0.8992139,1.0922754,0.99016804,1.2134863,1.5383552,0.3815837,1.3794007,1.5534887,0.47912383,1.5329834,1.224484,0.96469015,0.0,0.5330521,1.2991681,0.7612109,0.58509827,0.31168485,0.95895076,0.6607722,0.85279036,0.89231396,1.2775532,1.0365775,0.9148168,0.49967706,1.0968586,1.3717585,1.0171064,1.1363251,0.7972278,1.373848,1.1988894,0.21051556,1.4998267,0.13283378,1.31721,1.4288197,1.354959,0.98999345,0.9785592,1.3204769,1.0144385,0.5181006,1.3391995,0.737382,1.3011426,0.98969734,1.1588049,0.9024514,0.6975075,0.7319341,0.969634,1.2327335,1.3448623,0.47299504,1.1877942,1.0219018,0.9598159,1.3021036,1.2051423,1.4237251,0.47505128,1.2624661,1.3016448,1.4479327,0.7999207,1.4693,0.49247938,1.3243432,0.55220425,1.2203097,1.2294133,1.1167188,0.56874985,1.6540169,0.7133053,0.8255213,1.0884405,1.101641,0.29664272,0.24053156,0.49584353,0.8525878,0.49933946,0.8946313,1.0810122,1.5523754,1.4283947,1.2652854,0.34599525,0.35989237,1.1504016,0.72710866,1.2449387,1.0265115,0.8138684,1.3029647,0.6768744,0.7814532,0.9208964,0.78186315,0.64583325,1.130238,0.8806993,1.3400462,1.1310893,1.4603505,0.9842376,1.216917,0.4040314,1.2747871,0.85508126,1.3716743,0.34188813,1.1466345,0.25769365,1.0936953,0.79982257,0.7278993,1.1151016,1.2569261,0.5937089,1.2342862,1.4020373,1.5146565,0.62917423,0.7138648,0.39973927,0.46006978,0.21677756,1.0402098,1.3555892,1.1696773,0.7954374,0.23441988,1.0314744,1.3598866
bowl,1.2190701,1.0523419,0.6505443,1.4731381,0.73800427,0.6884149,0.8292002,0.6272975,0.77396965,1.3309687,0.6081398,1.1783441,1.3341211,0.80112076,1.2870115,1.094838,0.7950473,0.5330521,0.0,0.92969465,0.62750983,0.8679973,0.44124126,0.901101,0.67045254,0.8940916,0.8998739,1.3236222,0.9720982,0.7721502,0.6181145,1.2125385,1.279608,0.66747516,1.079004,0.8563014,1.2350698,1.0910316,0.6170049,1.292114,0.256289,1.3695085,1.360412,1.1994487,1.173183,0.8619331,1.2427655,1.1503487,0.81365585,1.3659341,0.92801607,1.3131664,1.0879667,1.1194103,0.9806868,0.86789954,0.6678052,0.9122404,1.1538315,1.0968978,0.8075005,1.0694675,1.0504311,0.8495234,1.3486457,1.1250522,1.2425593,0.7224944,1.2836452,1.1054664,1.4501368,0.6790923,1.4196137,0.73336387,1.2822949,0.6571264,1.2353296,0.98851126,1.0219822,0.78328836,1.325063,0.93429476,0.93616855,1.1035042,0.89485914,0.7252656,0.6807881,0.81503856,1.0231158,0.6026894,0.99138504,1.1294963,1.406488,1.4101801,1.0459236,0.62937796,0.6285709,1.0266093,0.7566351,1.0701321,1.0700293,0.340582,1.2324793,0.96532303,0.8410237,0.89286315,0.7907364,0.83945525,1.1431994,0.86612767,1.276156,0.88116837,1.4232595,0.8929523,1.1309193,0.7680857,1.2522196,0.5331435,1.127057,0.6787641,1.2256887,0.52127343,1.0607979,0.8168934,0.5221984,0.95462763,1.1859251,0.7885759,1.2122086,1.2202277,1.2019622,0.45795047,0.9735004,0.6651917,0.77513415,0.731766,0.7724012,0.88605076,1.1164341,0.8965069,0.6761137,1.1484609,1.3171021
box,0.8099267,1.2697234,1.4062395,0.89948225,1.1013613,1.0281066,1.0456483,0.49153042,0.8494123,0.6059983,1.3005594,0.47288018,0.7717464,1.3887904,0.7605682,0.82463497,0.51416767,1.2991681,0.92969465,0.0,1.1238847,1.1056384,0.9462972,1.0256764,0.8938418,1.0128434,1.0934694,1.1052333,0.7314228,0.9640206,1.1192282,0.82086885,0.80328673,0.75262,0.8606407,1.2557788,0.6752045,0.93525857,1.4143088,0.4379123,1.1166823,1.0210097,0.9159893,0.70127153,0.8462301,0.60245925,0.857218,1.3183126,1.4681702,1.054376,1.2969851,1.0446332,1.3295765,0.9450341,1.0290213,1.3329312,1.2995015,1.0229907,0.78923756,0.7422825,1.4246132,1.1374162,1.153927,0.7796275,1.0462912,0.8220772,1.0076172,1.268343,1.0390576,0.9016511,0.8999486,0.83533794,0.9373743,1.3172407,0.6865389,1.2599555,1.0476828,0.94454134,1.0130712,0.94412327,0.74428517,1.1385081,1.0397402,1.2051448,0.918389,1.4727836,1.3599466,1.4026146,1.3961748,1.248841,0.7470723,1.0087844,0.80189365,0.9602328,0.54591566,1.3995222,1.3895521,1.1398585,1.1084158,0.7161213,0.87233627,0.9188134,0.91194826,1.4425691,1.1360903,0.70296156,0.6096977,1.3961177,0.6781106,1.1062987,0.8531579,0.78812945,0.9719809,0.99582845,1.0085953,1.4288299,0.84807014,0.8266896,0.7879783,1.4471966,0.9669801,1.1998879,1.0626825,1.0847206,1.2162099,0.9928485,0.9173695,1.2906195,0.83457845,0.8681186,0.4996785,1.0039898,1.4678757,1.3120916,1.2203344,1.3462422,0.591933,0.60218585,0.98080814,0.86921537,1.4771576,1.0174445,0.8746457
bread,1.0667158,0.8050923,0.52717257,1.3519247,0.6977269,0.8326137,0.34895688,0.97195905,1.1766856,1.4479038,0.82311493,1.3118241,1.3190266,0.7234345,1.304508,1.3061231,0.93089306,0.7612109,0.62750983,1.1238847,0.0,1.0074794,0.79963464,0.9384997,0.82853234,1.0861146,0.7322396,1.3000325,1.2930547,0.41251498,0.8864009,1.3349322,1.3792892,0.90035355,1.2399404,0.4713285,1.3587974,0.8181355,0.6577225,1.4128792,0.67562747,1.196445,1.1927143,1.1849011,1.3630792,1.0411712,1.2704096,0.8970456,0.59719294,1.4456024,0.75450796,1.2068954,0.80495465,0.965168,1.0885688,0.76728046,0.7450274,0.7469822,1.1703932,1.2925727,0.79087794,0.8610017,1.05698,0.7664951,1.3127246,1.0145707,1.1107111,0.737102,1.3416169,1.2204018,1.4263752,0.8167025,1.382432,0.8028792,1.4021722,0.8469449,1.1422017,0.79884565,0.7022973,0.99758667,1.1712424,1.0207942,0.9006238,0.9484696,0.7235017,0.7495979,0.69622356,0.788998,0.7876055,0.34711516,1.1645448,0.96574825,1.4144266,1.3792517,1.1898147,0.6907853,0.6916437,0.6047065,0.7813232,0.99633807,1.1830475,0.65018034,1.1102449,0.74663246,0.31873405,1.0164585,0.901559,0.69971454,1.375318,0.8133135,1.3703716,0.85505795,1.4449526,0.88748574,1.1300745,0.68391645,1.4148493,1.0035247,1.2518024,0.66686165,1.20636,0.5300831,1.0890313,0.75129545,0.6663062,0.8417736,1.104016,0.61082923,1.1925404,1.3577161,1.3768204,0.49010462,0.6737522,0.8029721,0.9688543,0.7721036,0.8197747,1.0762349,1.2331916,0.9520192,0.7063055,1.3201532,1.3003886
broom,1.1762512,1.0152519,0.93167084,1.3361123,1.1273301,1.0436406,1.0312444,0.9496707,0.9051368,1.3526014,0.5454552,1.123363,1.469279,0.7767155,1.3730232,1.21294,1.0737534,0.58509827,0.8679973,1.1056384,1.0074794,0.0,0.6503029,0.9501331,0.6137282,1.0819805,0.8397785,1.1292474,0.7037402,0.89654076,0.62799406,0.74131435,1.1808392,0.9916822,1.0336107,1.0328737,1.130328,1.1364965,0.5773511,1.2473265,0.6904572,1.1194685,1.3408046,1.3280925,0.5335919,0.64061415,1.2395449,0.9154802,0.8398243,1.16202,0.9919957,1.3409835,0.91506344,1.2178649,1.0345141,0.7705774,0.72468907,0.9702092,1.2386396,1.3146679,0.9288827,1.2266927,1.049705,1.1706836,1.3183466,1.2422625,1.2364033,0.8794596,1.184238,0.94784844,1.29332,0.97952455,1.2426507,0.51173055,0.9085831,0.56847924,1.0172529,1.18469,1.1274614,0.72685117,1.5121408,0.41141617,0.92483276,1.097367,1.2458,0.87258494,0.5067977,0.65766495,1.0171864,0.9778205,0.7005321,1.1564509,1.4128994,1.114199,1.1539454,0.62861985,0.53986835,1.0612348,0.7788718,1.2620083,0.92749375,0.91268784,1.2164401,0.8304328,1.0503109,0.92262274,0.92942894,0.9116693,0.78897697,1.0420429,1.107681,0.9005535,1.3391514,0.97639704,0.9977044,0.57248014,1.0548161,0.6448767,1.2920108,0.723889,1.2045387,0.64934605,0.99244785,0.50765896,0.7931559,0.9692743,1.0045303,0.92623323,1.1460732,1.3512352,1.375834,0.8980132,0.849126,0.8056651,0.64514655,0.51509976,1.1865556,1.211667,1.1586977,0.58650833,0.73524094,0.8901285,1.2681218
bucket,1.1595254,1.1045375,0.69045955,1.5166485,0.7803736,0.77862895,1.1004856,0.6469922,1.1273456,1.406702,0.69022495,1.1923475,1.410506,0.77526593,1.3755121,1.133428,0.859481,0.31168485,0.44124126,0.9462972,0.79963464,0.6503029,0.0,0.91363907,0.6115676,0.7933457,1.0286206,1.3966647,0.9513466,0.8885013,0.61136603,1.0479017,1.2736058,0.8641699,1.0666579,0.94552124,1.2737106,1.1550821,0.5871909,1.2990685,0.24091291,1.297807,1.3782574,1.1882463,0.945589,0.7393392,1.2112157,1.0976624,0.7963412,1.3765726,0.83571887,1.3512979,1.1018169,1.1812973,0.84948146,0.81704444,0.76374745,0.9454777,1.1453342,1.111949,0.8479623,1.1181005,1.1555868,0.84540176,1.3080745,1.1331835,1.3456631,0.6864046,1.3218102,1.1494968,1.4090976,0.61076903,1.4734972,0.63978434,1.2815692,0.6071705,1.2138271,1.1656364,1.156972,0.5232611,1.4552631,0.8781544,0.7460794,1.1435144,1.0557593,0.73310816,0.43952918,0.6580515,1.0270432,0.7550376,0.74586415,1.0555327,1.4573039,1.4216263,1.0842686,0.6350501,0.6610522,1.2157125,0.7084929,1.1011771,0.9262768,0.7556093,1.3360411,0.90312725,0.82503736,0.6659349,0.6291762,0.82582915,0.9800925,0.8432453,1.257701,1.0111893,1.4589562,0.87085724,1.177268,0.5994864,1.1535716,0.73980623,1.2385545,0.68846625,1.0980179,0.3249144,0.97104484,0.8323741,0.7110802,0.9774165,1.1729269,0.7780178,1.0694034,1.3307091,1.3614771,0.50256217,0.8933679,0.75138104,0.6203232,0.43635798,0.783632,1.1751578,1.1801313,0.7635959,0.6151024,1.0011444,1.3427727
butterfly,0.6297673,1.1248676,1.0492358,1.2710216,0.91444826,0.9977014,0.92909235,0.89257693,1.016324,1.192211,0.8832814,1.1592345,1.1270158,0.806372,1.0945785,1.0532643,0.8864952,0.95895076,0.901101,1.0256764,0.9384997,0.9501331,0.91363907,0.0,0.86934876,0.98460793,1.0880728,1.0698817,1.0703552,0.8350907,0.8457259,1.0906825,1.1159233,0.9348649,0.9495866,1.0877013,1.1603718,1.027844,0.8944733,1.1686779,0.95966303,1.1346568,1.0096229,1.0629764,1.0609252,0.92341316,1.0999576,1.08614,1.1136745,1.1666963,0.9417358,1.1625732,1.0798838,0.8864327,0.77174723,0.9820766,0.92364,0.4326179,1.1244041,1.1053392,1.056536,1.0053668,0.9327005,0.9340889,1.1807418,1.0672513,1.1594257,0.96239877,1.1037378,1.017001,1.1573355,0.9056176,1.2038622,0.80814785,1.1743128,0.84281284,1.0849254,1.0857793,1.1588641,0.93664086,1.1334113,0.9600014,0.822494,1.097942,1.062804,1.0782503,0.8600213,0.803465,1.0332139,1.0457499,0.9768399,0.90159404,1.2164987,1.2062835,0.96297634,0.8510488,0.8907621,1.0466957,0.9377473,1.0365809,0.85204935,0.89540577,0.8505083,1.1368581,1.0379124,0.87315214,0.9529426,0.9853458,1.1054746,0.78411555,1.0398952,0.7292742,1.2229508,0.82028985,1.134014,0.932894,1.1401126,0.99170315,1.1752322,0.95510215,1.0309427,0.9279256,0.9990823,0.9491363,0.9021708,0.946551,1.1261255,0.81489056,0.96258515,1.2011153,1.1772192,0.8531047,1.0814188,1.0308682,0.96673757,0.8859478,0.92870975,1.1059712,0.9377276,0.86623037,0.96125305,1.0219444,0.89987844
can,1.1668584,0.96130085,0.96365815,1.3187575,1.0571995,1.0290672,0.97468287,0.72849333,0.93970114,1.383853,0.5380529,0.97418755,1.2935708,0.8032837,1.2421554,1.308582,1.0005937,0.6607722,0.67045254,0.8938418,0.82853234,0.6137282,0.6115676,0.86934876,0.0,1.1436082,0.75770557,1.1125436,0.62562984,0.86922896,0.686173,1.031083,1.2809691,0.76328874,1.055988,0.9921866,1.0438274,1.0954258,0.78708434,1.3066969,0.61788327,1.076899,1.2705185,1.2307487,0.9011871,0.8289722,1.1897438,0.9139084,0.8125181,1.2223661,1.0016431,1.3679736,0.95977414,1.2095239,1.0065837,0.66023135,0.9172366,0.99251914,1.3009686,1.2823551,0.96167624,1.0147995,1.0363331,1.0547359,1.3205984,1.0951275,1.2364008,0.6683082,1.2016182,1.2078972,1.2858782,0.8628364,1.2345219,0.7276852,1.0960028,0.71816474,0.9413867,0.9135123,1.0703324,0.8394041,1.3130343,0.59100866,1.0057045,1.1329635,0.978645,0.9422524,0.46594644,0.5615652,1.0189945,0.96339655,0.6359693,1.0862269,1.4238076,1.0148337,1.1120765,0.8419789,0.8503631,0.9626179,0.59113276,1.1752381,0.93766946,0.9064536,1.1440761,0.8283394,0.99071026,0.5991545,0.8293996,0.9545675,0.9439429,0.9327336,0.92555714,0.95687586,1.3497636,0.8083562,0.7454877,0.6322131,1.2561356,0.6902203,1.3391075,0.70295405,1.2691708,0.7151937,0.7924005,0.6440205,0.8183696,0.77356315,1.1453022,0.9305509,1.0929911,1.3214993,1.376442,0.8733766,0.79247785,0.75351095,0.97644794,0.5138652,1.1791606,1.2642894,1.2392399,0.6139291,0.7166939,1.0903494,1.31926
