,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,muffin,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
boat,0.8265139,1.0925726,1.2661152,1.0033089,0.72855926,1.2120125,1.2855084,1.2228794,1.0309246,0.7532745,0.87320495,0.5594228,1.2436495,1.0190852,0.73033077,0.98559153,0.7684443,0.0,1.0655044,1.2669989,1.0851097,0.93669355,1.2464377,1.2071785,1.1393769,1.3093426,0.54968417,1.2772841,0.69475317,0.9446013,1.0987842,0.8676078,0.73217607,0.90843457,1.0447038,1.1797342,0.8097805,1.065817,1.3313205,0.5175654,1.229878,1.1176661,0.8851925,0.9552406,0.8918607,0.9431712,1.0033232,1.2500848,1.2123029,0.58317375,0.89168984,1.2024862,0.6960524,1.28948,1.2699511,1.3310944,1.2776554,1.3242186,0.83293337,1.2131054,1.1584835,1.2933642,0.889979,0.8114587,0.9631281,1.2357963,0.75199854,0.97582394,0.84931433,0.93068016,0.77377313,1.2895855,0.8557683,1.1758124,0.9744623,1.1277893,1.0614475,0.9050526,0.9567901,1.1798998,1.3323916,1.3896384,1.2187018,1.1878216,0.99649507,0.77050567,0.7726222,0.76813287,1.2630022,1.2362078,1.2550347,1.2566487,1.0543444,1.2434863,1.1047978,0.9567579,1.1478947,0.96894026,1.0586967,1.2294588,0.8348505,1.1849748,1.0178198,1.064688,0.66105485,1.2804334,1.0066441,1.3288249,0.70362604,0.9736345,0.5836719,1.3488438,0.8439014,1.2928882,1.2688593,1.0570468,1.2987574,1.2148455,1.1716547,1.3000402,0.97596097,0.6846686,0.6517428,1.052584,1.298011,1.0849913,1.0190586,1.3565257,1.1279652,0.8254906,1.1049006,1.3158976,0.6668509
book,1.2979977,1.0108169,1.0005625,0.85150933,1.2391747,0.9392432,0.8151797,0.9601745,0.69686633,1.0383786,1.1611569,1.1169403,0.85790014,0.84529376,0.9695972,1.0014719,0.99725825,1.0655044,0.0,0.75377434,0.71388125,0.6232581,0.76720047,0.66472495,0.9623881,0.8384546,1.0172515,0.9709221,1.3665788,0.9168261,0.9663059,1.064388,1.2677107,0.8634004,0.926709,1.1890483,1.1920388,1.1051102,0.7400553,1.0864024,0.63872874,0.8959795,1.2753232,0.95930016,1.1296816,0.8020872,1.189949,1.1087295,0.9146178,1.3293612,1.2402855,1.1702302,1.0244595,0.95032394,0.95321304,1.1509109,0.7624332,0.92502415,1.0329344,1.1492696,1.0567317,0.7096177,1.1828032,1.0730119,1.1678382,0.9706875,1.2418077,0.976859,1.2245631,0.8810569,1.281688,0.6279157,1.1303426,0.9391447,0.97460836,0.81787694,0.8229894,1.1862649,1.1514002,1.0453368,0.75886387,1.0821592,1.2292287,0.97166055,0.9059666,1.1582122,1.3234667,0.64439225,0.7909979,0.7663555,0.866518,0.8763859,0.8009585,0.9954728,0.5960458,1.0269742,1.0856557,0.81731033,0.76878035,1.1101549,0.9618646,1.0975071,1.1756979,0.76162875,1.2898864,1.0596826,1.082293,0.81266296,1.2578932,0.7213516,1.1097152,1.0404863,1.0311133,0.90831393,1.0123911,0.8786708,0.755459,0.96728486,0.87609315,0.93093246,1.1278865,1.1855778,0.95870006,0.68471074,1.2279037,0.95798814,0.7427172,0.9158368,0.6808816,0.7513418,0.88327867,1.0937831,1.0451782
bottle,1.5262103,1.054786,0.3730539,1.076219,1.3644617,0.43866146,0.64327085,0.73677546,0.993603,1.3062578,1.0875003,1.4329822,0.7680447,1.1210232,1.3963435,1.0580926,1.4466522,1.2669989,0.75377434,0.0,0.6883378,0.924258,0.5318484,0.44254744,1.1161275,0.37547183,1.2026818,0.58071494,1.3258556,1.125433,1.0200706,1.1306866,1.0996805,1.1929746,1.1074843,0.7721147,1.262994,1.3532734,0.41497815,1.4244928,0.32055128,1.0995133,1.3835453,1.1964552,1.1082538,1.0944028,1.2322598,0.79880977,0.6490905,1.3007452,1.2746322,1.0849154,1.1828638,0.86074376,0.64093435,0.7585337,0.8870534,1.1105745,1.2942641,0.6225011,1.2665964,0.8699101,1.225381,1.2848268,1.3917408,0.68693525,1.1128855,1.202183,1.3784852,0.8700151,1.4303954,0.95039576,1.3155811,0.86330765,1.1782928,0.6973058,0.74958533,1.537253,1.0891526,0.32283968,0.3748163,0.5839163,0.95437473,0.37100577,0.95989037,1.4340377,1.4222134,1.2391183,0.47600698,0.5251871,0.7087755,0.9669257,0.8571744,0.56974757,0.7721192,1.190559,1.201308,0.9987025,0.6426351,0.8807968,1.1027495,0.81210935,1.0669731,1.2359946,1.4386278,1.1123519,1.2007792,0.71469194,1.2241902,0.86745036,1.2709795,0.4439932,1.0710074,0.31622362,0.9849865,1.123846,0.77070874,0.9839809,0.77747977,0.6710716,1.1926655,1.3317875,1.3966326,0.8119911,0.86141986,0.9454598,1.2473727,0.29701626,0.8842733,1.275372,0.8590274,0.45997524,1.1036851
bowl,1.2999891,1.0509244,0.8173791,1.0153147,1.1914036,0.81327313,0.7385156,0.7767282,0.77401364,0.87288624,1.175234,1.2923374,0.92490417,1.0720185,1.1976497,1.1111994,1.2224002,1.0851097,0.71388125,0.6883378,0.0,0.8037257,0.6556277,0.50902057,1.0812327,0.76915467,1.1028951,0.8850562,1.354354,1.0988629,0.8904334,1.219507,1.266672,0.98400044,1.0400457,0.92322034,1.3104917,1.1345888,0.83264315,1.232635,0.37527972,0.6249341,1.2612127,1.0756317,1.2281419,0.99306303,1.2754076,1.0089792,0.74525756,1.2878578,1.2043707,1.112159,1.0339832,1.0178301,1.0145413,1.0444179,0.751321,1.1255434,0.9301119,0.9695363,1.1180271,0.80779105,1.1794116,0.99732006,1.131167,0.99345917,1.1251436,0.930478,1.3515211,0.8389628,1.3254807,0.8881036,1.2716312,0.9151534,1.0104145,0.738416,0.81611943,1.20505,1.0316397,0.867579,0.8178564,1.013442,1.0931121,0.77896404,1.0672165,1.2754775,1.3479344,1.0720277,0.8351711,0.84021634,0.7087493,1.0763847,0.8281485,1.040689,0.25202733,1.1692547,0.94142413,0.9967606,0.81858087,0.9654352,1.1073273,1.1095874,1.1371382,1.0435425,1.2969033,1.1281562,1.1285341,0.77713835,1.1959178,0.6248449,1.0895828,0.9201947,1.1334839,0.7685551,1.0910275,0.42009008,0.658687,0.9316825,0.7815136,0.86565655,1.2253268,1.1418023,0.97949815,0.5099033,1.0900552,0.88415015,1.0598451,0.9222228,0.8229508,0.52492434,1.1499301,0.9605147,1.1707973
box,1.000631,0.99549866,1.2404983,0.86542153,0.9447016,1.1218338,1.107864,1.0646178,0.79579866,0.88210475,1.1076218,0.8052877,1.3167322,1.0075314,0.7331699,1.0486017,0.8373865,0.93669355,0.6232581,0.924258,0.8037257,0.0,1.1088796,0.67283034,1.1492884,1.1130211,0.9552349,1.2573142,1.180133,0.9953017,0.96558034,0.92398286,1.1578785,0.94037646,0.9059816,1.2627754,1.0423731,1.0165724,1.1951122,0.7397963,0.7324339,1.0638998,1.1220347,0.86266196,0.93310404,0.8313724,1.0791595,1.2610064,1.1052649,1.0616491,0.97797,1.2543519,0.8180077,1.3656948,1.1672075,1.306785,1.0842927,1.2121191,0.89400107,1.2218716,1.0541089,0.94144756,0.9605409,0.89163506,1.030433,1.0998394,1.1123679,0.89729196,1.0183673,0.766899,1.0739754,1.093258,0.94886494,1.1194664,0.8800229,1.1560895,0.65443003,0.9442473,0.9907966,1.2100494,1.100979,1.2897567,1.2350299,1.1788933,0.8824159,0.9410143,1.1159303,0.8292521,1.2629855,1.2352569,1.0793238,1.1950566,1.1602976,1.1706247,0.92160606,0.8571553,1.1361506,0.73328483,0.9561347,1.2542828,0.8008323,1.2079694,0.99236554,0.8668724,0.9919777,1.2179308,1.0069448,1.0838587,0.8499217,0.9222108,0.7566397,1.3238164,1.0352398,1.0508224,0.9824003,0.8522233,1.198457,0.8551904,1.0684,1.1131507,1.0267751,0.9093505,0.72789377,0.7056103,1.2977884,1.0230898,0.8101151,1.1762745,0.6692183,0.7702017,0.9339813,1.3193738,0.9339165
bread,1.3787656,1.0046158,0.63059914,1.1404606,1.4159715,0.6858134,0.6392154,0.68410885,0.715685,1.1626582,1.1318874,1.4300902,0.77792805,1.0904534,1.4238067,1.0630274,1.2434841,1.2464377,0.76720047,0.5318484,0.6556277,1.1088796,0.0,0.64519155,0.88533753,0.5495521,1.2310976,0.6810699,1.2629912,1.1179762,0.92229515,1.2060076,1.1450949,1.0683969,1.1083789,0.7502543,1.3385695,1.1541636,0.65904075,1.4416051,0.57635933,0.9305649,1.2092317,1.1331619,1.1976218,1.0343006,1.2499597,0.8106986,0.53479356,1.3241539,1.3241993,1.0219702,1.2666829,0.86832833,0.62678176,0.72744155,0.71580654,0.9302686,1.2895794,0.8306151,1.1105396,0.85159105,1.270937,1.1831508,1.3025267,0.6884711,1.0806011,1.0404446,1.4020493,1.0261751,1.5016088,0.8414581,1.3328325,0.7053751,1.1136913,0.5660912,0.877123,1.4334142,0.759153,0.70555115,0.35081464,0.6786391,0.9436612,0.63399464,0.99245167,1.4624076,1.4582833,1.2103817,0.69326496,0.7390608,0.6726194,0.6754406,0.5699737,0.5568646,0.39964688,1.1846588,0.9245192,1.0919169,0.56755996,0.7015446,1.2461724,0.8834635,1.1351583,1.1998471,1.5160277,0.9940965,1.2052605,0.66683656,1.3073394,0.78429615,1.4123658,0.62664,0.9192395,0.40409696,0.9271226,1.0120322,0.5662242,0.92234373,0.62827325,0.634531,1.2943928,1.425842,1.471775,0.82985693,0.8629253,0.96892893,1.2400779,0.4613669,0.9452428,1.0458632,1.0067031,0.7146712,1.1241531
bucket,1.2833266,1.020726,0.9002784,0.8803005,1.2299587,0.8514285,0.8071457,0.9427862,0.73600566,1.0550009,1.2889134,1.3025795,0.99671495,0.89644027,1.153175,1.2407229,1.2159017,1.2071785,0.66472495,0.44254744,0.50902057,0.67283034,0.64519155,0.0,1.0839311,0.55750257,1.1675243,1.0168366,1.4234124,0.97664547,0.9426888,1.0655174,1.243521,1.0387725,1.0662258,1.0217539,1.2019314,1.1476865,0.867738,1.187883,0.18017101,0.98568314,1.3221619,1.0973275,1.0450883,0.88055813,1.1386318,1.0382067,0.8293923,1.4054756,1.2856848,1.1822919,1.0869571,1.0453818,0.8732826,0.9515805,0.9022777,1.0828819,0.8894862,1.0345432,1.093748,0.8009654,1.2120023,1.0664937,1.2722814,0.8970187,1.1466767,0.9937506,1.2395961,0.64787704,1.3539834,0.95133215,1.2211387,0.88941926,0.989475,0.78296965,0.5859192,1.2470961,0.9962238,0.9421166,0.53954494,0.9099773,1.1567167,0.9016142,0.81953883,1.3142657,1.359436,1.097972,0.9460414,0.96916234,0.8629774,0.915518,0.94791394,0.853624,0.64791006,1.0311923,1.0798738,0.7501199,0.48561037,0.9523937,0.94531584,1.0934618,1.0798516,1.0850601,1.3682505,1.0282934,1.1021696,0.7077116,1.1475,0.57396495,1.1049112,0.9387128,1.103435,0.4845631,0.7785022,0.90509063,0.84976214,0.85445744,0.8744141,0.79492986,1.1537044,1.248491,1.1862333,0.5048941,1.0709922,1.0793164,1.0427817,0.6244974,0.68629813,0.9516221,0.75209314,0.9906217,1.1311024
butterfly,0.9475218,0.9638027,0.993097,1.080468,1.1691381,1.051593,0.9427039,0.7923878,0.95369816,1.0595887,1.0650295,1.1795812,0.876068,1.0655179,1.1587689,1.013447,1.0611913,1.1393769,0.9623881,1.1161275,1.0812327,1.1492884,0.88533753,1.0839311,0.0,1.0728027,1.0752603,0.94773936,1.0619963,1.1143186,0.9720903,1.1643173,1.0822598,1.0979304,0.98293793,0.8762792,1.1756119,0.9362439,0.9551747,1.2064143,1.0864424,0.7684959,0.8708607,0.9694389,1.205428,0.95100605,1.0867513,1.0158478,0.89211154,1.1540794,1.096647,0.9311311,1.0198327,0.7357371,0.7375115,0.91633695,0.82336795,0.53057617,1.0829134,0.9660069,0.97612923,0.82043016,1.1354817,1.1122489,1.0537409,0.8626975,1.1667461,0.9944112,1.0529244,1.1573545,1.0951557,0.8526797,1.1808462,0.9602829,1.1254368,0.8987716,1.114444,1.0417247,0.9579649,1.0648458,0.97537345,0.9392008,0.87522095,1.0203168,1.1009183,1.1246374,1.081511,0.9953545,0.9819197,1.0045207,0.7517179,0.91923344,0.92592627,0.80672604,0.8734444,1.1045882,0.8089613,1.1641004,0.876466,0.720195,1.1709646,0.73603976,1.0704831,0.90809816,1.1815953,0.81709874,1.0261648,0.7506812,1.1990255,1.0383615,1.1511676,0.935681,0.97358644,1.0295048,1.0476136,0.92646915,0.7849058,0.94974357,0.9260361,0.86536855,1.0986723,1.18245,1.1640425,1.0511149,0.89202374,0.8997665,1.0360296,1.0048085,0.9072653,0.95031655,1.065374,0.8985914,1.200304
can,1.5207715,1.0258636,0.58958924,1.0225847,1.4805894,0.6906916,0.5684395,0.8876339,0.9744702,1.1603165,1.0457065,1.4815176,0.39412755,0.7540621,1.4669298,1.0293264,1.4817296,1.3093426,0.8384546,0.37547183,0.76915467,1.1130211,0.5495521,0.55750257,1.0728027,0.0,1.3185341,0.5249289,1.3065257,0.820664,0.9063708,0.96988213,1.0329304,0.9624367,1.0423371,0.8641329,1.0429016,1.3550608,0.4227664,1.3987904,0.52196693,0.90883857,1.4009367,1.2669569,0.9529177,0.9334148,1.1402864,0.43060017,0.71302104,1.3558549,1.3274003,0.95805055,1.3143835,0.6530063,0.8164712,0.47719717,0.7119118,0.936635,1.3693296,0.7547587,1.2241743,0.993122,1.299707,1.4188942,1.3898344,0.71695715,1.1515602,1.1331036,1.2271273,1.0372168,1.3539606,0.75698906,1.210655,0.7472163,1.2297602,0.7024145,0.9383796,1.5415785,1.2246495,0.6594487,0.32538724,0.28964937,0.9060162,0.6187663,0.7956594,1.4105301,1.2659178,1.2751001,0.41537803,0.47828555,0.7462507,0.4973113,0.92780316,0.7672212,0.74679714,1.2256738,1.171515,0.92740357,0.7777604,0.85860884,1.0545022,0.9468305,1.1111361,1.212208,1.4777116,0.8842503,0.99918073,0.60620505,1.2656779,0.6998774,1.3764868,0.42390335,1.0917804,0.4365571,0.92832536,1.023674,0.5864862,1.0234265,0.9350334,0.74836177,0.9736113,1.4296,1.4993117,0.8658395,0.7821964,1.0852509,1.2784076,0.2864591,1.1227502,1.3258531,0.73675317,0.5956031,1.0765446
car,0.87075543,1.1836197,1.2286882,0.94094425,0.8969985,1.1413324,1.195887,1.1025494,0.95898193,0.730219,0.818964,0.7669451,1.1804388,1.1530399,0.84899396,0.9087096,0.8650071,0.54968417,1.0172515,1.2026818,1.1028951,0.9552349,1.2310976,1.1675243,1.0752603,1.3185341,0.0,1.1980232,0.558699,1.0746931,1.0354611,0.84228563,0.6813396,1.0171273,1.0293242,1.1432295,0.9784828,0.99192417,1.257665,0.6926746,1.2093445,1.012086,0.8339314,1.0242969,0.81312,0.92029816,0.9900316,1.2686033,1.2169979,0.6397966,0.91049975,1.2924423,0.46415782,1.129359,1.1140485,1.3744838,1.1970047,1.0762446,0.7847658,1.1657542,1.2404078,1.0958415,0.96458185,0.91937107,1.0888822,1.250048,0.7813349,0.8879453,0.9777467,0.9698408,0.8921465,1.2768452,0.95485026,1.0683645,1.1372361,1.106612,1.0460954,0.99590844,0.9723044,1.154044,1.3329163,1.3219604,1.2486734,1.1577023,0.99066365,0.8668831,0.900442,0.87949735,1.2060477,1.1995566,1.1712173,1.2847279,1.035723,1.1595299,1.0740348,1.0979278,1.1371549,1.0224485,0.9538377,1.2524807,0.64668524,1.1867744,0.98342526,0.964134,0.7821535,1.2787552,1.0041982,1.2617426,0.82727623,0.8917469,0.7464172,1.3085556,0.81222165,1.2133808,1.3277264,1.0263879,1.2327108,1.0109043,1.0866029,1.2344267,0.97177315,0.87168515,0.7616108,1.0201426,1.334137,0.9126689,0.9975916,1.3243141,1.0200042,0.8352845,1.0413725,1.2478768,0.76221406
carrot,1.4715084,1.0904157,0.22082883,1.1481833,1.4397638,0.4197737,0.40310776,0.55286646,1.186777,1.2666267,1.002352,1.4642292,0.5082487,1.1137894,1.4463072,0.95297736,1.4238693,1.2772841,0.9709221,0.58071494,0.8850562,1.2573142,0.6810699,1.0168366,0.94773936,0.5249289,1.1980232,0.0,1.1818018,1.2277763,1.0011233,1.2588909,1.1959229,1.0794181,1.1133182,0.44623423,1.2737623,1.1883258,0.31755984,1.5302596,0.8400463,0.82209843,1.1981205,1.1972721,1.304445,1.1860288,1.2314992,0.54301286,0.5162176,1.2710695,1.1902424,0.63583994,1.2354908,0.40817976,0.770053,0.44898236,0.7762118,0.65777224,1.4588935,0.50569344,1.0975565,0.65217453,1.2748349,1.3442323,1.124163,0.6714747,1.1521429,1.195838,1.4181917,1.3114536,1.3257362,0.8017731,1.3372473,0.8730185,1.2657692,0.63780916,1.2494556,1.3726275,1.157335,0.36315608,0.68223095,0.50100565,0.5890894,0.21416497,1.3019443,1.3863993,1.323396,1.1802081,0.33172452,0.3673709,0.5606476,0.7539784,0.8121823,0.8287314,0.8496809,1.2097254,0.85875714,1.250792,0.9947241,0.70210594,1.4011897,0.86236596,1.2316393,1.1435794,1.4739137,0.8749956,1.2101547,0.8771267,1.4133441,1.0926218,1.2899345,0.3100332,0.9957097,0.63100386,1.0970317,0.84465134,0.6096092,1.1046319,0.8845719,0.4885131,1.1739943,1.4626356,1.4500704,1.0732384,0.5172584,0.81499755,1.2033956,0.6059678,0.95604795,1.2543482,1.2194045,0.37276232,1.2416968
cat,0.57389396,1.0669789,1.2640443,0.8682686,0.73712134,1.2795138,1.3268204,1.2011106,1.058079,0.7847561,0.49108702,0.64703447,1.1606635,1.0215056,0.7614423,0.72038203,0.6877581,0.69475317,1.3665788,1.3258556,1.354354,1.180133,1.2629912,1.4234124,1.0619963,1.3065257,0.558699,1.1818018,0.0,0.9351214,1.0906851,0.8051363,0.48825705,1.0427316,0.9845625,1.1505101,0.69735265,0.8638026,1.3892663,0.6636198,1.4447091,1.1902593,0.3520937,1.0393056,0.8090867,1.1727582,0.9400094,1.0638741,1.330356,0.47231138,0.87896746,1.1384783,0.89842486,1.1313059,1.0862575,1.1505442,1.3350742,1.090853,0.86043465,1.1658506,1.0267013,1.3481326,0.93411624,0.860046,0.91327715,1.2478182,0.7170932,1.0459949,0.71751195,1.1098759,0.71421695,1.3498651,0.8509711,1.0720606,0.95016104,1.2699803,1.1764925,0.73621905,0.81788826,1.1751232,1.3073546,1.1062806,1.1188447,1.1896678,1.0143162,0.7526796,0.6721821,0.96500945,1.2950189,1.2996597,1.3030021,0.9875402,1.0789118,1.0738271,1.3509816,1.0768601,1.0011256,1.0620682,1.224293,1.2808623,0.9142822,1.0180866,0.96232814,1.1387329,0.59561396,1.1043376,0.9001331,1.3090158,0.78544796,1.1666071,0.9054227,1.254556,0.702139,1.2722802,1.1984358,1.2007459,1.3730874,1.2032801,1.1883451,1.3650831,0.85659885,0.7699188,0.7791014,1.2695826,1.173884,1.0058471,1.1100955,1.2522135,1.315867,1.0736309,1.138506,1.1536738,0.72624105
chair,0.9090832,1.0279496,1.3950326,0.86467105,0.96281064,1.4259702,1.224755,1.4079657,0.89581054,0.7191429,0.97023934,0.810946,0.8724188,0.43330318,1.0261128,1.0125886,0.9529629,0.9446013,0.9168261,1.125433,1.0988629,0.9953017,1.1179762,0.97664547,1.1143186,0.820664,1.0746931,1.2277763,0.9351214,0.0,1.0069159,0.41237533,0.8092252,0.91755164,0.99547106,1.3981286,0.5022639,1.0574723,1.206215,0.6441394,1.0416372,1.0400115,1.1186925,1.1179917,0.4705193,0.6543721,0.8407517,1.0847682,1.3599486,0.9749078,1.1531049,1.1516498,1.1640368,1.1899358,1.2557647,1.0223812,0.9230369,1.2634645,0.90830153,1.3054777,1.0230722,1.4548202,1.0968937,1.1328927,1.0973585,1.2178963,0.92820364,0.8955217,0.5937757,0.92778844,0.80326444,0.8455619,0.40019143,0.91211945,0.966125,1.2404834,1.021515,1.0445794,1.191284,1.3405724,0.90566933,0.9380331,1.2875781,1.3361822,0.4159528,0.8786982,0.71649265,1.017026,1.099405,1.0943594,1.332058,0.70676696,1.0935048,1.1684154,0.99195194,0.9442503,1.2251827,0.6900107,1.1135722,1.2936094,0.55230117,1.1310145,1.0103153,0.9408062,0.88368607,1.0716401,0.7196402,0.8185999,0.76073587,0.6392545,0.90144014,1.2313187,1.0954356,1.0971996,0.9697786,1.1483706,1.0287623,1.0857825,1.0550505,1.3178568,0.74382675,0.87895846,0.7394575,0.99523616,1.282869,1.2753224,0.96674514,0.95941323,1.3315724,0.9942729,0.45541394,1.2817283,0.6354153
clock,1.0270404,0.9056824,1.0015764,1.0903159,1.0668558,0.846374,0.6517747,0.95981866,0.7245855,0.9554723,0.8799715,1.0116479,1.0249449,1.1384808,1.0652555,0.91169685,0.97526675,1.0987842,0.9663059,1.0200706,0.8904334,0.96558034,0.92229515,0.9426888,0.9720903,0.9063708,1.0354611,1.0011233,1.0906851,1.0069159,0.0,0.9992577,1.0974481,0.88181156,0.85254264,0.96832925,1.1969532,1.1218164,1.0232569,1.0515853,0.9611417,1.0122913,1.0989875,0.9976131,0.9945705,0.9359744,1.1302956,0.95076084,0.8867078,1.065992,1.0810455,1.2065679,1.0073417,1.0415424,0.96327025,1.1187828,0.9049735,1.0049624,1.1178408,1.0368371,1.1908841,0.9550487,1.0539492,1.0987922,1.2419915,0.9491672,0.956829,0.77978724,1.1969267,1.0300938,1.1916809,1.1023711,1.000836,0.21283334,1.203517,1.0518717,0.93613976,1.0608355,0.9546339,1.0063528,1.0485524,0.98709977,1.050793,0.93187904,1.0669844,1.1056182,1.1877608,1.0576974,1.0426664,1.0572712,0.9676208,1.0578259,1.0301952,0.95095265,0.9068151,1.0652078,1.0389796,0.9481815,0.99606764,0.9039751,1.0896305,1.08989,1.0166234,1.0023453,1.1254843,1.0515306,1.0504814,1.0406332,1.0395656,1.042674,0.961946,1.0149184,0.9948849,0.8832313,1.060325,1.0244883,0.9167287,0.7345203,0.8991157,1.0255197,1.1488826,1.0804166,1.1306492,0.86372954,1.1342708,0.96676475,1.0412793,1.0407176,0.9800954,1.0733721,1.0981293,1.1200387,0.8583358
closet,0.83749163,1.1476574,1.3838822,0.9349842,0.98008394,1.3734838,1.2853296,1.3274245,0.9736,0.70589983,0.8608419,0.71974325,1.1745787,0.6919528,1.0275445,1.008756,0.9439344,0.8676078,1.064388,1.1306866,1.219507,0.92398286,1.2060076,1.0655174,1.1643173,0.96988213,0.84228563,1.2588909,0.8051363,0.41237533,0.9992577,0.0,0.7862203,0.9609147,1.0047375,1.3818582,0.6030904,0.9963135,1.3253874,0.54159254,1.1606736,1.146049,0.9993431,1.1286134,0.09915435,0.6166709,0.7348423,1.1667916,1.3580866,0.94156855,0.9851677,1.2916216,0.91151804,1.2213666,1.1381762,1.2114161,1.2459986,1.2803203,0.8961734,1.2680838,1.2413163,1.4325368,0.89318603,1.0566019,1.1171588,1.2532895,0.80754507,0.89803845,0.68548614,0.84324044,0.88425034,1.1420201,0.45123422,0.94768673,0.9820189,1.259402,0.92894363,1.076089,1.1915065,1.3220215,1.0735238,1.1595559,1.2848465,1.2854118,0.37332106,0.89243746,0.7716002,1.0167881,1.2837285,1.2711002,1.2957833,0.930699,1.2077798,1.0729489,1.182034,0.8986031,1.2542988,0.7562404,1.0495368,1.3177433,0.27720463,1.145999,0.83663344,1.0112795,0.82494515,1.3207254,0.8365993,1.0145799,0.4045403,0.8165279,0.9749678,1.3674654,0.9583137,1.1216335,1.12938,1.1351725,1.3258556,1.0327574,1.1269718,1.3357918,0.7476512,0.91004443,0.80850863,1.1151625,1.3869126,1.274346,0.9768604,1.0611117,1.3098696,1.0603085,0.46609437,1.3316575,0.50855434
coat,0.8107828,1.0802566,1.2356404,1.0930642,0.7587675,1.2302594,1.2665943,1.25045,1.069205,0.87294716,0.6055341,0.8528895,1.00832,1.1067995,0.85752946,0.9248097,0.8683039,0.73217607,1.2677107,1.0996805,1.266672,1.1578785,1.1450949,1.243521,1.0822598,1.0329304,0.6813396,1.1959229,0.48825705,0.8092252,1.0974481,0.7862203,0.0,1.0958381,1.059214,1.2580426,0.7551489,1.1794894,1.2387781,0.8407312,1.2177882,1.2513431,0.7784554,1.1166277,0.74200463,1.090267,0.772095,1.1078669,1.2261087,0.39876318,1.0283784,1.1626582,0.9301579,1.1948094,1.1121778,1.1648344,1.2231239,1.2540076,1.0129908,1.2079654,1.034618,1.4405205,1.0111649,1.0014893,1.0204446,1.1441616,0.81951654,0.9766612,0.55101466,1.0146401,0.71035504,1.2130591,0.9204741,1.0040436,1.0248322,1.1944804,1.0258486,0.9635175,1.0108806,1.1457052,1.025751,0.99972117,1.2478046,1.1745266,0.83466995,0.7599658,0.6044567,1.0993295,1.180575,1.2149014,1.2359443,1.0189697,1.1218966,1.0425065,1.2373916,1.0268252,1.2032441,0.9019875,1.1699885,1.2282363,0.8102113,1.0672271,0.9061396,1.0842643,0.5374391,1.1678463,0.7086374,1.0676384,0.7824954,0.9622977,0.89878297,1.1959578,0.86454093,1.1307517,1.0181938,1.3177347,1.2435131,1.1464984,1.0737693,1.1881361,0.90343237,0.67300093,0.9216518,1.1542847,1.2189875,1.0917428,1.1487855,0.98516434,1.3439709,1.1494663,0.9269973,1.1523787,0.74230206
coffee,1.0021375,1.1162318,1.0561332,0.9429056,0.9283965,1.0017484,0.915235,1.1225853,1.0265049,0.90095294,1.0658528,0.8813335,0.8735658,0.6820433,0.8909138,0.96327823,0.86731637,0.90843457,0.8634004,1.1929746,0.98400044,0.94037646,1.0683969,1.0387725,1.0979304,0.9624367,1.0171273,1.0794181,1.0427316,0.91755164,0.88181156,0.9609147,1.0958381,0.0,0.9347131,1.06621,0.78855014,0.88517356,1.0744431,0.81144524,1.1422951,1.0139664,1.0633608,1.0890195,0.99719024,0.8586449,0.9275314,0.8490075,1.0808331,1.0895184,0.86329,0.9441445,1.0181899,1.039254,1.27866,0.98358697,1.0996761,0.972705,0.81480885,0.992035,1.0705808,0.9816488,0.92144525,0.9862317,0.9593462,1.0624789,0.988158,0.98885065,0.96743035,0.9747511,0.9331398,0.97667754,0.96430176,1.0123291,0.9152269,0.9807236,1.1303517,0.99753535,1.0614351,1.1022356,1.146017,1.0513802,0.83675265,1.1188505,1.0077758,1.0115598,0.96083903,0.85680246,1.0161786,0.98196214,1.0857351,0.82301503,0.99520403,1.2655723,0.9659208,1.0591527,1.0133253,0.91929,1.0517628,0.96194994,1.0111929,1.1782932,0.9850629,1.0291687,0.97372216,0.9307314,1.0515407,1.1685362,0.98297155,0.90829647,1.0493835,1.0583476,1.1055598,1.0804522,1.0466639,0.95287716,1.0199645,1.1039383,1.2646114,1.1627083,0.7926742,0.9901024,0.8670411,1.0440546,1.0271553,1.1588986,0.9885295,1.2006371,1.0938301,0.8852035,1.0270699,1.03443,0.98889536
