,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pasta,pastry,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window,zebra
finger,1.1283478,0.67802703,0.62824535,1.0746155,0.8288816,0.7613827,0.9856206,1.3271081,1.2611283,1.352433,0.6879961,1.3218472,0.9049194,1.2136743,1.1778059,1.0996118,1.1782479,1.0131556,1.1815484,1.1574891,0.85012954,1.251703,1.2056682,0.93335253,1.1658354,0.5222954,1.2837113,1.1939534,1.1528769,1.1427588,1.2630483,1.0061717,0.96905875,0.49227798,1.180115,0.9553133,0.5842754,1.3835254,1.0507809,1.230978,1.2643704,0.8836945,1.1829476,1.1437931,0.7669718,1.0088916,0.86283505,1.1775111,0.9154226,1.0301259,0.0,1.1705611,0.89309084,1.1876037,1.0149922,1.1471708,1.152618,0.8621216,0.5732556,0.6194489,1.1829197,0.455526,0.81145287,0.4103334,0.7677424,1.0744138,1.0678709,0.9938401,1.1902438,1.0145854,1.071759,1.1610694,1.1599321,0.86941826,0.9994114,0.8152098,1.2357677,0.9068046,0.31194663,1.2121657,0.43038374,0.93792856,0.74073887,1.2014974,1.2031039,1.0046672,0.98943436,1.1221378,1.1507403,0.9407298,0.7439847,0.7740253,0.6831238,0.8187665,0.9478057,1.1673126,1.2098582,0.82159424,0.45628023,1.3126366,1.0669633,1.2459471,1.0567188,0.9774331,1.0427572,1.1826574,0.9875824,1.0997713,0.8003484,0.9070565,1.1267862,1.1919475,0.6694133,0.61698616,0.86667305,0.9325734,0.97571486,1.2239594,1.3473929,1.0847025,1.2952338,0.9397788,0.12215966,0.46950912,0.9475738,1.258682,1.1669977,1.347326,1.1961529,1.0683286,1.256562,1.1447259,0.49787498,1.1181089,1.1849407
firetruck,1.0437936,1.2307823,1.1961992,0.8908524,1.2081898,1.2063054,1.0434949,1.0173293,0.9293985,0.92742324,1.2376586,0.9388248,0.94319373,0.9032167,0.95903665,0.90849197,1.0195596,1.2317531,1.0608627,1.0667676,1.2204496,1.0760517,0.9274891,1.2436867,0.6758289,1.0615679,0.9071111,1.0861257,1.0713526,0.8492248,1.0036454,0.97386956,1.1815321,1.1311672,0.9065038,1.1340002,1.2606621,0.8765937,1.1880214,0.8892863,0.9316349,1.1607126,0.9811434,0.9384891,0.92648625,0.95509136,1.1719797,0.9748038,0.9608133,0.9169536,1.1705611,0.0,1.1195898,0.9887943,1.1601224,1.0994859,1.1170484,0.9375729,1.0882008,1.2073755,0.75033134,1.158284,0.9117243,0.93903,1.1578863,1.1167217,0.91949457,1.039939,1.1013759,0.81211203,0.99576724,1.005597,0.9863392,1.0517216,1.0145086,1.0231776,0.7613651,1.1910968,1.2462695,1.1035657,1.0872552,0.8752042,1.1817566,0.99020046,0.9104554,1.0051346,0.9888292,0.9504013,0.8467641,1.1807144,1.2308673,1.2082329,1.1081104,1.1648759,1.2045898,0.8154935,0.93721056,1.1171774,1.1909606,0.9431167,1.028116,0.90235066,1.0540267,1.0468494,0.8777297,0.7696781,0.9765779,0.9822172,1.1222116,1.1335675,1.0450386,0.7195165,1.2857945,1.2375612,1.1113205,1.1073079,1.1396997,1.0737276,0.92383254,0.97839576,0.8926477,1.161165,1.2674212,1.2243613,1.0183856,1.0770807,0.9916003,0.90793145,0.706875,0.8927916,0.5572194,0.997633,1.1833652,0.97665983,1.0222113
fish,0.6113073,0.93697953,0.7086061,1.4094493,0.76671565,0.83910143,0.71660244,1.0486658,1.4468422,1.4444184,0.6257508,1.3617628,1.1965102,1.0710769,1.3363775,1.209898,0.9397182,0.6395005,0.9620383,1.0888435,0.68697166,0.9671951,0.48132312,0.7134115,0.86067253,0.9624896,1.1014845,1.1366414,0.7721809,1.2060997,1.3113567,0.72742593,0.81654716,0.92232263,1.3816555,0.93975776,0.56558454,1.3489573,0.73711973,1.286973,1.0620555,0.79986906,1.2748699,0.9974705,1.2538767,0.9776207,0.68747854,1.0909362,0.9332291,1.138639,0.89309084,1.1195898,0.0,0.6111854,1.0566306,0.7598306,0.4171632,1.2795537,0.8283026,1.0206211,1.0143121,0.75882477,1.2467985,1.2778392,0.8588443,1.036492,1.3096871,1.336452,0.830813,1.3781902,0.92204607,0.9851479,0.8766762,0.9801134,0.85543704,1.3180888,1.2487717,0.775666,0.76728135,0.9408136,0.9015707,0.95672435,0.7157594,1.3018999,0.55418026,1.3480659,1.3679999,1.0701554,1.0684141,0.7302474,0.5930358,0.6880651,0.88010865,0.80103344,0.61159873,0.78978664,1.0704259,0.8043825,0.819427,1.2022225,0.8892166,1.330612,1.1224171,0.74237317,1.3023425,1.2833796,1.3311131,1.1445723,1.2424484,1.0635749,1.0424497,1.2722709,0.83935285,0.66737735,1.1319758,1.0024886,0.8089149,0.8021718,1.2469673,1.3903848,1.4211482,0.8108045,0.8140113,0.6776309,1.2058903,0.98940384,1.0208781,1.2643116,0.9758493,1.2269132,0.9583351,1.1518389,0.7311589,1.1721921,1.1094482
flower,0.7754014,0.97581273,0.7549331,1.3985503,0.8076102,0.859149,0.68727696,0.7103202,1.4324912,1.4000809,0.66487575,1.3385797,1.358072,1.2096087,1.4620612,1.2754685,0.7270775,0.4351297,0.74804485,0.93110657,0.70215964,0.7098153,0.82209724,0.6692952,0.5256619,1.3180819,1.1683028,0.8694025,0.6891287,1.1353769,1.0995862,0.8841971,0.79230297,1.0035328,1.3651594,0.88551563,0.75919354,1.2851472,0.5054257,1.2714167,1.1265929,0.72032905,1.2627617,0.85455024,1.3530705,1.2282349,0.70313865,1.1741819,1.0774082,1.2103928,1.1876037,0.9887943,0.6111854,0.0,0.9441347,0.45151073,0.5737038,1.2730443,0.97924453,0.99147964,0.9752824,1.1407366,1.3676885,1.3700128,0.77675784,1.18138,1.3079942,1.3939145,0.636528,1.4962214,0.6052482,0.6160286,0.6562726,1.0556353,0.9703798,1.3669393,1.1079702,0.7324052,0.9852921,0.5807055,1.0471662,1.1700653,0.75506705,1.2319839,0.83869517,1.4075649,1.5058932,1.119422,1.0015274,0.7226787,0.72806454,0.83604646,0.8218524,0.74526536,0.61072415,0.40883565,0.9132681,0.84896374,0.9798212,0.95469,0.701244,1.241372,1.1056843,1.1742159,1.4089592,1.155607,1.410954,0.9605901,1.2090523,0.94618326,1.0550872,1.2066104,0.7960089,0.8527695,1.1225348,1.1230359,0.6176824,0.40348184,0.84693915,1.4082601,1.3689468,0.7927886,1.0314509,0.975647,1.1764514,0.67113924,0.8827516,1.0053046,0.85458016,1.234515,0.5497768,0.92568445,0.8751552,1.1228734,1.1858987
foot,0.95091414,0.67382586,0.99594045,1.0836228,0.86336195,0.8254976,1.0901644,0.81516707,1.1752341,1.0790093,0.9898267,1.056182,1.1005477,1.0883927,0.9833842,1.0415113,0.91547215,0.8497172,0.8507914,0.98074573,1.0571965,0.79682994,1.0418477,0.819033,0.9823388,1.1903828,1.0376947,0.94052154,0.9288156,1.1416625,0.96036506,0.9409772,1.0524738,0.98682106,1.1117448,1.0320739,0.93633944,1.104179,0.84932077,1.0584904,1.0126652,0.7724622,1.1678189,1.021124,1.0604274,1.1328639,0.91544676,1.1400642,1.0279567,1.2148663,1.0149922,1.1601224,1.0566306,0.9441347,0.0,1.0652332,1.007511,1.1454258,1.0186512,0.5239062,1.1058035,1.0331441,1.2321086,1.0810351,0.86096776,1.0189989,1.0013354,1.1551374,0.9102105,1.1159325,1.0285918,0.91882527,0.95547485,0.8642869,1.1147168,0.69881797,1.0735452,1.0077343,0.96626294,0.69621867,0.95631504,1.0240593,0.9981677,1.1333045,1.027476,1.0936997,1.1299671,1.1187114,1.0695893,1.0671113,1.0235924,1.0601138,0.88970935,0.7427166,1.0000181,0.96821713,1.0169629,0.9485599,1.0293996,0.7950505,0.95102334,1.1846077,1.0243406,1.1576611,1.0995759,1.0535767,1.1453247,0.5211457,1.0319681,0.9836646,1.0361695,1.1530468,0.50007457,1.021326,0.36059123,0.9314597,0.9088506,0.82062805,0.9151375,1.2053262,1.1852318,0.9010887,0.8642048,0.95591193,0.83952177,0.63484704,0.84518296,0.9774404,1.1388423,1.1945821,0.9953353,0.88195604,0.9619617,1.1365542,1.094613
fork,0.773916,0.8926187,0.8675447,1.3341922,0.8882273,0.91350687,0.66084284,0.6527647,1.3647376,1.3752505,0.73361397,1.2975401,1.3845325,1.214774,1.5183449,1.2158774,0.6888022,0.57881963,0.7600141,1.0164175,0.646459,0.74856687,0.82518566,0.73541,0.60069174,1.2939049,1.1995668,0.896464,0.5819402,1.1723653,1.203566,0.7308292,0.63293254,1.0083947,1.4818945,0.7632827,0.6490605,1.288199,0.5887941,1.2446072,1.1793337,0.91641057,1.3030726,0.80828184,1.3199341,1.1235392,0.7299355,1.160161,1.0064374,1.2518475,1.1471708,1.0994859,0.7598306,0.45151073,1.0652332,0.0,0.57824284,1.2997607,0.92659116,1.0139338,1.1493587,1.1555903,1.3745631,1.3389444,0.827781,1.1687859,1.2854276,1.4147478,0.662935,1.50702,0.32293904,0.5985131,0.59247416,1.0206196,1.0661553,1.4087175,1.1013808,0.71897346,1.0077134,0.5849328,0.9655607,1.170516,0.8404254,1.2238293,0.83040184,1.48802,1.4996531,1.0103071,0.9107902,0.6572656,0.65538013,0.7329869,0.8233784,0.6997935,0.68596053,0.7808757,0.80969524,0.94271135,1.0136364,0.99735945,0.749207,1.2576255,1.039902,1.1760945,1.4171237,1.1016119,1.4299737,0.94527364,1.2254585,0.6243082,0.90544164,1.2593727,0.74473906,0.90137607,1.1480465,0.96704453,0.32197553,0.41662765,0.8813422,1.4496627,1.3799648,0.757688,1.0130858,0.96645814,0.9138882,0.74151224,0.9618023,0.83120644,1.0993335,1.2264713,0.69097567,0.96832085,0.77966225,1.2815074,1.1807646
frog,0.31487954,1.1370417,0.96278894,1.3807514,0.8025663,0.81424534,0.7598717,0.82682556,1.4078928,1.3724993,0.97914535,1.298166,1.3434877,1.0228761,1.3345436,1.174868,0.69923013,0.7922923,0.92179155,0.89941967,0.6648011,0.85343516,0.38367194,0.94837505,0.8411908,1.215229,1.0382222,1.1092408,0.76183194,1.1451257,1.1958447,0.78509307,0.4960863,1.0232849,1.3656878,0.50661373,0.82745755,1.2237988,0.87412417,1.1499648,1.0076123,0.85431445,1.347131,0.7065407,1.3178478,1.0971138,0.8513608,1.2119926,0.92022324,1.2148895,1.152618,1.1170484,0.4171632,0.5737038,1.007511,0.57824284,0.0,1.254773,1.0827074,1.1408323,1.0617104,0.86180705,1.381956,1.3128804,0.9679058,1.1711707,1.2582996,1.3868172,0.7158707,1.4806788,0.7936955,0.82023096,0.75223505,1.044081,0.90021443,1.3168774,1.0635744,0.7225406,1.0893986,0.6990932,1.11243,1.0842584,0.9094429,1.337069,0.43251705,1.4294224,1.4852359,0.9183454,0.7993876,0.6331654,0.90590024,0.9624408,0.90687484,0.9230864,0.77748793,0.69885457,0.83444357,0.9760007,1.0509577,0.996466,0.9474087,1.3206191,1.0722027,0.95819545,1.3026206,1.06605,1.3643334,0.9987513,1.1874266,0.9902662,1.1125178,1.2261857,0.99159485,1.0406263,1.1372167,0.87713945,0.72120124,0.57849455,1.0417722,1.4085772,1.2627282,0.8065758,1.1160756,1.029122,0.9888558,0.79777336,0.824087,0.9697406,0.960707,1.257501,0.8195915,1.0676638,1.0152451,1.2955824,1.2300621
glass,1.1718866,1.2775601,1.3264388,0.5888764,1.3513355,1.2778305,1.2646768,1.1450795,0.70689493,0.78533435,1.2976882,0.81700575,0.6890359,0.8481686,0.756124,0.74383044,1.0809896,1.3073487,1.2264047,0.8318397,1.302347,1.134116,1.1362481,1.2506578,1.3360066,0.93224514,0.9568985,1.0068163,1.3267049,0.78900105,0.755208,1.102252,1.1866237,1.0433103,0.70374435,0.99169016,1.3808997,0.8035507,1.3145009,0.8204856,0.9526975,1.002472,0.78662634,0.9658585,0.70130914,0.95872545,1.4360491,1.0102777,1.0329677,0.6921099,0.8621216,0.9375729,1.2795537,1.2730443,1.1454258,1.2997607,1.254773,0.0,0.93595505,1.0593884,1.0822682,0.84944975,0.56826556,0.48591888,1.089214,0.997812,0.68368363,0.7967372,1.2376499,0.70693445,1.1194919,0.98094213,1.2067628,1.0173129,0.940751,0.6185394,1.0850782,1.3236538,1.1783682,1.2875811,0.96552324,0.77213365,1.3459022,0.6969914,1.1243708,0.6067725,0.7162012,0.9260394,0.904451,1.2545962,1.3530948,1.314933,1.2423084,1.2883378,1.374985,0.962736,0.9635268,1.0761132,1.2257938,0.88961625,1.1700878,0.65373915,1.1494899,0.9517578,0.63457614,0.9368477,0.73461866,1.0601907,0.70945245,0.84032327,0.990614,1.0055652,1.361292,1.2477272,1.104445,1.0337116,1.2254682,1.2251548,1.0602638,0.65145755,0.65025556,1.3644718,1.0640552,1.1902219,0.9755637,1.2096759,1.1694031,0.8308654,0.9721137,0.86939234,1.2298281,0.87432086,1.2444497,0.7731483,0.99995786
glasses,1.1299422,0.7816896,0.6218668,1.2450242,0.9067643,0.96676767,0.8810705,1.1811227,1.3326201,1.4124393,0.64005554,1.3551989,0.9169098,1.1525934,1.3058958,1.2789412,1.1637864,0.8419125,1.104562,1.2187943,0.79692805,1.1701748,1.1257496,0.80852854,0.9531627,0.73592657,1.1822743,1.1667807,0.9177492,1.0944932,1.2749808,1.0275152,0.9777799,0.6374528,1.1984807,1.0036812,0.68898606,1.3615751,0.88928246,1.2772129,1.1522492,0.9463317,1.1327053,1.1944247,0.9114254,0.84251046,0.7862885,1.0806658,0.7373378,0.72568107,0.5732556,1.0882008,0.8283026,0.97924453,1.0186512,0.92659116,1.0827074,0.93595505,0.0,0.8818422,1.1763912,0.80842936,0.73997307,0.952017,0.42856765,1.0570652,1.1404629,1.069517,0.95277363,1.182179,0.9363606,1.0571791,1.0298676,0.9441053,1.0616002,1.1731129,1.2539725,0.86989164,0.51800966,1.1526221,0.4807781,0.8199435,0.68112004,1.2003827,1.1249467,1.1525726,1.1171887,1.2060876,1.1197243,0.9191891,0.7390055,0.8271368,0.855183,0.83870995,0.800419,1.076557,1.1838303,0.64017177,0.668626,1.2193009,1.0609146,1.1787714,1.1738203,0.79424566,1.1001258,1.2479796,1.0139165,1.0805767,1.1372236,0.9491677,1.1851966,1.2433602,0.75462025,0.54810476,1.0920566,1.0721767,0.8428166,1.0218345,1.2541013,1.170637,1.3598418,0.89389306,0.50207824,0.68783766,1.174488,1.1999915,1.1792943,1.2764518,1.1261681,1.0839897,1.0615016,1.1138699,0.37924856,1.0733334,1.101479
glove,1.0682766,0.34131628,0.9168814,1.0095047,1.0171663,0.96035033,1.002419,0.9742125,1.306459,1.230893,0.6206871,1.2223012,0.9357256,1.2032318,0.9216113,1.1109898,1.0954392,0.87769127,1.0423506,1.1118987,0.98169875,0.9197217,1.220575,0.76512134,1.001153,1.0196595,1.1867675,0.9199749,1.0630019,1.1732346,1.0595279,0.8883212,1.1174133,0.8603399,1.1358414,1.1219275,0.82855105,1.2827042,0.87252516,1.2971554,1.147602,0.77782476,1.2414789,1.0757642,0.9415836,1.149224,0.95270944,1.0818759,1.0651206,1.2578795,0.6194489,1.2073755,1.0206211,0.99147964,0.5239062,1.0139338,1.1408323,1.0593884,0.8818422,0.0,1.21135,0.9577682,1.1043828,0.75317746,0.7298677,0.99315315,1.1283563,1.0634395,1.0568792,0.9014415,0.90841705,0.9680833,1.1022973,0.85667336,1.0991843,0.6058533,1.1917382,0.993057,0.8166344,0.75031865,0.5939753,1.0640514,0.9668369,1.1322739,1.1937238,0.950583,0.9261683,1.1790047,1.2177,1.0441527,0.9158646,0.98908895,0.73493564,0.45921087,1.0256441,1.0747485,1.2131305,0.8593411,0.8721105,0.85254204,0.9558276,1.2201531,0.87845725,1.1239389,1.0127059,1.1706443,1.0422881,0.44883883,0.857622,0.83116496,1.0580128,1.2720946,0.28859806,0.83653194,0.22523963,1.070775,0.81690204,0.9255005,0.9915619,1.0902721,1.3601182,0.97978723,0.51286066,0.82812774,0.9863888,0.6669992,1.1190268,1.1348314,1.1926656,1.0535069,1.1002889,1.0051471,0.7638736,1.1703217,1.0397327
grass,1.039885,1.233569,1.174831,0.99033546,1.1859529,1.1979295,1.0774233,1.0206127,0.8227016,0.7842723,1.1603427,0.8341466,0.9300956,0.97723657,0.88283265,0.73317593,1.06057,1.1441345,1.0868008,1.0744809,1.218855,1.0833431,0.9853999,1.1768646,0.9443364,1.1255213,0.87817955,1.077128,1.0960066,0.95328313,0.99996823,1.0160125,1.1762334,1.1513696,0.8783241,1.1761055,1.1357265,0.8472446,1.1412088,0.9176546,0.9061719,1.2084771,0.86960196,0.9757361,1.0406189,0.98915714,1.1751937,0.881874,1.0768287,0.91285187,1.1829197,0.75033134,1.0143121,0.9752824,1.1058035,1.1493587,1.0617104,1.0822682,1.1763912,1.21135,0.0,1.1233695,1.0084349,1.1081885,1.2461251,0.87267804,0.87012094,0.8171981,1.0935606,0.81716144,1.1585364,1.1152323,1.0682917,1.0405473,0.8979995,1.0401105,0.7454899,1.2052814,1.1767409,1.0722643,1.2489703,1.040001,1.1925367,1.009101,0.9961227,0.9001257,0.9006399,0.9815361,1.0046864,1.1864033,1.0548763,1.023745,1.095561,1.2161111,1.0986345,0.93690085,1.0647215,1.1923232,1.217183,1.0848585,0.93900084,0.99852943,0.82314456,1.0200077,1.002069,0.8082931,0.84662986,0.9568856,1.0276837,1.2440453,0.95756394,0.4931023,1.2271787,1.1344415,1.0561584,1.1798424,1.2347822,1.0951592,0.9141233,0.88852966,0.80084777,1.1316571,1.2631309,1.1221496,1.0698277,1.0220051,0.9991216,0.9991797,0.7245649,0.88947123,0.87761164,1.0514541,1.1925356,0.90995973,0.9093282
gum,0.92307067,0.97222465,0.70370454,1.0754519,0.63331795,0.6094949,0.83032966,1.2520218,1.2294892,1.2847703,0.8858738,1.2307756,1.0008574,1.084573,1.1160468,0.9152597,0.9506549,0.9878405,1.0739471,0.93721753,0.8027108,1.1769224,1.1009109,1.0849148,1.2637432,0.4167434,1.1958618,1.3494545,1.1119719,1.2227492,1.2627916,0.9059013,0.7643019,0.6819494,1.1505222,0.78674686,0.61735344,1.2054738,1.0512936,1.0219959,1.1794367,0.9858879,1.2787321,1.1203059,0.9358705,0.9656464,0.80323064,1.2191043,0.88164854,1.0053667,0.455526,1.158284,0.75882477,1.1407366,1.0331441,1.1555903,0.86180705,0.84944975,0.80842936,0.9577682,1.1233695,0.0,0.90947056,0.72658294,0.9853701,1.0748706,0.91384494,1.128997,1.023592,1.0870553,1.1401293,1.1612513,1.24343,0.98042655,0.7540842,0.9034102,1.2350675,0.8796445,0.5038068,1.2224963,0.7935115,0.90020573,0.7457379,1.2511443,1.136764,1.0655994,1.0602763,0.93286175,1.0276738,0.84709287,0.82870495,0.82687515,0.79149,1.0121506,0.94074196,1.0824432,0.98652375,0.9963456,0.5688959,1.250891,1.0749359,1.2447166,1.1936741,0.9407814,1.0671399,1.1095983,1.0971122,1.2081276,0.91238284,0.98209155,1.0228449,1.1540936,0.93642175,0.74868476,1.0670303,0.715216,1.0341369,1.2022389,1.4777784,1.14544,1.085804,0.75998193,0.5287285,0.59717155,0.91256803,1.2748234,0.9270202,1.1851094,1.1840799,1.128433,1.3384402,1.25495,0.8360297,1.1804688,1.182591
hair,1.2634196,1.2325244,1.1016042,0.69458604,1.221352,1.2105834,1.2466422,1.3772234,0.71211934,0.82011664,1.2305696,0.8944577,0.5810586,0.8367591,0.67349917,0.888272,1.3124373,1.3792167,1.3598571,1.1833143,1.2980999,1.4335382,1.2108629,1.3641976,1.3115811,0.683017,0.92223597,1.1777912,1.399362,0.8214248,1.072581,1.1268895,1.2871864,0.8735515,0.6688198,1.1942316,1.2918359,0.949409,1.4254451,0.86586535,0.9348659,1.2039386,0.7622582,1.2374232,0.58394396,0.8118601,1.2710495,0.8342848,0.8996495,0.46253926,0.81145287,0.9117243,1.2467985,1.3676885,1.2321086,1.3745631,1.381956,0.56826556,0.73997307,1.1043828,1.0084349,0.90947056,0.0,0.61398023,0.8227376,0.8245006,0.81079036,0.52624744,1.3675961,0.5873195,1.3040826,1.268168,1.2696505,1.1465425,0.9334168,0.75215125,0.98188233,1.2122152,0.9499658,1.4626689,0.87858695,0.7183732,1.1412637,0.87363887,1.194151,0.46856123,0.54026043,0.9924846,1.0667745,1.2869965,1.2310735,1.2116874,1.2434831,1.339818,1.3214097,1.111832,1.236979,1.0122948,0.98766875,1.1769221,1.2827151,0.7699201,0.9689973,0.80067134,0.58621025,0.9165956,0.50069785,1.1298355,0.859023,1.1582665,1.1510681,0.86103755,1.3443317,1.0880109,1.1453491,1.1436408,1.3967052,1.3658437,1.144614,0.5185385,0.7612815,1.3257117,0.9279488,1.016381,1.1058108,1.4031433,1.2969122,1.1761633,0.8666311,0.7543726,1.2441359,1.1047777,0.98637635,0.78121114,0.82514113
hand,1.2335596,1.0817364,1.1557992,0.47517276,1.2087253,1.1126215,1.2367767,1.3357918,0.81270814,0.8698776,1.2583407,0.9487823,0.70867777,0.9406588,0.7548181,0.71323943,1.1703848,1.4337373,1.3337411,1.0325073,1.2622558,1.3346155,1.2141073,1.4253991,1.3576252,0.78522164,1.0126815,1.1837937,1.3891065,0.8377099,0.9124927,1.1103492,1.1814318,0.9310254,0.8067456,1.027798,1.1955273,0.98228323,1.4307563,0.89779216,1.0248091,1.0224057,0.91571957,1.0325872,0.58950305,0.9803763,1.3153086,1.0271395,1.0073131,0.78328645,0.4103334,0.93903,1.2778392,1.3700128,1.0810351,1.3389444,1.3128804,0.48591888,0.952017,0.75317746,1.1081885,0.72658294,0.61398023,0.0,1.1363336,0.9962288,0.7324766,0.71964467,1.4020365,0.5874382,1.1485907,1.2157329,1.2813385,1.0509444,1.0051422,0.44506007,1.0118831,1.2289288,0.8912609,1.3246768,0.7837462,0.7911051,1.203303,0.96873987,1.2009254,0.56065893,0.69501287,0.904752,1.0190094,1.1879972,1.2581699,1.1971838,0.9510097,1.2193371,1.3888618,1.1060086,1.1039064,1.0963141,0.9166231,1.1169621,1.2755992,0.90195227,0.93361735,1.0767332,0.6655202,0.81240726,0.7156213,0.9953897,0.5951111,0.9195765,1.1219006,0.9174012,1.1140712,1.2004468,0.8609741,1.035232,1.2616259,1.3018473,1.1838626,0.66629463,0.7673286,1.2906603,0.6690056,0.98951447,0.812742,1.2629715,1.1417618,1.0880537,1.0274763,0.8951043,1.2734063,1.0839832,1.0961732,0.92554307,1.0326991
hat,0.9902414,0.6218287,0.6571293,1.3694301,0.791276,0.8041197,0.7987733,0.92842484,1.4013009,1.392349,0.52106524,1.3581065,1.052077,1.231197,1.2625782,1.3314835,1.0031257,0.6877439,0.8100552,1.1469518,0.78007627,0.85264456,1.0734135,0.67519754,0.79031146,1.0224,1.185662,0.9221558,0.7576736,1.2480862,1.1980807,1.0089886,0.97538596,0.609892,1.2746817,1.0575718,0.7428601,1.3810718,0.6715368,1.2581034,1.12416,0.7643441,1.2810163,1.06762,1.0186967,1.0463029,0.66125125,1.1699252,0.9515674,0.96866065,0.7677424,1.1578863,0.8588443,0.77675784,0.86096776,0.827781,0.9679058,1.089214,0.42856765,0.7298677,1.2461251,0.9853701,0.8227376,1.1363336,0.0,1.1546739,1.2616009,1.1701553,0.81712127,1.2891641,0.8415756,0.95792955,0.9138041,0.93855554,0.99095607,1.1512604,1.2158415,0.7627151,0.60259616,0.7735128,0.5487188,0.98737717,0.71537983,1.2298396,1.0674443,1.229693,1.198982,1.1620153,1.2169076,0.8641237,0.76351535,0.88514066,0.8271245,0.6195284,0.78207755,1.019067,1.1135703,0.6929203,0.76205325,1.0976495,0.814415,1.2883512,1.184154,0.92851067,1.1600643,1.253723,1.1529261,0.9554419,1.1472957,0.9086615,1.0426048,1.3250759,0.6401465,0.62972975,0.97192734,1.0505522,0.69117314,0.8195442,1.0588424,1.2366117,1.4525751,0.7267735,0.5855892,0.8198569,1.2096837,0.8552683,1.0495775,1.1443334,1.1584632,1.1678644,0.90796363,1.0790756,0.46375453,1.1595459,1.1773
horse,1.1083965,1.0441344,1.1828519,0.86553943,1.2153955,1.272968,1.1977546,1.1829982,0.8660072,0.81580925,1.0410947,0.9305056,0.67217433,1.0189307,0.71199584,0.9357085,1.2150265,1.1476302,1.2732977,1.119957,1.1922258,1.1731534,1.1414969,1.064464,1.1987293,0.9259553,1.0128828,1.1157637,1.1148208,0.91464955,1.0875121,0.99991035,1.2039832,1.0779747,0.8686056,1.2284226,1.1076561,0.9862679,1.1949253,0.98733294,1.0372068,1.1585029,0.81128395,1.2240592,0.8595094,0.7662541,1.1624215,0.2754526,1.0122269,0.9913708,1.0744138,1.1167217,1.036492,1.18138,1.0189989,1.1687859,1.1711707,0.997812,1.0570652,0.99315315,0.87267804,1.0748706,0.8245006,0.9962288,1.1546739,0.0,0.96549076,0.63285255,1.0928228,0.72170556,1.1905373,1.2127264,1.1394722,0.96637464,0.94088435,0.86939216,1.0211158,1.189937,1.1062274,1.1554551,1.0178463,0.95449734,1.1980768,0.9444689,1.1336372,0.71298313,0.6488928,1.0055257,1.1928129,1.2074552,0.9808996,0.94077295,1.1240588,1.1008211,1.0689911,1.1526668,1.2700704,1.0943614,1.1742289,1.0256464,1.1145164,0.9520754,0.66430426,0.99467,0.7341081,0.9937603,0.66456115,1.0372891,0.98249555,1.1251954,1.0506235,0.9093052,1.1046984,1.0210392,0.9621974,1.1865568,1.2327588,1.1810771,1.018897,0.7496098,0.9308873,1.1938113,1.0975581,0.9992825,1.1476103,1.0780694,1.2017851,1.2292844,1.0629672,0.840721,1.2060237,1.0323356,1.0965772,0.9138234,0.22157192
