component,explained_variance_ratio,cumulative
101,0.0015797743785168842,0.8356844797927825
102,0.001577422433023456,0.837261902225806
103,0.0015414480419077825,0.8388033502677138
104,0.00153510395613068,0.8403384542238445
105,0.001511854638981305,0.8418503088628257
106,0.0014865698792381065,0.8433368787420639
107,0.001482763431050279,0.8448196421731141
108,0.0014699917287730444,0.8462896339018872
109,0.0014343726787456408,0.8477240065806328
110,0.0014113870371128803,0.8491353936177457
111,0.0013992428711064684,0.8505346364888522
112,0.0013881264521860251,0.8519227629410382
113,0.0013731068032032763,0.8532958697442414
114,0.0013409974327685988,0.85463686717701
115,0.0013298810563757756,0.8559667482333858
116,0.0013147625575154395,0.8572815107909012
117,0.0013060909028494551,0.8585876016937507
118,0.0012987223880379145,0.8598863240817887
119,0.0012834437925353388,0.861169767874324
120,0.0012570342708688182,0.8624268021451929
121,0.001247795416949172,0.863674597562142
122,0.001233705129502554,0.8649083026916446
123,0.0012287281666322682,0.8661370308582769
124,0.0012027942821059355,0.8673398251403828
125,0.001185712712358687,0.8685255378527414
126,0.001169840822285967,0.8696953786750274
127,0.0011690648071999489,0.8708644434822274
128,0.0011546794332643123,0.8720191229154917
129,0.0011523229833987276,0.8731714458988904
130,0.001139004230223526,0.8743104501291139
131,0.0011243500352087013,0.8754348001643226
132,0.0011183783736964236,0.8765531785380191
133,0.0011158214509641852,0.8776689999889833
134,0.0011050782283496595,0.878774078217333
135,0.0010990037021537215,0.8798730819194868
136,0.0010777979217489774,0.8809508798412358
137,0.00106392453868789,0.8820148043799236
138,0.0010517445973125274,0.8830665489772361
139,0.0010422466637041116,0.8841087956409402
140,0.0010320071588350384,0.8851408027997753
141,0.0010226214692454372,0.8861634242690207
142,0.001009477474476548,0.8871729017434973
143,0.0009988617764786084,0.8881717635199758
144,0.0009828620601152643,0.8891546255800911
145,0.0009801499584633567,0.8901347755385545
146,0.0009735765460228471,0.8911083520845773
147,0.0009631038183609639,0.8920714559029382
148,0.0009590329571744745,0.8930304888601127
149,0.0009398891990173939,0.8939703780591302
150,0.0009335345562245872,0.8949039126153547
151,0.0009281547808290434,0.8958320673961838
152,0.0009162812176121939,0.896748348613796
153,0.0009077112216614697,0.8976560598354575
154,0.0008981383952989042,0.8985541982307564
155,0.0008944359538215382,0.899448634184578
156,0.0008881157487841603,0.9003367499333621
157,0.0008757923446081703,0.9012125422779703
158,0.0008718935546586213,0.902084435832629
159,0.0008650256253380484,0.9029494614579671
160,0.0008555412580920928,0.9038050027160591
161,0.0008443153587925023,0.9046493180748516
162,0.0008361156333306601,0.9054854337081822
163,0.0008317619203789559,0.9063171956285612
164,0.0008178475641167453,0.9071350431926779
165,0.0008125724491603614,0.9079476156418382
166,0.0008115171014089106,0.9087591327432472
167,0.0008030211785289443,0.9095621539217761
168,0.00079792452505325,0.9103600784468293
169,0.0007912944219762415,0.9111513728688055
170,0.0007855467546888882,0.9119369196234944
171,0.0007797134849820087,0.9127166331084764
172,0.0007743416944595876,0.913490974802936
173,0.0007636593453945688,0.9142546341483305
174,0.000761178689714961,0.9150158128380455
175,0.0007514975947872885,0.9157673104328328
176,0.0007419323395712378,0.916509242772404
177,0.0007303416351402578,0.9172395844075443
178,0.0007285044654187805,0.9179680888729631
179,0.0007237438689793183,0.9186918327419424
180,0.000713086656537522,0.91940491939848
181,0.00070883592593051,0.9201137553244105
182,0.0007073760523503223,0.9208211313767608
183,0.0006949455959988036,0.9215160769727596
184,0.0006933220203338314,0.9222093989930934
185,0.000692771431277512,0.922902170424371
186,0.0006877857545049471,0.9235899561788758
187,0.0006795302017245586,0.9242694863806004
188,0.0006718190614198595,0.9249413054420202
189,0.0006700275456364377,0.9256113329876566
190,0.0006614512559540434,0.9262727842436107
191,0.0006562053288153095,0.926928989572426
192,0.0006485951272587276,0.9275775846996847
193,0.0006403225309559489,0.9282179072306406
194,0.0006356345615015407,0.9288535417921421
195,0.0006333040161518091,0.9294868458082939
196,0.000629091178385226,0.9301159369866792
197,0.0006238822733210741,0.9307398192600003
198,0.0006188543524823902,0.9313586736124827
199,0.0006073653346858675,0.9319660389471686
200,0.000605146453282188,0.9325711854004507
201,0.0006006097500982557,0.9331717951505489
202,0.0005988490874271646,0.9337706442379761
203,0.0005926697340552517,0.9343633139720313
204,0.0005844463587489869,0.9349477603307803
205,0.0005827897012914442,0.9355305500320718
206,0.0005759853714877585,0.9361065354035595
207,0.0005734005503742506,0.9366799359539337
208,0.0005689646069914336,0.9372489005609251
209,0.0005647332874311864,0.9378136338483564
210,0.0005619071671410363,0.9383755410154974
211,0.0005566019226405517,0.9389321429381379
212,0.0005515575635260888,0.939483700501664
213,0.0005486131515254129,0.9400323136531894
214,0.0005454974640347131,0.9405778111172242
215,0.0005425419750658077,0.9411203530922899
216,0.0005352872584629194,0.9416556403507529
217,0.0005316208014949392,0.9421872611522478
218,0.0005256412479282005,0.942712902400176
219,0.0005244674776047322,0.9432373698777807
220,0.0005189929610312582,0.943756362838812
221,0.0005118596361613118,0.9442682224749733
222,0.0005075211748539027,0.9447757436498272
223,0.0005027023515827378,0.94527844600141
224,0.0004981693740960819,0.9457766153755061
225,0.0004962758610229291,0.946272891236529
226,0.0004933684169779136,0.9467662596535069
227,0.0004902809205251132,0.9472565405740321
228,0.0004820426168654239,0.9477385831908975
229,0.000480141117579967,0.9482187243084775
230,0.0004752254085871933,0.9486939497170648
231,0.0004736916780558725,0.9491676413951207
232,0.00047123330620037576,0.949638874701321
233,0.00046651390763202596,0.950105388608953
