component,explained_variance_ratio,cumulative
1,0.15782585320050774,0.15782585320050774
2,0.067341313969819,0.22516716717032675
3,0.04747027693353448,0.27263744410386126
4,0.032955442198148936,0.3055928863020102
5,0.02807439171526441,0.33366727801727464
6,0.024751059104775187,0.35841833712204985
7,0.02331987704998204,0.3817382141720319
8,0.02167226362895363,0.40341047780098555
9,0.020213603360064447,0.42362408116105
10,0.015258200398461721,0.4388822815595117
11,0.014002285005836975,0.4528845665653487
12,0.013745427898786283,0.466629994464135
13,0.013474536974901362,0.48010453143903636
14,0.012371919626519859,0.4924764510655562
15,0.011758534971406803,0.504234986036963
16,0.011512912283146205,0.5157478983201093
17,0.010473974045623849,0.5262218723657331
18,0.010330528811553405,0.5365524011772865
19,0.009754824015661768,0.5463072251929483
20,0.008696756241290233,0.5550039814342385
21,0.008560605604709002,0.5635645870389474
22,0.008239537504320446,0.5718041245432679
23,0.007867671761833676,0.5796717963051016
24,0.00770374890771341,0.587375545212815
25,0.007267375680375387,0.5946429208931904
26,0.006943519467156799,0.6015864403603471
27,0.006625270745593971,0.6082117111059411
28,0.0064499750375237004,0.6146616861434647
29,0.00630029815298277,0.6209619842964474
30,0.0059044213028783075,0.6268664055993257
31,0.005638166065346445,0.6325045716646721
32,0.005539326204398794,0.6380438978690709
33,0.005528858511364891,0.6435727563804358
34,0.005355787294343676,0.6489285436747795
35,0.005216557463749997,0.6541451011385295
36,0.004965587341393979,0.6591106884799235
37,0.004799951453679468,0.663910639933603
38,0.004678251730198728,0.6685888916638018
39,0.0045844919872339174,0.6731733836510356
40,0.0044512523514622605,0.6776246360024979
41,0.004333129058592355,0.6819577650610903
42,0.004227693305481187,0.6861854583665715
43,0.004179767614428862,0.6903652259810004
44,0.0040431213352660955,0.6944083473162664
45,0.0039020955981847296,0.6983104429144512
46,0.0038522433983403997,0.7021626863127917
47,0.003792559261604241,0.7059552455743959
48,0.003686791760753141,0.7096420373351491
49,0.0035968820539514753,0.7132389193891006
50,0.003556603397625021,0.7167955227867255
51,0.0035462197437028387,0.7203417425304284
52,0.0033931770419771685,0.7237349195724055
53,0.003287370048547419,0.7270222896209529
54,0.003224446988227878,0.7302467366091808
55,0.0031648275584496687,0.7334115641676305
56,0.0031177975946935915,0.7365293617623241
57,0.003030911120007491,0.7395602728823316
58,0.002991641948924615,0.7425519148312563
59,0.0029492681103838437,0.7455011829416401
60,0.0029255872337978226,0.748426770175438
61,0.002863590408641657,0.7512903605840797
62,0.0028228466756532204,0.754113207259733
63,0.0027690559477118715,0.7568822632074448
64,0.002689922046183444,0.7595721852536282
65,0.0026259847013301563,0.7621981699549584
66,0.002600194863681885,0.7647983648186403
67,0.0025727327546809396,0.7673710975733212
68,0.0025180586349481497,0.7698891562082694
69,0.0025046740240761986,0.7723938302323455
70,0.002497531543628469,0.774891361775974
71,0.0024174244941137057,0.7773087862700877
72,0.0023765869838713568,0.779685373253959
73,0.0023389503110507037,0.7820243235650097
74,0.0023271476733353453,0.784351471238345
75,0.0023000989134497845,0.7866515701517948
76,0.00227372999722947,0.7889253001490243
77,0.0021814941997592855,0.7911067943487836
78,0.0021545918447857036,0.7932613861935693
79,0.0021423382756589945,0.7954037244692284
80,0.0020874935435173485,0.7974912180127457
81,0.002072456335135159,0.7995636743478809
82,0.0020303176512545254,0.8015939919991354
83,0.002010102900574487,0.8036040948997099
84,0.001988898201463175,0.805592993101173
85,0.0019756473864361718,0.8075686404876092
86,0.0019434645727425452,0.8095121050603518
87,0.0019098046536733225,0.8114219097140251
88,0.0018756791595918134,0.8132975888736169
89,0.0018486816639707835,0.8151462705375877
90,0.0018201754851823956,0.8169664460227701
91,0.0018034425208041651,0.8187698885435742
92,0.0017902047140682786,0.8205600932576426
93,0.0017636388450061734,0.8223237321026488
94,0.0017463001350054841,0.8240700322376542
95,0.0017132928717885246,0.8257833251094427
96,0.0017006779283109522,0.8274840030377537
97,0.0016930891722075829,0.8291770922099613
98,0.0016707988769805475,0.8308478910869418
99,0.0016374543186427482,0.8324853454055845
100,0.0016193600086811496,0.8341047054142656
