subject_id_1,subject_id_2,correlation_type,real_correlation,null_mean,null_std,null_min,null_max,null_median,n_permutations,n_common_categories,z_score,p_value_approx
00320001,00680001,younger_younger,0.42945645260816157,0.00039040877418471153,0.014823420626519718,-0.032825607462505,0.04602890177131683,-0.001102431542203523,100,88,28.945143752572562,0.0
00320001,00680001,younger_older,0.6194820084855339,-0.0006408936118766253,0.009368886309357016,-0.02502297742847466,0.028915258812327704,-0.001938578921622546,100,149,66.18960621382637,0.0
00320001,00680001,older_younger,0.3812082226631675,0.0029106024862028523,0.017909143328705662,-0.03417740872583561,0.06078838486626477,0.0014865569091353711,100,84,21.123155425212044,0.0
00320001,00680001,older_older,0.5934494385696015,-0.0016262454513802124,0.009222803472382381,-0.021486886130338764,0.033371134905748764,-0.002563929792253443,100,145,64.52221164103848,0.0
00320001,00320002,younger_younger,0.7505734989285762,0.0014183239142389493,0.010231610132145927,-0.017170873872228536,0.0435639631063138,0.0009858063352197876,100,155,73.21967491105389,0.0
00320001,00320002,younger_older,0.6788524482103067,-0.0005338835399664264,0.009266957949275035,-0.0163627610521636,0.029139627725548907,-0.002176032736038897,100,144,73.31276651278489,0.0
00320001,00320002,older_younger,0.6999291958725345,0.00047918162407632845,0.0089622176790744,-0.019178750963534243,0.0379914054948482,-0.0015314491830789683,100,151,78.04430013758224,0.0
00320001,00320002,older_older,0.6371536339506635,-0.0012450307425877151,0.009860038354507645,-0.02015329265886094,0.03564485064700375,-0.0026714497935580363,100,141,64.746062364635,0.0
00320001,00500001,younger_younger,0.7329674903796772,-0.0008161748059716277,0.01012765182752163,-0.017142939047513656,0.048533009683810316,-0.0028561453356181704,100,154,72.45348383188514,0.0
00320001,00500001,younger_older,0.7851135256438283,-0.0009793014872632884,0.008288900170433502,-0.013769947211900842,0.023529066122936287,-0.0022280459700302025,100,158,94.83680602782542,0.0
00320001,00500001,older_younger,0.7211667697629248,0.0016413767841308565,0.011372450862072917,-0.016185627605712172,0.039830244270317325,-0.0008053294547555888,100,150,63.269157666927605,0.0
00320001,00500001,older_older,0.7147564618171961,-0.00020086683818668205,0.009046164474870612,-0.016733169130219622,0.04088507336526209,-0.001101735807731822,100,152,79.03430484135414,0.0
00320001,00400001,younger_younger,0.7641963975088302,-0.00021654563969729823,0.008116873470452122,-0.019502561510449497,0.02881384719025839,-0.00039681293051567734,100,159,94.17578535795138,0.0
00320001,00400001,younger_older,0.7309673966247251,-0.001057219079457992,0.009454865285463361,-0.0187476997324849,0.030842694877671856,-0.0013306842255735004,100,157,77.42306060006462,0.0
00320001,00400001,older_younger,0.7457583333638147,-0.001445577154531458,0.007879880779350276,-0.017671078808050692,0.019043506859313084,-0.00204037579557743,100,153,94.8242647266967,0.0
