subject_id,first_order_spearman,second_order_spearman,difference
00320001,0.7727801874689004,0.8144597544641929,-0.041679566995292516
00680001,0.6053469150721499,0.5510116308484995,0.054335284223650415
00320002,0.6536907795828629,0.7170137729537082,-0.06332299337084524
00500001,0.7262801702987678,0.8006711681018138,-0.07439099780304603
00400001,0.7825647741679592,0.812668897323295,-0.030104123155335727
00430001,0.740287582606475,0.7952280289513094,-0.054940446344834415
00560001,0.733052501311377,0.7928932767656965,-0.05984077545431954
00370001,0.6884099684622784,0.7131965915506866,-0.024786623088408177
00400003,0.7088739056964968,0.7883436918725605,-0.0794697861760637
00510001,0.6875632856858798,0.705955055889289,-0.018391770203409208
00420001,0.7017735375176096,0.7531022084090341,-0.051328670891424455
00510002,0.7916085891280844,0.8369805934773404,-0.045372004349256034
00240001,0.7293186632909924,0.7721182031488926,-0.04279953985790019
00490001,0.6240624030480174,0.6957425208253073,-0.07168011777728989
00320003,0.7504645640431706,0.7767398758999959,-0.0262753118568253
00400002,0.7581563032271951,0.8182773320914469,-0.06012102886425186
00370002,0.8059444186996351,0.812926077550381,-0.006981658850745975
00590001,0.658493936866395,0.643990920577335,0.014503016289060033
