subject_id_1,subject_id_2,comparison_type,n_common_categories,mean_spearman_correlation,std_spearman_correlation
00320001,00680001,younger_younger,88,0.43549026405220465,0.2442153906402375
00320001,00680001,older_older,145,0.5471038722268196,0.25181575734083833
00320001,00680001,younger_older,149,0.585121084464136,0.2386655589502441
00320001,00680001,older_younger,84,0.4006253213128357,0.2526310498314941
00320001,00320002,younger_younger,155,0.706771749552184,0.21587254284138635
00320001,00320002,older_older,141,0.5733978587018163,0.22295559916620214
00320001,00320002,younger_older,144,0.6157899107196436,0.2238307859059693
00320001,00320002,older_younger,151,0.6532831077176597,0.22571957414869936
00320001,00500001,younger_younger,154,0.6970959764318325,0.2274296220962973
00320001,00500001,older_older,152,0.6416615842141177,0.22684596274170704
00320001,00500001,younger_older,158,0.6910348221091877,0.207911842700525
00320001,00500001,older_younger,150,0.6642528690209161,0.21656970169882814
00320001,00400001,younger_younger,159,0.715255297655521,0.22011935339176228
00320001,00400001,older_older,154,0.6746973710080588,0.22072963760649647
00320001,00400001,younger_older,157,0.7210966344137562,0.21597365586472952
00320001,00400001,older_younger,153,0.6708579978054517,0.21942110677251936
00320001,00430001,younger_younger,156,0.6865595436606358,0.2217446765288516
00320001,00430001,older_older,149,0.6478311630375315,0.22574277528377001
00320001,00430001,younger_older,153,0.6761988777667164,0.21466542783766024
00320001,00430001,older_younger,150,0.6670430888290052,0.21812112458862906
00320001,00560001,younger_younger,153,0.6462847496603595,0.2035458482943476
00320001,00560001,older_older,149,0.6580495404958798,0.1924165893953297
00320001,00560001,younger_older,153,0.703006971056736,0.1763311784437428
00320001,00560001,older_younger,147,0.619283873772093,0.19248876572147544
00320001,00370001,younger_younger,154,0.7011833828243648,0.20764476182525204
00320001,00370001,older_older,148,0.5940704343988186,0.2296977802341638
00320001,00370001,younger_older,152,0.6225286469095757,0.22272935175039435
00320001,00370001,older_younger,150,0.6522307081678701,0.20201321885352144
00320001,00400003,younger_younger,152,0.722875996219193,0.18917287348586329
00320001,00400003,older_older,146,0.6050708150286345,0.24163931745243217
00320001,00400003,younger_older,149,0.6271153416832969,0.2330621314042235
00320001,00400003,older_younger,149,0.6714532609267108,0.21691131151042406
00320001,00510001,younger_younger,153,0.6619159366558518,0.22612471877808019
00320001,00510001,older_older,140,0.6329249680075106,0.23911067534670458
00320001,00510001,younger_older,144,0.6695238300105738,0.22026713904911674
00320001,00510001,older_younger,147,0.6346676079808675,0.2256009459490572
00320001,00420001,younger_younger,159,0.6532249808285674,0.22898975843650174
00320001,00420001,older_older,139,0.5623736565387715,0.23794118500111594
00320001,00420001,younger_older,141,0.5855031095521753,0.229255742892066
00320001,00420001,older_younger,154,0.6238699009131082,0.23617829853998193
00320001,00510002,younger_younger,156,0.7001325762558165,0.19317515566977128
00320001,00510002,older_older,153,0.6520394434610342,0.20625284328267898
00320001,00510002,younger_older,155,0.6804388583407729,0.20939249164169407
00320001,00510002,older_younger,153,0.6569968953259585,0.20387927386453997
00320001,00240001,younger_younger,155,0.68460431023513,0.2098131869803493
00320001,00240001,older_older,148,0.616905474915963,0.2281045606468461
00320001,00240001,younger_older,153,0.650277661140257,0.22092930425092208
00320001,00240001,older_younger,151,0.649668627976432,0.21085962076721157
00320001,00490001,younger_younger,148,0.6270149422447838,0.22854170878125044
00320001,00490001,older_older,124,0.6034451489682648,0.21296863891148418
00320001,00490001,younger_older,127,0.6270123255455554,0.21180525354925805
00320001,00490001,older_younger,143,0.5932305684466724,0.2326686495565368
00320001,00320003,younger_younger,154,0.7202579569112953,0.19719903192560218
00320001,00320003,older_older,143,0.6089117482243384,0.24635369352894348
00320001,00320003,younger_older,147,0.6704648032820275,0.229123367638427
00320001,00320003,older_younger,149,0.6628370366507605,0.20730668830552426
