subject_id,age_bin,median_age_threshold,n_categories,mean_distance,std_distance,min_distance,max_distance
00320001,younger,16.0,161,0.9801994317853016,0.2765894016208043,0.014927029609680176,1.6765942573547363
00320001,older,16.0,155,0.9684062141732048,0.26802846348499676,0.030154824256896973,1.6075348854064941
00680001,younger,16.0,88,0.9070060749438184,0.22943206802396748,0.07201820611953735,1.4287450313568115
00680001,older,16.0,151,0.948727186717128,0.2518669406829833,0.07041800022125244,1.556696891784668
00320002,younger,16.0,156,0.9870065606047964,0.27694616204317113,0.0295255184173584,1.6556322574615479
00320002,older,16.0,144,0.9861224404490196,0.2646066058243217,0.078757643699646,1.615403652191162
00500001,younger,16.0,155,0.983022809609166,0.27890743450155964,0.012637019157409668,1.6256656646728516
00500001,older,16.0,160,0.9786582736158743,0.27125002598493847,0.05897855758666992,1.6416109800338745
00400001,younger,16.0,160,0.980874479492195,0.28758337313855964,0.023307442665100098,1.673105239868164
00400001,older,16.0,158,0.9868095089630561,0.277525690209928,0.014630794525146484,1.668522834777832
00430001,younger,16.0,157,0.961729371207709,0.2848674074693302,0.013763725757598877,1.6184587478637695
00430001,older,16.0,153,0.9642140545265103,0.27692617947156867,0.019351720809936523,1.62418532371521
00560001,younger,16.0,154,0.963255754418308,0.2532010939645888,0.05449545383453369,1.6239521503448486
00560001,older,16.0,154,0.9726239220200109,0.2732997294042827,0.04640638828277588,1.6229605674743652
00370001,younger,16.0,155,0.9620818378277798,0.2733317985976669,0.023890793323516846,1.6261210441589355
00370001,older,16.0,153,0.9692023618293901,0.25652232280253856,0.030737996101379395,1.6237783432006836
00400003,younger,16.0,152,0.9674289675837078,0.2835790562916849,0.012745678424835205,1.6341521739959717
00400003,older,16.0,149,0.9683466407233684,0.2738364993995451,0.07248914241790771,1.654057502746582
00510001,younger,16.0,153,0.9777442519874268,0.2761752849738925,0.0512692928314209,1.661906123161316
00510001,older,16.0,144,0.9881124081906437,0.25674204070286877,0.04237854480743408,1.6616624593734741
00420001,younger,16.0,160,0.9505041399830952,0.2821271911325428,0.04085046052932739,1.656117558479309
00420001,older,16.0,142,0.9577892341918355,0.26293995993037433,0.04435145854949951,1.5650275945663452
00510002,younger,16.0,157,0.9768062799986422,0.270793732285687,0.06022810935974121,1.6414940357208252
00510002,older,16.0,156,0.9632020304365271,0.2666580627499122,0.022784829139709473,1.639322280883789
00240001,younger,16.0,155,0.972819259665387,0.28639338667534064,0.06516009569168091,1.680202603340149
00240001,older,16.0,153,0.9606054860364419,0.267874151592322,0.04214441776275635,1.6260263919830322
00490001,younger,16.0,149,0.9785459048414782,0.26414832337139754,0.06930714845657349,1.6600112915039062
00490001,older,16.0,128,0.9765717162299552,0.27822198745562354,0.055809974670410156,1.5967899560928345
00320003,younger,16.0,155,0.9829038646888535,0.27070588039522225,0.022935986518859863,1.651186466217041
00320003,older,16.0,148,0.9758983629519614,0.2647202855615452,0.02219212055206299,1.6415047645568848
00400002,younger,16.0,159,0.9891739910215965,0.2708393864568301,0.03491020202636719,1.6333694458007812
00400002,older,16.0,156,0.9738491053480525,0.2800736950031699,0.05160820484161377,1.6835317611694336
00370002,younger,16.0,160,0.980752123449929,0.27829005489508857,0.020597100257873535,1.649948000907898
00370002,older,16.0,157,0.9807391513737952,0.25987042716604986,0.031487107276916504,1.6424858570098877
00590001,younger,16.0,139,0.9478531846854018,0.24635705279592493,0.07471358776092529,1.5849231481552124
00590001,older,16.0,147,0.9555657329594192,0.24624429853478363,0.02545464038848877,1.5788630247116089
