,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,bench,bib,bird,blanket,book,bottle,bowl,box,bread,bucket,can,car,cat,chair,clock,closet,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,egg,elephant,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,meat,milk,mitten,mouth,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pillow,plant,plate,pony,purse,radio,refrigerator,rooster,scissors,shirt,shoe,shorts,sink,slide,slipper,soap,sock,soup,spoon,sweater,table,tape,toe,toothbrush,towel,toy,tray,vacuum,watch,window
slide,1.1429365,1.2853808,1.2568026,0.9354249,1.2532806,1.0466058,0.7160251,0.82567704,0.55774844,0.4274584,0.78347266,0.5969465,1.068553,0.5938074,0.7509604,1.292685,0.8809771,0.5960872,1.1820451,0.7488998,1.1619247,1.2548922,0.9333993,0.9706328,1.3489033,0.88276076,0.59939134,0.95947164,1.3773552,0.76649785,1.3113997,0.9322189,1.0670775,0.98846346,1.0785522,1.156865,1.0797368,1.2212645,1.1538264,0.97106683,1.2780544,0.9812963,1.3846312,0.9171259,1.3439925,1.0503048,0.9569348,1.0140543,0.9126791,0.99487793,1.3654675,1.1801021,1.0317749,1.2857473,1.0467186,0.8757403,0.8028138,1.2610308,0.8146477,0.9417189,0.9041656,1.1279137,1.3176802,0.7942747,1.3353841,1.1426948,0.9384614,1.1687901,0.77214974,0.9593419,0.77316034,1.2541633,1.2993271,1.005096,1.2933826,1.0588363,0.8650779,1.2480626,0.73580176,0.9838531,0.85217357,1.2234612,0.9993429,0.9771352,0.9416218,0.8877916,0.8700576,0.0,1.4022043,1.1680071,0.97826827,0.8707013,1.2443569,0.79187214,0.6395698,1.1679226,1.343078,1.1047702,0.6442599,1.1437966,0.69088185,1.2626445,1.2931547,1.0429054
slipper,0.96488243,0.24675095,0.38770604,1.1646991,0.6533638,1.0463626,1.2688305,1.2081542,1.5349834,1.4908416,1.4091564,1.2748345,0.97965777,1.4169778,1.3928404,0.5859687,1.242889,1.2509627,0.9122278,1.1964844,0.61162657,0.7368931,1.337821,1.1814063,0.3390444,1.2351942,1.397624,1.111895,0.36273688,1.4697683,0.484002,1.3772483,0.94859385,1.2358499,1.1326522,0.8697244,0.9524023,0.33441842,0.8293942,1.2886292,0.27566642,1.2508981,0.75382185,1.2505596,0.44376075,0.8993854,1.0596772,1.100812,1.2555447,1.0047767,0.6269749,0.9200187,0.92043805,0.5163952,0.82100165,0.9257796,1.3012841,0.8742113,1.2137622,1.2626872,1.0800893,0.6308199,0.21231961,1.1422852,0.4169519,0.7060821,1.2768581,0.8957619,1.4056479,1.0125567,1.3739985,0.56690466,0.45668018,1.1114832,0.5618169,1.1371195,1.0767108,0.5695895,1.2804061,1.2458041,1.3943958,0.76584405,1.2336441,1.1912996,1.2161465,1.0218084,1.2670372,1.4022043,0.0,0.68572634,0.67749685,1.3591912,0.7514741,1.3185194,1.5225276,0.79639614,0.21520066,0.9113938,1.3504187,0.93117154,1.5549136,0.82958865,0.48784697,1.2390299
soap,0.9123639,0.88990295,0.77207637,1.3097574,0.6093582,0.96611047,1.0913528,1.0650393,1.3254766,1.3261156,1.2557878,1.3656176,1.0907273,1.3991096,1.1953355,0.38226002,0.78756523,0.97661966,0.83306116,0.9456498,0.6296308,0.6536014,1.2421802,0.8468015,0.6745367,1.1723585,1.2879653,1.1212219,0.5901339,1.2572107,0.3989331,1.2532078,1.0511214,1.122644,1.0796772,0.8989029,1.079688,1.0093263,0.9556158,0.93662924,0.8285886,0.9737231,0.7743145,1.0367877,0.87608767,0.97439796,1.0447423,1.2381681,1.0005983,1.2909489,0.75934327,0.7386465,1.1433381,0.62312025,1.0806762,1.2726865,1.3089172,0.7714392,1.1589718,0.91104203,1.2226284,1.1093631,0.78049207,1.1582617,0.7120982,0.94064665,1.1087723,0.7864592,1.3563132,1.193404,1.2005184,0.70505816,0.65284944,1.123609,0.8293617,0.8557229,0.96516883,0.813408,1.2177454,0.92442876,1.1792618,0.86917484,1.0766834,1.2554601,1.2625426,1.1693034,0.98936725,1.1680071,0.68572634,0.0,0.80779296,1.0946056,0.70619804,1.3080959,1.2905645,0.73971534,0.7517301,0.94173455,1.255081,0.7749758,1.1448611,0.8645751,0.7260034,1.1541076
sock,0.81166506,0.7155386,0.92348003,1.157929,1.0123268,0.9834967,0.7460704,1.0511224,1.2710547,1.2110472,1.1414094,1.1669394,0.95612925,1.1994928,1.1241184,0.8737852,1.1256208,0.9449309,1.0000079,1.0017983,0.66284156,0.80093837,1.226173,0.93862975,0.89320505,1.1073754,1.1656927,0.9980308,0.7917571,1.1834984,0.8589068,1.2365685,1.069905,1.0914769,0.9523599,0.8921936,1.077694,0.77285236,0.9696986,0.9387809,0.6417074,0.9261572,0.90884423,0.967797,0.9493019,0.99770635,0.9668408,1.2165611,1.167583,1.0478967,0.9941476,0.9850936,1.0086973,0.9216027,0.9868845,0.8925756,1.169435,0.92888105,1.1332625,0.9709389,1.0896304,0.91957986,0.86066216,0.89841986,0.7646491,0.8265028,1.0825455,0.8854901,1.2843013,1.0145496,0.9955106,0.8918538,0.85900575,0.97841907,0.825953,0.94137084,1.125852,0.9756312,0.99954605,1.0350486,1.1144962,1.0889261,1.1023405,1.1862998,1.140541,0.9895525,1.1331029,0.97826827,0.67749685,0.80779296,0.0,1.1470841,0.91771036,1.2976255,1.1811461,0.9683418,0.78419995,1.0332036,0.8798218,1.091936,1.1362394,0.87863433,0.95447224,1.0874051
soup,1.0434432,1.2127478,1.2825925,0.9295488,1.2018511,0.8977841,0.8800017,1.0818988,0.7724826,0.97092074,0.94682646,1.0014502,1.0932567,0.86150527,0.8627323,1.2380197,0.61001885,1.0053556,0.53014797,0.9766531,1.2562468,1.2109082,0.90290874,1.227346,1.235558,1.0470774,1.0269969,0.74623394,1.3019805,0.961158,1.2069209,0.8917718,1.0685146,1.0454996,1.0611554,1.0854373,1.1188468,1.1956036,1.0954572,0.8921789,1.2244997,0.64369285,1.1625873,0.8968902,1.2122892,1.1458062,1.002023,0.9697833,0.5852851,0.9074837,1.2655389,1.1071663,1.129284,1.2061007,1.1083608,1.0036839,0.9341869,1.1614505,0.7528917,1.0401355,0.90346515,1.0864245,1.3259284,0.99934864,1.2896492,1.0840294,0.91132724,1.0571967,0.89843637,1.1194919,0.77319956,1.272959,1.2781163,0.9199498,1.3009907,1.0133148,0.8965659,1.1756566,1.1012839,0.88864464,0.8567204,1.1916431,0.83287835,0.9735743,0.9452561,1.0933868,0.7197627,0.8707013,1.3591912,1.0946056,1.1470841,0.0,0.7031821,0.98995936,0.82940555,1.1193181,1.2863582,1.0665058,0.91091937,1.2014903,0.6750351,1.2306337,1.1954428,1.0104942
spoon,0.7988588,0.89735377,0.8657374,1.3318021,0.65656185,0.8597264,0.92229176,1.1486083,1.2949014,1.4431169,1.365751,1.3635863,0.886737,1.4391036,1.2728759,0.5546151,0.7215314,1.1867303,0.579787,1.0982431,0.777974,0.89511925,1.2181464,1.1453487,0.6605891,1.1242411,1.4850955,0.912349,0.5778054,1.3627722,0.65360916,1.1986302,1.0252844,1.1749094,0.9122329,0.90092576,1.1098278,0.96762455,1.1149961,0.9575277,0.9051393,0.7037071,0.68172646,0.99717754,0.8300593,1.0436063,1.1676371,1.1687644,0.89985406,1.1628671,0.85032535,0.89727944,1.2013943,0.70667917,1.211893,1.0391215,1.3533171,0.34319568,1.1631027,0.9401562,1.2580012,1.094274,0.7869989,1.0431075,0.51870203,0.9231149,1.2144163,0.7339755,1.4407372,1.3138065,1.1183449,0.5919912,0.5327914,1.0376345,1.0396657,0.93424517,0.85652614,0.809986,1.3283794,0.99603426,1.2246813,0.8739265,0.8120157,1.3284014,1.3450255,1.3406469,0.83094907,1.2443569,0.7514741,0.70619804,0.91771036,0.7031821,0.0,1.431028,1.400914,0.6852484,0.71848214,0.90823805,1.3171667,0.91068995,1.1214828,0.7894223,0.7354876,1.1977565
sweater,1.270368,1.1380424,1.243595,0.63280225,1.3146489,1.1062286,1.1019384,0.89920473,0.61455643,0.49983853,0.74264836,0.5535011,1.1300415,0.61377233,0.68808675,1.4765787,1.1897987,0.96534634,1.2500246,1.2003688,1.3806295,1.2465363,0.8726232,1.0608021,1.3081619,0.788184,0.49510926,0.9650576,1.3746783,0.7455018,1.4129114,0.8816727,0.9520741,0.74006855,1.1826334,1.1874871,0.9059427,0.99476063,0.975709,1.1745534,1.1744529,1.2029588,1.3638666,1.0622876,1.2279987,1.1859208,0.9963006,0.66485715,0.9189291,0.78005064,1.1939424,1.2261274,0.86537623,1.40768,0.66966283,0.9170648,0.6897037,1.3388616,0.8995514,1.1520455,0.9005616,1.029,1.2401323,1.09938,1.4732394,1.0571991,0.7148025,1.3135648,0.49325836,0.5166289,0.9544788,1.2504089,1.3054845,1.0285001,1.2353344,1.2042931,1.0752466,1.1872336,0.722656,1.1516533,0.7552781,1.2193561,1.0558928,0.42117107,0.81542164,0.6881593,0.9785594,0.79187214,1.3185194,1.3080959,1.2976255,0.98995936,1.431028,0.0,0.48445475,1.3802387,1.3031027,1.0895711,0.89397335,1.1289406,0.85563755,1.1620929,1.2577178,0.8008421
table,1.089379,1.3665286,1.3994957,0.75824547,1.4165883,1.0836786,1.0049922,0.8576026,0.41440856,0.43840766,0.47710752,0.6891943,1.1247393,0.5804664,0.64384913,1.5274415,0.9839676,0.7326957,1.2405503,0.8937373,1.2119098,1.3303087,0.67618626,0.80248415,1.4915888,0.71423686,0.36167657,0.87311876,1.5083086,0.51866245,1.4781053,0.6767174,0.9947473,0.6928195,1.000103,1.2347398,1.0356591,1.3046327,0.97542226,0.9403108,1.3167424,1.1112989,1.3926488,1.016799,1.4688604,1.2348845,0.929169,0.9311308,0.90644217,0.912005,1.4276373,1.2137473,0.96663696,1.4343882,0.9370411,0.9465734,0.4987654,1.3496094,0.8962661,1.0742288,0.83007777,1.1577681,1.4832586,0.9903779,1.5645199,1.2560124,0.63164914,1.3156986,0.5616299,0.7341739,0.7565379,1.3472152,1.4149234,0.986689,1.323906,0.97084695,1.0190189,1.3829751,0.7409495,1.0167499,0.58977675,1.2758161,1.0047069,0.70579743,0.6872168,0.8783972,0.770887,0.6395698,1.5225276,1.2905645,1.1811461,0.82940555,1.400914,0.48445475,0.0,1.3174207,1.4956012,1.1995056,0.7289395,1.1497257,0.6492741,1.2290239,1.3908406,0.74371207
tape,0.89620066,0.99710846,0.6490395,1.3447412,0.49262857,0.8449495,0.9956571,1.0686107,1.1573846,1.2519829,1.1644975,1.274962,0.9528732,1.2718005,1.129633,0.6069656,0.70789987,1.0781869,0.8876585,0.6194322,0.82176,0.71407974,1.1731875,0.9741677,0.7233951,1.2164192,1.3666266,1.1145796,0.6405032,1.2823288,0.5964757,1.1553401,0.96609944,1.2696277,0.9199642,0.8204816,1.0404943,1.093682,1.0904269,1.0230498,1.0095648,0.9148321,0.6508525,1.16155,0.9184736,0.75585705,0.85649836,1.276206,1.1776712,1.2478876,0.88041794,0.75373447,1.2149037,0.6846868,1.2504864,1.0935423,1.3499333,0.6633204,1.214421,0.643345,1.1134697,1.0815673,0.7462146,0.8785244,0.70750195,0.990765,1.323669,0.7560992,1.3804255,1.4113716,1.0191997,0.79831505,0.7850341,1.088691,0.86780125,1.0583814,0.750134,0.8956148,1.2318743,0.7629347,1.2995507,0.78900266,0.86801505,1.3793676,1.1648787,1.3614573,0.8970835,1.1679226,0.79639614,0.73971534,0.9683418,1.1193181,0.6852484,1.3802387,1.3174207,0.0,0.776592,0.80786777,1.1716294,0.56491995,1.0231231,0.9785063,0.6833994,1.294627
toe,0.99168783,0.35891056,0.48351258,1.160291,0.5922482,0.9096788,1.0945148,1.2579975,1.5073408,1.5022998,1.4511071,1.2784507,0.994772,1.3937764,1.3828933,0.6503275,1.1074196,1.2860909,0.7451815,1.2022899,0.79303515,0.8612094,1.1915758,1.2747813,0.4584251,1.2729396,1.4147844,0.932712,0.5589613,1.4837191,0.596246,1.2161961,0.8691367,1.3043842,1.1552607,0.66003907,1.0740106,0.337519,1.0586936,1.2482585,0.26908416,1.2191833,0.7370144,1.1582116,0.48563516,0.78307474,1.038076,1.1035699,1.1912327,0.8500451,0.5993393,0.9466569,1.0746905,0.6208822,0.8811097,0.9887759,1.3691494,0.87088406,1.169176,1.1609025,1.1907551,0.7113285,0.25331306,0.933574,0.44435322,0.5293705,1.3684782,0.84869456,1.40752,1.1405241,1.1811208,0.73563474,0.5980377,1.1282899,0.62599355,1.166428,0.97323835,0.55461925,1.3978931,1.2235447,1.4598293,0.64224875,1.177145,1.2283062,1.2812786,1.0767059,1.1712841,1.343078,0.21520066,0.7517301,0.78419995,1.2863582,0.71848214,1.3031027,1.4956012,0.776592,0.0,0.9334399,1.2389195,0.91879374,1.4675162,0.87604594,0.5943258,1.2817975
toothbrush,1.061643,0.91484773,0.9511095,1.0984492,1.0197728,1.1315418,1.0384239,1.0674047,1.0623549,1.0222037,1.0162027,1.1550041,1.0528805,1.1147217,1.154881,0.81375545,1.0724758,1.05062,0.9791514,1.0153702,0.9623897,0.98900896,1.1115137,0.93104607,0.927567,1.0160135,1.1245714,0.9876226,0.9172522,1.1333674,0.89659667,1.1167417,1.0492914,1.0133606,1.0511119,1.03543,0.9046014,0.9030143,0.99270076,1.0988883,0.9857611,1.006432,0.9458217,0.9332091,0.8036847,0.859859,1.0046979,1.0046936,1.0597243,0.96688277,0.9138992,0.9548254,1.0566552,0.9325383,0.93864036,0.8054149,1.0679151,0.90963495,1.1825086,0.9451875,1.199271,0.9645214,0.91524196,0.95695585,0.8966008,0.9769373,1.0055934,0.8800716,1.1923894,0.99655914,1.0551769,0.9712804,0.9255206,0.71512187,0.9390626,1.0872195,1.0930805,0.93000823,0.99685836,1.0082264,1.0332563,0.88465333,1.0238558,1.0063736,1.1511118,1.0873578,1.0474491,1.1047702,0.9113938,0.94173455,1.0332036,1.0665058,0.90823805,1.0895711,1.1995056,0.80786777,0.9334399,0.0,1.1251165,1.0845231,1.210221,0.8115567,0.9785048,1.0456923
towel,0.9553375,1.2810879,1.2885445,0.9303936,1.346426,1.0699966,0.7285988,0.8222302,0.7909181,0.7100087,0.8476198,0.82158244,0.9931113,0.4258861,0.94650906,1.3304272,0.9175033,0.9351856,1.0603042,0.7362756,1.1086556,1.1266053,0.98276377,0.94809526,1.3610198,1.114889,0.6903833,0.9072565,1.3410101,0.8548034,1.3256462,0.9542742,0.99528736,1.0857116,0.99465996,1.011492,1.0398817,1.2306406,0.9647848,0.919182,1.067214,0.9377056,1.200733,0.93138254,1.339389,0.84383416,0.8543491,1.1270857,1.029502,0.98770106,1.2699332,1.0975554,0.8848625,1.2535717,1.1395595,0.9599912,0.946304,1.3026803,0.62792337,0.9659301,0.6803864,1.160046,1.3559949,0.2165612,1.3208737,1.0825621,1.0342939,1.0074584,0.6750374,0.98308975,0.7245707,1.2693471,1.3669196,1.0186734,0.87903166,1.039091,0.6854639,1.3149707,0.7197447,1.0188159,1.0133034,1.2390845,1.0118612,1.010174,0.64670175,0.82338977,0.9714611,0.6442599,1.3504187,1.255081,0.8798218,0.91091937,1.3171667,0.89397335,0.7289395,1.1716294,1.2389195,1.1251165,0.0,1.1270231,0.59540576,1.126311,1.2339499,1.0310016
toy,0.93725854,1.1194379,0.6440353,1.3229835,0.4376924,0.8220486,0.8520947,0.897773,1.3147384,1.1432438,1.1294503,1.0144799,0.92913496,1.1454148,0.80955225,0.6149285,0.9366078,0.9147335,0.9767481,0.7343198,0.9576535,0.6883906,1.0458887,1.0285308,0.76137775,1.2850623,1.2426512,1.2707996,0.7025122,1.154676,0.6793307,1.0317687,0.4999014,1.3392646,1.0262291,0.7894273,1.1483083,1.2182477,1.0274069,0.90657437,1.1550689,1.039621,0.58360964,1.0722067,0.9701746,0.8158628,0.6209524,1.2190753,1.1644019,1.2323744,0.8781024,0.77564716,1.1685271,0.7417647,1.3182397,1.2743673,1.2788856,0.8160542,1.1316648,0.83704185,0.9305673,1.1372832,0.8621262,0.94417864,0.8407481,0.9747902,1.3989444,0.918784,1.1157808,1.4156386,1.0705922,0.7170477,0.726398,1.2134967,1.0006794,0.9313212,0.82576805,0.85567707,1.1197377,0.90131456,1.369249,0.6955337,0.62807167,1.3063928,0.8504981,1.3642172,1.1781458,1.1437966,0.93117154,0.7749758,1.091936,1.2014903,0.91068995,1.1289406,1.1497257,0.56491995,0.91879374,1.0845231,1.1270231,0.0,1.0579257,1.0641837,0.7208718,1.2454386
tray,1.0337623,1.4790964,1.4348425,0.8889231,1.2383621,1.0172727,0.91193014,0.7915803,0.5250226,0.6070438,0.5486628,0.91288793,1.0792398,0.5549797,0.75811857,1.2833198,0.6544125,0.8239917,1.0106308,0.7486632,1.2324193,1.2190979,0.9397852,0.83120954,1.4493322,0.87260085,0.7030511,0.98178,1.3305591,0.6336681,1.3294616,0.9022471,1.1830562,0.96664953,0.79954475,1.1324911,1.0525666,1.4650347,1.0921386,0.83922076,1.3964839,0.68612427,1.2126222,1.0075722,1.4378688,1.0913587,0.9996902,1.106993,0.84745985,1.0894728,1.3062055,1.0557134,1.1443176,1.3694122,1.2215041,1.0205637,0.81379104,1.0755132,0.7178019,0.73969793,0.87298626,1.3234367,1.4867659,0.7286742,1.3624725,1.2599568,0.8514738,0.9188013,0.7232549,1.1219114,0.69036055,1.2316799,1.3702203,1.0749671,1.2003164,0.9999191,0.74855053,1.3634298,0.8374426,0.7524544,0.76149887,1.2978019,0.8462823,1.0608813,0.81633544,0.9508001,0.7582023,0.69088185,1.5549136,1.1448611,1.1362394,0.6750351,1.1214828,0.85563755,0.6492741,1.0231231,1.4675162,1.210221,0.59540576,1.0579257,0.0,1.2189687,1.2929786,1.0114439
vacuum,0.992685,0.93307734,1.0370406,1.0354321,1.0007693,1.1504583,1.1263965,1.0351332,1.2738372,1.207108,0.9704149,1.2531474,0.9251716,1.2920772,1.374022,0.7258504,1.2627711,1.107836,1.0901337,1.1427772,0.5389809,0.96282464,1.141423,0.53047836,0.8808651,0.90555024,1.074683,1.1887718,0.8550234,0.9060966,0.8011574,1.1429297,1.0694724,0.7493074,0.9440853,1.0218053,0.9514081,0.9934021,1.0327877,1.0584942,0.83019114,0.9928747,0.9442038,0.93980247,0.8757639,0.9194139,1.2973225,1.0818504,1.1780875,1.0750052,0.7220437,0.9620099,0.9043425,0.8999915,0.8495809,0.94991356,0.9809341,0.6502327,1.1808685,1.0068393,1.2014036,1.1172177,0.978579,1.073436,0.69103956,1.0298129,0.79491556,1.0010343,1.1049415,0.82905495,1.2468126,0.82267225,0.7424731,0.9669235,0.71092844,0.88165534,1.25336,0.79038274,0.8372482,1.0293201,0.854157,0.88337725,1.1118362,0.986269,1.1955503,0.9416203,1.1750817,1.2626445,0.82958865,0.8645751,0.87863433,1.2306337,0.7894223,1.1620929,1.2290239,0.9785063,0.87604594,0.8115567,1.126311,1.0641837,1.2189687,0.0,0.89311856,0.83824605
watch,1.0407199,0.77280456,0.57011604,1.2957857,0.5597507,1.0705749,1.1326787,1.1448752,1.3994594,1.3368793,1.3622736,1.3078167,1.0258956,1.2948738,1.2372653,0.36286092,0.97207415,1.1506195,0.9161188,1.0217505,0.7259287,0.6976279,1.1818677,1.0277783,0.22219133,1.198406,1.323115,1.1488254,0.330989,1.3428607,0.2782749,1.1885729,0.9662567,1.197314,1.1018432,0.86149436,0.95375377,0.89713275,1.0664767,1.0099019,0.92054766,1.1145691,0.71526325,1.2338053,0.6625626,0.91080093,1.06222,1.1953545,1.2101113,1.2761002,0.7040876,0.8287333,1.0618882,0.37596476,1.1362861,1.1866052,1.2781066,0.78880066,1.1559638,0.9656607,1.2335516,1.0685446,0.49475425,1.0290226,0.62657213,0.8980455,1.2811091,0.80281645,1.337868,1.2247134,1.2567161,0.6150104,0.64495015,1.1946738,0.7452991,0.93794495,0.81870186,0.58781433,1.3386544,1.0266258,1.3221966,0.66348094,1.054935,1.2508707,1.2353823,1.2749174,1.1728489,1.2931547,0.48784697,0.7260034,0.95447224,1.1954428,0.7354876,1.2577178,1.3908406,0.6833994,0.5943258,0.9785048,1.2339499,0.7208718,1.2929786,0.89311856,0.0,1.2102175
window,1.0850313,1.1516222,1.2869639,0.81093216,1.2807087,1.0919846,1.1787622,1.0554936,0.7710054,0.8671262,0.7902659,0.9746467,1.07486,0.95247597,0.93160415,1.2560773,1.1177325,0.9487765,1.1855499,1.217005,1.0407379,1.0689142,0.9271308,0.7038024,1.1870295,0.61521286,0.7236606,1.0061277,1.274828,0.65723854,1.2060966,0.94459945,1.0744877,0.28988838,0.8332905,1.2182717,0.90560174,1.1256669,0.91171587,1.000601,1.1300368,1.0735607,1.2183714,0.9575572,1.0908141,1.2416391,1.1597632,0.85363466,0.95584,0.91452175,1.1116873,1.086941,0.95444113,1.1994052,0.8655592,1.0264516,0.6633204,1.0315754,1.01404,1.0349443,1.0829846,1.0717651,1.2658949,1.1767493,1.2257763,1.1853259,0.4882809,1.2209194,0.85639054,0.719203,1.0208391,1.2302561,1.2279723,0.892008,1.0814064,0.89899576,1.1769105,1.1303279,0.9065693,1.0453078,0.4889775,1.1705358,1.1263219,0.7625688,1.0407883,0.83525264,0.89193404,1.0429054,1.2390299,1.1541076,1.0874051,1.0104942,1.1977565,0.8008421,0.74371207,1.294627,1.2817975,1.0456923,1.0310016,1.2454386,1.0114439,0.83824605,1.2102175,0.0
