component,explained_variance_ratio,cumulative
1,0.08153756042455639,0.08153756042455639
2,0.039626902890382384,0.12116446331493877
3,0.0318535158242971,0.15301797913923587
4,0.02057574341577817,0.17359372255501404
5,0.0201585536369362,0.19375227619195023
6,0.01862372061060129,0.21237599680255154
7,0.017553279614062577,0.22992927641661412
8,0.017034559920159884,0.246963836336774
9,0.014469308171927372,0.26143314450870137
10,0.013764452031224691,0.27519759653992604
11,0.01239252040538701,0.28759011694531306
12,0.011415577878466204,0.29900569482377926
13,0.011148724607031476,0.31015441943081073
14,0.010070341186126758,0.3202247606169375
15,0.009587943251777146,0.32981270386871464
16,0.008249990044836298,0.3380626939135509
17,0.008107329387457155,0.3461700233010081
18,0.00781724878028497,0.35398727208129305
19,0.007678152714142224,0.3616654247954353
20,0.0073205664154511975,0.3689859912108865
21,0.007075545705301064,0.37606153691618754
22,0.006820955979077635,0.38288249289526516
23,0.006513954522124271,0.38939644741738944
24,0.00624735377472357,0.395643801192113
25,0.00611888600908732,0.40176268720120034
26,0.005879196031840304,0.4076418832330406
27,0.0056985794516160836,0.4133404626846567
28,0.005476398657610293,0.418816861342267
29,0.005367094603122911,0.4241839559453899
30,0.005358378142886921,0.4295423340882768
31,0.00519301451230068,0.4347353486005775
32,0.005144005493131564,0.43987935409370904
33,0.004891613907591329,0.4447709680013004
34,0.004884132303271834,0.44965510030457223
35,0.004783719667196541,0.45443881997176877
36,0.0046547281153515386,0.45909354808712033
37,0.004532811290903501,0.4636263593780238
38,0.004422020138496672,0.4680483795165205
39,0.004295133229761097,0.4723435127462816
40,0.004234915569256533,0.47657842831553815
41,0.004134143433174731,0.4807125717487129
42,0.004087659659075685,0.4848002314077886
43,0.003966183318153538,0.4887664147259421
44,0.003952509933941858,0.492718924659884
45,0.0039023612782520586,0.49662128593813604
46,0.0037955067183738102,0.5004167926565098
47,0.003701940010757531,0.5041187326672674
48,0.0036954310544170268,0.5078141637216844
49,0.0036118854202031943,0.5114260491418876
50,0.0035291603290136912,0.5149552094709013
