,zebra,giraffe,deer,pony,horse,pig,rooster,penguin,bird,duck,fish,butterfly,frog,alligator,owl,elephant,bear,cat,dog,face,hair,arm,hand,leg,foot,ankle,finger,toe,tooth,ear,nose,eye,mouth,stroller,motorcycle,tricycle,truck,car,lamp,chair,bench,drawer,ladder,window,door,closet,shower,refrigerator,oven,crib,bed,couch,table,bathtub,sink,boat,slide,hose,sprinkler,swing,grass,tree,snow,helicopter,firetruck,clock,ball,balloon,pumpkin,egg,orange,apple,potato,strawberry,hat,slipper,watch,nail,raisin,glasses,necklace,carrot,vacuum,broom,mop,stick,shovel,scissors,spoon,fork,knife,pencil,pen,crayon,plant,flower,soap,bottle,cup,can,belt,radio,basket,milk,jar,bucket,tape,bowl,plate,corn,pickle,banana,melon,bread,cookie,toast,cracker,sandwich,chips,pizza,hamburger,muffin,pastry,meat,pasta,sauce,soup,applesauce,glass,coffee,dish,tray,box,book,paper,rock,comb,toothbrush,gum,toy,doll,mitten,glove,sock,shoe,purse,pillow,towel,napkin,blanket,dress,pajamas,bib,scarf,coat,jacket,sweater,shirt,jeans,pants,shorts,cloud,game
zebra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
giraffe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
horse,,,,,0.0,,0.8693121075630188,1.0946216583251953,,,0.9861053228378296,1.2883687019348145,0.9427542686462402,0.5623974204063416,0.8495268821716309,0.48915255069732666,,0.4040827751159668,0.51366126537323,0.35005056858062744,0.3470481038093567,0.42392802238464355,0.6782693266868591,,0.9734882116317749,1.1435167789459229,0.9527816772460938,1.0863217115402222,1.2615619897842407,0.7757614850997925,1.087352991104126,,0.6822782754898071,0.8173179626464844,0.4186997413635254,,,1.1939609050750732,1.2217037677764893,1.045351505279541,0.722266674041748,1.1609896421432495,0.8522313833236694,0.7349379062652588,0.8163530826568604,0.8200168013572693,0.7930170297622681,0.8733609914779663,1.1075806617736816,0.7450981736183167,0.5669779777526855,0.6425156593322754,0.6313842535018921,0.6867497563362122,0.9303328394889832,0.7502368688583374,0.8155725002288818,0.9485963582992554,0.5916853547096252,,1.221329927444458,0.7517844438552856,0.7705210447311401,,,1.3853943347930908,1.2459062337875366,1.2690366506576538,1.3015012741088867,1.2843372821807861,1.3411056995391846,1.3375028371810913,,1.356961965560913,0.9732270240783691,1.4287382364273071,1.274378776550293,1.2961782217025757,1.264937400817871,0.6068178415298462,1.167155385017395,0.9200738072395325,0.744634747505188,0.8874701261520386,,1.298867106437683,1.0808377265930176,0.8933840990066528,1.356194019317627,1.3504046201705933,1.3046337366104126,1.342287540435791,1.368234395980835,1.4690971374511719,1.1173102855682373,1.1234997510910034,1.3380088806152344,1.3561725616455078,1.4382838010787964,1.403554916381836,1.426061749458313,1.3263624906539917,1.242108702659607,1.1075559854507446,1.214516282081604,1.3915902376174927,1.4871962070465088,1.3935866355895996,1.3932907581329346,1.160355567932129,0.6764047145843506,1.1687785387039185,1.0286107063293457,0.9899154305458069,1.0729378461837769,,0.8629152774810791,0.8580882549285889,1.1780790090560913,0.8775107860565186,0.82923424243927,0.9297564625740051,0.7280926704406738,0.7773869037628174,1.0643388032913208,,1.0014939308166504,0.766912043094635,0.6853045225143433,0.871829628944397,1.135460615158081,0.9010685682296753,0.891808807849884,1.1368443965911865,1.0057601928710938,0.7889758348464966,0.8232244253158569,0.9133842587471008,1.2520456314086914,1.40877103805542,1.040230393409729,0.6430029273033142,0.9562048316001892,1.0762627124786377,1.1135261058807373,1.0910992622375488,1.174794316291809,1.4637870788574219,1.4444448947906494,0.6381193995475769,0.4253190755844116,0.4515320062637329,0.46540337800979614,0.5785572528839111,1.1506400108337402,0.49988120794296265,0.4003390669822693,0.3379155397415161,0.42948222160339355,0.508266270160675,0.6781997680664062,,
pig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rooster,,,,,0.8693121075630188,,0.0,0.9559937119483948,,,0.6591858863830566,1.0090636014938354,0.8157959580421448,0.7582927942276001,0.32881879806518555,1.1270122528076172,,0.7339341044425964,0.5125113129615784,0.9105267524719238,0.8028170466423035,1.024832010269165,0.9140970706939697,,0.9157012104988098,0.8730390071868896,0.9649145603179932,0.931623101234436,0.8957183957099915,0.8957076072692871,1.0367931127548218,,0.8931476473808289,0.8906437754631042,0.9915978908538818,,,0.8709684610366821,1.0341250896453857,0.7745232582092285,0.8054787516593933,0.9220554232597351,0.9117079973220825,0.8924247026443481,0.785186767578125,0.7483394742012024,1.0308966636657715,0.8499274849891663,0.9204062819480896,0.9739135503768921,0.9016408920288086,0.8970354795455933,0.9012078046798706,0.9565038084983826,0.989387571811676,1.065276026725769,1.1463311910629272,1.0832771062850952,0.8253595232963562,,1.170817255973816,1.1447690725326538,1.0882964134216309,,,1.097538709640503,1.1102594137191772,1.1449095010757446,1.0363880395889282,0.9869987368583679,1.0892360210418701,1.0890357494354248,,1.0792109966278076,0.7313841581344604,1.0741963386535645,0.8804683685302734,1.0274816751480103,1.036099910736084,0.8906354904174805,0.9693230390548706,0.9548221230506897,0.8827536106109619,0.9808017015457153,,1.038240671157837,0.8919054865837097,1.0238240957260132,0.9990414381027222,1.0357798337936401,1.0559728145599365,1.1023902893066406,1.057049036026001,1.1696780920028687,1.0334035158157349,0.8673484325408936,0.9481379985809326,0.9536521434783936,1.02768075466156,0.9899882674217224,1.0464545488357544,1.0242674350738525,0.9503071904182434,1.0067566633224487,1.0412734746932983,1.0725935697555542,1.2178876399993896,1.1040964126586914,1.1025383472442627,0.9361040592193604,0.8640161752700806,1.0901521444320679,1.016290545463562,0.8382881879806519,0.920793890953064,,0.844927966594696,0.936038613319397,1.051418662071228,0.6341689825057983,0.8742422461509705,0.8101633787155151,0.8673060536384583,0.7757356762886047,1.0433194637298584,,1.023637056350708,0.8439623117446899,0.8837182521820068,0.9865517020225525,1.1606658697128296,1.1074632406234741,1.072214961051941,1.0405746698379517,1.0238512754440308,0.7102162837982178,0.9614990949630737,0.9261831045150757,0.9619872570037842,1.1083667278289795,0.7848571538925171,0.797203779220581,0.7607165575027466,0.9236696362495422,0.9501439332962036,0.929437518119812,0.9747480750083923,0.9395843744277954,0.945719838142395,0.9425392150878906,1.0015249252319336,0.9543781280517578,0.8799899220466614,0.8315695524215698,0.875424861907959,0.9696875214576721,0.9969214797019958,1.0058035850524902,0.9679730534553528,0.9652539491653442,0.946890115737915,,
penguin,,,,,1.0946216583251953,,0.9559937119483948,0.0,,,1.0705069303512573,0.8180152177810669,1.29066002368927,1.2916207313537598,1.2185271978378296,1.0637632608413696,,0.9550656080245972,0.9932053685188293,0.9121614098548889,0.8558263182640076,1.2126386165618896,0.9276036024093628,,0.3891372084617615,0.696355402469635,0.6869717836380005,0.46055006980895996,0.5041105151176453,0.4988071918487549,0.3574559688568115,,0.6955331563949585,1.2838828563690186,1.2111479043960571,,,0.8732454776763916,1.1032824516296387,1.1356619596481323,1.3400928974151611,0.9375573992729187,1.2347509860992432,1.1964914798736572,1.215792179107666,1.0658879280090332,1.162864089012146,1.2105059623718262,1.172705054283142,1.3103539943695068,1.3261113166809082,1.2689605951309204,1.3967905044555664,1.3285977840423584,1.221016526222229,1.1999578475952148,1.3022254705429077,1.126189112663269,1.253088116645813,,1.028279423713684,1.1772565841674805,1.133423089981079,,,0.8622323274612427,0.9737045764923096,0.9948773384094238,0.9426450133323669,0.8920926451683044,0.7882723808288574,0.7706502079963684,,0.780064046382904,0.7819807529449463,0.6758655309677124,0.5135258436203003,0.6413061618804932,0.5294834971427917,0.4888816475868225,0.7810491919517517,0.7855967283248901,1.32747220993042,1.210881233215332,,0.9014512300491333,1.1379289627075195,1.1231982707977295,0.9018884897232056,0.915073037147522,0.9996367692947388,0.7848759293556213,0.7436853647232056,0.7397176027297974,1.138870120048523,1.1606390476226807,0.7640179395675659,0.8793056607246399,0.8678687214851379,0.937589168548584,0.7069619297981262,1.0548511743545532,1.1596189737319946,1.0812948942184448,1.198177456855774,1.0830755233764648,0.934643030166626,1.0907111167907715,1.059951663017273,0.670617401599884,1.0761955976486206,1.0207722187042236,1.134810209274292,0.8157889246940613,1.0299179553985596,,1.1242740154266357,1.0854930877685547,0.9089954495429993,1.222947359085083,1.056538462638855,1.0821287631988525,1.2347248792648315,1.2244749069213867,1.1558952331542969,,1.2070059776306152,1.144193172454834,1.0607943534851074,1.2770912647247314,1.1741284132003784,1.315759539604187,1.3579440116882324,1.2115778923034668,1.1653802394866943,1.2869682312011719,1.214576244354248,0.915357768535614,0.895281970500946,1.1469597816467285,1.2463054656982422,1.2122318744659424,0.9833091497421265,1.0535706281661987,0.9164021015167236,1.2314032316207886,1.1029062271118164,0.684980034828186,0.7506749629974365,1.1695570945739746,0.9934691190719604,1.1099871397018433,0.9412758350372314,0.7751057744026184,0.7583447694778442,1.018618106842041,1.0184801816940308,1.1099095344543457,1.1321451663970947,1.0992405414581299,1.1484440565109253,,
bird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
duck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
