,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
bed,0.89814097,1.0715094,1.4868894,0.5855272,1.1808434,1.2024275,1.318376,0.7929514,0.60310143,0.5689659,0.0,1.3418268,0.35403675,0.7068604,1.242275,0.333488,1.2132033,0.9646286,1.4019029,1.1163533,0.8705798,1.4082005,1.1518232,1.1530224,1.1154182,1.3854691,1.0805256,1.4126345,0.55668473,0.8827684,1.0480237,0.9693167,0.48063695,0.66588,0.95824265,0.8687506,1.457855,0.9812348,0.61316586,1.296071,1.4479239,0.20934224,1.4688885,0.90119576,0.6788981,0.94051415,0.84141445,0.96285814,0.76155066,1.320685,1.5244551,0.7539283,1.4021924,1.4308021,1.3511916,1.0780724,1.4495282,1.2531908,0.92208886,1.4347963,1.1749353,0.7040618,1.1409463,0.8366971,1.122917,1.0161356,1.430666,0.7908002,0.91005313,0.44515312,1.1549302,0.45283842,1.334414,0.56582206,1.3580754,1.1891296,1.1162593,1.0149721,0.83860296,0.7331153,1.0591471,1.3501728,1.4072684,1.3753667,1.3457716,1.3251599,1.3897483,0.7083259,0.5062928,0.409212,0.6839299,0.6163631,1.2726235,1.4501973,1.3948002,1.4774423,0.92915565,1.2141944,1.0440466,1.0202426,1.0026124,0.6032375,1.4739026,1.4445713,0.8683548,0.77467275,1.3472506,0.8496311,0.66246355,1.3717947,1.1071011,1.0753185,1.14268,1.3782202,0.5278654,0.80996656,0.83633083,1.3667748,0.5976908,0.69243217,0.3023678,1.3558658,0.6327878,1.5466937,1.2307246,1.2229074,1.485939,1.158795,1.3261948,0.88657063,0.55455697,0.46385145,1.4538301,1.4748335,1.2838678,0.9894115,1.3174257,1.1080263,0.7889923,0.8297501,0.96117586,1.4992425,0.71661305
belt,1.3821985,0.7990514,0.36163604,1.3406838,0.9627644,0.81507826,1.0870769,0.9738015,1.4388427,1.1828148,1.3418268,0.0,1.2412703,0.9424968,1.051113,1.2782593,0.7097683,0.85232294,0.3290171,1.0549748,1.1000596,1.1065336,0.7986808,0.6723429,1.0324556,0.27783793,0.8316723,0.5932203,0.9793183,0.6774833,1.2856121,0.89623934,1.265936,1.1883237,1.3096833,1.0099263,1.0495678,1.1945065,1.0223441,1.2951818,0.20102549,1.3426973,0.2768141,1.2844019,1.319178,1.1836389,1.1065408,0.85217845,1.2285061,0.60764766,0.54862165,1.2094369,0.63295805,0.36596775,0.63900775,1.0880125,0.8160114,0.9695823,1.4165297,0.24369174,0.956642,1.0433406,1.028767,1.1540581,1.4091029,1.2791576,0.29467982,1.1349485,1.178415,1.2505066,0.9475062,1.2390136,1.0464635,1.3085601,0.31096113,1.3153005,1.2215852,1.0952623,1.3215249,1.2171522,1.0833433,1.2223092,0.33989692,0.89028496,0.6798271,0.35931766,0.6801386,1.1404681,1.1773726,1.4506521,1.2033348,1.267053,1.2639142,0.22556424,0.46270895,0.73229814,1.2967342,0.2685315,1.3231542,1.112641,1.1116483,1.2364689,0.53979975,0.6320597,1.190903,1.2377151,0.64219195,1.067635,1.1843374,0.82808316,1.3471395,1.3803303,0.96923035,0.51413226,1.3451247,1.301529,1.0419852,0.7028059,1.2457578,1.4274296,1.2874047,0.18119812,1.1850317,0.657774,0.78687423,1.3078486,0.996897,1.0477111,0.9044791,1.0936415,1.3393075,1.2693942,0.50535667,0.4974097,0.5292843,1.4217279,0.49022448,0.76477766,1.3990676,1.0567999,1.0937159,0.41045964,0.96817523
bench,1.0762082,0.8523371,1.425972,0.5533267,1.2047216,1.1664915,1.290358,0.9570335,0.70870435,0.8110563,0.35403675,1.2412703,0.0,0.92695105,1.2116936,0.41972625,1.1199611,1.1372728,1.3126504,1.2069894,1.0099236,1.3981568,0.943576,1.0896183,1.2759295,1.2017643,1.0915745,1.2656261,0.6222197,0.68764776,1.035729,1.1769025,0.62424177,0.6629764,0.8707726,0.7683128,1.3901427,1.0160824,0.43891346,1.2579845,1.3982387,0.6479683,1.3864644,0.9078052,0.6837042,1.1596059,0.7878315,0.7841425,0.6296838,1.2461599,1.4962316,0.8874795,1.2802452,1.373106,1.2851207,0.8817341,1.4792664,1.4079247,0.86741626,1.3692356,0.98242706,0.86399615,1.1809356,0.8684793,1.1107649,0.9164857,1.3548783,0.89547396,0.90623945,0.4869684,1.1763457,0.3968035,1.2425351,0.5654667,1.3168337,1.1182221,1.0887489,1.105037,0.67006487,0.60849404,1.0035391,1.3094773,1.3842528,1.2785288,1.2117555,1.290088,1.2997284,0.5700046,0.7633035,0.55238426,0.4319684,0.75894564,1.162195,1.3686285,1.361668,1.370764,0.8700671,1.1252953,1.1912122,1.0225596,1.1552433,0.65931356,1.4103501,1.4349532,0.784034,0.8143401,1.1649498,0.7712669,0.6526265,1.3957207,1.0347023,1.0362563,1.1373899,1.3680083,0.48901784,0.7996353,0.6360558,1.355572,0.68983555,0.7686489,0.63372517,1.2751706,0.82652736,1.5223441,1.0249095,1.267067,1.4222203,1.0316244,1.3943994,0.88941103,0.5207801,0.34194398,1.466007,1.3393652,1.2904545,0.9471545,1.1253263,1.2997231,0.9173841,0.9856948,0.7187208,1.4152317,0.81290245
bib,0.99600714,1.0460516,0.92277306,0.71270466,1.1074772,1.1112982,1.1731758,1.0594516,0.9156126,0.7845222,0.7068604,0.9424968,0.92695105,0.0,1.1362342,0.7571981,1.0594198,0.82522166,0.98551136,1.0115188,1.0008888,1.2072964,1.2351668,1.073729,1.0009034,1.1511766,1.0404489,1.1435677,0.93501884,1.2074144,0.97434306,0.8661187,0.9347014,0.7233854,1.0990635,1.1258271,1.2469177,0.97081316,1.126364,1.2069968,0.9734911,0.7931368,0.9340551,1.0657401,0.9434684,0.8494783,1.1436983,1.3134928,0.8769262,1.1052252,1.0396807,0.6871221,1.1024699,1.0855851,1.136423,1.1249579,1.2432477,1.0842971,1.0786107,0.9882111,1.1008987,1.0181412,0.97163695,0.7975089,1.0442266,0.9874033,0.97472024,0.95236254,0.98722947,0.776347,1.0788342,0.78304887,1.2679366,1.0212234,1.1682365,1.1472093,1.1323289,1.0272018,0.9059979,0.9874116,1.0229881,1.1714101,0.8656982,1.2262139,1.0639275,0.94178414,1.1521462,1.1118993,0.795278,0.35606968,0.9371152,0.7307636,1.1681108,1.0213075,1.0513378,1.1612729,0.9983545,1.0225168,0.950967,0.9930011,0.98644924,0.85063815,0.9707074,1.0446129,1.0084428,1.0311966,1.1285609,1.1668426,1.0086659,1.0788411,1.0277681,1.0558506,1.1182933,1.167512,0.5767385,1.0060107,0.8991318,1.1642112,1.0665262,0.934752,0.7354189,0.8952576,0.8495907,1.1000545,1.0959352,1.1525877,1.3066119,1.2752213,1.1494935,1.0733763,0.6921104,1.0145413,1.0679461,1.0958107,0.9713862,1.0175576,1.1273587,0.93220764,0.94337565,0.9783364,1.2187439,1.0487617,0.9984406
bird,0.7127079,1.0870012,1.093853,1.1072907,1.0720419,1.1028249,0.7752549,1.1615866,1.1374068,1.0782589,1.242275,1.051113,1.2116936,1.1362342,0.0,1.1251222,0.8750989,1.0379324,1.1362534,1.0868012,1.2387617,0.89790213,0.9632101,1.1716356,0.73400414,1.0800833,1.0060806,0.898331,1.0308087,1.2073689,0.8567787,1.0711342,1.221323,1.2072827,0.96904784,0.8611676,0.7157724,0.82739043,1.2453042,0.746429,0.9870173,1.2206864,1.0851068,1.0580453,0.8917951,0.98666173,1.1164576,0.9859076,1.1395735,0.92419267,0.98187035,1.1110535,1.041497,0.7357343,0.9119038,0.98015666,0.73615515,0.726635,0.84399074,1.022069,0.8348174,1.0576756,0.95766956,1.0989844,0.949333,0.9946064,1.0774825,1.0737324,0.8977808,1.1514388,1.0483787,1.1271901,0.6604815,1.1148608,1.0624068,0.8555697,0.9264952,1.1512327,0.9519214,0.9045851,1.0991658,0.82131934,1.1064426,0.820268,0.97059995,1.1015491,0.87931883,1.1197412,1.1435189,1.1807142,1.0891728,0.94797206,0.7535377,0.94566965,0.86862487,0.829079,0.8667321,1.0577548,0.9274216,0.79851794,1.0433475,1.0475785,1.0044338,0.9693516,1.0040671,1.1283112,1.0206562,1.0883504,1.0578511,0.77185786,0.9436509,0.9803729,1.0936335,0.7375924,1.1278145,1.0118427,1.0581408,0.9639481,1.0102143,1.0789418,1.2062029,1.0663378,1.0061156,0.8315898,1.0437745,0.8598603,0.6562615,0.721542,0.9198109,0.90170705,1.1585705,1.2470839,1.0272338,1.067525,0.9492774,0.8988784,0.9799219,1.1195543,1.0689402,0.9360088,1.0127108,0.93436354,1.1460438
blanket,0.8948824,0.9605433,1.4207981,0.5003187,1.1867092,1.1716201,1.2294714,1.0404408,0.7911858,0.7032194,0.333488,1.2782593,0.41972625,0.7571981,1.1251222,0.0,1.2367437,1.0923102,1.3519909,1.2538532,1.0647422,1.3593411,1.0853775,1.180447,1.0923904,1.352572,1.1301868,1.2711155,0.44966948,0.9231946,0.9644751,1.0450938,0.7169428,0.5437482,1.0364437,0.93443614,1.3624146,0.98515254,0.5899189,1.2072842,1.3842205,0.6838842,1.3982342,1.0066594,0.5332215,0.9684662,1.0722519,1.1005185,0.6602567,1.2211037,1.4394339,0.7698641,1.2312382,1.2696576,1.25913,0.8972988,1.4228646,1.1882865,0.95894545,1.320865,0.86546993,0.80690765,1.1712319,0.83610463,1.1544116,0.8937711,1.3034233,0.8592721,0.932356,0.23133516,1.193682,0.25497186,1.3320901,0.77904624,1.3919505,1.0668447,1.0648667,1.1391829,0.5345174,0.6528615,1.0374918,1.2402982,1.3757052,1.1483363,1.1025841,1.3255014,1.2647047,0.7961711,0.6087815,0.43985277,0.49007767,0.7474784,1.158581,1.357743,1.3586581,1.3257647,1.0192903,1.0658264,1.0774273,1.008998,1.1722052,0.7012818,1.3360322,1.2983761,0.59477335,0.83369625,1.1642025,1.0709313,0.7449487,1.3202144,1.1027209,1.1386043,1.0823671,1.2858417,0.45290363,0.7025491,0.52555543,1.4536892,0.8208824,0.85914207,0.5049043,1.2462156,0.79908466,1.5207915,1.035664,1.2395749,1.454976,1.0955906,1.3293623,1.0482023,0.440282,0.75285256,1.4570448,1.3079655,1.2628007,1.0579693,1.070154,1.2306105,0.9659924,0.92626834,0.99430805,1.3119332,0.8883598
boat,1.154808,1.0954307,0.83714235,1.1703603,1.0142403,0.9693505,1.070409,0.765095,1.3519251,1.0810676,1.2132033,0.7097683,1.1199611,1.0594198,0.8750989,1.2367437,0.0,0.6883683,0.69198436,1.0757232,0.8920666,1.0417627,1.0468488,0.7009294,0.91731834,0.6543831,0.5641364,0.9803353,1.0858074,0.8406792,1.197022,0.9690595,1.1315994,1.2695998,1.1579962,0.9257131,1.0820608,1.0258461,0.9914401,1.1980692,0.67258596,1.0944347,0.7913892,1.2063482,1.1045569,1.0687046,1.0418861,0.8171992,1.0148544,0.89376456,0.8014665,1.1427214,0.9666133,0.8297357,0.65616703,1.1684277,0.79630005,0.87466794,1.148629,0.7797492,0.92983216,1.1022049,0.91974145,1.1022706,1.187606,1.208895,0.74735916,0.9829434,1.0637373,1.1477995,0.99451816,1.2484928,1.0053358,1.1426725,0.70983374,1.1645888,1.156989,0.95909196,1.2427275,0.980411,1.1403216,1.2233795,0.80834746,0.9505065,0.95367867,0.88430953,1.0088196,1.0496598,1.1804726,1.2177348,1.2130865,1.015286,1.1312456,0.6473654,0.68728626,0.9515121,1.0811098,0.7438727,1.1096936,0.935832,1.0693562,1.1170974,0.9525129,0.80945337,0.9644252,1.0588145,1.0074039,0.7977718,1.1954609,0.83217037,1.1613253,1.2286868,0.8569926,0.6844442,1.2093028,1.1353216,1.127915,0.88325524,1.0922602,1.3336549,1.1169293,0.8233445,0.8900736,0.90716636,1.0080193,1.1406475,0.8294393,1.0577173,0.92541736,0.8569348,1.2278715,1.0950711,0.82752323,0.9079568,0.8393782,1.220246,0.7636963,0.82676405,1.2374451,0.8738673,1.0324281,0.71347183,0.8403505
book,0.9135117,1.115098,1.0061933,1.1682119,0.8583667,0.8758331,1.0455313,0.63656646,1.0987422,1.0822628,0.9646286,0.85232294,1.1372728,0.82522166,1.0379324,1.0923102,0.6883683,0.0,0.74169016,0.91356194,0.4193452,1.0264536,1.0453235,0.6436353,0.8168231,0.7788838,0.8134209,0.9908746,1.2711658,0.8707948,1.1512953,0.5020137,1.1069472,1.1816597,1.136022,1.0589706,1.1421576,1.0453036,1.0063329,1.1686255,0.7803813,0.77836096,0.81234396,1.0208001,1.1609135,0.7902243,1.1732434,0.89134675,1.228579,1.2223749,0.99167913,1.0955567,1.1762946,0.9773167,0.9014766,1.1871047,0.8416247,0.77495867,1.0718619,0.9973332,1.0517368,1.189033,0.47787642,1.2195508,1.0206351,1.1757805,0.8587843,1.117358,1.0542529,1.0490682,0.8230582,1.2378609,0.96030587,1.1120772,0.92145956,1.177465,1.083281,0.76406777,1.1528254,0.9631113,1.169512,1.2483919,0.9469698,1.062113,1.1906573,1.0271717,0.9765327,1.0369399,1.1411016,1.0800943,1.3340786,0.5170802,1.23634,0.9151335,0.78998566,0.9885792,1.1646384,0.85092175,1.027807,1.0158255,0.85142845,1.1066625,1.0696911,1.103194,0.8579379,0.9790271,1.1901376,0.9263824,1.2008818,0.99553347,1.0681814,1.1466753,0.8707211,0.86242074,1.2068257,0.9234227,1.1972108,0.8051826,1.182095,1.1019373,0.80196124,0.8888705,0.7056635,0.9064515,1.0021288,1.0271795,0.9226778,1.2605827,0.9280778,0.7551837,1.2631487,0.9169711,0.7743621,1.1539121,0.967592,1.0030916,0.9392694,0.5112418,0.99052906,0.988936,0.94177896,1.0258745,0.96190614
bottle,1.3627574,0.9361628,0.40883064,1.4353492,0.80670273,0.68197584,1.0827775,0.737555,1.4754653,1.2797568,1.4019029,0.3290171,1.3126504,0.98551136,1.1362534,1.3519909,0.69198436,0.74169016,0.0,1.0073578,0.8224579,1.057661,0.9472724,0.28706664,0.9690386,0.2198193,0.78520423,0.7653168,1.1839797,0.6399163,1.2649949,0.80526024,1.201158,1.1426129,1.2479138,1.2347577,1.0924199,1.1668124,1.0037456,1.3028439,0.32827687,1.2865541,0.11103475,1.3059139,1.3230381,1.0163933,1.0470432,0.9801645,1.1742768,0.8486003,0.5410354,1.2352755,0.8130502,0.56836563,0.5249518,1.0687081,0.789765,0.8954612,1.3636603,0.43244666,0.94969255,1.1040735,0.8765629,1.2129275,1.3323195,1.3399271,0.26365227,1.1999278,1.1863996,1.2784637,0.61364484,1.3676689,1.0285072,1.1938858,0.3702724,1.3144618,1.2251458,0.91560036,1.3031447,1.2440145,1.144948,1.2463738,0.42176294,0.9473443,0.7716403,0.48849815,0.8284097,1.1432306,1.2876028,1.4250484,1.2508018,1.3168387,1.2393808,0.36045325,0.5694771,0.7930677,1.2017848,0.3983146,1.3051051,1.1157941,1.124001,1.2695072,0.6295801,0.58838075,1.0727046,1.1976988,0.74523485,0.82783043,1.2538688,0.65177,1.3300219,1.2514217,0.8117311,0.6764188,1.369936,1.2244624,1.0864698,0.6246779,1.2790757,1.4738135,1.2807815,0.3433308,1.1584207,0.6359825,0.8155656,1.2106609,0.87589204,1.2099028,0.7856046,0.96632797,1.3461502,1.2292773,0.38524473,0.64173377,0.60977334,1.3824234,0.5061817,0.5370062,1.4075997,1.1136855,0.938132,0.46688223,1.0547384
bowl,1.1401076,1.259615,0.94732577,1.184166,0.87754357,0.9300471,0.83837616,0.7701236,0.51461214,1.1033498,1.1163533,1.0549748,1.2069894,1.0115188,1.0868012,1.2538532,1.0757232,0.91356194,1.0073578,0.0,0.8015703,0.77901775,1.2751361,0.8690634,1.0027813,1.0689347,1.0313616,1.0499053,1.2946326,1.1995745,0.8053803,0.8847903,1.0537959,1.1578689,0.597273,1.2030213,1.0257792,0.8182754,1.0846672,0.97168005,1.0100458,0.9040964,0.94644,0.47096133,1.26541,1.1354086,1.0471399,1.078384,1.2490067,1.2620527,1.0239127,1.1146036,1.3647056,1.0450197,1.1360472,1.3263838,0.86545193,1.0042889,0.8490323,1.1719347,1.2789847,1.0975718,0.9759142,1.2750237,0.64258015,1.2492653,1.0378714,1.0201234,0.9757584,1.2504313,0.8113342,1.3651285,0.84228706,1.1779335,0.95339584,0.99655765,0.76966894,0.8442993,1.3159666,1.2134546,1.140088,0.9633217,0.9498266,1.1080463,1.3607185,1.1139214,1.0141603,1.0070881,1.2153305,1.160825,1.4197264,1.068246,1.0631835,1.1390088,1.0581833,0.9570699,0.9345657,1.0013709,0.6798327,0.98355,0.1680963,1.1349549,1.125781,1.135791,1.1597686,0.7998618,1.3059844,1.1633095,0.9971467,1.1115336,0.72121406,0.45622253,0.8465088,1.1021996,1.3037838,1.1182432,1.4449497,0.67521167,1.1361078,0.4518245,1.0022515,1.048048,1.0969155,0.8379638,1.2639377,0.3871919,0.72680956,1.2033591,0.8265679,1.0840104,1.3280865,0.82890475,0.74761784,1.3224046,1.1356062,0.94076645,1.1561184,0.8725236,0.29624546,0.99327725,1.1773734,1.2282474,1.089685
box,1.0301745,1.1708255,1.0951084,1.0866934,0.79785514,0.8515601,1.095068,0.4936235,0.9447191,1.1357504,0.8705798,1.1000596,1.0099236,1.0008888,1.2387617,1.0647422,0.8920666,0.4193452,0.8224579,0.8015703,0.0,0.963231,1.088733,0.6021143,0.9578837,0.8167865,0.92006314,1.147458,1.2220104,0.82825196,1.0801102,0.7246448,0.88850296,1.0787457,0.9530778,1.1250501,1.1857086,1.0483122,0.89049375,1.140337,1.0663784,0.6344179,0.912579,0.9065899,1.1096789,0.8346627,0.97353965,0.8099131,1.0507467,1.3405455,1.1271855,1.0364797,1.3085369,1.2142318,0.9449146,1.2039647,0.9934776,0.97631186,0.99332213,1.2035618,1.1305871,1.1249219,0.81367517,1.1644741,0.9180947,1.2143139,1.0167309,1.0783426,1.0241783,1.0042922,0.69492143,1.1766673,1.0152565,0.8789506,1.0038211,1.0741576,1.0258185,0.5297452,1.1272724,0.9240225,1.1668311,1.156237,1.109906,1.1469078,1.2600653,1.1326116,1.1408074,0.7813462,1.156391,1.0015291,1.168838,0.8027134,1.1718543,1.147885,1.0950512,1.1244798,1.0361493,1.0256582,0.9785988,1.0400052,0.8426208,1.0336394,1.1881264,1.1550825,0.8798839,0.7824441,1.2189628,0.78740865,1.1266403,1.0496734,1.0155742,0.9944035,0.83679575,1.1496421,1.0747681,0.96086055,1.1629629,0.86989695,1.0772413,0.9642122,0.8289739,1.1035886,0.8304193,1.0412167,1.1076038,0.9214662,0.9972469,1.204739,0.9843436,0.7509627,1.1093593,0.7353003,0.84288657,1.2939256,1.1067603,1.0058286,1.081556,0.589785,0.870908,1.0356952,0.83711606,1.2199075,1.0108731
bread,0.80482,1.0680958,0.9130558,1.2686226,0.9875203,1.0164036,0.5748623,1.175079,1.0283586,1.2360185,1.4082005,1.1065336,1.3981568,1.2072964,0.89790213,1.3593411,1.0417627,1.0264536,1.057661,0.77901775,0.963231,0.0,1.1188374,1.0877794,0.9945058,1.0069869,1.0545702,0.7142444,1.3682919,1.1733146,0.7022045,1.0960572,1.2647521,1.2591045,0.88512456,1.2121925,0.2505082,0.9894549,1.2522991,0.22263056,1.0098771,1.2914,1.0010194,0.98068076,1.0394553,0.9488443,1.1620796,1.0708133,1.224979,0.88077474,0.7647976,1.1521765,0.95275337,0.9298184,1.0173328,1.0452887,0.8079226,0.7289675,1.0498782,1.054658,1.071427,1.2251356,0.966612,1.1708512,0.37348473,1.0422091,1.0021834,1.1541803,1.2187746,1.3100476,0.9786571,1.4166062,0.8393854,1.2647784,1.1057048,0.28309983,0.74228156,0.9438478,1.147065,1.2667224,1.0423161,0.22721171,0.97104573,0.49467546,1.0467403,1.0322186,0.7086782,1.1881545,1.3009982,1.3407476,1.2991493,1.2478168,0.45034122,1.0148782,1.019243,0.6144893,0.92654884,1.0781236,0.40301776,1.0669692,0.6893262,1.2071861,0.83077395,0.7361863,1.0222933,1.0583409,0.87272847,1.211069,1.1798133,0.80886525,0.5748524,0.9001078,1.0604057,1.0362015,1.326403,1.0549228,1.2518893,0.9055407,1.2634014,0.97260016,1.2739933,1.0273206,1.1839879,0.5641842,1.0375755,0.65483737,0.7697351,1.0182561,0.9139935,1.0861468,1.2844537,1.1964195,0.8611922,0.93374884,0.9855377,1.0670053,0.98647195,1.025615,0.7575313,1.1706527,1.1962242,0.9732595,1.2741272
broom,1.1174138,0.74083364,0.9961477,1.1210074,1.0145328,0.9819766,1.0641155,1.0577328,1.2637924,1.1802481,1.1518232,0.7986808,0.943576,1.2351668,0.9632101,1.0853775,1.0468488,1.0453235,0.9472724,1.2751361,1.088733,1.1188374,0.0,0.98735994,1.0972728,0.7472849,0.9775197,0.677356,1.0380282,0.68631136,1.1445309,1.107738,1.1423548,1.0225539,1.127466,0.81469965,0.95528203,1.1855062,0.9072279,1.0284326,0.8146683,1.1483024,0.94982445,1.2090465,1.0575918,1.0264508,0.95932406,0.67672545,1.0927463,0.831695,1.0294688,1.1366122,0.73647356,0.73593986,0.86315787,0.84669256,0.8323109,1.0932364,1.0719616,0.81238055,0.8658677,1.0453923,0.9594982,1.0851674,1.2111301,0.9119297,0.9869497,1.1906781,1.028689,1.0339452,0.9603299,1.0034742,0.72021174,0.98238546,0.82694757,1.0393153,1.065006,1.1171806,0.8863642,0.83413446,0.9712876,1.0261583,1.0422374,0.8873124,0.72232753,0.92403287,0.76502025,0.9817941,1.1397717,1.1903175,0.8692206,1.1196299,1.0080452,0.7448857,0.698831,0.950104,1.0546076,0.8451667,1.2807517,1.0697153,1.2964721,1.065537,0.8598238,0.9685317,0.94602376,1.0754969,0.67113197,0.8570337,1.0190189,1.0158215,1.1396499,1.1715621,0.99591964,0.7056036,1.0568128,0.9853823,0.79476285,0.84400773,0.95498645,1.2658681,1.2252398,0.86524624,1.1789949,1.0534633,0.85327095,1.1992369,0.84498906,0.68028903,1.0590469,0.8652513,1.0741297,1.0190473,1.0332134,0.7775279,0.75336707,0.8719254,0.7993992,1.0651801,1.2226491,1.157238,0.37114018,0.8180229,1.1062452
bucket,1.2285204,1.0855564,0.79807216,1.3437761,0.6903156,0.606519,1.0644667,0.53942347,1.2782925,1.2247556,1.1530224,0.6723429,1.0896183,1.073729,1.1716356,1.180447,0.7009294,0.6436353,0.28706664,0.8690634,0.6021143,1.0877794,0.98735994,0.0,0.9742322,0.3771109,0.78770864,0.8996857,1.2025094,0.57464767,1.1891501,0.75166714,1.1282371,1.1201459,0.9855329,1.2354412,1.1936669,1.1241186,0.81749487,1.3297689,0.6333387,0.99154717,0.44815695,1.0653384,1.2413981,0.961895,1.0506586,0.9163693,1.1036006,1.1059372,0.7312284,1.2462337,1.0360036,0.8726959,0.7012912,1.1284791,0.8866939,0.881362,1.2268417,0.8020561,0.8634895,1.1250967,0.82437134,1.2485237,1.2673806,1.3199096,0.54131514,1.2005473,1.1081454,1.1524462,0.57785565,1.2540193,1.058701,1.0699606,0.62436527,1.3356683,1.121991,0.8169373,1.1816539,1.0754395,1.2098639,1.3081843,0.7634964,0.9927066,0.96813035,0.8956384,0.89869136,1.0531011,1.2717206,1.2753056,1.2118341,1.1085887,1.2734592,0.6882595,0.7323047,0.87473536,1.1658196,0.5484396,1.2610643,1.1099685,0.9737285,1.183999,0.9153745,0.81779504,0.9083474,0.986399,1.0446091,0.8106806,1.2043041,0.8381113,1.312316,1.1262071,0.77592874,0.82005477,1.266417,1.023987,1.0938219,0.7295281,1.2164781,1.2631091,1.0164448,0.68712986,1.0298575,0.82779276,0.73990977,1.0357201,0.8946324,1.2796906,0.8567487,0.844635,1.2821863,0.9954997,0.529773,0.9343506,0.8115299,1.2758209,0.6032237,0.5027586,1.2293433,1.096797,0.8925687,0.77238595,1.0361816
butterfly,0.6394299,1.0644853,0.9066667,1.1626182,0.91910446,0.9254836,0.8587771,0.9713253,1.1277412,1.0014058,1.1154182,1.0324556,1.2759295,1.0009034,0.73400414,1.0923904,0.91731834,0.8168231,0.9690386,1.0027813,0.9578837,0.9945058,1.0972728,0.9742322,0.0,1.0213584,0.9460181,0.9123011,1.0486288,1.0407155,0.9927794,0.8807713,1.1873704,1.1748549,1.2091193,1.084921,0.977421,0.9535811,1.1660727,0.99717486,0.87619615,1.0158986,0.95735955,1.1150585,0.853192,0.64762384,1.2286838,1.1251079,1.1342065,1.0625803,0.84085965,1.081706,1.0618446,0.9111604,0.77242005,1.1467452,0.74586123,0.48867607,1.1104149,0.92213166,0.9830641,1.0829995,0.96320236,1.0619642,1.0860144,1.1028453,0.86335343,1.1496538,0.99634653,1.0919516,1.0311201,1.1743853,0.8878933,1.1806885,0.9988076,0.9797064,0.8991728,1.0253297,1.0949905,0.95824695,1.1055003,1.0507967,0.9666617,0.9575971,1.0312318,1.0546622,0.8467277,1.2329668,1.0627415,1.1108402,1.255847,0.9299755,0.97220945,0.9176719,0.81877685,0.8998703,0.99725777,0.9312479,0.98897135,0.98912543,0.94643116,1.1013948,0.9086371,0.8023389,0.9308429,1.0969343,1.1043826,1.1223605,1.2094858,0.60664016,1.1398784,0.9820575,0.8929209,0.7626475,1.1393933,0.9843472,1.1327221,0.9686362,1.1451757,1.1109079,0.9594054,0.9941727,0.9631365,1.0569607,1.0979484,0.99834025,0.795456,1.018117,0.7336911,0.9540721,1.1557658,1.1566061,0.884665,1.0461506,0.9531632,1.061977,1.0703123,0.69300115,1.0550332,0.9963288,1.1219438,0.9031907,1.0831528
