,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window,zebra
belt,1.0866066,0.91353,0.75984114,1.362885,0.98646575,0.49580657,0.8638936,0.5475787,1.3294598,1.3512287,0.0,1.2966697,1.3562888,1.0218693,1.3284626,0.6222611,0.6509804,0.42534065,1.1987406,1.0214053,1.0550274,0.78797555,0.7482095,0.31209588,0.848757,0.81885195,0.72918856,0.908528,1.2273229,0.6530273,0.9034523,0.38969004,1.0126606,1.1991782,0.90176773,1.3079305,1.3234737,0.39949208,1.2796291,0.42058563,1.2066578,0.6259868,1.040099,1.0616744,1.0796325,1.2859114,0.7727869,1.1689689,1.311913,0.77241856,1.1153122,0.34613472,0.8600334,0.97974974,0.40449703,0.86492693,1.4146376,0.41104662,1.0767745,1.0353216,0.9719938,1.2563012,1.216056,1.2651602,0.76315105,1.1315261,1.2088267,1.1986501,1.23803,0.68035626,1.0079553,0.53290015,0.60229766,1.1673602,1.0046477,1.2672678,1.1914988,1.2694851,1.073428,0.6089245,0.7499113,0.5213105,0.87519026,0.94614613,1.2042847,1.0726161,1.315938,1.1267749,1.0233572,1.3195913,0.6991208,0.70941997,1.1948681,0.5848975,0.65607107,0.6679899,1.0216732,0.97391075,1.2082932,0.67271745,1.1034065,0.9862703,1.112204,1.3650441,1.3451194,1.263916,0.7176337,1.2654532,1.1039397,0.8036393,1.0082613,1.0415887,1.3929825,1.3679309,0.5378809,0.7764158,0.8123108,1.164045,0.9194455,1.0136288,1.2308079,1.0253137,1.2153965,1.4548441,0.7527226,0.79485416,0.6148413,1.2500498,0.55473816,1.000226,1.1656278,0.93351066,0.97740954,1.270837,0.52703667,0.9477881,1.1354647
bench,0.8138164,1.1419045,1.2923603,0.53695416,1.2672218,1.4205196,1.447049,1.3057815,0.64822894,0.272964,1.2966697,0.0,0.69531393,0.9079846,0.4183194,1.3311585,1.1395767,1.4833267,1.0831593,0.99204946,1.4087138,1.3143559,1.200299,1.3973243,1.028597,1.1554083,0.88310266,0.5894478,1.0250046,1.3615441,1.1534348,1.011212,0.6963899,1.2378864,0.94077575,0.21095377,1.0540153,1.5166217,0.42141318,1.4502358,1.0054857,1.0313023,0.9784626,0.620833,0.5821859,0.70943356,1.4160624,0.79516494,0.74499786,1.2744346,0.87657464,1.4216542,1.4238214,1.177649,1.2724447,1.2949476,0.6864095,1.4516236,1.0410697,0.826745,1.4810073,0.85403484,1.1592276,0.8702277,1.4034914,0.7279019,0.64058316,1.1539341,0.49425453,1.3233888,0.8754835,1.3965478,1.2768686,0.9911323,0.9878447,0.9127321,0.9292726,0.6412739,1.2345643,1.4722041,1.0167749,1.4257694,1.3094611,1.2942506,0.5552582,1.1230203,0.62402546,0.79033816,0.8216585,0.97297263,1.3668389,1.3751792,1.048131,0.70813,1.4218946,1.3595598,1.2728204,1.2284077,0.71973246,1.0931388,1.1736904,0.8171377,0.74103373,0.95872736,0.8990495,0.65588814,1.2773352,0.62083644,1.0352116,0.8758689,0.96825707,0.6701311,0.622497,0.5289203,1.4816182,1.4406146,1.1230539,0.8878939,1.1299164,1.2108091,1.0794101,0.73028135,0.6118578,0.28233004,1.4486547,1.4081234,1.4905443,0.9029192,1.2391194,1.163407,0.94680065,0.9413873,0.9859683,0.36921465,1.4527521,0.80341583,0.69402146
bib,0.6609914,1.0079757,1.1578913,0.3833034,1.1691563,1.424592,1.1910458,1.2412184,0.75489646,0.47419345,1.3562888,0.69531393,0.0,0.9015225,0.3879218,1.3230337,1.025193,1.3953829,1.0164574,0.96406496,1.1582744,1.3557904,1.2866323,1.3763516,1.1380081,1.0924803,1.0977247,1.146528,0.946046,1.3819419,1.1836381,1.3679457,1.0295084,1.0841665,1.2193328,0.5789288,0.97151697,1.382254,0.62923795,1.3934705,0.9139808,1.2625453,0.7869946,1.1504296,1.0560534,0.346332,1.156276,0.7221444,0.7584959,1.1045454,0.96868604,1.4461861,1.2226074,1.0810353,1.3799126,1.1228608,0.81176037,1.4413745,0.9641545,1.0425218,1.1806266,0.8366788,0.99432904,0.7139983,1.3525441,0.961071,0.67892694,1.1820197,0.5186521,1.2242533,1.0704646,1.4706088,1.2123518,0.9189678,1.1203365,0.9842965,0.8705206,0.679968,1.147435,1.315988,1.0935105,1.3050364,1.1820182,1.2911185,0.91903985,0.76216424,0.2929505,0.6353784,0.5859306,0.8929979,1.2622765,1.252935,1.1110873,1.0228586,1.2647233,1.3828759,1.0434518,1.161172,0.8421492,1.2649649,1.096768,1.1439275,0.9131657,0.6638937,0.92686564,0.5635463,1.2180821,0.44849133,0.9642818,0.9490367,1.0825971,0.8078265,0.66555774,0.5741222,1.3770971,1.2882249,1.0839561,0.955172,1.2390597,1.2817023,1.0487312,0.98964834,0.5007384,0.57215565,1.2816873,1.2384347,1.2439791,0.67314446,1.1926984,0.94807976,0.90774685,1.1295553,1.0972602,0.93001634,1.2736776,1.0638821,0.7772874
bird,0.73708093,0.89176345,1.2144399,0.84897256,1.173031,1.1740439,1.1206577,1.0792518,1.0119461,0.90208775,1.0218693,0.9079846,0.9015225,0.0,0.7160728,1.1355089,1.1257246,1.2092156,1.1467631,1.1439329,1.0860043,1.2591028,1.1031524,1.1612732,0.9724337,1.1102909,0.8068366,1.1356043,1.0680656,1.2208902,1.1110848,1.030116,0.76831704,1.2093499,0.8490169,0.86972046,1.0060589,1.1604255,1.0177199,1.2198069,1.044364,0.81011736,0.8737904,1.1078093,1.1028813,0.85612774,0.9574658,0.98999923,0.88471687,0.91319776,0.757812,0.9961582,1.2064317,1.0014604,0.94300246,0.8148746,0.91087484,1.1398934,0.97612035,0.9610518,1.0886673,0.9287952,1.0009258,0.88217914,1.1215577,0.84487486,0.8678448,1.0917993,0.60408074,1.1566604,0.84895843,1.2308463,0.9536713,0.90012157,1.1405846,1.1087512,0.9087541,0.86187,0.97571814,1.1285378,1.1078638,1.1332912,1.0340042,1.0992701,1.0017397,0.7562226,0.78973013,0.7497788,0.96333915,1.0795879,1.1974791,1.2081172,1.162061,0.791915,1.2439554,1.0137428,1.2400478,0.8538462,0.94602334,1.189129,1.0515946,1.1669391,0.62761533,0.7550198,1.1364157,0.78412384,1.0415231,0.70424116,1.0532734,0.5837952,1.1279147,1.033454,1.0094206,0.9781716,1.0996405,1.1722473,1.0316806,1.0675963,1.0617374,1.2177004,1.185687,0.789781,0.6863032,0.9954205,1.1475307,1.0219764,0.94543636,1.0156562,0.9980792,1.0025804,1.2855136,1.1142713,1.1096346,1.02294,1.0615398,1.0558617,0.73505557
blanket,0.75006,1.0681313,1.2918427,0.44148326,1.2240595,1.4251103,1.4081159,1.3091029,0.682951,0.2507537,1.3284626,0.4183194,0.3879218,0.7160728,0.0,1.3787286,1.1934782,1.5136579,1.0769347,1.1003891,1.3554899,1.3621176,1.2158787,1.4357125,1.0973449,1.2290801,0.763088,0.96741205,0.9903278,1.4117732,1.2424749,1.1852777,0.818715,1.2051475,1.1417811,0.33157396,1.066728,1.525601,0.5282918,1.5148698,0.9855039,1.0333098,0.87138706,0.96809024,0.9300248,0.38208896,1.3168612,0.64853966,0.6868127,1.2321179,0.8257188,1.3856983,1.3332568,1.1145854,1.3197037,1.1570749,0.7359586,1.4502219,0.94770235,0.7947522,1.4191979,0.8441647,1.0459864,0.86290765,1.3752364,0.74079776,0.50620914,1.2489713,0.3444482,1.4063774,1.0722907,1.4588832,1.2594914,0.966836,1.1354625,1.0481746,0.8404147,0.63088506,1.1772261,1.4295903,1.043963,1.32868,1.2954084,1.3203548,0.7519549,0.76097393,0.26671326,0.69479895,0.7228882,0.9204733,1.4054692,1.4084982,1.2382449,0.60117704,1.379225,1.372704,1.2486043,1.2147284,0.6729574,1.2983302,1.1907078,1.0831391,0.79679143,0.7764307,0.9227762,0.442047,1.2382307,0.48811352,0.98069996,0.8041369,1.1905481,0.6948465,0.6824707,0.54411054,1.4366846,1.4980533,1.0952221,0.86453795,1.3158342,1.2770491,1.1346309,0.79330206,0.38680953,0.5310681,1.4441082,1.3357714,1.4097645,0.9313447,1.0639994,1.0965456,1.0041931,1.0818514,1.1023414,0.8231102,1.3940963,0.8969901,0.6027492
boat,1.3187666,0.8253833,0.64290226,1.3929276,0.96223605,0.72946584,0.8953621,0.64941144,1.3224657,1.414341,0.6222611,1.3311585,1.3230337,1.1355089,1.3787286,0.0,0.7968419,0.52612555,1.2067468,1.0685263,0.95211387,0.85230184,0.8991087,0.4987433,0.67258215,0.9208754,0.910063,0.94466925,1.2501409,0.76795805,0.78365153,0.71827376,1.1056504,1.1506788,0.8247118,1.3746363,1.287225,0.53039837,1.2876868,0.6652851,1.2120167,0.80907583,1.0486277,1.002898,1.0809726,1.2508034,0.6712718,1.2103311,1.152486,0.72478473,1.1534234,0.5961335,0.77566606,0.96111155,0.66531885,0.9566477,1.321728,0.42264503,1.1151108,1.1013478,0.8132274,1.0434417,1.1984046,1.1484141,0.7448357,1.1993978,1.1997883,1.0162177,1.3201702,0.722049,0.788805,0.5899649,0.6843872,1.1269432,1.1987611,1.1786809,1.230479,1.1843388,0.93276215,0.49030268,0.996764,0.491785,0.5949138,0.83603895,1.181241,1.1029258,1.2909968,1.1409161,1.2783163,1.351121,0.69079596,0.69825643,1.154801,0.9292939,0.6899795,0.6346231,1.0006993,0.79299587,1.2215576,0.7349398,0.9653972,0.94967365,1.2890568,1.2570432,1.2068259,1.0990145,0.91691864,1.2922301,1.1056973,0.92630696,1.0628973,1.2017983,1.4190718,1.3561063,0.50833035,0.6522823,0.8285978,1.1383256,1.0520221,0.9095357,1.2410862,0.99921143,1.2050942,1.4410601,0.85366327,0.5808447,0.48122025,1.3114092,0.7404892,0.99337745,1.1974615,0.83840126,0.79629356,1.2411293,0.527281,0.9115641,1.1618361
book,0.82245505,0.9654626,0.81941766,1.3027239,0.9568115,0.76293695,0.8836291,0.48049116,1.1515273,1.1873572,0.6509804,1.1395767,1.025193,1.1257246,1.1934782,0.7968419,0.0,0.66666096,1.0824322,0.63401544,1.0473596,0.8483127,0.90832174,0.6590408,0.75799966,0.928656,1.1776768,0.9210808,1.1617929,0.6670994,0.8125447,0.81998783,0.98667854,1.0791581,1.0041358,1.2330475,1.1962628,0.47516054,1.1321212,0.6557854,1.0024105,0.9673689,1.0261735,1.1875976,0.99494046,1.3072294,0.9874779,1.2263087,1.332393,0.97501063,1.0190163,0.6667471,0.74144363,1.0254223,0.63202596,0.70668876,1.3324709,0.75752276,1.0661061,1.1460025,0.8717129,1.3648242,1.1369449,1.2497716,0.83899194,1.1013166,1.2035007,0.9283136,1.218322,0.43431938,1.0540719,0.79245347,0.87980115,1.0407456,1.1979423,1.1815655,1.1865735,1.1483682,1.0256609,0.85725737,0.42325914,0.86642915,1.0681193,1.0716674,1.1686347,0.9947292,1.3146174,1.1593903,0.6263915,1.2317798,0.46625316,0.4738556,1.1667659,0.9618583,0.7867986,0.8495126,0.80738723,1.1292391,1.0779078,0.68638486,1.0099467,0.96963537,1.2080584,1.1425685,1.2277869,1.2965899,0.63014936,1.3481617,1.0449593,1.1782165,0.87381,1.14649,1.1482394,1.0856297,0.6923209,0.7585945,0.87100214,1.2653708,0.91727227,0.95883006,1.125404,1.2950742,1.3382065,1.0979196,0.66207314,1.0174598,0.79503965,1.0365531,0.56595904,0.61586857,0.6447214,0.903364,0.8870028,1.3383288,0.78311014,1.0574098,1.3762171
bottle,1.2838035,0.92032236,0.28413892,1.4902515,0.695324,0.41199827,0.7815187,0.48371398,1.3716887,1.4400437,0.42534065,1.4833267,1.3953829,1.2092156,1.5136579,0.52612555,0.66666096,0.0,1.2263721,0.93351495,0.9853494,0.60599816,0.7471412,0.16054821,0.7730694,0.7703212,0.9664383,0.9545714,1.2705488,0.5788441,0.6638404,0.71802145,1.1595337,1.1517352,0.90624464,1.44089,1.3571843,0.18401748,1.3621566,0.15288138,1.2818396,0.8024633,1.1002405,1.0920467,1.2730184,1.4073153,0.6616731,1.162422,1.3476137,0.86864406,1.079799,0.37739098,0.50735646,1.0652022,0.5612142,0.90174574,1.4143293,0.2280817,1.1781751,1.0850755,0.744961,1.2671535,1.1995746,1.389061,0.5558729,1.2906072,1.3221397,0.9594566,1.4711782,0.5309573,1.0047537,0.2524963,0.53260267,1.221283,1.1299148,1.0835692,1.3209059,1.2986232,1.0655992,0.26709998,0.86587465,0.53133625,0.742661,0.90000963,1.2954451,1.1636261,1.4682782,1.2627258,1.173676,1.37284,0.4791484,0.47002548,1.1343763,1.0004888,0.5445353,0.46318078,0.8916343,1.0454599,1.2220892,0.8030439,1.0663409,0.884253,1.3150845,1.3857741,1.3370216,1.3879051,0.7507474,1.4439178,1.152757,1.1532328,1.0932903,1.1695418,1.4488426,1.3613727,0.3342986,0.42836678,0.83865416,1.294729,1.040486,0.78793454,1.2525187,1.2182038,1.3806295,1.5386373,0.6632397,0.67459995,0.44492722,1.2829719,0.4739915,0.8086106,1.0847397,1.0166477,0.96656275,1.2950556,0.3678378,1.0370574,1.2967098
bowl,1.0108606,1.195049,1.1624728,1.0639817,0.88517106,0.99000216,0.87520146,1.0983894,0.59871686,1.0540683,1.1987406,1.0831593,1.0164574,1.1467631,1.0769347,1.2067468,1.0824322,1.2263721,0.0,0.95339644,0.89758945,1.0836598,0.6817061,1.1947796,1.1397213,1.1438534,1.1175889,1.1283906,0.7714894,1.0321316,1.175486,1.0056262,1.0847448,0.7209356,1.1040087,1.0716456,0.79767555,1.2286884,1.0179087,1.022023,0.17006159,1.1874468,1.2724032,1.1580493,0.9668467,1.1362077,1.210212,1.0800061,1.0888805,1.2549284,1.0569606,1.1426746,1.1270752,1.0414114,1.2433662,1.037931,0.72103816,1.2650932,0.96546483,1.0558476,0.96648175,1.1362461,0.7951307,1.0426648,0.9718757,0.98841053,1.0346335,0.76283735,1.1091146,1.1158152,1.3847483,1.0424176,1.2056638,0.9579156,0.9770935,0.8388697,0.90792626,0.9921471,1.0116423,1.2523514,0.9619517,1.2552935,1.195598,0.89027417,0.9874962,1.0418187,1.1460173,1.080191,0.8613905,0.68675303,1.1909806,1.1716248,0.92183715,1.1812689,1.0234599,1.2278845,0.33599406,1.1734676,1.0238122,1.0876611,0.8888643,1.1973052,1.0903538,0.8635459,0.6049223,1.1240604,0.94954234,1.0698155,0.94357353,1.1776017,0.79087955,1.0473671,0.4520558,0.87295234,1.2558818,1.1839386,1.0632633,0.56855994,0.6963569,1.0878239,0.6850407,1.1413143,1.1275438,0.6862507,0.8369933,1.2943705,1.2681841,0.7603902,1.1474454,1.0644046,0.45994043,1.0893328,1.0409479,1.0792694,1.2371422,1.0645083,1.1422242
box,0.9308646,1.0726078,0.9941642,1.1825408,0.97119606,0.8545376,1.1239364,0.6316016,1.0596792,0.9732939,1.0214053,0.99204946,0.96406496,1.1439329,1.1003891,1.0685263,0.63401544,0.93351495,0.95339644,0.0,1.0993593,0.95225185,0.7732401,0.8210827,0.80338347,1.1430458,1.2347044,0.7767422,1.016956,0.7521595,0.7630627,0.9191357,1.0789216,0.9818225,1.1217252,1.004962,1.1240075,0.97766954,0.8156197,0.83030236,0.9315766,1.017607,0.82727134,0.88939786,0.7696763,1.0383009,1.1929835,1.0335083,1.1759809,1.1880449,0.9665656,1.0559521,0.8377861,0.94740677,1.1516743,0.8340785,1.0916889,1.1344938,0.9154365,1.1546364,0.95696896,1.1918541,1.0853549,1.1927623,0.8176918,1.1763276,1.0455403,0.81580627,1.1582592,0.9501239,1.0102729,1.0489627,1.10151,1.067052,1.1119806,0.80853856,0.9620158,0.94536644,1.0780454,1.1473389,0.8710085,1.1974332,1.1781793,1.2044024,0.9252043,0.9846781,1.0594525,1.1624092,0.90865624,1.0217294,0.9004946,0.9140333,1.0599198,1.1086922,0.9815647,1.0374254,0.97173554,1.2191598,0.85214895,0.99390787,1.0702368,0.6887002,1.0157676,1.0796167,0.98415,1.1821891,0.9360136,1.0614831,0.8895888,1.0765203,0.99715275,1.0180213,1.0078508,1.030969,1.0190583,0.9875776,0.9016379,1.0905064,1.0920466,0.9126993,1.014737,1.1745903,1.0988657,0.87806284,0.8641087,1.2049358,1.2269809,0.97514576,0.9099754,0.50999236,0.7268831,1.0404369,0.72260535,0.9444496,1.0262365,1.0084136,1.2656871
bread,1.173699,0.8779454,0.99339634,1.2413642,1.0035098,0.93905747,0.35119742,0.9994705,1.2095935,1.4350274,1.0550274,1.4087138,1.1582744,1.0860043,1.3554899,0.95211387,1.0473596,0.9853494,0.89758945,1.0993593,0.0,1.0439185,1.0471396,1.049506,1.2562655,0.7879814,1.2577735,1.2171373,0.7261163,0.9252432,0.9092409,1.1348445,1.276165,0.31913948,1.1346456,1.4000247,0.34841228,0.935014,1.4201313,0.96220005,1.0108632,1.1005346,1.0340929,1.2579119,1.2520268,1.2158879,0.6725844,1.134149,1.2658737,0.76548934,1.2764857,0.99139,0.8756292,0.8863744,1.0414569,0.9557977,1.2955229,0.9868806,1.0014328,1.1961647,0.2488448,1.2069793,0.49206084,0.98492503,0.75676644,1.2194891,1.1852995,0.9095476,1.3332354,0.96319884,1.0763564,1.0199997,0.99491304,0.7249459,0.8300265,1.0840635,1.0417051,1.3634565,0.40812892,0.8653995,0.958624,0.895293,0.8580001,0.5365546,1.2493913,1.0477054,1.2735595,1.1392125,1.2313,0.6466591,0.9517909,0.9488717,0.49564612,1.2447354,0.70827043,0.953574,0.69306356,0.7118602,1.1817164,1.0590109,0.60265934,1.1927738,1.140821,0.840842,0.8664935,1.2234287,1.0587231,1.3023503,0.9592313,1.0788425,0.7456083,1.2869277,1.2297267,1.2984359,0.87141895,0.738256,0.9205957,0.9847174,0.8611324,1.0362836,0.6774169,1.185,1.264976,1.2727296,0.6943906,0.7627226,0.79647696,1.10556,1.0171125,1.055225,1.0502516,1.10219,1.2040902,1.2786248,0.87652874,1.273422,1.2774911
broom,1.2091259,1.0512252,0.8001808,1.245182,0.84165424,0.66208345,0.9309446,0.89426786,1.1729126,1.2966831,0.78797555,1.3143559,1.3557904,1.2591028,1.3621176,0.85230184,0.8483127,0.60599816,1.0836598,0.95225185,1.0439185,0.0,0.8142892,0.70495886,0.9593543,0.9850524,1.0653956,0.8939748,1.1057829,0.5905994,0.9448531,0.9173841,1.085791,1.0285738,1.0486096,1.3086487,1.198391,0.5694957,1.1714227,0.65338993,1.0994077,0.9470109,1.1503042,0.9965602,1.098346,1.2320478,0.9246634,1.1272404,1.2007414,1.0277342,1.1094282,0.7750757,0.7439674,0.92833334,0.780052,0.96183294,1.1724925,0.74081516,1.0117557,1.0283599,0.9395451,1.1711215,1.0993885,1.2025352,0.7752168,1.0172837,1.1592984,0.96070987,1.3397039,0.5998729,1.1100715,0.63582003,0.87064195,1.1694989,0.8999762,1.0656891,1.1037977,1.141851,1.0985527,0.7927363,0.91504246,0.7883451,0.8667759,0.9082546,1.1466962,1.1447188,1.3040434,1.1537449,1.0850093,1.1374297,0.5704347,0.5502246,1.0677975,1.09078,0.833363,0.8161838,0.98306704,1.0611426,1.0959823,0.6808274,0.9463669,0.9059058,1.1435461,1.2319932,1.1734946,1.227272,0.6911063,1.3199196,0.9993189,1.1842065,1.0034697,1.088457,1.2045484,1.1427927,0.7754869,0.78423595,0.92364264,1.192898,0.8625659,0.63638,1.0634296,1.2027938,1.3385878,1.3550043,0.870333,0.9030398,0.8553016,0.99830025,0.80950373,0.9907066,0.9912494,0.96654063,0.8768741,1.0636449,0.8652815,0.96429026,1.2229881
bucket,1.1543399,0.91258246,0.96417356,1.2922691,0.8505431,0.68574286,0.9800335,0.7437993,1.0722463,1.2653456,0.7482095,1.200299,1.2866323,1.1031524,1.2158787,0.8991087,0.90832174,0.7471412,0.6817061,0.7732401,1.0471396,0.8142892,0.0,0.6464963,0.9675572,1.071188,0.9787411,0.8382286,1.1184558,0.8886267,1.0131003,0.75342727,1.07273,0.9835428,1.097607,1.2344884,1.1962383,0.818021,1.1778381,0.46311677,0.85325205,0.8334596,0.98448676,1.1141802,1.0096669,1.1900599,1.0416067,1.1843952,1.2059609,1.0312505,1.1355563,0.8351133,0.9103056,0.9729406,0.93097246,0.9072646,0.86154956,0.81507677,0.95115536,1.1371303,0.97194886,1.2234724,1.1394459,1.1789294,0.6251564,1.0343152,1.1583912,0.69448596,1.216503,0.893964,1.1487039,0.78946257,0.89284843,0.9982581,1.05155,0.8225306,0.9946594,1.0347785,1.0087471,0.953792,0.9769287,0.9169438,0.9322456,0.8948346,1.0429286,1.0060914,1.2439657,1.0689509,1.116532,1.1470302,0.9048088,0.90499395,1.1190219,0.83331114,0.9303733,0.93675727,0.864034,1.087214,0.85003006,0.92117804,0.9114392,0.98212504,0.97217196,1.2313788,1.032576,1.1958393,0.8793921,1.2272093,0.9636995,0.9440406,0.92825973,1.1110901,1.0735636,1.2102255,0.8350796,1.0045586,0.66520566,0.99237293,0.8008729,0.89228916,1.0568591,0.99084187,1.2312565,1.1506361,0.727078,1.0385362,0.9964263,1.0875397,0.86105543,0.85721546,0.9157164,1.0423474,1.0538747,1.0856056,0.83572745,1.089576,1.2284341
can,1.1758465,0.8764631,0.503953,1.4970324,0.82752,0.4391731,0.92066723,0.4232353,1.3695686,1.4172771,0.31209588,1.3973243,1.3763516,1.1612732,1.4357125,0.4987433,0.6590408,0.16054821,1.1947796,0.8210827,1.049506,0.70495886,0.6464963,0.0,0.8196509,0.8753459,0.7853307,0.8555662,1.3012693,0.6088246,0.6579774,0.5525441,1.1107178,1.164363,0.9213842,1.3968011,1.38959,0.33016205,1.2816824,0.22592258,1.2435967,0.6084986,1.0196193,0.9994039,1.1194941,1.3631153,0.70819306,1.1929597,1.2870822,0.82053244,1.1031498,0.38759327,0.66448796,1.0281379,0.5184835,0.88091433,1.419481,0.27593565,1.1561329,1.0830743,0.87317204,1.1841642,1.2630162,1.3538139,0.57360995,1.2140608,1.3402071,1.0245275,1.4005932,0.66433394,0.9692997,0.3843922,0.5397998,1.2029297,1.1947943,1.108541,1.2817526,1.2966791,1.0013273,0.39193082,0.87511617,0.50513196,0.6783595,0.9112839,1.1982548,1.1366612,1.4312923,1.1814064,1.0953528,1.4016502,0.6574488,0.6531273,1.2676227,0.7809684,0.611834,0.47501647,0.9760932,1.0199695,1.1124536,0.7191243,1.007828,0.84082544,1.2242473,1.3910916,1.3250567,1.3730751,0.7686715,1.3677621,1.1365123,0.9673888,1.0642272,1.1383559,1.4445684,1.4450477,0.400127,0.63488436,0.85278964,1.2100934,1.0143906,0.9278185,1.2991596,1.0310913,1.3204259,1.474917,0.7227668,0.7118244,0.56094486,1.3168825,0.5346901,0.84333456,1.1250224,1.0290403,0.99672997,1.2919629,0.39430583,0.99541664,1.2672298
car,1.0285096,1.2122858,0.8257072,1.2307453,1.0093056,0.9514523,1.0274347,0.6395251,1.0426394,1.0170872,0.848757,1.028597,1.1380081,0.9724337,1.0973449,0.67258215,0.75799966,0.7730694,1.1397213,0.80338347,1.2562655,0.9593543,0.9675572,0.8196509,0.0,1.1746309,0.7658402,0.8229892,1.14966,0.87601423,0.85750824,0.8370677,0.89085674,1.2084347,0.86166155,1.0501918,1.3405051,0.8424088,0.92969507,0.8981354,1.0901259,0.758348,1.0393969,0.9164566,0.96401584,1.1544209,1.163993,1.0594221,1.0564399,1.2872287,0.72403336,0.6832056,0.7686844,1.1040074,0.8684549,0.83229387,0.968766,0.83385015,1.0273582,0.94412506,1.0116603,1.039749,1.173139,1.3348447,0.85092604,1.1190052,0.87731653,0.9545837,1.1377124,0.9006203,0.8771838,0.70753706,1.0396537,1.3167801,1.2153397,1.0144992,1.1034266,0.68137896,1.2375288,0.9494676,0.8966259,1.0689775,1.1787137,1.2347919,0.9345328,1.0052372,1.1103007,1.1366026,1.0656533,1.2018691,0.8657476,0.89526194,1.2865427,0.8458494,0.78841555,0.8271387,1.0390939,1.2579864,0.93060946,0.99899536,1.2032092,0.81363857,0.9129633,1.0171928,1.2368319,1.0932263,0.8947376,1.100487,1.0650418,1.1231161,1.1536404,0.96693015,1.0994079,1.032523,0.85533726,0.83614457,0.9356949,1.1403235,1.1666738,0.8912674,1.1714518,0.9321801,1.0571737,1.1149495,1.0201172,1.1636784,0.9581456,1.2359712,0.70865476,0.8006231,1.0014374,0.822641,0.31973642,1.0274595,1.030366,0.8149497,1.1358008
carrot,1.0401115,0.804838,0.6673864,1.0327231,0.83820766,0.85295796,0.69491214,1.0435884,1.2263252,1.1662478,0.81885195,1.1554083,1.0924803,1.1102909,1.2290801,0.9208754,0.928656,0.7703212,1.1438534,1.1430458,0.7879814,0.9850524,1.071188,0.8753459,1.1746309,0.0,1.1637471,1.322973,1.0460489,1.022335,1.118098,0.9886874,1.1010181,0.94524544,1.0304697,1.1134223,0.8080888,0.6138433,1.2212061,0.75105476,1.1759331,1.1902486,1.0356529,1.1584939,1.1022902,1.2838542,0.6311905,1.1556298,1.0617774,0.6137379,1.1510856,0.763124,0.9959163,1.2167751,0.7803792,1.0147755,1.1112647,0.7016653,1.2558336,1.1061978,0.87213844,1.0678246,0.92026925,0.82562566,1.0803562,1.0953462,1.1763113,1.2055154,1.1682591,0.77995175,0.99208915,0.7815586,0.69784206,0.83213913,0.5715002,1.146054,1.2312833,1.3157542,0.88799757,0.57309663,0.9161985,0.7153635,0.79493666,0.7204566,1.2819014,1.1622875,1.2595291,1.1486874,1.0593796,1.0509167,0.827535,0.79078794,0.5263108,1.0681503,0.8403983,0.92811894,0.9162535,0.63560146,1.2701199,0.8806245,0.93008804,1.2186852,1.0455171,1.1054809,1.0541661,1.1850961,1.0167372,1.2005496,1.2670299,1.091833,0.9406817,1.1275402,1.2146116,1.1563994,0.828546,0.8344587,1.0935689,1.0905982,0.90788853,1.1517241,0.8528602,1.0821376,1.2339289,1.1823392,0.8296192,0.69069886,0.53520507,0.9005775,0.927863,1.0047737,1.1593,1.0907297,1.2421887,1.0632181,0.62446356,1.1527661,1.0924695
