,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mop,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
bed,0.6223168,1.1782916,1.3386564,0.547047,1.5165768,1.3478868,1.250877,1.2321552,0.31891704,0.6256935,0.0,1.3037508,0.346408,0.6208476,1.280601,0.31285197,0.50301546,1.2945707,1.518976,1.3552122,0.7546806,1.3106322,1.0903299,1.1168318,1.2673035,1.4094715,1.2370507,1.5295105,0.657649,0.6056345,1.4723804,0.41287994,0.6924027,0.9867222,0.8058478,1.1915053,1.3144702,0.41653472,1.2639787,1.5329595,0.2693671,1.5623854,0.8724283,0.94510615,0.74603534,1.108933,0.659647,1.05793,0.83903813,1.2976896,1.3944788,0.83517134,1.147172,0.81527495,1.3945527,0.77893674,1.6177154,1.3000319,1.2606015,1.4697349,1.2268064,0.807806,0.6856518,1.3852705,1.0848095,0.5427947,1.5399761,0.83432823,1.0340543,1.5023882,1.1833162,0.5712573,0.83528304,0.98557746,0.5692555,1.4606788,0.39610934,1.5238752,0.63897574,0.9650704,0.9645455,0.88593686,1.3098553,0.56224674,1.1568286,1.418622,0.78417486,1.5534933,1.4997368,1.4655516,0.52247417,1.0205821,0.45235205,0.6458619,1.0616465,0.80151576,1.5231271,1.4750673,1.340142,1.2691567,1.3995445,1.224972,1.1170102,1.1045053,1.0794439,1.3651211,1.25967,0.78397816,1.1372671,1.4028869,0.5359531,1.2251575,0.85453564,0.79676753,1.3855423,0.5059461,0.6970526,1.0401436,1.2675939,0.41721302,0.69950616,0.37909257,1.5258963,0.7416025,1.6038305,1.0149,0.96606266,1.4961003,1.1722761,1.5150046,0.5609089,0.48295993,0.16104937,1.4480221,1.44306,1.2884718,1.4901545,0.681395,1.3990765,0.77572286,0.6823258,1.2100664,0.79622126,1.4414542,0.76518273
belt,1.3641596,1.1090629,0.9646631,1.3616676,0.58313453,0.805589,1.1283698,0.96100646,1.2855847,1.0389019,1.3037508,0.0,1.2927234,1.3561869,1.2194213,1.242459,1.1450937,0.6919168,0.39764935,0.7040473,1.263191,0.97649646,0.78344893,1.0830855,1.0201333,0.42883968,0.5270742,0.72437793,0.9195814,1.1310703,0.6420045,1.2479398,1.1313863,0.981719,1.153967,1.0072333,0.7229395,1.2158507,1.1908735,0.2382496,1.3786821,0.33548915,1.1909592,1.1728451,1.2789624,1.1057805,1.12298,1.0362756,1.1605759,0.9188123,0.9414469,0.96660995,1.1301874,1.212184,0.90100414,1.1463906,0.58456594,0.7865857,1.0673003,0.51666296,1.1605666,1.1914914,1.3625915,0.5687848,1.2243588,1.1021466,0.5867818,1.2590697,1.3424253,0.583796,1.1054775,1.315778,1.2252386,1.159152,1.2943604,0.64594555,1.3998988,0.39716864,1.2586929,1.1975734,1.154487,1.304055,0.89041245,1.1839792,1.0580384,0.27916503,1.085837,0.33522522,0.62508166,0.7911509,1.2592537,1.1591434,1.3749146,1.32467,0.9198448,1.1655053,0.27414805,0.24591827,0.41660905,1.0412133,0.4094231,0.9979674,0.9306106,0.8267945,1.2339972,0.9922447,1.0213982,1.2172595,0.88111943,0.6208778,1.2012762,1.2159827,1.2577649,1.1841748,0.7456699,1.3748558,1.4182956,1.2040671,0.9808454,1.2886086,1.2047598,1.2983625,0.31556636,1.0164716,0.4525485,1.2625144,1.2460898,0.7721666,1.0807016,0.8427869,1.2806804,1.3870962,1.2573142,0.45169717,0.8645618,0.42762154,0.6053808,1.115714,0.71017,1.2030599,1.109415,0.81490207,1.136235,0.22839272,1.0046707
bench,0.5726455,1.0571986,1.4464909,0.63131136,1.5707166,1.3259058,1.1223474,1.0127939,0.53342074,0.79091203,0.346408,1.2927234,0.0,0.87129474,1.1346861,0.6776359,0.61171013,1.0698235,1.4644084,1.2365731,0.62052196,1.3526196,0.8596226,1.0473988,1.0612257,1.1329883,1.2192463,1.354391,0.7325897,0.313281,1.3971448,0.56968665,0.8817334,0.7941858,0.6614005,1.184332,1.1422582,0.34187698,1.1638895,1.4074601,0.33526576,1.4710042,0.86203146,0.966237,0.7874886,1.164735,0.5784736,0.75349885,0.8928126,1.2565002,1.4404132,0.92175466,1.1434728,0.9567383,1.3035011,0.8409283,1.4538525,1.2577469,1.1185594,1.3479599,1.0638236,0.8982151,0.6948368,1.3974696,1.09779,0.54805386,1.42536,0.9215166,0.9862572,1.5001335,1.0486423,0.65721583,0.8786441,1.0685136,0.56045234,1.1306467,0.27425313,1.2933936,0.8058145,1.083359,0.90165734,0.9836373,1.2678399,0.75959337,1.1835097,1.5140308,0.9363454,1.4065654,1.4600351,1.4452618,0.52179927,1.0530559,0.661218,0.59425455,0.858783,0.955272,1.371167,1.3953992,1.3648515,1.0833219,1.2445198,1.1158966,1.099324,1.0458893,0.9757988,1.4513307,1.388967,0.78407055,0.9398746,1.3622015,0.48517638,1.0455214,0.99792403,0.79813504,1.256639,0.64791024,0.7161373,0.8900534,1.1438003,0.57521206,0.59943026,0.61885107,1.4393471,0.7897123,1.4658008,0.96510947,1.0233855,1.2727771,1.0768999,1.4448133,0.78262293,0.64117956,0.40103465,1.4272411,1.3850139,1.3147258,1.3188024,0.8941105,1.3490506,0.7717553,0.86391306,1.1439424,0.4939646,1.4784257,0.72544545
bib,0.66291255,0.96693313,1.247357,0.61911887,1.4314983,1.315649,1.0334795,1.0729774,0.71150756,0.94326776,0.6208476,1.3561869,0.87129474,0.0,0.97201234,0.6619493,0.73213845,1.101604,1.3881421,1.2953129,0.7520231,1.1718967,1.2619708,0.9849279,0.9920673,1.4052918,1.2463104,1.2196379,0.9425607,1.0353879,1.3730502,0.82504845,0.8029448,1.1502391,0.80011755,1.177108,1.2083743,0.7951232,0.9937907,1.4050802,0.5986708,1.3941367,0.8439132,0.9517556,0.8008925,0.89112866,1.061127,1.2921529,0.4761865,1.1532843,1.2980673,0.88052833,1.119482,0.85016805,1.1934781,0.7309195,1.2932692,1.2290068,1.0857809,1.3645383,0.87270975,0.87157255,0.73185205,1.2473719,0.86633664,0.9634052,1.2304243,0.8199649,0.8262285,1.24757,0.9698811,0.81308234,0.85180306,0.98505217,0.5900347,1.4261494,0.7836882,1.5356243,0.6660818,1.0032334,0.94397324,0.75736755,1.003344,0.80363715,1.1037853,1.3464696,0.9266793,1.3955252,1.3685554,1.3472724,0.82511,0.7736213,0.34324497,0.6060498,1.1344509,0.8550919,1.4498575,1.3848946,1.4432764,1.1157557,1.2162099,0.9366675,1.1030443,1.1557939,0.8997605,1.2136815,1.2039298,0.7495247,1.0839096,1.4181514,0.9138433,1.0017614,0.84592134,0.7461337,1.2077338,0.38037765,0.582685,0.82880646,1.2725894,0.81909335,1.0346678,0.6709614,1.4124807,0.86772513,1.3776574,0.8611917,0.90108144,1.4057322,1.1788315,1.2782089,0.6797844,0.48561072,0.7105818,1.3641984,1.2410936,1.146634,1.1841853,0.84375334,1.133244,0.9486576,0.85288674,1.2189833,1.119179,1.3783413,1.0497274
bird,0.8993634,0.6117816,1.0292485,1.0260165,1.1140397,1.097532,0.8721168,1.0150905,1.260239,1.0502156,1.280601,1.2194213,1.1346861,0.97201234,0.0,1.1287003,1.1772742,0.99962807,1.1403401,1.1636729,1.1543264,0.98249924,0.9066021,1.1246793,0.5595047,1.0030373,1.1716102,0.654227,1.0674101,1.0941967,0.98822254,1.2263747,1.1061687,0.89092726,0.9188536,1.0610377,0.8310287,1.1891623,0.8150377,0.9437955,1.242485,1.1369462,0.92647684,1.1586378,0.9959654,1.0332465,1.1320919,1.0215535,1.0322917,0.67049825,0.94810957,0.8967587,0.91073537,1.0430173,0.6523894,1.0970194,0.7162412,1.075754,0.58127844,0.8141476,0.7639595,1.1220978,1.0962021,0.8307784,0.83256745,1.0992819,0.9351243,0.9628496,0.7533207,0.9239614,0.78145444,1.1562505,1.0239933,1.1485081,0.9045709,0.74667054,1.097363,1.0008671,1.0999908,0.9552565,1.0977298,0.9414587,0.8710037,1.1841103,1.0132796,1.0413451,1.007465,0.8303579,0.876022,0.9731053,1.1447095,0.8399529,1.0881219,0.85106957,0.9874308,1.1428835,0.8882466,0.99903387,1.1638911,0.7885499,0.95698345,0.87021244,1.0905226,1.1364461,0.82857394,0.977686,1.0587862,0.97835946,0.97268766,0.9771216,1.180882,0.67471683,1.097947,1.0580742,0.89702743,1.0647262,0.89191115,0.7153904,0.9094716,1.1687177,1.1604426,1.2521838,0.85543436,1.1041479,0.97608113,0.78187424,1.0488588,0.7741461,0.95624924,0.7740847,1.1005514,1.1170489,1.2248074,1.1427171,0.64385456,1.0162084,0.8054051,1.0203073,1.0768629,1.1943432,1.1927197,1.1259358,0.92682505,1.0069046,1.1970631
blanket,0.74607325,1.1169271,1.2444288,0.77525616,1.3355951,1.1563236,1.1467772,1.1432309,0.711037,0.82035697,0.31285197,1.242459,0.6776359,0.6619493,1.1287003,0.0,0.5936383,1.0914258,1.3722725,1.1988376,0.88667554,1.21402,1.1274995,1.0841057,1.0525442,1.3006626,1.158556,1.3756219,0.81501156,0.78914756,1.3571453,0.7059136,0.7652103,0.98251855,0.75480497,1.0594165,1.2570086,0.71576035,1.1980147,1.3543963,0.6836238,1.411892,0.8890416,0.9676389,0.85133743,1.1368291,0.91452366,1.052896,0.8704101,1.2468369,1.2609367,0.80352986,0.9936058,0.9609388,1.30306,1.0007898,1.4096469,1.1942335,1.1416115,1.2955688,1.1051216,0.93222463,0.8072268,1.2862954,0.9234606,0.7915366,1.328742,0.98101765,1.0519259,1.3070645,1.1443064,0.82179195,0.7178727,1.0088137,0.743942,1.2472892,0.79270005,1.3732094,0.7581458,0.9303132,1.0126673,0.8127702,1.1618302,0.8095994,1.1168791,1.3215334,0.388911,1.3576956,1.302216,1.2983289,0.77860236,0.9336166,0.6664881,0.7687742,0.90514183,0.8876898,1.3622625,1.3620186,1.2268665,1.1618936,1.1695775,1.0940195,1.1060839,0.9408785,1.0942415,1.2444927,1.1859238,0.63026685,1.1221545,1.2155219,0.8669467,1.1924107,0.8927822,0.7411032,1.1910014,0.7186303,0.6717847,0.9949053,1.1200457,0.8036682,0.7774525,0.7105221,1.3732159,0.8311635,1.3869189,0.87279654,0.9458619,1.2898492,1.1847426,1.2781863,0.8179835,0.7020086,0.38152552,1.2428904,1.3425893,1.2018735,1.3775923,0.34458864,1.3147244,0.60587764,0.8258256,1.1405704,1.0269067,1.3182592,0.7911403
boat,0.8112824,1.3197229,1.2224205,0.8759995,1.2382424,1.0632256,1.029325,0.9584764,0.5406441,0.8826606,0.50301546,1.1450937,0.61171013,0.73213845,1.1772742,0.5936383,0.0,0.88753694,1.2475888,0.96024907,0.6398894,1.1940442,0.987564,0.9488881,1.1992538,1.2653608,1.0882757,1.3650972,0.8917814,0.77958924,1.139882,0.7928985,0.9924752,1.0958656,0.86076057,1.08148,1.320543,0.8293725,1.2203687,1.2248201,0.6285767,1.2427689,0.89312613,0.8010222,1.0062431,0.96964717,0.91012096,0.89240056,0.95314974,1.3363117,1.290904,0.9940701,1.1550034,1.011409,1.3669093,0.8295188,1.3711687,1.1874468,1.2986301,1.1532886,0.9135875,1.0190043,0.7690505,1.2784371,1.106032,0.8406047,1.2253057,1.0863212,1.1494776,1.2939057,1.0184977,0.6985862,0.9852395,0.97295696,0.9277441,1.0843753,0.7952355,1.2536373,0.88275194,0.8875687,0.9062456,0.9889301,1.1348944,0.80718786,1.1617069,1.2799411,0.800548,1.3601937,1.4126804,1.211721,0.75857526,0.9766529,0.79695624,0.96508396,0.86131966,0.82143617,1.2405144,1.2313102,1.2504478,1.1856316,1.2780361,1.0416528,1.1316972,0.79726166,0.9695059,1.233263,1.174345,0.6614032,0.9194486,1.2055088,0.79959166,1.3279703,0.8350225,0.95106375,1.040351,0.84500325,0.8358773,1.2259198,1.0086201,0.7364118,0.5766237,0.64217854,1.3381035,0.79194164,1.2326597,1.1667967,0.93296635,1.1342278,1.0048764,1.2812765,0.7580189,0.87381136,0.4126178,1.0361761,1.4300804,1.2252283,1.1687791,0.7996455,0.98153764,0.6267532,0.8261861,1.1208581,0.8940282,1.2629154,0.9050913
book,1.2218114,1.1051029,0.9933868,1.3480499,0.8097409,0.9164015,0.8651997,0.5540531,1.3657544,1.2632266,1.2945707,0.6919168,1.0698235,1.101604,0.99962807,1.0914258,0.88753694,0.0,0.63013077,0.65195394,0.66753423,0.92959744,0.8377703,0.8605849,0.89565206,0.6503921,0.67441523,0.81826055,1.3006237,1.0236592,0.7027454,1.2715132,1.2502747,1.1291363,0.8490856,0.9167042,0.92584175,1.1885517,1.0652641,0.5104791,1.1727407,0.5708635,1.0675942,1.0023452,1.328106,0.89976776,1.2286167,0.73869634,1.2364185,1.0834664,1.0873226,1.197145,1.0786079,1.2992263,0.98743534,1.0837897,0.7494271,0.802124,1.0566064,0.6437987,0.7777589,1.1716063,1.2090075,0.87523705,1.0520627,1.3123612,0.495103,1.3757765,1.2166733,0.77844024,1.0534897,1.2440685,1.072939,1.0703404,1.3330436,0.4822173,1.327831,0.60965395,1.1972059,1.1900933,0.8540268,1.1695242,0.7942532,1.289224,1.0526965,0.8352729,0.7901583,0.7217919,0.9255542,0.93685234,1.1731764,0.9800429,1.346845,1.3615735,0.3630092,1.1831108,0.570635,0.68971276,0.8358088,1.0056665,0.5583607,0.8367233,0.96499205,0.6909989,1.0345049,1.0085789,1.0330455,0.8212389,0.59434956,0.7884568,1.2393036,1.1531323,1.1932795,1.1545924,0.59623116,1.3941338,1.0529681,1.1796863,0.7779463,1.3815141,1.0107607,1.2424207,0.704225,1.1101909,0.4920647,1.0778025,1.1537645,0.66103065,0.9817161,0.8119433,1.2342114,1.4410915,1.2311888,0.5591271,1.0188129,0.76661456,0.6473404,0.8698584,0.53342664,0.7902944,1.2032963,0.7689772,1.0802896,0.7789612,0.9447985
bottle,1.5694337,1.251929,0.6706398,1.5080569,0.38092208,0.71616423,1.1115865,0.6905714,1.4586322,1.3185551,1.518976,0.39764935,1.4644084,1.3881421,1.1403401,1.3722725,1.2475888,0.63013077,0.0,0.6065247,1.1410333,0.7508515,0.86183053,0.7960504,1.0541768,0.43566656,0.43085063,0.8311959,1.2631955,1.1426618,0.43474048,1.300532,1.2505363,1.232873,1.3315148,0.9591155,1.0118693,1.3752677,1.0926015,0.37534785,1.489337,0.11723578,1.1324767,1.121436,1.4036033,0.843446,1.1490934,0.9388673,1.1713717,1.081034,0.8062953,1.200617,1.1459321,1.2679772,1.0243455,1.2214736,0.5747219,0.53425807,1.208305,0.4022885,1.070792,1.1934993,1.2267613,0.7250612,1.1861427,1.3650067,0.54391146,1.3386991,1.391731,0.51073533,0.97937536,1.3539212,1.0914131,0.88580644,1.5033648,0.5168282,1.4278672,0.35798573,1.2894399,1.2170641,0.938836,1.3162788,0.61916715,1.2763001,0.8773868,0.4064129,1.0949767,0.48410404,0.7124543,0.7189692,1.3459518,1.2303236,1.4704945,1.4468222,0.90445685,1.198536,0.38121164,0.40556592,0.42920136,1.1964849,0.54167676,1.0906389,0.7280701,0.9101681,1.0867107,0.70925444,0.7141927,1.0983294,0.81746817,0.5902492,1.2444915,1.1666356,1.2700697,1.1632755,0.5501749,1.4967902,1.4190398,1.2832364,0.67087716,1.3322357,1.2523128,1.397049,0.5405465,1.1460958,0.28775918,1.2404647,1.240406,0.4735564,0.73822975,0.7290261,1.3160511,1.4934988,1.4219494,0.4010815,0.9225768,0.6176747,0.53816354,1.1618572,0.5035293,1.1987895,1.1545107,0.5604737,1.0705655,0.32798982,1.1178529
bowl,1.3753259,1.2327652,0.8353447,1.4740194,0.680388,0.8168964,0.78010803,0.6409075,1.2423459,1.2438289,1.3552122,0.7040473,1.2365731,1.2953129,1.1636729,1.1988376,0.96024907,0.65195394,0.6065247,0.0,0.92776406,0.70954025,0.9724845,0.5834416,1.103393,0.74257463,0.70954305,0.9411939,1.2874846,1.1206857,0.761941,1.2834241,1.3034242,1.1265274,1.2620473,0.73482543,0.9911134,1.290016,0.94539183,0.67606986,1.3331552,0.49557078,1.0932255,0.4434901,1.29089,1.0016363,1.2467453,0.8212772,1.1539288,1.2050753,0.96781445,1.273055,1.0819992,1.3361418,1.1344932,1.2039739,0.7824516,0.8534148,1.1952927,0.7561938,0.9757681,1.19805,1.0023236,1.0339168,1.0893222,1.306999,0.7046999,1.4113791,1.3138666,0.81901634,1.1030701,1.1486293,1.1309841,0.7599571,1.4344937,0.6180767,1.4005439,0.701203,1.2316487,0.86808753,0.7895812,1.1825124,0.87957245,1.2361412,0.84484464,0.8941134,0.88529384,0.8047762,0.99591976,0.7808529,1.0904974,0.97249204,1.4063402,1.4145555,0.82470745,0.9671989,0.7125765,0.81105095,0.8131294,0.8382011,0.7883327,0.6125367,0.99874985,0.28919142,1.0974956,0.8587469,0.85663795,0.9791117,0.87248534,0.82534087,1.1631361,1.3373531,0.591498,1.2525039,0.7120943,1.4395056,1.2769485,1.3023474,0.56297505,1.3195999,0.73189557,1.2823143,0.83111167,1.06729,0.5462972,1.1966398,0.58462465,0.5290216,1.0108141,0.87636894,1.2821461,1.4279025,1.2135869,0.38984907,1.1392013,0.8411084,0.77084297,0.9715974,0.65399116,0.58745444,1.18971,0.72220075,1.1363405,0.83599997,1.1196847
box,0.8988139,1.1980833,1.2199522,0.96622,1.2977439,1.1453037,0.9399118,0.4586103,0.7812653,1.190943,0.7546806,1.263191,0.62052196,0.7520231,1.1543264,0.88667554,0.6398894,0.66753423,1.1410333,0.92776406,0.0,1.1517249,0.94510597,0.72739935,1.107655,1.0494823,1.1889504,1.2695585,1.2359669,0.734894,1.1527585,0.68812954,1.0740501,1.2095174,0.8823359,0.9578286,1.2006795,0.7818543,1.1172522,1.3082685,0.43872058,1.1729468,0.8611537,0.69030714,1.0838051,0.73731816,0.8787688,0.7249268,0.8819168,1.2587469,1.3184468,1.2679667,1.1666845,1.0660604,1.2855419,0.7667446,1.3495154,0.95446414,1.2759153,1.2925079,0.83292615,0.9204353,0.7624773,1.3995569,1.0986006,1.0856936,1.1030754,1.1217166,1.0380038,1.3146162,0.9848878,0.81307364,0.8639191,0.78059065,1.0206863,1.1737796,0.72956675,1.262882,0.793017,1.0370452,0.6582184,1.0048454,1.0095377,1.0266243,1.0658348,1.4328609,1.002793,1.3597026,1.3427222,1.2067443,0.7463657,0.9582855,0.80341524,0.97001463,0.730659,0.93370056,1.3607585,1.3292696,1.2153475,1.1741099,1.2207934,0.94544524,0.9693841,0.9478529,0.8811796,1.243092,1.1605456,0.6410978,0.73390794,1.2720464,0.75969833,1.1921391,0.86162686,0.9500355,1.0656936,0.8711869,0.724328,1.0282313,1.00911,0.8437468,0.76354116,0.6747458,1.4015561,0.9828283,1.2540338,1.0620811,0.9391825,1.1864828,0.95573586,1.1710651,0.85338295,0.9111184,0.7567817,1.1098729,1.3730772,1.2491616,1.1424515,1.0020036,0.7402781,0.5773721,0.9408019,0.9790537,0.8449292,1.3991594,0.91195107
bread,1.2190424,1.0459503,0.58263946,1.321001,0.74450934,0.995139,0.845722,0.8545415,1.3244183,1.0655507,1.3106322,0.97649646,1.3526196,1.1718967,0.98249924,1.21402,1.1940442,0.92959744,0.7508515,0.70954025,1.1517249,0.0,1.1632735,0.9651486,1.0452691,1.0490738,0.87684816,0.9087956,1.1975945,1.252677,0.8235574,1.2892542,1.0705836,1.0844225,1.3672704,0.75456125,1.0503914,1.2615259,0.3191179,0.88341695,1.3323777,0.80408263,0.9693128,0.9204474,0.9478537,0.74904084,1.2251859,1.0511866,1.1135886,1.1167495,0.8420962,1.1555123,0.9517359,1.1937271,1.0505539,1.1916,0.77557546,0.7576461,1.0687474,0.8936975,0.829878,0.9482999,1.2501035,0.96442693,0.8840258,1.2721586,0.87515974,1.2226716,1.1371781,0.7720981,0.9315095,1.2636518,0.9054976,0.99861723,1.3354175,0.8883232,1.307579,0.86806345,1.2003696,1.0728993,1.074282,0.99508566,0.91092503,1.173554,0.13154888,0.8967003,0.8693081,0.9538235,0.97376347,0.7647177,1.2585881,0.9300542,1.2952018,1.3021468,1.0735577,1.028998,0.888432,0.9210861,0.8881322,0.97609377,0.90849745,0.8615947,0.8897409,0.87942266,0.9109697,0.49865234,0.5517733,1.0652384,1.0241435,0.67033535,1.311917,1.094121,0.93301165,1.1422968,0.82359713,1.2990856,1.1419659,1.2549752,0.7015623,1.325368,1.1971374,1.2575018,0.8917699,1.1571056,0.7174268,1.0899935,0.91858923,0.69715095,0.908878,0.8512294,1.1709534,1.3010101,1.2650373,0.79487085,0.96215415,0.9496066,0.94760716,0.9060794,0.7430259,0.99353606,1.1531448,0.77656484,1.2266071,0.88369626,1.2335624
broom,1.1303052,1.0569158,1.112175,1.0460492,0.97279155,0.93890446,0.9915112,0.87300897,1.0597721,1.1873102,1.0903299,0.78344893,0.8596226,1.2619708,0.9066021,1.1274995,0.987564,0.8377703,0.86183053,0.9724845,0.94510597,1.1632735,0.0,1.0814869,0.9482501,0.626128,0.98677325,0.9313418,1.0939215,0.82574123,0.85290086,0.93170804,1.0966793,0.9215824,0.9831973,0.95148844,0.75602674,1.007466,1.1718662,0.72640336,1.003929,0.8893312,1.1506449,1.049984,1.2546313,1.056659,0.7507893,0.73129535,1.1114295,1.0008991,1.0693244,1.1264848,1.0854973,1.152852,1.024611,1.1532112,1.0090226,0.9908994,1.039733,0.70534825,0.9730682,1.0840316,1.1514217,1.0132886,1.2499892,1.0152092,1.0092523,1.150677,1.1972184,1.0825373,1.0739182,1.035894,1.1157051,1.0074711,1.0923299,0.56305504,0.87772924,0.60157126,1.1440371,1.0968394,0.78844166,1.2538972,0.898852,1.1397913,1.0999026,0.9793905,1.0719111,0.74054277,0.92285216,0.9811245,1.0171685,1.2013491,1.173552,1.0585828,0.7158109,1.110359,0.71535766,0.7707758,0.8262814,0.94793385,0.8807098,1.0724329,1.0153538,1.0308472,1.0625875,1.1457617,1.1198626,0.9387481,0.77970207,0.97450763,0.84461796,1.1695055,1.1713116,1.1011946,0.82254976,1.1774919,1.1787503,1.0528618,0.78027296,0.9089574,0.8964081,1.1412773,0.8728983,1.1064162,0.8551757,1.0697786,1.1210942,0.7386014,0.876297,0.97230667,1.1076441,1.1944613,1.0669136,0.90360564,1.0366367,0.95281255,0.79166317,1.0985335,0.9566848,1.0764043,1.070098,0.9178176,0.51979154,0.9646203,0.89129394
bucket,1.1589364,1.2285795,0.9455767,1.1801429,0.93594533,0.93707615,0.9063683,0.7526627,1.0699021,1.2572055,1.1168318,1.0830855,1.0473988,0.9849279,1.1246793,1.0841057,0.9488881,0.8605849,0.7960504,0.5834416,0.72739935,0.9651486,1.0814869,0.0,1.1554565,0.88655627,0.9379429,1.1958673,1.2846094,0.9627119,0.94186735,1.0209577,1.2095804,1.2040311,1.1619515,0.9847893,1.1921935,1.0668887,1.0760992,1.1511397,1.0229335,0.7310978,1.0258609,0.62905586,0.81656426,0.8963015,1.0496234,0.90353733,0.9982085,1.2718688,1.021786,1.3181903,1.1379731,1.1863511,1.236621,1.0714699,0.9792615,0.96505827,1.1727271,1.1137879,0.97089934,1.0406804,0.6781473,1.3188145,0.6358387,1.2587597,0.9378334,1.226544,1.164483,0.98979324,1.0638051,0.942097,0.9125668,0.41122007,1.2198622,0.99305737,1.0517533,1.0271205,0.9835598,0.92971265,0.47810888,0.6565268,0.9032049,0.87757933,0.9544741,1.2014049,0.87078774,1.1142614,1.1861181,0.98966503,0.91713995,0.99245507,1.1286778,1.1704348,0.7985929,0.9544905,1.1635567,1.211078,0.9698501,0.97227824,1.0376049,1.0581532,1.0150476,0.8342552,0.99940634,1.000169,0.9329085,0.84927505,0.93436396,1.1091242,0.89487094,1.2124411,0.81996787,1.047573,0.9158268,1.1706005,0.8961403,1.1923928,0.74027324,1.0850308,0.68785375,1.073915,1.2457755,1.049834,0.9299295,1.0171261,0.70324206,0.8548862,0.8385296,1.0067916,0.8384112,1.1504331,1.0368308,0.77313364,1.2636378,1.164964,1.0186651,0.9545677,0.8321674,0.8023848,1.067348,0.817311,0.94003534,1.17571,1.0001343
butterfly,0.8874331,0.6158817,1.0665596,1.1647882,1.0707663,0.9862103,0.955869,0.86407995,1.305615,1.059191,1.2673035,1.0201333,1.0612257,0.9920673,0.5595047,1.0525442,1.1992538,0.89565206,1.0541768,1.103393,1.107655,1.0452691,0.9482501,1.1554565,0.0,0.6842491,1.1217201,0.59220034,0.90282166,0.8178221,0.89148635,1.2162244,1.1166915,0.75581,0.8581206,1.0416169,0.63411844,0.96938276,0.8923886,0.86605674,1.1617422,1.0273892,0.9493383,1.2704792,1.1135938,1.1346503,1.0715657,1.1195174,0.94338065,0.7076006,1.0256582,0.686057,1.0083582,1.1060752,0.7316664,1.121078,0.7215777,1.0133283,0.5677735,0.85317504,0.7967897,1.1757658,1.1239768,0.84235644,0.9602677,1.0271682,0.8762757,1.0553926,0.9480929,0.8210226,0.7741431,1.2302605,0.89395577,1.2208213,0.8111912,0.8421731,1.074889,0.81010234,1.0696583,1.1234046,1.1613257,1.0933391,0.76360106,1.3424975,1.0355343,0.9914525,0.92943585,0.6619618,0.8351201,1.0025897,1.1765821,0.7913878,1.0702877,0.7068731,0.9676142,1.3358603,0.88847584,1.0182143,1.0715599,0.7693168,0.6064631,0.8163494,1.1073954,1.1060859,0.8859909,1.0329947,1.1093595,0.9861843,0.8806579,0.82467425,1.1916916,0.71252745,1.306875,0.94677687,0.9174231,1.0190123,0.9140619,0.537058,1.1380446,1.251045,1.2551744,1.3039083,0.6934594,1.0471494,0.8553386,0.86752796,1.2349175,0.9505347,1.1535132,0.72106,1.2640973,1.1134529,1.2590586,1.0100116,0.70712715,0.9262415,0.8302314,0.9602912,1.0460223,1.2345624,1.3050898,1.1188238,0.9242103,0.97581387,1.1145751
