,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,game,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tricycle,vacuum,watch,window
bed,0.52173644,1.2324936,1.4244132,1.3293467,0.6327491,1.3754227,1.3920947,1.3794307,0.668965,0.5154966,0.0,1.3720927,0.37898678,1.0487651,1.2651163,0.33246875,0.4989003,0.9906175,1.4085325,1.0259529,0.5589941,1.1347587,1.18756,1.289752,1.2098169,1.3785483,1.0485444,1.2540039,0.7968749,0.8924565,1.2170459,0.4082861,0.99304634,0.9418851,1.0811433,1.1085284,1.1989986,0.30498505,0.9618614,1.4297506,0.19833094,1.3997736,0.89380467,0.72244465,0.81383705,0.7647937,0.8603302,0.8317156,1.1082234,1.2741838,1.362777,0.9508773,1.1510496,0.7344183,1.3211516,0.6370256,1.3544271,1.3459976,1.3106065,1.4457388,1.2283891,0.77445513,0.6719762,1.3813875,1.2960479,0.7787438,1.4817921,0.8175465,0.89149654,0.93445027,1.441045,0.48769277,1.0177158,1.1633217,0.60975474,1.2761735,0.806417,1.3787398,1.0172952,1.3194672,1.0771755,0.8454466,0.7683834,1.1862141,1.1142291,1.3571583,1.2611414,1.3553153,1.3021996,1.2990563,0.711499,0.47548974,0.69180465,0.7971092,1.2151921,1.4028101,1.4429474,1.1920749,1.4289229,1.0121958,0.9209347,1.1881292,1.1329173,1.1078603,0.9283969,1.2399269,0.82568467,1.2484075,1.114506,1.0254114,0.8401601,1.0998449,0.58420193,1.228214,1.094875,1.4609842,0.62879723,0.60899115,0.49687952,1.4434994,1.5629231,1.0421731,1.0819217,1.5317755,1.2185149,1.4213991,0.8290274,0.6234131,0.36860526,1.3687407,1.4141197,1.3888365,0.9067209,1.1845033,1.035816,0.68577564,0.92911655,0.96390665,1.3954753,0.6752275
belt,1.5511295,0.33283246,0.41765094,1.147047,1.3749305,0.6859996,0.7108357,0.8418536,1.0622898,1.514312,1.3720927,0.0,1.3460711,0.98734874,0.8612437,1.3766893,1.3348503,0.9502303,0.49511933,1.1382513,1.408746,1.1427875,0.72631526,0.77845573,0.7634922,0.30632424,0.77845436,0.77886736,0.8431385,0.88531566,0.45091796,1.3426707,1.1695164,1.2368814,0.98539996,1.3219476,1.0147269,1.3576319,1.3926609,0.27815938,1.3786163,0.6393504,1.3004694,1.2243189,1.293478,1.0864271,1.113176,1.3219455,0.99193925,0.86335456,0.75712097,1.0075237,0.9647823,1.3596509,0.73539627,1.194244,0.5365499,0.5776805,0.6215491,0.44967216,0.84384876,1.2529755,1.4664459,0.2638567,1.0125942,1.0560975,0.6294542,1.3034079,1.3438681,1.3196037,0.50931174,1.523315,1.0441858,0.89626944,1.2826192,0.72462356,1.1264497,0.4131322,1.2031919,0.94641054,1.1758829,1.4276216,1.2021471,0.9938097,1.2663021,0.4611981,0.5603362,0.633887,0.6991255,0.9359086,1.2620451,1.4236264,1.2487156,1.1884588,1.0731051,0.4622193,0.49860775,1.1000053,0.6665029,0.49727768,1.3449394,0.64454234,0.9670614,1.1121559,1.2245939,0.28602302,1.0770588,0.85198075,1.0770848,1.0994219,1.30986,1.1180947,1.3948038,1.0422329,0.8200568,0.33187675,1.1634294,1.4958856,1.3493092,0.25356108,0.41387206,0.7652364,1.0084171,0.49483716,0.9702883,0.49249244,1.195587,1.2949692,1.5135908,0.55670905,0.5661216,0.5113083,1.3862789,0.5986419,0.9046871,1.4823313,1.0215789,0.7704265,0.44864964,1.1515932
bench,0.49431682,1.1750797,1.4881439,1.1692349,0.611949,1.5045829,1.4973733,1.2954171,0.8769902,0.42987275,0.37898678,1.3460711,0.0,1.1315773,1.284977,0.45776284,0.688435,0.98143786,1.4987032,0.9850356,0.5945216,1.0196027,1.0249445,1.2200267,1.2271843,1.3180025,1.0043153,1.1145755,0.7915029,0.6489097,1.4178942,0.52865183,0.86517054,0.9142028,0.9479088,1.0258775,1.1802132,0.23214805,0.8156043,1.5457728,0.5181868,1.3429182,0.8161591,0.7982849,0.93048227,0.7630501,0.7109563,0.7597549,1.0476015,1.2944113,1.5001082,0.9752614,1.2403724,0.79785687,1.215112,0.8706902,1.2971483,1.4851898,1.2164421,1.3606669,1.3483987,0.8996094,0.6932388,1.450308,1.193666,0.97358173,1.5291067,0.85239494,0.90965164,0.80609715,1.5120806,0.5441957,0.902258,1.1566087,0.40050006,1.1358567,0.5933524,1.3962692,1.0171044,1.2457467,1.0230672,0.6551978,0.8067423,1.2507261,1.0803739,1.5399451,1.0675476,1.4274106,1.2962021,1.3072855,0.5594378,0.5781121,0.50245553,0.8237198,1.2861445,1.4355292,1.4704225,1.0027697,1.309297,0.80390817,0.93122023,1.1587769,1.1915306,1.2835892,0.7635602,1.1019253,0.76933163,1.1885345,0.9709692,0.96869004,0.9160931,1.0939454,0.5746318,1.1917496,0.8226299,1.4289458,0.73044115,0.43684006,0.7408806,1.5564475,1.5847611,0.8110003,0.9104394,1.4264361,1.2277222,1.5350089,0.6604681,0.66224504,0.21737784,1.4276997,1.4356484,1.4802729,0.9110125,1.1368163,1.3759778,0.6359384,0.9625859,0.75905764,1.5248773,0.66318107
bib,0.9245532,1.0866032,0.9809837,0.9184261,0.91959846,1.0719129,1.0889373,0.5211396,1.1061026,1.070119,1.0487651,0.98734874,1.1315773,0.0,1.1105559,0.83619505,1.0456686,0.8271945,0.95950985,0.9656076,1.0228677,0.7474116,1.0441843,1.1032708,1.1213912,1.1294696,1.0947104,1.0493135,1.1031466,1.1481255,0.98901874,1.1648777,0.95023715,0.9490617,1.1104769,0.96871966,0.80510396,1.1292881,0.8019471,0.93445927,1.1132936,0.9877336,1.0909865,1.0370989,0.9431975,1.2558348,1.2957722,0.6787499,1.095411,1.0873407,0.97467965,1.0155766,1.0007809,1.0302206,1.1285282,1.0098338,1.0004681,0.96330255,1.0695531,0.91331977,1.0385877,0.9549683,1.208975,1.0591478,0.95608395,1.0065907,0.88456625,1.0706569,0.8489487,1.0997493,1.0311383,1.1640509,1.034054,0.98838204,1.0820167,0.9588296,1.2729869,1.1316731,0.91930956,0.8573073,1.0417385,1.0384246,1.1574926,1.102445,0.96952,0.96180236,0.8614464,0.81055945,1.1864061,1.0166374,1.194892,0.67711586,1.0914994,0.9653981,0.91854477,0.9393571,0.93885314,1.0930824,0.74041784,1.1815249,0.6883833,1.0762894,0.73517925,0.88328,1.0316198,1.1372916,1.1946678,1.107491,0.78350174,0.9974777,0.62913615,1.065364,0.7928469,1.095094,1.0478455,1.0115949,1.1021987,1.102804,1.0412462,0.9429953,0.9477981,1.1131375,0.8958319,1.007444,1.1893716,0.86389756,1.2348417,0.8435114,1.105252,0.942161,1.0547408,0.8943144,1.0199928,0.7705408,0.9639685,0.7978308,1.083199,1.2960565,0.9700202,1.1947845
bird,1.0890465,0.8218865,0.8420377,0.9401909,1.2952093,0.81583416,0.8798131,0.89050114,1.2408861,1.2989616,1.2651163,0.8612437,1.284977,1.1105559,0.0,1.27812,1.0764916,1.0536317,0.88724715,1.2594402,1.2973698,0.95614237,0.8993286,1.0075928,0.9197271,0.96446365,0.7421252,0.77172494,1.1139928,1.1580206,0.71336114,1.2392405,1.1418737,1.1135464,1.0152023,0.93546045,0.96499884,1.1890407,1.0418812,0.8052382,1.3253944,1.0064268,1.2001672,0.9029344,0.91720104,1.0963821,1.0337929,1.1705251,0.18006063,0.933816,0.8498543,1.1270787,0.916662,1.0448444,0.9213861,1.1101665,0.81914616,0.77436197,0.8196565,0.7493448,0.36952162,1.1906067,1.2160944,0.8861194,0.89955556,1.0384743,0.68054616,1.1157392,1.0690701,1.1881448,0.7281295,1.1438318,1.0125028,1.0885729,1.1523796,0.9516134,1.0219728,0.86121625,1.2393808,1.0990263,1.084513,1.1978489,0.92671245,0.9474208,0.9001533,0.816459,0.94966173,1.0564117,0.84704745,0.8343326,1.2486701,1.3561038,1.0960902,1.1866146,0.8881703,0.8439981,0.84349227,0.74179226,0.9249215,1.0377476,1.2412724,0.6686404,1.0945532,0.96683705,1.0977223,0.9347697,1.1617475,0.16366404,1.1331933,1.1393188,1.260124,0.97750634,1.2048514,0.8194683,1.0455391,0.96301836,1.1948706,1.2988882,1.2176385,0.6906384,0.7712457,1.0750142,1.0522374,0.8073591,0.7458215,0.86004853,0.8921027,1.227509,1.3041054,0.81588644,0.7994497,0.70404506,1.2416366,1.0261105,0.8220422,1.3001034,0.8746264,1.020345,0.772923,1.2564908
blanket,0.3931266,1.2025383,1.4007705,1.1693642,0.5518639,1.3668511,1.40921,1.2329533,0.9886447,0.6008332,0.33246875,1.3766893,0.45776284,0.83619505,1.27812,0.0,0.64135426,1.0478987,1.4972132,1.0444399,0.733329,0.9352601,1.0973208,1.3867486,1.2661045,1.4854816,1.0610061,1.1127676,0.7624025,1.0947496,1.3175606,0.6479757,0.8529877,0.9483067,1.0246685,0.98938614,1.0928341,0.42135078,0.81903183,1.4494096,0.62175554,1.44436,0.8180758,0.78046954,0.85445887,0.9968244,1.0175359,0.6749836,1.082647,1.174279,1.3737919,0.84871936,1.1193027,0.82102525,1.2196624,0.7872425,1.2363868,1.3687603,1.1802497,1.3946847,1.2109287,0.76969534,0.72049785,1.4099281,1.0184357,0.84638447,1.3464575,0.90244186,0.8178674,0.84260523,1.421588,0.6413583,0.7270792,1.2769868,0.49628836,1.3241272,1.0099621,1.4905326,0.981186,1.2255507,1.1800076,0.6234013,0.9244207,1.1791501,1.0033103,1.3906674,0.92515725,1.2444373,1.230501,1.2269732,0.89658546,0.38176364,0.5908332,0.82725656,1.2166569,1.4682677,1.496877,1.1191175,1.2513149,0.8065503,0.80219513,1.2417777,1.1656568,1.103147,0.75996304,1.2970375,1.107612,1.2232476,0.99532396,0.9957723,0.68846583,1.1098621,0.5552435,1.2073029,0.9150393,1.4692867,0.77483666,0.6527184,0.6022082,1.4359347,1.5770099,0.8112731,0.9768958,1.5449508,1.2518013,1.4145645,0.9917367,0.6114609,0.5198301,1.390407,1.3547301,1.340897,0.9532086,0.86213505,1.2190504,0.7417165,0.9900972,1.1448187,1.4140975,0.8151372
boat,0.62278455,1.2688615,1.3443736,1.229208,0.8021894,1.2469625,1.2911972,1.1736219,0.7900838,0.6199827,0.4989003,1.3348503,0.688435,1.0456686,1.0764916,0.64135426,0.0,0.8174902,1.3384755,0.9370732,0.47323334,1.0943832,1.2414948,1.1294962,1.1392677,1.3739451,0.9276936,1.2326465,1.0042437,1.0951531,1.0231764,0.72674227,1.0744796,0.857724,1.1213568,1.0347335,1.1074827,0.70035213,0.9580815,1.3246856,0.5783279,1.2810707,0.8613555,0.825413,0.7993809,0.9960496,0.91653836,0.94328564,0.96697706,1.2369975,1.3003145,1.0191954,1.0900189,0.8650832,1.3312441,0.52185374,1.2826754,1.2892675,1.352921,1.3212847,0.99234706,0.6973469,0.88877803,1.3762596,1.2194555,0.57142735,1.3095865,0.9774044,0.7543533,1.0412024,1.3651676,0.65794516,1.2086848,1.084874,0.83699906,1.166673,0.9380932,1.2908237,0.97242683,1.1891629,0.9636845,0.94764733,0.8142557,1.1097772,1.1053467,1.3143914,1.2659674,1.330281,1.3358133,1.2520485,0.87322974,0.7703519,0.90804785,0.77805483,1.07205,1.3117256,1.3452382,1.0891066,1.3061748,1.266261,0.94991106,1.1720371,0.9911191,1.0170385,0.9884445,1.2128909,1.0247649,1.1767237,1.0472004,1.0804609,0.90165824,0.8615975,0.8392358,1.1968005,1.2224977,1.4086778,0.8864207,0.64776397,0.42977083,1.3571895,1.465212,1.1047995,0.9812301,1.4404359,1.0188402,1.36327,0.97676206,0.8106934,0.53642064,1.165291,1.3891637,1.3511248,0.92116416,1.2540861,0.7991302,0.62470156,0.9047401,1.0668572,1.3361304,0.8558936
book,1.175828,0.9954942,0.9733049,1.0872953,1.1854663,0.9849484,0.9842192,0.6929108,0.6264272,1.1377281,0.9906175,0.9502303,0.98143786,0.8271945,1.0536317,1.0478987,0.8174902,0.0,0.870281,0.8990187,0.4402079,1.0428705,1.1711167,0.7689457,0.84850025,0.87513304,0.9416652,1.0922086,1.3141263,0.8891131,0.82375264,1.0998209,1.2694863,1.1338454,0.9875396,1.0364921,0.81370527,1.1764814,0.9538452,0.8253664,0.9022037,0.83809954,1.0946596,0.9532846,0.8726575,1.1607677,0.9768411,1.1846704,1.0693918,1.2488859,0.94151497,1.2994169,1.0410112,1.2485569,1.1882727,0.99301744,0.9522641,0.8564544,1.1776347,0.7994758,0.8398375,0.63561296,1.3360496,1.087562,1.0119838,0.9111987,0.8117058,1.2750391,0.9360475,1.1902401,1.0041856,1.1216898,1.1286827,0.71609616,1.3030741,0.5981372,1.0862973,0.980254,0.8378032,0.9099648,0.85270447,1.1667387,1.0821192,1.2132561,1.074686,1.0422034,0.82645553,1.1417315,1.2881029,0.9645074,0.9238108,1.227452,1.3716139,0.5656293,0.88801044,0.74386555,0.7910553,0.98342603,0.92525446,1.099587,0.8846724,0.90584177,0.7885477,0.8967287,0.82446635,0.85795367,0.9229357,1.0505229,0.9664277,0.9541765,1.1159202,0.7052569,1.270101,1.0317565,1.2777874,0.9379846,1.2518991,1.14153,0.9402025,0.9694881,0.9876271,1.1019816,1.0804651,0.94939035,1.0678769,0.93361187,1.1875801,1.2351904,1.0483613,0.7527714,1.1935271,1.0706028,1.0125587,0.7977637,0.56473124,0.80486524,0.9972741,1.080142,1.0699009,1.0723009
bottle,1.6315833,0.7247737,0.5266577,1.0879672,1.4148641,0.447003,0.4274571,0.7925416,0.94719183,1.4709079,1.4085325,0.49511933,1.4987032,0.95950985,0.88724715,1.4972132,1.3384755,0.870281,0.0,0.9718446,1.3264718,1.3018054,0.98497224,0.46395653,0.739643,0.3273617,0.7645862,1.1909096,1.0865011,0.86602265,0.4130227,1.2764174,1.1862959,1.2306824,1.0307323,1.2919513,0.9232148,1.4201131,1.3739483,0.22929192,1.2982616,0.25611138,1.3482614,1.0921663,1.1775246,1.0513264,1.1867433,1.2847975,1.1239815,0.9731856,0.5478226,1.0269586,1.0639558,1.2758896,0.87317973,1.2176737,0.6165902,0.3205666,0.92250896,0.5346202,0.91953415,1.2738369,1.2910323,0.38998914,1.0095545,1.1096896,0.5642216,1.2115071,1.3603312,1.3826666,0.32512993,1.4412553,1.2086222,0.6004087,1.4444535,0.69594175,1.0757602,0.32767856,1.1048276,0.79154444,0.8607418,1.5415795,1.1724586,1.1005682,1.2028183,0.25906116,0.7523012,0.80247784,0.8945761,0.92698467,1.165324,1.4178472,1.4135795,1.1722194,0.94150305,0.33602637,0.38060522,1.0550728,0.9706942,0.9363199,1.2360692,0.7620859,0.78098917,1.0228307,1.1777921,0.5556476,0.8431971,0.9666668,1.1011254,1.1655307,1.3089212,1.0029444,1.4115747,1.0322644,1.1297951,0.40215254,1.1516194,1.4881195,1.3715066,0.30102283,0.18955344,1.1171453,1.286161,0.5036175,0.80124885,0.3548211,1.2659144,1.2844884,1.4896092,0.5884776,0.69266766,0.4587295,1.1837434,0.7063655,0.5484349,1.427407,1.0512229,0.7626915,0.30776215,1.154639
bowl,0.9957546,1.2441059,1.008144,1.1212044,1.1136659,0.8680591,0.8109268,0.8056904,0.74951917,0.6122631,1.0259529,1.1382513,0.9850356,0.9656076,1.2594402,1.0444399,0.9370732,0.8990187,0.9718446,0.0,0.7601882,0.78637683,1.2466102,0.67141634,0.9600157,1.0415186,1.0881943,1.319181,1.1747528,0.9255275,1.094951,1.0147558,1.1850697,0.5193704,1.3024752,0.88604283,0.86582136,1.0774865,0.9517164,1.0741946,0.8716686,0.5840383,0.5654402,1.0320559,1.0715158,1.1473233,0.90785414,1.2148768,1.263447,1.3150221,0.86545587,1.1874926,1.0184404,1.1984236,1.3196652,1.0617082,0.8969948,1.0292381,1.4046186,0.9942369,1.1676108,1.0004606,0.87054795,1.2248576,1.0295329,1.0679402,1.0905459,1.2526965,0.8356244,1.1817188,1.1041129,0.90913856,1.2146994,0.7525112,1.2383387,0.9468734,1.05878,0.9320602,0.7318584,0.69025826,0.75924665,1.0638058,1.2254639,1.2170808,0.96200955,1.0886445,0.9327218,1.2221619,1.2852049,0.97042215,0.8485012,1.1316398,1.2779121,0.9137043,0.8159387,1.0175108,1.044773,1.1495376,1.0723475,1.1848121,0.889417,1.2476149,0.18189412,0.95770353,0.97484934,1.0277673,1.0090216,1.3094864,0.8039835,0.35151815,1.1464058,0.7164085,1.1771634,1.2251048,1.3594708,1.0490826,1.0107477,0.5359339,0.85304254,1.152575,1.1056415,1.1474973,0.6794714,0.963029,0.98836935,0.9609355,1.3544956,1.075168,0.7476951,0.6989067,1.4008983,1.1867278,0.9795003,0.9638622,0.8418354,0.3447284,1.133632,1.1506664,1.18912,1.0046848
box,0.7547991,1.3114362,1.3579423,1.2175093,0.7611774,1.3057551,1.2859232,1.0988733,0.48227727,0.5860973,0.5589941,1.408746,0.5945216,1.0228677,1.2973698,0.733329,0.47323334,0.4402079,1.3264718,0.7601882,0.0,0.9996104,1.3139714,0.93921906,1.1201892,1.263618,1.1372832,1.243601,1.1367419,0.92518085,1.2452308,0.64365494,1.0819983,0.87826914,1.0925528,0.953208,0.9982033,0.7301694,0.86093545,1.3993988,0.44293553,1.1601055,0.85542977,0.8798252,0.8107656,0.90914285,0.7632789,0.9387574,1.1568334,1.3702147,1.2704241,1.2314727,1.0585736,0.9081997,1.3814123,0.6717353,1.4012159,1.295565,1.4164245,1.3982584,1.1803371,0.5725832,0.8881046,1.4995747,1.1915622,0.88365936,1.3302578,1.020788,0.6602022,0.9844129,1.4398428,0.6493951,1.1892161,0.84988105,0.9246127,1.0883725,0.84620565,1.3691638,0.732671,1.0501657,0.7428783,0.82923925,0.921947,1.2260842,1.0109333,1.4351563,1.2949018,1.3836321,1.3866693,1.1422635,0.61785465,0.7879353,1.0142946,0.6179742,0.992817,1.3274677,1.369693,1.0651922,1.2304704,1.3435075,0.77596277,1.2640433,0.8890054,0.923634,0.7410845,1.1999433,0.76148224,1.3051689,0.9608112,0.7784771,0.90565103,0.82998425,0.86081713,1.135198,1.2509261,1.4080046,0.8630008,0.6291149,0.48126578,1.506666,1.4878447,1.1503292,0.96562564,1.4780824,1.1510863,1.3629725,1.0094789,0.8635635,0.48852718,1.1883523,1.5188322,1.5046141,0.8099905,1.2441883,0.7951301,0.44037896,1.0494078,1.0463765,1.4878168,0.8175249
bread,0.8276019,1.1095052,1.0103426,0.7922327,1.0295218,1.1229601,1.1275262,0.68922853,1.2609811,0.9946203,1.1347587,1.1427875,1.0196027,0.7474116,0.95614237,0.9352601,1.0943832,1.0428705,1.3018054,0.78637683,0.9996104,0.0,1.0919069,1.06009,1.1575644,1.2564269,1.251796,0.80751073,1.2403307,1.2199278,1.2522445,1.1936424,1.0265925,0.7459568,1.0913696,0.56249475,0.7826333,1.037483,0.4650185,1.2578418,1.2200602,1.1126858,0.8496402,1.0817425,0.90685177,1.2674315,1.1684833,0.96025646,0.8264175,0.9608043,0.9489783,1.1680465,0.94390726,1.0356183,0.9343759,1.0656062,0.9835234,1.2306525,0.9282321,1.0504816,0.98491526,0.998778,1.084404,1.2556822,0.76965564,1.2569634,0.8818721,1.1048362,0.73082095,0.8454615,1.1735473,1.0382005,0.9468581,1.081001,1.0161923,1.2287316,1.2000455,1.319026,0.7757964,0.7844034,0.9493284,0.7905612,1.2194958,0.94260615,0.52867484,1.1927364,0.9226237,1.0661478,1.0053598,0.7849823,1.1414194,1.0274405,1.0727475,1.0334427,0.6218517,1.2651272,1.2446635,0.9100791,0.5632725,1.0877665,0.6644389,1.1798383,0.7228827,0.7924384,0.9995417,1.2669625,1.3190298,0.91310966,0.4386868,0.67326295,0.95694697,1.1136425,1.0478216,0.8747281,1.0643554,1.2655642,1.2325597,0.9462493,1.0999405,1.153918,1.1076614,1.0104473,0.6083416,1.0889002,1.18835,1.1339288,1.0746108,1.0793742,1.0505943,1.0679889,0.99817073,1.0083604,0.9963333,0.9884859,1.190511,0.66754496,1.1322685,1.3360977,1.1826521,1.2411325
broom,1.1545775,0.7339442,1.0155656,1.0069745,1.1504054,1.178246,1.127641,0.99293745,1.1139901,1.1614181,1.18756,0.72631526,1.0249445,1.0441843,0.8993286,1.0973208,1.2414948,1.1711167,0.98497224,1.2466102,1.3139714,1.0919069,0.0,1.0666215,1.0147226,0.7253716,0.93738586,0.7525792,0.6444235,0.8529728,0.9415725,1.0951786,0.87429416,1.1048738,1.0778484,1.0097739,1.139041,1.1537766,1.1726906,0.8652564,1.1418365,1.0362713,1.1228588,1.0742236,1.2172008,0.79324913,0.94953036,0.9048641,0.9480758,0.8326369,1.1500288,0.7050911,1.003202,1.2180701,0.97342736,1.083808,1.0013967,1.0375792,0.7829424,0.72167706,0.963309,1.2175043,1.1717937,0.7978865,0.9351253,0.9835485,1.0152017,1.0928817,1.2465036,1.085277,0.99353296,1.1462528,0.7916205,1.0787272,1.0409613,0.8689048,0.8799616,0.8017056,1.1840739,1.1300435,1.031469,1.0545857,0.9369569,0.92618144,1.1642605,1.0357544,0.716847,0.7436842,0.80732,1.090893,1.0475179,1.1034153,0.89313436,1.1774813,1.113918,0.8657829,0.88389146,0.9601921,0.8127737,0.678583,1.1755761,0.89364517,1.18671,1.18044,1.0072654,0.8348155,0.7860984,0.8868053,1.0582291,1.1260871,1.0235054,0.997703,1.0632849,1.0775175,0.7145437,0.70930207,0.7356115,1.1420231,1.1912287,0.8652599,0.86132026,0.8216022,0.99867404,0.72874236,0.8977069,0.9259945,0.94498384,1.1487904,1.1627494,0.9790377,0.8829613,0.9152067,1.0926659,0.6936145,1.2798228,1.3497586,0.9854508,0.74030375,0.9112988,0.9238193
bucket,1.4304972,0.98221064,0.817151,1.1087475,1.3981233,0.67058396,0.64707327,0.880431,0.64832586,1.1469595,1.289752,0.77845573,1.2200267,1.1032708,1.0075928,1.3867486,1.1294962,0.7689457,0.46395653,0.67141634,0.93921906,1.06009,1.0666215,0.0,0.7970071,0.31426418,1.0068891,1.2148453,1.2168484,0.69823873,0.9355393,1.1416235,1.1103302,1.0198702,1.054533,1.071338,0.91608846,1.2754692,1.2318155,0.8085275,1.0526762,0.30137837,0.9435548,1.0506737,1.0076449,0.9715959,0.9591751,1.2292138,1.1050085,1.151163,0.70778716,1.1718936,1.119097,1.2625616,1.0985085,1.0727627,0.81443334,0.7015587,1.0473878,0.77091074,0.93650925,1.1215968,1.1703956,0.93549377,0.80495155,1.2016257,0.78410417,1.2278531,1.2416769,1.3359091,0.5602286,1.1693883,1.1338985,0.33823645,1.3832965,0.81562734,0.9840085,0.6409472,1.0209142,0.8263757,0.39630163,1.2175009,1.1403347,1.2121425,1.2067635,0.88777345,0.80064136,0.98789203,1.0555568,0.96093327,0.9536228,1.3563454,1.3827658,1.0701705,0.8518758,0.81694245,0.8478827,0.81165534,0.97790843,0.9651184,1.1542246,0.956062,0.76815885,0.9828175,0.85340357,0.63021183,0.74094695,0.9957413,1.0093181,0.8905329,1.2830373,0.8851904,1.3042175,0.7901537,1.1005723,0.6262194,1.0913702,1.1060296,1.1810756,0.83552194,0.58580416,0.9980578,1.0860792,0.6779191,0.9284159,0.80153644,1.0831221,1.2810237,1.21753,0.5881522,1.0150459,1.0189228,1.165494,0.7594663,0.65343815,1.0978938,1.0918647,0.81711316,0.90087384,1.067717
butterfly,1.2119833,0.9693773,0.789588,1.0650775,1.2334634,0.76116204,0.8044072,0.8743353,0.876407,1.2500024,1.2098169,0.7634922,1.2271843,1.1213912,0.9197271,1.2661045,1.1392677,0.84850025,0.739643,0.9600157,1.1201892,1.1575644,1.0147226,0.7970071,0.0,0.7144647,1.0823908,1.1741152,1.0260568,0.8156179,0.82804644,1.1971322,1.1561283,1.0434339,0.99638456,1.0739549,0.8575303,1.2382076,1.1500497,0.74315894,1.1305459,0.8267486,1.17857,0.9797562,1.1488856,0.98195004,0.94703805,1.2689241,1.0861228,1.0579753,0.82190776,1.060262,1.083809,1.1992819,1.0458515,1.1252947,0.5955236,0.7165772,1.1051198,0.67122406,0.67110306,1.1271776,1.1977817,0.81470823,0.9946326,1.0054748,0.92214847,1.1507648,1.2248751,1.2366676,0.8286134,1.209586,1.0273205,0.8020681,1.3460063,0.67402077,1.0169121,0.6499575,0.9428055,0.7683827,0.9992542,1.3293202,1.110371,1.1470073,1.085887,0.89735806,0.7795596,0.86772776,0.97418386,1.0288736,1.0586009,1.2922869,1.3315556,0.865157,0.8772005,0.6370138,0.6646279,0.93000793,0.9602816,0.86335003,1.0645852,0.7846274,0.88496244,1.0903482,1.1057421,0.80633074,0.9400181,0.87137294,1.0617305,0.94180477,1.1637366,0.8470868,1.2730825,0.9774347,1.1923081,0.64348805,1.1423409,1.2384953,1.1525245,0.8477912,0.7943493,1.0023183,1.0595309,0.6685699,0.8013468,0.7819978,1.1155801,1.2133105,1.2614148,0.7877495,1.0234013,0.96111006,1.1613705,0.79828405,0.8814882,1.1630737,0.9857739,0.91435814,0.91576904,0.9890184
can,1.6414294,0.5544316,0.6125866,1.1553018,1.4792478,0.7083551,0.67114013,0.9305749,0.7814338,1.4603467,1.3785483,0.30632424,1.3180025,1.1294696,0.96446365,1.4854816,1.3739451,0.87513304,0.3273617,1.0415186,1.263618,1.2564269,0.7253716,0.31426418,0.7144647,0.0,0.87264574,1.033228,0.9213546,0.66520834,0.6419332,1.1905692,1.0271142,1.266138,1.0011579,1.2536364,1.0321183,1.354769,1.4398744,0.4607405,1.2044842,0.4117617,1.2426305,1.193561,1.2274829,0.82573366,0.9775509,1.2534568,1.1140015,0.91348755,0.77015436,1.031627,1.0824395,1.3180281,0.92275155,1.1743283,0.70020425,0.55295503,0.72449666,0.5484069,0.9358004,1.266412,1.3357995,0.46077496,1.007069,1.1457064,0.74971044,1.2099321,1.4212148,1.383606,0.42316085,1.438548,1.0135574,0.57465965,1.3674943,0.72699046,0.95878536,0.37936258,1.1702912,0.9184641,0.77035,1.4255252,1.1183189,1.0935591,1.3519895,0.6152119,0.66641855,0.7055132,0.7723615,1.0439495,1.0278639,1.435932,1.3059977,1.1625051,1.0363077,0.57276565,0.6111752,0.98303664,0.84873027,0.62742054,1.3446404,0.73342896,0.9745532,1.150294,1.0603702,0.2956841,0.68593997,0.93264675,1.0720942,1.0779332,1.305525,1.0668156,1.3635156,0.84027696,0.8380141,0.26090264,1.002791,1.442842,1.4100556,0.46417582,0.34289992,0.8753162,1.1594658,0.48604596,0.8982779,0.57988113,1.0562727,1.3385558,1.4632704,0.62446225,0.69276536,0.7405207,1.3313084,0.6312238,0.8342947,1.4912689,1.0462329,0.59687597,0.5768302,1.0308763
