,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
elephant,0.3700179,1.1047654,1.349046,0.99794894,0.4484489,1.3009403,1.3584714,0.95549154,1.314704,0.7188899,0.5027678,0.41445088,1.3368721,0.60853887,0.665698,1.2668257,0.33480322,0.80644405,1.1843301,1.3168435,1.1680475,1.0548205,0.8904107,1.298635,1.2436002,1.1544673,1.4043627,1.2296993,1.1670017,0.51274455,1.0671366,1.2665582,0.8573874,0.71287173,1.1469462,0.87027025,1.0692037,1.0845971,0.53912884,0.9855944,1.3958225,0.7204501,1.3983197,0.9202244,0.49646288,1.0236504,1.1626866,1.1566974,0.9902863,1.051865,1.2438366,0.0,0.8765585,1.2431252,1.2629762,1.1463119,1.109284,1.1930141,1.1020327,0.92950284,1.2338889,1.0500935,0.5364711,1.211328,0.9489747,0.9789173,0.921383,1.3460357,0.7865976,1.1230068,0.56639916,1.1880842,0.6024245,1.0453094,1.1426272,1.3771042,0.7032821,1.13727,1.0264775,0.7823386,0.82756585,1.0983583,1.0791181,1.3109491,1.1463467,1.1736571,1.0603352,1.3311976,1.0228258,0.5570216,0.6495274,0.8010031,1.1593993,1.3942113,1.3990788,1.0440031,1.1125778,0.5761816,1.0369091,1.0163504,1.322256,0.97413784,1.1225725,1.2148921,1.1488774,0.86484027,1.3460863,1.2708478,0.5414611,1.2603896,1.039512,0.8659836,0.64664793,0.8136944,0.61342525,0.90001976,1.2631494,1.0712619,0.7875757,0.82750183,0.61282635,1.3510659,0.7317139,1.3598198,1.0939839,1.2023361,1.1482146,1.1188008,1.020953,1.025539,0.6095322,0.7695458,1.3214737,1.286488,1.2638901,1.0537751,1.0529627,1.3586037,0.83299506,1.1613593,1.1199706,1.3605392,1.3310944,0.81295514
face,0.7513299,1.28068,1.1850361,0.94826365,0.71915114,1.1822538,1.213259,1.0917019,1.3279682,0.80285203,0.87615246,0.7776226,1.3755708,0.8624908,0.6870096,1.1258204,0.86477005,0.8782355,1.0781736,1.2433869,1.1815969,1.0098294,1.1602457,1.254525,1.2018847,1.1278536,1.3927526,1.1744494,0.95390683,0.9408048,1.1196742,1.1315427,0.83912396,0.6573693,1.0627187,0.9007527,1.1386391,1.2766362,0.82056123,1.0080178,1.3353515,0.8456891,1.2695645,1.0156826,0.7834242,0.81516623,1.0686846,1.1575284,0.78361344,0.70890355,1.1782184,0.8765585,0.0,0.9758617,1.2044336,1.0881004,1.0124182,1.1942829,0.93474483,0.7167613,0.65852517,1.3133733,1.002297,1.1109645,0.23802775,1.0031657,0.7311713,1.3553041,1.0014943,1.2252438,0.68000054,1.1275754,0.78929996,1.1577523,1.1091102,1.280152,0.83596885,1.1716746,0.917007,0.8538961,0.7881611,0.7653288,1.0076844,1.1167396,1.4249679,1.16508,0.74690276,1.1256424,1.0510296,0.8522682,0.6865233,0.808465,1.1036088,1.3153262,1.2966548,0.9913627,1.0748345,0.93646383,1.3449916,1.000375,1.0877374,0.9336144,1.1533663,1.0071341,1.1199988,0.9808703,1.3573911,1.2128344,1.0399129,1.1169829,0.9800692,0.83277524,0.7031749,0.8791775,0.5396559,1.1079779,1.2702991,1.3272977,0.8532884,0.8658662,0.8374206,1.3671384,0.8269174,1.2592604,1.3566488,1.2574468,1.1925881,0.9668114,0.8683153,1.0183883,0.54088473,0.82689404,1.3039805,1.0022025,1.1150208,1.0069194,1.4242578,1.2076272,0.81163543,1.0983698,1.1614347,1.2116411,1.2832067,0.79132855
finger,1.2881575,0.81366897,0.7049897,1.1550499,1.1887966,0.86593693,0.8563649,0.7370671,1.0786233,1.3826846,1.1594741,1.3625939,0.8567496,1.3525217,1.229456,1.0131346,1.2349821,1.2605517,1.1761026,0.86333734,1.1453091,1.3739908,0.6572883,0.9191089,1.2894832,1.0738,0.86878,1.0961124,0.43783092,1.166836,1.2288238,0.9579565,1.3185004,1.0662098,1.0645715,1.1780971,0.88260067,0.90249336,1.2515936,0.95079166,0.6842672,1.4511526,1.0461252,1.1430452,1.2248293,1.1840106,1.1363089,1.1690732,1.1214011,0.3653838,0.82154334,1.2431252,0.9758617,0.0,0.7569926,1.0463419,0.30460626,0.88680345,1.1320894,0.9752591,0.48711598,0.62795156,1.240493,0.81981355,0.8645395,0.8720228,0.51470864,0.749511,1.1561921,1.144592,1.223259,1.1559842,1.0283741,1.0494043,1.0968871,0.8212754,1.2087599,1.1974307,1.2119151,0.9282649,1.2930937,0.48790383,0.9221135,0.46448362,0.97615093,0.5642228,0.44100058,0.6990143,1.2240291,1.0438958,1.2122636,0.98118234,1.1314505,0.7226647,0.58733654,1.0061,0.5768443,1.0849774,0.98583686,1.0823876,0.8253894,1.2764852,0.9414988,0.3619225,0.9915788,1.2668322,1.0010865,1.1465485,1.2070168,0.7700459,0.8723547,1.2228792,1.0007467,1.2302537,1.1333632,1.0265633,0.715471,1.1002518,1.2612436,1.3343811,1.3731171,0.6105002,1.2252891,0.7728082,0.71964264,0.9494221,1.1291884,1.181245,1.1549585,1.2317706,1.1686863,1.4069905,0.9530092,0.0694778,0.32130325,0.8840085,0.93920445,1.0314236,1.3431064,1.0633569,1.1166042,1.0330589,0.66796213,1.2503316
fish,1.3079877,0.93677413,0.5770928,1.3032076,1.4299268,0.6461406,0.6236255,1.0057775,0.89792114,1.4421353,1.0706403,1.4162414,0.46613926,1.4364898,1.4326617,0.6806785,1.3278253,1.1533359,1.0185442,0.6147039,0.9185048,1.2982739,0.8013326,0.56863225,1.0834346,0.8166045,0.6625416,0.85593736,0.74613607,0.97131604,1.1503167,0.77159286,1.3341082,1.3085339,0.90099496,1.0765471,0.75078106,0.84978485,1.339655,0.86846346,0.36216104,1.4570948,0.7874434,1.0290613,1.177643,1.1335996,1.1009911,1.122209,1.1505427,0.9486114,0.9435785,1.2629762,1.2044336,0.7569926,0.0,0.8580775,0.87193614,0.77518815,0.71299326,1.2906808,0.70852995,0.73875934,1.0922432,0.85907567,1.1731936,1.1441073,1.2214353,0.6483152,1.0049728,0.77959526,1.3654401,1.2088168,1.3079703,1.1681365,1.224514,0.57312644,1.1559511,0.98772025,1.2947284,1.1436578,1.1378853,0.97399765,0.84977245,0.50566995,0.68032557,0.8642561,0.6443528,0.64736176,1.147572,1.1832745,1.3670818,1.2499474,0.96899873,0.4357791,0.5860912,0.9628569,0.82307434,1.1621907,0.6721401,0.8326099,0.4561633,1.2314515,1.0562863,0.86369574,0.92905337,1.3381267,0.81304216,1.101229,1.0973765,0.6035164,1.0891281,1.3183029,1.3321189,1.3843102,1.3691888,1.1278373,0.6453852,0.99316645,1.260684,1.3694478,1.3740416,0.3910023,1.1987411,0.54375905,0.7450544,0.43967998,1.0472833,1.0406133,0.95152724,1.2202792,1.4179387,1.4156971,0.79591954,0.648825,0.56897897,1.0711986,0.5940353,0.74553055,1.4430463,0.77581763,0.9437777,0.8330941,0.69981986,1.1906441
flower,1.1305255,0.9881837,0.8701818,1.0624624,1.2669713,0.9230592,0.87982714,1.0804952,0.6845926,1.2645017,1.0658984,1.1818764,0.9582604,1.1879165,1.257104,0.8110524,1.1370327,1.148066,1.0129063,0.86227894,1.1276236,0.9679228,0.9903547,1.0039037,0.9473263,0.7308012,0.90185916,0.86781466,1.0053092,1.148947,1.0029968,0.91210586,0.9824236,1.0951021,1.0402315,1.0665331,0.9195806,0.8789871,1.1616437,0.919015,0.90247923,1.0332032,0.90811074,1.2396159,0.92530537,0.8578745,0.9582414,1.066491,0.96669644,1.0768906,1.0187114,1.1463119,1.0881004,1.0463419,0.8580775,0.0,0.9810007,0.9609057,0.8340605,0.9782263,1.0625323,0.968664,1.1612993,0.98509467,1.0072285,0.9693762,1.1169327,0.8346483,0.92352325,1.040225,1.2046816,0.9462688,1.2694937,1.1019994,0.8376559,0.821778,0.9084301,0.97007614,1.0337534,1.0538101,0.83503306,1.0387812,0.8676261,0.97659314,1.075675,0.9419934,1.0243669,0.9740636,1.0811651,1.0844479,1.1134579,1.1388286,1.0776783,0.9160253,0.9730457,1.0126934,1.1145408,1.0830826,1.006067,0.782476,0.5319822,1.089871,0.9140887,1.0262573,0.83855176,0.98362786,0.97246593,0.8780532,1.1025982,0.76608753,0.9265364,1.1164223,1.0242348,1.124913,1.2670174,0.95299196,0.9871906,0.9704562,1.1562674,1.2583203,1.2739155,0.9145326,1.0947975,0.9649898,0.9903146,0.91936415,1.002679,0.9260488,0.93971217,0.7513408,1.1570232,1.1174634,0.98617464,1.0261012,0.9345158,1.0786583,1.0025896,0.79920375,1.1448469,0.90958214,0.8761738,0.83553267,0.94330627,1.1207972
foot,0.9779061,0.8992142,1.0851079,1.1071085,0.96150696,1.1946307,1.1230177,0.68053675,1.2152148,1.2301817,1.1877961,1.2185352,1.1157241,1.0849942,1.0955737,1.0319376,1.0722891,1.1626114,1.1605183,1.1389477,1.2706954,1.2539537,0.71408707,1.1343894,1.2873944,1.139491,1.0686879,1.2015939,0.55892926,1.0917277,1.0957568,1.2159364,1.1646013,0.98464483,1.1045518,1.0829413,0.7846788,0.9412329,1.0604196,0.726991,1.0138813,1.2781718,1.2618835,1.0991924,0.8767279,1.1537179,1.1166004,1.2019874,1.0766525,0.5420797,1.0951605,1.109284,1.0124182,0.30460626,0.87193614,0.9810007,0.0,0.85919374,1.0484214,0.8203459,0.78528523,0.5845686,1.1584023,0.92636406,0.80855817,0.84049666,0.47961164,0.9413082,1.069174,1.1085244,1.1076645,1.1843854,0.7808279,0.9156102,0.95194674,1.1067975,1.0611978,1.21368,1.1257964,0.6935961,1.1791786,0.6731393,0.75403076,0.92316866,0.90610397,0.5513091,0.77953327,0.9630974,1.0896442,1.0401832,0.9754597,0.69523394,1.016003,1.0330656,0.80987096,0.87201655,0.59749377,1.0627277,0.92472863,0.8907053,0.86159754,1.2258482,1.0160482,0.5820855,1.1807101,1.0022408,1.1021641,1.180812,1.127868,0.6975056,0.8329971,1.154476,0.8372693,1.0214001,1.0044177,0.7228011,0.7942165,1.032097,1.1789174,1.2124276,1.2909786,0.8948591,1.1121315,1.0809338,0.74399126,1.022927,1.0787208,1.044301,1.1154873,0.9469885,1.0074282,1.2256444,1.2519479,0.3747936,0.5845521,0.833047,0.9667537,1.292053,1.2099178,1.1200397,1.0375535,1.024523,0.9299321,1.2444482
fork,1.2445103,0.9658117,1.0121163,1.2026676,1.1712393,1.1042045,1.0030837,0.8349231,0.94111204,1.1801052,1.2231257,1.278358,0.8426803,1.1552356,1.1714754,1.0082996,1.2181327,1.1556857,0.9509962,1.0448613,0.8420404,1.0557692,0.9958148,1.0208713,0.9302304,0.8399426,0.93500054,0.909738,0.9882087,1.1957779,1.0367713,0.98298424,1.206557,1.2244004,0.9756163,0.933571,0.87913245,0.9610955,1.2508076,0.9006848,0.7364856,1.1859219,0.92722154,0.873051,1.2226927,1.067599,1.1161872,0.9162629,1.0987455,0.97853625,1.0354583,1.1930141,1.1942829,0.88680345,0.77518815,0.9609057,0.85919374,0.0,0.89268786,1.0316696,0.960893,0.7365173,1.1240792,0.8669057,1.1851428,1.0480635,0.9862311,0.9966471,1.1366197,0.92562795,1.2674692,0.97699654,1.0948224,0.589365,0.9836872,0.9595719,1.2204534,0.8023981,1.0893208,1.0165348,1.1103153,0.9410687,0.98609096,1.0385776,0.67665255,0.79080844,1.0465354,0.9548872,1.0371863,1.1696501,1.2164975,1.1164293,0.79486156,0.71026516,0.4977433,1.0136404,0.7959504,1.2108954,0.8621461,0.9305785,0.8563958,0.9613221,0.95415455,0.94667214,1.0973592,0.99526346,0.8531906,0.95443135,1.0859792,0.94595885,0.9440406,1.0044354,1.1365681,0.686546,1.2173979,0.90161115,0.9730834,0.61597073,1.1707808,1.0127217,1.2445318,0.8304148,1.1648037,0.95495206,0.80436474,0.91772676,0.37428868,0.80886465,0.92523426,0.91009307,1.2459835,1.240462,0.94412625,0.92561615,0.77997243,0.54015565,0.7134797,1.0188702,1.0720913,0.9254619,0.8638612,0.85744536,0.8481875,1.1811998
frog,0.79506105,1.0165186,0.85991234,0.9078755,1.1294098,0.9878174,0.87432843,0.9419175,0.9655961,1.1866747,0.9795668,1.1636679,1.1403457,1.2707267,0.83989954,0.578521,1.2196522,0.7758046,0.86889184,1.1088626,1.0048628,0.8917709,0.97738385,1.1735507,0.93920404,0.5816925,1.2194961,1.0051544,0.93951005,1.0785424,1.2656369,0.7977903,1.1258148,1.1716679,1.0539645,1.1448985,0.7760862,0.95819294,1.2158161,0.68295753,0.9836671,1.007512,0.9522191,0.9754417,0.8244107,0.6624281,1.266594,1.1219501,0.8792248,1.0044994,1.0572194,1.1020327,0.93474483,1.1320894,0.71299326,0.8340605,1.0484214,0.89268786,0.0,1.1058865,0.98725617,0.9021976,1.0605516,0.71111935,1.0666034,1.0528694,1.0911756,0.9511176,1.0070803,1.0510495,1.0026864,1.1394882,1.2014701,1.1401453,1.2271795,1.0595659,1.1132776,0.8724258,1.0569676,0.81012136,0.7660812,1.0175688,0.85853016,1.0690782,1.1566147,1.1663841,0.9923729,0.8849209,1.1187629,0.9629813,0.9832354,1.1870931,0.96235734,1.0229285,1.0745406,0.6382171,0.96443975,1.2097819,1.2097534,0.795625,0.89830893,0.980292,0.9943631,1.0242678,0.86173856,1.0090814,1.0393906,1.2747846,1.1688246,0.72126424,0.99481285,0.8969872,1.069901,0.9692601,1.1223873,0.77174586,1.1035283,1.0998825,1.2995478,1.1603462,0.91711867,0.97096986,1.2234086,0.96036446,1.04992,1.0510745,1.0127604,0.8896765,0.8064812,0.8464515,1.1453922,1.2402039,0.9023981,1.098157,1.0615926,0.9771958,1.0854168,0.6290991,0.96540934,0.98151714,1.0698285,1.1440046,1.0957105,1.2250471
glass,0.84506637,1.2792447,1.3946817,0.7953186,0.6767253,1.3158275,1.3043671,1.0420792,1.2964877,0.7133621,1.0264721,0.8359724,1.3932003,0.5870431,0.70459694,1.3053544,0.81890595,0.9577219,0.78374124,1.3275056,1.1056776,0.84379995,1.1474645,1.3979867,1.0899965,1.2895224,1.411726,1.2108635,0.91479117,0.99992585,0.9928006,1.3518019,0.8564868,0.72165406,0.973535,0.805044,1.1495336,1.2997867,0.7537663,0.93677497,1.4695759,0.8295473,1.2394171,0.8695757,0.84350616,1.0635592,1.0628147,1.1195835,0.9485688,0.82354105,1.2583187,0.92950284,0.7167613,0.9752591,1.2906808,0.9782263,0.8203459,1.0316696,1.1058865,0.0,1.0987843,1.0649731,1.0258605,0.8200315,0.6158876,0.94368696,0.5024129,1.4213629,1.1294254,1.1262,0.62923384,0.9312496,0.65153646,0.8470149,0.90643704,1.4545984,0.8556024,1.1771765,0.90613,0.65015936,0.81238633,0.85221094,0.88953185,1.3226473,1.2710545,0.96673936,1.0730891,1.2700679,0.9510249,0.83819705,0.68102306,0.7033148,0.87667626,1.412344,1.1617194,1.0838579,1.0181451,1.0775948,1.219504,0.7487956,1.0728658,0.8487395,1.2023678,1.1484889,1.3513296,0.745857,1.2897162,1.0505213,1.0707794,1.1192744,0.97413033,0.82840836,0.57331127,0.6473929,0.60363823,0.88240355,1.1824797,1.1377591,0.92983353,0.6844683,0.93774307,1.4732835,0.77948767,1.4468311,1.1808316,1.20989,0.98920995,0.9290987,0.9768651,0.83355063,0.541538,0.6595409,1.4174395,1.1111456,1.0074894,0.73522013,1.4007022,1.4290943,0.72376716,1.164772,1.0696486,1.0914816,1.3437022,0.82556224
glasses,1.2903196,1.0134753,0.6499334,1.213761,1.2677941,0.79509366,0.87534046,1.0721487,0.9908071,1.3411388,1.0009114,1.341399,0.7284049,1.3741711,1.2569801,0.87273115,1.265605,1.1636372,1.1247903,0.69888914,1.0583676,1.3184749,0.8253588,0.73075736,1.2297827,1.001365,0.7692599,0.9831814,0.7231174,1.0406451,1.1478487,0.70267063,1.2349687,1.001924,1.0155101,1.142719,0.9843931,1.0005959,1.2670745,1.0778513,0.61787283,1.3833642,0.933621,1.1131042,1.2042165,1.077595,1.0707004,1.1317387,1.0658209,0.53373075,0.8976317,1.2338889,0.65852517,0.48711598,0.70852995,1.0625323,0.78528523,0.960893,0.98725617,1.0987843,0.0,0.9771623,1.1405575,0.9898107,0.6801979,1.0344402,1.0039235,0.6990398,1.0962405,1.0048685,1.2332988,1.214927,1.1783619,1.210301,1.1446651,0.6211611,1.2868484,1.1974475,1.1656753,1.199197,1.1723145,0.637069,1.0467026,0.42806995,1.052568,0.6835934,0.34012628,0.75546336,1.1417667,0.9496897,1.2570093,1.0958515,1.1739602,0.62484366,0.6716232,1.0062795,0.9311633,1.0759377,0.99190825,1.0518059,0.6551828,1.2535284,0.96005225,0.57957244,1.048089,1.2095263,0.88157713,1.1117047,1.1447401,0.83723503,1.0319746,1.2497631,1.1031653,1.2891258,1.160088,1.1283777,0.7680094,1.1321344,1.1864716,1.3211367,1.2989889,0.5551826,1.1888958,0.6773733,1.0073167,0.84143466,1.1863596,1.1060324,1.0007447,1.2066127,1.1905075,1.3365471,0.9000958,0.4050392,0.52037185,1.147759,0.9796558,0.8831709,1.357318,0.94269264,1.1092635,0.89518297,0.6333641,1.0387369
glove,1.100024,0.61041224,0.9519361,1.1564424,0.9850433,1.0023531,0.8494708,0.6964011,0.9094502,1.4390285,1.0946664,1.251051,0.89708334,1.1746438,1.049744,0.9405069,1.0226732,1.1774063,1.1294127,1.0032938,1.0600684,1.2479628,0.7724169,1.0602987,0.96143776,0.92037594,0.86542296,1.0310932,0.7615725,1.1500156,0.9808912,1.1528203,1.2899199,1.2052246,1.192208,1.2088606,0.89860713,0.9313088,1.1047385,0.9568128,0.8937351,1.2862225,0.9471172,0.951322,0.92624146,0.9623027,1.1966796,1.161783,1.0549923,0.83145016,0.9195795,1.0500935,1.3133733,0.62795156,0.73875934,0.968664,0.5845686,0.7365173,0.9021976,1.0649731,0.9771623,0.0,1.1914659,0.88554144,1.2123072,0.83604157,0.7087186,0.6141182,1.0364093,0.9821128,1.1361146,1.0735818,0.82801616,0.9513654,1.1194855,1.0161813,1.129256,1.0228326,1.1544061,0.52474034,1.2142644,0.9627632,0.94478524,0.90015084,0.67096573,0.7846721,0.9108796,0.93519574,1.0904989,1.1149501,0.95877886,0.9458715,1.0847144,0.8714644,0.71435213,0.8931697,0.7352209,0.9675831,0.6048139,1.0520332,0.92562854,1.3401154,0.7988323,0.67718095,0.9965098,0.9646502,0.8514805,1.0847005,1.1662498,0.86523163,0.8402201,1.3388965,0.88983715,1.121258,1.0974216,0.66432023,0.83508354,0.8543066,1.3467407,1.3676088,1.2586503,0.72402096,1.3459878,0.9755999,0.23875666,0.98558635,0.9278166,1.0593846,1.1141386,0.9476594,1.1306859,1.3113085,0.9306224,0.61986864,0.7340088,0.91375124,0.58025604,0.97090364,1.3661586,1.1063402,0.9453808,1.0237255,0.81000626,1.3690982
grass,0.6982505,1.1277444,1.2318246,0.9457905,0.7239636,1.1431623,1.2398443,1.1606557,1.2694426,0.7332085,0.49308354,0.68844974,1.165036,0.76491845,0.8455711,1.1408912,0.7779846,0.93671757,1.19388,1.211536,1.1109983,1.0697283,1.00413,1.0915846,1.1645161,1.105533,1.2158132,1.1238859,1.1838099,0.27081144,1.0678605,1.1643206,0.88295186,0.8623345,0.9745145,0.78876835,1.1010929,1.0917366,0.8315552,1.0276418,1.2052062,0.8151677,1.2914841,1.0042837,0.6558099,1.1437798,0.97251636,1.0750585,1.0903181,1.1314664,1.1152133,0.5364711,1.002297,1.240493,1.0922432,1.1612993,1.1584023,1.1240792,1.0605516,1.0258605,1.1405575,1.1914659,0.0,1.1288801,0.9951854,1.1321785,1.0647023,1.2499725,0.8725665,0.91320115,0.8838099,1.1775173,0.8202809,0.9785612,1.1310837,1.2094615,0.8359598,1.0061903,1.0072796,0.94198835,0.8694232,1.1759436,1.0503149,1.1601995,1.0519626,1.1600016,1.0722833,1.2201868,0.9102019,0.57005394,0.88681924,0.89599705,1.0042044,1.2328959,1.2852814,0.9752932,1.2337782,0.92767906,1.0335796,1.029967,1.1065414,0.99079376,1.23623,1.2111166,1.1700871,1.0355153,1.249604,1.1496401,0.32939565,1.0990801,1.2037764,0.9845756,0.91628754,0.87873507,0.806208,1.0245867,1.0526648,1.0079013,0.680303,0.83066094,0.81735516,1.1619132,0.5878001,1.1976957,1.1565528,0.9924343,1.0938491,1.0373435,0.9111379,1.0730014,0.8751905,0.8569726,1.1795406,1.2345657,1.1150811,0.9806103,1.0435174,1.2899148,0.94996065,0.9400016,1.072542,1.207313,1.2237786,0.70773596
gum,1.2165725,0.9593928,0.74304307,0.719771,1.157769,0.69546366,0.665656,0.8766743,0.89862835,1.2084935,1.1138511,1.2351855,1.0163873,1.2542148,0.8863698,0.9208851,1.2280811,0.99650127,0.64964193,0.9956951,0.74043876,0.81057215,0.9927998,1.1252699,0.90680903,0.84661543,1.1595849,1.0843931,0.6795692,1.2818506,1.3851984,0.8955074,1.1994973,1.2569729,0.8933711,0.8486283,0.91378707,0.8965869,1.2906139,0.83797157,0.8757718,1.0550902,0.82623005,0.7985931,1.2572949,1.0311068,1.3215973,0.9954151,1.0515474,0.89598966,0.7595787,1.211328,1.1109645,0.81981355,0.85907567,0.98509467,0.92636406,0.8669057,0.71111935,0.8200315,0.9898107,0.88554144,1.1288801,0.0,1.1842239,1.0469348,0.8528045,1.0545173,1.2848825,1.1902175,1.0386474,0.9149635,1.2167295,1.0201563,1.2817212,1.0765767,1.1344819,0.67110574,1.0720425,0.8304881,1.0671035,0.73398507,0.99222034,0.7872963,1.0876455,0.9998765,0.96604586,0.7394852,1.1501615,1.0731608,1.1426014,1.2397015,0.7440577,0.9379761,0.87020653,1.0178474,0.83778197,1.3319134,1.1846248,0.78152746,1.1101341,0.93670297,1.0432355,0.9233824,0.85996443,0.9844208,1.0333838,1.2816586,1.1859002,0.97784,1.0401489,0.9477893,0.9303931,1.0770173,1.1482589,0.87239486,1.0431178,1.1417922,1.4008207,1.0964696,1.0215734,0.9097056,1.2626215,0.8223152,0.88912994,1.0535733,1.0081033,1.0343235,0.92258394,0.9763437,1.2131152,1.2177671,0.6696041,0.87246597,0.7530639,0.69383514,1.0352284,0.68088615,0.966005,1.0685898,1.085693,1.2322266,0.8960079,1.25035
hair,0.8069633,1.2036775,1.2433114,0.97560066,0.784415,1.2254413,1.2441505,1.1090741,1.337731,0.8460385,0.90595436,0.8684449,1.3873308,0.83109957,0.79570514,1.178798,0.89674896,0.95903003,1.1445615,1.2491283,1.2718803,1.0791152,1.1292106,1.2441937,1.2336297,1.1930219,1.3365353,1.2076427,0.8913677,0.8788979,1.0327228,1.1996977,0.85141146,0.5788031,1.0582582,0.9047583,1.1137818,1.269659,0.81195426,0.9975187,1.3634388,0.91827595,1.3328032,1.0916772,0.6825249,0.8938913,1.0034796,1.2361835,0.8441861,0.650087,1.1940367,0.9489747,0.23802775,0.8645395,1.1731936,1.0072285,0.80855817,1.1851428,1.0666034,0.6158876,0.6801979,1.2123072,0.9951854,1.1842239,0.0,0.98654735,0.66150266,1.2500962,0.98816705,1.1981618,0.7282923,1.171685,0.72907376,1.1363397,1.0159203,1.2735654,0.81036735,1.2798259,0.900607,0.80660146,0.8590554,0.794869,0.9328108,1.1064887,1.366533,0.9535347,0.7703409,1.1344957,1.0739821,0.89887196,0.70428973,0.7006026,1.1472173,1.344573,1.2692097,0.9631011,1.0598902,0.88970554,1.2036737,0.96073765,0.96410525,1.0150927,1.1899567,0.8860372,1.1931899,0.9828181,1.3585109,1.1704429,1.0572714,1.0035839,0.97714585,0.9240591,0.66363704,0.89486814,0.5831409,1.0772127,1.0830681,1.2959815,0.8431821,0.8975704,0.9588753,1.3274693,0.8140039,1.2951409,1.2624571,1.2007931,1.1928492,0.9649269,0.9767147,1.0171902,0.47869992,0.81897134,1.3971806,0.85131836,1.021448,1.037172,1.3695594,1.3334348,0.91214323,1.115635,1.1246033,1.1276917,1.2946395,0.74591947
hamburger,1.0249326,0.8759812,1.0221597,1.0059501,0.90591186,1.1295106,1.0543779,0.6716303,0.956599,1.201056,1.0960597,1.067337,1.1284477,1.1068424,1.0137086,1.0760415,0.9773725,1.0919315,1.0623294,1.0701997,1.0470538,1.0883003,0.48079002,1.1351274,1.0225033,1.0696291,1.08656,1.0103884,0.923584,1.1093644,1.0107042,1.1648561,1.175716,0.9679199,1.1100073,1.1442415,0.8118315,0.7798104,1.0269231,0.8320653,1.1543648,1.1062502,1.0462365,1.0763875,0.8890909,0.8565904,1.1363243,1.033304,0.9780359,1.0450354,1.0530912,0.9789173,1.0031657,0.8720228,1.1441073,0.9693762,0.84049666,1.0480635,1.0528694,0.94368696,1.0344402,0.83604157,1.1321785,1.0469348,0.98654735,0.0,0.7039979,1.083603,0.9431324,1.0447743,1.0528402,0.9543205,1.0315869,1.2135471,1.0255437,1.1181136,0.9769321,0.8839644,1.032571,0.89614975,1.0799235,0.94541025,0.602211,1.1485285,1.072768,0.9701168,1.0512836,0.9701751,1.1203537,1.2136557,0.9885848,1.1049618,1.2148076,1.1201482,0.95097417,0.9329167,0.84204483,0.9348521,1.0319889,0.79898,1.043106,0.96693605,0.7985737,0.93586266,0.84559256,0.99100417,1.0401036,1.0101604,1.1029707,1.1014942,0.20738882,0.910972,0.90428597,1.1116608,1.0316596,1.0760478,1.160253,1.1181633,1.2143096,1.1384134,1.1572034,1.1435091,1.0904232,1.0525386,0.8973644,1.0197964,1.1102877,1.0414239,0.94952345,0.96045595,0.95154196,1.1111839,1.0598902,0.9761711,1.0573261,1.0758561,1.1335565,1.0235431,0.93587786,0.9695872,0.9925568,1.1621921,1.038935,1.0814202
