,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window,zebra
egg,1.372494,0.95042276,0.3656044,0.8214414,1.304106,0.44792473,0.37476587,0.76061887,1.2987318,1.3139678,1.1628189,1.4555252,0.77447224,1.4726541,1.2824633,1.0656042,1.4032996,1.1867504,0.7335082,0.5549855,1.0461726,1.0145527,0.4175985,1.1489255,0.7863382,1.0694072,0.52237785,1.1457778,0.49028176,1.2788177,1.2805567,0.8626436,1.431386,0.77815896,1.306543,1.3007076,0.66986126,1.1079606,1.4290586,1.079434,0.49865538,1.5339521,0.5449008,1.3372074,0.97462565,1.2149358,1.2268476,1.185465,0.6787646,0.973095,0.0,1.2016621,0.7333106,1.0764874,0.63398445,1.2012081,0.5814017,0.71814233,0.83545667,1.1477122,0.94861317,1.3419113,0.7067859,0.8943526,1.2264767,0.73593915,1.1795797,0.69350755,1.0709976,0.4969467,1.0848701,1.3791239,1.4630151,0.9925898,1.3118285,1.0086077,1.476736,0.7608616,0.8430942,0.6167369,0.55869657,0.995579,1.1762784,1.3432738,0.90803367,0.70228124,0.40004504,0.59042704,0.7517262,0.15674043,1.418225,1.1092588,1.398842,1.2888428,1.1060321,0.7306824,0.60480005,0.562404,0.7381559,1.1958183,0.96971196,0.7789806,0.84645236,0.622188,0.99306303,0.5445278,1.1689932,0.9521382,0.6129781,1.1491404,1.2241869,1.2385803,1.0577815,1.0450038,1.2378678,1.3388807,1.1836239,1.0326025,1.1149678,1.3746705,1.3099619,1.2620485,0.49055284,1.3173456,0.5421005,0.94421273,1.0983958,0.8641778,1.0963967,0.5468608,1.3365939,1.3465126,1.1836112,1.4312183,0.5357751,0.5360528,0.56783396,1.1984417,0.946042,0.70220053,1.2515504,1.3325825,1.2650894,1.0728809,1.3848739,0.47861624,1.3166531,1.030205
elephant,0.7371525,0.9877668,1.197309,1.0299206,0.7604877,1.2306925,1.2351598,1.1911112,1.2129232,0.93038106,0.57606304,0.63777894,1.0051011,0.91847146,0.8519422,1.115041,0.6535183,1.1017498,1.4004929,1.2535903,1.1545221,1.362322,1.2894509,1.0978763,1.4086659,1.1476752,1.1477599,1.0499275,1.143203,0.36691272,0.94832385,1.2672412,0.9481009,0.97569245,0.9216304,0.98383915,1.271411,0.97763425,0.71530014,1.2211637,1.163204,0.9611574,1.2454047,0.7216191,1.2544532,1.0398793,1.0590653,0.83519197,1.1399403,1.1307223,1.2016621,0.0,1.0229958,0.89983875,1.0144628,1.0428537,1.1846817,1.1904969,0.9037342,1.1065724,1.2405982,0.7832644,0.9916749,0.9725421,0.46529424,1.3705201,0.8885834,1.2165061,0.97218585,1.0634224,1.0617226,0.951807,0.5071137,1.2618572,0.41730976,1.1471688,0.8802426,1.1155791,0.95071363,1.2414789,1.1459275,1.1401076,0.9028737,0.88414407,1.0559667,1.1702791,1.0478789,1.1076992,1.0266331,1.2129239,0.9336323,0.8859814,0.6320967,0.5423473,1.3746111,1.2452304,1.1221927,1.1729053,1.2143128,0.96732247,0.92419964,1.2082423,1.0642105,1.2523087,1.0773197,1.1824454,1.1344769,1.1863955,1.0510429,1.1602703,0.7368056,0.92470163,1.1129712,0.7488588,1.0839518,0.75327635,0.88328296,0.7225757,1.3033943,0.7462192,1.0129335,0.7500281,1.0665323,0.61804587,1.3090819,1.0005922,1.1190702,1.3084342,1.0490922,1.2091393,0.86545765,0.71987414,1.1276113,0.9069036,1.372817,1.0318966,1.3351973,1.0176722,1.008098,1.3883932,1.1345143,0.548587,1.0200762,1.1065365,0.96112764,1.0974022,0.85537064,0.90562373
eye,1.1975195,0.81010735,0.9004399,0.83136636,1.1959074,0.9711163,0.9629039,1.086441,1.3044773,1.2356005,1.0764765,1.2787693,0.5851022,1.2734723,1.1514078,1.1972702,1.190209,1.2675881,0.97842723,0.9336828,1.3064187,1.1491944,0.71684766,0.89937216,1.1183219,1.1396171,0.7475861,1.0605034,0.7593992,1.0690191,1.0165842,1.0749025,1.2787592,0.6922055,1.3356133,1.1485828,0.78861374,0.9642853,1.2478598,1.0842706,0.7018163,1.3077079,0.92867696,1.209416,1.0062697,1.1312791,1.201904,1.1182865,0.78590673,0.77466244,0.7333106,1.0229958,0.0,0.706069,0.43497837,1.1173228,0.75600004,0.9039163,0.3357125,1.2102995,1.095222,1.326718,0.35386246,0.881939,1.0607524,0.9574566,0.87850535,0.9493915,0.78464824,0.6884188,1.2246857,1.2412176,1.2166142,1.202736,1.060748,1.0302768,1.1908132,1.0045077,0.84006834,0.7266124,1.1004426,1.2258135,1.0505589,1.1607398,0.74901855,0.83316386,0.6348796,0.8101804,0.49757552,0.8252678,1.2246606,1.159409,1.2138687,1.0045397,1.1434418,0.91556895,0.7490783,0.6380667,0.8512161,1.276401,0.94501394,0.83311236,0.9584774,1.014086,1.1756022,1.0879049,1.1314172,0.89665353,0.6165852,1.1050155,1.1024567,1.2150478,1.1196954,0.95537984,1.2792896,1.1249199,0.82243294,0.7481297,1.2501342,1.2897594,1.2969574,1.2544136,0.46569592,1.1887811,0.96553504,0.8100083,1.1830481,1.1956382,1.0634139,0.7413792,1.0872389,1.2525622,1.1034908,1.3687773,1.0509989,0.3015238,0.72037613,1.1946088,0.99638945,1.071944,1.3061115,1.1409384,1.0624962,1.0742806,1.0818794,0.4853356,1.171263,1.0857576
face,0.8755924,1.0405704,1.1534648,1.2174956,0.78833556,1.1693416,1.250484,1.1188725,1.121964,0.87044126,0.99791723,0.7864785,1.1483715,1.016218,0.7555926,1.1327527,0.82607204,1.0767754,1.2902076,1.2362866,1.1614478,1.1335065,1.0704207,1.1842573,1.2345629,1.0277526,1.1656495,0.8829005,1.1757102,0.9152205,0.9924903,1.1542559,0.9488152,1.1415241,0.96749943,1.104559,0.9676061,0.9640479,0.8036382,0.9123617,1.2369262,0.8537978,1.2003864,0.8127467,0.82907295,1.0757569,1.0424862,0.83566034,1.2177998,0.75706196,1.0764874,0.89983875,0.706069,0.0,0.9114708,0.8065949,1.1292076,1.2099382,0.82036036,1.2668414,1.0510546,0.81941146,0.76096296,1.0667584,0.9958823,1.1871908,0.2679596,0.9592245,0.7473812,1.1221232,1.1475698,1.0388288,0.91418386,1.1656125,0.9102215,1.2718925,0.9372262,1.3041787,1.1053531,0.99748856,1.0228579,1.114149,0.8060198,0.8423932,0.89392,0.95682096,0.9922072,1.2048298,0.99586916,1.1903048,0.9944085,0.7234804,0.81539243,0.81400573,1.0707532,1.0310879,1.2649996,1.2359577,1.1803887,0.99126494,1.2308935,0.9114415,1.1881596,1.1949264,1.1386966,1.1071868,1.1889405,1.217804,0.9773234,1.1738552,0.9540725,0.86117256,1.0546162,0.9148121,1.1667656,0.7224512,1.0253202,0.902248,1.2393779,0.90410703,0.9886408,0.86068165,1.0728679,0.9133716,1.2770407,1.163508,1.0545307,1.2788363,1.1149211,1.155075,0.8806712,0.8477924,1.0235645,0.9508776,1.2502381,0.8415213,1.2000465,1.0455301,1.2028928,1.1153164,0.96961516,0.9313823,0.95583135,1.0044366,1.0932933,1.1164547,0.96061015,1.0648359
finger,1.2562187,0.41398126,0.8404971,0.8804561,0.94313705,0.910778,0.9231672,1.0547656,1.3719242,1.277853,1.1720455,1.2375782,0.6465565,1.2794864,1.0414389,1.228515,1.1477607,1.3207493,0.94868183,0.9441828,1.3547839,1.164557,0.78237534,0.95174176,1.1203514,1.2033895,0.8292505,1.2301711,0.6585893,1.1447674,1.0950418,1.1512597,1.3636025,0.73973036,1.3642046,1.089612,0.83439016,1.1318731,1.2418535,1.0843562,0.71564245,1.443685,0.96540505,1.2445824,1.0389805,1.1674669,1.1378411,0.97245204,0.872368,0.5712713,0.63398445,1.0144628,0.43497837,0.9114708,0.0,1.2371383,0.787225,0.92977965,0.39512736,1.1939942,1.1474545,1.4278746,0.48709112,0.7581222,1.1234373,0.877797,0.95030546,1.0342212,0.36381686,0.7523942,1.2092725,1.2568508,1.2224851,1.1709306,0.9557199,0.99436575,1.2552857,1.0755944,0.49466997,0.7583776,1.0646173,1.2873209,0.854055,1.2943665,0.61415446,0.8608473,0.6251593,0.8783851,0.44955385,0.73045164,1.3143041,1.2043157,1.1112283,0.9887281,1.1559286,0.94229776,0.7489414,0.5647318,0.85734004,1.2030672,0.92753565,0.8583623,0.97220147,1.0490856,1.1884527,0.93895125,1.0198961,1.0348121,0.63744664,1.1680715,1.1085149,1.2811542,1.1784594,0.87842,1.2023551,1.0615591,0.80432343,0.704306,1.2591238,1.2928561,1.3256261,1.2394383,0.5664185,1.2824907,0.95685786,0.60144496,1.2829506,1.1645964,0.9994695,0.658257,1.1688573,1.2209573,1.1004423,1.4123521,1.0332929,0.11105192,0.53393155,0.94145226,0.92314875,1.122441,1.3277577,1.1648802,1.1886156,1.2439364,1.1008655,0.5388849,1.2203753,1.0809124
firetruck,0.86849105,1.1769115,1.1556128,1.2042831,0.9353335,1.1315324,1.1662079,0.9901515,0.82615256,0.9386939,0.9381081,0.8375583,1.2445652,0.9982607,0.78889036,0.9928478,0.9302536,0.7962104,1.0526072,1.142221,1.0279262,0.8082028,1.184172,1.2068424,0.985481,0.9087893,1.1495862,0.60824883,1.1721985,1.0430498,0.9705629,1.0230029,0.8568048,1.1393268,0.96037173,0.97625095,1.1368878,0.8115823,0.9048444,1.0599551,1.2045362,0.5743006,1.1223761,0.9702553,0.7986335,1.0175562,1.0060297,0.9873655,1.0806866,1.0377595,1.2012081,1.0428537,1.1173228,0.8065949,1.2371383,0.0,1.1482664,1.1178198,1.2188529,1.093999,1.0265955,0.72108626,1.2086593,1.1504346,1.0070583,1.0678456,0.87110174,0.91841567,1.0404497,1.2405763,1.0017207,0.960674,0.9709313,0.96338135,1.007559,1.2372524,0.8574564,1.2357054,1.1845753,1.1635194,1.0502535,1.0462825,0.96242857,0.70144737,1.0296072,1.109624,1.1727047,1.2534132,1.2731665,1.1573186,0.9089843,0.8815237,0.8188776,1.02952,0.9711497,1.084109,1.2441397,1.277716,1.1792295,0.9161818,1.2610713,1.0295434,1.1238468,1.0807645,0.9980768,1.1474924,0.9834507,1.2009954,1.2008526,0.99794,0.8913293,0.9448893,0.92761064,0.94644636,0.92688334,0.78588945,1.2307014,1.0999215,1.1014147,0.80864006,1.0019145,0.6146479,1.2748895,0.9261326,1.2089161,1.1670835,1.0112919,1.1189762,1.1000079,1.1489947,0.6678252,0.9147162,0.97089374,0.7452937,1.0868487,1.2312851,1.2183763,0.96968627,1.2356182,0.6661125,0.70569,0.87255704,0.8967527,0.7289767,1.0523275,1.2353723,0.9023522,1.0093585
fish,1.3564259,1.0648676,0.46126252,0.5343513,1.5043204,0.57178193,0.4750958,0.9663011,1.3044202,1.4899294,1.078802,1.5221667,0.68330526,1.3754499,1.4613078,0.7198425,1.3796046,0.9013877,0.56020445,0.54807734,1.2121313,0.8969822,0.51614106,0.8479894,0.9088255,0.7536668,0.57693195,0.8419712,0.6582143,0.97702813,1.2821879,0.8172495,1.4068279,0.7308985,1.371319,1.1135145,0.8804473,0.9893438,1.4831463,1.1498988,0.23228776,1.4912231,0.44851023,1.2104222,0.89085436,1.1284897,1.3897338,1.3981537,0.4473232,1.1337816,0.5814017,1.1846817,0.75600004,1.1292076,0.787225,1.1482664,0.0,0.54585826,0.85373837,0.84168035,0.56125534,1.3125355,0.7348689,0.8557818,1.0228591,0.64718837,1.2690834,0.6624933,1.2139145,0.5058771,0.79792833,1.3873355,1.4736305,1.2148591,1.279006,0.86494124,1.4496248,0.58008456,0.92492265,0.848386,0.9879694,1.2016726,1.3188639,1.2072868,1.0287883,0.7815266,0.4633634,0.42630738,0.71795523,0.52991486,1.4948153,1.0721979,1.4572966,1.3975003,0.9218584,0.86976254,0.29695785,0.31991214,0.73007846,1.2032334,0.6123327,1.0010756,0.6957222,0.6621506,0.7899467,0.9540682,1.1829593,0.7987869,0.7642648,1.1893895,1.3065103,1.1278709,1.0012779,1.2105048,1.0374417,1.4307896,1.0399947,1.1340292,1.062798,1.5305563,1.4504285,1.3731108,0.35219902,1.1911398,0.5669492,0.85322124,1.2254167,0.9236172,1.0697993,0.6851984,1.3209693,1.5276777,1.152117,1.5119183,0.62107056,0.651719,0.5265573,1.2322588,0.7645837,0.7579153,1.345808,1.29098,1.1529198,0.8235493,1.2415924,0.35820544,1.1342118,0.9073876
flower,1.2484872,1.0245873,0.42342448,0.7380009,1.4556935,0.4774366,0.4067492,1.0704743,1.1613584,1.4778917,1.1535306,1.4576055,0.86689377,1.3425161,1.4723964,0.79839057,1.3826954,0.93607175,0.59938365,0.31903815,1.091408,0.8402951,0.7184905,0.848145,0.7564026,0.6724225,0.42227948,1.0020878,0.8432781,1.1080786,1.1226127,0.7393426,1.201531,0.7545324,1.3317571,1.1001472,1.0565175,1.1058924,1.416707,1.2599108,0.4373303,1.3326269,0.44827992,1.1133213,0.77868515,0.98312014,1.3120079,1.3560858,0.70520604,1.2629496,0.71814233,1.1904969,0.9039163,1.2099382,0.92977965,1.1178198,0.54585826,0.0,1.058883,0.88391626,0.6627847,1.3129276,0.82537985,0.7554797,1.1061012,0.84028375,1.2275552,0.6493305,1.30267,0.36064863,0.795223,1.2970822,1.3267646,0.9905298,1.404254,0.8239879,1.2723739,0.44812012,1.0889994,0.9573401,0.9515036,1.0738913,1.3272204,1.1394179,1.1029781,0.9050375,0.5549966,0.63852817,0.8130866,0.6285504,1.334754,1.0789325,1.4768276,1.3777082,1.005,1.0362606,0.47301567,0.52640295,0.84639585,1.185484,0.74898744,1.1135904,0.2096343,0.8279619,0.75011396,0.8406025,0.9199892,0.80139637,0.67194235,0.89093953,1.2555546,1.1020685,0.90585774,1.3438824,1.0915126,1.4343641,1.0128343,1.2272607,1.0723913,1.3716404,1.4351761,1.3986957,0.48190695,1.261025,0.4734956,0.87042725,1.2442899,1.0117859,0.9176282,0.50420177,1.2634486,1.3711607,1.0122218,1.3884778,0.6948416,0.79053116,0.77020764,1.3324449,0.837441,0.53782433,1.284004,1.2382776,1.1919153,0.81425107,1.0127227,0.4797063,1.1276927,0.9029721
foot,1.2008022,0.5464919,1.0484946,0.8285953,0.9518422,1.0846183,1.0764405,1.148905,1.3298688,1.1904058,1.0418774,1.1604556,0.49617958,1.0723389,1.0073602,1.2423497,1.0720587,1.3567078,1.0630898,1.0529544,1.3516009,1.2745653,0.87372,0.7973497,1.1655396,1.2614919,0.8150041,1.1337833,0.71984124,0.87857705,0.8503468,1.1834041,1.2991533,0.56065834,1.2832274,1.1474327,0.8942685,0.87488997,1.1044732,1.0488955,0.7991769,1.3040365,0.98597634,1.1448758,1.2317264,0.99438024,1.1449211,0.94902235,0.7749436,0.7876419,0.83545667,0.9037342,0.3357125,0.82036036,0.39512736,1.2188529,0.85373837,1.058883,0.0,1.1807017,1.2183264,1.3635061,0.4812333,0.8114157,0.9721836,1.044005,0.8661665,1.122552,0.65240616,0.8102114,1.295843,1.126705,1.0630618,1.259178,0.8211519,1.0677743,1.0655906,1.0282042,0.506336,0.80796635,1.1455228,1.250731,0.90480876,1.2241907,0.7959424,0.81263614,0.7951919,0.87052,0.41927242,0.8404865,1.1853017,1.2270249,1.069592,0.84676695,1.1669005,1.005733,0.82584405,0.68542707,0.88556576,1.2649759,0.7030322,0.8795626,1.1084307,1.173377,1.277669,1.0176883,1.0483223,0.7584033,0.6893294,1.1058967,1.157147,1.1845933,1.2618214,0.8342911,1.2709713,0.97237843,0.66303337,0.59284925,1.2798097,1.2572384,1.2423146,1.2499769,0.52233547,1.1129956,1.0998147,0.6016358,1.2483246,1.2375796,1.0475055,0.79882556,1.125475,1.2185549,1.0755323,1.2970995,1.2050823,0.3227961,0.6753524,1.0522311,0.89209455,1.3220043,1.4041538,1.1634163,1.1429405,1.1684924,1.0042368,0.58166826,1.0744066,1.1517717
fork,1.1242247,1.1273688,1.0616982,0.8844292,1.1905565,0.988848,0.94467944,0.8502731,0.7401979,1.1334679,1.002244,1.2105441,1.0145156,0.9406774,1.2622745,0.8698458,1.1794584,0.82729787,0.83057654,0.973453,0.7318383,0.89856684,1.1598524,0.8044673,0.9574528,0.75333023,1.0777198,0.8828459,0.9721163,1.0128521,1.1034942,0.8534004,1.012017,1.0799668,1.0319461,0.5273244,1.1680112,0.9561537,1.2045469,1.0893996,0.89104545,1.0959053,0.9871536,1.1166502,1.0184252,1.0056591,0.95065767,1.2266282,0.9196994,1.1982234,1.1477122,1.1065724,1.2102995,1.2668414,1.1939942,1.093999,0.84168035,0.88391626,1.1807017,0.0,0.8803826,0.8690737,1.0936209,1.0451453,1.0208669,0.9238894,1.2198648,1.0439572,1.1323287,1.079914,0.86318505,0.73446083,1.1390972,0.8659549,1.202584,0.6381035,0.9051931,0.7811408,0.9680623,1.1913047,1.0808568,0.9050615,1.1234586,0.9229765,1.1110404,1.1344322,1.2113576,0.98119485,1.0112981,1.1005065,1.0003848,1.008398,1.1813725,1.2888505,0.8187932,1.0809064,0.7634109,0.788859,0.8327636,1.0271255,0.8613044,1.1529865,0.78001857,0.83921397,0.94475514,1.0432596,0.9764406,0.7900419,1.1066575,1.0235605,1.0347232,0.9796842,0.8456848,1.174574,0.41094285,1.2505594,1.0165176,1.2967813,0.5638531,1.129502,0.960385,1.1350961,1.1010679,1.0877693,1.041546,1.0161638,0.81895185,0.5335962,0.7585014,1.0677212,1.0560104,1.1415237,0.7682359,1.0108403,0.91317296,1.2751627,0.9116114,0.6300205,0.97172034,1.0175544,0.888805,1.0615532,0.91203815,0.85289466,0.67448735,1.0537584,0.9206653,0.88557315
frog,0.99011064,1.1335472,0.7799163,0.877082,1.3701311,0.7588604,0.7586667,0.6754168,1.0232128,1.2760756,1.1168394,1.3277483,1.1628922,1.3047405,1.2548927,0.36712992,1.2156534,0.72319627,0.80647194,0.89268976,1.1546429,0.8538742,0.83871865,0.87481666,0.9342877,0.44175947,1.0250705,0.98285085,0.89467865,1.1389929,1.228245,0.68666744,1.2412562,1.0162765,1.2234373,1.1127504,0.82732075,0.9627027,1.2808208,0.9289002,0.8534906,1.1472765,0.99356747,0.80276763,0.54867005,1.1642518,1.2472031,1.2185432,0.8872738,1.1643822,0.94861317,1.2405982,1.095222,1.0510546,1.1474545,1.0265955,0.56125534,0.6627847,1.2183264,0.8803826,0.0,1.1235727,1.1176412,0.8517772,1.1900619,0.6906245,1.1657324,0.6870012,1.2352201,0.7995522,0.48544937,1.1224208,1.3362229,0.95914537,1.3496283,0.7598852,1.210776,0.84193707,1.1527728,0.8961714,0.74450994,0.9638973,1.0775166,0.9882969,1.1640469,0.9350043,1.0935527,0.87617135,1.0114448,0.9070983,1.3967454,0.7137369,1.3427887,1.3269287,0.7756796,0.8168555,0.9181742,0.9457636,0.7466918,0.9388158,1.028281,0.91128474,0.68770456,1.0320191,0.51637226,0.873632,1.0594862,1.0517423,1.0608315,1.1284469,1.2078636,0.5787018,0.8760416,1.1813431,0.7943536,1.2099744,0.9960971,1.2525148,0.84958404,1.299793,1.2877808,1.2041701,0.9885975,1.1829908,0.7168649,1.1285683,1.034297,0.7731323,0.96065855,0.90075105,1.0879865,1.3032271,1.0074036,1.2970896,0.6904392,1.1287137,0.93372786,1.1071693,0.94250035,0.6679145,1.0454487,1.1890447,0.96407545,0.837705,1.0050739,0.9888481,1.2230825,0.771452
glass,0.7786549,1.2600589,1.3719494,1.3164335,0.7859132,1.2354176,1.3207073,1.0223917,0.7779393,0.59639025,0.82856005,0.6649562,1.4862947,0.83642745,0.68434656,1.108323,0.81046486,0.86219025,1.378335,1.2967215,0.5391322,1.0424914,1.3803618,1.2390023,0.96861964,0.9357314,1.4145812,0.65735316,1.3875093,0.810037,1.0996418,1.0224248,0.7797731,1.3678128,0.6493586,0.83503556,1.2166969,0.8426017,0.74695754,0.93859136,1.4727852,0.65199643,1.21049,0.85572827,1.0938936,1.0639378,0.8555311,0.90001005,1.2784668,1.0015498,1.3419113,0.7832644,1.326718,0.81941146,1.4278746,0.72108626,1.3125355,1.3129276,1.3635061,0.8690737,1.1235727,0.0,1.33657,1.2255204,0.79032433,1.1248839,0.7837039,1.175579,0.9910733,1.4490113,1.0842612,0.66127425,0.7473108,0.7734233,0.8396704,1.2321439,0.7156441,1.2580097,1.2654337,1.2649566,1.0450343,0.8435687,0.7840759,0.54374,1.1693456,1.198277,1.3708789,1.3787539,1.4428301,1.4281566,0.6893587,0.678735,0.65077287,0.84242237,0.908264,1.1406506,1.4462243,1.5001354,1.2218044,0.8222225,1.3909549,1.0742972,1.232185,0.9151434,1.0937169,1.1717459,1.106285,1.1795573,1.2918179,1.0716858,0.7361019,0.75939316,0.8944504,0.9968969,0.7708497,0.7281313,1.137357,1.1408215,0.95523757,0.6087237,0.53880405,0.57531303,1.5433863,0.5840137,1.3292868,1.3737195,0.6438348,0.94793797,0.95809466,1.4443368,0.6864135,0.66362077,0.9672543,0.5837144,1.1988621,1.4939933,1.5056579,0.6983788,1.3592204,1.1951897,0.601085,0.7072787,0.8634137,0.8217931,0.9338969,1.5086317,0.85651743,1.0421181
glasses,1.2603993,0.68940204,0.73375535,0.91014004,1.1328707,0.8045436,0.76584905,1.0766289,1.3080597,1.3487991,1.1629937,1.3083742,0.48548168,1.2747612,1.1582218,1.0669453,1.2373378,1.1753772,0.8611442,0.7440145,1.2347398,1.1307232,0.77303076,0.9492227,1.0686617,1.0736743,0.69225585,1.1142868,0.8237523,1.100661,1.0316252,0.9824101,1.3008558,0.7607169,1.3613756,1.0864902,0.9469757,1.0773375,1.286184,1.2437904,0.60447145,1.4168313,0.7799313,1.1796784,1.0164804,1.1248782,1.1877747,1.1842207,0.8015931,0.736341,0.7067859,0.9916749,0.35386246,0.76096296,0.48709112,1.2086593,0.7348689,0.82537985,0.4812333,1.0936209,1.1176412,1.33657,0.0,0.8659749,1.1327784,0.9571145,0.8454566,0.8865826,0.77164006,0.5581115,1.0902188,1.1406548,1.199085,1.1825721,1.0214231,1.010258,1.2002577,0.7930912,0.8201323,0.92119145,1.0774095,1.2628849,1.1263286,1.1596601,0.7250922,0.979568,0.5463445,0.82805175,0.41575044,0.7527416,1.2654994,1.2084553,1.2160763,1.077947,1.1824424,1.0198084,0.5845208,0.5174959,0.88132066,1.2716429,0.90395874,0.9652952,0.84612,0.97546047,1.030032,1.1122059,1.0017674,0.9481355,0.68410283,1.0903596,1.1764115,1.1999298,1.1839765,0.94827616,1.144547,1.1606773,0.88431585,0.8138815,1.2415583,1.3231113,1.3626125,1.2892843,0.4472105,1.299875,0.8622999,0.78705645,1.2932472,1.1038629,0.98968744,0.8064053,1.1222268,1.2736719,1.0381534,1.3832273,0.9019457,0.37730747,0.7402437,1.137489,0.9977652,0.9859828,1.3827574,1.2114297,1.1566865,1.0574467,1.0495963,0.38768315,1.0690607,0.9658319
glove,1.076391,0.74594295,0.990228,1.0006152,0.9792955,0.7976255,0.8296486,1.0592214,1.1739999,1.3349977,1.2401807,1.090152,0.74178463,0.9628471,0.8260745,1.0797532,0.80981743,1.0991592,0.94093,0.8673376,1.2343528,1.0097339,1.1403825,0.9678413,0.87594914,1.0297245,0.8725583,0.92133284,0.9317603,0.9638203,0.76593995,0.95012313,1.2587026,0.7793638,1.178903,0.99661183,1.1081806,1.0031437,0.9864658,1.1368821,0.9350572,1.1621746,1.046185,0.83638084,0.87655985,1.1115549,1.2409986,0.816699,0.988669,0.9388916,0.8943526,0.9725421,0.881939,1.0667584,0.7581222,1.1504346,0.8557818,0.7554797,0.8114157,1.0451453,0.8517772,1.2255204,0.8659749,0.0,1.1754637,0.89848864,1.0002296,1.0060401,0.79189193,0.49758053,1.03073,1.1451873,0.8186239,1.0864339,0.7650892,0.9138639,1.1358851,0.8666256,0.860734,1.0508403,0.9512201,1.1819316,0.56809855,1.0089949,1.0954529,1.0025393,0.9970888,0.9568689,0.87452364,0.8911191,1.2164323,1.130947,0.9549431,0.79452187,1.1293651,1.1338842,0.9740068,0.9371144,1.0468652,1.1638035,0.6089673,1.0073909,0.8523532,1.2554724,1.0217777,0.8805188,0.64904773,1.0597539,0.79028964,1.0589393,1.2966846,0.7892731,1.1535807,0.95160955,1.1016388,0.7853782,0.54279184,0.5856057,1.1559565,1.3249106,1.3282479,1.1961647,0.82584965,1.2035278,0.8840984,0.4516514,1.2719221,1.1270114,1.1297303,0.7250289,0.79555297,1.083777,1.0847839,1.1532284,0.8915242,0.7575394,0.9670978,0.9484911,0.71313274,0.90532166,1.2651992,1.21924,1.1128324,1.037205,0.972277,0.8203638,1.2116854,1.0345978
grass,0.85402036,1.0681598,1.1321899,0.84449035,0.95019567,1.1036055,1.1187352,1.2389799,1.1143047,0.8934611,0.34908807,0.76467025,1.1001573,0.87007165,1.0613213,1.0490534,0.84301406,1.0968482,1.2572324,1.1577839,0.99869114,1.2143358,1.1999726,0.9612759,1.2577074,1.007362,1.1285259,0.9644747,1.1767848,0.2720983,1.0702555,1.1894897,0.82794696,1.0546521,0.8785765,0.95415384,1.2330263,0.9783428,0.86231637,1.1719847,1.0731485,0.987523,1.0671923,0.90290993,1.2922845,0.8799745,1.018666,1.0416328,1.0118564,1.1347234,1.2264767,0.46529424,1.0607524,0.9958823,1.1234373,1.0070583,1.0228591,1.1061012,0.9721836,1.0208669,1.1900619,0.79032433,1.1327784,1.1754637,0.0,1.2205042,1.0202962,1.1729838,1.1065109,1.1520392,1.0412279,1.0265824,0.78409237,1.2003474,0.77797055,1.1711202,0.9447157,0.99752337,0.99725133,1.1948909,1.1931937,1.0848601,1.1003275,0.947983,1.1330224,0.9839744,1.0078781,1.007283,1.0570571,1.1723078,0.9228152,0.8091585,0.84982735,0.8914432,1.1682258,1.2101269,1.0117656,1.083167,1.125619,0.9503882,0.8950241,1.280299,1.0791284,1.1123812,1.0669892,1.1406548,1.1923646,1.026896,1.0573219,1.0857143,0.60585314,1.027401,0.99635667,1.0030204,1.1059163,1.0029484,1.0392622,1.0337415,1.2180048,0.7724229,0.9081501,0.8455775,1.0374066,0.4874748,1.1949975,1.1416221,0.95261186,1.2821016,1.1136873,1.1881652,1.0656962,0.8683081,1.170449,0.88441724,1.2429315,1.140362,1.159972,1.1417434,1.01245,1.3272147,1.097006,0.62931144,0.8804877,1.0282997,1.044711,1.0795425,0.75703263,1.0285553
