,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,game,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,purse,radio,raisin,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window,zebra
eye,1.2687855,0.8420507,0.9886918,1.1364838,0.93212694,0.77108514,1.0463513,1.2241164,1.2487135,1.0862957,1.2129896,0.64121497,1.2008462,1.1492357,1.0969124,1.1653619,1.2609935,1.1296237,1.0042105,1.1878958,1.2440236,1.0687056,1.186187,1.0074195,0.7274877,1.1344604,0.58133495,0.93985623,1.032619,1.0886412,1.1676381,1.1813115,0.8978613,1.1104969,0.98253053,1.1696836,1.1095409,0.8580246,1.2999679,1.0076095,1.1561093,1.0411313,1.1950539,1.0924522,1.0061857,1.0348811,0.23627603,0.83759975,1.0664862,0.0,0.90379304,0.48924625,1.149859,0.96422005,1.0892049,0.5748193,0.6216777,1.0797334,1.1952014,1.2511865,0.52512777,0.9428178,0.96567494,0.8991694,0.95721793,0.9401176,0.813307,1.0595629,1.1447811,1.1788037,1.1882797,1.036607,0.8979455,1.3054858,0.85880405,0.7282555,0.9037335,1.2498075,1.0718306,1.2099187,0.94018376,0.75920415,1.1719084,0.63519794,0.56844544,0.82013655,1.1788647,0.9643913,1.0900736,0.9604611,1.2323905,0.87271756,0.8311231,0.8369429,0.8448411,0.6912297,1.1006172,0.9468462,1.132359,0.6708886,1.2682967,1.1976283,1.025486,0.7948203,1.2372593,1.0321093,0.91824,1.0571791,0.8665176,1.1095078,1.0716505,0.9932006,0.7527406,1.0438749,1.1824014,1.2501638,1.2572156,0.62241995,1.2000036,0.9852718,0.8414885,1.1437676,0.9301491,0.7536744,0.8245387,1.2331188,1.0962132,1.3450179,0.8118554,0.5038018,0.6075341,1.0438865,1.174869,1.2711122,1.2538981,1.1726013,1.0489227,0.37694144,1.0188206,1.0858326
face,0.8805839,1.1001692,1.153376,0.71377957,1.1766739,1.2043921,1.2072787,1.2549174,0.8949581,0.6880213,0.71740496,1.2611904,0.7833874,0.69257545,0.82112926,0.7918942,1.0363119,1.2265778,1.2537987,1.1763304,0.9104913,1.0732217,1.2666202,0.6236661,1.3135631,1.0622288,0.97436,1.0322878,1.1933979,1.18927,0.7855624,0.8642375,1.066574,1.0858343,1.3705251,0.65129304,1.1097662,1.3224742,0.86792374,1.2191236,1.0515648,0.8011137,0.93797684,1.0734897,1.1332228,0.7375849,0.78029376,1.0919375,1.0185603,0.90379304,0.0,0.9977451,1.0033379,1.2241688,1.1789207,1.0285585,1.3500888,1.13188,0.86000764,0.690307,1.0846109,1.1679544,1.2283652,0.27105308,1.1719335,0.69834846,1.2987429,0.7878102,1.0525894,0.70409864,1.2229555,0.87835884,1.2777225,1.0870079,1.2906259,1.166201,1.1680887,1.072197,0.8507827,1.0067427,0.9662418,1.107052,1.3341582,1.1571496,1.1051111,1.2212019,0.8955044,0.782954,0.87830585,0.83256924,0.870535,0.96757007,1.3738381,1.3325441,1.2043947,1.301227,0.87912273,1.1882885,0.8313005,1.1809727,1.2357554,1.0376662,1.211902,1.0848621,1.0057776,1.0563798,0.8914958,0.935101,1.0276585,1.2165248,0.61008394,1.206555,0.8810824,1.1587753,0.8600239,0.97710305,0.9366048,1.3006897,0.92922646,1.2532473,1.1240791,0.9263091,1.2587199,0.99957174,1.2075938,0.97821325,0.65592575,0.8265952,1.2951329,1.0013835,1.1914022,1.0637987,1.3435733,1.1293064,0.95553637,1.0889482,1.2202709,1.1038549,0.9110053,1.0692452
finger,1.3203189,0.6303104,0.8508587,1.0819505,0.97926545,0.83238876,0.9912068,1.2481877,1.3755794,1.2158619,1.3462558,0.6869232,1.3775387,1.1444668,1.1409485,1.2393802,1.3185222,1.0753725,0.8364898,1.3004272,1.3912055,1.04909,1.0827136,1.0983653,0.7507706,1.1237818,0.36661685,1.0847638,1.0810647,1.1185095,1.3953887,1.2203841,0.96517086,1.0691435,0.8870947,1.2808233,1.0582149,0.7109144,1.478982,0.9310381,1.2350372,1.134023,1.0826285,1.1694001,1.1553266,0.901652,0.41174436,0.53947926,1.1589077,0.48924625,0.9977451,0.0,1.2201058,0.90063167,0.94511354,0.32898217,0.49320042,1.046429,1.1931024,1.2930238,0.5334527,0.6978698,0.69821495,0.9396934,0.72716725,0.65767586,0.69641006,1.1400833,1.2436447,1.1047084,1.0522267,1.0404006,0.73199123,1.3769056,0.86120653,0.8338465,0.80698854,1.2304375,0.9390047,1.286386,0.89674896,0.5360765,1.1011366,0.3995428,0.63829404,0.7373221,1.3580155,0.86682296,1.0787419,0.96526015,1.2729269,0.93762684,0.6367735,0.6546844,0.81110877,0.6287938,1.0264442,0.9246146,1.0495596,0.61736923,1.2673564,1.2413708,1.0773641,0.75425494,1.3146348,1.17477,1.0429428,1.0753782,0.8585279,1.026135,1.0929208,0.9316931,0.7451141,1.0216473,1.3855014,1.3294538,1.3222172,0.47763753,1.2668467,0.83661985,0.74273586,1.3488314,0.7786995,0.7368819,0.75964415,1.3657014,1.0413947,1.495425,0.7610664,0.098140836,0.2523625,0.90479785,1.0956864,1.2321761,1.3891447,1.158118,1.0603098,0.32839257,1.2196238,1.1368797
firetruck,0.93689466,0.9975487,1.0831481,0.9603641,1.0741233,1.1200068,1.0918062,0.9073511,0.99395245,0.86378586,0.872069,1.1517639,1.0255404,0.8068211,1.0710813,0.918257,0.66197133,0.9357995,1.1411968,1.0488575,0.7570685,1.0800315,1.0289317,1.0631208,1.2030253,0.7051832,1.1137347,0.9892476,1.0933937,0.9694239,0.89624435,1.0304319,1.0609703,1.0519248,1.1325636,0.94098437,1.0510533,1.1057305,0.754789,1.2124239,1.0342948,1.0107254,0.9225354,1.0163698,1.0526048,1.0261487,1.113364,1.2162828,0.9052052,1.149859,1.0033379,1.2201058,0.0,0.9923544,0.99343264,1.2188058,1.1767128,0.95745116,0.88101906,1.0304897,1.1682539,1.1916893,1.0971632,1.0769079,1.1017491,1.0708231,1.2213614,0.9263376,0.9365475,1.0106479,1.1208665,0.9335736,1.1803094,0.955734,1.1476773,1.1183608,1.0748008,0.8887439,1.1155754,0.5967048,1.1263565,1.1931112,1.1364663,1.1979351,1.193535,1.1077961,0.94071877,1.0731865,0.9090094,1.0776993,0.90700656,1.0822669,1.1592611,1.1380873,1.1078844,1.2010902,1.0770005,1.1295664,0.89449817,1.156553,1.0550569,0.78201,0.9324735,1.0721846,1.0012472,0.8827483,1.1053813,0.91167027,1.002085,0.93617296,0.9711399,1.0874205,1.1481756,1.2526414,0.93287885,1.0191572,0.7651309,1.2490834,0.82145727,1.1442276,1.1523228,1.0102093,1.2742001,1.0269717,0.9729007,0.8824812,1.0069869,0.90052867,1.1419452,1.2895535,1.2145565,1.0025468,1.1316451,0.73226374,0.9260815,0.1849634,1.1492857,1.2456956,0.95357376,0.86904615
fish,1.1710908,0.7933354,0.67287546,1.4930651,0.7432115,0.5994727,0.599285,1.0327102,1.44491,1.1990149,1.4174641,0.44485593,1.4854864,1.4340923,0.99825245,1.3398054,0.8903544,0.7015889,0.5841009,1.0677962,1.3196694,0.977457,0.92467356,1.0776669,0.62792605,0.63954043,0.9918993,1.0122887,1.1129423,0.6988102,1.3642182,1.3927139,0.8862081,0.98996395,0.61775386,1.4539304,0.9667658,0.28317362,1.4609839,0.7247378,1.1815007,1.2707762,1.0776346,1.1405296,1.0088345,1.3603877,0.96309865,0.6845863,1.1089419,0.96422005,1.2241688,0.90063167,0.9923544,0.0,0.69364035,0.9970464,0.4613725,0.4321288,1.1486746,1.4410255,0.5605143,1.0271953,0.6634914,1.2896507,0.6509465,1.4179078,0.60429436,1.0759403,1.3071712,1.4111762,0.8857419,1.3690779,0.62724483,1.3850424,0.5350313,0.5319129,0.49765742,1.1151974,1.4354405,1.0444329,0.99341536,0.630983,0.61360574,0.70647174,0.77474755,0.56852436,1.4423459,0.9402362,1.3923428,1.3460854,1.3056514,0.98699856,0.31918526,0.34887612,0.5689855,0.50681305,1.2299283,0.7828188,1.3100702,0.7420572,0.9321189,1.0843652,0.7481947,1.1386774,1.3563395,1.1408461,1.2099937,1.299472,1.076897,0.71271473,1.4708891,0.975984,1.2446909,1.0714768,1.3866245,1.3466883,1.2671871,0.5128596,1.0204676,0.47575164,0.9688491,1.2058451,0.65642464,0.980036,0.64165366,1.2943139,1.4571161,1.4943047,0.47703195,0.831352,0.6582845,1.1255014,0.59107983,0.85226095,1.32194,0.97076297,0.9953714,0.7446816,1.1250515,0.8540759
flower,1.2685056,0.7563957,0.46561944,1.3606439,0.69030696,0.6950191,0.6330026,0.8236763,1.3025329,1.2065456,1.3672122,0.86192155,1.4270797,1.3663757,1.2007145,1.334785,0.8691929,0.80905086,0.4845249,0.99162644,1.3145645,1.0233392,0.8001117,1.2217084,0.6985331,0.6102545,1.2120153,1.1491779,0.9116183,0.5879147,1.2201446,1.195161,1.0940789,1.004295,0.7838945,1.4118629,1.0017154,0.585845,1.2757082,0.69196826,1.1312044,1.1968434,0.8187516,1.0416093,1.1994245,1.2011412,1.0932741,0.70055324,1.0827587,1.0892049,1.1789207,0.94511354,0.99343264,0.69364035,0.0,1.1929243,0.80961823,0.8003732,1.0777001,1.3209486,0.631306,1.166099,0.9613506,1.1606619,0.6501779,1.345066,0.4873041,0.9818394,1.2557359,1.322573,0.6365509,1.4960511,0.73698103,1.1674848,0.59308493,0.86448324,0.6851249,0.969665,1.391293,0.90962815,1.0636251,0.6187397,0.7757647,0.89491874,0.85446656,0.68095165,1.264955,0.84470606,1.3547292,1.3560665,1.323956,1.0956917,0.63481486,0.6769886,0.7670896,0.82822216,1.1436975,1.0946218,1.2872448,0.5676828,0.89223003,1.0576748,0.9160119,1.0414209,1.0511107,1.0708649,1.0719802,1.1484284,1.0681796,1.0645612,1.3869901,0.9994247,1.3214823,0.77952695,1.2108827,1.2730861,1.2119501,0.65770566,1.0774996,0.57984936,1.2305641,1.2198782,0.7236978,0.9703557,0.8737076,1.1020178,1.3471301,1.3723887,0.6890352,0.87178624,0.7839947,1.3024006,0.7597127,0.6998886,1.2279558,0.8527904,0.8964169,0.79166174,1.1663789,0.8842062
foot,1.1304047,0.8445561,1.1672131,0.8682887,1.1948373,1.0513153,1.0490233,1.2812831,1.2646372,1.1992182,1.1407273,0.72411394,1.0941913,0.98961467,0.9647114,1.0519701,1.3540499,1.1171567,1.1122986,1.3375244,1.2386476,0.95508236,1.1081963,0.94477844,0.85012627,1.273803,0.35084003,0.9972124,1.0016699,1.2801125,1.2562913,1.1246047,0.9142077,1.0269771,0.8828796,1.0677139,1.0231823,0.9695441,1.3286529,1.1047785,1.2493776,0.9509299,1.0734466,1.0988433,0.9804948,0.83554614,0.5412989,0.8458207,1.1977658,0.5748193,1.0285585,0.32898217,1.2188058,0.9970464,1.1929243,0.0,0.61960596,1.005445,1.1916368,1.1063162,0.80328953,0.5495657,0.8677814,0.90641826,0.9449837,0.67399323,0.89409643,1.073732,1.1917198,0.97017807,1.1508996,0.8140677,0.87151104,1.209699,1.1007397,0.8453459,0.9655319,1.1824017,0.7382571,1.2887781,0.818524,0.8991594,1.0281935,0.54540753,0.8604913,0.9571097,1.1666123,0.9943938,0.912071,0.8019911,1.0860349,0.7687888,0.8362951,0.8518397,0.9681619,0.6756628,0.96718746,0.71686876,0.99901986,0.77139664,1.3409288,1.2021115,1.0452282,0.7707679,1.1677141,1.1662354,0.89437574,1.0362259,0.87712634,0.9141212,0.8737781,0.813791,0.5534631,0.95591825,1.2501001,1.2439306,1.2380893,0.67677593,1.2983027,1.0547407,0.59736913,1.1970546,0.8260448,0.8127824,0.77426547,1.1919756,0.89980376,1.2725314,0.93681985,0.34391588,0.53423923,0.8194862,1.0328456,1.3761272,1.2989432,1.2201453,0.9595537,0.58454704,1.1658859,1.1476676
fork,1.3207593,0.758528,0.7588638,1.3681096,0.8239565,0.6508906,0.82749766,1.0639653,1.3845348,1.3480128,1.484489,0.38368338,1.4225594,1.4439878,1.0697148,1.4026136,1.2309138,0.88880664,0.5983993,1.1502976,1.4783022,1.1501144,1.0059749,1.175655,0.47850174,0.9728653,0.6624301,0.8517475,0.9404746,0.87952423,1.3824632,1.3131856,0.6873459,1.1443675,0.72793007,1.4645436,1.1088123,0.35868967,1.514463,0.74624014,1.2095068,1.2814407,1.2785633,1.0781615,0.92778385,1.2099478,0.71911037,0.55884886,1.0078647,0.6216777,1.3500888,0.49320042,1.1767128,0.4613725,0.80961823,0.61960596,0.0,0.8422978,1.2846923,1.4191787,0.44271332,0.81295675,0.75210595,1.2512213,0.71309054,1.156371,0.5436263,1.1348327,1.2084382,1.4109379,0.9991149,1.2398949,0.37589443,1.3126953,0.497733,0.6222661,0.6298716,1.2406172,1.2823012,1.2661719,1.0369056,0.55635273,0.7270758,0.37026453,0.64713925,0.5432199,1.3517084,1.0864391,1.30947,1.1534126,1.3367748,1.0457438,0.23090464,0.2920671,0.5025017,0.5250678,1.205127,0.71001285,1.2962393,0.50111264,1.0664965,1.286149,0.8368774,0.90811557,1.2510575,1.025953,1.0404279,1.2572938,1.0047394,0.8073111,1.412158,0.926754,0.9987581,0.8561165,1.2883881,1.3195455,1.3372386,0.38344312,1.156184,0.6334905,0.70422524,1.3614497,0.47233158,0.77368927,0.6836776,1.3193984,1.3527108,1.574702,0.64001393,0.48364222,0.36532784,0.91043305,0.7279899,1.2166836,1.4320531,1.1010497,0.82099223,0.42248154,1.0566839,1.0068096
frog,0.8720118,0.93930495,1.0249729,1.2958357,0.88913274,0.87938356,0.74340135,1.0114306,1.3085473,0.9578218,1.2377312,0.94971895,1.3049202,1.1713312,0.9032154,1.200614,0.94598573,0.78911495,0.97058576,1.1010393,1.0551064,0.83139026,0.944548,0.9772553,1.0113894,0.8230463,1.0413103,1.1710219,1.0641128,0.7730336,1.2987078,1.2489619,1.0679868,0.88889855,0.7518134,1.2710625,0.8748499,0.8110206,1.2365608,1.0057085,1.1220568,0.9688212,0.83957624,1.0950819,1.0049468,1.2191303,0.9872357,1.044002,1.2504692,1.0797334,1.13188,1.046429,0.95745116,0.4321288,0.8003732,1.005445,0.8422978,0.0,1.0229169,1.2126783,1.00654,0.8433771,0.55828035,1.1794903,0.8972632,1.1989365,0.85284716,0.95755434,1.0555449,1.166352,0.79446524,1.1873299,0.9418608,1.1572433,0.9064007,0.9242426,0.84232855,1.0281389,1.0498643,0.90053636,0.8553966,1.0695312,0.7569889,1.0195956,0.93411136,1.0393109,1.3359103,0.7946149,1.1962434,1.2765636,1.0229099,0.8485177,0.78771275,0.8330024,1.0025926,0.74899435,1.0219983,1.0027614,0.96562636,0.796652,1.0065846,0.8607029,0.8378295,1.0400635,1.2357473,1.1830264,0.91089785,1.0706161,1.0998523,0.47235715,1.2957894,0.7409662,1.2087189,1.028968,1.3306928,1.2274044,1.1171416,0.8689876,0.99878305,0.8589263,1.1048087,0.9759357,0.79362124,0.8862194,0.85841274,1.0146531,1.355734,1.1938952,0.5942003,1.0306276,0.8811635,0.95019066,0.74643904,0.6931782,1.1184683,0.99217504,0.96881396,1.0348613,1.2526613,0.76510984
game,0.88086075,1.0781063,1.1067374,0.8667557,1.0539302,1.1492347,1.0199527,0.8728616,0.93410534,0.84854794,0.8749392,1.300471,0.9207645,0.8025032,1.0528876,0.8891861,0.78205967,0.82693017,1.1808681,0.97156304,0.66088617,0.97103214,1.0049217,1.0612823,1.2653064,0.9441988,1.0993747,1.1352996,1.1564482,0.988532,0.9695049,0.9573196,1.0197031,0.97721934,1.0911888,0.89379895,0.9919353,1.2128129,0.7774838,1.1427917,0.9457628,1.0525366,0.88564014,1.0946146,1.108185,0.9956982,1.1422586,1.1924243,0.9570593,1.1952014,0.86000764,1.1931024,0.88101906,1.1486746,1.0777001,1.1916368,1.2846923,1.0229169,0.0,0.84284574,1.2680602,1.105331,0.9383351,0.9861242,1.1093594,0.8370323,1.2332267,0.9014434,0.9539464,0.82084584,1.0361638,0.8893157,1.2309088,0.90605843,1.2317784,1.1897571,1.0619457,0.86819834,0.92289716,0.86294633,1.0195726,1.2180461,1.0715287,1.2879757,1.1845335,1.22552,0.898018,0.93769515,0.88211745,1.1158818,0.7484672,1.0251783,1.2100221,1.2063814,1.2010944,1.201392,1.008191,1.1686034,0.87861145,1.225512,0.9862899,0.7673493,0.8381681,1.126683,1.003677,1.0466605,1.0443773,0.88945097,1.1128318,0.9877299,0.94967806,1.067506,1.1521403,1.2172173,1.0150144,0.92053974,0.8657953,1.3138347,0.8739084,1.180414,1.1172234,0.92448676,1.2171454,1.1096644,1.1903965,0.87715286,0.9680472,0.81975347,1.1281582,1.2472205,1.2317344,0.8815122,1.066119,0.7935934,0.84622216,0.88371056,1.2097902,1.2737913,1.0048655,0.9370644
glass,0.5627294,1.412255,1.379003,0.47466564,1.4068428,1.5100511,1.3334883,0.94184196,0.5358561,0.79200006,0.6591261,1.5286703,0.5159398,0.5933367,0.66527987,0.76476115,1.0683829,1.1008669,1.3909595,0.9070359,0.55884373,1.0158089,1.1244993,0.6473036,1.4794463,1.275184,1.0231928,1.0584128,1.1372104,1.3180478,0.6892506,0.6027229,0.92634565,1.0103574,1.3295214,0.58500695,1.0120517,1.5454656,0.59431267,1.2042824,0.7959012,0.8784191,1.0636475,0.96656287,0.93746334,0.7508993,1.2144794,1.4038618,1.0093602,1.2511865,0.690307,1.2930238,1.0304897,1.4410255,1.3209486,1.1063162,1.4191787,1.2126783,0.84284574,0.0,1.5099478,0.90892905,1.0924225,0.68065894,1.3136338,0.48847878,1.5778182,0.8551669,0.73276424,0.5963629,1.109444,0.68736565,1.2150526,0.72422194,1.4945607,1.325366,1.3798407,0.91120464,0.53203386,0.9896533,0.9267296,1.4602641,1.277911,1.4126832,1.3757348,1.4616793,0.6158997,1.121076,0.73179066,0.7615802,0.49071002,1.0329039,1.5207056,1.47894,1.3947816,1.558836,0.7721715,1.282486,0.48219562,1.3693444,1.0027381,0.9074399,1.1234999,1.0069655,0.69713277,0.9931952,0.7328079,0.8509742,1.0039006,0.9128267,0.5729091,1.0858526,0.8956212,1.0375623,0.65893114,0.6034237,0.8038574,1.6265898,0.8031416,1.4697424,0.9641359,0.7405417,1.2820774,1.0350844,1.3930421,0.65477294,0.69400346,0.4486363,1.4875535,1.4035013,1.421502,0.61148226,1.3078619,1.183628,0.62746286,1.1317177,1.0042012,1.4675987,0.86333406,1.1546992
glasses,1.4971622,0.70341927,0.32201135,1.4606978,0.7247977,0.5396466,0.7962126,1.1785452,1.4840745,1.250791,1.4385996,0.30471212,1.4663546,1.4873948,1.1862836,1.4384093,1.1250224,0.9186541,0.30658972,1.2037903,1.5589103,1.1822972,1.0357108,1.1525395,0.3812598,0.7733041,0.8618934,0.89270735,0.96662074,0.7728942,1.3193965,1.3188536,0.98887575,1.1823,0.801788,1.4305097,1.1681739,0.23366898,1.5564308,0.581631,1.2873785,1.233498,1.1703318,1.1178563,1.1786896,1.1930838,0.6596023,0.38119876,1.0591404,0.52512777,1.0846109,0.5334527,1.1682539,0.5605143,0.631306,0.80328953,0.44271332,1.00654,1.2680602,1.5099478,0.0,1.1364745,0.9610929,1.0458726,0.5980017,1.312612,0.33709788,1.1289095,1.337508,1.4062631,0.9525951,1.4367028,0.4773692,1.467414,0.30275297,0.55474466,0.53567255,1.2564073,1.5116668,1.1756977,1.1225474,0.17814744,0.93295544,0.43919754,0.5165565,0.32255137,1.3673109,0.9238786,1.4426018,1.2025304,1.5157018,1.091939,0.30591923,0.30693328,0.46837604,0.534973,1.3056823,0.89088124,1.4011946,0.5103438,1.1656404,1.2525289,0.9003528,0.97127026,1.2755094,1.0449939,1.1504476,1.3247136,0.9809094,1.1616769,1.3834126,1.033933,1.058525,0.889754,1.3029649,1.4672132,1.4357767,0.19801807,1.1495441,0.42128122,1.0433052,1.3631511,0.6325295,0.88356173,0.61192775,1.378539,1.29462,1.6224743,0.6029622,0.4160775,0.439425,1.3189648,0.9329726,1.0585842,1.5146592,1.0589195,0.91063154,0.15690434,1.0787512,1.0075446
glove,0.7820838,0.9808835,1.2490115,0.89244646,1.040446,1.020904,1.023505,1.1085137,1.2611905,1.1751174,1.0979137,0.9617333,0.9675131,0.8723477,0.6678506,0.9216519,1.2278367,1.0390266,1.178023,1.2653213,1.0238189,1.0259429,0.9110664,0.7626991,1.0590962,1.1703057,0.55154574,1.0708436,0.9297459,1.3409035,1.3083398,1.0110415,0.8640635,1.0988147,0.93240774,1.0347004,1.0855136,1.1313243,1.2348897,1.165984,1.1957197,0.77459764,0.95347065,1.1917791,1.1234791,0.86475027,0.89451504,1.135012,1.121043,0.9428178,1.1679544,0.6978698,1.1916893,1.0271953,1.166099,0.5495657,0.81295675,0.8433771,1.105331,0.90892905,1.1364745,0.0,0.6525134,1.0431292,0.9940962,0.65970325,0.89222395,1.175478,0.9376316,0.81371146,1.0468285,0.64862895,0.9312034,1.0309148,1.3114395,0.9902577,1.048277,1.0712461,0.34011477,1.1515216,0.84891367,1.1829143,0.9852829,0.902152,1.0997148,1.2084581,1.1560631,0.9915615,0.7637564,0.72307414,1.0609907,0.8468473,0.9945992,1.0369357,1.0494621,0.8607333,0.79315776,0.6792278,0.86292565,0.88899475,1.3158288,0.98463666,0.9425241,0.69614667,1.1521108,1.2333281,0.6751073,0.99390215,0.7520884,0.73978984,0.8255787,0.5472176,0.55487216,0.8808286,1.277014,1.2112832,1.031928,0.8754223,1.2467836,1.212126,0.5315468,1.0450708,0.86135477,0.9611032,0.753592,0.82499045,0.8274104,1.1191672,0.90871084,0.7902268,0.77491105,0.62945473,0.9566108,1.0487626,1.232692,1.2107595,0.8916621,0.9364275,1.2841687,1.1748677
gum,1.022454,0.88649845,0.9224424,1.2223787,0.81346446,0.79290664,0.8194442,0.8646254,1.2619941,1.089527,1.3397104,0.9612147,1.3110411,1.0588285,1.0508989,1.2764732,0.95927364,0.60910463,0.8889723,0.90390295,0.8545197,0.8810895,0.7506873,1.0792282,1.0028175,0.93675756,0.78371894,1.4106979,1.2355311,1.0014141,1.4069885,1.2701969,0.9525712,0.87230635,0.7860082,1.3196926,0.84616894,0.7354292,1.1982124,0.7716713,0.93503165,1.3018992,0.9661095,1.2560531,1.0965642,1.1932365,0.9067621,0.85608697,1.3637016,0.96567494,1.2283652,0.69821495,1.0971632,0.6634914,0.9613506,0.8677814,0.75210595,0.55828035,0.9383351,1.0924225,0.9610929,0.6525134,0.0,1.2500038,0.900893,0.8817653,0.8948142,1.1233028,0.91254866,1.1999471,0.8408747,1.0561852,0.89005613,1.1017631,1.012251,0.9233061,0.846225,0.9156284,0.8230257,1.1221727,0.8981937,0.84160984,0.86148477,0.90782034,0.8557683,0.88858986,1.3743525,0.98276865,1.0226475,1.3363011,0.9514814,0.9635002,0.7650422,0.80655706,0.9308398,0.8217648,0.9631662,1.0874039,0.84044427,0.92381454,0.87458754,0.8316139,0.74570477,0.90394485,1.3787205,1.346339,1.1118567,0.9919621,0.90832967,0.6844391,1.3338382,0.7763544,1.1549566,1.2188808,1.488666,1.0853544,1.0299495,0.79391253,1.153836,0.802103,0.8722618,1.1193978,0.88484716,0.97382426,0.9335858,1.1441405,1.3192832,1.185323,0.54227537,0.7922287,0.5734754,0.6328491,0.8449461,0.61220825,1.0384539,1.0843815,1.21959,0.8422636,1.2632465,1.0149697
hair,0.8922678,1.1019421,1.1847309,0.6911447,1.1883935,1.2136292,1.2845938,1.1945355,0.9594654,0.8770965,0.7972332,1.207273,0.75701094,0.71056753,0.772009,0.869755,1.1776685,1.3147806,1.2200056,1.212728,1.0237125,1.0753373,1.2023315,0.6697918,1.2019725,1.1788095,0.9277134,0.90260625,1.0998207,1.2457364,0.77482355,0.7924323,0.97721934,1.0984135,1.363397,0.6882987,1.1171789,1.3419832,0.9275379,1.2177441,1.0415577,0.71143216,0.958165,0.97475475,1.110458,0.67379886,0.821163,1.0645047,1.0804133,0.8991694,0.27105308,0.9396934,1.0769079,1.2896507,1.1606619,0.90641826,1.2512213,1.1794903,0.9861242,0.68065894,1.0458726,1.0431292,1.2500038,0.0,1.212361,0.655411,1.1930327,0.9074953,1.0400919,0.7079005,1.2407695,0.84814274,1.2282449,1.0732481,1.2612875,1.1237137,1.2003818,1.0644497,0.77921873,1.0827582,0.91498965,1.1259768,1.3312889,1.0356151,1.0007653,1.2297232,0.8754628,0.8967198,0.86778116,0.71711105,0.8849346,1.0018399,1.3351808,1.3146715,1.1836632,1.272042,0.9341129,1.0718143,0.83250284,1.0069101,1.329965,1.0543958,1.2368014,0.84451073,0.9265177,1.065687,0.7357969,1.0105458,0.9817082,1.2621875,0.5129318,1.1048282,0.7520622,1.0124658,0.8650695,1.0369347,1.0134706,1.2473902,0.93137634,1.2863486,1.0149813,0.95377374,1.1474042,0.9428752,1.1248828,0.8954667,0.575578,0.8699068,1.3658154,0.8932766,1.1515372,1.0215651,1.3462272,1.2657777,1.0378371,1.1024951,1.0277414,1.0389996,0.8605039,1.1484622
hamburger,1.3633511,0.6729736,0.5939518,1.3268267,0.79137087,0.72973245,0.5261817,1.028065,1.3521838,1.157378,1.4057524,0.76251435,1.4255954,1.3333491,1.1333585,1.3569145,0.87728393,0.81160015,0.6412542,1.0689807,1.3657871,0.9414038,0.92673045,1.1580753,0.7587351,0.5447104,0.8533766,1.0983312,1.064712,0.761089,1.3703495,1.2103919,1.0742935,0.9495217,0.7819754,1.4044285,0.93694544,0.58884215,1.3910062,0.83291245,1.1251392,1.2648615,0.9658152,1.1216421,1.2340639,1.2190114,0.9378411,0.58492917,1.1294507,0.95721793,1.1719335,0.72716725,1.1017491,0.6509465,0.6501779,0.9449837,0.71309054,0.8972632,1.1093594,1.3136338,0.5980017,0.9940962,0.900893,1.212361,0.0,1.1918393,0.6070198,1.0469135,1.2666305,1.3273354,0.7025887,1.4046912,0.77468866,1.2490908,0.63900733,0.8715498,0.6322017,1.0342451,1.3169279,1.0854117,0.9477331,0.61065584,0.76661956,0.7440585,0.8629843,0.58660096,1.3084235,0.77549225,1.348218,1.2816443,1.3498068,1.0780873,0.6127082,0.6468003,0.84353673,0.6470715,1.117496,1.0157199,1.1985638,0.76803255,0.91866505,1.1072195,0.8926328,1.135057,1.1432214,1.1265204,1.1931252,1.2117397,1.1659966,0.99324346,1.3660564,0.99972624,1.1994861,0.90693617,1.3353107,1.277471,1.2466388,0.5836772,1.0751122,0.51652575,1.0538704,1.2669832,0.7613727,0.9757157,0.7650409,1.3027346,1.2564199,1.4311963,0.5540538,0.6821088,0.6286216,1.1755538,0.7491222,0.87925756,1.312538,0.9118546,1.0137163,0.74285877,1.114258,0.8732847
