,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coat,comb,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,hose,jacket,jeans,knife,ladder,lamp,leg,melon,milk,mitten,motorcycle,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
hair,1.0048646,1.2051454,0.7071052,1.0192871,1.0608338,1.16271,1.2257345,1.0436372,0.9343066,0.7102388,1.2320167,0.89447516,0.69380516,1.160343,0.86294234,0.95796025,1.065605,1.2532331,1.391062,0.88123,1.1934152,1.1900134,1.249761,1.3952985,1.1458703,1.2255217,0.8964183,0.9444469,1.2551432,0.7471709,0.8428772,0.96409106,1.0449773,0.66124827,1.0836998,1.3864913,0.7554215,1.2266957,0.97169363,0.917448,0.84028286,1.3067983,0.6670659,0.9612444,1.1956518,1.2579538,0.3619631,1.1342262,1.2500634,1.1977205,1.082886,1.3062483,1.1191632,0.9770444,1.2868373,1.0492569,1.1324556,0.0,0.7846244,1.0187824,0.9640904,0.67370534,0.76920635,1.1702576,0.85589993,1.3236957,0.8024825,0.9386906,0.76699597,0.8531398,0.83319414,1.219111,1.2905341,1.0862052,1.2667093,1.218061,0.9643463,1.0010046,0.5705262,0.6952585,0.8784558,1.3969634,1.2417161,1.2417126,0.8343296,1.2187611,1.3740282,1.2143335,1.2069035,1.2419484,0.7772782,0.8697104,0.8757943,1.161257,0.5115181,1.1639944,0.8372381,1.1489058,0.8265419,1.0516924,0.85127974,1.2699063,1.0136395,1.1923647,1.2163807,0.96768445,1.2846777,0.88646185,0.45464492,0.79346704,1.2817593,1.1677436,1.1401334,0.79808986,1.3633871,1.1185935,1.0480131,1.1139575,1.1308038,1.1090842
hand,1.0574325,1.1636275,0.71619964,1.0460079,1.0983124,1.1259124,1.2326987,1.0997392,1.1121024,0.9457297,0.9594159,1.0487642,0.61441535,1.1873784,0.8836989,0.9336594,0.92527485,1.3463764,1.3369093,0.8744187,0.88552415,1.2395879,1.1565081,1.2756158,1.3049543,1.0054781,0.9810192,0.9549755,1.3502547,1.113591,0.77500266,0.9082968,0.9134126,0.8611594,0.9860545,1.2830331,1.0638428,1.077679,1.0867856,0.8798191,1.1157342,1.043156,0.87023175,1.0240039,1.2804381,1.2478595,0.8819868,0.69843876,1.3051531,1.3253465,0.82628274,1.2412015,1.1389586,1.0557646,1.1635886,0.7022514,0.9391553,0.7846244,0.0,1.0024707,1.0341663,0.79390943,0.69531095,1.0739777,1.2150627,1.4858534,0.6829264,0.7195217,0.9396866,0.568172,1.0061102,1.1820877,0.836986,0.7817838,1.1278195,1.2765149,1.1709971,0.8709487,0.7488509,0.80862534,0.7231972,1.0125976,0.69317496,1.0132158,0.8861927,1.2829943,1.2178396,1.186026,0.9894912,1.3405414,1.085814,0.94095534,0.681811,1.0441315,0.82478005,0.96947855,0.6633893,1.1315035,1.1055019,1.029694,1.045362,1.1033113,1.1049738,0.7525801,1.2727246,0.9247676,1.2213964,1.0450044,0.7989595,0.88693535,1.2133675,0.6414459,0.9841461,0.59039277,0.8404169,1.0681523,1.0846068,1.3692069,0.9840446,1.1892095
hat,1.1398946,0.89419293,1.2017028,0.95631236,0.9052015,1.0566493,0.8594408,1.3202738,1.2849866,1.4415365,0.5604662,1.3946066,1.3358805,0.97135127,1.3481607,1.1323595,1.1545564,0.47679055,0.5212088,1.3304319,0.624818,0.937062,0.79809606,0.5281237,0.82055867,0.7852702,1.1087486,1.2055326,0.7053106,1.4146259,1.1517489,1.1783326,0.8794859,1.4237351,1.0041755,0.5039649,1.4420924,0.7612089,0.9227468,1.0482719,1.371353,0.9911516,1.1446939,1.1215614,0.81120497,0.58451474,0.94698304,0.40491462,0.80887043,0.56613696,0.7376202,0.7732832,0.9718359,1.1525761,0.41243643,0.9355506,1.0402474,1.0187824,1.0024707,0.0,1.1672963,1.3172134,1.2897677,1.0674437,1.2906398,0.65805405,1.2113125,1.1290777,1.21938,1.1076665,1.3035953,0.40349638,0.80462795,0.50761485,0.5224744,0.76074094,1.3084862,1.1138108,1.3238835,1.2397873,1.3128455,0.48146665,0.528434,0.7770362,1.3196098,0.68612504,0.54630506,0.6635943,0.64172024,0.5487951,1.4680268,1.19452,1.1538509,0.9574075,1.2526016,0.7107761,1.1488701,1.0931137,1.397475,1.2783916,1.3776755,0.24063706,1.2534597,0.7558254,0.83656615,1.2568861,0.79445297,1.1025567,1.1841681,1.4509678,0.5765086,0.461905,0.9546986,1.2690117,0.830703,0.95091444,1.20127,0.9124089,0.3651877,1.1275009
hose,1.1218526,1.0922247,0.9583252,0.9693468,0.9694289,1.137732,1.1475941,0.660773,0.9267056,0.9869485,1.0723381,0.9744544,1.1053396,1.1292427,1.0151869,0.9327765,1.2133489,1.23282,1.1960305,1.0609996,1.1525701,0.67742884,1.0573753,1.1468654,1.0660425,1.1720965,0.8592215,0.929135,1.0614939,0.78363717,0.98972434,0.95678824,1.2597692,0.90995634,1.1021004,1.2132776,0.9363829,1.2740571,0.93894136,1.0887263,0.68386227,1.029007,0.9786381,0.86621034,1.1741877,1.1817956,1.0714282,1.1450655,1.1433136,1.1856487,0.95769435,0.9683383,1.1649973,1.009202,1.0201441,1.0248578,1.2249084,0.9640904,1.0341663,1.1672963,0.0,1.0794748,0.95803475,0.85990655,0.7827305,0.91413885,0.9545341,0.9792244,0.9217177,0.9458201,0.858523,1.2017827,1.0990462,0.9921531,1.1529388,1.1876621,0.8008985,1.0617763,1.1181326,0.9183333,1.0935912,1.1835744,1.1637353,1.0048596,0.9816822,1.0777907,1.1848667,1.202917,1.0366119,1.1533113,0.7994676,0.95618033,0.96867794,0.98025817,0.9902448,1.0332311,1.0724018,0.7388784,0.7085892,0.8750771,1.0430303,1.157451,0.7291769,1.0238252,0.8358899,0.88304234,1.1223652,0.8185247,0.96817225,1.0916094,1.1151667,1.1604555,1.0029266,0.97712386,1.0447892,1.1415435,0.975593,0.71845126,1.078261,0.73883057
jacket,0.9862235,1.1630692,0.81478196,1.0502921,1.1215706,1.0963509,1.2785611,0.99446946,0.86699563,0.49795675,1.2843591,0.7882837,0.49582016,1.2155911,0.6155816,1.0291213,0.78800213,1.3374059,1.4599218,0.6487286,1.307965,1.227627,1.2309605,1.3652554,1.1213924,1.1993427,0.88604283,0.8029275,1.3582225,0.7955195,0.80272436,0.94766784,0.9861963,0.62330395,0.97072035,1.4025953,0.61673003,1.21554,1.084297,0.90525323,0.90493953,1.3039342,0.6005049,0.96864694,1.2746828,1.395325,0.9058914,1.2550329,1.2888236,1.281786,1.1850569,1.3303716,1.1386213,0.7768533,1.4209876,0.9978777,0.9788415,0.67370534,0.79390943,1.3172134,1.0794748,0.0,0.82958484,1.122396,0.8330726,1.4072132,0.90181273,1.0062852,0.828324,0.87579846,0.8834085,1.3330021,1.1251796,1.2193432,1.4504204,1.348587,1.0366447,0.7633715,0.4581176,0.626279,0.67048573,1.3472549,1.2227048,1.2318043,0.6526176,1.3653758,1.4070706,1.2845955,1.1634814,1.3637713,0.66600406,0.9022459,0.73847246,1.0809851,0.46309137,1.2374226,0.6740897,1.161378,0.84638035,0.992132,0.603299,1.4198368,0.918098,1.2609386,1.2836231,1.0107932,1.2266997,0.94091105,0.33261406,0.41356307,1.3654456,1.2953038,1.282709,0.69046175,1.2397683,1.0122954,0.9346757,1.1273857,1.2360001,1.0736896
jeans,1.1725024,1.219459,0.5918597,0.9890396,1.0140955,1.2894714,1.0374415,0.96543276,0.88840127,0.83505756,1.320309,0.78996074,0.69177604,1.2193904,0.7865402,0.92043906,0.9905387,1.3172293,1.3889683,0.8045944,1.1828166,1.1199908,1.0732167,1.3258802,1.2773745,1.1169778,0.97851527,0.9164094,1.2813295,0.8013989,0.5674162,0.824475,1.0529555,0.7744628,1.0059581,1.3982794,0.90248144,1.1662761,1.1560028,0.96736985,0.89146465,1.0998647,0.80126107,1.0191747,1.2385647,1.3201656,1.0035048,1.162017,1.3289258,1.2933424,1.1160363,1.2959111,1.2796557,0.9300381,1.4431915,0.8436917,0.9974515,0.76920635,0.69531095,1.2897677,0.95803475,0.82958484,0.0,1.0224288,0.9891577,1.381109,0.20931304,0.8043698,0.8072301,0.79158956,0.9535532,1.3104532,1.0089653,1.1327457,1.2576829,1.2575601,0.9995608,0.8339528,0.69500345,0.735346,0.7951877,1.3031945,1.1316986,1.1888865,0.87016165,1.2757621,1.4407625,1.2343831,1.1023923,1.3635898,0.81944495,1.0313348,0.7374068,1.1729329,0.8222794,1.154987,0.84499943,1.0795738,0.86597186,0.89998394,0.9187163,1.4226812,0.879804,0.968795,1.304166,0.9603637,1.3279791,1.0142444,0.85059285,0.8321302,1.3221338,1.1318779,1.0106694,0.6402656,1.0172052,1.1030282,1.1025373,1.1167691,1.2792742,0.98406655
knife,0.9845456,1.161614,1.071103,1.1749353,1.1504773,1.0139664,0.9746471,0.64945936,1.0352376,1.2204417,0.82648456,0.9383616,1.2290549,0.99545807,1.1877338,0.98607606,1.1310458,1.0350884,0.9493362,1.1290822,0.9296337,0.6739609,0.9478928,0.8510211,1.036915,0.9116061,0.9476444,0.99990547,0.98522127,1.000527,0.9955574,0.8573239,1.0072607,1.1612934,0.9834376,0.8504596,1.1768849,0.96379805,1.1012294,1.3289849,0.8815341,0.74626374,1.2126713,0.83094716,1.073495,1.0630157,1.2632357,0.94255817,0.96851516,1.08177,1.1355648,0.76721126,1.2026815,0.9372679,0.8801651,1.0868411,1.0374589,1.1702576,1.0739777,1.0674437,0.85990655,1.122396,1.0224288,0.0,0.91252863,0.83515286,1.101873,0.96354127,0.94894034,1.0974034,1.0420405,0.98791695,0.6703418,0.91941637,0.99518216,1.0920174,0.7271092,1.0428262,1.2579913,0.9942259,1.0606416,0.8971305,0.9251527,0.8257402,1.1985943,0.96741956,0.98334646,1.1864654,1.054683,1.0463265,0.85319185,0.9972803,0.9693331,0.9072112,1.0850515,1.1939522,1.0089234,0.69942164,0.9260177,0.85992485,1.1013503,1.0165925,0.8841177,0.8895463,0.8377402,0.96891296,1.0914545,1.0199975,1.1449075,1.1316079,1.0351825,1.0625341,0.9610963,0.94165355,0.77382696,1.2635086,1.023863,0.8047664,0.9922825,0.78663886
ladder,1.1012275,1.1882236,0.8411227,1.1361294,1.1599784,1.1485069,1.0091083,0.79203224,0.8456347,0.72531617,1.1753639,0.79971147,1.0346599,1.1386235,0.8821663,1.0837686,1.1039126,1.0684402,1.1390126,0.8963139,1.2948456,0.8297373,1.0009968,1.1594853,0.9663045,1.1244485,0.9048312,0.6393898,1.1483253,0.28831732,0.9689369,1.0514377,1.223062,0.66627765,1.1483079,1.2077231,0.51688504,1.1713732,0.9030514,1.1047378,0.5855652,1.0733049,0.9312781,0.8961042,1.2458326,1.2655407,1.0992886,1.2605174,1.052899,1.0850608,1.1832584,1.1474726,1.2835042,0.9590943,1.191327,1.0792315,1.2360507,0.85589993,1.2150627,1.2906398,0.7827305,0.8330726,0.9891577,0.91252863,0.0,1.0097221,1.0174935,1.1594218,0.7242503,1.0941877,0.67596036,1.2123842,1.0651351,1.2986015,1.3476056,1.3072046,0.44011933,1.1510432,0.94884413,0.76760745,1.0714427,1.2499838,1.3663819,1.0880437,0.9392611,1.0270618,1.1658876,1.2750189,1.0105613,1.0023782,0.4257071,0.9188204,0.96776456,1.1466419,0.8110045,1.1468852,0.95103717,0.94320184,0.6213702,0.935117,0.8713436,1.267409,0.8941978,1.195378,1.0001062,0.96964806,1.121652,0.5543239,0.7978059,0.87618494,1.0887067,1.3457963,1.2045338,0.9800879,1.2248404,1.2407768,0.9576048,0.7257942,1.2740062,0.8871765
lamp,1.0984626,0.7964702,1.4120083,1.0468944,0.98680264,0.9704692,0.6809957,0.95992696,1.095924,1.5487336,0.8492068,1.3775501,1.6493074,0.72201616,1.5241069,1.2207649,1.196104,0.39979553,0.4508887,1.4635499,0.93111765,0.45706844,0.79199564,0.37110358,0.68036115,0.89919144,1.0835603,1.312046,0.3673737,1.192262,1.2877555,1.0048246,0.92709845,1.5756729,0.9849095,0.45001388,1.4375657,0.7208669,0.92227215,1.1825812,0.9904192,0.92680395,1.2757858,1.1021076,0.7092495,0.56091475,1.1465755,0.93282336,0.61114293,0.4453463,0.9055761,0.40420216,0.9092967,1.0096076,0.42510736,1.2139665,1.0807792,1.3236957,1.4858534,0.65805405,0.91413885,1.4072132,1.381109,0.83515286,1.0097221,0.0,1.3378326,1.3774161,1.2247219,1.4552667,1.1826602,0.626319,0.9319588,0.8538246,0.6430421,0.70066035,0.95817924,1.1874954,1.5577711,1.4386766,1.4067307,0.686327,0.87467957,0.829072,1.4123008,0.4466517,0.61489886,0.80300593,0.7456619,0.43071443,1.1563098,1.2576348,1.3625804,0.73657,1.4215522,0.8579166,1.4212496,0.65145564,1.0611641,1.0489731,1.3054159,0.5579663,0.9210509,0.9415329,0.47982,1.2049956,0.71040225,0.9843555,1.437451,1.427511,0.62528276,0.8837038,0.92841554,1.4174794,0.9695118,1.1351758,1.0586808,0.43229425,0.76223886,0.69982636
leg,1.1997199,1.1765275,0.49801815,1.0087997,1.0483537,1.298779,1.0900782,1.0760812,0.9391048,0.86028415,1.239138,0.87613946,0.8013873,1.141423,0.8652288,0.9060152,1.0039946,1.2561433,1.2810289,0.92141515,1.085982,1.1063936,1.0670604,1.2641836,1.305116,1.0591254,0.9924666,0.98744017,1.24591,0.9037297,0.7397442,0.9927746,1.0747188,0.8153831,0.9619919,1.2916967,0.95276165,1.155472,1.0882388,0.9059258,1.005454,1.0939169,0.84807986,1.0836728,1.1769572,1.2054217,0.96740234,1.0668975,1.2365103,1.2226254,0.9714958,1.2780433,1.2255256,1.0926298,1.3238393,0.7972976,1.0393859,0.8024825,0.6829264,1.2113125,0.9545341,0.90181273,0.20931304,1.101873,1.0174935,1.3378326,0.0,0.9328706,0.8557982,0.8071659,0.9671718,1.1947474,1.0993491,1.0770655,1.1958674,1.1927162,1.1315525,0.9037895,0.7994796,0.7699134,0.8600453,1.1926467,1.0911571,1.1934484,0.88228196,1.2276539,1.3173385,1.20821,1.1272993,1.2629598,0.9872744,1.0807407,0.8223322,1.1612701,0.86602205,0.9689161,0.95673525,1.0449977,0.9367522,0.99026,0.9136607,1.2096239,0.9580644,0.81789273,1.2428106,1.0196943,1.2554493,1.0059984,0.90348387,0.8785477,1.1831808,0.9044274,0.94895977,0.7494722,1.0643097,1.0877447,1.1183351,1.093467,1.1333655,1.0818739
melon,0.9461708,0.85084575,0.9274312,0.84181863,0.8097243,0.8916157,1.0139458,1.0177225,0.99013555,1.0462365,1.1294657,0.9734121,0.7386535,1.0815982,0.9218514,0.79749405,0.98714405,1.2936316,1.2974448,0.9114283,0.8212269,1.2135886,1.1240305,1.3481274,1.3143425,1.1008445,1.0087609,1.0340805,1.1291484,1.0510947,0.66618645,1.0593177,1.0930954,0.9485282,1.0375764,1.2839887,1.0785506,1.1426446,1.0996901,0.98281753,1.1077217,1.0205554,0.8944288,0.8998444,0.990658,1.1855942,1.0327963,1.0284002,1.2081527,1.2471082,1.0228722,1.1167895,0.97948533,0.93921757,1.2361686,0.885553,0.96679074,0.9386906,0.7195217,1.1290777,0.9792244,1.0062852,0.8043698,0.96354127,1.1594218,1.3774161,0.9328706,0.0,0.9401883,0.6805781,0.98309743,1.2354108,1.0188566,0.9326276,1.206827,0.9787648,1.0776352,0.8466945,0.88993025,0.88773274,0.800946,1.1489643,1.0270636,1.0427674,1.0118465,1.2322601,1.1937482,0.90922093,1.1835446,1.4138715,1.0700389,0.9389635,0.75771666,1.0338078,0.94192195,1.0830612,0.8113141,1.0662608,1.0757378,0.9898415,1.0517724,1.2478403,0.99323326,1.0439776,1.1087971,0.6448349,1.0044861,1.1128745,0.90610194,1.0105296,1.1285006,1.1088688,0.89977384,0.82195914,0.9378021,0.89859724,1.0729903,1.333854,1.1465756,1.1351513
milk,1.1561277,1.2004735,0.764282,0.9831094,1.0133464,1.1630778,0.9983561,0.81267905,0.96523684,0.77887464,1.2491969,0.8258382,0.7710825,1.1489822,0.88233256,1.0226356,1.0204568,1.110407,1.312629,0.772038,1.1919612,1.1239302,0.7904849,1.1790872,1.2524204,1.2937475,1.0509553,0.8271532,1.1494004,0.6299977,0.86617184,0.9212751,1.1185061,0.7756276,0.97359115,1.3571879,0.73813343,0.9604349,1.1536331,0.9419482,0.7985368,1.0558995,0.7875003,1.0415087,1.1329266,1.2735122,0.9350299,1.2293506,1.215622,1.2428719,1.1440169,1.306695,1.1720116,0.9642927,1.3189671,0.9706266,0.9696071,0.76699597,0.9396866,1.21938,0.9217177,0.828324,0.8072301,0.94894034,0.7242503,1.2247219,0.8557982,0.9401883,0.0,0.8132843,1.0278094,1.2624191,1.002157,1.1703836,1.3579793,1.1685611,0.791824,1.0736156,0.8768797,0.8404627,0.85964334,1.3844382,1.311073,1.1865331,0.88275427,1.2287779,1.2881633,1.2638351,1.1956574,1.2101015,0.6751188,1.0348321,1.0168297,1.1750802,0.7257907,1.1478968,0.9437152,1.1162138,0.8526858,0.7132398,0.827303,1.3107244,0.8547651,1.0177083,1.2200881,0.81713516,1.2550749,0.8841363,0.81280404,0.8016585,1.2759115,1.2463562,1.1147046,0.68723214,1.1040506,0.96591437,0.9231688,1.0471694,1.2483382,0.9759221
mitten,0.901554,1.1439364,0.8090866,0.867507,0.89011836,1.0519887,1.1451545,1.0281641,1.0368311,0.8902525,1.2246474,0.84233105,0.61717546,1.1643556,0.79662037,0.87077385,1.0127215,1.3572255,1.4568489,0.7900976,0.97699845,1.2656523,0.93488246,1.336162,1.2595394,1.1991588,0.96291,0.81858355,1.3110627,0.9510728,0.78615993,0.9102382,1.1144936,0.7575649,1.1529171,1.4514353,0.90689313,1.2037789,0.9830606,0.63371533,1.0036732,1.1501976,0.7241346,0.88689655,1.2016693,1.308532,0.9178256,1.075345,1.33687,1.3827908,0.8211326,1.3111749,0.90385854,1.1536846,1.3630209,0.29691625,1.033142,0.8531398,0.568172,1.1076665,0.9458201,0.87579846,0.79158956,1.0974034,1.0941877,1.4552667,0.8071659,0.6805781,0.8132843,0.0,0.8242007,1.3103176,0.74930656,1.0323205,1.292267,1.1689548,1.1039693,1.0089086,0.79788584,0.75089073,0.8126682,1.2532394,1.0527023,1.0175531,0.8978664,1.3560474,1.3188802,1.0749166,1.0474273,1.4087553,1.0720608,0.75792253,0.685184,1.1430424,0.8564031,0.763423,0.7000818,1.1515708,1.0625876,0.975995,0.9433299,1.1861953,1.0941398,0.77618134,1.194181,0.5987299,1.2449623,0.95742553,0.79139376,0.989359,1.1743536,0.92231166,1.0244968,0.6322021,0.7259291,0.8415018,1.0920446,1.223273,1.2023432,1.3262401
motorcycle,0.86332345,1.169793,0.86824167,1.0672262,1.0878083,1.0237869,1.1672485,0.9773871,0.86068773,0.87362736,1.1253781,0.8653426,0.9391542,1.0608827,0.90895325,0.87146986,1.0365639,1.2441919,1.2486416,0.8892187,1.2270067,0.9812432,1.1876236,1.3502762,0.88450044,1.0352094,0.84182173,0.78683513,1.2634394,0.7002442,0.9780731,0.9904726,1.0439785,0.770752,1.159915,1.2755673,0.7226318,1.2494128,0.81910527,1.0180372,0.7739759,1.1069642,0.921054,0.76477873,1.2353244,1.224579,0.95081794,1.24141,1.0726435,1.1132778,1.152582,1.1032996,1.0285709,1.0722907,1.2276967,0.86616576,1.0926605,0.83319414,1.0061102,1.3035953,0.858523,0.8834085,0.9535532,1.0420405,0.67596036,1.1826602,0.9671718,0.98309743,1.0278094,0.8242007,0.0,1.2711959,1.1076695,1.2851372,1.2109213,1.2495518,0.72087616,1.0538702,0.91114104,0.7560566,0.93236566,1.2469771,1.2851176,1.065893,0.95831907,1.0545874,1.2417269,1.1607844,1.0448538,1.1630037,0.78275,0.66200465,0.8546234,1.0456519,0.8915163,1.1494701,0.83580977,0.9131827,0.77496463,1.107549,0.9387544,1.3061146,1.0459366,1.1993134,1.0114058,0.8199392,1.1953175,0.5412064,0.84745926,0.9558274,1.079146,1.2710804,0.995197,0.94613624,1.1144516,1.1156602,1.1055447,0.9278445,1.2358633,1.1401818
nail,0.9961323,0.85281646,1.1771405,1.0489205,0.99750274,0.9773922,0.91767406,1.2312107,1.205876,1.4237621,0.43448532,1.3683364,1.436581,0.84129566,1.4315293,1.1601689,1.1759819,0.34650183,0.27608562,1.4269897,0.77963865,0.929031,0.9158914,0.49239588,0.72901106,0.5302995,1.1986307,1.3034627,0.7320243,1.3756084,1.3561633,1.2324802,0.8747082,1.4135085,0.95758086,0.17967832,1.4301739,0.6625503,1.0685014,1.269242,1.3157012,0.9734155,1.2853109,1.140548,0.7283875,0.36538053,1.0085326,0.40953028,0.3199917,0.465706,0.93933594,0.78387606,0.99175227,1.1280394,0.33634877,1.1976591,1.0532864,1.219111,1.1820877,0.40349638,1.2017827,1.3330021,1.3104532,0.98791695,1.2123842,0.626319,1.1947474,1.2354108,1.2624191,1.3103176,1.2711959,0.0,0.8208833,0.65732694,0.42238855,0.68534875,1.2950338,1.172391,1.3447976,1.3663679,1.3607574,0.30159265,0.60577005,0.9063545,1.3217263,0.67897093,0.43518496,0.5912101,0.91289186,0.5641992,1.4111128,1.2802837,1.3459892,1.0199882,1.2974229,0.98486614,1.2600124,1.0258497,1.2531446,1.1620425,1.2745806,0.38200986,1.0979482,0.9405255,0.83317643,1.334012,0.68582296,1.2920239,1.2965,1.3786038,0.53895694,0.52255636,0.8901726,1.3004405,0.855828,1.0576568,1.206581,0.9179173,0.51632196,0.99486434
napkin,1.0515332,1.1822801,1.0872656,1.2631989,1.2472656,1.0101938,0.9592397,0.84076786,1.2713059,1.2193567,0.7150972,1.0717205,1.0170995,1.0299442,1.0226035,1.1330559,1.0697565,0.8996091,0.841246,1.0514364,0.8454198,0.85426617,0.6334745,0.5773525,0.98594373,0.8427216,1.0231161,0.7932917,1.1383559,1.1388501,0.93782383,1.0195694,1.0834037,1.0594884,1.0827118,0.8156086,1.2268382,0.839854,1.0597671,1.0694499,1.0360976,0.8147938,1.0235658,0.9952154,1.2297032,0.9765463,1.2898335,0.6193661,0.9695598,0.9746725,0.88183224,0.96508443,1.2118512,1.0801743,0.8268705,0.6520375,1.0400301,1.2905341,0.836986,0.80462795,1.0990462,1.1251796,1.0089653,0.6703418,1.0651351,0.9319588,1.0993491,1.0188566,1.002157,0.74930656,1.1076695,0.8208833,0.0,0.7627065,0.8641009,1.1598251,0.9248971,1.0112612,1.1580614,0.9896695,1.0300821,0.69881475,0.704052,0.5324315,1.1703134,0.86971104,0.668986,1.1112479,0.69646215,0.95692074,1.0743226,1.1029567,0.8266952,1.1174681,1.1404828,0.8038548,0.7957841,0.8593793,1.145963,0.85402876,1.205384,0.7626424,1.0813777,0.6318462,1.0228624,1.0255152,0.9953686,0.97553855,1.1036988,1.2519708,0.9272135,0.6894567,1.0224172,0.86670095,0.24948204,1.1906211,1.1284629,0.9877601,0.9658591,1.0433375
necklace,1.0264385,0.94094306,1.0608857,1.1530097,1.0929568,1.0669944,1.0052325,1.1238984,1.2222092,1.4135847,0.5436772,1.4148641,1.1786389,0.98063546,1.3134568,1.0299288,1.0742973,0.8412008,0.8211615,1.2924825,0.6655756,0.899043,0.9742266,0.7075424,1.079549,0.7873819,1.080941,1.2270186,0.94142264,1.3506882,1.1724253,1.1010581,0.8799926,1.3731099,0.9616105,0.68120015,1.439537,0.88559186,1.0227728,1.1615082,1.3361354,0.83568823,1.1548502,1.1425409,0.9711078,0.74028087,1.0145622,0.41384757,0.9456433,0.89794517,0.67822355,0.8123612,0.94782996,1.0768862,0.47190398,0.95392513,1.0591077,1.0862052,0.7817838,0.50761485,0.9921531,1.2193432,1.1327457,0.91941637,1.2986015,0.8538246,1.0770655,0.9326276,1.1703836,1.0323205,1.2851372,0.65732694,0.7627065,0.0,0.5634568,0.9433508,1.3063829,0.9918154,1.2569346,1.1839693,1.1358763,0.5460705,0.4528283,0.7632592,1.1958491,0.838,0.6601064,0.92970383,0.79964805,0.88612944,1.3785497,1.2664878,1.1184928,0.77272624,1.1414691,0.7231516,1.09753,0.8942875,1.3440082,1.1661241,1.3793194,0.46345127,1.0907961,0.70316976,0.8807586,1.0689087,0.8809542,1.1794231,1.0765849,1.326828,0.7294518,0.40393758,0.9548663,1.1331308,0.6831409,1.143363,1.1372468,1.1160078,0.451957,0.97207856
nose,0.9990896,0.82816064,1.2280445,1.1010315,1.0284412,0.902767,0.8980995,1.2177081,1.1793424,1.467664,0.50452685,1.3371154,1.4615612,0.8275597,1.3969738,1.1117823,1.0937386,0.6047629,0.45566863,1.3284929,0.61147535,0.85752994,0.8632345,0.4839977,0.82912546,0.6676005,1.0571046,1.2619748,0.73457193,1.3775079,1.3177023,1.086251,0.8581283,1.4383938,0.9745466,0.472125,1.414845,0.7304677,0.9284785,1.1609797,1.259951,0.76594687,1.2732897,1.1565602,0.7235527,0.33097708,1.0173167,0.5255458,0.6647969,0.6919447,0.756377,0.762487,0.9174215,1.1746328,0.46708226,1.105576,0.98607635,1.2667093,1.1278195,0.5224744,1.1529388,1.4504204,1.2576829,0.99518216,1.3476056,0.6430421,1.1958674,1.206827,1.3579793,1.292267,1.2109213,0.42238855,0.8641009,0.5634568,0.0,0.67079866,1.1783218,1.1749916,1.3895962,1.307622,1.2899288,0.49453247,0.55257034,0.7635671,1.3451567,0.58406353,0.51703167,0.7340931,0.724388,0.5556302,1.3968182,1.229853,1.2826655,0.9770637,1.3936656,0.81054235,1.2759266,0.9269592,1.266104,1.1973659,1.3765757,0.4103254,1.1689589,0.83258915,0.8172791,1.2606031,0.72227585,1.1430267,1.3718219,1.4247189,0.54475,0.5083236,0.88310945,1.2945688,0.7758059,1.0891804,1.164195,0.9363894,0.5132715,1.0025626
orange,0.99387723,0.5128005,1.1965744,0.5880511,0.47592092,0.73549885,0.78695244,1.1518953,1.2121004,1.3830056,0.92584413,1.1067046,1.3769833,0.8577715,1.3853283,0.9751367,0.9551005,0.68137425,0.65684843,1.2025456,0.7156391,1.0658771,0.82804495,0.70050263,0.96567374,0.825337,1.2952464,1.3032217,0.50759906,1.2839818,1.1787174,1.1413845,0.9212744,1.4029205,0.93100125,0.65399706,1.333796,0.6049764,1.1238897,1.1307917,1.2737321,0.8654539,1.2318233,1.1650314,0.08228266,0.6051837,1.0146377,0.93880486,0.84835637,0.79706514,1.0605351,0.8101753,0.6924744,1.1392827,0.7883927,1.2112919,0.81873345,1.218061,1.2765149,0.76074094,1.1876621,1.348587,1.2575601,1.0920174,1.3072046,0.70066035,1.1927162,0.9787648,1.1685611,1.1689548,1.2495518,0.68534875,1.1598251,0.9433508,0.67079866,0.0,1.229205,1.2059017,1.3211157,1.3226846,1.0907863,0.7954136,0.82271135,1.0311496,1.2825918,0.8830281,0.7910173,0.3202352,1.0303534,0.75521195,1.341283,1.1666548,1.3452291,0.9515251,1.2656437,1.0394967,1.2642496,1.0534188,1.2548399,1.0344807,1.2251755,0.80807096,1.0963472,1.0465605,0.8442589,1.0809405,0.5668156,1.3373971,1.2827696,1.240158,0.7689858,0.8979178,0.9193212,1.3263289,1.0096928,0.72506106,1.0011771,1.0536788,0.8883326,1.0555842
