subject_a,subject_b,n_common_categories,n_rdm_pairs,pearson_r,pearson_p,spearman_rho,spearman_p
00220001,00230001,122,7381,0.7493766370113978,0.0,0.7371738203458981,0.0
00220001,00240001,128,8128,0.7935298089909818,0.0,0.7802127499928042,0.0
00220001,00320001,128,8128,0.7927305960789128,0.0,0.7743270029697696,0.0
00220001,00320002,128,8128,0.8008285720699808,0.0,0.7780727083308971,0.0
00220001,00320003,126,7875,0.7557033968800476,0.0,0.7343934937489455,0.0
00220001,00340002,92,4186,0.5539761750365207,0.0,0.5203721934959442,2.921872646239481e-289
00220001,00350001,100,4950,0.5768960770621406,0.0,0.5609309747746484,0.0
00220001,00350002,111,6105,0.5566963970189297,0.0,0.5270485551828613,0.0
00220001,00360001,128,8128,0.7560455190354051,0.0,0.7369737861920063,0.0
00220001,00370001,128,8128,0.7557578820188824,0.0,0.734475048469066,0.0
00220001,00370002,128,8128,0.7944575167921004,0.0,0.7720261216741765,0.0
00220001,00390001,121,7260,0.7342421464452201,0.0,0.7087151445273613,0.0
00220001,00400001,128,8128,0.790723200134929,0.0,0.770281040268089,0.0
00220001,00400002,127,8001,0.7819532689571255,0.0,0.7663866563355414,0.0
00220001,00400003,127,8001,0.7546321157496283,0.0,0.7309329096063067,0.0
00220001,00420001,128,8128,0.8016582583398443,0.0,0.7794309127287419,0.0
00220001,00430001,128,8128,0.766719196692239,0.0,0.7479138664924564,0.0
00220001,00430002,102,5151,0.541044973846233,0.0,0.5227189113402864,0.0
00220001,00440001,116,6670,0.6252857464629775,0.0,0.6032250806354339,0.0
00220001,00460001,122,7381,0.7289937087470211,0.0,0.7013187196720384,0.0
00220001,00490001,125,7750,0.723031072478296,0.0,0.704218589171106,0.0
00220001,00500001,128,8128,0.7950910906236728,0.0,0.7776330887277799,0.0
00220001,00510001,128,8128,0.8031150352073413,0.0,0.7826611615181487,0.0
00220001,00510002,128,8128,0.769667457595339,0.0,0.7548790274405499,0.0
00220001,00550001,119,7021,0.6952706825420952,0.0,0.6724205553950725,0.0
00220001,00560001,128,8128,0.8022989584126939,0.0,0.7821805632560341,0.0
00220001,00590001,127,8001,0.6945736943029208,0.0,0.6736410070242095,0.0
00220001,00680001,125,7750,0.6879385849533837,0.0,0.6599650815792246,0.0
00220001,00720001,128,8128,0.7393237078252854,0.0,0.7160367927273416,0.0
00220001,00820001,128,8128,0.8094370677959606,0.0,0.7899607171840233,0.0
00230001,00240001,122,7381,0.7677503974603224,0.0,0.7429120757840016,0.0
00230001,00320001,122,7381,0.8025585649570276,0.0,0.7977326116379432,0.0
00230001,00320002,122,7381,0.7963264973256571,0.0,0.7679181691735139,0.0
00230001,00320003,120,7140,0.7631346189329828,0.0,0.7414440151463186,0.0
00230001,00340002,91,4095,0.4978959853549247,1.5701384656614045e-255,0.47471678846947907,2.928424419356878e-229
00230001,00350001,98,4753,0.6133443149511365,0.0,0.5903433835705272,0.0
00230001,00350002,107,5671,0.5742817354299233,0.0,0.5435118696907637,0.0
00230001,00360001,122,7381,0.7597693568039106,0.0,0.7332603344167092,0.0
00230001,00370001,122,7381,0.7462574203190236,0.0,0.7192463609093144,0.0
00230001,00370002,122,7381,0.7943052538824723,0.0,0.7727007498803762,0.0
