semantic_cluster,n_categories,n_pairs,bv_pearson_r,bv_spearman_r,bv_kendall_r,things_pearson_r,things_spearman_r,things_kendall_r
vehicles,3,3,0.985436333590406,1.0,1.0,0.5621202212668763,0.5,0.33333333333333337
toys,5,10,0.974081468507036,0.9878787878787878,0.9555555555555554,0.9044361906686967,0.6363636363636362,0.5111111111111111
clothing,18,153,0.9620233076851078,0.9429891573854422,0.8063295493636051,0.8354581775172193,0.8157794218165734,0.6200550395596836
food_drink,23,253,0.9331625512778559,0.9330204771834351,0.7734487734487734,0.6922148914407638,0.5742918498824011,0.4062990149946672
outside,11,55,0.9141917356453828,0.9212121212121214,0.7494949494949497,0.8113988329647802,0.7782106782106784,0.5824915824915825
body_parts,13,78,0.9016126592536586,0.8850769483680876,0.7122877122877123,0.8381081580717783,0.6735416482251925,0.4865134865134865
furniture_rooms,15,105,0.8651535805785469,0.8250155504872485,0.6285714285714284,0.7636128208548091,0.5687642546133111,0.40769230769230763
household,34,561,0.8680562792792386,0.8099461298592552,0.6304558186911128,0.8019252753328011,0.7038859089413831,0.5178889737713267
animals,7,21,0.8905677290092404,0.7038961038961039,0.5238095238095238,0.6487451367848689,0.5727272727272726,0.43809523809523815
