,alligator,ankle,apple,arm,ball,balloon,basket,bathtub,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,bucket,butterfly,can,car,cat,chair,clock,coffee,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,ear,egg,eye,face,finger,fish,flower,fork,frog,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,plant,plate,pony,purse,radio,raisin,refrigerator,rooster,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
pajamas,1.2252342,1.1529975,1.2552229,0.61804146,1.2860281,1.3129274,1.3691509,0.631696,0.5017797,1.2324381,0.6426479,0.7425683,0.9907553,0.42257142,1.1898273,1.352511,1.2995248,0.9643762,1.1453056,1.4212987,1.3150554,1.2642123,1.1280737,0.7340306,0.67252666,1.2141092,1.1412572,0.99322206,0.49108773,1.3109397,1.3926415,0.74859625,1.3370614,0.78248847,0.9749924,0.887072,1.288609,0.78935015,1.1857104,0.9724194,0.5757257,1.0584816,0.8942463,1.3146636,1.3870957,1.3901846,1.1064466,0.995132,0.9054342,1.2799499,0.60671973,0.7934287,1.1390355,1.2191024,0.8240485,0.70938045,0.3910694,1.212846,1.0397363,1.406083,0.79932773,0.841731,0.9120287,1.1834991,1.2448219,1.3276532,0.9910705,0.9280995,1.1007453,0.9532423,0.0,0.42598325,0.79793453,1.3980528,1.3921442,1.2021298,1.2245157,1.3038741,1.4075519,0.93497795,1.0547792,1.3155911,1.2011427,0.852719,1.2249672,1.2301627,0.2944579,0.9931561,0.4306252,1.2122637,0.85600996,0.9366381,1.3017282,1.0863281,1.3486341,1.2455499,1.003827,1.0428128,0.75416076,0.6821203,0.716901,1.4408152,1.0076941,1.0303864,0.8768149,1.3977728,1.0814829,1.3177837,0.97571063,1.0770855,1.3260901,1.2546067,0.8917029
pants,1.2809936,1.1617463,1.2966055,0.47316194,1.3006703,1.3686905,1.3681474,0.6237593,0.38895023,1.0750968,0.49967158,0.8092556,1.0411586,0.39174807,1.1032805,1.4932323,1.3903582,0.7739531,1.1780826,1.4396375,1.3570595,1.2749853,1.3294574,0.8012776,0.49177253,1.1920358,1.172983,1.0549699,0.43350577,1.2760761,1.4734836,0.6807179,1.468641,0.85911363,1.0082965,0.8373172,1.2527976,0.9067525,1.2596545,0.9356681,0.78909105,1.057412,0.9018484,1.355432,1.4942358,1.4649172,1.2541084,0.87456024,0.9453587,1.3551409,0.73931926,0.6578547,1.211674,1.2619817,0.78620654,0.42898798,0.2341873,1.1731896,0.90683687,1.43083,0.72135496,0.811977,1.0139999,1.323097,1.3774872,1.3783823,1.034205,0.96966314,1.0697047,0.9901379,0.42598325,0.0,0.678354,1.413593,1.4308224,1.035884,1.2055974,1.3292818,1.4012127,1.0760846,0.9613828,1.3195555,1.2277925,0.7917832,1.2528961,1.2659175,0.22114414,0.97258663,0.14298803,1.1776383,0.75254095,0.91742015,1.3758681,0.9374147,1.3026569,1.2949711,0.89398086,1.1233898,0.57070667,0.6729361,0.5958797,1.4552964,1.0287137,1.0000331,0.86170214,1.4928248,1.1369737,1.3389975,0.97887313,1.1311499,1.2861824,1.3098985,0.9030614
paper,1.1892277,1.2134949,1.2086283,0.6368,1.2595786,1.3548232,1.1687169,0.6688043,0.44493413,1.4284117,0.7283498,0.7945491,1.0167768,0.49876034,0.50236017,1.3058856,1.1840298,0.47109604,1.253716,1.1666346,1.054195,1.3904755,1.1638366,0.8512082,0.75653726,1.2692726,1.0574466,1.0376544,0.678191,1.1071956,1.4275401,0.5310099,1.2895176,0.80634534,0.921746,0.9160583,1.0513291,1.0759594,1.3067259,1.1074387,0.82375205,1.2600223,0.7163353,1.1117203,1.3115834,1.0772434,1.3244476,0.96456385,0.89434576,0.89466584,0.8690957,0.77339095,1.2411432,1.158845,0.7569461,0.83082914,0.75591195,1.2457385,1.0439951,1.3528445,0.7433748,0.95863616,1.178483,1.2432076,1.3549383,1.2633085,1.1734161,1.193795,1.1361146,1.0071297,0.79793453,0.678354,0.0,1.4003361,1.4248097,1.152711,1.2476459,1.0689254,1.2111144,0.9563196,0.73933053,1.3336263,1.2820435,0.85679334,1.1969867,1.1465287,0.74483824,0.8603969,0.81597936,1.2475159,0.6064818,0.76571804,1.4034173,0.9913215,1.0935224,1.0987239,0.80389786,1.2588289,0.8221987,1.0043378,0.19296372,1.2274343,1.2430109,1.0829749,0.6584434,1.3368053,0.8474812,1.1693298,0.94772565,0.96465003,1.2611654,1.4368811,0.89385575
pen,0.55057573,0.7373149,0.8781319,1.3347883,0.6574203,0.5009212,0.6258818,1.4574012,1.5628928,0.4925028,1.4068886,1.4041224,1.090199,1.5975792,0.9240717,0.513553,0.49656832,1.334527,0.79244816,0.65671027,0.79890686,0.42091972,0.87100637,1.37684,1.5280559,0.7535144,0.9949053,1.1351236,1.5709224,0.79108334,0.12610936,1.5686774,0.4545102,1.4199803,1.3371689,1.3055351,0.68039846,1.1454659,0.6685444,1.0094082,1.2746397,0.6606407,1.3065108,0.9480962,0.44210654,0.6146984,0.52462333,1.1767555,1.0525975,0.95108175,1.4320655,1.2913465,0.8509053,0.8640725,1.3151817,1.3466419,1.4442949,0.4920581,0.8890512,0.353418,1.4706731,1.3957855,0.96653426,0.83384895,0.45519316,0.42715907,0.7881006,1.0314285,0.9616316,1.095667,1.3980528,1.413593,1.4003361,0.0,0.051477432,0.6578533,0.67393124,0.978559,0.357706,1.2044743,1.2083181,0.68460447,0.7196659,1.3795465,0.9681099,0.87149537,1.4776015,1.2418605,1.4194201,0.9250574,1.3561782,1.3338082,0.44446224,0.96807814,0.56085324,0.64525956,1.2102643,0.6738457,1.335422,1.2103417,1.5036086,0.61643374,0.8216805,0.86678994,1.3924427,0.42394006,1.184464,0.6211203,1.1259235,1.1145964,0.76382035,0.48582458,1.2163529
pencil,0.6159056,0.690176,0.8189273,1.3401823,0.65244436,0.4708383,0.6649629,1.4705279,1.5859652,0.52801615,1.4278088,1.3909488,1.0941066,1.6046231,0.9673254,0.48494142,0.52694917,1.368245,0.71209556,0.6954359,0.8247042,0.46241075,0.9140769,1.3863674,1.5616984,0.6926222,1.0452533,1.1126344,1.5873252,0.75784904,0.09690821,1.5981357,0.45636606,1.4449372,1.2959185,1.3149674,0.68025947,1.0848658,0.61451805,0.9322932,1.2662879,0.5664387,1.3197527,0.93713033,0.4537,0.6444723,0.49285978,1.206219,1.0579032,0.94302016,1.4301398,1.2702963,0.8136518,0.8702835,1.335928,1.370513,1.4512706,0.45822346,0.91464937,0.37185073,1.4579805,1.4185021,0.9075229,0.81786925,0.37392664,0.475617,0.7507756,0.95252115,0.98785454,1.097265,1.3921442,1.4308224,1.4248097,0.051477432,0.0,0.7068073,0.7134947,1.0143588,0.40895218,1.2132552,1.2361195,0.6709024,0.6894296,1.4151566,0.9362353,0.8258513,1.4777391,1.2979913,1.4239023,0.9187735,1.4084847,1.3662765,0.3666501,0.99350274,0.6038052,0.6838491,1.213306,0.6024887,1.3442914,1.2107954,1.5353154,0.63758767,0.7190534,0.86170495,1.4040201,0.44500494,1.1805423,0.6146893,1.1573241,1.14842,0.6890637,0.44981897,1.2590579
pickle,1.022522,1.0048538,0.94640523,1.0551943,0.9479504,0.9866387,0.7804899,1.168724,1.2592838,0.72792995,1.2000434,1.1888368,1.2000836,1.1677465,0.94646597,1.0536253,1.0363553,1.0340595,0.80445623,0.9638114,1.0157726,0.64153004,1.2289865,1.1620051,1.1948048,0.841638,1.0437304,1.0095819,1.2467284,0.8232714,0.75170636,1.2040057,1.0417684,1.1678932,0.97690946,1.2238309,1.0133935,0.8613296,0.67056066,0.7515253,1.228427,0.69404656,1.1253072,0.9635292,0.8082171,1.0078409,0.9601039,0.7938069,1.1333164,0.9990796,1.1516904,0.94795585,0.94594413,0.96879804,1.0783762,1.05541,0.99399304,0.8687568,0.9032277,0.97415066,1.0641162,1.0734606,0.8924425,0.9735414,1.0029554,0.8193643,0.7484116,0.8645898,0.9622138,1.1829904,1.2021298,1.035884,1.152711,0.6578533,0.7068073,0.0,0.85288024,1.0656074,0.76053816,1.158824,1.0260739,0.9192991,0.7762292,1.2179382,0.9210655,0.7319025,1.1908368,1.0982586,1.0593867,1.0096004,1.1664591,1.1899774,0.7593482,0.91805506,0.94281316,0.8444659,1.0004218,0.8857358,1.2201022,1.0807343,1.2044871,0.9598963,0.7655281,0.6876934,1.1065406,0.88942164,1.1075518,0.95966756,1.1887659,1.2179424,0.965001,0.74338007,1.2565448
pillow,0.72676647,0.73091125,0.90649533,1.276501,0.7423302,0.8596529,0.6109507,1.3443269,1.2716,0.46956104,1.1663374,1.2109863,1.201064,1.2319849,0.97744524,0.7164268,0.6531412,1.1484736,0.8546922,0.5727668,0.80262387,0.59668994,0.5926592,1.1327322,0.9943176,0.9531655,1.0325283,1.1690211,1.1569463,0.73840123,0.68967396,1.2004635,0.59389997,1.1828713,0.98508006,1.0911388,0.7647522,1.2277191,0.75099695,1.0650178,1.2842418,1.0389653,1.1274333,0.8473008,0.773808,0.7082293,0.90487206,0.8330828,1.1525472,1.0562367,1.2726841,1.2623522,0.74810946,0.905313,1.432169,1.0716363,1.213258,1.083268,0.93893,0.55176747,1.2904212,1.0720135,1.2037222,0.90128326,0.83528316,0.45513844,0.9537755,1.0957925,0.7475212,1.2070341,1.2245157,1.2055974,1.2476459,0.67393124,0.7134947,0.85288024,0.0,0.7518699,0.6872297,1.1505569,1.0219735,0.5510692,1.0097256,1.0069228,0.9460883,1.050091,1.251429,0.9951234,1.1693275,0.8521501,1.2085993,1.0270416,0.7539805,0.9275876,0.7713293,0.7069527,1.2862115,0.72026056,1.1178033,1.1688868,1.3962928,0.6736842,1.0112303,1.1173975,1.3421259,0.45830977,1.1935972,0.6922197,1.0977725,0.98448604,0.87205756,0.8069822,1.1552637
plant,0.7979397,1.0386093,0.88766426,1.2757438,0.98314726,0.98615986,0.680364,1.1403744,1.2288635,0.9757827,1.253574,1.0563589,0.920531,1.2447591,0.9644135,0.80879325,0.8044871,1.0639035,1.1991707,0.60601586,0.7391454,0.912285,0.6505226,1.0822775,1.0716726,1.0487566,0.80446994,1.1718287,1.1152339,0.8684565,0.9769865,0.99240905,0.7656832,0.98187464,0.95335084,0.9579727,0.8511732,1.2907377,1.0694668,1.2409279,1.1193262,1.3407359,1.0600172,0.5180141,0.8680942,0.66305304,1.1847619,1.1107996,1.0553858,0.998462,1.1308,1.2976592,0.95324713,0.81815416,1.1542348,1.1621718,1.4179202,1.0992154,0.9245297,0.7295394,1.2013426,0.94414,1.3117853,0.9117127,1.0587869,0.8170078,1.1954387,1.2904559,0.7981937,0.9548208,1.3038741,1.3292818,1.0689254,0.978559,1.0143588,1.0656074,0.7518699,0.0,0.8471116,0.9133411,0.7863245,0.8165396,1.0681739,0.88001895,0.8948859,1.1158025,1.3146677,0.90022475,1.3303862,0.72399366,1.0086906,0.90800995,1.118182,0.94369406,0.9059711,0.82097685,1.0872382,1.091042,1.072115,1.1836545,1.1264784,0.7364082,1.2673903,1.2191687,1.1919895,0.71073735,1.0193813,0.8245747,0.57169265,0.7213834,0.83861387,1.1457142,0.7420871
plate,0.66426533,0.85294217,0.88537043,1.4489872,0.6429914,0.5702678,0.42825544,1.319833,1.4148065,0.63097686,1.3199605,1.2869714,1.117298,1.4463379,0.6545055,0.5147259,0.350407,1.0355523,0.9986352,0.5011313,0.8402833,0.38042903,0.78508306,1.2990103,1.3650534,0.7680536,0.8553574,1.1044376,1.4044921,0.8259618,0.36078858,1.2827644,0.41879988,1.2786435,1.2255466,1.1842893,0.68668497,1.2879858,0.82603544,1.0772971,1.2606413,0.9786383,1.2347848,0.9136957,0.66483307,0.63769287,0.72352886,1.2082716,1.0228826,0.86305285,1.4521289,1.3927333,0.89514136,0.89114624,1.1663752,1.3175766,1.464288,0.7724426,1.0395461,0.40432996,1.4323354,1.1897297,1.1828917,0.8255122,0.60622203,0.5702506,1.0597999,1.2087663,0.927039,1.1472182,1.4075519,1.4012127,1.2111144,0.357706,0.40895218,0.76053816,0.6872297,0.8471116,0.0,1.1732366,0.9886308,0.6703723,0.89377856,1.1879606,1.0155771,0.8646459,1.4843223,1.1194985,1.464797,0.9502998,1.1205268,1.0020747,0.6398202,1.0279487,0.74335897,0.6560892,1.0771585,0.80389506,1.2954335,1.4121153,1.2496835,0.48651987,1.0427973,1.0647432,1.2461962,0.54903996,0.96471596,0.44103396,1.0524329,1.0133599,0.98438627,0.7909259,1.1368942
pony,0.97426426,1.087009,0.971442,1.0127938,0.98548496,1.1619879,1.0550634,0.9474972,1.0181091,1.1829157,1.1360043,0.862776,0.968022,0.98710227,1.0381839,1.0572356,1.0823476,1.0470761,1.1231624,1.12928,0.90732026,1.2128946,0.9856968,0.62546813,1.0636517,1.0098027,0.93768597,0.8880654,1.0371257,0.9831066,1.1786245,0.9693383,1.0615156,0.5229414,0.9032246,1.0911114,1.0867066,1.089329,1.2257894,1.174067,0.9247075,1.2347033,0.881135,0.93749726,1.0401412,0.9043949,1.1505519,1.0916724,1.0669266,1.0534649,0.93308544,1.0809556,1.0765998,0.30731767,0.9364967,1.0893507,1.0940611,1.1692488,1.1393744,1.1566592,0.9197042,0.92482734,0.92381793,0.84042174,1.1196661,1.1285585,1.142468,1.0962825,1.1072006,0.9715675,0.93497795,1.0760846,0.9563196,1.2044743,1.2132552,1.158824,1.1505569,0.9133411,1.1732366,0.0,0.9639052,1.0433019,1.1069063,1.0836515,0.6404291,0.96419305,1.0321262,0.996004,1.1111978,0.9363031,0.9662957,1.0323211,1.1323173,1.0571228,1.0044776,1.114279,0.98309594,1.0940157,1.0400336,1.062396,0.9452002,0.97753054,1.2028674,0.98320466,0.9353154,1.1133701,0.9379853,1.1063215,0.99680936,1.015183,1.0940051,1.1934073,1.0437136
purse,1.0794226,1.1065708,1.1269488,1.041803,1.1602051,1.2298493,0.67826855,0.99089926,0.8085835,1.1329517,0.78748643,0.9165894,1.0993018,0.8471388,0.67706645,1.1609716,1.1018156,0.48692977,1.2261945,0.90778613,0.90556204,1.1500967,0.9378676,0.9786501,0.70671487,1.1221864,0.8938209,1.0041116,0.78960395,0.9684679,1.2648411,0.5244507,1.1938082,0.8890523,0.87601554,0.90876204,0.8321911,1.1460308,1.2585459,1.2000571,1.0606476,1.3586404,0.78684413,0.8476844,1.0549239,1.0756383,1.32036,0.9411328,1.1789502,0.8903648,0.9930836,1.0802728,1.1385051,0.9610435,0.85247,0.9653152,1.0294183,1.0927267,0.7995553,1.2505876,0.8737181,0.73144346,1.2325842,1.0475115,1.329108,1.02866,1.2448211,1.2875516,0.95937586,1.1353769,1.0547792,0.9613828,0.73933053,1.2083181,1.2361195,1.0260739,1.0219735,0.7863245,0.9886308,0.9639052,0.0,1.1322168,1.2792823,0.8384379,0.9850134,0.91473424,1.0366206,0.8214155,1.0296737,0.8716277,0.8733895,0.5422791,1.2493618,1.1585385,0.94379437,0.95954716,0.8514175,1.2066778,0.9091007,1.1653795,0.68949974,0.96364033,1.3199579,1.2429166,0.80447423,1.0654769,0.80642,0.7800052,0.93393064,0.8181173,1.1115457,1.3257089,0.9813338
radio,0.8915634,0.8583342,0.8917664,1.3317333,0.7925675,0.8178765,0.6636626,1.2897823,1.3730619,0.6601524,1.1990685,1.3043325,1.1130538,1.3828137,0.90555996,0.6024138,0.6730319,1.0783534,0.9330802,0.5357764,0.7927178,0.5638763,0.7716849,1.2571579,1.1162903,0.7779738,0.99648,1.1518216,1.2353616,0.88459694,0.6222008,1.1940879,0.5678902,1.2094972,1.0969992,1.0583662,0.7473029,1.1892292,0.8559234,1.0837332,1.2166396,1.0323005,1.2669266,0.8611905,0.7895545,0.72326666,0.88420874,1.050828,1.1338885,0.99681276,1.308912,1.2930025,0.8682599,0.75937426,1.2441169,1.1336182,1.3120965,0.8762419,1.0277741,0.53884727,1.3362573,1.0003507,1.1634936,0.8752329,0.7780433,0.6107993,0.99931467,1.1200317,0.74086547,1.1169671,1.3155911,1.3195555,1.3336263,0.68460447,0.6709024,0.9192991,0.5510692,0.8165396,0.6703723,1.0433019,1.1322168,0.0,0.9701894,0.9121143,0.79422784,0.9359624,1.2949593,1.081571,1.2971704,0.8447343,1.2479719,1.123227,0.6796672,1.1374774,0.8567073,0.76991904,1.1787766,0.78783154,1.0584192,1.1526464,1.3318131,0.6127456,1.0199634,1.1441116,1.2090166,0.5529909,1.0298523,0.63755727,1.054888,1.0219592,0.8029464,0.6911811,1.1318405
raisin,1.0173084,0.8129761,0.8706095,1.2437227,0.9530701,0.77421904,1.0173948,1.2643293,1.4594665,0.7563603,1.3508286,1.0833935,0.995295,1.4222164,1.2543545,0.92858094,1.0240972,1.3566378,0.4498837,1.0399104,1.0001892,0.73376834,1.1141236,1.1909206,1.4023073,0.78052926,1.0440718,0.9680125,1.3971522,0.84638894,0.67449003,1.4426818,0.92234075,1.2312376,1.0264859,1.1625185,1.0842569,0.6777246,0.6211896,0.5312309,1.0842078,0.45023298,1.3740062,1.0273546,0.7356078,0.82298803,0.6453908,1.0437672,1.067077,1.0374485,1.1087296,0.9506075,0.82707286,0.98234534,1.2106303,1.2046735,1.2672558,0.8605541,1.0618682,0.82339334,1.2195666,1.2742116,0.59081995,0.9525604,0.64792275,0.8999536,0.6334792,0.4979118,1.1190567,0.9925584,1.2011427,1.2277925,1.2820435,0.7196659,0.6894296,0.7762292,1.0097256,1.0681739,0.89377856,1.1069063,1.2792823,0.9701894,0.0,1.2964747,0.9109717,0.91298175,1.2918844,1.2083946,1.2163949,1.0813384,1.2988031,1.3168637,0.58973634,0.9251658,0.9624953,1.0274518,1.0636576,0.904596,1.2682219,1.0334917,1.412127,0.9597002,0.6547978,0.6314308,1.2814229,0.8747206,1.2475159,0.99147063,1.089767,1.0884721,0.88904864,0.5175351,1.1578492
refrigerator,1.039377,1.2950696,1.3461401,0.8327389,1.4206935,1.2696687,0.93057704,0.63324016,0.6040793,1.0595741,0.49798393,0.94033897,1.0373328,0.70624125,1.0164682,1.2345878,1.1339031,0.7183381,1.2817054,0.858647,1.1799484,1.0002052,0.9426615,0.86954117,0.3627041,1.2794051,0.9652677,1.1172538,0.5399636,1.2015516,1.4159708,0.5044092,1.1917148,0.8692435,1.0804722,0.21377945,0.93645084,1.1309435,1.322115,1.1117916,0.92173684,1.4580513,0.96396756,0.9714361,1.3216124,1.3301405,1.3661605,1.1359566,0.93680376,1.2972449,0.8245217,1.0332028,1.3785564,1.2016299,0.9052842,0.58044666,0.7674533,1.0961375,0.7603602,1.0738863,0.9801221,0.58702147,1.2254882,1.300293,1.3955462,1.025614,1.3218721,1.2510654,0.42362642,1.0503156,0.852719,0.7917832,0.85679334,1.3795465,1.4151566,1.2179382,1.0069228,0.88001895,1.1879606,1.0836515,0.8384379,0.9121143,1.2964747,0.0,1.1061614,1.2950354,0.75427556,0.9799411,0.75053334,0.9859229,0.6402626,0.68305814,1.5477791,0.97916245,1.1687171,1.1356964,0.96170264,1.3314004,0.6404828,0.9509921,0.7208678,1.224303,1.4109478,1.2725754,0.88211787,1.0835451,1.0872344,1.0692235,0.77129483,0.8677586,0.99280006,1.4328115,0.6381439
rooster,0.95146155,1.0180262,0.95666516,1.2832077,0.83285624,0.9864079,0.99051905,1.1328199,1.2310789,0.9473263,1.1477791,1.1485288,1.0434959,1.2002332,1.0869396,1.027007,1.1208096,1.1402578,0.92035174,0.97279197,0.8431725,0.9290801,0.9746677,0.9496318,1.0679317,0.6190076,1.0104144,0.9852391,1.1728954,0.9935388,0.9858154,1.1329374,1.0427982,0.9180969,0.8195776,1.0961103,1.0973053,0.9852547,0.8961479,0.88884276,1.1387076,1.0094812,1.0593727,0.7136734,0.98161864,0.74078774,1.0272425,0.90316117,1.1649637,1.0261177,0.9202712,1.149971,0.78395116,0.36381298,1.0799606,1.1304145,1.1657764,0.9218608,1.0140941,0.9532001,1.0857267,0.8759551,1.0060844,0.863282,1.0425138,1.0018833,0.9644986,0.9414528,1.0124094,1.0531683,1.2249672,1.2528961,1.1969867,0.9681099,0.9362353,0.9210655,0.9460883,0.8948859,1.0155771,0.6404291,0.9850134,0.79422784,0.9109717,1.1061614,0.0,0.8244721,1.1594386,1.0598941,1.1386396,0.7853588,1.1877207,1.0748556,0.88195765,1.0295622,0.99853164,0.9648222,1.105842,0.96099216,1.0974427,1.0034579,1.274002,1.008516,0.98340434,1.0615815,1.1492865,0.9750327,1.0246284,0.99058396,1.1048424,1.018195,0.78453803,0.9150802,1.1761527
scissors,1.1157327,0.87788945,0.69211143,1.190079,0.7248279,0.92221236,0.7991115,1.2079318,1.2951896,0.9967579,1.2360363,1.1220239,1.3015506,1.172439,0.78720653,0.90914,1.0956417,0.9021872,0.8200775,0.96704274,0.76898694,1.0511826,1.095911,1.2587311,1.2106986,0.80738837,1.1375724,0.9395848,1.3086523,0.7208997,0.8430402,1.0510856,1.0731168,1.0907869,0.7045276,1.3001348,0.8763663,0.83679646,0.92329985,0.99595785,1.1182412,0.74969435,1.0117012,0.9931917,0.7571347,0.92108166,0.9764933,0.7505167,1.2162077,0.5809685,1.1326907,0.9466807,0.839353,0.7928783,0.97319907,1.2690679,1.1570576,0.8237747,1.0404316,1.1767524,0.88969076,1.0011392,0.7693181,0.85917413,0.9130565,1.0202074,0.83153844,0.8809561,1.1685371,1.2912697,1.2301627,1.2659175,1.1465287,0.87149537,0.8258513,0.7319025,1.050091,1.1158025,0.8646459,0.96419305,0.91473424,0.9359624,0.91298175,1.2950354,0.8244721,0.0,1.294128,0.7994875,1.2439401,0.82526684,1.249224,1.0444074,0.5176847,1.2850142,0.8789232,0.9248826,0.89491904,0.8797076,1.2687179,1.2311162,1.1186905,0.8123332,0.7697215,0.72264624,0.8872839,0.9787375,0.68583006,0.7501483,1.3092096,1.0941926,0.7415328,0.7249724,1.3844439
shirt,1.3042766,1.2526721,1.3138013,0.49517477,1.3381324,1.3677254,1.4533751,0.5416472,0.37262768,1.2398255,0.5107288,0.81389415,0.9707195,0.37538123,1.2115421,1.4357469,1.3473022,0.8743237,1.2436711,1.4406888,1.3445734,1.3162001,1.2325625,0.77371806,0.5125396,1.1427795,1.2089574,0.9656247,0.3634683,1.3818141,1.4964342,0.66140133,1.4065425,0.7701158,0.9826186,0.78387344,1.3295364,0.89689577,1.2684191,0.9857572,0.5809692,1.147019,0.89638144,1.318167,1.523379,1.4192584,1.1999011,0.98476297,0.9003853,1.3042307,0.5984197,0.7628237,1.2181906,1.246508,0.8222563,0.5117631,0.2850495,1.2421848,1.0150614,1.3922427,0.7320196,0.76259017,1.0282899,1.2385463,1.333664,1.4372733,1.0915918,0.96906805,1.1331937,0.92553633,0.2944579,0.22114414,0.74483824,1.4776015,1.4777391,1.1908368,1.251429,1.3146677,1.4843223,1.0321262,1.0366206,1.2949593,1.2918844,0.75427556,1.1594386,1.294128,0.0,1.0081631,0.21898824,1.1764891,0.7733369,0.9331248,1.4277996,0.9995865,1.3691626,1.3155339,1.0174159,1.1164325,0.56960595,0.48309946,0.6399783,1.4878786,1.0507425,1.0883502,0.87596107,1.5076519,1.0897834,1.4183879,0.93022513,1.0525756,1.2666501,1.3600419,0.8291961
shoe,1.0925618,0.9071827,0.99461806,0.9043859,0.93128955,1.2865276,0.9883778,1.0408345,0.91043353,1.130614,0.95156056,0.8907387,1.1019163,0.8627221,0.82864636,1.0313011,1.1870373,0.76688176,1.2912123,0.96559745,0.86430246,1.2418294,0.84274495,1.0376687,0.8483723,1.165051,0.9433812,1.1042936,0.9201552,0.9479573,1.2621245,0.74823403,1.1775643,0.92484766,0.70470303,1.0908238,0.98611015,1.0606109,1.206943,1.3616652,1.0481421,1.2281317,0.8484824,0.9720662,0.9647365,0.944534,1.3473907,0.4323485,1.1557642,0.7110059,0.98774725,0.8417002,0.94140834,0.985095,0.9320277,0.9870724,0.96068287,1.070176,1.0729525,1.2710683,0.6217851,0.71141267,1.1870266,0.99065876,1.2964094,1.1112747,1.1303694,1.3042326,1.0007371,1.1224244,0.9931561,0.97258663,0.8603969,1.2418605,1.2979913,1.0982586,0.9951234,0.90022475,1.1194985,0.996004,0.8214155,1.081571,1.2083946,0.9799411,1.0598941,0.7994875,1.0081631,0.0,0.9681909,0.815881,0.92325366,0.78454727,1.0021396,1.1323378,0.9898963,0.69258887,0.9436455,1.1941928,0.8897614,1.0961728,0.8192355,0.97464937,1.0515096,1.0815855,0.65167224,1.0932535,0.5206655,1.0077257,1.0475447,0.8329073,0.93177176,1.1249409,1.0668494
shorts,1.2981905,1.1420845,1.2753593,0.54004,1.2619134,1.3535191,1.4025755,0.6598879,0.44670695,1.0688821,0.49004072,0.86229885,1.0381172,0.44808972,1.2285366,1.4748933,1.4122388,0.8927686,1.1715786,1.4228941,1.343358,1.2233603,1.269429,0.81895137,0.46656263,1.1662289,1.2242941,1.0785778,0.4441778,1.3200032,1.4657888,0.74604994,1.4702975,0.85830766,0.94164634,0.79640704,1.3063184,0.8209684,1.2357047,0.9277757,0.81318367,1.0506982,0.90898913,1.2686812,1.486895,1.4435753,1.2188706,0.8197781,0.97490305,1.3541454,0.6546844,0.68960834,1.1117104,1.2436516,0.8424494,0.38093555,0.2006219,1.1306244,0.87340534,1.4320976,0.69802314,0.7250222,0.97646797,1.3520232,1.3807366,1.3268846,1.0251092,0.92746747,0.99136513,0.98936176,0.4306252,0.14298803,0.81597936,1.4194201,1.4239023,1.0593867,1.1693275,1.3303862,1.464797,1.1111978,1.0296737,1.2971704,1.2163949,0.75053334,1.1386396,1.2439401,0.21898824,0.9681909,0.0,1.0998619,0.8198604,0.92624366,1.3615438,0.9519671,1.376976,1.2933109,0.9606811,1.0804487,0.5480789,0.5810941,0.72931707,1.509727,0.97666,0.9993338,0.9015073,1.4270626,1.1418861,1.3557386,0.9933245,1.0968146,1.2260773,1.2573297,0.91228604
shovel,0.72607714,1.0347651,0.9930887,1.1963041,0.94561565,1.1229767,0.7959331,1.1207122,1.1155889,0.8864092,1.0746298,1.2707498,1.1021466,1.1505609,1.0798123,0.9247376,1.0073656,1.0789837,1.2345713,0.9196984,0.8404538,0.9852362,0.89335907,1.045593,0.90362954,0.8487823,0.7392461,1.2280254,1.0659143,0.85449886,0.95992136,0.997814,0.9504329,0.9542988,0.8428951,0.9422718,0.825735,1.2045846,1.016102,1.1677003,1.1494421,1.2428998,1.1446214,0.7296007,0.8187632,0.79922235,1.2063088,0.99499893,1.1519778,1.082809,1.1345378,1.2035403,0.88098645,0.75619495,0.9989255,1.0707798,1.2071109,0.6738088,0.856031,0.88358754,1.0286167,0.7092475,1.199952,0.9421587,1.0860677,0.89953715,1.1927228,1.1835101,0.8408572,1.114209,1.2122637,1.1776383,1.2475159,0.9250574,0.9187735,1.0096004,0.8521501,0.72399366,0.9502998,0.9363031,0.8716277,0.8447343,1.0813384,0.9859229,0.7853588,0.82526684,1.1764891,0.815881,1.0998619,0.0,1.0614805,0.9226609,0.9290185,1.0540088,0.8302852,0.89186704,1.0236113,1.1257781,0.89030075,1.112292,1.1650193,0.7280833,1.1111885,1.2845033,1.0632921,0.82870746,0.8416654,0.9572941,1.0173405,0.8684686,0.67253757,0.9766396,1.0725864
