,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
belt,1.0318198,0.7062223,0.3627478,1.5557681,0.8988313,0.73078084,1.2638432,0.92064995,1.4554884,1.5168039,0.0,1.3921711,1.5888126,0.6050894,1.4583197,1.2625947,0.92587733,0.24417335,0.64186853,1.1983879,1.1404172,0.4358365,0.70371693,0.1906972,0.70611906,0.39704067,1.4349078,1.1115677,0.35262322,1.2768443,0.9195313,1.3225087,1.3997964,1.1070538,0.14281034,1.4640067,0.23636615,1.4119977,1.4004458,1.4201863,1.1507379,0.9319764,1.1772356,1.3771088,1.008746,0.55121535,1.2393684,0.72035825,1.306068,0.7937492,1.0978887,1.2815889,1.0608741,0.68814,0.48365992,0.99260604,1.350626,0.37519002,1.1271526,1.2056817,0.8114306,1.3497616,1.1007049,1.2769582,0.5551146,0.77278095,0.7537883,0.60943466,1.418431,1.1407815,1.3100755,0.5529518,0.9203194,0.36614603,1.337684,1.3175344,1.0556731,1.0833496,1.5760924,1.3235645,1.1310519,1.3473206,0.39128327,0.63096154,0.7163819,0.6985911,0.5631963,1.1663084,1.4099004,1.4879911,1.2693933,1.4761425,0.17713928,0.1785931,1.1453804,0.4843433,1.0603523,0.86516094,1.0003906,1.0114022,0.5146534,1.2824482,0.7009006,0.59019786,1.1477242,1.1344221,1.078587,1.1829453,1.357643,1.2486417,1.388161,1.1132128,1.065638,0.663383,1.443296,0.8266546,0.9442016,0.2149136,1.3404642,0.38671452,1.1487327,1.1785591,0.6550313,1.2003691,0.70658094,1.3474855,1.4275093,1.571687,0.5370999,0.6466845,1.2462155,0.9181515,0.8402582,1.0106572,1.3135769,1.1604882,0.5726069,0.5897148,0.27314764,1.1271291
bench,0.99254143,1.2370075,1.5301964,0.63421774,1.3071326,1.2701939,0.92863524,0.84331393,0.5952224,0.37595832,1.3921711,0.0,0.7573281,1.2776963,0.5113683,0.73475873,1.000411,1.4852062,1.2585586,0.6503261,0.97549474,1.239875,1.1950967,1.2213796,1.1976138,1.4764805,0.6526836,0.24036539,1.3998513,0.6398262,0.89529824,0.94031525,0.21163738,0.8168572,1.4837215,0.34166074,1.4407005,0.962253,0.7556108,0.9265897,0.6659001,0.9618923,0.7488959,0.8863426,1.1558678,1.4432371,0.91909343,1.1991836,0.9551619,1.2917683,0.8667145,0.8699519,1.254781,1.1311842,1.3128798,1.3037527,0.8023988,1.463352,0.94912344,0.70638585,1.4091257,0.8698533,1.0840904,1.0144494,1.3815622,0.9815624,1.3026268,1.2689717,0.65951514,1.0927274,0.4272303,1.0672317,0.91410905,1.3948872,0.7497381,0.8960223,0.9246236,1.0099403,0.7489024,0.64845294,1.1200897,0.9274778,1.4562266,1.0635852,1.2724681,1.371393,1.4751774,0.4654677,0.8346766,0.6806244,0.48895216,0.72694135,1.3774812,1.4069154,1.155428,1.0988878,1.1670076,1.103691,1.1087662,1.13257,1.4155885,0.6760381,1.1061733,1.337001,0.6182261,1.0033917,1.0582274,1.1180226,0.8265133,0.9397329,0.6094691,1.0242745,0.6996065,1.2282931,0.56905806,0.7661151,0.99234426,1.4382584,0.6588156,1.4190788,0.9883031,1.0530419,1.2852504,0.9360938,1.3470618,0.69423485,0.6081669,0.40390652,1.4007185,1.4163916,1.0962403,1.1482836,0.9093048,1.1890517,0.8146418,0.9162388,1.2623699,1.1482053,1.45402,0.6942173
bib,1.0863793,1.06128,1.5205959,0.326957,1.2489638,1.2927502,0.7279932,1.2054552,0.68047714,0.44072843,1.5888126,0.7573281,0.0,1.3922292,0.34044433,0.8060099,1.0528258,1.598363,1.4043841,0.98826677,0.95099336,1.5689853,1.3086039,1.5544719,1.4172114,1.3862493,0.5716417,0.9408807,1.594756,0.85166997,1.1173236,0.7959796,0.6773672,0.83012134,1.5887642,0.6730326,1.62311,0.67288727,0.8215224,0.61065,1.0646111,1.2223482,0.6500664,0.75734854,0.8792528,1.3397721,0.7154875,1.1928828,0.85614556,1.0288107,0.8239764,0.7722628,1.0983224,1.1108978,1.4744649,1.1709791,0.89949304,1.3855968,0.74445236,0.92047787,1.2195508,0.72344315,0.6097194,0.5725455,1.2539622,1.2071631,1.3576875,1.3516153,0.44655997,1.0538645,0.5664156,1.3502713,1.2360493,1.6055095,0.80393505,0.80307513,0.976666,0.9635993,0.41335237,0.63772494,0.8654272,0.7446176,1.3915786,1.1418949,1.0142924,1.3133855,1.4238786,0.8345858,0.53697,0.15614092,0.6025245,0.46244216,1.5374408,1.5417547,1.1000091,1.2988374,0.9285724,1.3158088,1.0395298,1.2366784,1.4393142,0.66358507,1.4095802,1.3672209,1.065974,0.9869471,1.1892543,0.89664507,0.5775293,0.81922865,0.39068824,0.90599847,0.62658936,1.4351953,0.7239517,1.1111349,1.0853293,1.5394813,0.679646,1.4619154,0.8408711,0.8617451,1.3524206,0.95801836,1.3694239,0.80336094,0.43752706,0.45988953,1.4954069,1.1984124,0.8260013,0.9907691,0.9269661,1.1614943,0.82051146,0.95548654,1.4163356,1.5066159,1.420526,0.9902353
bird,0.7453561,1.0606138,0.68754005,1.3186693,0.97988284,1.0041645,1.2037338,1.0932391,1.3288305,1.2770977,0.6050894,1.2776963,1.3922292,0.0,1.3100241,1.2426915,1.0800136,0.46786427,0.86646664,1.2843688,1.0699205,0.83295274,0.6732823,0.77702993,0.69113123,0.8932937,1.0181394,1.2100999,0.56950915,1.1779532,1.0428914,1.276692,1.2394743,1.1124835,0.588296,1.2736747,0.5053098,1.2344791,0.9336744,1.1622546,1.0118831,1.0780102,1.2333784,0.9265984,1.1431721,0.8596988,1.0428444,0.8939742,1.1186821,1.1985418,1.0102319,0.9823249,0.95439196,1.0483278,0.5841509,0.89041424,1.162089,0.7514518,1.1822454,1.0095918,1.0342822,1.1566843,0.93347836,1.3280253,0.8288702,0.84939796,0.70875007,0.7573708,1.2697519,1.0853994,1.3429494,0.80690753,0.8520241,0.45662963,1.1370349,1.1544088,1.1216571,1.2300769,1.3230588,1.2838728,1.07413,1.2268773,0.7008454,0.7898363,1.1553322,0.5730164,0.7860945,1.2475847,1.1124935,1.3612751,1.3419279,1.2686405,0.5347762,0.5917251,0.93233865,0.70607835,0.95273936,0.7141344,1.119583,0.7808693,0.56682605,1.2790906,0.8345166,0.8493116,1.0485027,1.0021029,0.7753638,1.1651925,1.2202253,1.1857235,1.2778627,1.202293,1.3435955,0.908089,1.2503219,1.0081072,0.9352618,0.6828141,1.1093253,0.62450564,1.0925477,0.98484266,0.9607538,1.0699437,0.8769107,1.2113091,1.2730578,1.340347,0.8355571,1.0326754,1.1845536,1.0873177,0.9171759,1.0709966,1.2818799,0.9391757,0.53923106,0.7006514,0.81047016,0.9064151
blanket,0.9040076,1.1719246,1.5473564,0.5625495,1.2020744,1.216986,0.8125918,0.97244036,0.7091999,0.3512287,1.4583197,0.5113683,0.34044433,1.3100241,0.0,0.79713565,1.0811802,1.5463798,1.3012958,0.92902994,0.9137412,1.4330368,1.1779032,1.4347628,1.2700206,1.5157008,0.4944259,0.6797821,1.5213668,0.7958235,0.9796138,0.8884126,0.42363423,0.8470297,1.5462811,0.5441308,1.5461237,0.81565374,0.7178822,0.7079232,0.9951787,1.1458043,0.7150677,0.7173951,1.0898936,1.4352573,0.66949046,1.2195342,0.9194837,1.2835431,0.9206091,0.6950838,1.0763042,1.1670504,1.3853992,1.0980524,0.9818203,1.4455044,0.74542767,0.84172803,1.246972,0.8297502,0.68976235,0.9263923,1.298243,1.1565164,1.298382,1.2637024,0.36567712,1.1231272,0.4888639,1.2763424,1.1329656,1.5502609,0.86832196,0.8195071,1.0399828,1.0927213,0.42365152,0.60591364,1.0397218,0.8521587,1.454184,0.9269641,1.2703562,1.2858229,1.4853698,0.7695526,0.4752342,0.29246187,0.63691115,0.65124583,1.4710338,1.5085225,1.0977874,1.0260056,0.966264,1.153866,1.0738014,1.1249603,1.4182856,0.560378,1.2777295,1.2816386,0.9952378,0.8565192,1.0760391,0.98721087,0.5848703,0.9254806,0.55787605,0.84137255,0.7165151,1.4029424,0.72902393,1.0787182,1.0594039,1.4754412,0.5871006,1.4769946,0.86413467,0.8958303,1.4170096,1.0283232,1.3228443,0.7693794,0.57875884,0.5253508,1.4336064,1.4135095,0.9969267,1.160716,0.67181516,1.1537142,0.85549617,0.9221321,1.4129548,1.4078803,1.5218611,0.91021377
boat,0.9937696,1.2349323,1.3496149,0.8546499,1.1100693,1.1347898,0.85242903,1.0478487,0.5939038,0.6695226,1.2625947,0.73475873,0.8060099,1.2426915,0.79713565,0.0,0.89562297,1.2948762,0.91540647,0.75465494,1.2097934,1.1329732,1.1504538,1.3009138,0.9536387,1.2752635,0.9376147,1.0071164,1.2502228,0.692253,0.98013586,0.93011504,0.8473891,0.9717133,1.2450781,0.68071544,1.25366,0.7460507,0.9540604,0.979058,1.0220162,0.88342494,0.8303168,1.159426,1.1991582,1.2669917,0.9221052,1.2137647,0.9821677,1.242485,1.0144246,0.97936976,1.0953889,1.2127523,1.1994283,1.0574182,0.8750369,1.2953694,1.2438142,0.63734984,1.1843238,1.0092144,0.9737452,1.1142488,1.2835306,1.0239075,1.1614392,1.0158246,0.99304783,0.986751,0.8447642,1.131171,0.8652335,1.2873602,1.0413643,0.87996954,0.9973351,1.0861613,0.881306,0.6564069,1.0926595,1.0542316,1.2565336,1.2803781,1.1543531,1.3662452,1.2279868,0.90363526,0.79701495,0.86107075,0.93000805,0.79365015,1.212939,1.2257687,0.95312196,1.3288336,1.0505183,1.1358532,0.7258926,1.073756,1.1583183,0.8338508,1.1616592,1.2524146,0.9766282,1.0132192,1.1992499,0.910682,0.83426267,0.6429632,0.9067156,0.8769423,1.0437945,0.9863458,0.81835306,0.83577096,0.62714535,1.2897903,0.6244771,1.2846112,0.9819681,0.9584349,1.0395463,0.9854395,1.2212536,0.83345056,0.7898538,0.55082524,1.1334937,1.3049777,0.924809,1.0446577,1.2745783,0.95179594,0.5600326,0.70739985,1.1253897,1.1680381,1.2766991,0.96518207
book,0.86918825,1.09329,1.0376236,1.1120718,0.9466778,0.993428,1.0085802,0.79436886,0.97841775,0.99667805,0.92587733,1.000411,1.0528258,1.0800136,1.0811802,0.89562297,0.0,0.94241804,0.76629686,0.3852554,1.0157949,0.8556006,0.9211872,0.96587706,0.7676093,1.0403907,1.2547545,1.0788376,0.9580095,1.0512546,0.95924574,0.97164464,1.0821321,1.056494,0.8702878,0.89636296,0.92354286,0.84339255,1.0962864,0.97478575,1.1417398,0.72171915,1.1641178,1.1791912,1.1380507,1.114325,1.2467098,1.1368122,1.0494632,1.1098926,0.9870028,1.1141279,0.80163884,1.1427059,1.0024624,0.7008348,1.0047798,1.0355027,1.1627105,1.1201086,0.6763458,1.2200462,1.0644628,1.099456,1.1152158,0.86720526,0.8631492,1.0228581,1.2064061,0.93198144,1.2554107,0.9332065,0.8429348,0.96753055,1.1783265,1.081287,0.9694345,1.1563184,1.14009,1.0439961,1.1841588,1.114757,1.094902,0.9917811,1.0960561,1.2048347,1.0721823,1.1186496,1.0798066,1.1271118,1.2218784,0.51199514,0.9200583,0.8926092,0.82575047,0.9297441,0.93684155,0.9723842,0.6933067,0.8625985,1.0225288,0.8617176,0.8982065,1.0001498,1.017542,0.97214615,0.94737864,0.9252707,1.0962324,0.7402783,1.2042726,0.85520303,1.212663,0.89638674,1.0446306,0.9080557,0.9477555,0.979556,1.0931158,1.0817134,0.96549696,0.9657318,0.894798,1.1883621,0.9531825,0.9314591,1.1522183,0.82760626,0.81192553,1.1701875,0.9116814,0.9469059,1.0694543,0.6276673,0.5798949,0.9972041,0.8482696,1.0030023,1.049832,1.0891201
bottle,1.1580219,0.81894517,0.2601,1.5354152,0.74351656,0.7611014,1.3521519,0.9748,1.4055383,1.4921261,0.24417335,1.4852062,1.598363,0.46786427,1.5463798,1.2948762,0.94241804,0.0,0.5828763,1.1739459,1.1891922,0.33732587,0.79597455,0.32550848,0.7518616,0.4806103,1.4503391,1.234576,0.34092462,1.2063854,1.0143782,1.2762165,1.4445009,1.2688496,0.21884537,1.4403602,0.048724294,1.3330618,1.2805918,1.3061521,1.1027869,1.0650716,1.2645876,1.3034644,1.1235187,0.50116247,1.2556175,0.865247,1.2072508,0.98387957,1.1863749,1.3362603,0.90906584,0.85936624,0.60728717,1.0051755,1.192224,0.4832484,1.269908,1.161701,0.7735779,1.3038359,1.1616135,1.3746932,0.5738546,0.922889,0.7277818,0.6288063,1.4206904,0.9098082,1.4650046,0.83216465,0.8281442,0.25103676,1.2550812,1.238205,1.1272118,1.0984342,1.5355496,1.3800035,1.1746953,1.3609638,0.29203498,0.6872929,0.9210152,0.5927556,0.4362293,1.2449024,1.3726557,1.5453956,1.4259784,1.435394,0.28033274,0.2914368,0.9927177,0.58543354,1.1073241,0.71694434,1.0003605,0.9424091,0.29675156,1.3275263,0.66120243,0.6592746,1.0792332,1.1556422,1.0404435,1.1572249,1.3554897,1.2835829,1.462163,1.1680217,1.2921548,0.69111073,1.3863697,0.9279267,0.9144555,0.33371115,1.347023,0.2674557,1.1751082,1.1301982,0.8081926,1.0890163,0.6182697,1.2905273,1.4336648,1.523561,0.4729972,0.75448245,1.1839073,1.0163178,0.90621704,0.8623148,1.2301203,1.0997543,0.47432065,0.5806719,0.38754493,1.1336083
bowl,1.0780303,1.0642953,0.66545963,1.4663172,0.7028013,0.6486816,1.1537784,0.7908319,0.920456,1.296754,0.64186853,1.2585586,1.4043841,0.86646664,1.3012958,0.91540647,0.76629686,0.5828763,0.0,0.72702086,1.2162317,0.43086708,0.8748975,0.67250764,0.6968127,0.83459514,1.4824615,1.2519388,0.6682658,1.1595644,0.96147114,1.1363499,1.3434241,1.246737,0.6269933,1.1034452,0.47687387,0.69096935,1.2665632,1.2076762,1.1717085,0.78453195,1.3200715,1.257047,1.1621042,0.8260781,1.2894522,1.1108892,1.2445387,1.1495273,1.1046032,1.2638242,0.55414903,1.1044382,0.8668658,0.81817555,1.0214622,0.85404205,1.2562883,1.1201005,0.6009588,1.4063559,1.1375103,1.3220509,0.9859934,0.92210376,0.8681893,0.78518045,1.3615323,0.78448737,1.4700543,0.9896412,0.92794216,0.587135,1.3871069,1.1206628,0.99484783,1.2145053,1.3311911,1.2225229,1.2203954,1.21564,0.7890582,0.9122029,1.0778846,0.88805073,0.69704574,1.2234149,1.2683566,1.4201716,1.4469377,1.1845825,0.6764459,0.7175376,0.9561861,0.83228004,0.776608,0.82460284,0.20793486,0.974006,0.60392153,1.1071796,0.75438726,0.7144278,1.0887992,1.0267538,1.136675,0.6549369,1.2383792,0.9602614,1.4593472,1.0274552,1.3352964,0.6629462,1.1684352,0.6542827,0.9044997,0.7182164,1.1997391,0.7983011,1.1233097,0.8311739,0.6877085,1.0156794,0.6728624,1.1404166,1.3694806,1.1152248,0.4789287,1.1080731,0.9684641,0.97967577,1.097141,0.60197526,0.5187911,1.1066093,0.7381611,0.8831288,0.8273841,1.185109
box,1.0269802,1.2315129,1.3346977,1.044607,1.1153586,1.125952,1.0257182,0.5235112,0.68558306,0.7620562,1.1983879,0.6503261,0.98826677,1.2843688,0.92902994,0.75465494,0.3852554,1.1739459,0.72702086,0.0,1.0412217,0.76264215,1.0693314,0.98430777,0.9375726,1.2670878,1.1669357,0.7260614,1.1773851,0.7420769,0.7795577,0.958259,0.81486374,1.0021005,1.2245679,0.42553997,1.126318,0.66303366,1.0279465,0.9487674,0.82132596,0.6682329,1.218626,1.0786732,1.1974592,1.3755206,1.2418716,1.3260155,1.120952,1.296587,0.92628413,1.1897416,0.8169769,1.3305508,1.2332993,0.9492531,0.7082738,1.3515735,1.1563934,1.0045162,0.9249207,1.1526457,1.1062367,1.1361551,1.3473643,0.90812963,1.0543349,1.0825821,1.0163032,0.76393306,1.0700454,1.0948701,0.7068189,1.1209909,1.0770037,0.9824646,0.95066553,1.168872,1.0368409,0.9227406,1.2561226,1.0684714,1.4092891,1.0633255,1.2574375,1.3456278,1.3030789,0.7282447,1.0892663,1.0378929,1.062441,0.6162575,1.2413205,1.2198908,0.8796849,1.0581232,0.9001347,0.9699953,0.646656,0.9855787,1.1915214,0.5903111,0.7737663,1.0855198,0.6842003,1.0080702,1.0387745,0.83967376,1.0131,0.7631584,1.0728961,0.83548343,1.085751,0.9816598,0.7152452,0.78470284,0.9356266,1.2945135,0.97502923,1.2934119,0.9870921,0.8805496,1.0301273,1.0404407,1.0592252,0.6886591,1.0259937,0.6415668,0.9982177,1.4104066,0.93259007,1.0632551,1.0531304,0.68030393,0.32850766,0.98259217,0.94832987,0.96140456,1.3242285,0.94456506
bread,0.9059267,0.9765312,0.999652,0.8663539,0.98623127,1.0268768,0.7279984,0.6894398,1.1507006,1.1144699,1.1404172,0.97549474,0.95099336,1.0699205,0.9137412,1.2097934,1.0157949,1.1891922,1.2162317,1.0412217,0.0,1.1618718,1.0007858,1.0953627,1.1506294,0.93773234,0.8345843,1.0602131,1.157698,1.256851,1.0049806,0.6933217,0.99054307,0.5081102,1.1107017,1.1389908,1.1799861,1.1661243,0.9276017,1.0465735,1.1187978,1.0442728,0.99786156,0.74602354,0.93487906,0.8579185,0.96271276,0.9727338,1.0161346,0.78100073,0.90850925,0.538109,1.1778443,0.79748225,0.8236222,1.0711881,0.99081206,0.9864905,0.7925599,1.1313412,0.9223488,0.85877305,0.89917964,0.7482257,0.9853404,1.091021,1.2007155,1.2493715,0.9616424,0.9510297,1.0180324,0.7787049,1.1968515,1.1903745,0.8178129,0.6989114,0.79185355,0.85198724,0.86506176,1.2713069,0.9435009,0.442791,1.0414175,0.83161426,0.8885593,0.92147285,0.8715273,1.090255,0.81613046,0.9899405,0.9916657,0.8696491,1.1623528,1.120286,0.99166137,0.91111475,0.7210593,1.1781219,1.171761,1.1093645,0.9169304,1.1016589,1.1811066,1.1308644,1.1693479,0.78724015,0.9705963,1.1209606,1.0176389,1.0982502,1.0579183,1.0673062,1.01333,1.0481644,1.0527483,1.1172894,1.2183752,1.0541832,1.0904465,1.0669892,0.9459412,1.1934283,0.903878,1.1173232,1.1406387,1.1591878,1.1109283,1.1323403,1.0307889,0.8211086,0.86285233,0.9544003,0.79015803,1.1775029,1.1684914,1.1624787,1.0360014,1.2057714,1.0878779,1.1277249
bucket,1.2341849,0.8923683,0.5612407,1.5628848,0.76360327,0.7176176,1.280423,0.68526685,1.1748453,1.4112165,0.4358365,1.239875,1.5689853,0.83295274,1.4330368,1.1329732,0.8556006,0.33732587,0.43086708,0.76264215,1.1618718,0.0,0.80789053,0.30228293,0.78882885,0.6973498,1.5191957,0.95169246,0.5477591,1.0907958,0.81246674,1.2383764,1.3214267,1.2463019,0.5412401,1.1302255,0.25719494,1.2100347,1.3418658,1.3129463,0.9429155,0.86252105,1.2840707,1.2887628,1.1504005,0.75781095,1.3314497,1.0534626,1.3054453,1.0583311,1.1177019,1.3070047,0.93017775,0.9976662,0.80928093,1.0388043,0.9036037,0.7485024,1.1663532,1.1972328,0.7382395,1.394752,1.2019792,1.3656081,0.78275543,0.81500125,0.779377,0.6859212,1.366047,0.7280274,1.3532176,0.87035024,0.7292318,0.3976645,1.2834649,1.1787677,1.033912,1.1393151,1.4236684,1.2774094,1.2351723,1.3167402,0.7017129,0.66703427,0.97490126,0.80232924,0.6398477,0.9656074,1.4318969,1.5152996,1.3258157,1.3283429,0.63364065,0.62452936,0.99495316,0.6010351,1.0954746,0.7304595,0.8100405,0.9679531,0.55742836,1.0307384,0.58521134,0.6192256,0.818323,1.0919924,1.1185796,1.1334106,1.3582025,1.1616806,1.4174602,1.0214521,1.1700345,0.5328175,1.1840895,0.7510765,0.8813946,0.5994437,1.3446767,0.6226751,1.0453638,1.1530826,0.68616676,1.0320448,0.6329229,1.1023513,1.4049308,1.4373248,0.3845719,0.9520216,1.167028,1.0248429,0.84259635,0.8198024,0.98440397,1.1128749,0.63456446,0.5415544,0.6718864,1.0983335
butterfly,0.7642717,1.0902417,0.8847585,1.3277671,0.890095,0.8470857,0.97540563,1.0215105,1.2251838,1.3307009,0.70371693,1.1950967,1.3086039,0.6732823,1.1779032,1.1504538,0.9211872,0.79597455,0.8748975,1.0693314,1.0007858,0.80789053,0.0,0.8584896,0.68868166,0.9157444,1.0728495,1.104858,0.6871939,1.271038,1.0179027,1.0643685,1.2227992,0.97648346,0.72321194,1.1985213,0.7845249,1.0469736,1.0503991,1.1733097,1.1623628,0.93324983,1.1140667,0.9157791,1.061739,0.9708388,1.0855863,0.95950127,1.1569893,1.0614119,1.0145527,0.91388136,0.82784295,1.0271652,0.7139077,0.61031735,1.0565714,0.80145454,0.9584353,1.1655029,0.70488,1.2143637,1.0381505,1.2000487,0.90895736,0.7798074,0.6494324,0.9449749,1.1961551,1.0793325,1.2142943,0.8074,0.9369805,0.7502239,1.2613819,1.215389,1.1727097,1.0175228,1.2332118,1.1607974,1.0195283,1.143491,0.9144387,0.8023883,0.984321,0.8443705,0.92649883,1.2325201,1.1006198,1.3163271,1.2496986,1.12469,0.7392517,0.7419658,0.889176,0.7929622,0.8840487,0.92282856,0.92800546,0.73398733,0.9387209,1.0652323,0.8695672,0.9113291,1.1542588,0.97537947,0.73791456,1.0388099,1.1886016,0.98842126,1.2200235,1.0147969,1.2569058,0.79962647,1.2531657,0.8579329,0.98168945,0.8048055,1.1307971,0.79462075,1.0970562,0.99338716,0.7929746,1.1006615,0.8170227,1.1470696,1.215601,1.3032277,0.7886367,1.0124261,1.0829922,0.96239436,0.9157462,0.9292507,1.1967747,1.1111023,0.84795153,0.89477575,0.93314713,1.1080409
can,1.1524124,0.755471,0.52718276,1.5183864,0.9928872,0.7683956,1.334317,0.7364725,1.2759097,1.4005835,0.1906972,1.2213796,1.5544719,0.77702993,1.4347628,1.3009138,0.96587706,0.32550848,0.67250764,0.98430777,1.0953627,0.30228293,0.8584896,0.0,0.8497963,0.50308144,1.4166372,0.86294484,0.41867638,1.1121486,0.7677851,1.2907417,1.2481164,1.1140099,0.3564273,1.2572463,0.30853164,1.3415775,1.3690666,1.4082912,0.8878177,0.91205376,1.1824386,1.3177383,1.0375837,0.7205905,1.3043505,0.81260544,1.3142139,0.8571595,1.0788549,1.340878,1.0617957,0.7321435,0.6636996,1.1600122,1.1345922,0.60018146,1.0995196,1.2097691,0.9228545,1.2981225,1.2198825,1.2595191,0.7100413,0.7927409,0.83865976,0.62216157,1.316474,1.0665739,1.220356,0.6626625,0.8444778,0.37886608,1.2477759,1.2623028,0.9465564,1.058529,1.5266666,1.3342295,1.2179481,1.3223543,0.58334494,0.5837904,0.7936251,0.7312541,0.7106752,0.8882156,1.4661845,1.4598621,1.1505848,1.3804042,0.39008594,0.35984117,1.1291007,0.4907478,1.0942596,0.83280396,1.0299784,1.0696708,0.6132633,1.2096161,0.6565285,0.56115323,0.8716723,1.1243732,1.062502,1.1922474,1.3813858,1.3143301,1.3195485,1.1421976,0.9469045,0.69038856,1.1918085,0.757717,1.0430353,0.41623664,1.3472166,0.43517983,1.1502191,1.1676078,0.7402917,1.1694261,0.7890841,1.2445611,1.3593673,1.4710726,0.6305319,0.73655677,1.2855012,0.94437534,0.7434205,1.0754361,1.2403437,1.19678,0.6509627,0.49157035,0.44967616,1.0008669
car,0.703286,1.131416,0.76812387,1.4017369,0.815057,0.8566381,1.0849134,0.868837,1.2184519,1.2797036,0.70611906,1.1976138,1.4172114,0.69113123,1.2700206,0.9536387,0.7676093,0.7518616,0.6968127,0.9375726,1.1506294,0.78882885,0.68868166,0.8497963,0.0,0.96451473,1.2541094,1.1543489,0.69245183,1.128967,0.95550835,1.0807881,1.2184241,1.1181124,0.66818047,1.1549337,0.736705,1.155949,1.1082996,1.0927215,1.1110439,0.8107458,1.243782,1.2226146,1.2266958,0.9228442,1.2306774,0.99913335,1.0342729,1.1686925,1.0346735,1.1185462,0.8374382,1.0507661,0.69891083,0.55513173,1.087372,0.81361365,1.1680337,1.0940174,0.73717004,1.2116431,1.1231068,1.3467703,0.9133795,0.89255464,0.6346521,0.8284763,1.3155978,1.0505869,1.3275658,0.7744857,0.8999067,0.696031,1.2799308,1.1577245,1.0296347,1.0583218,1.3347738,1.0339264,1.1343403,1.1886762,0.89332813,0.99632436,1.1525688,0.91366047,0.8502351,1.2016635,1.2179532,1.369649,1.3277087,1.2051572,0.6941416,0.74547005,0.8392442,0.74931616,0.91029054,0.85211116,0.8756732,0.7562323,0.8438359,1.0542862,0.63694066,0.778823,1.0981895,1.0156416,0.8028571,0.96977544,1.135289,0.92829734,1.3069196,1.0093409,1.3113182,0.81389,1.2002735,0.9391457,0.9361445,0.72109014,1.1075408,0.79831564,1.0966047,0.9183665,0.8065094,1.122262,0.7470254,0.98669916,1.3136148,1.3056536,0.65951353,1.0781921,1.1675967,1.0419437,1.1100497,0.68348217,0.9776524,1.0938938,0.7115358,0.80764055,0.8717333,1.0447155
carrot,1.2428969,0.6374033,0.37714988,1.3478777,0.85867864,0.7519337,1.046242,1.0752914,1.3772584,1.5224319,0.39704067,1.4764805,1.3862493,0.8932937,1.5157008,1.2752635,1.0403907,0.4806103,0.83459514,1.2670878,0.93773234,0.6973498,0.9157444,0.50308144,0.96451473,0.0,1.3734121,1.2695965,0.66194093,1.3397114,1.0567349,1.1865078,1.4236655,0.9559517,0.3448314,1.490763,0.5174421,1.2047925,1.3503745,1.2962152,1.1987278,1.0387422,1.1070422,1.29881,0.73856187,0.41828477,1.2074778,0.65842533,1.1635966,0.4908328,1.1029286,1.2140696,0.99227345,0.5762861,0.6287446,1.0145475,1.193905,0.35142374,1.0577135,1.2109294,0.70237803,1.1561346,1.1473534,0.933436,0.6115428,1.0499313,0.8816459,0.8475987,1.4060144,1.0673261,1.2493553,0.6540455,1.0930874,0.68572396,1.2044989,1.2191092,1.076585,0.8079756,1.3815455,1.3681159,0.8901033,1.1835126,0.3769164,0.84311944,0.54435587,0.7982458,0.43224072,1.2491466,1.3668247,1.3463867,1.1622877,1.361946,0.486215,0.41175222,1.1202973,0.9004468,0.94809884,1.050183,1.0536497,1.0619948,0.56145275,1.3880684,1.0010556,0.8333416,1.2310897,1.1768137,1.1019738,1.0081226,1.246361,1.1749607,1.2793186,1.1262921,1.0063485,0.71425295,1.3197918,1.0772834,1.0226426,0.40667886,1.3614491,0.5106637,1.1381574,1.07217,0.65294445,1.1179435,0.7510048,1.311095,1.3143678,1.4983684,0.7263367,0.39695072,0.9642252,0.75544196,1.0145181,0.9641969,1.292696,1.2041969,0.75633764,0.78341657,0.2891574,1.2759019
