,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toast,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
drawer,0.7476254,0.96307147,1.2071121,1.1498364,1.093362,1.0423138,1.1563964,0.8768065,0.6457864,1.1505313,1.0309137,0.7919322,0.7805006,1.1567843,0.99699533,1.0697062,0.6799291,0.6648654,1.0977972,0.9289663,0.6069795,1.0217788,0.8961372,0.74374247,0.9380483,0.7888299,0.8903006,1.0444096,1.2442079,0.7896723,1.1392146,1.0231975,0.8070875,0.7078372,0.79400855,1.0102565,1.0515401,1.0667148,1.0048647,0.95799166,0.8110632,0.9503646,1.0067772,0.9921127,1.1619924,1.0954863,0.7408465,0.0,1.1307065,1.1002673,1.0931779,1.1398437,0.9996525,1.2163216,0.9809764,0.8209386,0.8763536,1.0727865,0.7781794,0.91080445,1.0696462,0.96116483,0.97856694,1.0602304,0.9201286,1.2312388,1.0668765,1.046499,1.1262217,0.9700978,1.0107819,0.9081824,1.0528449,1.0423113,1.0904982,0.7283344,0.8677006,0.7931906,0.9982003,1.0812455,1.1453217,1.116886,1.1460323,1.0739655,1.081003,1.0953438,1.1608685,0.7649777,0.89754266,1.1288445,1.1271712,0.78608054,1.139694,1.1608341,1.0721787,0.7650775,1.1392926,0.79719126,0.75720227,1.0754644,0.9506969,0.8055265,1.0339427,0.95877373,1.0323703,0.994953,1.1302553,1.0840929,0.83951473,0.7119279,1.0949382,0.82076067,1.0689824,1.0562103,1.1294863,0.97460973,1.0626662,0.9380588,1.1885655,0.88518775,0.9526864,0.96373415,0.91194,0.62460834,1.0266503,0.97019494,1.2009408,0.9527158,0.9871561,1.0195472,0.8195436,1.001635,0.9821849,0.9814068,0.97737676,1.208519,1.1108339,0.92900264,1.1365149,1.0994465,1.0707318,0.94791615,0.73175013,0.9482356,1.0359349,1.0087929,1.1589171,1.098378,0.79368055,1.0193547,0.8923108
dress,1.0981383,0.9981797,1.1903994,0.74536324,1.1711433,1.2575352,1.1790895,1.2122196,0.951226,0.91987973,0.8313905,1.1790961,0.7762115,0.7770046,1.1844923,0.81280327,0.96322125,1.1547245,1.2561975,1.3422194,0.98908293,1.2100832,1.0005202,1.201914,1.0301852,1.0529314,1.0332874,0.9904026,0.8145648,0.7417487,1.056869,1.1586599,0.93737906,0.9802136,0.9792469,1.2401077,1.0802689,0.78677404,1.1270791,1.2889979,0.8182983,1.2373995,1.0948861,1.0218349,0.88356066,0.70449066,0.88879365,1.1307065,0.0,1.0309856,1.1963135,0.770206,1.1163845,0.96552145,0.95589554,1.1675595,1.1483567,0.73017657,1.2758336,1.1499323,0.85191286,1.2026858,0.78844154,1.0157727,1.1570959,0.8204001,1.0213145,0.81602633,0.8864035,1.0638877,1.100221,0.9620208,0.7614911,1.0787296,0.5771788,1.2478662,0.9374168,1.260481,0.60428023,1.0747309,1.0256574,1.0697668,0.73774934,0.74887383,1.0610795,1.1986365,1.2427205,1.0308551,0.7901606,1.0975217,1.1991793,0.8509782,1.0415956,0.5563818,0.5147227,0.9471106,0.934216,1.3002788,1.2954757,1.2055435,0.87032133,1.0342381,1.1622826,1.2151769,1.2471657,1.1106877,1.203465,1.1035328,0.79432994,1.218275,1.1307341,0.92278415,0.98311627,1.0924294,1.046843,1.2453623,0.9446287,0.9803256,0.5273934,0.876542,0.4778924,1.0522494,0.93809104,1.0696238,0.87722915,1.167398,0.87623936,1.1341859,1.0409406,1.2328815,1.295984,0.9880421,0.8822931,1.1606661,0.6699989,0.54043937,0.947136,1.347302,1.096718,0.9688711,1.2388752,0.9085449,1.0089731,1.1708623,1.0843235,0.9582942,0.9718786,0.88250923,1.0233788,1.1278932,0.9131433
ear,1.2768234,0.40816653,0.6217806,1.0794022,0.8946811,0.83922476,0.9522655,1.0707375,1.3785291,1.1937445,1.2812488,0.80716985,1.3159752,1.0486106,0.97322303,1.2666059,1.3369029,1.1508858,0.94883966,1.0353048,1.2865704,1.1105527,0.89349645,1.1110206,0.8836359,0.8342358,1.0374197,0.45887214,1.1804614,1.1936306,1.1736761,1.1006455,1.2193469,1.2775412,1.0549703,1.0340701,0.93050563,1.2463477,0.9766997,0.74024653,1.3162359,0.9990299,1.1101657,1.2657663,1.2331489,0.8864121,1.1450796,1.1002673,1.0309856,0.0,0.8685173,1.1103349,0.5899993,0.8540904,0.32682216,0.8902502,0.97955066,0.6769624,0.9701813,1.0354948,1.0783019,0.5045093,0.8698186,1.1851494,0.738483,0.8567076,1.1629589,0.63201886,0.58377653,1.0969697,1.1097683,1.1203699,1.2100416,1.0915728,1.006115,0.93406343,1.3020548,1.0077909,0.7838752,1.1517653,0.8180233,1.1747074,0.90959215,1.1588862,0.49763167,1.1451179,0.61537945,1.0959162,0.4164511,0.41979557,0.8256001,1.1566361,1.199424,1.005156,0.9495231,1.1030138,1.0157789,0.8297026,0.820305,0.84795475,0.6650131,1.0942167,1.1276864,1.0992337,1.110684,1.107309,0.8391571,1.006062,1.1302928,0.930932,0.9221752,1.2422888,1.160381,0.7997328,1.1387643,0.9991479,1.2180794,1.1317488,1.0572982,0.9808003,0.89633185,0.9855906,1.0902102,1.297801,1.234975,0.57296145,1.2570858,0.8038487,0.79252857,1.1361067,0.8981894,1.1352365,0.9994112,0.73510396,1.1085521,1.0740744,1.3025591,0.9332183,1.1461451,0.27675277,0.42850882,0.8650031,1.0259839,1.0772345,1.277128,1.1540983,1.0366328,1.1461142,1.0995436,0.5170341,1.1964697
egg,1.115155,0.76183635,0.42104948,1.3232484,0.2567891,0.25409675,0.6707736,0.8892585,1.3809625,1.1550424,1.41605,0.82304204,1.474879,1.2787938,0.85996497,1.3867515,1.273427,1.0405605,0.7053404,0.7445948,1.2605497,0.8467682,0.9135079,0.8014294,0.8871543,0.8481226,1.0883033,0.73347884,1.2819564,1.328546,1.1051258,0.7853888,1.3725224,1.2571363,1.3177372,0.6965972,0.8457695,1.3763552,0.8430003,0.6598668,1.4537907,0.7214592,0.8523715,1.2471249,1.1872386,0.9528887,1.3098037,1.0931779,1.1963135,0.8685173,0.0,1.2280186,0.7855897,1.1547552,0.7641291,0.8241798,0.8201818,1.0182989,0.8322806,0.7868695,1.0866462,0.7338487,0.9947833,1.1724603,0.6605412,1.1750959,1.0936284,1.160186,0.80932033,0.9289875,0.850656,1.2046201,1.3684809,0.8483877,1.3307743,0.8431037,1.4073431,0.6521148,1.1466554,1.1092715,0.7701336,0.9178596,1.1065369,1.3057213,0.9090277,0.88738126,0.53515327,1.0140288,0.9316025,0.8479091,0.18736625,1.3381962,1.086968,1.3755466,1.3077261,1.2232186,0.8504437,0.71968305,0.7305298,0.59071934,0.9336607,0.8999511,0.98570704,0.8553629,0.86615443,0.8616563,0.538595,0.4004144,1.1054344,0.8026684,0.6495395,1.3761344,1.1780007,0.73140883,1.098812,0.8255138,1.1476762,1.2051963,1.3328642,1.0662168,1.2394326,0.84344244,1.2944808,1.1758101,1.3427255,0.6463791,1.2175174,0.676663,0.7449552,0.91760147,0.7225616,1.1410918,1.2428629,0.62802345,1.2874568,1.3128215,1.346185,0.47687352,1.1020064,0.7059574,0.7345653,1.2315972,0.96918494,0.7195335,1.1992991,1.1678165,1.158849,1.2320879,1.1206385,0.67213714,1.3227695
elephant,0.92758536,1.0352246,1.2157544,0.84302163,1.2515796,1.2422566,1.1544962,1.1618471,0.7587372,0.339378,0.8009271,1.048309,0.68956393,0.8880021,1.0197467,0.79981595,0.85767424,1.2928495,1.240998,1.3717978,1.1125062,1.2193365,0.95036453,1.2329347,1.0648918,1.0453105,0.8598132,0.9918988,0.42276037,0.80613375,1.0917774,1.1389291,0.83632696,1.0015988,0.81656915,1.2221061,0.96012485,0.73727155,1.2077839,1.1754583,0.92539275,1.2771907,1.082273,1.0823547,0.8946319,1.1746596,0.9376444,1.1398437,0.770206,1.1103349,1.2280186,0.0,1.0447085,1.0000794,1.0553901,1.0006226,1.1707631,0.92585546,1.3116386,1.1797477,0.8738744,1.1110964,0.9877516,0.5356763,1.289135,0.8475953,0.948861,1.0011564,0.9641499,1.0172683,1.0335934,1.0313951,0.78100824,1.2455173,0.529863,1.2533748,0.92296004,1.1341195,0.8326739,1.1102985,1.1407092,1.1649936,1.0006845,0.81031686,1.1417792,1.2458024,1.1621461,1.1235553,1.0534637,1.0374916,1.193573,0.98583406,1.0252315,0.72594297,0.4489215,1.0616784,1.0931911,1.1299183,1.2135636,1.1763569,1.0454042,1.0168804,1.2131224,1.1636236,1.3395646,1.0763695,1.1788496,1.264494,1.1103987,1.1571665,1.1315656,0.96499527,0.73844635,1.085852,1.0665658,1.221249,0.96125764,1.0593625,0.6485755,0.90323645,0.6838952,1.0481353,0.81708735,0.9020447,0.7464818,1.086617,0.59880316,1.051501,0.9732288,1.2360815,1.2929506,0.948684,0.9818313,1.2393606,0.929887,0.54126555,0.9533915,1.1768165,1.1526066,1.0570214,1.1401607,1.0516921,1.0735621,1.4005466,1.1848432,0.98124665,0.9179974,0.9534882,1.0240772,1.125827,0.8565893
eye,1.1147653,0.58636796,0.64106447,1.2223102,0.8858645,0.84067833,0.8799084,0.9493939,1.2815979,1.0162059,1.2725626,0.77298737,1.3210227,1.1918176,0.826433,1.271716,1.2211328,1.1126257,0.89267105,1.0416883,1.3271049,0.9757101,0.8730179,1.0755807,0.8430294,0.85481083,1.0489801,0.7009901,1.1145642,1.2731025,1.0728866,0.87907755,1.2083375,1.2649199,1.1682162,0.8800918,0.8726477,1.2826145,1.0192244,0.6904098,1.320392,0.9929017,0.9395368,1.1608412,1.2183954,1.0572407,1.107045,0.9996525,1.1163845,0.5899993,0.7855897,1.0447085,0.0,0.99677956,0.59876454,0.8928048,0.91812706,0.8590094,0.90070003,1.004762,1.2769556,0.35256994,0.97716475,1.066077,0.8920634,0.9780341,1.1539098,0.95042753,0.7169905,0.8910302,0.9413071,1.0856316,1.275392,1.0999283,1.2205274,0.8946514,1.2280779,0.7943252,0.9343797,1.1167045,0.9279296,1.1974288,1.2638319,1.2169079,0.7977346,1.136369,0.6083443,1.1333369,0.6835473,0.48111647,0.7551217,1.2667289,1.1576123,1.1893995,1.1847854,1.2002746,1.0897948,0.6589925,0.71702975,0.8165091,0.8699735,0.98843116,1.0576651,0.99396425,1.0843294,0.97014207,0.82920635,0.9367461,1.1422603,0.76226884,0.73843515,1.3064271,1.0564378,0.79591405,1.0844088,1.0565181,1.1589953,1.1310521,1.2358329,0.9842926,1.1324738,0.94092065,1.1096632,1.2650545,1.2143303,0.53680366,1.244766,0.79616225,0.7638317,1.1117704,0.8762133,1.1038734,1.0130428,0.94827247,1.2376096,1.2444847,1.3102412,0.772149,1.1308736,0.5646657,0.56407595,1.0820124,1.0510827,1.0615541,1.2893636,1.0755651,0.99820644,1.1465472,1.0772972,0.4527899,1.1255667
face,1.2218871,1.0216697,1.1952033,0.6068989,1.137144,1.2634494,1.1510723,1.3168049,0.9078891,1.0099163,0.7343832,1.2914703,0.8732975,0.7043248,1.1879364,0.7961045,0.90029466,1.1251177,1.2177966,1.1955287,0.9327245,1.2437336,1.3090463,1.2630656,1.1776637,1.3525352,0.9331637,1.1005548,0.83557224,1.0545409,1.0427978,1.093784,0.78421265,0.92486626,0.9289259,1.2970397,1.2708852,0.63790846,1.1542926,1.3254585,0.8800427,1.2492046,1.2674218,0.9983437,0.82090753,0.8770354,0.94749326,1.2163216,0.96552145,0.8540904,1.1547552,1.0000794,0.99677956,0.0,0.998998,1.2062668,1.2554556,1.022652,1.2649539,1.1230814,0.8219489,1.0941577,1.1043739,0.9882447,1.1539258,0.24088025,1.0081391,0.7245699,0.8464523,1.1218612,1.1179341,0.9144616,0.74136496,1.0953484,0.7432177,1.3032165,0.9332734,1.3066542,1.0960311,1.0405743,1.0728856,0.9817668,0.7989472,0.7856559,0.7698997,1.0242983,1.1395087,1.297445,1.0734661,0.69430304,1.1692481,0.88505244,0.8798098,0.73355603,0.82264775,0.8980676,0.901147,1.3346957,1.3293242,1.3442584,1.0165397,1.2803084,1.1623889,1.2263917,1.145828,1.0646609,1.1732781,1.0948246,1.1597284,1.3177886,1.2982469,0.75673866,0.9012571,1.2134228,1.01589,1.0429012,0.9062097,0.91280407,0.5476005,1.0365453,0.9951992,1.306636,0.88526523,1.0162601,0.82987887,1.2907245,0.8035155,1.2781751,1.1547137,1.0045575,1.3405035,0.8696945,0.8214895,1.242632,0.92022246,0.5812742,0.7507386,1.2565541,0.9695097,0.9657022,1.0933712,0.85727865,1.38923,1.1466353,0.8924079,0.89161694,0.69488704,0.8630591,1.2127718,1.2074447,0.8275627
finger,1.1710632,0.3278014,0.5977767,0.9460511,0.86588216,0.7660947,0.9714767,1.0820802,1.338989,1.1574868,1.2966684,0.69433343,1.2782968,1.0610512,0.9992459,1.2905757,1.2963142,1.1441026,0.99606997,1.0860237,1.3028789,1.0861561,0.7835758,1.1101564,0.8595615,0.80159163,1.0660607,0.2638635,1.2018903,1.1703991,1.2085829,1.2024696,1.3033444,1.3429666,1.0131518,0.9771645,0.9518626,1.2764213,0.926058,0.6803367,1.3627388,1.0139996,1.1795202,1.3197159,1.3067936,0.8407358,1.1931269,0.9809764,0.95589554,0.32682216,0.7641291,1.0553901,0.59876454,0.998998,0.0,0.7713298,0.99510425,0.4407617,0.9437279,1.0472451,1.1612165,0.5193809,0.7174988,1.1402483,0.68234265,0.91910934,1.0508356,0.4046992,0.5698637,1.1056533,1.1568667,1.184175,1.2720695,1.1182208,0.96744853,0.8548025,1.3570602,0.94069505,0.6229295,1.2033812,0.7723892,1.2141637,0.85735524,1.2714863,0.6610849,1.1711806,0.6299983,0.9617652,0.3782801,0.52402645,0.74351656,1.2536024,1.265116,0.9399975,0.92818767,1.0411245,1.0113742,0.6948978,0.70398104,0.7532103,0.31730366,0.9637453,1.151203,1.1803781,1.168884,1.132153,0.8944826,0.99468935,1.1796206,0.94679385,0.93269295,1.3408022,1.2149937,0.79068494,1.2058322,0.9480994,1.2785281,1.1600652,1.0878849,0.981084,0.8914281,0.967834,1.1830633,1.2346318,1.2052583,0.4801041,1.2210433,0.6574714,0.73186415,1.1351901,0.8485433,1.2474891,0.9918615,0.71748513,1.1934385,1.0519564,1.3680761,0.86637545,1.2307733,0.103426576,0.48281056,0.7960453,0.9026624,1.124618,1.3328725,1.2396367,1.1533191,1.2515867,1.1449342,0.42377353,1.2148826
fish,0.6659376,0.77340454,0.6353636,1.3177587,0.8361272,0.6702328,0.96623063,0.88977087,1.2007995,0.831499,1.3084348,0.3622536,1.3034289,1.222862,0.4417609,1.2289668,1.0974578,0.8810681,0.81871307,0.79886657,1.2626014,1.0204637,0.8599604,0.9939266,0.53253114,0.6451779,0.6717437,0.65378356,1.0985576,1.2368239,1.1813953,0.9298261,1.4238003,1.2734329,0.9876724,0.92230743,1.0261512,1.2645812,0.8996019,0.46984416,1.3362285,0.9026035,0.84067583,1.2552898,1.2285781,1.0387671,1.3213124,0.8209386,1.1675595,0.8902502,0.8241798,1.0006226,0.8928048,1.2062668,0.7713298,0.0,0.7133969,0.8174883,0.8437816,0.49043274,1.2158735,0.5910419,0.9149795,0.9343331,0.69218636,1.2038792,1.0848457,1.1457673,0.8681016,0.8993824,0.84560704,1.1321363,1.2681931,1.1958562,1.1843745,0.6977291,1.3887684,0.73633695,1.0085263,1.119108,0.7551559,1.2654328,1.1330076,1.2809393,1.0784935,1.1626205,0.6188465,0.8187556,0.91252244,0.97103196,0.76190925,1.3735955,1.0161021,1.2433695,1.0848742,1.0573534,1.132478,0.5057184,0.59830767,0.77017426,0.9145248,0.70680654,1.0799509,0.90031624,1.05798,0.8205414,0.83250225,1.1359435,1.1233236,0.70109946,0.932083,1.3997655,1.056783,0.5705682,1.137133,0.9268655,1.2021676,1.1980124,1.2745337,1.0087879,1.0360836,0.9879329,1.2701817,1.0424128,1.28041,0.46345472,1.170414,0.45807052,0.6647371,1.0775577,0.7207953,1.0456136,1.1265259,0.6228981,1.2029377,1.2643367,1.3539321,0.55856395,1.2258189,0.745245,0.7218773,1.0609509,0.69390166,0.9482764,1.2782838,1.1407694,1.0853764,1.0901428,1.1270516,0.6795463,1.146161
flower,0.6706492,0.89517045,0.72287,1.3893893,0.82332444,0.7123764,0.8972394,0.7710092,1.1808171,1.1693912,1.3506736,0.723387,1.3731471,1.4205208,0.6212198,1.3897152,1.2057824,0.9283052,0.6393523,0.8578502,1.1833613,0.9476098,0.5575654,0.723029,0.6964792,0.66223496,1.096554,1.0573151,1.2790239,1.1725075,1.118978,0.7239658,1.2539425,1.1510764,1.2948333,0.8309643,0.6828707,1.3903744,0.9065048,0.5609882,1.2415906,0.7110682,0.6399444,1.1935507,1.1995444,1.0029408,1.0555758,0.8763536,1.1483567,0.97955066,0.8201818,1.1707631,0.91812706,1.2554556,0.99510425,0.7133969,0.0,1.0775161,0.6090288,0.6591314,1.148849,0.77871305,1.1430485,1.0803614,0.8348936,1.2855407,1.1410316,1.2841849,1.0874457,0.83789325,0.774077,1.0823119,1.3330003,0.8797225,1.4118683,0.61038333,1.1217518,0.53458387,1.1044441,1.0866182,0.98810905,1.0179378,1.3188388,1.2360749,1.1187458,1.0661685,0.7347619,1.005317,0.8907513,1.0906136,0.86476326,1.2527286,1.0360475,1.400195,1.356194,1.1933577,1.2075086,0.5453607,0.46697444,0.75735104,1.030867,0.94697,1.006144,0.39696747,0.9694784,0.79254746,0.9168842,0.8175734,0.87497014,0.6674389,0.6250433,1.1963485,1.1179127,0.4796607,1.0853055,0.949109,1.1728573,1.0731521,1.3870015,1.1146584,1.2334276,0.5272777,1.1275871,1.2279315,1.38383,0.7460488,1.2079117,0.7240664,0.8397211,1.0256382,0.5845633,1.0772967,1.0997037,0.7337599,1.088402,1.3996091,1.3353672,0.78978574,1.1498786,0.9314969,0.8589581,1.1359888,0.8621145,0.74918914,1.1984245,0.96801424,1.1171261,1.0932037,0.62583834,0.81316876,1.1454747
foot,1.0054156,0.58928466,0.8035842,0.72486895,0.99671024,0.9577288,1.0510443,1.1332767,1.1454943,0.9951641,1.0441546,0.79248977,0.96117467,0.9837776,1.0032195,1.0040839,1.1735736,1.2205275,1.0354712,1.1412281,1.2563374,1.1786965,0.85562253,1.1027911,0.92395216,0.8110224,1.0959103,0.53813446,0.9701241,0.8792467,1.2736602,1.3456619,1.1748071,1.147551,0.9781158,1.1455303,0.98676,0.98254144,1.1369905,0.9178724,1.1660112,1.0119524,1.17739,1.1828324,1.0977054,0.82145035,1.0331306,1.0727865,0.73017657,0.6769624,1.0182989,0.92585546,0.8590094,1.022652,0.4407617,0.8174883,1.0775161,0.0,1.1219945,1.1537925,1.0546329,0.8228382,0.5897783,1.1078843,1.0365427,0.8574605,0.9942005,0.57239795,0.5422158,1.0625496,1.1701558,1.1516705,1.0691309,1.0497856,0.7689853,1.0445933,1.1575611,1.0404161,0.5226843,1.2175617,0.8754124,1.1271743,0.6891966,1.0984647,0.92376924,1.110577,0.8808898,0.8787721,0.5779151,0.6884758,0.94126725,1.0296582,1.1576638,0.7185715,0.72944057,1.0527983,0.85379064,0.91620797,0.96563536,1.042245,0.47497386,0.8180504,1.246879,1.1694412,1.2774286,1.2249821,1.0698617,1.1037219,1.090397,1.0722822,0.9643873,1.175267,1.1202732,0.9548276,1.2477937,1.0548221,1.1912336,1.139976,0.8795039,0.7804917,0.6916462,1.0016593,1.1149122,1.150097,1.048362,0.6679802,1.0755922,0.8170458,0.7618145,1.1404502,1.0598216,1.2496651,0.86589956,0.81334627,1.0232159,0.8771402,1.2766652,1.117564,1.2603525,0.42650104,0.8424325,0.88037205,0.7936188,1.3177166,1.2871305,1.0515913,1.2020715,1.1679246,1.0015924,0.7061558,1.0588859
fork,0.8102205,0.9244481,0.8478417,1.3184922,0.9711437,0.8211831,0.836238,0.8064568,1.1851021,1.2608097,1.3444417,0.78808755,1.347357,1.3562875,0.7474126,1.3815882,1.1452945,0.86778206,0.74132895,0.6880881,1.167572,0.68656677,0.69214773,0.7647119,0.9145099,0.83595383,1.201716,0.9477003,1.4236983,1.2126825,0.952571,0.7905873,1.2520628,1.1795498,0.9821707,0.6256374,0.8253654,1.4411538,0.88308,0.612373,1.3005519,0.73056984,0.67293763,1.0594254,1.2892063,1.1284838,1.1798508,0.7781794,1.2758336,0.9701813,0.8322806,1.3116386,0.90070003,1.2649539,0.9437279,0.8437816,0.6090288,1.1219945,0.0,0.9094379,1.276901,0.7588936,1.1010035,1.1782954,0.93276125,1.3275813,1.1149223,1.1846973,1.1285827,0.9444905,0.84243834,0.9786999,1.3685818,0.8170863,1.4201136,0.09370458,1.1164002,0.6492479,1.1560826,0.9342713,1.0526569,0.9765101,1.374557,1.2461343,1.0192481,0.9073883,0.8318949,0.6816155,0.8608507,1.1193905,0.84184265,1.186117,1.1634164,1.4024371,1.3983731,1.1542251,1.1312382,0.47869152,0.34833193,0.6736674,1.0314997,0.93479323,0.7795175,0.7472749,0.5619127,0.8723894,0.8175539,0.82666135,0.95832723,0.77655816,0.79097754,1.1843414,1.1363009,0.8113627,0.96303713,0.7958275,1.2322981,0.89040613,1.4213622,1.0639539,1.3080395,0.7150202,1.1321055,1.0352802,1.2911831,0.7760393,1.3537033,0.8467835,0.86457396,0.8223995,0.08858371,1.0780951,1.0566989,0.9238281,1.1297948,1.4450018,1.2221977,0.748168,0.9703568,0.93149143,0.77742696,1.0640439,0.7832895,0.8665757,0.9057971,1.1900004,1.2257082,1.2434552,0.73628587,0.7451949,1.2531136
frog,0.60213864,0.96972847,0.85054123,1.2724886,0.7410588,0.7981092,0.72561955,0.9853668,1.2315814,1.0261781,1.2490242,0.9028182,1.361855,1.0603352,0.4898129,1.1549722,1.0552313,0.8313436,0.959188,0.9731301,1.0554986,0.96827877,1.0815212,1.0233544,0.5517919,1.035723,0.83763206,1.0180112,1.1080406,1.3292754,1.047541,0.8333866,1.3615742,1.1866007,1.1299134,0.8389044,1.053711,1.2552277,0.81195104,0.77838314,1.1574404,1.0006086,0.6900612,1.0502925,1.0042268,0.72098464,1.3200467,0.91080445,1.1499323,1.0354948,0.7868695,1.1797477,1.004762,1.1230814,1.0472451,0.49043274,0.6591314,1.1537925,0.9094379,0.0,0.9938694,0.8912544,0.91374195,1.08848,0.5077994,1.1664993,1.0025115,1.1235099,1.0741352,0.9476964,0.65153193,1.0332904,1.0663604,1.0399734,1.2727792,0.89089835,1.3045411,0.97205925,1.2014894,1.0948498,0.7315681,1.0623195,0.95458853,1.0893372,1.0941904,0.94426507,0.8840691,1.0483494,1.1249261,1.0863713,0.86321616,1.3764507,0.7126048,1.2265363,1.2707373,1.0396471,1.0629408,0.865312,0.84900737,0.7303958,1.024193,0.9820888,1.0049206,0.72750396,1.0834975,0.5622234,0.9277315,0.8418728,0.8864498,0.8096074,0.88261706,1.3532584,1.0016619,0.5230965,1.1062863,0.9868237,1.0235482,0.84291625,1.2295222,0.910337,1.2066243,0.9573158,1.2344413,1.2234731,1.2192754,0.83075297,1.1296018,0.87643105,0.86099887,1.0594993,0.83285606,0.86184525,1.148453,0.83567554,1.0747185,1.2791116,1.1445742,0.77052873,1.1501398,1.0192316,0.89229596,0.8348358,1.0595613,0.4265139,1.1589154,1.1152223,0.9009836,1.0299152,1.1543326,0.9768027,1.273537
glass,1.1448449,1.2091347,1.2551489,0.70311207,0.9646838,1.1546735,1.0815604,1.3447874,0.74773765,0.94140273,0.756504,1.4313467,0.7226246,0.73923403,1.2221433,0.7822,0.790748,1.1282084,1.3493638,1.0439183,0.7285791,1.2672818,1.2829869,1.1384073,1.0819294,1.3994743,0.882862,1.0017204,0.82619673,0.924144,1.0121229,1.1434336,0.7201261,0.8769936,0.8105167,1.3379385,1.3813466,0.7783623,1.3079817,1.4736917,0.63696283,1.2307234,1.1877447,0.7909564,0.8770422,0.9068497,0.8884904,1.0696462,0.85191286,1.0783019,1.0866462,0.8738744,1.2769556,0.8219489,1.1612165,1.2158735,1.148849,1.0546329,1.276901,0.9938694,0.0,1.3883697,0.99080145,1.0401647,0.980382,0.8450329,0.940827,0.74446654,1.1934063,1.2182133,1.1104269,0.7702598,0.7174664,0.9515506,0.6957377,1.3271829,0.7859318,1.4233725,0.9113889,1.0595363,1.0372548,0.966142,0.53193694,0.7241154,0.93762696,0.9748961,1.3576219,1.2313812,1.1506836,1.0617986,1.0445843,0.71690106,0.8897259,0.7103098,0.73158103,0.88870746,0.7866508,1.518971,1.4714808,1.3707154,1.011575,1.3609124,1.1931237,1.1231099,1.0887644,1.144103,1.2357577,0.8331425,0.9583827,1.3589647,1.3676248,0.66869307,0.9086315,1.2592735,1.0355695,1.0107716,0.78183115,0.6857915,0.6980343,0.99515307,0.7999296,1.2528646,0.8736974,0.841941,0.79850334,1.4622921,0.76418793,1.3973441,1.2922586,0.98782563,1.2975405,0.7241631,0.8085048,0.9522805,0.80018044,0.73035526,0.6601314,1.3915105,1.0069554,1.2598016,1.2993281,0.61470205,1.365185,1.0218092,0.7448325,0.8762789,0.83585155,0.82819444,1.11066,1.4697335,0.821773
glasses,1.0994211,0.54532874,0.32956696,1.3634065,0.83291054,0.6326791,0.91076803,0.76488364,1.4491557,1.0853345,1.4390109,0.38825238,1.4657323,1.3613963,0.6868739,1.4459574,1.3152628,1.0332289,0.5522121,0.8215285,1.42664,0.9719095,0.7388158,0.9694944,0.74094796,0.5654409,0.9152254,0.5665471,1.2738612,1.3016927,1.1683769,0.802268,1.360446,1.3658768,1.1884568,0.8151916,0.79498464,1.4163214,0.86034113,0.28779274,1.4915494,0.73728406,0.94043785,1.3302757,1.3521497,1.0925834,1.2604729,0.96116483,1.2026858,0.5045093,0.7338487,1.1110964,0.35256994,1.0941577,0.5193809,0.5910419,0.77871305,0.8228382,0.7588936,0.8912544,1.3883697,0.0,1.0213917,1.0785381,0.73418605,1.0165901,1.3145967,1.0900513,0.51250064,0.8459183,1.0302631,1.1842,1.401354,1.063945,1.2884063,0.6586379,1.3669112,0.5725636,0.9519358,1.1774848,0.81472194,1.2399879,1.3554713,1.3076346,0.8484568,1.2324929,0.2905962,1.1039492,0.6255741,0.6051394,0.64881504,1.3673553,1.249299,1.3389308,1.2031727,1.2718427,1.2163522,0.3603317,0.44250333,0.61992276,0.85617554,0.8913491,1.0702078,0.8987906,1.0992515,1.0245824,0.66012585,1.007435,1.1021913,0.52927506,0.64461714,1.4401443,1.161767,0.60713595,1.1677636,1.0453924,1.2647032,1.1462374,1.3436515,1.0550419,1.1064138,0.81614864,1.2511437,1.2846868,1.3527727,0.2317844,1.3788922,0.50139797,0.59166396,1.167985,0.6265305,1.1202815,1.1682458,0.7184457,1.2707412,1.3362646,1.4815502,0.43964183,1.2446034,0.4141702,0.363025,1.1413462,0.8876498,0.9380175,1.3947093,1.1771066,1.0430613,1.1846789,1.0080239,0.17522794,1.2388922
