,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,sauce,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
bear,0.8399848,1.2398753,1.1981227,1.0033002,0.7194875,1.0255864,1.2144827,1.089003,1.2323899,0.8609544,0.0,0.79170537,1.3378845,1.0074584,0.6910781,0.7642268,0.71279454,1.2031354,0.8305561,1.2589393,1.1939044,0.83059746,1.207776,1.055781,1.1685581,1.1880994,1.3763433,1.2206306,1.2141578,0.74227923,1.1143422,0.965603,1.1787187,0.9032174,1.2389776,1.2681094,0.90736914,1.0158643,1.2846565,0.7774068,1.1289428,1.3228676,0.8083068,1.2767935,1.1256776,0.862687,0.69292223,0.8926884,1.0873667,1.118685,1.0199177,1.0970026,1.1146678,0.8637475,1.1593794,0.75875145,1.134963,1.1037289,1.050228,1.1844406,1.3586705,0.866094,0.8419496,1.3293262,0.9633055,0.9027266,1.0667777,0.80004716,1.0720859,0.927976,1.0958923,1.0155274,0.8366381,0.78926593,1.2194163,0.825382,1.2547419,1.0636716,1.3157088,1.3001592,0.95698726,0.9117861,0.9310893,0.7117021,0.8076442,1.0090412,1.0895267,1.1837691,1.2494969,1.2003912,1.2299393,1.1262621,0.94177914,0.6805639,0.75543195,0.9266799,0.7658807,1.3100272,1.3450782,1.0019063,1.083487,0.84589267,1.3468769,0.9734177,1.1825049,1.096016,1.0104315,1.0632869,1.0059358,0.9294915,1.2209638,1.1272892,0.93363756,1.0464072,0.85169744,1.1451161,1.0665743,0.77891386,0.9554575,1.0804036,1.3387471,0.9450117,1.2412007,1.0661925,1.1712297,0.97747487,1.2198282,0.9648092,0.9389602,1.3664536,0.8888972,1.1688741,0.89266723,0.7174196,0.77104384,0.6549929,1.1773818,1.1872289,0.9683925,0.96785736,1.2557272,0.9301851,0.8915212,0.8132697,0.9187546,0.88862574,1.2242191,1.2977747,1.0172005
bed,0.79442585,1.2846053,1.4149463,1.0485756,0.61667246,1.3342663,1.3424217,1.3187323,0.88804895,0.562628,0.79170537,0.0,1.3583395,0.5677439,0.5855919,0.9781832,0.34664005,1.1200994,0.7185105,1.309603,1.191155,0.6110198,1.4087012,0.89565945,0.9997323,1.2355201,1.2558523,1.2081902,1.4734632,0.70731634,0.5895208,1.2392122,1.2856579,0.5235902,1.1392318,0.9587344,0.7724855,1.2879899,1.2256312,0.3862499,1.1739275,1.400172,0.19896865,1.2357576,1.3270177,0.7003554,0.7469099,0.8455477,0.7132299,0.8709832,0.82411337,1.2183619,1.4488224,0.82387733,1.3041815,0.8723119,1.3198894,1.3466973,1.104811,1.2450191,1.3835447,1.1542804,0.81453395,1.4092562,1.2745053,0.65781695,1.3413165,0.8049046,1.11174,0.9717345,1.1802479,1.0797925,0.8476386,0.7474103,1.2501343,0.78623164,1.1837418,0.6562689,1.3050497,1.2326057,0.9398562,1.1038626,0.78871906,0.8476965,0.7266721,1.1346297,1.1283379,1.386413,1.162624,1.2910492,1.3842322,1.3979142,0.61561406,0.7995185,0.672313,0.82905924,0.67668694,1.4176806,1.4171693,1.017407,1.3743947,0.9383072,1.0908033,1.078231,1.198287,1.1032249,1.1158108,1.2480273,1.1512058,0.6585445,1.1996443,1.342373,0.5604149,1.118114,0.9385101,1.1701493,1.2073975,0.69077754,1.0284002,0.9489158,1.3348318,0.68830925,1.1486328,0.8769008,1.4531827,0.8886576,1.272599,1.0405421,0.97398204,1.4366109,0.90089226,1.3429506,0.61238104,0.65623397,0.7778373,0.44581157,1.3304062,1.4045079,1.2301761,1.0086914,1.1034955,1.0755686,0.7324854,0.7134504,0.7702248,0.8352308,0.9849977,1.4212201,0.72844625
belt,1.333609,0.48030025,0.57381725,1.135749,1.3882385,0.848421,0.5915643,1.092282,0.9244207,1.2743793,1.3378845,1.3583395,0.0,1.1114124,1.4483607,1.2879093,1.3916377,0.5756925,1.2492774,0.50381637,0.6525198,1.3660638,0.9453604,0.8269237,0.94446105,0.7492204,0.29920602,0.74216044,0.5409306,1.281195,1.1012509,1.1340754,0.552199,1.3147461,0.62856793,0.67189693,1.1770006,1.0648096,0.8162496,1.3566716,1.048612,0.19491458,1.4769797,0.6133336,0.7866446,1.4691404,1.4007256,1.2901536,1.1791122,0.9836428,1.2740324,0.82675356,0.75489944,1.2175025,0.5332974,1.2939914,0.6367898,0.7545921,0.97229874,0.47118068,0.5463647,1.0281036,1.491681,0.37838686,0.9265868,1.204887,0.83532286,1.3248773,1.0120519,1.2315354,0.72515714,1.0539013,1.324253,1.2230598,0.7245658,1.213388,0.617267,1.2357602,0.43401206,0.420727,1.3624282,1.3921251,1.3830477,1.445178,1.2014086,0.91618645,1.1632619,0.3401782,0.74282813,0.5771387,0.39964342,0.79392934,1.3394163,1.3580458,1.2799418,1.134151,1.351113,0.23446369,0.2862351,1.062608,0.8808428,1.2099879,0.61688334,1.2517035,0.7343013,1.125408,1.055744,0.849917,1.1875407,1.356801,0.61908877,0.44111615,1.4350139,0.9948482,1.3289372,0.76943195,0.9238588,1.3363229,1.1419488,1.037049,0.52401066,1.2553009,0.44972956,1.1189764,0.33612782,1.0376604,0.33751,1.0275909,1.2451236,0.4956088,1.1182271,0.79206175,1.3192928,1.3826993,1.2212554,1.5335504,0.7700521,0.43508452,0.77476454,1.0844376,0.6368947,1.0356557,1.366827,1.2525115,1.1257435,1.2045203,0.73351485,0.19832796,1.1870295
bench,0.71026456,1.2292234,1.497571,1.0181402,0.64328426,1.4411235,1.3389144,1.3918643,0.8597492,0.40944338,1.0074584,0.5677439,1.1114124,0.0,0.77034986,1.0499463,0.5358834,0.9048451,0.92485774,1.3255072,1.1633801,0.77739125,1.3167481,0.7645031,0.9981335,1.3870089,1.0630312,1.0927647,1.3865116,0.61102074,0.25545084,1.3637235,1.3187771,0.47016388,0.9535911,0.82660913,0.54425526,1.379288,1.232994,0.36057663,1.0918231,1.3390635,0.44063532,1.2093755,1.4317296,0.84963316,0.81722075,1.1063819,0.6630144,0.6482545,0.8499719,1.1280965,1.5175142,0.7297261,1.2532972,0.9482549,1.2057934,1.1251627,1.3095262,0.9748827,1.3798186,1.2421738,0.75497186,1.365667,1.1578482,0.6627713,1.3339696,0.8430406,1.2227656,0.898568,1.2247802,1.2320219,0.91764355,0.8191799,1.31478,0.5620568,1.0413114,0.5676309,1.192749,1.1623394,0.8941847,1.1769034,0.91530675,0.8990902,0.73930967,1.0123699,1.0647709,1.4027877,1.0583758,1.1483194,1.3708968,1.4934205,0.5479913,0.81893647,0.6057933,0.5427521,0.86825895,1.2220737,1.2133963,1.1084872,1.432695,1.0074131,1.037708,1.1682901,1.2012393,1.258775,1.2394962,1.277478,1.2492739,0.6741992,1.1418041,1.318207,0.57848877,1.0331988,1.0274935,1.1306206,1.2471786,0.637461,1.0588863,0.6944773,1.3097801,0.7351723,0.7157852,0.7971624,1.3358284,0.80304444,1.1615467,0.83212113,1.0618138,1.383871,0.8291428,1.408303,0.652488,0.58977544,0.88841355,0.67460835,1.368621,1.3270864,1.1789398,0.8745893,1.0276266,1.2341541,0.8481357,0.8541554,0.6947397,0.8915456,0.7911141,1.3215895,0.6280251
bib,0.7175512,1.226844,1.4630116,0.8429217,0.4255705,1.323734,1.3874011,1.2345666,1.0706738,0.73659545,0.6910781,0.5855919,1.4483607,0.77034986,0.0,0.8825263,0.31030107,1.187124,0.69236946,1.4778426,1.3780615,0.75699914,1.2232677,1.051902,1.1103541,1.2638655,1.4964592,1.2960306,1.4057266,0.60525185,0.8482152,1.1536422,1.3568954,0.70959723,1.144506,1.3224084,0.68750894,1.1967596,1.233403,0.5820866,1.0616776,1.5345329,0.6188989,1.4025195,1.3065372,0.74755543,0.7513151,0.8902238,0.97629833,1.070676,0.66745573,1.0216697,1.4495317,0.7371688,1.2869674,0.7411658,1.1958405,1.1752394,1.250228,1.1156162,1.5005183,1.113242,0.6558776,1.419298,0.95170474,0.832909,1.219404,0.6734538,1.0615379,0.7143463,1.0496131,1.0759104,0.8159474,0.6062564,1.4121661,0.6068148,1.3631517,0.9317244,1.5047882,1.3998386,0.7596384,0.938861,0.75912833,0.57381856,0.84453654,0.88282573,0.94427526,1.4460557,1.064769,1.054261,1.4357613,1.4201506,0.7964304,0.63223207,0.3706349,0.64342993,0.58008295,1.534574,1.5121741,1.0703573,1.2971864,0.9374046,1.2227929,0.9711648,1.3588412,1.1347859,1.1367971,1.1911292,1.1756995,0.6295381,1.3733382,1.3460476,0.79572034,1.1254563,0.7946756,1.1637933,1.2326256,0.40343988,0.8681986,0.76293796,1.4134085,0.9390205,1.365884,0.94927716,1.387543,0.90962076,1.4250289,0.8179476,0.84919536,1.4907223,0.8821991,1.282351,0.81305873,0.51999676,0.7422538,0.527495,1.3944054,1.3419275,1.0274723,0.9195499,1.0629578,1.2101527,0.78069067,0.76717854,0.86733824,0.8029856,1.315929,1.4146833,0.90962446
bird,0.5295923,1.2674465,1.2175834,1.1542606,0.96063673,1.0109428,1.1830629,0.98766816,1.0947174,0.93880355,0.7642268,0.9781832,1.2879093,1.0499463,0.8825263,0.0,0.8565684,1.100416,1.0063754,1.1649888,1.2615019,1.0767868,1.052199,1.0415626,1.1959838,0.9070326,1.3183019,0.94942385,1.2261863,0.4894091,1.0941437,0.91878664,1.0677637,0.93587744,1.1706992,1.1984136,0.8930944,1.0102775,1.0829668,0.92994934,1.108,1.2666798,0.9387283,1.2289785,0.87666154,0.99767476,0.3667997,0.89006865,0.98338175,1.1120151,0.85652786,1.1596347,1.1829817,1.0456222,1.0964322,0.8655869,1.3233336,0.5698232,0.92679584,1.2107075,1.1176317,0.5695509,0.7277769,1.1351241,0.88904005,0.8984301,1.1109397,0.83469224,1.0822552,1.0857849,1.1342946,0.76029533,1.000955,0.973064,1.1660898,1.0556182,1.1252272,0.99230653,1.143393,1.1543775,0.8542876,0.9339474,0.9998057,0.83000845,0.9535997,1.0829661,0.9361008,1.252814,1.109398,1.2003927,1.1559464,1.1488537,0.9781074,0.3990512,0.9193598,1.0737551,0.96712935,1.1747433,1.2439731,0.91478217,1.074687,0.7827021,1.0758858,0.97923297,0.97566694,1.0877666,0.62208444,1.184999,0.9996979,0.9121191,1.0736791,1.2314088,0.9702013,0.5381083,0.9774273,1.1546366,0.87265444,0.9624456,0.94906265,1.1155571,1.1470165,0.93202436,1.2136431,1.0965706,1.1999098,0.8053097,1.1274738,1.0791347,1.020683,1.1533272,0.91516566,1.1052619,0.9389548,0.91413444,0.98953557,0.9658513,1.121986,1.2897296,1.1620708,1.0045483,1.1437999,0.9725555,1.0490314,0.821351,1.0563534,0.98814136,1.0411764,1.2711265,0.904066
blanket,0.5988272,1.3167775,1.4792597,0.9979446,0.5103826,1.3243043,1.3394,1.2775519,0.9590744,0.54801035,0.71279454,0.34664005,1.3916377,0.5358834,0.31030107,0.8565684,0.0,1.1348042,0.66580504,1.4252264,1.2507634,0.6922245,1.3025985,0.99012154,1.0576963,1.254701,1.3790823,1.2203207,1.452591,0.48412764,0.5990622,1.2156359,1.3475769,0.6085228,1.0835867,1.1002887,0.67619854,1.2812003,1.2204982,0.24491608,1.1414164,1.4895865,0.43073136,1.3379192,1.3270749,0.7212185,0.6626451,0.9701268,0.8298025,0.9520616,0.7813657,1.2092674,1.4779742,0.72397876,1.3354341,0.86495125,1.3600029,1.1870714,1.1924665,1.2078452,1.4978598,1.0600834,0.73785955,1.468813,1.1173018,0.72676855,1.309712,0.7622651,1.129603,0.9429563,1.1277823,1.0777041,0.83966595,0.6632816,1.4059234,0.6910885,1.3073485,0.8706019,1.3848445,1.3418722,0.8371191,1.0232186,0.7976387,0.7024164,0.7762141,1.0742173,1.0170568,1.4531244,0.980835,1.2915559,1.4742053,1.4187634,0.6868775,0.6440418,0.48078543,0.71195126,0.582669,1.4712148,1.4996517,1.0573807,1.3657053,0.96785545,0.98263365,1.0199851,1.3292997,1.1219882,1.1004871,1.2792652,1.1935594,0.58905154,1.2705432,1.3969959,0.6847921,1.1098762,0.90403754,1.2157474,1.2691813,0.54907596,0.97167385,0.87916017,1.4231329,0.75447744,1.1504282,0.89438456,1.4589186,0.75874054,1.3030112,0.88695854,0.9652225,1.5207862,0.87646496,1.3830914,0.726751,0.56029344,0.7232764,0.44709635,1.3565477,1.4721906,1.2004454,1.0043494,0.97299504,1.1961441,0.7649565,0.7128638,0.8593271,0.84321135,1.1754208,1.4608095,0.77956307
boat,1.0895727,0.9118742,0.8786805,1.0481628,1.315732,0.845948,0.76251036,1.0628014,0.66367066,1.1502366,1.2031354,1.1200994,0.5756925,0.9048451,1.187124,1.100416,1.1348042,0.0,0.9296658,0.636388,0.7905239,1.0084356,1.0816073,0.80028325,0.7894438,0.779547,0.60996777,0.44775075,0.9291099,1.2406703,1.0001427,1.0767386,0.7703894,1.100384,0.88834476,0.82810163,0.96798354,1.0683386,0.8251778,1.1622409,0.9614676,0.6187876,1.0983742,0.6985451,0.9169286,1.1860651,1.2137033,1.1789005,1.1130931,0.83358043,1.214946,1.052864,0.96816146,1.2730242,0.95643544,1.2038436,1.0554296,0.9171986,0.86109734,0.98453754,0.70400834,0.97322714,1.2583288,0.7680039,1.0432566,1.0302949,0.78190506,1.2722797,0.9788298,1.267258,0.9991095,1.0061344,1.1974068,1.187282,0.7794026,1.2021625,0.68593824,1.0033276,0.72637355,0.8496422,1.3477917,1.2645993,1.1393133,1.2581773,1.0164077,1.1000093,1.2036595,0.8082911,0.841612,0.87517023,0.90714437,0.98576814,1.2076249,1.2300777,1.2778633,1.2058891,1.10274,0.6068517,0.62318754,1.0790625,1.0038533,1.1481847,0.5745297,1.1431774,0.8277188,1.0430534,0.9637167,1.0427105,1.0778061,1.0250672,0.6556567,0.9139935,1.2319716,0.936251,1.2167869,0.82861793,0.67618847,1.2636213,1.0355405,1.164342,0.59231955,1.1904807,0.65603185,0.9360072,0.7645424,0.91936344,0.74272,1.0144365,1.108487,0.6350417,1.0765038,0.81365836,1.1050692,1.2818658,1.0236986,1.2404313,0.7309202,0.963039,1.0282109,0.895269,0.7371777,0.7523867,1.1553208,1.128355,0.8831931,1.0711149,0.7364495,0.7113442,1.0692203
book,0.8707911,1.2190695,1.2813069,0.8806724,0.8946209,1.0944312,1.1209348,1.1384335,0.80341935,0.9292868,0.8305561,0.7185105,1.2492774,0.92485774,0.69236946,1.0063754,0.66580504,0.9296658,0.0,1.1170712,1.0047405,0.34379172,1.2728363,0.9471755,0.88647187,0.97010785,1.1567278,1.0045985,1.3150673,1.038844,0.96481794,1.0608004,1.1300684,0.8948532,1.2282493,0.9744703,0.7673262,1.1213223,1.2245172,0.8485667,1.0128193,1.2229717,0.65317756,1.0666689,1.0066957,0.66492677,0.93418896,0.9375991,1.0785851,0.81637836,1.0333898,1.2591008,1.2428006,1.1086775,1.2549658,0.97962946,1.2604102,1.2415034,0.85088384,1.2500515,1.1770195,0.8807579,0.9488918,1.2858818,1.2239231,0.9336282,0.9855565,1.0447983,1.0037954,1.0120053,1.1651162,0.8339373,0.92695457,0.83125687,1.1105998,1.0694239,1.0390406,0.8439779,1.1901921,1.210458,1.0680114,1.0494707,0.71724904,0.8894217,0.92847633,1.216053,1.1315907,1.3086864,1.115304,1.2264702,1.3355714,1.2266884,0.9294885,1.0495825,0.98754734,1.151123,0.20742452,1.1702031,1.1713295,0.81643385,1.1789534,1.0240693,0.98213094,0.8579273,1.1320248,0.8846988,0.91451144,1.195251,1.0211699,0.6854233,1.0360148,1.3134336,0.9037142,1.186217,0.9489059,1.020469,0.96776813,0.9691374,0.91759723,1.1956439,1.2153122,1.0226007,1.094007,0.79305226,1.313384,0.8698555,1.1480836,1.0940751,0.89281166,1.2491868,0.9940145,1.0706874,0.9313012,0.97154665,0.8736439,0.45395422,0.96400225,1.3769586,1.1520579,0.92352754,1.1244472,0.73455167,0.70259905,0.849791,0.8939853,0.80991524,1.1430447,1.2710637,1.0118284
bottle,1.2861717,0.94718903,0.431607,1.2470683,1.4952526,0.55101734,0.50082284,0.9593201,0.8530648,1.3505135,1.2589393,1.309603,0.50381637,1.3255072,1.4778426,1.1649888,1.4252264,0.636388,1.1170712,0.0,0.40194374,1.1520159,0.997327,0.96315205,0.56530815,0.6100984,0.27635688,0.5029399,0.82147896,1.3794686,1.1489289,1.0637833,0.5038262,1.3155231,0.75412285,0.7436801,1.3731762,1.0564222,0.7008238,1.3622019,0.99972135,0.30674374,1.3343937,0.17797697,0.74833596,1.2116472,1.2504568,1.1127862,1.1230875,1.1604735,1.198689,1.095647,0.6714008,1.3304548,0.8454499,1.2823476,1.054673,0.99321663,0.6689422,1.0734411,0.4798298,1.0311016,1.2849281,0.57402724,1.0948554,1.1745036,0.6593349,1.3131053,1.038127,1.4219288,0.8964832,0.9369788,1.2161446,1.3573471,0.20777118,1.4197118,0.8012865,1.1824242,0.3228457,0.45386314,1.4787929,1.0878669,0.9506423,1.4209653,1.1858723,1.3232219,1.2319956,0.3855896,0.722389,1.0034955,0.6046427,0.59173626,1.255203,1.3055713,1.5121212,1.4056165,1.2972928,0.4326939,0.5744293,1.0146854,0.9164968,1.2461612,0.525265,1.1237166,0.6488104,0.88003707,0.84658337,0.98308337,0.9013907,1.2477247,0.47005802,0.75672793,1.2323273,0.963425,1.3334104,0.88392365,0.68234825,1.4279678,1.1449168,1.317632,0.41801763,1.1204933,0.67166513,1.0853109,0.6672869,1.0750303,0.3836875,1.2140203,1.1174743,0.4632144,1.2211388,0.6813117,1.2287397,1.4442848,1.1810791,1.4077508,0.52070236,0.8124747,1.1069566,1.1516453,0.6313994,0.7030275,1.2395073,1.1449878,1.1620759,1.1817794,0.6603191,0.4749025,1.1495211
bowl,1.267574,0.99345785,0.58940613,1.1690651,1.3236923,0.7040655,0.5648356,0.9742399,0.87768507,1.0467765,1.1939044,1.191155,0.6525198,1.1633801,1.3780615,1.2615019,1.2507634,0.7905239,1.0047405,0.40194374,0.0,0.905675,0.9888349,1.0989681,0.544598,0.7660201,0.53722227,0.71478754,0.8389386,1.3503335,1.1422113,1.0132066,0.67245305,1.2314363,1.0615507,0.59840095,1.208704,0.969031,0.9532348,1.2476865,1.0161129,0.5655638,1.194148,0.3633445,0.9549708,0.7983458,1.2635409,1.2779417,1.1696408,0.9721409,1.2523614,1.0722916,0.67758125,1.330759,0.95821244,1.2502532,1.1051135,1.0929596,0.805178,1.1097527,0.55590934,1.1422628,1.1160445,0.74157906,1.2967932,1.0939366,0.80849695,1.3306772,0.9823683,1.2811797,1.0835376,1.0205101,0.87241685,1.3547859,0.5626303,1.37007,0.717257,1.2389227,0.4985724,0.6840357,1.2342417,0.8492576,0.93020135,1.2853594,1.2946078,1.2563732,1.180456,0.56001437,0.8513332,1.1547899,0.80344796,0.67395383,1.0572324,1.3560752,1.422785,1.420172,1.0916992,0.5832951,0.70836806,1.0482877,0.87469417,1.2417736,0.7094157,0.9014122,0.8659174,0.5501989,1.0251019,1.0382556,0.92508435,1.1728506,0.69879204,0.85087365,1.149725,1.2198997,1.1146289,0.5687016,0.78960764,1.3731756,1.1896647,1.3867786,0.7538978,1.1269305,0.56150204,1.0976919,0.8760284,1.0430481,0.4639318,1.2028315,0.7033994,0.59667844,1.0726967,0.8027556,1.3276464,1.3850594,1.0753105,1.05408,0.5802658,0.9719722,1.1108365,0.9738637,0.89646065,0.88921314,0.7155379,1.0906392,1.156625,1.1891041,0.96434397,0.74153346,1.1227287
box,0.9024136,1.3436834,1.399308,0.8516832,0.850083,1.190713,1.2158742,1.1448504,0.7171792,0.76669157,0.83059746,0.6110198,1.3660638,0.77739125,0.75699914,1.0767868,0.6922245,1.0084356,0.34379172,1.1520159,0.905675,0.0,1.3908019,0.9214109,0.6567937,1.0582439,1.0881934,1.0305662,1.4139311,1.0198694,0.7723064,1.0498437,1.2405281,0.64713365,1.2529417,0.8110349,0.71084946,1.162745,1.2805085,0.744679,0.97783524,1.319619,0.38419878,0.98886335,1.2038112,0.33229846,0.9097172,0.90966535,0.88694763,0.64909744,1.0538017,1.2633295,1.3442907,1.1108252,1.3587027,0.9940326,1.3459171,1.4337158,0.8338445,1.3165464,1.2884724,0.98245454,0.87423146,1.3966072,1.2850523,0.8378001,1.0306841,1.0247892,1.0747739,0.99162436,1.2782953,0.9626415,0.77574,0.8650913,1.0578653,1.0182766,1.0498391,0.68027425,1.247481,1.2329359,1.0668528,1.0839664,0.62167567,0.7986095,0.8370521,1.2563477,1.1519793,1.433048,1.2097481,1.3444227,1.4624491,1.3251817,0.7184124,1.0377487,1.0010313,1.09324,0.5067435,1.3014854,1.2723584,0.95371926,1.242915,1.0813147,1.1227635,0.9231524,1.1196988,0.8951026,1.0353184,1.2991875,0.99491954,0.50713265,1.0048392,1.3933613,0.7000019,1.2213128,0.9924432,0.9822378,0.93161654,0.93526536,0.9127894,1.1195302,1.2766366,0.85310435,1.1141689,0.84128547,1.4423332,0.9686411,1.2863467,0.9949026,0.8430607,1.3333429,0.9558712,1.1689014,0.78255,0.9050704,0.68689024,0.42581558,1.0008223,1.4924157,1.2497687,0.8522642,1.2282512,0.61013687,0.59226394,0.8021065,0.805822,0.7800331,1.0016012,1.4009683,0.95404625
bread,1.1848707,0.7586976,0.67655253,0.9624586,1.2542775,0.7858894,0.88809186,0.55217475,0.9097473,1.367183,1.207776,1.4087012,0.9453604,1.3167481,1.2232677,1.052199,1.3025985,1.0816073,1.2728363,0.997327,0.9888349,1.3908019,0.0,1.2152122,1.2026536,0.9929745,1.0616019,1.0839919,0.5110422,1.1788924,1.3160833,0.6051851,0.95630044,1.3281429,1.0724134,1.0917728,1.2733412,0.54586715,0.6060178,1.3371897,0.5161398,0.8878653,1.4563618,1.0410316,0.90218055,1.2825907,1.0869873,1.0421274,1.1925077,1.1766672,0.9806831,0.8561314,0.53136206,1.1615772,0.8253305,1.1674262,0.7554426,0.68713325,1.1144705,0.9097885,0.6982721,0.9663036,1.1731335,0.83058214,0.8085648,1.2622254,0.8343092,1.152431,0.5460032,0.9801454,0.93989044,1.0894887,1.168787,1.2285892,0.9322365,1.2622275,0.9954403,1.2097628,1.0273123,0.8752137,0.51428556,0.6098062,1.1188215,1.026417,1.3343768,0.85307163,0.3594088,0.7906007,0.7895105,0.8801455,0.7912865,0.60934484,1.2601073,1.0478925,1.2268113,1.2019522,1.2467616,0.9128953,0.87558246,1.0407597,0.55855405,1.0172668,0.95285,0.55787385,1.0406028,0.62454706,1.0412744,0.5567712,0.87227947,1.2562476,1.0585543,0.82134724,1.2843441,0.9502712,0.58915526,0.9061484,1.1061172,1.2967225,1.0730635,1.0303823,0.891683,1.2546523,1.0519265,1.0811085,0.7569408,1.1436378,0.99049824,1.0342219,0.9624641,0.8117313,1.2438773,0.8173332,1.346753,1.297106,1.1903565,1.3279605,0.86529636,0.69449544,0.81237686,1.1686698,0.9456708,1.1393223,1.0095546,1.272275,1.2174077,1.1993904,1.2530439,0.86870825,1.2141728
broom,1.0858687,1.0457647,1.1604885,1.0715145,1.0445731,1.1542218,0.9566208,1.206325,0.9054646,0.8699328,1.055781,0.89565945,0.8269237,0.7645031,1.051902,1.0415626,0.99012154,0.80028325,0.9471755,0.96315205,1.0989681,0.9214109,1.2152122,0.0,0.89678645,0.9495931,0.78107893,1.0688508,1.072418,1.0093689,0.7357496,1.2419136,1.0724494,0.8473778,0.77798486,0.89518034,0.8216162,1.3018064,0.9824206,0.8955617,1.0724009,0.7775888,0.82461226,0.9454881,1.0853592,0.8781922,1.0238886,0.9785453,0.6923071,0.93527156,0.94446546,0.89376277,1.2630423,1.019904,1.006558,1.1107556,0.9895157,1.0317804,0.842689,0.7943352,1.0126913,1.0920718,1.03631,1.0812116,1.0841345,0.9949271,0.96749836,1.0474926,1.111904,0.9936226,1.1211087,1.1747353,1.062102,1.019372,1.0181812,1.0966878,0.92053807,0.7465371,0.9261186,0.849785,1.1537929,1.2936523,0.9829069,1.1217202,0.9010341,1.0252588,1.092576,1.0372791,0.90564424,0.9641566,1.0499856,1.2254112,0.9586746,1.0351278,0.955794,0.9177915,0.9412142,0.8258012,0.7328893,1.0776558,1.26194,1.16572,1.007217,1.2018542,0.7356312,1.2148738,1.1868573,1.2120109,1.0764503,0.9008245,1.0108496,1.0065604,0.83870566,0.9288155,1.1597937,0.90543205,0.98878914,1.0970098,1.0348758,0.87836695,0.8443205,0.9241789,0.89209247,0.9093048,0.9571518,1.0303255,1.0301719,0.8853152,1.1049817,0.97294533,0.9954764,1.0859604,0.8152677,1.0688859,0.9737668,0.99115926,1.1955051,0.97897136,0.9178911,0.80030596,0.8276095,0.9851366,1.1263179,1.0344166,0.8782918,1.0473666,0.4800051,1.0014722,0.85147554
bucket,1.0609802,1.1110523,1.1156197,1.1422553,1.208779,0.8980414,0.7965271,1.0301931,0.68272394,1.0002639,1.1685581,0.9997323,0.94446105,0.9981335,1.1103541,1.1959838,1.0576963,0.7894438,0.88647187,0.56530815,0.544598,0.6567937,1.2026536,0.89678645,0.0,0.90294516,0.49122077,0.7656261,1.153855,1.2738189,0.7419341,1.1352177,0.9859885,0.9539361,0.8618579,0.66728616,1.1000015,1.1771939,0.9071779,1.0165889,1.0337623,0.942548,0.8608341,0.22039443,0.99680346,0.72622025,1.1411037,1.0685616,0.94474745,0.8294801,1.095852,1.0106362,1.0979174,1.3318502,1.1282994,1.2650182,1.2124826,1.2290274,0.8497709,1.1734459,0.88817024,1.135193,0.95119154,1.0034676,1.1128818,1.0739175,0.8812038,1.2405183,1.1562934,1.165598,1.0465934,0.9300129,0.94238424,1.1826582,0.5290244,1.2442288,0.8613841,0.8957855,0.7083615,0.83186567,1.2602841,1.0585082,0.5190908,1.0558448,0.9837603,1.2956548,1.1603813,1.0993651,0.7133215,1.1173012,1.0833106,1.0746053,0.8723099,1.2833693,1.2393501,1.2186693,0.99646145,0.9502479,0.9381842,0.939001,1.1619331,1.2215586,0.63719934,1.1192173,0.86932725,0.8603855,0.93968225,1.150428,0.8896767,0.699959,0.71725863,1.1573093,0.85140866,1.1680564,1.1708424,0.7844012,0.9713024,1.1896896,0.9332572,1.1401013,0.77092826,1.0381422,0.832744,0.9248778,1.1054424,1.0716673,1.0068892,0.9715388,0.87956244,0.7851807,1.0052663,1.0275398,0.9720061,1.2580407,0.95346206,1.040539,0.64183396,1.2086027,1.192859,1.0283788,0.6855525,0.8383296,0.9466466,1.0381137,0.9290926,1.0366936,0.66934294,0.98066944,0.96157527
