,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
elephant,1.0341101,1.0416749,1.2442837,0.69991773,1.1795475,1.2166628,1.1439129,1.1691079,0.9776449,0.7465426,0.56286776,1.196877,0.8504823,0.814869,1.0879167,0.6371496,0.77223724,1.1931928,1.2635487,1.3129725,1.2195108,1.1870527,1.3151777,1.325002,1.167889,1.3876505,1.1330723,1.0304873,0.6050576,1.08975,1.1909757,0.9435626,0.70913434,1.1689708,0.7581435,0.88791114,0.7990666,0.75645745,1.3202747,0.9147137,1.3844547,1.0503612,1.1873397,0.7920697,1.1580942,1.161184,1.2754273,0.84310436,1.0659587,1.2507977,0.0,1.1113993,0.83851063,1.02078,0.8952583,0.8995371,1.2543235,0.985567,1.242083,1.1663374,1.0769753,1.0913352,0.9177805,0.6499323,1.3364078,0.8958641,0.82580847,0.79061705,1.2120187,1.0901293,0.781864,0.6074033,1.1656547,0.5932182,1.2342584,1.2504256,1.1588675,0.8856982,1.169767,1.1119418,0.79508996,1.1180689,1.0488764,0.8746392,1.2260216,1.2008165,1.1660016,1.1925752,1.2197894,0.8886949,0.6692748,0.727454,0.82866794,0.9525697,1.3038561,1.2795922,1.1993029,1.0040917,1.1092377,0.82615054,1.1948091,1.3337958,0.8729224,1.1365258,1.2136823,1.0465825,1.3023492,1.2419375,1.0708367,0.3275957,1.0409441,0.73251104,1.1550618,0.68165857,0.83821803,0.9893578,1.3574729,1.2770828,0.67378724,1.2053866,0.45149922,1.2560962,1.0196397,1.2948622,1.2212386,1.2856339,1.0009143,0.7176577,1.000621,0.85126615,1.233784,1.1806949,1.0369642,0.9043863,1.1618333,1.2543248,1.1667948,0.8294582,1.1037296,1.3021092,1.1034006,0.98770815
eye,1.0842023,0.77088094,0.7010664,1.0863839,0.79268897,0.8518592,0.9153663,1.1314855,1.2350103,0.93446803,1.3021461,0.8023381,1.285893,1.1108698,1.0807189,1.2469277,1.1101179,1.1573137,0.98038656,1.1005934,1.2389293,0.79287636,0.89810884,1.0984365,0.9767748,0.9106618,1.1656287,0.62170976,1.0175701,1.3173928,0.9247504,1.1144605,1.0802286,0.92735714,0.8806445,1.1330113,1.2438961,0.9537481,0.7341025,1.341436,0.9407779,1.0451167,1.0190468,1.2327074,1.2187124,1.0513407,0.9190011,1.087909,0.5275711,0.7694211,1.1113993,0.0,0.92701805,0.46000242,1.1617131,1.0311966,1.0199194,0.9899613,0.74809504,1.029537,0.9500112,0.41060138,1.0363129,1.194648,0.64405584,0.9453356,1.1765583,0.84443074,0.6231974,1.2141275,1.1188473,1.1941164,1.1122724,1.1340001,0.8317114,1.0070492,0.9841989,1.1457973,0.80444634,1.1347274,1.0907626,1.1778033,0.45578754,1.1986854,0.57471454,1.0104666,0.9835548,0.3057577,0.7967024,1.2808363,1.0856678,1.1098049,1.0891217,1.2813082,0.7705975,0.8048284,1.0159662,1.0177759,0.9181395,1.1886587,1.1768825,1.0463614,1.1362484,0.93302804,0.7454022,1.1881561,0.98418415,0.7829021,1.2816068,1.1527648,1.0252208,1.0238194,0.9243389,1.1161414,1.0308558,0.76187795,0.9608431,1.1084791,1.2442945,0.64366937,1.2425486,1.0197012,0.95538634,0.86548835,0.78149825,0.81629807,1.3447692,1.1435955,1.2327412,1.3667696,0.93008137,0.47995156,0.92452097,1.1233104,1.0950477,1.0885689,1.3028507,1.147911,1.1414798,0.95905447,0.540537,1.1180176
face,1.2256937,1.1557243,1.180597,0.5648049,1.1599693,1.1696749,1.2890388,1.3507817,0.9775944,0.98562634,0.6875976,1.3883351,0.8029018,0.6338256,1.2214446,0.70461655,0.740996,1.2950114,1.2563713,1.4332628,1.2168838,1.2881583,1.3192815,1.3780608,1.3584261,1.4879816,1.0532758,1.0236923,0.915814,1.0419235,1.1857432,0.67471904,0.6166592,1.2262219,0.98106885,1.0216061,0.6288438,1.086291,1.3957438,0.7984878,1.3508013,1.2678118,1.326616,0.73575073,0.8758304,0.9641423,1.2737129,0.72671485,0.8602052,1.102253,0.83851063,0.92701805,0.0,0.80131346,0.8969638,1.2179124,1.1548994,0.86959916,1.3342247,1.3198603,0.8565129,0.93333644,0.9524846,0.7541449,1.2370976,0.22333503,0.9613885,0.55163264,1.0477122,1.1738255,0.8773408,0.5445209,1.1094618,0.78473246,1.3911915,1.180661,1.135808,1.1056576,1.1374038,1.1632973,0.8083444,0.95366645,0.7642938,0.843994,1.0819861,1.3777411,1.3493555,0.8365789,1.1771709,1.0788158,1.0461718,0.5505755,0.8006594,0.8015988,1.3824608,1.3451978,1.1596315,0.94101954,1.1848607,0.92290205,1.0557189,1.4134927,0.9516286,1.2597679,1.0869652,1.0804504,1.325218,1.3446184,0.97297835,0.9183911,1.0018258,0.5864979,1.3259616,0.45455462,0.903288,0.9909219,1.5240645,1.3857214,0.8162223,1.36171,0.85972327,1.1941245,1.0886514,1.4293483,1.277964,1.293766,0.89034903,0.4138521,0.89833057,0.6463621,1.3542824,0.9761911,1.0665858,0.7976555,1.3363954,1.2085024,1.234792,0.82701665,0.8992762,1.2809885,1.0889704,0.8220452
finger,1.2308757,0.5265947,0.9433569,0.6570674,1.0197253,1.0808756,1.060086,1.3332199,1.1492099,0.9598181,1.104564,0.9238265,1.0608,0.87378937,1.2530859,0.9619946,1.063586,1.2904772,1.2763406,1.2428268,1.2762341,1.0187063,1.0505234,1.3590913,1.2359481,1.2302034,1.2890637,0.3328079,1.0626792,1.1504458,1.1924984,1.1140501,0.84253645,1.1427709,0.90616614,1.0842555,1.0329983,0.8550427,0.9969329,1.2611369,1.2513106,1.2675643,1.0179651,1.1261847,1.1317599,1.0870521,1.0334259,0.8120067,0.30244702,0.8589962,1.02078,0.46000242,0.80131346,0.0,1.1379168,1.1187345,1.1507546,0.7794078,1.0914239,1.2420679,0.99553275,0.59627604,0.8648715,1.1414158,0.8537012,0.74949574,1.1581403,0.25283492,0.8209101,1.2463946,1.0743953,0.91958594,1.1536571,0.82793653,1.0595504,1.1771235,1.1221614,1.1498414,0.93308437,1.1641192,0.79034424,1.2029035,0.37804753,0.8375693,0.7092093,1.0866117,1.1158286,0.33337224,0.9651911,1.2719773,1.0710517,0.8368853,0.86630315,1.0884713,0.9985447,0.9708043,1.2252824,0.8624965,0.8167716,1.1866974,1.1839343,1.1828347,1.1350048,1.2219845,0.805295,1.2147299,1.1298515,1.0845523,1.2625282,1.1153085,0.89889324,0.8081902,1.0451599,0.75881094,0.8250818,0.45991284,1.123539,1.3154192,1.1088978,0.8743844,1.1944577,1.190364,0.86888313,1.062991,0.80875194,0.9888844,1.2416211,0.841686,1.1389756,1.1614672,1.2419224,0.29201603,1.0174567,0.87014055,1.1670736,1.2365156,1.2857904,1.1051854,1.0522195,1.1307911,0.7046114,1.1226956
firetruck,1.0633483,1.1504595,1.1948903,0.9526985,1.1590794,1.1389809,1.1418884,0.9818795,0.8478602,0.8442726,0.84061944,1.0808473,0.92481893,0.91797036,1.0800825,0.87769705,0.864316,1.0094491,1.0527512,1.1376384,0.9065304,1.2861612,1.0479393,1.0388733,1.115182,1.1635156,0.84661376,1.1469777,0.8236792,0.92584133,1.1211778,0.9310005,0.8936738,0.995462,0.9075948,1.0846595,0.94328016,0.9952265,1.1434078,0.63936967,1.157252,1.0618528,1.0450468,0.9764511,1.0174764,0.79745185,1.0337294,0.9358227,1.1195492,1.2667036,0.8952583,1.1617131,0.8969638,1.1379168,0.0,1.1463246,0.9738864,1.0150709,1.0785753,1.0635417,1.0330966,1.1192138,1.1429994,0.8071575,1.0770397,0.93207574,1.0490721,1.0258406,1.2134453,0.93158585,0.9684461,0.8865406,1.0701035,0.9407458,1.1642292,0.8908918,1.065094,1.1029373,1.3118968,1.0175043,1.02586,1.0020293,1.0467124,1.0838218,1.1290014,1.2267199,1.0549091,1.1384063,1.2406086,0.9430318,0.9686657,0.8798952,0.99767876,0.88530743,1.1493645,1.1226722,1.0030725,1.1118902,1.1851294,0.8737168,0.9414627,1.169756,0.991735,1.1363803,1.3154678,0.9267206,1.055929,1.122571,0.83643574,0.8276901,1.0867438,0.94084716,1.0628982,0.90940076,1.0472515,1.1177392,1.1765556,1.0997669,0.82186353,1.2489872,0.771466,1.1386019,1.0823332,1.182993,1.0536823,1.1527122,0.7859509,0.8900865,0.91201633,0.83560884,1.195056,1.2445272,0.98416525,0.86712825,1.1470082,1.0576198,0.99675626,0.8648533,0.9741935,1.0136276,1.2242815,0.714066
fish,0.41367424,0.95227504,0.8159697,1.1189964,0.8595634,0.93434435,0.68920535,0.8993782,1.2510905,0.9316895,1.1632333,0.68803346,1.2704625,1.2592833,0.44668448,1.198189,1.1620853,0.86172223,0.91665447,0.8756345,1.1466794,0.76982033,1.0415943,1.1252534,0.42983925,0.87345207,0.93264896,1.0799719,0.94584876,1.2597382,1.084878,1.1720362,1.2348137,0.7813891,0.7939646,0.98408145,1.2641978,0.974134,0.6515934,1.3865998,0.99327964,0.90530574,0.958246,1.041445,1.2586408,1.3580878,1.0602907,1.3351932,1.0612595,1.0045266,0.8995371,1.0311966,1.2179124,1.1187345,1.1463246,0.0,0.94974446,1.1538613,0.7531883,0.46364713,1.1832671,0.94758165,0.87922823,0.99643266,0.8524596,1.2454892,0.9723936,1.1756209,0.9054516,0.95808077,1.0107493,1.2244643,1.1768804,1.0339578,0.7638496,1.1730567,1.0643091,0.89399743,0.8962053,1.2809917,1.0307549,1.0391486,1.0815593,1.0429399,0.8652726,0.7893275,0.88331187,1.0836481,0.7998816,1.1831431,0.73539495,1.308696,1.0815473,1.2323239,0.75533515,0.8184208,0.8545085,0.9150521,0.9237519,1.0833362,1.018047,0.8700747,1.008963,0.73164177,0.88665754,1.1884013,0.7741848,0.8209806,1.2992337,1.0586663,0.9312023,1.2089276,0.6210044,1.2276542,0.9750322,0.845285,0.79566586,0.921541,1.1336342,0.6485547,0.8965006,0.96331185,0.9719507,0.81833386,0.79079354,0.7655348,1.2127894,1.245376,1.0117198,1.3229444,0.75657845,0.9519194,0.8556989,1.0441808,0.9322902,0.91826487,1.0625033,1.2179711,1.1536998,1.1560296,0.8470236,1.2654846
flower,0.9126694,1.0728588,0.85594785,1.3302107,0.8740932,0.809535,0.94914645,0.99524367,1.0817933,1.0027943,1.3030859,0.9998292,1.2814314,1.1575214,0.9074625,1.2863084,1.1052135,0.90100837,0.7507414,0.85186243,1.0035117,0.8627486,0.8406346,0.7464136,0.84581494,0.8255503,0.7803119,1.1129787,1.1169503,1.1465621,0.7122022,1.0789543,1.2044208,0.8196007,1.0990672,0.910651,1.2443187,1.0655342,0.89004713,1.1262205,0.6988298,0.8388096,1.0979083,1.0127968,0.8674508,0.882182,1.0569067,1.234907,1.1075189,0.8033582,1.2543235,1.0199194,1.1548994,1.1507546,0.9738864,0.94974446,0.0,1.095047,0.745352,0.8838715,0.8472259,1.1576113,1.2862387,1.0442829,0.6974691,1.1036217,0.9943233,1.2911443,1.0283551,0.97936434,1.006877,1.330441,0.8608482,1.4194431,0.972546,0.86969346,0.81169236,0.94267684,0.9808599,0.84869623,1.3297242,0.87496614,1.149555,1.1261542,0.87202257,0.9341643,0.6538216,0.9662454,0.9172198,1.0869476,0.8941954,1.3079573,1.3826807,1.1123558,0.91286784,0.9567073,0.8887789,0.94608885,1.1481477,1.0021982,0.28330648,0.8804328,0.8720558,0.87766445,0.8935976,1.0641317,0.95876354,0.8450257,0.8708667,1.1462004,0.8152026,1.2252642,0.99082255,1.358708,1.1801474,1.1848495,0.8492067,0.85118747,1.2912141,1.0149734,1.2055606,0.7334815,1.1359919,0.90885925,0.77767694,0.79870105,1.0362014,1.3061707,1.0460411,1.1585418,0.89676213,1.086525,0.91220737,1.2235417,0.9439163,0.9024655,1.0018312,0.78827107,1.0118032,0.8609389,1.0748148,0.8615869
foot,1.1351206,0.87848806,1.1734116,0.7561726,1.0136253,1.0033233,1.168854,1.1463442,1.008457,1.0754043,1.0133612,1.2395688,0.95114684,0.8307774,1.1608338,0.84317124,0.97892267,1.1736777,1.2835846,1.2869656,1.0094981,1.2109387,1.1464907,1.0988382,1.2036382,1.2189735,1.1797272,0.7947746,1.1241664,0.92843205,1.053706,0.9964846,0.9623486,1.0987225,1.000349,0.995796,0.93915296,0.9048394,1.2376001,0.9662138,1.2346361,1.0027328,1.0426161,0.91316307,0.75769377,0.970701,1.0393598,0.78907454,0.8453638,0.95616776,0.985567,0.9899613,0.86959916,0.7794078,1.0150709,1.1538613,1.095047,0.0,1.2376751,1.1487905,0.9350502,1.0790651,0.78658074,1.114057,1.1594735,0.82801497,0.9705829,0.70264626,1.0001929,1.046863,0.88239187,0.9128415,1.0966727,0.8201375,1.1595148,1.0794746,1.1413158,0.9259467,0.90890056,0.98534405,0.72437286,1.0115833,0.92788744,0.7341252,1.1147634,1.1249974,1.070744,0.9561342,1.10784,1.0987612,1.0534985,0.78851,0.8691101,0.9748693,1.2198915,1.2019367,1.1944362,0.8244631,1.0154706,1.1240265,1.1008295,1.2019587,0.883308,1.2578913,0.8101774,0.8842459,1.1620584,1.1103413,1.0646355,1.0801706,0.8336209,0.92577046,1.1093434,0.9213345,0.6640941,0.7284323,1.1570102,1.2777694,0.97048587,1.0018879,1.1527123,1.1869509,0.93815017,1.1989412,1.0165542,1.0865295,0.9016566,0.9021714,0.99321765,1.0011066,1.1538502,0.715708,1.2484546,0.9395531,0.9758283,0.9710726,1.1014378,1.0613095,0.88849777,1.1217525,1.0607169,1.078374
fork,0.84034497,0.91455865,0.49182367,1.4463389,0.78294396,0.7571229,0.69256425,0.7082863,1.235689,0.9671387,1.5107548,0.51039225,1.5208118,1.4436111,0.8780724,1.5823683,1.2756636,0.68135643,0.3699237,0.6195706,1.1418912,0.5072394,0.7517513,0.700578,0.5839475,0.47907436,0.85657865,0.9223893,1.032753,1.3820298,0.63602287,1.2195699,1.3792175,0.6524718,0.81953466,1.1715592,1.5413868,1.0618389,0.2470032,1.402591,0.4472412,0.74302727,0.8491084,1.4351945,1.2910905,1.1469002,0.8601373,1.502361,1.0748814,0.78456426,1.242083,0.74809504,1.3342247,1.0914239,1.0785753,0.7531883,0.745352,1.2376751,0.0,0.71016073,1.1888711,0.7525219,1.3708932,1.2285274,0.44793808,1.2948208,1.0857708,1.428646,0.77923024,0.9412361,1.2732925,1.4946481,1.0406394,1.501738,0.34077024,0.72797304,0.7794355,1.1474762,0.8293515,0.99259895,1.5439297,1.0850157,1.0502104,1.3811449,0.5108056,0.75147223,0.68067396,0.776316,0.55759716,1.1355757,1.0180788,1.5414504,1.479008,1.3435795,0.19695091,0.29602897,0.6253638,1.2753654,1.0672027,1.1419417,1.0582539,0.6347138,1.2043605,0.4317119,0.83003575,1.2072151,0.74861145,0.69372046,1.2820678,1.2038697,1.2290926,1.4150774,0.5549358,1.5213857,1.3107475,1.0893947,0.4999416,0.540724,1.3346531,0.4750353,1.1938653,0.5640518,1.1500565,0.3253982,0.6499339,0.5428297,1.3268718,1.5530651,1.2184056,1.5565526,0.53555804,0.8875495,0.54624325,1.1919783,0.89446443,0.9678167,1.0717605,1.2696371,1.2394222,0.83698106,0.5028958,1.1497264
frog,0.13825154,0.9433543,0.84935707,1.3609898,0.79364914,0.85706925,0.46732354,0.83051765,1.2474351,1.0203292,1.3516873,0.6227841,1.4006009,1.2697983,0.18530631,1.306463,1.2317567,0.7778624,0.85012996,0.79468644,0.83282673,0.80880684,0.9011787,0.8746601,0.113936186,0.71974623,0.93422055,1.1568768,1.1396819,1.2594236,0.88480836,1.2577338,1.3924714,0.8650719,1.127955,1.0996611,1.4081941,1.1183978,0.5834211,1.3330524,0.79526144,0.83968896,0.8272873,1.1444709,1.0400779,1.1798787,0.8171971,1.3611312,1.1030089,0.9496542,1.1663374,1.029537,1.3198603,1.2420679,1.0635417,0.46364713,0.8838715,1.1487905,0.71016073,0.0,1.1530535,0.88443804,0.87920374,1.2146547,0.87370837,1.3775128,1.1142592,1.3725855,0.7464903,0.8327348,1.0148344,1.3489524,0.99304044,1.2008384,0.630864,0.970932,1.0326632,0.93749297,0.84896517,1.1065788,1.0789402,1.0243802,1.0885662,1.3171515,0.8916057,0.6548921,0.7363771,1.1439599,0.8047658,1.1604234,0.92730767,1.3792894,1.1697317,1.1947688,0.65694416,0.70782846,0.8616498,0.94325364,0.9836121,1.1687641,1.0250847,0.62412333,1.0000819,0.7827777,0.8668601,0.95428634,0.5437601,0.6261331,1.1862131,1.2013367,0.9527821,1.4102451,0.43717992,1.3825965,1.0208987,1.0393461,0.63667476,0.8190539,1.3199586,0.6068873,1.0725336,0.9067156,0.91102403,0.6821684,0.85848475,0.75327754,1.0579461,1.3999488,1.0276129,1.3895634,0.72412014,0.9577186,1.0385118,1.2186251,0.7786408,0.53458494,0.87066615,1.2463949,1.1001573,1.0085351,0.88514316,1.2557731
glass,1.1442105,1.2233381,1.2588406,0.9447372,0.96237594,0.9341134,1.226757,1.1495943,0.9011691,1.0939381,0.9058674,1.2987618,0.83079255,0.8961357,1.1008043,0.931009,0.9477805,1.0519785,1.0616728,0.9643319,0.9405178,1.2637153,1.095429,0.85974884,1.1939673,1.0672038,0.9222298,1.0823327,1.1411531,0.8482894,0.76484704,0.84973145,0.9576379,1.1388237,1.0522217,0.7974749,0.8523672,1.024581,1.305457,0.84167564,0.78689086,1.1109961,1.2215995,0.766332,0.81117994,0.87169397,1.0773556,0.93700427,0.99732155,1.0502185,1.0769753,0.9500112,0.8565129,0.99553275,1.0330966,1.1832671,0.8472259,0.9350502,1.1888711,1.1530535,0.0,1.1286072,0.9661385,0.9659185,1.074215,0.85465837,1.0588993,0.8911367,1.1676674,0.96164143,0.92858666,0.9992176,0.79224247,1.0664272,1.1691785,1.0992104,0.8913348,1.046417,1.2158202,0.79648924,0.91384226,0.7598518,0.94857484,0.92682153,1.1711422,1.1285785,0.99298173,1.0553687,1.2810646,0.80365324,1.0670668,0.9372174,1.070605,0.76893544,1.2834616,1.2976018,1.1337532,0.8866664,1.1390522,0.9919935,0.8074711,0.9579624,0.88374484,1.3032196,1.1488312,0.9441735,1.1380951,1.1000069,0.8584709,1.0240732,0.8673872,0.95895576,1.1393254,0.9501463,0.8548553,1.1180574,1.065809,1.1652857,1.0572753,1.3170731,1.0219861,1.1099963,1.0972232,1.1278706,1.1231208,1.2282258,0.8479361,0.86065316,1.0374392,0.7151128,1.059516,1.1424327,1.1874123,0.8153753,1.09953,0.9789284,0.90991646,0.8500942,0.8067527,0.9361917,1.2099259,0.88079536
glasses,0.9523129,0.8564709,0.63254756,1.1134739,0.88157105,0.9710772,0.8060025,1.0867223,1.2633175,0.9724172,1.3119802,0.63865185,1.3164845,1.0665706,0.99201286,1.254951,1.0809152,1.0026927,0.88858575,0.9710021,1.1956385,0.7258525,1.0385824,1.2019236,0.8715348,1.0074766,1.0895174,0.72822136,1.0627204,1.3480239,1.0634392,1.1848955,1.1816294,0.9496572,1.0316418,1.2023505,1.2768412,1.0948465,0.64070535,1.3763179,0.95539886,1.0887184,0.8735422,1.2844727,1.1513612,1.2002238,0.9641105,1.1730049,0.54047596,0.8420325,1.0913352,0.41060138,0.93333644,0.59627604,1.1192138,0.94758165,1.1576113,1.0790651,0.7525219,0.88443804,1.1286072,0.0,1.0406001,1.166615,0.6181759,0.9041202,1.0328956,0.8832168,0.43646574,1.0708506,1.1341466,1.1541483,1.1411662,1.1150362,0.7789575,1.1065062,1.0966649,1.1136873,0.80892503,1.2794247,1.0494027,1.1648747,0.5337107,1.1768491,0.6129967,0.97447795,1.118691,0.42775148,0.67144847,1.2543813,1.0428206,1.1609238,1.0923816,1.2174838,0.7052425,0.75613683,0.91048306,1.0624964,0.9880492,1.0978906,1.2356865,0.92365927,1.2012886,0.8456346,0.7592133,1.1253113,0.8732879,0.91410935,1.3017972,1.0897399,1.1656455,1.1235484,0.8162934,1.0870712,1.0308164,0.81994414,0.9855001,1.0913825,1.2240885,0.5971345,1.1328266,0.97896105,0.99253315,0.8003413,0.9193466,0.7725817,1.243202,1.1591254,1.1312298,1.3225069,0.8823059,0.54981375,0.85135317,1.0824766,1.1233263,0.9651664,1.162286,1.1152232,1.1550714,1.1501305,0.41978174,1.1491659
glove,0.82359564,0.8254335,1.2273009,0.68594337,1.0360299,1.1553471,1.0260499,1.1905742,1.1054641,1.1160859,0.82891655,1.123009,0.70957744,0.8313449,0.7827186,0.56003046,1.0595628,1.1862502,1.3427558,1.2703477,1.0138206,1.202726,1.1645969,1.2296364,0.9532359,1.1830225,1.2548139,0.86388856,1.1315604,0.8262273,1.2979343,1.040405,0.91693175,1.2732897,1.0668807,1.0779097,0.7230173,0.9346201,1.2018284,0.9396616,1.3290672,1.0748813,1.0023307,0.7161149,0.7940382,1.1721758,1.0312372,0.6581124,0.8488283,1.1177857,0.9177805,1.0363129,0.9524846,0.8648715,1.1429994,0.87922823,1.2862387,0.78658074,1.3708932,0.87920374,0.9661385,1.0406001,0.0,1.1318855,1.2265205,0.9430104,1.033242,0.72264576,0.86871934,1.104516,0.8990607,0.79018575,1.0920347,0.532035,1.1578342,1.2748696,1.2773525,0.81423956,1.009552,1.1203117,0.15867323,0.96837854,0.9853748,0.9119532,1.1804893,0.84048545,1.179179,1.0996213,1.1420866,1.0597892,1.1281173,0.62665,0.5340825,0.9590161,1.2547324,1.2201931,1.3029028,0.83100027,0.6724264,1.1674684,1.1255966,1.1676064,0.96167725,1.2752432,0.98917484,0.75110006,1.0865797,0.9978684,1.0399332,1.1162646,0.8862965,0.8531509,0.99594265,0.74107563,0.35571188,0.76389205,1.1298704,1.319246,0.9647858,0.85946393,1.0751524,1.3193271,0.37759507,1.2744179,1.1230861,1.1861356,0.89368266,0.7843533,1.0524237,0.8539219,1.2292566,0.71384436,1.281241,0.8574333,0.6696643,0.7764556,1.0176969,1.0516028,1.0675569,1.1166781,1.0940024,1.2010722
grass,1.0761167,1.3337364,1.2920051,0.773427,1.2691982,1.2604996,1.2159432,1.1982507,0.81556284,0.71844625,0.5202459,1.2808051,0.7557862,0.8500386,1.118594,0.74757457,0.48272574,1.2060304,1.2065364,1.3221462,1.1835885,1.3066,1.238374,1.3843927,1.1953824,1.4096851,0.68872684,1.14556,0.63352007,0.990202,1.1112458,0.8264713,0.697529,1.1204652,0.7748505,0.9701776,0.6916003,0.95589757,1.3625268,0.74560547,1.394913,1.2144498,1.2789624,0.7261903,1.1337845,0.95587105,1.278178,0.9621179,1.1445457,1.3298812,0.6499323,1.194648,0.7541449,1.1414158,0.8071575,0.99643266,1.0442829,1.114057,1.2285274,1.2146547,0.9659185,1.166615,1.1318855,0.0,1.2628627,0.73924947,0.9947731,0.9402107,1.3786832,1.083795,0.8574593,0.62684447,1.1739113,0.77345824,1.3205177,1.176471,1.0499417,1.0377667,1.3638397,1.2123586,1.0340164,0.8369679,1.1204879,0.86888784,1.2818854,1.4672284,1.2075409,1.2030121,1.2733048,0.89452446,0.7705937,0.8092406,0.8914077,0.8655759,1.3206369,1.2924564,1.0037396,0.92714566,1.2606035,0.79051167,0.8444937,1.3987865,0.9129882,1.0992783,1.3402429,1.2062395,1.2247368,1.2960052,1.0124189,0.60399395,1.0270883,0.7902502,1.2768562,0.70032096,1.0779876,1.1230074,1.4483217,1.1747633,0.64904773,1.4525942,0.44190657,1.2440295,1.3292077,1.3747612,1.1511648,1.3325255,0.9087035,0.70099384,0.690178,0.62790865,1.2894363,1.3956827,0.83048195,0.8778044,1.4303794,1.3453321,1.1665227,0.690465,0.65825653,1.2080858,1.2361751,0.66994965
gum,1.0495449,0.9317852,0.38389808,1.4026916,0.6721461,0.7185695,0.71982497,0.8762664,1.3512428,1.0054796,1.5049716,0.53368187,1.4767926,1.3104864,1.0526676,1.4601586,1.2639048,0.8859276,0.3956945,0.7080244,1.1077285,0.5702611,0.76328766,0.8418719,0.81839013,0.6190967,0.9983007,0.8550792,1.0962019,1.3630598,0.8363866,1.2631352,1.4268858,0.58543164,0.95242935,1.1178504,1.4550455,1.0980247,0.39037102,1.4139203,0.55388105,0.9261186,0.904529,1.3660799,1.1584703,1.1621107,0.9485558,1.3166625,0.84641236,0.6698684,1.3364078,0.64405584,1.2370976,0.8537012,1.0770397,0.8524596,0.6974691,1.1594735,0.44793808,0.87370837,1.074215,0.6181759,1.2265205,1.2628627,0.0,1.208737,1.1503297,1.1862093,0.69500387,1.0910271,1.2258626,1.4894172,1.0045933,1.4120235,0.78172874,0.9081616,0.95447826,1.1267087,0.79595935,1.0471187,1.3097632,1.0616833,0.81777143,1.26402,0.38562298,0.8575888,0.8215906,0.5428459,0.49120903,1.317626,1.1077467,1.3842852,1.4031155,1.31846,0.5058381,0.52498585,0.51589715,1.1120634,1.0131385,1.1460842,0.98210245,0.7596508,1.1737577,0.5328961,0.76420856,1.172908,0.878781,0.8107099,1.2252051,1.266747,1.1128494,1.3385675,0.77051365,1.4221451,1.1669439,1.0061817,0.7393869,0.82486737,1.4150069,0.4754212,1.2817621,0.62297356,1.0229955,0.696548,0.72417307,0.4686638,1.2837412,1.4300085,1.2013066,1.4323454,0.6258488,0.65453297,0.5407708,1.1324259,0.9989959,0.8465321,1.1284789,1.2329601,1.1977878,0.9212761,0.5068449,1.2173834
hair,1.2438654,1.1960249,1.2200454,0.5780526,1.2756144,1.285246,1.3177545,1.3548517,0.98919445,0.90559185,0.67612624,1.3485879,0.7765031,0.73233855,1.2423452,0.73731124,0.77258736,1.3447024,1.2830422,1.4647902,1.2582831,1.2668262,1.2748343,1.3961759,1.3688257,1.453673,1.0483838,0.8892759,0.89425516,0.9873299,1.1845534,0.6304725,0.53210574,1.2168646,0.90736514,1.0480942,0.63604796,0.96519583,1.418623,0.78822744,1.386231,1.2962704,1.2474047,0.70952004,0.8946576,0.93235624,1.285477,0.7497859,0.71093285,1.1785932,0.8958641,0.9453356,0.22333503,0.74949574,0.93207574,1.2454892,1.1036217,0.82801497,1.2948208,1.3775128,0.85465837,0.9041202,0.9430104,0.73924947,1.208737,0.0,1.0440869,0.540471,0.9889027,1.1678617,0.8534755,0.5473882,1.1386033,0.7152088,1.3614552,1.1954353,1.1069919,1.0946481,1.1659877,1.1337187,0.83379704,0.89964443,0.8083141,0.7804181,1.1523798,1.4415498,1.3774233,0.79567826,1.2500677,1.0777211,1.0508856,0.6226417,0.72489893,0.8165524,1.3940266,1.3832272,1.2256533,0.87909764,1.0958147,0.92221767,0.93823993,1.4573191,0.931661,1.3132577,1.1535444,1.1196226,1.3375127,1.2842972,0.9175737,0.95950353,0.92454374,0.53488344,1.3584929,0.44528544,0.8963349,0.8272512,1.4889189,1.4032958,0.852584,1.3873537,0.84475327,1.2350363,1.123248,1.4462525,1.1268255,1.3235393,0.96383107,0.4408719,0.9594679,0.6764764,1.4300102,0.9517868,1.0380188,0.756921,1.4068379,1.3213023,1.2713895,0.8160613,0.8519765,1.189364,1.0743132,0.7808797
