,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,cookie,corn,couch,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,face,finger,fish,flower,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,milk,mitten,motorcycle,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,toothbrush,towel,toy,tray,truck,vacuum,watch,window
knife,1.107237,0.63091624,1.280533,0.78546935,0.71107316,0.8226628,1.0703136,1.3212057,1.3308613,0.69507957,1.2123214,1.0837071,0.90968627,1.3512112,1.2463701,0.9126705,0.70248175,0.98176426,1.1101745,0.6442303,0.92901576,1.1226399,0.58453465,0.9825542,1.0945607,0.6368853,1.0476564,1.0123464,0.8516287,1.2971547,1.0628706,1.027042,0.69127566,1.3081837,0.101422906,1.3307467,0.5854674,1.3163493,1.3387074,1.3844432,1.0504715,0.7279663,1.278309,1.1467103,0.8875278,1.2973328,0.972806,0.5950324,1.1232997,0.21358693,0.5562368,1.2138073,0.6517985,1.0353628,1.2356954,0.9108782,1.3372004,1.2114474,0.7584567,1.1730094,0.9128128,1.2079005,1.1516848,1.4017856,0.0,0.9111675,1.0945793,1.1508921,1.2850142,1.0502537,0.8337755,0.89546275,0.7802189,1.1691182,0.6859094,0.8997793,0.97841007,1.4212241,1.2048767,0.9001023,0.3558395,0.26023602,0.9091779,0.6154956,0.8696103,1.245132,0.87120616,1.1451097,0.8942579,1.206718,0.87073046,1.293246,1.2142075,1.3107476,0.58119416,1.4392514,0.9024913,1.1009814,0.8031666,1.1438535,0.7861335,1.2598248,0.66441756,1.0396764,0.6598977,0.73858476,0.22819954,0.5527537,0.77488214,1.2087154,1.3759412,1.3689177,0.78607726,0.9142674,0.8564657,0.8529097,1.0826443,1.1619627,0.97461474,0.6844168,0.71154517,1.1421568
ladder,1.0797768,1.1075678,1.1169057,1.0738317,1.091488,1.0568953,0.6137556,1.1055964,0.7303288,0.90195674,0.75404227,1.1049303,0.94957465,1.0365456,1.0334917,0.7853043,1.0530053,1.0198548,0.71826124,1.0705475,0.83871186,0.8816375,1.1086819,0.6789473,1.0161968,1.0254575,1.0659786,0.21263498,0.9507214,0.91677487,0.9548146,1.0378789,1.0112995,0.84784424,1.0441587,0.60410243,1.0059048,0.93520683,1.0211016,1.0705185,0.6679053,0.8220359,1.002238,1.1169457,1.1964321,1.1195986,1.1382511,1.1008252,0.99894404,1.025309,1.0482309,1.0584724,1.1862737,1.1196531,1.0835186,1.0038102,1.1652205,1.1329155,1.084947,1.1075815,0.8042562,1.102023,0.84868073,0.9974435,0.9111675,0.0,1.0691841,0.888567,1.0876555,1.0417182,1.2453588,0.9396847,1.1781154,1.1976688,1.1900539,0.7407876,0.9987587,1.1090926,0.96314085,0.9106467,1.0957701,1.0792662,1.169355,1.0954247,1.0133086,0.97212213,0.9136028,0.947663,1.1382532,0.9524159,0.79728985,0.6827291,1.100177,0.96545696,1.0446781,1.1118252,0.8861576,1.0198321,1.0336379,0.8520778,0.97142434,1.0467238,1.1376395,1.1746597,0.9172182,1.1189152,1.0396693,1.0120996,1.1205548,0.9266876,1.0524257,1.028847,1.1032887,1.1663631,1.0238001,0.955149,0.9838613,0.87332755,0.96903527,1.0467927,1.1644479,0.813102
lamp,0.9530726,1.2189119,0.87370133,1.1916292,0.82287455,1.2409723,1.0214694,0.72684234,0.8220002,1.0961282,0.8394466,1.1153467,1.114755,0.89539653,0.99690515,1.0260855,1.1808575,0.7274142,1.0168877,1.1861821,0.71498585,0.85436344,1.2007937,0.8925794,1.1166444,1.2242075,0.9179348,0.95051324,0.71679974,0.7509589,1.2048801,0.9261419,1.1610777,0.86238515,1.1862606,0.9195706,1.0627052,0.7162262,0.96316326,1.1026185,0.8301408,0.86468863,1.110189,0.9598423,0.84556603,0.9308023,1.1117364,1.1234651,1.0686959,1.0652164,1.1356596,0.6482885,1.1823194,1.3019149,0.8143374,1.1236075,0.89453006,0.9916692,1.2347584,0.9624927,0.6833713,0.9308916,0.8480928,1.011194,1.0945793,1.0691841,0.0,0.98816425,1.0942422,1.0843562,1.1805385,0.98341584,1.184964,0.9043585,1.1496532,0.855018,1.1396216,0.9826755,1.0810142,0.94006264,1.1565962,1.1974683,1.1252211,1.2265689,1.157759,0.79291975,0.8656544,1.1045561,1.2454774,0.97913426,1.1580017,1.0571918,0.92833537,1.0015485,1.059623,0.90482724,1.2826929,1.1144757,1.1851077,0.7763541,0.9011286,0.91300356,1.2770185,0.7866668,1.0808266,1.2423825,1.0416895,1.0451097,1.239195,1.113123,0.960504,0.6782638,0.86804825,1.1661092,1.1606123,1.0630801,1.1296055,0.8234943,1.1535132,1.0059462,1.1321853,0.67759705
milk,1.0069718,1.180495,1.024241,1.0862269,1.1544839,1.1420604,0.91298956,0.8225297,0.99351627,1.0746902,0.9106547,1.0420477,0.9975804,1.098501,0.85594124,0.65708107,0.9018311,0.8517471,0.7262046,1.2738875,0.767866,0.33933556,1.1481167,0.7528737,0.8821045,1.2064183,1.1287423,0.87451285,0.9810067,0.9776535,0.98610413,1.0141323,1.0451611,0.96831185,1.2088666,0.87332195,1.0031878,0.82798916,0.99716455,1.0034302,0.80005056,0.98535824,0.9802788,1.177151,0.97836095,0.9354418,1.1982254,1.164101,0.979266,1.2520571,1.1361772,0.98429406,1.2906955,1.0264946,1.028051,0.84021723,1.0379126,1.0953804,1.2524798,1.0127702,1.0082363,1.0783222,0.68591225,1.0592985,1.1508921,0.888567,0.98816425,0.0,1.0133517,1.0870498,1.2635031,0.85541415,1.3266056,1.1614581,1.3001345,0.7992981,0.9056263,1.0466242,1.1410656,0.80702853,1.2514284,1.2545142,1.2152007,1.2054937,1.1207728,0.93324256,1.0084531,0.98748446,1.1741934,0.6132355,1.0216362,0.7397866,1.1127615,0.95031637,1.145964,1.0366632,1.0894451,1.1454042,1.0450927,1.0275322,0.88446176,1.013479,1.1661656,0.94772977,0.82319105,1.1248256,1.211115,1.131724,1.1272063,0.9225782,1.0242639,0.89434683,0.8659808,1.1985097,0.99958414,0.8896724,0.81257325,0.9102401,0.8622467,1.040186,1.3130996,0.8778582
mitten,0.960779,1.2414213,0.68880165,1.1263695,1.031361,1.0063945,1.0219197,0.89471334,0.952614,1.075979,1.0079159,0.6992859,1.0718058,0.81949985,1.0889786,1.1044445,1.2306185,1.1216342,1.0009749,1.1605598,1.1510406,0.94480413,1.2073767,1.0357043,1.0964818,1.1996993,1.0985695,1.031404,1.1853602,1.018122,0.94472396,1.0550612,1.1004258,0.925381,1.2421079,0.9221028,1.3543851,0.98486745,0.9070185,0.69862473,1.0917082,1.0594295,0.84547913,0.8025005,1.0523094,0.87763107,0.6463576,1.2452135,0.99877965,1.2763839,1.1510587,0.94219047,1.2425948,0.8738332,0.9655898,1.0061603,0.7912737,0.52229255,1.1070845,0.87854683,1.0349671,0.8881897,0.84627783,0.7158607,1.2850142,1.0876555,1.0942422,1.0133517,0.0,0.95389414,0.9988878,1.033572,0.97384,0.78077066,0.9584854,1.1768267,1.1427821,0.78416276,0.84206474,0.9812044,1.297941,1.2766634,0.8054843,1.0765426,1.2210301,0.9309677,1.116949,1.0269538,0.9890296,0.97811747,1.2818084,1.0540307,0.848397,0.77768195,1.1633034,0.74184954,0.93070394,0.71808815,1.1575819,0.92272985,1.1880796,0.88362134,1.263479,0.99698585,1.0766733,1.0962191,1.2605157,1.3197656,1.2472181,0.98434824,0.8006581,0.97362244,1.1987177,0.79343414,1.0830066,1.0539196,0.8835396,1.0318123,1.1042982,1.2090377,1.0040529,1.0910889
motorcycle,0.9579435,0.90733916,1.1851643,0.97851205,0.944061,0.81668913,1.073732,1.1441615,1.1951263,1.0916903,1.1978893,1.0088723,0.9035375,1.172791,1.1218987,1.0358447,1.0052073,0.9657882,1.0278089,0.788192,1.1615856,1.1250252,0.9123051,1.086557,0.9884751,0.93556964,1.013881,1.183465,0.99900687,1.0260805,1.0144526,1.0000336,1.0542958,1.1985563,1.0274692,1.0579392,0.9937314,1.0379705,1.0158089,0.8689527,1.0413061,1.0021032,0.9624585,0.93172985,1.0379083,0.9523433,0.9983721,0.9920603,0.93403226,0.96217316,0.86062926,0.9592479,0.915455,1.033343,1.0641751,1.0039302,0.9973708,0.9350099,0.9552247,0.9341816,1.1533842,1.2010206,1.0709419,1.1510351,1.0502537,1.0417182,1.0843562,1.0870498,0.95389414,0.0,0.95526224,1.0162079,0.9170775,0.89662355,0.8115359,1.0934731,1.0076861,1.1157554,1.1986215,1.0395397,0.96312344,0.96046436,0.663712,1.0367892,0.82805544,0.9975981,0.8741601,1.0759797,0.8473572,1.0248307,1.0329181,1.028418,0.95173323,0.86181337,0.9157366,1.1279705,1.0596195,0.9942248,1.0240986,1.1263194,1.1174058,1.1746981,0.9667794,1.1110762,0.9749667,0.9947684,0.96210176,1.0118892,0.98293525,1.0194956,1.170141,1.0936745,1.000729,0.9408671,0.9670851,1.0424191,0.9072793,0.8828047,1.0039952,1.0345114,0.99969256,1.0443692
nail,1.1231248,0.6419057,1.0567205,0.66057813,0.8277269,0.91368926,1.3764353,1.1899766,1.3440952,1.0398756,1.3555355,0.896695,0.9984409,1.1087145,1.1154032,1.3098702,0.6399296,1.2114885,1.3733504,0.6626367,1.2455944,1.414596,0.8492584,1.4415197,1.1760863,0.5887163,0.9790558,1.4008875,1.0865724,1.2596291,1.1076701,1.1852872,0.9384794,1.2790502,0.57548743,1.4629841,0.70197076,1.303066,1.2449839,1.0833225,1.2131636,0.98198473,1.210258,0.70181185,0.7028681,0.9856678,0.4411689,0.83385754,1.3037052,0.6488675,0.94426537,1.2347405,0.2729441,0.9018141,1.2506104,1.1007339,0.83537054,0.75685275,0.4779824,1.1467379,1.3602492,1.0819428,1.3496697,1.0657173,0.8337755,1.2453588,1.1805385,1.2635031,0.9988878,0.95526224,0.0,1.2170224,0.20958465,0.65664774,0.46890926,1.3406813,1.1148245,1.1381189,0.97737604,1.2183214,0.45952123,0.46563756,0.71860003,0.7425639,1.0293995,1.345514,1.1447678,1.1112319,0.46397948,1.3680179,1.11466,1.3886846,1.0326622,1.2299304,0.9102414,1.1081024,0.95299774,0.89407676,0.9525525,1.1429054,1.141003,1.1805692,0.4490984,0.9777621,1.1024103,0.44145346,0.7072563,0.81515604,0.58204067,1.2645574,1.1753423,1.3307481,1.1052066,0.28898966,0.9109292,1.164294,1.2380376,1.3418642,1.0713158,0.809592,0.26856017,1.1777112
napkin,0.9394013,1.2126734,1.0055442,1.1742005,0.8074121,1.0539831,0.7725545,1.1225386,0.99348617,0.7646574,0.86586475,0.69963,0.98774314,0.8883487,1.136863,0.5227568,1.1864702,0.78238916,0.7307458,1.0325575,1.0632179,0.93197185,1.0399406,0.7628792,1.1015005,1.1345912,1.070826,0.80642605,1.0658933,1.1795365,0.9047327,1.0134697,1.0522372,0.9766062,0.99339604,1.057183,1.0926679,0.8689251,1.1482679,1.0120369,1.0176839,0.74742544,0.9896428,1.1228937,0.9272546,1.2585944,1.023146,0.84131587,1.0414994,0.84133685,0.9320309,1.0861275,1.1940831,0.7989701,1.1886071,0.84246004,1.2331753,0.9713529,1.0966955,1.0928231,0.94457066,1.1023779,0.8634357,1.0447387,0.89546275,0.9396847,0.98341584,0.85541415,1.033572,1.0162079,1.2170224,0.0,1.0649515,1.0727545,0.9793738,0.9281498,1.0336657,1.1614962,1.0235192,0.37223744,1.1020973,1.0349406,1.1150562,0.68052095,0.9996763,1.1057307,0.7145892,1.1235392,1.1486396,0.7445963,0.9169427,0.9922783,1.0102195,0.93811506,0.8979298,1.1325125,0.78502274,0.99270463,1.220927,1.0195558,0.70120466,1.1325552,1.1289458,0.80692685,0.644687,1.0025277,0.91091377,0.9593542,1.2275782,1.0552773,1.117255,1.0013554,0.8559266,0.99781233,0.8909621,0.08591467,1.1370426,0.78394777,1.0731307,1.2848476,1.1504416,1.0142498
necklace,1.1437652,0.73491275,1.0985092,0.7801489,0.7977958,0.8860753,1.2612646,1.293071,1.3570449,0.89111257,1.3821757,0.77472633,0.93090713,1.0655377,1.1903948,1.3079381,0.7554614,1.2217327,1.2908572,0.6105886,1.2690653,1.4355637,0.8535958,1.2927816,1.2303846,0.56685406,1.0532769,1.2818493,1.1429045,1.3368292,1.0350116,1.129832,0.98988384,1.2981434,0.577204,1.4529339,0.78047353,1.2696675,1.3024304,1.0880525,1.2161303,0.89325285,1.1585301,0.60351956,0.9198281,1.0185047,0.42288804,0.82719344,1.3401713,0.59296274,0.8696792,1.2244009,0.31684846,0.8599402,1.2716006,1.1114509,0.86452246,0.72886974,0.46064985,1.1871328,1.2729366,1.095824,1.2656915,1.0575812,0.7802189,1.1781154,1.184964,1.3266056,0.97384,0.9170775,0.20958465,1.0649515,0.0,0.5873289,0.4981743,1.3398306,1.1708008,1.1795863,0.924403,1.2010915,0.5248114,0.4780845,0.70071507,0.7016338,0.9919009,1.372699,1.065361,1.1920601,0.41320026,1.3475324,1.0786978,1.3241117,1.0183415,1.1462592,0.81399006,1.065772,0.8075044,0.9165318,1.0231633,1.0937967,1.1485888,1.2476997,0.55918974,1.1007156,1.0664566,0.38342118,0.6795039,0.78861123,0.7069139,1.2473018,1.1371537,1.3637466,1.143572,0.27380776,0.89359415,1.0020497,1.2707736,1.2961749,1.1037619,0.8733977,0.20867479,1.2534244
nose,0.99121284,1.1694777,0.84985006,1.1330175,1.0203565,1.1024879,1.2046458,1.0659317,1.0308661,1.2532048,1.0052336,0.73351544,1.1558434,0.879116,1.2141623,1.2098199,1.0776995,1.1523677,1.0730855,0.964708,1.0555191,1.2320163,1.2082207,1.2464241,1.2034862,0.9584684,1.0377856,1.173798,1.1798494,1.0311742,0.988345,1.0964627,1.2195488,0.8919826,1.0995519,1.1140234,1.1581235,1.0391045,0.9996049,0.8122144,1.0469978,0.9622469,0.87518126,0.6328892,0.9961792,0.78248125,0.52331203,1.2100277,1.1211557,1.0830051,1.2306936,0.90963113,0.8447422,0.93737715,1.0011,1.1162783,0.57094806,0.47941422,0.8022963,0.94819224,1.086286,1.0080024,1.0677624,0.8288952,1.1691182,1.1976688,0.9043585,1.1614581,0.78077066,0.89662355,0.65664774,1.0727545,0.5873289,0.0,0.7604891,1.2324653,1.2532673,0.89246804,0.9402063,1.0634911,1.0777123,1.0479215,0.92712885,0.9707905,1.1639658,1.0192817,1.1262302,1.0687894,0.60533035,1.0911787,1.2361782,1.0555928,0.78438926,0.8945719,1.1382234,0.7975045,1.0461464,0.95615745,1.2013787,0.98601735,1.1339034,1.1024613,1.0943842,1.1544082,1.211279,0.79900616,1.0872474,1.1399542,1.1322381,1.062335,0.88618684,0.9548507,1.2049992,0.48250806,1.0394635,1.0660148,1.1466001,1.1177994,1.1480509,1.0902289,0.6482262,1.011364
orange,1.073672,0.51813656,1.1494207,0.76645005,0.6361153,0.64147663,1.2834423,1.3078508,1.396042,0.9116513,1.3194644,0.87287635,0.93170595,1.214639,1.2541733,1.1692725,0.7109035,0.96738285,1.2350501,0.48220968,1.2921034,1.2930427,0.7949134,1.2048204,1.1195894,0.64023656,1.0721108,1.3034922,0.974402,1.3217293,1.0518799,1.0535058,0.77549887,1.2949315,0.5951626,1.3773379,0.69467545,1.2577538,1.3020597,1.163692,1.2033997,0.937414,1.1702802,0.98166543,0.68152195,1.1707772,0.67100525,0.7291813,1.1352487,0.5389214,0.7286875,1.1707448,0.5351079,0.9361217,1.1844956,1.000747,1.1146342,0.8807185,0.5944236,1.1243469,1.2904173,1.2355657,1.1759075,1.2188332,0.6859094,1.1900539,1.1496532,1.3001345,0.9584854,0.8115359,0.46890926,0.9793738,0.4981743,0.7604891,0.0,1.2128677,1.0977103,1.3144934,1.1207745,1.1266435,0.5205454,0.50393724,0.62337166,0.661277,0.7862402,1.268096,0.8553705,1.1731793,0.61933446,1.2034177,1.1344868,1.3469634,0.98959845,1.3021355,0.7592315,1.2769574,1.0085044,1.0531142,0.93084484,1.1664649,1.0046542,1.2809939,0.660395,1.033273,0.769209,0.6405594,0.6468241,0.7735716,0.75015604,1.1126975,1.292002,1.3812013,0.87251264,0.60011697,0.8955327,0.9699714,1.1122792,1.129767,1.0095379,0.93223906,0.51201403,1.1884876
oven,1.1417248,1.0734094,1.0604339,1.0863854,1.1023865,1.1053201,0.8561828,0.9578397,0.90247995,0.81116045,0.7349038,1.2160597,0.9662775,1.1478722,1.0425327,0.5822403,1.0027128,0.6162343,0.78696525,1.1539266,0.67514515,0.68364954,1.1397569,0.6893132,0.93968874,1.1834297,1.091828,0.720575,0.7837659,0.9042737,0.9829555,1.0061702,0.97058547,0.8960998,1.0668355,0.8656703,0.9211669,0.83331287,0.9997981,1.1635412,0.81601906,0.84870696,1.0666687,1.1907284,1.0332441,1.1115843,1.2679223,1.1078519,0.8092005,1.0822177,1.1288829,0.98268914,1.2417867,1.0056294,1.0920715,0.95539916,1.1931992,1.2306719,1.15807,1.0786104,0.76613104,1.1097549,0.88097054,1.1588098,0.8997793,0.7407876,0.855018,0.7992981,1.1768267,1.0934731,1.3406813,0.9281498,1.3398306,1.2324653,1.2128677,0.0,0.9069767,1.1141181,1.195121,0.77991426,1.1583464,1.16429,1.2042232,1.0989724,0.9874161,0.8739726,0.7947223,0.9347571,1.1870407,0.8864188,0.87087834,0.75863516,1.1178731,1.0405461,0.9995897,1.1197457,1.0984089,1.2003067,0.9821166,1.0323002,0.70000046,0.99228376,1.0943923,1.1246144,0.8095842,1.1891992,0.9737481,1.0886012,1.0172968,0.9089341,1.0785222,0.9138657,0.73990864,1.2894142,1.0783831,1.0102403,0.98349786,0.6736331,0.9320775,0.93972903,1.2546451,0.8291236
owl,1.112614,0.82957387,1.1695155,0.8607066,1.0645932,0.786129,0.99107045,1.0802076,1.2271645,0.87732273,1.2194551,1.1363854,0.8378256,1.2604744,0.9965951,0.84908706,0.83697176,1.005658,1.0825715,1.0630482,1.0546772,0.87023497,0.87119997,0.9845765,0.8521308,0.9793127,1.1736577,1.1222105,0.7830887,1.0406317,0.85903645,1.0068569,0.8793409,1.2557251,0.97338563,1.1126013,0.85170335,1.1139872,1.0809041,0.83690023,1.0621158,1.2109301,0.8610415,1.0768849,0.9423828,1.176975,1.1770042,0.8295493,0.7644297,1.0357033,0.83470225,1.0786636,1.0545304,0.90535676,1.1402278,0.82034135,1.2148125,1.2678246,0.9174308,0.9924657,1.161653,1.1958729,0.95804703,1.2470338,0.97841007,0.9987587,1.1396216,0.9056263,1.1427821,1.0076861,1.1148245,1.0336657,1.1708008,1.2532673,1.0977103,0.9069767,0.0,1.141726,1.2177798,1.041731,0.9983227,0.98738647,1.0122972,1.1202517,0.92259705,1.0041105,1.0975487,0.9382367,1.0728351,0.9125416,0.8782421,0.8076741,1.0926008,1.1448176,0.8161397,1.2227126,0.9613894,1.1483065,0.7643564,1.2289513,1.1605049,1.0377626,0.8828308,1.082115,0.88878936,0.9721772,1.0472813,0.9518667,0.861344,0.82855797,1.1647359,1.1745521,0.82498956,1.1892699,0.8724486,0.9968614,0.7623801,1.0364568,0.8220906,0.90891933,1.1143695,1.0804367
pajamas,0.80869484,1.4492806,0.4414705,1.4201391,1.4020624,1.4366297,1.067661,0.56811756,0.36134994,1.2712193,0.5505872,0.8388109,1.3698173,0.34027022,0.6496749,1.1005359,1.4641451,1.2979779,0.8837942,1.5112209,1.0723108,1.0819182,1.4233408,1.0770862,1.0547347,1.3656107,0.69947124,0.89796627,1.2731501,0.7053925,1.1127588,0.9998847,1.3845685,0.46173054,1.4670568,0.561923,1.576813,0.8296516,0.6546935,0.7376313,1.0625657,1.1215535,0.6680411,0.88631284,1.2872555,0.4893359,0.9742794,1.4596231,1.1647632,1.5076516,1.4613239,0.8365092,1.3395436,1.1429727,0.6787109,1.2020695,0.50511444,0.6606514,1.4515653,0.8688539,0.8646232,0.37434077,1.0966635,0.29775643,1.4212241,1.1090926,0.9826755,1.0466242,0.78416276,1.1157554,1.1381189,1.1614962,1.1795863,0.89246804,1.3144934,1.1141181,1.141726,0.0,0.49754608,0.95831907,1.3999434,1.4748044,1.2736593,1.1826797,1.4018376,0.8646325,1.265565,0.9950754,1.2849278,0.99826384,1.3252158,0.88871634,0.92144275,0.54720956,1.5405948,0.17725241,1.1310059,0.6370535,1.3477585,0.83797,1.1119678,0.5185143,1.4400201,0.8935653,1.3930343,1.4683878,1.5077275,1.4951509,1.3201683,1.0403214,0.22809637,0.5061428,1.4168185,1.1149547,1.3128353,1.2403818,1.0438595,1.0044643,1.2522027,1.3743612,1.3042357,0.8846292
pants,0.90705496,1.3491888,0.60158515,1.327311,1.1798521,1.3382183,0.943888,0.82648766,0.61568195,1.0336756,0.7478243,0.84894645,1.247776,0.46503806,0.79538053,1.3016825,1.287612,1.3805325,0.9509301,1.2488567,1.0323159,1.1541525,1.1565727,0.93046534,1.1315645,1.103193,0.707065,0.7970076,1.3269384,0.9097097,0.9547158,1.0638442,1.318113,0.62056935,1.2377447,0.7934147,1.3833895,0.97127753,0.75413585,0.8830263,0.98989695,0.95132375,0.7761464,0.840741,1.2987678,0.8361925,0.8923316,1.262538,1.3310335,1.2512747,1.3169266,0.9559108,1.1140096,1.0784259,0.801833,1.2239298,0.69856685,0.75363827,1.1275587,1.0520326,0.8318372,0.45162475,1.0913072,0.18217528,1.2048767,0.96314085,1.0810142,1.1410656,0.84206474,1.1986215,0.97737604,1.0235192,0.924403,0.9402063,1.1207745,1.195121,1.2177798,0.49754608,0.0,1.1211691,1.2301489,1.2572372,1.1294652,1.085793,1.334879,1.0920647,1.242135,0.9012865,1.0872701,1.1023442,1.1853542,0.95384526,0.95329845,0.7197259,1.3855642,0.3737569,0.78942335,0.54317117,1.340651,0.7858001,1.0141566,0.7622867,1.2988439,0.9571424,1.3029809,1.1583049,1.2999458,1.2350835,1.2905446,1.0785474,0.43728995,0.8031049,1.417313,0.8923952,1.2298185,0.99796164,1.2598937,1.2104298,1.2442932,1.243622,1.0839946,0.9910472
paper,0.9578674,1.1926017,0.8474996,1.1553161,1.0266981,1.2419957,0.90843487,0.87345856,0.7726114,0.97126853,0.62422824,0.7281387,1.1423136,0.90512615,0.9999454,0.27648103,1.1585244,0.7282872,0.58766204,1.234766,1.0300893,0.85079634,1.2425724,0.88732904,1.0580767,1.137358,1.0552534,0.7830579,1.0087023,0.946211,1.0933902,1.0223856,1.0729055,0.8813764,1.0219829,0.90398014,1.0891063,0.75266576,1.1179938,1.1415995,0.9304906,0.8194779,1.0755838,1.1609461,0.91211843,1.008347,1.0689348,1.0790577,1.0842589,0.9786436,1.1095272,1.039876,1.25843,0.9567268,1.0529253,0.9230113,1.088459,0.9432363,1.3066467,1.0936484,0.8612281,1.0997872,0.8743814,0.98796594,0.9001023,0.9106467,0.94006264,0.80702853,0.9812044,1.0395397,1.2183214,0.37223744,1.2010915,1.0634911,1.1266435,0.77991426,1.041731,0.95831907,1.1211691,0.0,1.1235787,1.096363,1.209107,0.81958187,1.164415,1.0477965,0.7420293,1.155452,1.2012266,0.8165064,1.0902888,0.9950694,1.1501728,0.9421438,1.1709893,0.9861012,1.1404859,1.0450025,1.182488,1.0140711,0.61142766,0.89090854,1.2256657,0.8554831,0.74017906,1.1924113,1.014444,1.1418447,1.1398845,1.099625,0.9365079,0.7633463,0.8328525,1.1365812,1.0757589,0.5565756,1.0229414,0.67513674,1.1261656,1.2937825,1.2299439,0.89028126
pen,1.1284976,0.31490314,1.3137977,0.46717143,0.76146936,0.75500655,1.1915491,1.3437171,1.4188297,0.7665064,1.3618326,1.034092,0.89692414,1.3283498,1.1730034,1.1348246,0.48335612,1.0357392,1.2925739,0.51510274,1.1757295,1.338496,0.5611378,1.161291,1.1022388,0.35860467,0.9997477,1.281359,0.99482995,1.2850349,1.1376269,1.0895855,0.6335051,1.3995578,0.21921027,1.4919624,0.33668792,1.3191704,1.3369267,1.3792088,1.1901093,0.95368606,1.3560356,1.0651025,0.801629,1.2382395,0.945246,0.55990714,1.1542327,0.26242197,0.625586,1.2136667,0.2157104,1.0173479,1.2079277,1.0653493,1.2634931,1.2203915,0.54591644,1.2103513,1.2173705,1.2445062,1.3344445,1.4287844,0.3558395,1.0957701,1.1565962,1.2514284,1.297941,0.96312344,0.45952123,1.1020973,0.5248114,1.0777123,0.5205454,1.1583464,0.9983227,1.3999434,1.2301489,1.1235787,0.0,0.057277203,0.8031316,0.5624391,0.8013972,1.2621884,0.97330797,1.1786747,0.7613372,1.2935072,0.9219312,1.3795164,1.2163961,1.3759612,0.71276796,1.413914,0.9719652,1.0525388,0.67426646,1.2143549,0.97918785,1.2543185,0.30682385,1.0591744,0.8537646,0.61790824,0.3918965,0.426556,0.39428878,1.3009179,1.4164615,1.4169952,0.8691962,0.7846106,0.840261,1.0490398,1.1461936,1.2995255,0.97880304,0.72227764,0.4826817,1.1542869
pencil,1.1301264,0.34995252,1.3288829,0.5060852,0.73039913,0.6766764,1.2123971,1.4104877,1.4879701,0.77201295,1.401665,1.0068111,0.8191848,1.3742946,1.2449963,1.1006029,0.4838289,1.0536044,1.2685106,0.42397964,1.1686664,1.335416,0.48148048,1.1830206,1.1055859,0.4045571,1.1080225,1.2611604,0.9864018,1.3674749,1.1341302,1.0904963,0.6250851,1.4555706,0.11502862,1.5088933,0.37156528,1.3712337,1.4110855,1.3544044,1.2032177,0.88798046,1.3594259,1.0660598,0.8347049,1.2964067,0.8691472,0.5225074,1.1869895,0.1660552,0.55586517,1.2725352,0.2517637,0.9398662,1.3073125,0.9905846,1.3050671,1.1683526,0.49985516,1.2222384,1.2258224,1.2915977,1.3307273,1.4540691,0.26023602,1.0792662,1.1974683,1.2545142,1.2766634,0.96046436,0.46563756,1.0349406,0.4780845,1.0479215,0.50393724,1.16429,0.98738647,1.4748044,1.2572372,1.096363,0.057277203,0.0,0.74404705,0.5294777,0.7331665,1.3322337,0.92721766,1.2024667,0.6549703,1.3013289,0.8957392,1.3810368,1.2354426,1.3890045,0.5730902,1.479821,0.89652663,1.054423,0.6625384,1.2369401,0.96702474,1.3093247,0.3124783,1.0796297,0.815483,0.5078757,0.24537939,0.44265455,0.4431554,1.2830334,1.457497,1.4858727,0.8601054,0.7017832,0.76663446,0.96357983,1.1522436,1.3016405,0.9446558,0.63923603,0.4383415,1.2180245
