,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,carrot,cat,chair,clock,closet,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,game,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
foot,1.1849288,1.1200321,0.8013445,1.165292,1.281096,0.9246923,0.86937046,1.1286067,1.2017202,1.0916321,1.2533557,0.94238216,1.114894,1.2074736,1.0549647,1.2849555,1.1518867,1.2204312,1.1215173,0.733245,1.2732828,0.94890714,1.2392579,0.68320704,1.1184547,0.6568046,0.92318535,1.1184306,0.94061327,1.2212425,0.97590685,0.99981385,1.1280775,0.92159975,0.5216747,1.2407401,0.964136,1.2908515,1.059824,1.2021585,1.0702821,1.100298,1.2349111,0.6101606,1.1009973,1.161577,0.8695921,1.0811518,0.9496273,0.5889778,0.6906715,0.0,0.8258093,0.98291504,1.2132404,1.1177399,1.1537565,0.6349524,1.2176187,1.0546238,1.0445662,1.0015094,1.1251725,0.89878076,0.985797,1.1182382,0.78155386,1.2068979,1.0040975,1.1338784,1.0748589,1.1947542,0.8951972,1.1102304,1.3320999,0.5400534,1.1433599,0.68167466,0.90836895,0.80405486,0.756419,0.6977064,1.0988384,1.0195199,1.2573622,1.0254604,1.2143316,0.71001256,0.64148057,0.81278026,0.66105354,1.1122849,0.7741518,1.206698,0.9111606,0.9619046,0.9927499,0.9669088,1.0510942,1.2101412,1.0079597,1.2242147,0.7446684,1.143551,0.99852425,1.2273697,0.60029596,1.0157641,1.0444598,1.0127064,1.3212864,0.5101367,0.6965843,1.0487134,0.6565491,1.227289,1.0804242,1.2335925,0.71285355,1.106586,1.1927013,1.2966743,1.0701314,0.70281184,0.54970425,0.9730394,0.71123564,1.2588372,1.3290808,1.0398104,0.515099,1.1070291
fork,1.2439674,1.247507,0.98019606,1.1588719,1.268564,0.98380405,0.89145094,1.1368229,0.7741302,1.0712346,1.3679613,0.95154816,1.23433,1.2509894,1.0613756,1.3424149,1.2291759,1.0414176,0.7687856,0.651579,1.2087963,0.8518481,1.0949802,0.87506187,1.1265911,0.8624046,1.0256096,1.148164,0.6476635,1.0670718,0.87701845,0.86207646,1.3076181,0.87677217,0.5729292,1.2941432,0.8962031,1.1300225,1.2575201,1.3906949,0.773929,1.1064765,1.2825106,0.7112224,0.9986598,1.2747979,0.6663468,1.1914309,0.9562222,0.8728529,0.6528238,0.8258093,0.0,1.0511975,1.2103219,0.89799756,1.2175134,0.6278944,1.2876464,1.1443669,1.1591326,0.7252942,1.15349,1.097699,1.1290755,1.2026435,0.739416,1.3203385,0.7435635,1.1473757,0.5589601,1.0651753,1.0818995,0.8952147,1.4597856,0.7349133,0.9493073,0.78015697,0.79779744,0.9767599,1.0534673,0.92683524,0.8609983,0.9949617,1.2811575,1.3254354,1.0447581,0.62870383,0.5398635,0.5425899,0.97912264,0.9722619,1.0265292,1.3806708,0.8244567,0.8941191,0.75936675,1.0031174,1.0651292,1.1763017,0.6640482,1.2041211,0.81795204,1.1528759,0.82741416,1.2283185,0.6039532,1.195019,0.9886218,0.925273,1.3144255,0.76634955,0.7306762,1.1202258,0.81439275,0.6902183,0.78470725,1.0847927,0.75952005,1.1580391,1.3452673,1.3672016,0.91057396,0.8782901,0.7851691,0.88057894,0.65290153,1.2391346,1.1828821,0.6465219,0.774042,1.0689387
frog,0.37842727,1.1958668,0.6032261,1.0252299,1.3212323,0.78588855,0.8203705,0.81060624,1.0575855,1.3884035,1.1527644,1.0140622,1.3424385,1.2692735,0.42351127,1.1072699,1.2805316,0.87149614,0.9436937,1.0144639,1.1006935,0.8991327,1.0305008,1.033517,1.1069447,1.0453664,1.1909753,1.4085262,0.77559125,1.1057209,1.1282547,0.8047802,1.3320783,0.801932,0.85255516,1.2900283,0.9330181,0.8344102,0.6717125,0.8991213,1.2260716,1.2368901,1.2425381,1.0883296,0.9141199,1.188988,0.9743091,1.0704364,1.016344,0.55080307,0.96994036,0.98291504,1.0511975,0.0,1.0328912,1.0203245,0.89189327,1.046065,1.1099367,0.91823393,1.0918976,0.8529278,1.171636,0.9672657,0.72588015,1.2082795,1.0826763,1.2678837,1.0385544,1.2520844,0.9384111,1.0136389,0.72685814,1.0628173,0.89955825,1.0287513,0.86460674,1.0956734,1.1668693,1.1508701,1.181188,0.99076355,1.2535079,1.094542,1.2913966,1.2882072,1.0237896,0.92647743,0.85843384,0.8267637,0.6707951,0.93624806,0.5856483,1.1510577,0.93463415,0.5975751,1.0048828,0.5571524,0.7794477,1.0462266,0.9425386,1.1090332,0.9191115,1.2550435,0.38348824,1.2951133,0.9263438,1.224647,0.7304931,1.2955208,1.1390513,1.0548368,1.0917373,1.1696396,1.047125,0.96311915,0.7608026,1.0658276,0.73093796,0.8234168,1.219695,1.2453942,0.8094528,1.0662,1.1169466,0.9711699,1.0269573,0.59393144,1.0407839,1.0984002,1.0535197,1.2617328
game,0.74176085,0.94108903,1.1269139,0.8876293,0.9194578,1.1195766,1.1357102,0.92591536,0.9968401,1.0022372,0.56475157,1.0444517,0.90429235,0.8754517,0.97542024,0.61647636,0.8790817,0.45198256,1.1337461,1.2520325,0.5359186,1.1585736,1.1068602,1.2923247,0.8421134,1.2255201,1.0210772,0.95945346,1.154672,1.080213,1.0258262,1.0658517,0.91648257,1.0757754,1.2816434,0.72397697,1.2168953,0.7107251,0.98212147,0.7444655,1.0942783,0.8673103,0.8607546,1.2440995,0.98684955,0.8961997,1.1628717,0.9587265,1.0645586,1.2389481,1.328258,1.2132404,1.2103219,1.0328912,0.0,1.0915604,0.8284397,1.3457851,0.92799044,0.66579235,1.0126427,1.157128,0.9011577,1.1801087,1.0426431,0.89219457,1.2239039,0.8403801,1.0891194,0.9954257,1.2009158,0.93081266,1.0105424,1.1420138,0.8062733,1.2582377,0.9891722,1.2685347,1.28351,1.1363041,1.0853559,1.1941488,1.0365278,0.9809908,0.8338827,1.0277766,0.6523545,1.242606,1.3121368,1.1457139,1.102821,1.1112988,1.1119546,0.88267016,1.1384114,1.16786,1.0100234,1.0507356,0.9377492,0.89537996,1.1796541,0.85726905,1.3094039,0.93070805,1.0542171,0.86957633,1.2808834,1.0203623,1.2231011,1.1202677,0.4185363,1.3277893,1.2237985,1.0891795,1.1398008,0.9991027,1.1076008,0.8774681,1.2374414,0.8312386,0.8908999,0.6145783,0.9206325,1.2575135,1.2125924,0.9677953,1.343285,0.5080899,0.3596208,1.1879823,1.240314,1.0127083
giraffe,1.0917623,1.0276126,1.1428678,0.94673336,1.0294931,1.0780988,0.9816364,1.0629171,0.666443,0.9895594,1.0952035,0.94420123,1.0512033,1.1018788,0.99469495,1.0532998,1.0292424,1.051278,0.84607404,1.0036705,1.1180754,0.9946438,0.9004417,1.0868876,1.0357121,1.0920871,0.8879559,0.95766646,0.8939878,0.7410469,0.6516759,1.0628138,1.053329,1.0368425,1.0631527,1.0022534,1.03595,0.978152,0.9118408,1.034178,0.8082967,0.9661291,1.0674143,1.0368516,0.9727541,1.113325,0.9184102,1.0828531,1.0801198,1.1236137,0.908479,1.1177399,0.89799756,1.0203245,1.0915604,0.0,0.991098,0.94995815,0.9740059,1.0751761,1.0518645,0.82935727,1.0711528,1.0892584,0.94591594,1.1575606,0.88166803,1.213449,0.9604063,0.9888326,0.75407624,0.9406501,1.2754047,0.8457856,1.0627947,1.1754884,0.935089,1.0120053,0.87816256,1.0347354,1.0698318,1.1378224,0.95531654,0.9615201,1.105939,1.2063948,1.0985997,0.97590315,0.9514303,0.93546647,1.0780336,1.0060952,1.1292341,0.97183174,0.9988183,0.9893408,0.91596085,0.8937466,1.1721627,0.91461897,0.85431546,0.9698314,0.9497902,1.0199351,1.0643128,1.0552156,0.9755491,1.2292559,1.0965677,0.8653106,1.0423099,1.0968323,1.071309,1.0168607,0.97381973,1.0792114,0.873063,1.0162171,1.060851,1.1266829,1.1152377,1.1088382,0.9978725,1.1055346,1.0860695,0.9971198,0.895623,1.0733203,1.0164024,0.88323486,1.1485491,0.7624477
glass,0.78435826,1.0581535,0.9476357,0.57824963,1.000763,0.9595827,0.796925,0.73661035,0.9413433,0.9369422,0.92233974,0.8615309,1.0043622,0.93878317,1.0159798,0.8568454,0.8103351,0.8368416,0.9883105,1.1030781,0.77134794,1.1055672,0.84901166,1.2423196,0.9758421,1.183243,1.0969507,1.0920364,1.2423395,1.1186236,0.92039096,1.0619663,1.0154335,0.96105987,1.1560644,0.97836316,1.009266,0.72614694,1.0827167,0.8944905,1.1819705,0.7908015,1.0041572,1.2134647,0.84939545,0.940389,1.2188768,1.0309409,0.9868835,1.0723165,1.2845701,1.1537565,1.2175134,0.89189327,0.8284397,0.991098,0.0,1.2506633,0.8409516,0.4086817,1.047335,0.93757486,0.78742784,1.0353833,1.0093757,0.9657003,1.1683435,0.9146651,0.87932366,1.1164619,1.2252275,0.9831741,0.78609234,1.0628272,0.5776026,1.162981,0.9658742,1.2484354,1.113615,1.0966911,1.0427762,1.1279892,1.1285207,0.9461849,0.960328,1.0138761,0.8425219,1.2285368,1.2210604,0.9741215,1.054752,0.9387518,1.1731417,0.9842949,1.0429112,1.0510328,0.80019057,1.0969114,1.0092735,0.71024704,1.1775512,1.0001174,1.1713578,0.949602,0.9470216,0.97363585,1.2629507,0.9207939,0.9520566,0.89956886,0.87222767,1.2498376,1.2416507,1.146321,1.2973887,0.9355278,1.0991304,1.0159476,1.0764924,1.0251364,1.0094948,0.8293638,0.9052628,1.1963073,1.1758003,0.7276367,1.2774465,0.5752276,0.6058328,1.2080997,1.2013662,1.0846773
glasses,1.427381,1.1660733,0.7827178,1.3095257,1.370538,0.7628668,0.6903259,1.2339246,0.9854448,1.230725,1.5300074,0.8144623,1.4018013,1.3514764,1.1174489,1.5046443,1.3516941,1.3042455,0.7941272,0.5713093,1.4919177,0.8873542,1.0276078,0.67085457,1.3004534,0.6397501,0.9073571,1.3517051,0.76218855,1.101775,0.98452246,0.98474413,1.3682965,1.1227336,0.3594892,1.53337,0.67853117,1.4309223,1.205823,1.2969226,0.9879747,1.3128725,1.3732185,0.46365118,0.9718997,1.2885243,0.556991,1.1224177,0.88434434,0.8768863,0.33681333,0.6349524,0.6278944,1.046065,1.3457851,0.94995815,1.2506633,0.0,1.2580229,1.2642841,0.9810537,0.93834174,1.1055846,0.5465677,1.0792253,1.3078816,0.64836866,1.3798236,1.0127975,1.3554313,0.7283864,1.2037426,1.0174589,0.91592956,1.5205235,0.40662605,1.1856124,0.3856156,0.839275,0.5737421,0.6403606,0.45466864,1.042385,1.1218653,1.3953259,1.2262442,1.3995275,0.58396685,0.32729673,0.5147035,0.9643323,1.1040355,0.9206744,1.3224883,0.82604015,0.79206806,0.97484183,0.98489755,0.8389807,1.1586215,0.60469806,1.3627687,0.65084404,1.1658553,0.8829351,1.3459334,0.5069425,1.1402905,1.0057336,0.9820887,1.4855134,0.3138318,0.5647651,0.9641638,0.55250025,1.1847246,0.8552209,1.339184,0.5973436,1.274252,1.3703847,1.5812234,0.898427,0.36543095,0.41932058,0.9701714,0.6137337,1.2729831,1.4932091,0.9591541,0.27043676,1.1273534
glove,0.86200476,0.6067028,1.2463607,0.90275323,0.75663,1.1022984,1.0474294,0.9270911,0.965173,0.8623823,0.6885243,0.86876374,0.8169514,0.7537235,1.0715764,0.56535804,0.81278205,0.93687636,1.0485708,1.2357817,0.83025306,1.181582,0.868223,1.0009607,0.97819,1.0817573,0.9674419,0.82756037,1.2944826,0.9709722,0.9053371,1.2720193,0.7401185,1.2319719,1.3378237,0.7363118,1.0340029,1.0201784,0.9535975,0.54932,1.1682024,0.906027,0.80167735,1.315453,1.0932299,0.725092,1.2441545,1.0678625,0.8894148,1.0609953,1.2987771,1.2176187,1.2876464,1.1099367,0.92799044,0.9740059,0.8409516,1.2580229,0.0,0.8386207,1.099154,1.087015,0.6736018,1.0111604,0.9753818,0.9628218,1.2765534,0.61906886,1.0195742,0.85737854,1.2200991,0.9967266,1.1015412,1.0090071,0.40661204,1.2746832,1.1369438,1.3221711,0.8329044,1.0861853,1.0161992,1.1901245,1.0112628,1.1417059,0.81346524,0.7320409,0.85141945,1.4234959,1.3156481,1.2304146,1.0798239,0.9646286,1.1386442,0.43426025,1.2209934,1.1724927,1.1379818,1.143342,1.0888648,0.6945234,1.1472517,1.0464895,1.1338645,0.7975135,1.1146395,0.8873264,1.2436221,0.71027434,1.0545491,0.8737663,0.752559,1.0868704,1.2978431,0.52096,1.3095711,0.9553382,1.1246758,0.9119263,1.32183,0.82542056,0.8548715,0.7361091,1.1637399,1.1046252,1.2745075,0.8573097,0.9443035,0.7955355,0.86733854,1.0465792,1.1688591,1.0248028
gum,0.7812674,0.97622025,0.9188423,0.5570487,1.0998752,0.88329625,0.8098529,0.7509421,0.9216048,1.1048571,0.9403963,0.9855235,1.1103607,0.9693711,1.0161103,0.77703255,0.88281536,0.5385952,1.0457058,1.1514246,0.583458,1.0725297,1.0250863,1.2078726,0.9771152,0.982103,1.1257114,1.2222145,1.1314511,1.2305412,0.8616009,1.0583987,1.1047583,0.8240509,1.0287243,1.0431939,0.95330805,0.69958603,1.128641,0.85722446,1.2448852,0.8677938,1.1961833,1.2415236,0.7882647,0.9980477,1.1031446,1.0548844,0.8824716,0.89001876,1.2804446,1.0546238,1.1443669,0.91823393,0.66579235,1.0751761,0.4086817,1.2642841,0.8386207,0.0,1.0998405,0.87034786,0.70389366,1.05617,1.0358241,1.0648818,1.1873398,0.91125005,0.9768735,1.0689569,1.2733165,1.0278621,0.7523309,1.2204535,0.67142665,1.0608573,0.95723695,1.1567266,1.171687,1.1395856,0.9726531,1.0709516,1.0677891,0.8217881,1.0822536,1.1144049,0.67667323,1.18379,1.1607587,0.8976814,1.0087119,0.9471415,1.1779131,0.94129765,1.0634979,1.1723298,0.91483843,1.0797929,0.9513314,0.6771771,1.1829665,1.1885784,1.1913174,0.96335065,0.91937494,1.1295176,1.200767,0.9676861,1.0480291,1.0695026,0.86131144,1.1857829,1.1430297,1.0324038,1.2178,0.8784676,1.1608534,1.0958205,1.1127844,0.986149,1.1914471,0.87518835,0.8144523,1.0843234,1.065962,0.6764841,1.1910096,0.484321,0.61751044,1.2804627,1.0877732,1.1883428
hair,0.90579116,1.0510484,1.1628323,0.96005714,0.6529093,1.1631465,1.2238035,1.0564927,1.2375386,0.9379398,0.806924,1.1409411,0.8674617,0.76345587,0.99538,0.9281049,0.9280853,1.1072025,1.2211239,1.3776838,1.0401686,1.2196779,1.1052383,1.2588003,0.7906834,1.0794007,0.90775126,0.81910884,1.2346172,1.0496087,0.9817552,1.1021422,0.82211447,1.1179152,1.2606333,0.80511177,1.2443804,1.0595576,0.8963197,1.0511357,1.0083061,1.0340554,0.75455713,1.152966,1.1299776,0.8031521,1.1324991,0.14402926,0.98412913,1.1160576,1.1766808,1.0445662,1.1591326,1.0918976,1.0126427,1.0518645,1.047335,0.9810537,1.099154,1.0998405,0.0,1.0856823,0.8306253,0.43049407,0.88094044,0.68873715,1.2076837,0.86772096,1.024992,0.943389,1.2193586,1.0548381,1.0308964,1.008226,0.9071617,1.0012201,1.1395507,1.0818166,1.1701076,0.9094123,0.5950205,0.9941262,1.1379229,0.8886865,0.71277004,0.8621509,0.93283194,1.2070429,1.2119178,1.3023986,1.0659477,1.1627779,1.0907692,1.0583005,1.1690928,1.0659387,1.2827605,1.08111,1.0369384,1.1787744,1.2799844,0.7677456,1.0239991,0.8649703,1.1685516,0.62937,1.1492018,0.8780793,1.0152057,1.1199977,0.8786141,1.2015227,1.1499388,1.2200706,1.1447589,1.1735393,1.1164083,0.9115331,1.1856434,1.0718528,0.6090089,0.82547367,1.2816391,0.96700966,1.0772995,1.1606233,1.257571,1.1918081,1.0990378,1.0652187,1.0637355,0.79522264
hamburger,0.9550081,1.1991352,1.021503,0.9364884,1.2063736,0.96615463,0.857954,0.9678633,0.71932554,1.1497321,1.2516983,1.0247487,1.2323196,1.2231475,0.94894964,1.2124722,1.0747815,0.9823323,0.8721696,0.9323689,1.0838215,0.90664184,0.8874551,1.0137169,1.0554752,0.840125,1.1743319,1.1603844,0.6309979,0.9553216,0.8634912,0.8824419,1.2095623,0.8483181,0.99993056,1.1945913,0.8957167,0.85773104,1.0662088,1.0781436,0.96879804,1.1849784,1.2419785,1.044822,0.8755334,1.1907451,0.8217896,1.1289029,0.93182963,0.857633,0.88000906,1.0015094,0.7252942,0.8529278,1.157128,0.82935727,0.93757486,0.93834174,1.087015,0.87034786,1.0856823,0.0,1.0567542,1.0077348,0.96823674,1.2338434,0.95872056,1.2765539,0.98139685,1.0848538,0.69195795,0.9531096,0.93717456,0.90339506,1.0858148,0.99382615,0.8486872,1.0113233,0.8257201,1.086793,1.0498476,1.0577742,0.9384224,0.86355585,1.2344604,1.2655396,0.93351364,0.92702806,0.8720754,0.9215493,1.0063318,0.88243127,1.1351027,1.0989401,0.9099319,0.78787804,0.8851879,0.9285636,1.0258185,0.95020753,0.88170147,1.1975994,0.7656011,1.1859654,0.96753234,1.2328943,0.8100831,1.218404,0.951459,0.9819185,1.2082027,1.0441692,1.0157207,1.178231,1.0831544,0.7945627,0.79934156,1.0050746,0.96482337,1.0250243,1.2190787,1.205972,0.92270476,1.033808,1.0513391,0.8762444,0.806493,0.975235,1.0476596,0.82420635,1.1143993,1.0559182
hand,0.91861737,0.8278913,1.2396388,0.6977616,0.52616715,1.2224333,1.1405215,0.9026132,1.2509488,0.78266364,0.86478674,0.9958196,0.8720583,0.63253003,1.221908,0.80532175,0.78034985,0.98128396,1.2930504,1.3491371,0.8881543,1.162434,1.0501881,1.1838275,1.0256554,0.8077404,0.85918486,0.96260124,1.3993113,1.234602,0.957684,1.2339067,0.86065924,0.98690844,1.2528234,0.93411946,1.1387105,1.0422769,1.049088,0.8600014,1.1699537,0.7453002,0.82263637,1.222339,1.1411314,0.7717602,1.2441989,0.8226063,0.39389038,1.0501713,1.337055,1.1251725,1.15349,1.171636,0.9011577,1.0711528,0.78742784,1.1055846,0.6736018,0.70389366,0.8306253,1.0567542,0.0,0.9190229,0.9704286,0.8679479,1.3155011,0.55446357,0.74480283,0.8785041,1.3745067,1.0887939,0.951456,1.2505928,0.6050805,1.0551616,1.1300995,1.2086746,1.2161674,0.7706922,0.61189234,0.9142001,1.1802517,0.96924365,0.7535093,0.7260492,0.80180675,1.3730083,1.2882326,0.99921054,1.0216419,0.86990285,1.1585741,0.8541348,1.2374227,1.1883358,1.1101153,1.2274811,1.0020926,0.91622376,1.3589343,0.99694586,1.1400911,0.65372473,1.1789452,0.78318655,1.3185289,0.532359,1.0937153,0.91126233,0.9032862,1.05312,1.276123,0.89159745,1.3515668,0.8756975,1.2278421,1.0067884,1.2635822,1.148626,0.84822917,0.8499862,1.324934,0.7843554,1.0690072,0.6575412,1.3431609,1.0833046,0.88552266,1.1766155,0.9821314,1.0960883
hat,1.1002584,0.9833589,0.7918433,1.0622324,1.0336018,0.6718521,0.66188467,1.0214866,1.1291834,1.1006097,1.1998287,1.0956968,1.2003642,1.0495191,0.9896791,1.2085013,1.1197826,1.2184379,1.0566562,0.9895404,1.2713096,1.0235826,0.96278983,0.9890082,1.1818283,0.78997785,1.0759706,1.1742737,1.0708083,1.1591223,0.9894465,0.99437785,1.1190768,1.1190107,0.89258176,1.2204807,0.8454825,1.1247523,1.0353906,1.0091028,1.1904494,1.2212882,1.0782708,0.89621365,0.841958,1.0962155,0.89388245,0.5668782,0.86528873,1.0053345,0.8725893,0.89878076,1.097699,0.9672657,1.1801087,1.0892584,1.0353833,0.5465677,1.0111604,1.05617,0.43049407,1.0077348,0.9190229,0.0,1.0470499,1.0546423,1.1478378,1.136788,1.1142893,1.2467552,1.0243515,1.1561219,0.8391359,1.0403019,0.9596622,0.72713155,1.0807363,0.7454159,1.0337976,0.71787274,0.4695508,0.56590176,1.1992496,1.1025949,1.0997266,1.0672568,1.1816533,1.0091478,0.88158596,1.004568,0.9357815,1.1081676,0.9857864,1.083275,1.0813078,0.9140782,1.0598314,1.0726634,0.71508586,1.1472179,1.040082,1.1289349,0.8420568,1.029781,1.0215071,1.0509369,0.9907166,1.0357902,1.0318613,1.0548698,1.1901987,0.7278644,0.9854405,1.0282924,0.9441193,1.109879,1.0060265,1.1451683,0.8758203,1.1194528,0.9820043,1.2104143,0.9573878,0.53016365,0.83915603,1.0484145,1.007387,1.0329651,1.2233874,1.1669176,0.6546466,1.1069338
horse,0.68195593,1.0610116,1.1651285,1.101178,0.99351966,1.199372,1.1710455,1.0366,1.1710603,1.0005312,0.96687907,0.9992041,0.9641751,0.92925835,0.78038836,0.96044374,0.9833615,0.99870336,1.1594386,1.2153372,0.9995176,1.1088381,1.0795237,1.0293757,0.91519403,1.0390549,0.94616854,0.9648998,1.0313889,1.1313219,1.0434115,1.0924525,0.94460857,0.9528691,1.222859,0.97164685,1.1367893,1.0794183,0.3350771,0.87864375,1.0576228,1.0216651,1.0520211,1.1611992,1.0762098,0.70995647,1.0662014,0.91010624,0.9917133,0.7392934,1.0680705,0.985797,1.1290755,0.72588015,1.0426431,0.94591594,1.0093757,1.0792253,0.9753818,1.0358241,0.88094044,0.96823674,0.9704286,1.0470499,0.0,0.9470545,1.1190135,0.9161494,1.0244533,0.9571183,1.0643202,1.0291148,1.143844,1.0235724,0.9583189,1.0967053,1.1372766,1.1803539,1.044613,1.0210807,0.9445198,1.1039962,1.1194879,0.95451194,0.98883504,0.92053527,0.96021384,1.1766675,1.1063623,1.2232977,0.86321473,1.1172698,0.5666349,0.90583915,1.066622,0.9777978,1.1710148,0.36887872,1.0578358,1.0540783,1.1923151,1.0403419,0.76902497,0.8832693,1.0877662,0.97176516,0.97009003,0.8784811,1.078197,1.0100408,1.0612507,1.1069833,1.1519997,1.1396333,1.1993665,1.0858847,1.0351506,0.88540757,1.0707104,0.90417004,1.0357461,0.9389869,1.2658327,1.13748,1.1349195,1.1114941,1.0057025,1.0713294,1.1021004,0.9523376,1.1885333,1.0388788
jacket,0.8475269,0.93963826,1.2752085,0.8680706,0.6477057,1.31342,1.404103,1.1344522,1.2111642,0.82014406,0.49124402,0.99241275,0.65884584,0.30051553,1.1040783,0.5834975,0.7597034,0.9395157,1.238806,1.472815,0.7891643,1.3691115,1.1848041,1.150075,0.5018462,1.3106933,0.8420074,0.7202407,1.228082,1.0161614,1.022416,1.2919822,0.7375796,1.1752551,1.3715432,0.6135814,1.3544724,1.0927001,0.9741032,0.9388617,1.0552541,0.78096557,0.35225827,1.2038188,1.2393796,0.54695815,1.3057711,0.6530064,1.1585299,1.2167774,1.3217081,1.1182382,1.2026435,1.2082795,0.89219457,1.1575606,0.9657003,1.3078816,0.9628218,1.0648818,0.68873715,1.2338434,0.8679479,1.0546423,0.9470545,0.0,1.2368474,0.43956935,0.97692513,0.7328404,1.3385516,1.1479557,1.0881333,1.108815,0.83188576,1.1973021,1.220644,1.2708924,1.3061846,0.95534754,0.982847,1.2217247,1.113797,1.0152972,0.21812028,0.556303,0.7699787,1.3332217,1.3655014,1.3415083,1.1254098,1.1853893,1.1095333,0.87834525,1.2818228,1.1999642,1.3307325,1.1595517,1.2140125,0.9732758,1.3535645,0.6883434,1.2444047,0.53916407,1.2032783,0.2129026,1.2448628,0.553771,1.0096669,1.1062168,0.6478053,1.2768948,1.2349322,1.0380331,1.1952816,1.1845078,1.1925137,1.0054857,1.2853227,0.98681,0.39507818,0.60033643,1.3388221,1.2839475,1.2195225,1.1692764,1.370568,1.1433647,0.9935942,1.0897,1.2403003,0.86036503
jar,1.400312,1.0839424,0.853356,1.226335,1.288899,0.85371244,0.9256203,1.2259012,0.7343754,1.31867,1.3289232,0.96069205,1.2135988,1.344594,1.0640773,1.390342,1.2012305,1.1192576,0.46216595,0.560488,1.1919552,0.8948485,0.8396584,0.5429313,1.0947769,0.87084675,1.0575513,1.0578859,0.7209999,0.7028375,1.1767019,0.98879886,1.1807508,1.0648922,0.5893265,1.225146,0.6218142,1.2575066,1.1790401,1.2345176,0.85806084,1.0723776,1.3401735,0.5464853,1.0042131,1.1815317,0.8292842,1.2416741,1.0795747,1.0245446,0.51284754,0.78155386,0.739416,1.0826763,1.2239039,0.88166803,1.1683435,0.64836866,1.2765534,1.1873398,1.2076837,0.95872056,1.3155011,1.1478378,1.1190135,1.2368474,0.0,1.4032552,1.0789151,1.0471262,0.6555522,1.0749066,1.1429698,0.8516935,1.5194626,0.76888263,1.0802665,0.6279918,0.77969766,0.8999707,1.2028989,0.9496925,0.7207422,1.0406808,1.3374984,1.2702904,1.2770447,0.6827966,0.6211327,0.72139645,1.1227884,1.1503673,0.9948364,1.2820877,0.85417414,0.78940105,1.0936487,0.9559446,1.0914967,1.0408903,0.5983823,1.0939345,0.74104536,1.2583966,0.8439071,1.2971735,0.5885475,1.2750689,0.9018299,1.1423424,1.3418288,0.6102907,0.6238649,0.97983456,0.62351525,1.0331465,0.7840532,1.1997398,0.7184705,1.0616593,1.2661846,1.2890555,0.83242345,0.80129504,0.6979413,1.1379882,0.6032283,1.148819,1.3339992,0.7931936,0.77041095,0.93101346
jeans,0.75235856,0.6394987,1.3740723,0.8657925,0.53020513,1.3725638,1.41773,1.0054678,1.28926,0.6167979,0.5118021,0.9140943,0.51364094,0.3265159,1.1855379,0.44133854,0.66640043,0.9019288,1.4366629,1.480794,0.6582781,1.326448,1.1744322,1.0931991,0.7573291,1.2091122,0.83399177,0.63965803,1.4438174,1.1917123,0.9390175,1.2926773,0.55356383,1.1248127,1.4705083,0.60527974,1.3642728,1.0862764,0.94669265,0.77028275,1.12746,0.65166354,0.40391368,1.2819182,1.3034766,0.55200547,1.3878046,0.8004794,0.94040436,1.1622157,1.4980478,1.2068979,1.3203385,1.2678837,0.8403801,1.213449,0.9146651,1.3798236,0.61906886,0.91125005,0.86772096,1.2765539,0.55446357,1.136788,0.9161494,0.43956935,1.4032552,0.0,0.88803416,0.58413893,1.5224781,1.1250085,1.0568521,1.2322716,0.5941854,1.2261397,1.183388,1.4321713,1.2688508,0.9224263,0.90953314,1.2413194,1.0718143,0.98579395,0.3352841,0.22171903,0.680912,1.4678946,1.5021102,1.3866992,1.0488064,1.0648744,1.1097016,0.5765328,1.3038646,1.2839879,1.2321477,1.2359632,1.1317002,0.8635069,1.4465885,0.84348327,1.3052101,0.40849173,1.2815241,0.43742007,1.3918837,0.19940811,1.1645966,0.9092996,0.64889246,1.2309268,1.3732723,0.79398185,1.3871531,1.1015937,1.3467596,0.8536174,1.4319775,0.9598897,0.5076968,0.5169008,1.4132557,1.2287594,1.2666593,0.96307,1.4190857,1.1201755,0.85564405,1.1818413,1.221128,0.99513024
