,alligator,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
gum,1.0229405,0.8657845,0.7418304,1.2876732,0.58943003,0.64452356,0.82594115,0.91668904,1.1833953,1.3047447,1.0583394,1.3114638,1.1054567,1.2011664,0.70772415,0.47632867,0.9295073,1.0360734,0.6698141,0.9954325,1.147531,0.8327161,0.945455,1.0597154,1.1172702,0.61618364,1.21968,1.3545419,1.0297337,1.1946781,1.3363525,0.8761711,0.8074534,1.3772079,0.9623549,0.82138795,1.2519197,0.991887,0.9859756,0.7108661,1.1979855,0.8652415,1.225179,1.1467478,1.3360263,1.0853353,1.049194,0.75445074,1.1526577,0.9409721,1.1683174,0.9666499,0.8553448,1.0129712,0.86238074,1.0650547,0.46289718,0.61819595,1.0884023,1.028804,1.0252359,0.0,1.1932511,0.9527739,0.9699294,1.1901727,1.3911941,0.7248306,1.204065,1.0270295,1.2428565,1.1321259,0.5687667,0.9432463,0.91539073,0.970843,0.9708523,0.90390396,1.0062151,1.0389751,1.1085182,0.944372,0.8259572,0.9696603,1.0092437,1.3174005,1.1713365,0.8707652,0.93200505,0.93595994,0.7945235,0.9853639,1.2450496,0.9186258,1.0785171,0.90790415,1.1433345,0.99911726,0.89753467,0.9536482,0.9101358,1.1811577,0.9199751,1.1051872,0.5476271,1.3297004,0.9869391,1.2702315,0.9197655,1.185679,1.0530996,0.86298335,1.0412596,1.0775138,0.9654334,0.9670516,1.3453763,1.1828382,0.8947991,0.87009203,0.8592666,0.74442786,1.1016784,0.36952335,0.6123987,1.1786262,1.3135257,1.0175979,1.351062
hair,0.9085254,1.1733646,0.9970763,0.8733201,1.1787167,1.2038238,1.0496731,1.2907658,1.0517603,0.9154702,1.2627227,0.93449014,0.7525556,0.8758814,1.0468656,1.1383969,1.2534461,1.2926829,1.0963193,1.1858791,1.2227908,1.2543999,0.9897922,1.1852417,1.0824071,1.0716505,0.9338976,0.9208497,1.188282,0.99521446,0.8226738,0.92624515,1.1281555,0.80397147,1.2176461,1.2160757,0.95070493,1.2579829,1.0037417,1.0462412,0.9097137,1.1574476,1.0046622,0.85944706,0.71487725,0.80825484,1.1188045,1.1208444,0.9213949,0.70326114,0.27568007,0.85428363,1.2153649,1.2111754,0.68919766,1.1385742,1.092408,1.0614954,0.7021888,1.2024,1.0235988,1.1932511,0.0,0.7645651,0.69451797,0.86720324,0.66357225,1.0405248,0.831154,1.224705,0.90685356,1.2128983,1.095974,1.1349783,0.9335052,0.97531617,1.0845262,0.72561973,1.116634,1.3123232,1.0714818,0.6561586,1.1302024,1.1339667,1.0299977,0.65718246,0.902928,0.9387223,1.2592838,1.1915497,1.0852925,1.1617218,1.167137,0.95862967,1.1498992,1.2453074,0.91659784,1.1709785,1.1295239,1.186359,1.1647978,1.0452893,1.0732068,1.1156278,1.2813519,0.6595572,0.8682849,0.7788719,1.2446241,0.990125,0.9991757,1.0524958,1.2856797,1.2131269,1.1444778,1.0041968,0.68614745,0.93826973,1.2051286,0.8070681,1.0370888,0.99063164,1.312865,1.1395851,1.0982759,0.9788647,0.9162651,1.1627461,0.732338
hand,0.7441232,1.3866767,0.62119806,0.44425428,1.2188684,1.3066771,0.98383355,1.2382084,0.87282866,0.8432241,1.361591,0.9736322,0.5696339,0.8328319,0.86430216,0.9644804,1.454027,1.1948911,0.90978956,1.258942,1.3620129,1.2357264,0.9511205,1.3600874,1.3425694,0.9311476,0.89422756,1.0415817,1.358347,1.0481454,0.80759203,0.8697043,1.1344788,0.8527653,1.1314725,1.3518878,1.0401984,1.4111108,0.94589955,1.0014422,0.8954454,1.0212142,1.2410313,0.83195126,0.8998386,0.6530713,1.1762657,1.0466734,0.9307366,0.7691095,0.7603126,0.5189005,1.3731545,1.482626,0.6019103,0.7025166,1.0679672,1.00791,1.0970744,1.1053976,0.97366136,0.9527739,0.7645651,0.0,1.2392303,1.0641177,0.7875675,1.1128635,0.54409105,0.8820381,0.99020517,1.4185902,0.9765357,1.0183243,0.47463655,1.1154555,1.2129061,0.8868853,1.3371613,1.2734399,0.98948294,0.6470213,1.3048193,1.1638974,0.95406413,0.7503526,0.70739126,0.7344792,0.89926696,0.7411356,1.1772411,1.0553801,1.1344274,0.7932486,1.3948299,1.142401,0.8113892,1.1624073,1.0460505,1.3081357,1.2721841,1.2075394,0.9100578,1.3206664,1.1007581,0.7831604,0.74477553,0.81677204,1.2826526,0.717295,0.86596036,1.0278062,0.9691515,1.3467884,1.2691302,0.9221783,0.78619367,0.733816,1.4011296,0.8001373,1.0741327,0.6521621,1.2427435,0.9985133,0.8365714,1.0624833,1.1403714,1.2965912,0.9901824
hat,1.3502185,0.61407566,1.3156171,1.3701713,0.66945994,0.66331255,0.9595044,1.0576302,1.4168699,1.4912426,0.69620484,1.4518561,1.3539102,1.3763386,1.3106546,1.1360878,0.5387163,0.8759539,1.358069,0.6009279,0.70915836,0.8724666,1.115469,0.62730515,0.78107584,0.91169643,1.1843961,1.3495122,0.7425994,1.2517402,1.2063159,1.1720881,0.92548305,1.3705499,0.82053566,0.59742785,1.4746668,0.5409272,1.158736,1.0602739,1.2850004,0.89815325,1.0238972,1.3210557,1.241556,1.1407995,0.51258504,0.6404416,1.2040452,0.7640365,0.9870982,0.7733055,0.62029696,0.4798885,1.0119253,0.8986531,0.91049844,1.0040059,0.33149874,0.6302521,1.178799,0.9699294,0.69451797,1.2392303,0.0,1.2605019,1.3052049,1.091128,1.3608916,1.0663221,1.4115503,0.7255115,1.1047087,1.0995914,1.2324388,1.0566547,0.8921457,0.8838672,0.54335463,0.77513933,0.7723669,0.8388264,0.58722043,1.0949428,1.0717841,1.3180397,1.2537214,1.459515,0.7905961,0.8314855,0.6600417,0.9487566,0.7802092,1.2775729,0.6014741,1.0657119,0.9325323,0.8231203,1.1104137,0.7110872,0.6001313,1.048198,1.3602979,0.51918495,0.90198183,1.3046476,0.95430446,1.1709278,0.8943532,1.4619014,1.4163418,0.5052022,0.8749653,0.77036357,0.53333354,0.93485385,1.3407841,1.5645413,0.5229987,0.4910431,0.6662346,1.3879724,0.8286944,1.0779129,1.4018326,1.1986585,1.0431318,0.44720024,1.205648
horse,0.5981281,1.1834314,1.045488,0.85310745,1.163707,1.227351,1.1262068,1.1879135,0.7999907,0.6755018,1.2575082,0.75695264,0.76243126,0.69579595,0.8953812,1.1528513,1.3381135,1.3049018,1.0146501,1.2981191,1.240327,1.2073339,0.78730404,1.3751423,1.0167676,1.1940277,0.55687267,0.7800976,1.2526772,0.83721334,0.69253373,0.878177,1.1002233,0.60627466,1.2329767,1.3413122,0.6688256,1.3575644,0.72954404,1.0968926,0.40959537,1.071993,0.981802,0.84282994,0.7022828,0.9139252,1.3299115,1.3300122,0.65753347,1.1001892,0.76634884,1.3509142,1.2113576,1.2720464,0.9790628,1.4036855,0.9476716,1.0830842,1.295367,1.3139567,0.73247296,1.1901727,0.86720324,1.0641177,1.2605019,0.0,0.61306214,0.82521814,0.8171418,1.3058904,0.6933256,1.1410943,0.90944535,1.0987952,1.0264822,0.82343996,1.2210968,1.0480598,1.2116369,1.2664024,1.2572953,1.1934313,1.2866147,1.0955696,0.7709765,0.6792131,0.94185174,0.78621864,1.4850223,1.4644995,1.200539,1.1664046,1.1913627,1.0525842,1.185663,1.1917719,0.7441484,1.0864477,1.0862947,1.2971076,1.2835937,0.9851188,0.69174874,1.073105,1.2048433,0.68946886,1.0233952,0.8564627,1.2542543,0.87875855,0.6819334,1.3945026,1.3611814,1.2322239,1.2950746,1.2028362,0.67668015,0.76009274,1.263708,1.3425686,1.3044091,0.92487776,1.2368461,1.0385731,0.98065925,0.8316478,0.92405033,1.3509121,0.7108661
jacket,0.72320837,1.3697029,0.9709636,0.5889378,1.4089444,1.4501889,1.2305753,1.2783072,0.5979656,0.35485202,1.287086,0.61556,0.35653275,0.44147855,0.7804928,1.1616404,1.5316349,1.3619704,0.88380694,1.5399599,1.3185408,1.313299,0.9403258,1.4724058,1.2018933,1.332391,0.614033,0.5715463,1.3802376,0.71998215,0.29020095,0.96442336,1.3386323,0.39402622,1.4634109,1.4961262,0.48828703,1.4805135,1.0702181,1.1033279,0.7723191,1.2460395,0.9674112,0.6928014,0.43922806,0.9089257,1.4492087,1.4613714,0.68874454,1.097236,0.5186272,1.1876218,1.4204249,1.4972537,0.92890346,1.3004724,1.3000923,1.2199435,1.3083472,1.2667544,0.86979544,1.3911941,0.66357225,0.7875675,1.3052049,0.61306214,0.0,0.9537019,0.3935449,1.2389513,0.56032854,1.3336549,1.1341534,1.1181719,0.9066206,0.94050366,1.2009374,0.96448976,1.3307369,1.4049625,1.2118745,1.0715772,1.4648684,1.0623926,0.7797742,0.27906418,0.56508154,0.62590814,1.4782158,1.3848535,1.3874929,1.3223583,1.1920428,0.99813616,1.4147019,1.1766126,1.0829084,1.2250853,1.1006111,1.4277133,1.3893735,0.949403,0.72562695,1.3992665,1.3949981,0.19050068,0.9410738,0.60111463,1.2644062,0.564397,0.540195,1.4374359,1.4153049,1.2746155,1.4028043,1.1089758,0.19439662,0.48596013,1.3902783,1.3350934,1.3650361,0.7931775,1.3133204,1.1266979,0.90086144,0.7670965,0.81382173,1.4972162,0.47716606
jar,1.0076379,1.0583701,0.82930756,1.0981278,0.9788886,1.0435685,1.1190704,0.8477324,0.9758302,0.9876011,1.0832018,1.0332085,0.8664565,1.0110689,0.6519257,0.65455496,1.0799453,1.0669411,0.6372296,1.2234814,1.1297605,0.8380011,0.94624346,1.1983395,0.95417583,1.0910352,0.9414026,0.98216236,1.1300658,0.88996893,1.0179578,1.0726495,1.1379128,1.0093658,1.2492429,1.1306676,0.84339106,1.0630792,1.0741799,0.7620369,0.9632131,1.0327513,1.0188234,0.9462834,0.94117033,1.1176498,1.2264838,1.1596119,0.91572094,1.0952394,0.98684394,1.3023669,1.0795219,1.1367605,1.1228566,1.2000394,0.9222803,0.68531054,1.2140218,1.1747612,0.94034785,0.7248306,1.0405248,1.1128635,1.091128,0.82521814,0.9537019,0.0,1.0970131,1.1894642,0.8752208,1.0771863,0.78178006,0.9412706,1.1003591,0.829633,1.0970569,1.1265919,1.1081347,1.2053729,1.2509344,1.1464117,1.1623785,0.9433432,0.94385815,0.9499196,1.1610779,0.71586823,1.2529922,1.2370448,1.1038063,1.1164398,1.2141674,1.0611143,1.0941113,1.0177317,1.0846989,0.93372965,0.9476359,1.0019535,1.137948,0.9183971,0.833836,1.1308198,0.9477791,0.96752995,1.0426837,1.0939125,1.1071668,1.0342737,0.86825264,1.2683973,1.1768817,1.0482222,1.1732824,1.0591599,0.9603571,0.9778281,1.005187,1.2899185,1.2069963,0.7557974,1.2473001,0.5580065,0.6780842,0.89905643,1.0865651,1.2173603,0.9456176
jeans,0.5648025,1.4334965,0.7845014,0.48694694,1.3708653,1.4668111,1.0731975,1.3372549,0.6552973,0.41250443,1.3938725,0.6075202,0.41608542,0.39185584,0.8031,1.0224887,1.5755633,1.3194923,0.8229319,1.4371082,1.37286,1.3777374,0.9023613,1.3785554,1.3559637,1.1324801,0.66056097,0.7423401,1.4500244,0.98238474,0.49701232,0.79983413,1.2830387,0.46469748,1.3420222,1.451121,0.7211909,1.5094185,0.9773966,1.1180661,0.7159759,1.1257732,1.2478317,0.61756116,0.6875343,0.58496445,1.3152637,1.3323584,0.7499355,1.0671238,0.7752215,0.9528372,1.4399806,1.5952672,0.87705725,1.1392574,1.1953125,1.2286155,1.3019624,1.2069736,0.93605924,1.204065,0.831154,0.54409105,1.3608916,0.8171418,0.3935449,1.0970131,0.0,1.0349317,0.73899364,1.5287125,1.0906284,1.169164,0.5214063,1.1050739,1.2083796,1.0018272,1.4294677,1.2661748,1.0631813,0.84435785,1.4177914,1.1003484,0.76089215,0.45773602,0.2937287,0.66406274,1.2644536,1.1604267,1.2381222,1.18715,1.0486656,0.88730025,1.5195574,1.1494485,0.93750185,1.2301298,1.0368965,1.3337837,1.3939252,1.1731203,0.68457645,1.454711,1.2678362,0.4848436,0.5907567,0.56554794,1.2505,0.55210423,0.5946691,1.1650721,1.3023082,1.4377733,1.4586968,0.93377614,0.46046895,0.42866743,1.4474351,1.082512,1.2877135,0.70991594,1.1354253,1.0946378,0.8422667,1.015183,0.86070997,1.4369078,0.8245578
knife,1.0999647,1.0664787,1.0262104,0.9350609,1.0746882,1.0569936,0.9130378,0.95355666,1.0613467,1.0967904,0.7005409,0.97943157,1.1999985,1.1419861,1.1168213,0.9023762,0.92281044,0.88505363,1.0409063,0.9220419,0.6211252,0.95958793,1.103843,0.77264553,1.0372609,0.83322996,1.0621172,1.040282,0.83970577,1.0638354,1.1329352,0.786981,1.1298783,1.1654441,0.86084855,0.774366,1.1148705,0.89681786,1.0590155,1.0448769,1.1996421,0.96872437,0.9854607,0.91640997,1.283186,1.0144482,0.8729807,0.9304023,1.1380423,1.0220121,1.290117,0.8266827,1.0046749,1.0048746,1.0953146,0.45125663,1.0890106,1.0358609,0.96009547,0.8449017,1.0906668,1.0270295,1.224705,0.8820381,1.0663221,1.3058904,1.2389513,1.1894642,1.0349317,0.0,1.1038706,0.81238717,1.1177442,0.9594638,0.9299352,1.1843431,0.86542284,1.1917611,1.0220073,0.88476676,0.741405,1.0292972,0.9717862,0.93953,1.1605827,1.2763066,0.91489244,1.1025952,0.40428042,0.49584508,0.933764,0.848109,0.7390457,0.9023723,0.9058423,0.927382,1.0311207,0.9535812,0.8744906,0.8762889,1.0140299,0.98347545,1.1126478,0.93328065,0.8303722,1.2412032,0.9472942,1.1001318,0.7074115,0.9851619,1.0328153,0.84557885,0.41151327,0.84902287,1.0362127,0.8204571,1.239032,1.0337595,1.0614448,0.95769495,0.94453055,0.84357494,0.7871482,1.1784897,1.0651298,1.1889095,0.7707549,0.8353472,1.1964934
ladder,0.63358057,1.3825848,0.82088935,0.78280306,1.3818164,1.4646442,1.2651601,0.9433895,0.70531297,0.45087588,1.3004441,0.3331114,0.648526,0.54451364,0.67324555,0.92292756,1.4326874,1.2331382,0.61441946,1.5268989,1.1546438,1.1273594,0.76923275,1.2766415,1.0562333,1.3740392,0.8776809,0.3229339,1.2451982,0.6698254,0.71981996,0.9199387,1.3256798,0.46029723,1.4536445,1.5196491,0.2506737,1.4047909,0.88712996,0.95558846,0.6788655,1.0996431,0.7391835,0.65533626,0.6143924,0.8575214,1.5188487,1.4772867,0.7664682,1.1897091,0.8260023,1.4030002,1.4760683,1.4230276,1.0469872,1.2961226,1.1931432,1.0124196,1.433023,1.2793168,0.80719805,1.2428565,0.90685356,0.99020517,1.4115503,0.6933256,0.56032854,0.8752208,0.73899364,1.1038706,0.0,1.1081922,1.1931016,1.0028443,0.9574524,0.86721706,1.2522916,1.1986701,1.4152638,1.2894897,1.2727312,1.1981479,1.5019555,0.9062359,0.92224663,0.5832703,0.92015356,0.6174537,1.465323,1.4375603,1.3902501,1.2625544,1.1156242,0.97060984,1.212486,1.2412633,1.0630407,1.1201123,0.95848167,1.2780275,1.3974371,0.71333635,0.74010664,1.3732245,1.2404065,0.6158344,0.9809603,0.69345367,1.1562327,0.74242866,0.62304515,1.5790963,1.353476,1.1696671,1.548268,0.8362001,0.5744944,0.42909634,1.4319949,1.5244712,1.4336237,0.7453632,1.2472492,0.9490572,0.6667559,0.750391,0.6283408,1.4971132,0.52078205
lamp,1.3163123,0.83062166,1.2883613,1.2722054,0.78850067,0.70062137,1.1023358,0.5687235,1.1775227,1.3553696,0.47228533,1.0904619,1.410219,1.445121,1.2482059,1.1181748,0.63289326,0.6763282,1.2010974,0.8461845,0.45226812,0.68000305,1.1027819,0.6344638,0.69777143,1.0833278,1.1991936,0.96794116,0.47129494,0.9660221,1.2188779,1.1528431,0.8582113,1.2700934,0.84876895,0.8057245,1.1036707,0.5631292,1.1304964,0.81398743,1.1617662,0.85774356,0.5094483,1.2103705,1.1750611,1.3436884,0.8180299,0.80269533,1.1216217,1.0641031,1.2804375,1.1484414,0.79804015,0.519621,1.2582008,0.7761303,1.0005082,0.938555,0.90804684,0.74921167,1.0852561,1.1321259,1.2128983,1.4185902,0.7255115,1.1410943,1.3336549,1.0771863,1.5287125,0.81238717,1.1081922,0.0,1.2213348,0.8938879,1.3594158,0.9321647,0.94706416,1.1711794,0.80010486,0.67515785,0.8828555,1.2843934,0.83433694,0.7916671,1.1560764,1.3174219,1.4160088,1.2898778,0.787014,0.884361,0.93650997,0.8759246,0.69506127,1.2747008,0.47862083,0.9450772,1.1523361,0.7691603,0.95572555,0.7624094,0.902986,0.65207875,1.2672572,0.4905995,0.7499653,1.3157786,1.1511493,1.302596,0.92853236,1.2189528,1.3198057,1.0081444,0.6426307,0.5124733,0.83534694,1.0047833,1.271097,1.3705764,0.61037755,1.0928575,1.0052109,1.2525933,0.7703983,1.1315883,1.2565542,0.9574957,0.81973004,0.75889623,1.0654066
melon,1.0046374,0.9184494,1.014844,1.0920861,0.88332635,0.8656198,0.73341537,1.0679733,1.1261587,1.143601,1.1281719,1.2254164,1.0816474,1.1640959,0.936008,0.9184738,0.97097707,1.0339619,1.0227587,0.86634237,1.1359185,1.0876215,1.1094273,1.0232636,1.0465732,0.8012798,0.88160574,1.2282046,1.071214,1.0718167,1.0885588,0.9438913,0.8946033,1.1551232,0.92077094,0.9618763,1.1210477,1.0432769,0.96416134,1.0321845,1.1028194,1.073875,1.1789079,1.0635561,1.1700122,1.0983096,1.0054115,0.8752101,1.1086853,0.9503569,0.9922994,0.9636518,0.9937412,1.0408214,0.7381467,1.1132646,0.7166406,0.7757231,1.0075629,1.141653,0.894659,0.5687667,1.095974,0.9765357,1.1047087,0.90944535,1.1341534,0.78178006,1.0906284,1.1177442,1.1931016,1.2213348,0.0,1.0826275,0.96938944,0.92768246,0.8563711,0.8844228,1.0012658,0.9779235,1.0729958,0.95999205,0.8913526,1.0788804,0.88323075,1.1376168,1.0179636,0.94060785,1.0674845,1.0417957,0.8330361,0.7312366,1.1781616,0.8904112,1.1097035,0.94877726,1.0196859,1.0571814,0.9611263,0.91118,1.0206316,1.1734087,0.9727043,1.0554323,0.9272742,1.1318029,1.1163778,1.1965225,0.94714487,1.1052943,1.0496761,0.91749215,1.0996938,1.0294666,1.0198836,0.9973906,1.1451225,1.1627965,0.8476795,0.9616892,0.9045393,0.8618673,1.0273105,0.83659863,0.9709099,1.0027773,1.23822,1.0209066,1.122113
milk,1.1534065,1.01872,0.7409267,0.9391055,0.9052954,0.9565331,1.0805396,0.7457846,0.91050863,1.0703803,1.0103519,0.99682176,0.9911787,1.0880387,0.8935315,0.9812579,0.76744914,0.79403937,0.8568501,1.168322,1.0203983,0.22089255,0.92475516,1.0273104,0.9130693,1.1321023,1.1485913,0.9370837,1.0718963,1.0073931,1.0782009,1.1340514,1.0885353,1.1103486,1.1510258,1.1075269,1.0172831,0.77446586,1.0870167,0.8271206,1.0622759,0.94595534,0.9360997,1.1121557,0.98376346,1.1826744,1.1510575,0.9915627,1.0552317,1.1228706,1.1566355,1.1864502,1.0820739,1.1047399,1.1219645,0.8638369,1.041421,0.82433295,1.2129226,0.9126201,0.9446796,0.9432463,1.1349783,1.0183243,1.0995914,1.0987952,1.1181719,0.9412706,1.169164,0.9594638,1.0028443,0.8938879,1.0826275,0.0,1.0761662,0.8786767,1.1015974,1.1003892,1.1115248,1.0122669,1.1056217,1.1810713,1.0314648,0.8345637,1.083877,1.0372407,1.2480234,1.0033772,0.98607814,0.9643699,1.1586034,0.99097127,1.0404788,1.1160923,0.9788252,1.0304428,1.0699903,0.9484152,0.94717914,1.0188947,1.0489389,0.7989812,1.0262709,1.0574847,1.003179,1.0466919,1.0951159,1.0105693,0.98914456,0.95156944,0.94876355,1.2131671,0.80162424,0.9326098,1.0985625,0.9771539,1.0132858,0.9918402,1.0730447,1.1790957,1.2335365,0.89613044,1.0718492,0.89021045,0.87967503,0.97999614,1.015761,1.1493056,0.9585827
mitten,0.4926207,1.3913014,0.66343117,0.65760636,1.2013901,1.3115029,0.97568125,1.1629536,0.8716121,0.7651445,1.3753033,0.8269292,0.6143297,0.60651946,0.9096354,0.9952439,1.433101,1.1536924,0.92561555,1.2624195,1.3392997,1.1972747,0.7431332,1.3143811,1.3130538,0.9339314,0.75565326,0.97019166,1.2051172,1.1234956,0.84212536,0.67459106,1.002055,0.78732765,1.1282954,1.3798854,0.9411464,1.4275094,0.862256,1.0291076,0.81843376,0.95250344,1.2447555,0.81658304,0.99253184,0.43113762,1.197818,1.1807152,0.91449815,0.90649045,0.9275758,0.8876057,1.3166444,1.3816319,0.68437105,0.8899013,0.91348076,1.0057244,1.266581,0.98099506,1.0327772,0.91539073,0.9335052,0.47463655,1.2324388,1.0264822,0.9066206,1.1003591,0.5214063,0.9299352,0.9574524,1.3594158,0.96938944,1.0761662,0.0,1.0808449,1.2184021,0.9276757,1.378396,1.0618489,0.9156019,0.84203225,1.2976369,1.115649,0.78657675,0.8632109,0.641577,0.76055956,1.110197,1.0239112,1.0834763,1.1075292,0.9979043,0.7313092,1.3563912,1.0946107,0.9033833,1.1570874,0.9120416,1.2075584,1.2908266,1.2310588,0.8674848,1.2398062,1.0992455,0.9144725,0.50917524,0.7466238,1.2712998,0.7368686,0.8641293,1.0435938,1.0590802,1.3859088,1.3512241,0.99042577,0.9198031,0.6478709,1.2848787,0.92369026,1.2123969,0.7466047,0.9467732,1.0125536,0.8745105,1.1750795,1.0440121,1.3051742,1.0085772
motorcycle,1.0411302,1.0527247,0.9327067,1.1002784,0.9598179,1.0492003,1.103129,0.9005309,1.0835809,1.0490394,1.0434284,0.9487017,0.96653295,0.99537414,0.969034,0.98057264,1.0011009,1.0071425,0.8898667,1.2155049,1.121193,0.8406904,1.064145,1.1311443,0.7777161,1.33656,1.0738801,0.8984782,1.0240948,0.93223965,0.9241609,1.0592064,1.0243003,0.964455,1.1642431,1.2265853,0.92264116,1.0196723,0.8441574,0.775521,0.8572901,0.74734443,0.8729584,1.035517,0.9133945,1.0749806,1.1733975,1.1217881,1.030552,1.1705779,0.8851233,1.3411222,1.1624969,1.0506483,0.92112905,1.1842654,0.8378139,0.91533923,1.1786752,1.0221714,0.8898312,0.970843,0.97531617,1.1154555,1.0566547,0.82343996,0.94050366,0.829633,1.1050739,1.1843431,0.86721706,0.9321647,0.92768246,0.8786767,1.0808449,0.0,1.1644309,1.0831662,1.0868967,1.0806897,1.2173661,1.1627482,1.113577,0.9494901,0.9456255,0.89525926,1.2343713,0.8983995,1.2979773,1.2524145,1.2036633,1.2373854,1.1270825,1.0315118,0.8848949,1.168276,1.0640212,0.82715964,0.81707364,1.0394008,1.1093678,0.7364339,0.8953399,1.0192127,0.927327,0.9386326,0.98679256,1.057468,1.1300585,1.0899981,0.9427225,1.2692926,1.1327306,1.0764176,1.1567712,1.0053598,0.8962364,1.0004901,1.0406746,1.2979087,1.2388624,0.767839,1.1283047,0.7191845,0.90177166,0.9650017,0.8421957,1.110762,0.915628
mouth,1.2297671,0.78958094,1.2087152,1.2945226,1.0649892,0.880235,0.9890896,0.9862355,1.2373874,1.2181183,0.6098095,1.1937408,1.3441112,1.2836652,1.21206,1.0560308,0.7714009,1.0029325,1.1653472,0.80066276,0.6060318,1.1004751,1.2059067,0.4720102,1.0797304,0.749992,0.9327825,1.189452,0.6853218,1.1364797,1.1446402,1.1125617,1.0392042,1.1982031,0.80231655,0.48359346,1.2054604,0.773918,1.1419421,1.2070221,1.2645526,1.1629333,0.955014,1.1504991,1.1960669,1.2021594,0.6277474,0.91544867,1.209332,0.99916565,1.1587619,0.74495304,0.70233655,0.71706206,1.0115794,0.94765866,1.0805448,1.0401952,0.6538861,0.875288,1.0471342,0.9708523,1.0845262,1.2129061,0.8921457,1.2210968,1.2009374,1.0970569,1.2083796,0.86542284,1.2522916,0.94706416,0.8563711,1.1015974,1.2184021,1.1644309,0.0,1.0521064,0.6235975,0.9676632,0.76992345,0.97456473,0.7545559,1.0880836,1.1665423,1.2803541,0.9322551,1.2662256,0.6357182,0.7541996,0.8589215,0.84839135,0.82238585,1.0753762,0.89315224,1.0073961,1.0008838,1.1829315,1.098342,0.6885799,0.7149131,1.039748,1.2179805,0.96937126,1.0520413,1.2472678,1.1233356,1.1373687,0.55505526,1.2419943,1.2184948,0.5994928,0.9571276,0.60769945,0.6766153,0.96570265,1.251784,1.2765511,0.9185328,0.7123468,0.49908674,1.2387462,0.8977799,1.1318302,1.178108,1.0126835,0.93593776,0.63600165,1.0435513
muffin,0.9943077,0.9717261,1.0449232,1.0217705,0.8338762,0.80305696,0.82299924,1.1568868,1.0871514,1.0945728,1.1968333,1.1417999,1.0767474,1.0790496,1.1594994,1.1516111,1.0852386,1.0456027,1.2031207,0.7521496,1.2339615,1.172241,1.0964522,1.165959,1.2033813,0.8140454,1.0651692,1.1444392,1.1167914,1.1552783,1.1114627,1.0242785,0.5434249,1.0830607,0.725554,0.99178416,1.1785212,1.0831589,0.9721526,1.0684464,1.0143768,1.072242,1.1987472,1.0807369,1.0791634,0.97403127,0.83752406,0.7673042,1.0511135,0.6801163,0.6050733,0.7264208,0.90619606,0.9328284,0.6800523,1.1182247,0.8809428,1.0565096,0.775936,1.1957574,1.1903725,0.90390396,0.72561973,0.8868853,0.8838672,1.0480598,0.96448976,1.1265919,1.0018272,1.1917611,1.1986701,1.1711794,0.8844228,1.1003892,0.9276757,1.0831662,1.0521064,0.0,0.95934767,1.0344537,1.111522,0.6687379,0.82776594,1.0667628,1.0947734,1.0643008,0.8867935,1.0276692,1.0939878,1.0772483,0.907606,0.95415103,1.2168589,0.7497271,1.1596612,0.8980224,1.0450163,1.080431,1.0651809,1.1372921,0.95980215,1.2148032,1.1136992,0.87991893,0.9911908,0.9737185,1.007597,1.0549821,1.0344744,0.9962877,1.0884634,0.80534613,1.0706233,1.1472051,0.75148916,1.1869222,0.97507,1.1110531,0.9033607,0.7227034,0.8453171,1.1336453,1.128814,1.0125222,1.0948464,1.113832,1.1849649,1.0280076,1.0394115
