,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,book,bottle,bowl,box,bread,bucket,butterfly,can,car,cat,chair,clock,closet,comb,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,ear,egg,eye,face,finger,fish,flower,fork,frog,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pillow,pizza,plant,plate,pony,purse,radio,refrigerator,sandwich,scissors,shirt,shoe,shorts,shower,sink,slipper,soap,sock,soup,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window,zebra
motorcycle,0.9931004,1.1003113,1.1384331,0.8529489,0.9685653,0.85250986,0.91264814,1.1489809,1.1293191,1.082884,1.1079986,1.1232319,1.1008786,0.9225808,1.043551,0.88931066,0.9506103,1.0673685,0.89259326,0.9063057,1.1068723,0.93616134,1.1634325,1.0599798,0.75372046,1.109399,1.1686468,1.2081817,1.0628154,1.0716996,1.0016056,1.0042307,0.8952707,0.9194457,0.71808356,1.1393316,0.98038846,1.0850011,1.182131,1.0518019,1.1159865,0.9279622,1.1784534,1.0157788,0.95027894,1.1043246,0.6214177,1.0371957,1.1422011,1.000054,0.81961393,0.97775775,1.0955187,0.8571405,1.1955903,0.87735254,1.0221217,1.0225753,1.0348268,1.0763175,1.0241232,1.1029361,1.0270978,1.1365256,0.96139705,0.96880573,1.0299001,0.0,0.8289592,1.1618273,1.1578379,0.94734865,1.2212104,1.1302034,1.110002,0.7090716,1.144126,1.1264848,0.96809125,1.0972301,1.045652,1.1471412,1.0276222,0.8119173,0.9329149,0.86875886,0.91203564,0.9661796,1.1893417,1.023611,0.8799134,1.0242183,0.9540074,1.0034016,1.0186626,1.0784922,0.97062004,0.87449485,1.111518,1.0807248,1.0673981,0.8839544,0.28049028,1.0966479,1.1431023,0.8911913,1.1926597,1.207001,0.97869194,1.1716906,0.7661589,1.0154122,1.048676,1.1033374,1.142328,1.184592
muffin,0.93128186,1.1684074,0.94152135,0.8229197,1.0304226,0.5715126,1.0618032,1.023783,0.9334607,1.2774727,1.0172782,0.8246349,0.8726449,0.7491094,1.2776564,0.78366077,0.69859827,0.76654583,1.0251135,1.0329635,1.3436186,1.101477,1.1814657,1.31769,1.1221341,1.3035262,1.104886,1.0095576,0.76526356,1.2189612,0.9236481,1.2989522,1.1916622,0.946389,0.6255888,1.2421612,1.1044596,1.0336548,1.0231898,0.9835001,1.0500743,0.91361713,0.9952128,1.1057975,1.007751,1.2236238,0.6088672,1.0563323,1.2840056,1.1615016,1.0191736,0.9525841,1.0409156,0.88750404,0.9137079,1.0017922,1.1453223,1.0962204,0.9568681,0.93213284,1.1359518,1.059149,1.3033034,0.9785548,0.8111741,1.0349733,0.8277778,0.8289592,0.0,1.2501684,1.2438563,1.1071779,1.1665641,1.2279218,1.0142984,0.9089465,0.9391187,0.9017885,0.7270611,1.264761,0.8889165,1.0607315,0.7834995,0.96902066,0.8403219,0.9520085,0.8486897,1.1769459,1.1837393,0.6482645,0.6322758,0.9849602,0.86038655,1.0479792,0.99437153,1.0398756,1.1339281,1.1158435,1.0189158,1.1669159,1.0733374,0.976814,0.78043103,0.97726446,0.79585814,1.025506,1.1212119,1.2728739,1.1607755,1.1994568,0.594655,0.7651409,1.3275633,1.2697804,1.2072048,1.1283538
nail,1.3213857,0.16304398,1.4282155,0.9255478,0.5130625,1.2229614,1.2022128,1.3884466,1.493563,0.522106,1.3212813,1.3229716,1.5253892,1.2097445,0.41368425,0.98718613,1.4373677,0.80158865,1.0659559,0.6179059,0.45909488,1.0342371,1.0988879,1.0930938,0.75016177,1.0965902,1.191833,1.372041,0.83158094,0.26109874,1.5124809,0.6158269,0.7801568,0.97804916,1.2417789,1.2008531,1.1820192,1.0065256,0.8223658,0.6175246,0.78753406,1.1538386,0.85285664,0.6568189,0.5177431,0.49062228,1.121002,1.2156637,0.49330437,0.4415567,1.141313,1.1123114,0.9865297,0.9272941,1.1948233,0.8775113,1.0810525,1.1618271,1.2559588,1.4310423,1.0423378,1.2748914,0.80889994,1.1367205,1.3058181,1.1476059,1.408137,1.1618273,1.2501684,0.0,0.67230284,0.622394,0.68225545,0.31462812,1.2701746,0.98120475,1.4181488,1.3639114,1.3865305,0.40285224,0.90459025,1.217935,0.8008052,0.8863259,0.88434875,1.0411179,1.3988669,0.760484,1.3107347,1.1009493,1.3577962,1.321836,1.50611,0.6984865,1.2469867,1.2190444,0.38102514,0.9782512,1.1890434,0.6664498,0.7283784,1.12084,1.2918385,1.2974613,1.5190017,0.7896267,0.5706935,0.15482509,0.6652202,0.54877007,1.3057394,1.2081023,0.74422324,0.19648343,1.1547658,1.1881855
napkin,1.0201205,0.7574715,1.3845959,1.0986708,0.70496583,1.2336833,0.81678236,1.1997576,1.4307544,0.65581256,1.232369,1.275162,1.3633394,1.2865567,0.73554754,0.8885803,1.4747709,0.7750765,0.83416986,0.65132827,0.35062528,1.1426821,1.0906332,0.78370655,0.74573374,0.9298909,1.2291284,1.3091667,0.82609105,0.64514995,1.458032,0.65111315,0.6952987,0.78704584,1.2605646,0.8252627,1.0012435,1.0714693,0.8831548,0.65562785,0.9307862,1.3982415,0.75371605,0.5339216,0.77388656,0.6184013,1.0904616,1.2005817,0.5671049,0.7049709,0.9954011,1.1779366,1.241455,0.8385364,1.0993217,1.0658224,1.2120208,0.8169437,1.0116304,1.2686803,0.7325498,1.2202255,0.637522,1.1543846,1.1454711,1.0052158,1.2743113,1.1578379,1.2438563,0.67230284,0.0,0.5729306,0.74140006,0.59846276,1.015762,1.0291904,1.3820249,1.1895181,1.4165583,0.5285187,1.0155618,0.77316344,0.82971513,0.9161051,0.77652746,1.0246798,1.089289,0.81624293,1.1562792,1.1557282,1.3703848,1.4303111,1.3287957,1.0987806,1.3499255,1.0533259,0.6894302,0.89942664,1.142234,0.5572481,0.5644127,1.1368339,1.3354473,1.4383026,1.369699,0.8771295,0.626095,0.6823723,0.6439168,0.20814413,1.3811224,1.0496782,0.5549348,0.5939619,0.96941376,1.180618
necklace,1.2089183,0.7633436,1.4027917,0.99250007,0.7759975,1.198919,1.0053883,1.3867443,1.4811547,0.71793884,1.3466438,1.1243938,1.4321668,1.1570837,0.832916,1.004917,1.2819382,0.7266692,0.9719844,0.5170652,0.52677387,1.2242823,1.1731458,1.0679382,0.49871886,1.0704098,1.186146,1.420013,0.82056946,0.63174075,1.5122622,0.8242145,0.66854084,0.8767073,1.023472,1.0709755,1.004226,1.1096716,0.6642803,0.7485965,0.74689925,1.0881207,0.7130238,0.8158492,0.80520225,0.7907752,0.899278,1.1396608,0.6757127,0.4349736,1.1324519,1.1785706,1.0342275,0.8109593,1.1611882,0.81549335,1.3218973,0.9893713,1.1939131,1.2470115,0.98775774,1.3751383,0.8295671,1.1348133,1.397296,0.9825209,1.3191494,0.94734865,1.1071779,0.622394,0.5729306,0.0,0.654293,0.60648227,1.1683854,0.7722912,1.321214,1.2174315,1.2801456,0.56408596,0.9515555,1.1829959,0.7738981,0.7828003,0.9234679,1.0993595,1.241299,0.7132399,1.3369546,1.0652151,1.2232001,1.2539136,1.3506325,1.018694,1.2824739,1.2240472,0.6077715,0.95282733,1.0953001,0.57768166,0.6895772,1.0841255,1.1641488,1.3353326,1.4853258,0.92186344,0.61606777,0.6506859,0.6722825,0.50013816,1.1615672,1.2173407,0.6774566,0.5484873,1.194046,1.2467629
nose,1.080995,0.8942308,1.2116797,1.1316729,1.055889,1.2833171,1.18913,1.1515478,1.2765472,0.8200354,1.1077131,1.0547249,1.230005,1.2483839,1.0687642,1.2422683,1.3038796,0.83071864,1.2273493,0.77863014,0.7092868,1.0467485,0.9620397,1.122054,0.9984926,0.9416681,1.069505,1.0842919,0.89973694,0.847317,1.2666411,1.1239572,0.8627809,1.0433543,1.2696416,0.993062,0.88414127,0.99592614,0.61726224,0.7564285,0.3987034,0.97706944,0.6838783,0.80648017,1.0056598,0.9105583,1.217122,1.1859083,0.70436597,0.5346434,1.1544802,1.1706382,0.68822825,0.88398015,0.8609421,1.036826,1.0499947,1.1269972,1.0525184,1.1170344,1.0104061,1.168654,1.0162249,1.072937,1.1883017,1.105668,1.0906821,1.2212104,1.1665641,0.68225545,0.74140006,0.654293,0.0,0.7243032,1.0040647,1.0436194,1.1332504,1.035781,1.2764349,0.7163236,1.090197,1.0475805,0.9166765,1.0748005,1.1222488,1.1501943,1.2731977,0.8187353,1.0892488,1.001975,1.2496183,1.1657133,1.1910357,1.0253505,1.1455134,1.0610708,0.7368027,1.1284635,0.9293838,0.58860874,0.90295136,1.1785511,1.2303889,1.2149764,1.2781308,1.0902447,0.46005583,0.7032062,0.9659323,0.70522183,1.376177,1.2915022,0.83773494,0.6278725,0.9588192,1.0219561
orange,1.2916441,0.37325573,1.4203949,0.9770251,0.5529599,1.173669,1.0131662,1.3131697,1.4465702,0.56719387,1.2673949,1.338309,1.5319574,1.1643586,0.48163468,0.9233713,1.3524253,0.85298264,0.9114124,0.7560309,0.40012777,1.1977348,1.1564498,0.97089183,0.7932631,1.0232252,1.2156549,1.4060197,0.8818455,0.38961804,1.5235157,0.59503895,0.7374356,0.9684529,1.161626,1.0823761,1.1642586,1.0346807,0.8767117,0.66683346,0.81166476,1.1835748,0.92522675,0.74027616,0.66223794,0.62614626,1.0868758,1.1751124,0.43518746,0.51780283,1.2445173,1.0953404,0.96923983,1.0563134,1.2185307,0.8063536,1.126644,1.1063308,1.3250618,1.4141424,1.0228775,1.280715,0.71652853,1.2022151,1.3268038,1.0511795,1.4821026,1.1302034,1.2279218,0.31462812,0.59846276,0.60648227,0.7243032,0.0,1.2162074,1.043605,1.4053555,1.4102842,1.3552198,0.53520584,0.8505614,1.1279345,0.87210166,0.8460145,0.84458905,1.0116196,1.3784053,0.8588477,1.288465,1.0866491,1.3398101,1.341799,1.5415442,0.82217896,1.2410775,1.1074431,0.5190479,0.8920984,1.2415617,0.47287333,0.6841738,1.0349325,1.27639,1.2640514,1.4561821,0.749614,0.5657826,0.32997936,0.6703312,0.57339793,1.2287828,1.1317867,0.68233216,0.38583153,1.1178576,1.1883485
oven,0.96031237,1.2329443,0.9102723,1.1852376,1.2238712,1.0760281,0.85204947,0.84664345,0.8634801,1.1165392,0.90322816,0.9842612,0.8832454,0.95110977,1.1211251,1.1319747,0.89036113,1.0660845,0.9567632,1.1675591,1.0216578,0.9199451,0.9104766,0.9080925,1.1816765,0.838937,0.88018036,0.82055753,1.0594778,1.2135884,0.7153406,1.0199529,1.163004,1.1041251,1.1633466,0.7044323,0.6716282,1.016501,1.0323838,1.1309538,1.0160943,1.0328443,1.0237548,1.0612332,1.1855568,1.1022929,1.0967797,0.93966275,1.0914109,1.2072202,1.0368695,0.9163956,1.0876491,0.960297,0.91272134,1.123931,0.99570775,0.7834842,0.9480935,0.93526924,0.9183689,0.8364254,1.050537,1.0274539,0.90608346,0.8963451,0.869674,1.110002,1.0142984,1.2701746,1.015762,1.1683854,1.0040647,1.2162074,0.0,1.1371118,0.97200406,0.9038806,0.9069412,1.16829,1.0345825,0.93733805,1.1661557,0.9861809,1.1626697,1.0610944,0.87265146,0.9372007,0.61045414,0.97573304,1.0149599,0.9999754,0.8846219,1.1184008,0.86127484,0.85445964,1.2004396,1.0062867,0.8996478,1.0745819,1.1640074,1.0001533,1.0735903,1.0455693,0.90569186,1.1491792,1.0009291,1.1830645,1.1357703,1.1355293,1.068685,1.0516984,1.0491849,1.2719252,0.8451847,0.9626858
owl,1.1296828,0.9673999,1.1978762,0.96908784,0.9841967,0.9659782,1.0464743,1.2576675,1.1816103,0.95870733,1.1305293,0.97294015,1.151265,1.0088046,0.94163257,0.9064655,1.0444682,0.9584731,0.9605012,0.7532754,0.8941772,1.0179166,1.0143813,1.0117017,0.6598896,1.0430853,1.1230896,1.2357569,0.96496576,0.95344985,1.1090152,0.9184389,0.88707316,0.88961744,0.79010487,1.1107203,0.96082175,1.1792197,1.062576,1.0477834,1.0388771,0.88401234,1.0427397,0.95776963,0.8095373,1.0153757,0.7224948,1.091782,1.0107431,0.7512542,0.78469616,1.0438038,1.035367,0.86886644,1.2156118,0.82503414,1.1301692,1.07134,1.0518473,1.1202239,1.0051436,1.1777167,0.9552278,0.9079706,1.1977,1.0654005,0.9679196,0.7090716,0.9089465,0.98120475,1.0291904,0.7722912,1.0436194,1.043605,1.1371118,0.0,1.1668932,1.1323352,1.0694525,0.89551044,1.0810294,1.1502079,0.9010251,0.7880126,0.8944714,1.0480723,1.0182973,0.85015374,1.1596106,1.0709128,1.0033178,1.0525593,1.0126281,0.9922712,1.0871302,1.203718,0.846921,0.8731071,1.1606963,1.0327927,0.90512395,1.000549,0.7953553,1.2093819,1.2219938,0.8822881,1.0973259,1.0240697,0.8517741,0.99062926,0.888452,1.1225882,0.93553567,0.9055732,1.1697677,1.1704624
pajamas,0.65440816,1.4586623,0.30076438,1.0983733,1.464331,1.1074892,1.1701634,0.62911963,0.25254732,1.2942805,0.598261,0.4206499,0.18440211,0.8198049,1.5035694,1.2483368,0.6650792,1.2242284,1.3290386,1.378552,1.5246878,0.8543686,0.7403231,0.96851915,1.4397027,0.9697978,0.7345748,0.49588943,1.2059205,1.46492,0.47786498,1.5131876,1.4417043,1.2053378,0.9118487,1.0501051,0.92635787,0.7592952,1.030806,1.2660213,1.0766312,0.84936655,1.0211079,1.3962371,1.3987885,1.3688698,1.1940308,0.62942195,1.3774195,1.3737644,1.0227675,1.1171472,0.9203834,1.2445307,0.77245504,1.2939581,0.8334166,1.0924175,0.7191098,0.21077037,1.2042296,0.83075255,1.4609513,0.6671455,0.80281126,1.1682754,0.67203736,1.144126,0.9391187,1.4181488,1.3820249,1.321214,1.1332504,1.4053555,0.97200406,1.1668932,0.0,0.38501042,0.65760183,1.4064448,1.184955,0.7002461,1.1481289,1.2853152,1.3148918,1.094244,0.7847717,1.3099802,0.81246364,1.0143254,0.95635706,0.4456954,0.5804273,0.7868806,0.77459836,1.0554354,1.4653736,1.3572013,0.73120356,1.3215432,1.4106528,1.1524701,1.0154293,0.46561027,0.47217506,1.3217375,1.301511,1.3693112,1.4920801,1.336251,0.9511514,1.0212322,1.442848,1.444283,0.80428594,0.47376424
pants,0.83358544,1.3987046,0.60707736,1.0817425,1.3263055,1.0903177,1.2382066,0.61170584,0.4665166,1.1351709,0.66804826,0.7072653,0.4302826,0.93077767,1.4475684,1.2386147,0.8449639,1.1247591,1.2363167,1.1942301,1.343971,0.81825966,0.89491737,1.0660975,1.3686873,1.0731413,1.0396402,0.57823515,1.1314975,1.3434684,0.68086565,1.4244279,1.350663,1.1780763,0.91427886,0.9571621,0.9017254,0.786866,1.014801,1.1105163,1.0278066,0.8291497,0.9982936,1.1452681,1.3654708,1.2577351,1.0777879,0.86821973,1.2988586,1.284244,1.0543603,1.1295307,0.8559778,0.9848392,0.82365644,1.1805228,0.8668082,1.0328141,0.6799854,0.23407358,1.126587,0.81746805,1.4029789,0.85830086,0.8151897,1.1632036,0.757435,1.1264848,0.9017885,1.3639114,1.1895181,1.2174315,1.035781,1.4102842,0.9038806,1.1323352,0.38501042,0.0,0.7957358,1.3343735,1.2050136,0.74241173,1.1506075,1.2067673,1.2305279,1.1003907,0.7333285,1.1674246,0.79185104,0.9929434,0.9805811,0.56953853,0.6631521,0.8785027,0.86735904,0.9976507,1.3355052,1.3167007,0.67037976,1.222613,1.2689981,1.1482942,1.0212928,0.6845187,0.5463416,1.2738601,1.1622037,1.3212509,1.4448898,1.1759715,0.98614097,1.059173,1.3095332,1.375207,0.87712586,0.593961
paper,0.76185817,1.3215027,0.52273875,1.036279,1.2482603,0.8622045,1.1768352,0.7487468,0.46145707,1.3670008,0.7400752,0.6372429,0.57030755,0.24591613,1.316654,1.1556036,0.21525234,1.2654709,1.1901921,1.2474852,1.5196767,0.92676383,1.002666,1.1499207,1.2133771,1.0878961,0.7529667,0.6902388,1.2588795,1.3472633,0.5009095,1.3656011,1.2180887,1.2870747,0.76858145,1.0788299,1.0144006,0.9511384,1.0812562,1.1837609,1.1525666,0.80485547,1.1246531,1.305082,1.2459296,1.2701905,0.8095096,0.82111627,1.392053,1.3896115,1.0307789,0.90217364,0.9854968,1.0037531,0.7418469,1.1815416,0.8428018,1.1652311,0.95462626,0.7378937,1.1569064,0.83255446,1.3179957,0.9360984,0.71562725,0.94832534,0.71603966,0.96809125,0.7270611,1.3865305,1.4165583,1.2801456,1.2764349,1.3552198,0.9069412,1.0694525,0.65760183,0.7957358,0.0,1.4384458,0.9878944,1.0391521,1.2738569,1.1024057,1.2054776,1.1128592,0.9148477,1.2772042,0.82618,0.9695119,0.65647435,0.69043344,0.6020168,0.9677566,0.7324877,0.98685175,1.4339311,1.2624016,0.90430176,1.2627239,1.3441482,1.1064072,0.8927448,0.6985576,0.5345786,1.2372618,1.3287652,1.3538249,1.3339334,1.4189806,0.70802253,0.89266616,1.4358346,1.4997351,0.9993584,0.85641515
pen,1.2311413,0.505185,1.4469597,1.0251347,0.6787574,1.218043,1.0608107,1.4354513,1.5176449,0.32012463,1.2363251,1.345582,1.4315526,1.1711552,0.63762814,0.8519608,1.4388689,0.66501224,0.86947995,0.61934996,0.39401013,1.0249517,0.92516834,1.0524932,0.7103386,1.0474164,1.1634966,1.4904678,0.73009896,0.2845372,1.5089346,0.63621455,0.63381016,0.9185976,1.2949924,1.1629078,0.96979016,1.1145046,0.75293636,0.6339367,0.7360085,1.3821253,0.64571905,0.50930285,0.63128376,0.4358918,1.0027951,1.198435,0.5123982,0.45314574,0.90394115,1.1261898,1.1403985,0.91770846,1.1707654,0.9690234,1.2863796,1.0953239,1.10434,1.2414896,0.60003495,1.3579979,0.7418999,1.0843381,1.2356014,1.098003,1.315364,1.0972301,1.264761,0.40285224,0.5285187,0.56408596,0.7163236,0.53520584,1.16829,0.89551044,1.4064448,1.3343735,1.4384458,0.0,0.78648823,1.0862253,0.6986958,0.7653669,0.8124531,1.1279972,1.2114944,0.6337298,1.3538407,1.228753,1.3165073,1.4454496,1.4004767,0.95691913,1.4512212,1.2855942,0.33412075,1.0651318,1.058603,0.64776325,0.46863586,1.2152013,1.2672166,1.5125793,1.482723,0.813756,0.66985714,0.38890278,0.56721795,0.4777596,1.2562461,1.1539387,0.5694742,0.32694107,1.2684247,1.3860052
pencil,1.0717076,0.8716226,1.0856768,0.87502503,0.9188473,0.787765,0.9383213,1.1863068,1.2229362,0.9466345,1.1366086,0.9967115,1.2087412,0.8666039,0.87587297,0.86979425,0.8111458,0.86989623,0.8484359,1.2133831,1.0270336,1.1902431,1.1303068,1.1242944,1.0802698,1.1659889,1.033108,1.2097427,0.8338155,0.74138904,1.2258446,0.8867841,1.0032148,1.0027709,0.85539854,1.1017337,1.2421241,1.0670006,0.88714564,0.8863991,0.97391003,1.1440552,0.8109602,0.9516612,0.94845986,0.7764192,0.8757432,1.1384952,0.99544686,0.9961863,0.8126013,0.7921045,1.1475457,1.0551718,0.7709193,0.9077621,1.1584806,0.9264932,1.1583418,1.1732807,0.72445774,1.1990002,0.96123266,1.1680145,1.0351967,0.88997155,0.88271993,1.045652,0.8889165,0.90459025,1.0155618,0.9515555,1.090197,0.8505614,1.0345825,1.0810294,1.184955,1.2050136,0.9878944,0.78648823,0.0,1.0899625,0.8929257,0.96041584,0.9385246,1.0295773,1.1184783,1.1306434,1.2478526,0.8575161,0.7057137,1.2404085,1.1616172,1.1302634,1.1480627,0.98453265,0.93427235,0.9951857,1.016973,1.0036508,0.63264143,0.8771221,0.98015016,1.1417754,1.0788813,0.9308957,0.8736483,0.8910662,0.7734493,0.9276899,0.66289175,0.81165975,0.991934,0.96469945,1.1504908,1.2306923
pillow,0.63771296,1.2066433,0.87288034,0.96188164,1.0565163,1.1385224,0.86575806,0.8654167,0.67050844,1.029212,0.7899511,0.8812369,0.5504991,1.0134704,1.2092679,0.9861129,1.0213265,1.0063887,1.0276723,1.0978794,1.0001808,1.0236087,0.8257493,0.76192653,1.1781204,1.0159328,1.0465989,0.6573786,1.0066382,1.2581822,0.90254736,1.1085949,1.1456327,0.7330668,0.98400825,0.957674,0.9894638,1.0604398,1.0883262,1.0755348,1.1514921,1.1704779,0.96573997,1.0291127,1.0069482,1.157523,1.0908943,0.98316634,1.0338274,1.182215,0.88380134,1.159229,1.1205587,1.1338454,1.0140675,1.0486411,0.9753152,0.9273263,0.6445432,0.6692294,0.9616256,1.0677384,1.0212538,0.94507504,0.7977202,1.0328382,0.88540256,1.1471412,1.0607315,1.217935,0.77316344,1.1829959,1.0475805,1.1279345,0.93733805,1.1502079,0.7002461,0.74241173,1.0391521,1.0862253,1.0899625,0.0,0.99322194,1.1683016,1.005365,0.79309404,0.65483934,1.0581094,1.0039186,1.0040197,1.1746093,1.0330827,0.76478356,1.039826,1.2020743,0.97483826,1.1656257,1.0730121,0.91932344,1.1154637,1.1584203,1.0465652,1.0703906,1.0110509,0.74834234,1.148659,1.0883121,1.2218502,1.2751813,0.9582683,1.035526,0.88067305,1.0419977,1.139611,0.830351,0.75641716
pizza,1.1366857,0.8281086,1.2239212,0.93233675,0.90142393,0.715798,1.0157285,1.2898923,1.3040828,0.8533328,1.2836739,1.0071688,1.1382741,1.21473,1.0117674,0.6079564,1.2799582,0.122932196,0.984198,0.71945226,0.8265321,1.1553317,1.0665886,1.1928437,0.91198105,1.2458892,1.2882998,1.2239758,0.11213195,0.81008124,1.3568423,1.00729,0.9997984,0.71495914,1.0609173,1.3441491,0.9971864,1.1371454,0.7994666,0.86150014,0.8626609,1.2044998,0.6424724,0.9297856,0.6825392,0.88118386,0.9543185,1.1759626,1.0133752,0.73079884,0.92837614,1.0431552,1.1183786,0.8159867,0.99468726,0.9352129,1.2777786,1.1018095,1.0480157,1.0863788,0.8091059,1.3553407,1.1675289,0.86418873,1.0897803,1.1590286,1.0946453,1.0276222,0.7834995,0.8008052,0.82971513,0.7738981,0.9166765,0.87210166,1.1661557,0.9010251,1.1481289,1.1506075,1.2738569,0.6986958,0.8929257,0.99322194,0.0,0.88131815,0.5137031,0.9805772,0.9108917,0.8357082,1.4352739,0.6314037,1.1924274,1.2533705,1.1178304,0.98546016,1.3126945,1.2458819,0.59512275,1.0503719,1.0420195,0.9692808,0.6045408,1.113646,1.1536641,1.2852962,1.0889928,0.8527762,0.818116,0.8799414,0.8652449,0.7662837,1.0234411,0.7566347,1.0786623,0.69328403,1.2863933,1.2888124
plant,1.1624386,0.77164316,1.339391,0.8017368,0.72509253,0.9020642,0.9058286,1.411916,1.3552593,0.81048405,1.2681844,1.2286345,1.2542657,0.95725566,0.74627054,0.851226,1.0891931,0.8880631,0.79246116,0.7154583,0.7890556,1.1965868,1.2260178,1.0613092,0.6396679,1.185838,1.1919078,1.4067205,0.9094291,0.7122514,1.3266237,0.732598,0.79836553,0.88981664,0.8792112,1.1708379,1.0897752,1.1614854,0.96593195,0.9657759,0.9389898,1.1106671,0.93319577,0.8512554,0.5094295,0.9074309,0.6959474,1.1974124,0.8736651,0.8195555,0.92592984,0.9661698,1.0722064,0.944065,1.2038945,0.7353078,1.2351267,0.9747023,1.0480483,1.2268233,0.9958626,1.3083777,0.83869624,1.0802284,1.1809757,0.86172634,1.1741896,0.8119173,0.96902066,0.8863259,0.9161051,0.7828003,1.0748005,0.8460145,0.9861809,0.7880126,1.2853152,1.2067673,1.1024057,0.7653669,0.96041584,1.1683016,0.88131815,0.0,0.87501615,0.9947039,0.97604257,0.86393523,1.3229373,1.0974373,1.0487404,1.2154562,1.190937,0.98790634,1.2117085,1.2443186,0.67981327,0.7738762,1.1291822,0.9045171,0.81156385,0.9605464,0.9546135,1.2473375,1.2787087,0.7285756,0.88806957,0.9271271,0.76960945,0.81556964,0.848669,1.0259582,0.8067327,0.8134269,1.3011329,1.2933574
plate,1.104208,0.77024716,1.3489835,0.8932798,0.72661036,0.49374563,0.77363634,1.1403117,1.2552032,0.8293979,1.1025593,1.2024686,1.304611,1.0293417,0.81432104,0.16011381,1.1668314,0.57937527,0.7885242,0.7695176,0.78101754,1.1905214,1.2487366,0.99385077,0.8055894,1.1281158,1.183165,1.325566,0.5982471,0.7003764,1.2642987,0.76141834,0.9180955,0.94772345,1.052513,1.2047212,1.1480422,1.1903675,1.1650611,0.8835331,1.0895817,1.2497429,1.0740254,0.76271963,0.70159596,0.8365537,0.85447854,1.1853671,0.92605674,0.8174802,1.0954379,0.9065901,1.3280311,0.853173,1.2885139,0.94081557,1.2446398,0.97475994,1.2675354,1.2225208,0.68939424,1.2540901,0.9015596,1.0586003,0.9858095,1.0407423,1.3522797,0.9329149,0.8403219,0.88434875,0.77652746,0.9234679,1.1222488,0.84458905,1.1626697,0.8944714,1.3148918,1.2305279,1.2054776,0.8124531,0.9385246,1.005365,0.5137031,0.87501615,0.0,0.9354748,0.95211214,0.84228027,1.3647099,0.86059684,1.0355545,1.3657846,1.171167,1.1091154,1.2673328,1.0085453,0.6540735,0.8497947,1.2614113,0.8845194,0.61090386,0.9880902,1.0586547,1.270877,1.038454,0.5335802,1.004785,0.8642911,0.814221,0.8787363,0.8555565,0.30546165,0.9138646,0.8250209,1.258991,1.3168297
pony,0.86382675,0.95550823,1.1051174,1.0299424,0.92392933,0.9652766,0.80166435,1.0488193,1.0412364,1.0978558,1.0774653,1.1820757,1.0797701,1.0735186,0.8977419,0.8908137,1.0619396,1.077374,0.92567515,1.0551243,0.9948119,1.23373,1.0141191,0.850599,0.9386085,1.0238589,1.1581264,0.91418636,1.01343,1.1223618,1.0477204,0.9117715,0.9494252,0.3490944,0.7514645,0.9807479,1.1255927,1.1619359,1.2428162,1.1928054,1.2137319,1.042805,1.1365027,1.0645981,0.91533273,1.0840228,0.934227,1.1244636,0.96125257,1.131329,1.0452209,1.0115767,1.1193641,1.1755339,1.1604877,0.8180249,1.0255833,0.8907886,0.998838,1.1458561,1.0434979,0.980554,0.8238375,1.0929751,1.0557307,0.92794526,1.1688555,0.86875886,0.9520085,1.0411179,1.0246798,1.0993595,1.1501943,1.0116196,1.0610944,1.0480723,1.094244,1.1003907,1.1128592,1.1279972,1.0295773,0.79309404,0.9805772,0.9947039,0.9354748,0.0,0.8950864,1.117236,1.0825052,0.91703194,0.9495476,1.1283677,1.0687792,1.1099317,1.0579965,0.9420253,1.0163498,0.81131566,1.1268942,1.0977176,1.0392543,0.8597163,0.75099427,0.9886364,0.9636064,0.94930154,1.0924444,1.0662733,0.9745963,1.0517037,0.9699245,0.88696575,0.94873434,1.0271193,0.930451,1.0339355
