,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,eye,face,finger,fish,flower,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
scissors,0.90485895,1.0653018,1.0667783,0.91101885,0.84356964,0.63129413,0.9849981,1.0317265,1.1362193,1.0497816,1.1174935,0.9314399,0.762716,1.0837609,0.7232524,1.1075083,1.0718131,0.80876815,1.108188,1.271277,0.9630622,1.1522641,1.0798037,0.8371614,1.2318856,1.2361175,0.8945797,1.1387175,0.6905699,1.0608505,1.1411039,0.8981009,0.9025911,1.0449622,1.0881975,1.1285679,0.7305137,1.1902792,1.0175124,1.0132903,1.0154761,1.0450689,1.2106293,1.1464472,1.1606884,1.0496945,1.1426625,1.0190414,0.7364724,0.89068615,1.0911696,0.6916552,1.0672002,0.6174425,1.1675565,0.9566834,0.91943175,0.88383234,1.1371697,0.82146466,1.0331236,1.0013549,0.889424,0.9562626,1.0206221,0.9524604,0.8207834,0.8064617,1.0710485,1.0123194,1.1325374,1.2485869,1.2627841,0.8086011,1.2126257,0.9341309,1.0508089,0.8399658,1.085823,1.1900034,0.8204569,0.5901165,0.5835356,1.0490453,1.174806,1.0306667,1.0592343,1.1242094,0.93743646,0.91269314,0.99866563,1.125011,1.2019114,1.0576543,0.9777709,0.0,1.1202205,0.86256075,0.88212883,0.8826753,1.045043,0.71106946,1.141356,1.1814569,0.92718214,1.0620935,1.0674145,1.0837393,1.1817622,1.0604432,1.1467093,1.0313797,0.91028965,1.2656004,1.0199403,0.27746296,1.1771783,0.6406278,0.73828554,0.910076,0.9943478,1.06959,1.0977677,1.1507987
shirt,0.8919833,1.448124,0.49877107,1.1914039,1.2912105,0.9193864,1.2658982,0.7342174,0.47462356,1.375461,0.5281035,0.5008277,0.94937944,0.5758291,1.1216013,1.4158263,1.4001973,0.81178415,1.3944685,1.2733926,1.2517433,1.3624015,0.82414836,1.3328996,0.7410511,0.6686,1.2778816,0.75133145,1.1127366,1.3191123,0.46000206,1.214287,1.4872587,0.60714597,1.326299,0.7022498,1.1191105,0.85059226,0.99963325,0.28477895,1.2462248,1.2928712,1.2205814,0.62904495,1.1844624,1.426408,1.394815,1.4507698,1.223142,0.7576754,1.4088799,0.8815422,0.9868127,1.4064584,0.62271786,0.9138235,1.025737,0.84953153,0.39421773,0.78786135,0.48603427,1.3593626,0.9587349,1.2938241,0.7150917,1.0721045,0.9000517,0.7755671,0.70220673,1.0648361,1.3669114,1.3184776,1.369456,1.0233792,1.2943883,1.3042377,1.3455803,1.0582072,0.09968543,0.43938828,0.93777007,1.3277059,1.354413,1.3776803,0.9632531,0.84931034,1.2912416,1.2928189,1.0036913,1.1346823,1.3460227,1.3884819,0.7824508,1.3641498,0.9218648,1.1202205,0.0,1.0479844,0.7655229,1.2889919,0.8964277,0.8621523,1.4640691,0.63982373,0.93179786,1.0153276,1.1672971,1.3379929,1.2298558,0.76260227,0.2792598,0.56112546,1.4928682,1.3181347,1.3147562,0.9579366,1.3565872,1.3546126,0.81626636,0.9106041,0.8512851,1.1039243,1.3304493,0.74934876
shoe,0.80444235,1.2121649,0.9464152,0.84225464,0.92909986,0.94473416,0.91830724,0.9576776,0.96121216,1.0627563,1.024686,0.78197706,0.9511784,0.8355025,0.84857416,1.1917484,1.0137446,0.9170377,1.1112987,1.0651742,1.0720477,1.053471,1.1118045,1.1397539,0.98941654,0.9912268,0.9248899,0.9671362,1.011515,0.97945774,1.0726203,0.9587782,1.2333162,0.92286664,1.1235086,0.9112151,0.742507,1.0193323,0.9201741,0.96923405,0.8837532,1.0648227,1.1723497,1.0493299,1.0869493,0.97387326,1.1809276,1.097573,0.7379779,1.0229023,1.1275399,0.6899738,1.0989133,0.8908875,1.0236826,0.8660847,0.8211825,0.9747698,0.9998792,1.0020182,0.88250625,1.1361386,1.0727559,0.94042766,1.0706195,0.96593815,0.96913934,0.7816966,1.0789123,0.9919688,1.0568539,1.3003285,0.97606397,0.83338034,1.1668673,1.2279574,1.0403142,0.92012775,0.9781316,0.9777789,0.87397015,1.0475732,1.0272751,1.112628,0.73096585,0.91483843,1.0486737,1.2821047,0.87548125,0.7935399,0.9148891,1.1896938,1.0627815,0.99269426,1.0636749,0.86256075,1.0479844,0.0,0.8881774,1.2296464,0.9738725,1.0788784,1.074342,1.1026366,0.8260618,0.87683225,0.9116997,0.8731555,1.1979938,0.88647556,1.0176339,0.9359529,1.0592551,1.0978013,1.1249776,0.7998787,0.9960198,0.8166443,0.9359319,1.0711267,1.0867476,0.982729,1.1995252,1.0186348
shorts,1.1093276,1.1672726,0.6293202,1.2474431,1.1432451,0.9296551,1.2205949,0.75560534,0.94337153,1.0296357,0.9814856,0.8967728,1.07789,0.99070567,1.0374864,1.3005025,1.1928464,0.9828977,1.0032396,1.0508986,1.1878207,1.170483,1.0256647,1.0463734,0.7270576,1.0282494,1.2205591,1.0262895,1.0028391,1.2175647,0.9124112,1.0959247,1.1739646,0.95496637,1.2620482,0.9474754,1.0412039,1.1369513,0.9114716,0.84004825,0.91475016,1.2302692,0.90504366,0.98741835,0.8838933,1.2411928,1.231541,1.0829102,1.1554048,1.0000323,0.9991428,0.84608924,0.9129368,1.1344575,0.9761195,0.5246537,1.0784454,1.0439022,0.8699881,0.906285,0.5507136,1.1526151,0.89342684,1.2385907,0.9472288,0.7157415,0.82652307,0.797803,1.107958,0.8479276,1.2011193,1.185189,1.2507071,0.8456925,1.0591094,1.1719679,1.2097324,0.9225547,0.79311955,0.636449,0.96326745,0.8721001,0.9129928,0.94556403,1.0992037,1.1250355,1.215232,1.0911162,1.1186204,1.2036749,1.2270437,1.0359694,1.1088475,1.2229443,1.037119,0.88212883,0.7655229,0.8881774,0.0,1.1694051,0.82692623,0.9855645,1.0604221,0.9673862,0.73729354,1.0870434,0.89510095,1.302519,1.0124668,1.0390184,0.8841243,0.88027626,1.217421,1.0300776,1.0313345,0.7528007,1.2278224,1.2985679,0.8801917,0.9587511,0.8563293,1.143936,0.9335081,0.90835285
shovel,1.2359984,0.710342,1.2082582,0.91188604,0.96928513,1.1553277,1.1026993,1.4076474,1.3774709,0.94418854,1.3573978,1.3318825,0.9774164,1.288275,1.1610405,0.73853046,0.9286613,1.3352778,0.69733155,0.87661475,0.9923704,0.9719616,1.0748641,0.79590845,1.37784,1.2937379,0.88982725,1.310942,1.0680645,0.86334664,1.3480384,1.0030822,0.5907345,1.3366532,0.9101009,1.321172,0.909055,1.2708955,1.1731929,1.2651194,1.1129413,0.69923604,0.52429426,1.1541578,0.5218853,0.7450557,0.65162116,0.7724499,0.947806,1.1902287,0.59851015,1.1167204,1.1460634,0.803197,1.1339886,0.9624286,0.9673854,1.1684704,1.1651226,1.2389896,1.1490257,0.78518265,1.2088536,0.99429816,1.1613824,1.0167091,1.1469576,1.2496141,1.2519269,0.77336776,0.68891907,0.5338318,0.84134555,0.85613847,0.61931163,1.0123379,0.8517153,1.1523724,1.2501925,1.1282202,1.2297546,0.83846164,0.77427137,0.68276644,1.1788507,1.2028558,0.81562936,0.87790155,1.044495,1.037494,0.8928951,0.5835578,1.2756827,0.8052244,0.71451724,0.8826753,1.2889919,1.2296464,1.1694051,0.0,1.3232054,1.1111975,0.4721099,1.2729037,1.0401833,1.045763,1.0085998,0.9333044,0.5825048,1.1312338,1.2256849,1.4443878,0.65283084,0.5266575,0.56269306,1.0107551,0.8479691,0.835166,1.2854011,1.1299574,1.1464771,1.0602769,0.6344696,1.3847938
sink,0.9583706,1.3523794,0.5650744,1.2126541,1.1582993,0.81892985,0.9589892,0.10341358,0.68470263,1.0644453,0.65494895,0.9119362,1.0956163,0.88211334,0.7734083,1.2651904,0.80285966,0.6795072,1.1151243,1.0530173,1.0916848,1.1232933,1.077864,1.0249083,0.76726997,0.6515204,1.2412056,0.8320742,0.9675151,1.0239967,0.7143544,0.8631526,1.3426368,0.7231786,1.1832272,0.82492316,1.2197037,0.7840464,0.61762404,0.943528,0.781888,1.2539833,1.3366568,1.0753591,1.2109417,1.1155593,1.3575268,1.0139524,1.2156156,0.98213375,1.3459117,0.888096,0.88293666,1.1175333,1.0822301,0.7832157,1.0942557,0.95559376,1.0405722,0.83065426,0.75109136,0.9930219,0.622964,0.98503935,0.77677846,0.94126594,0.8028991,0.78109306,0.8933007,1.1584803,1.2710233,1.3542632,0.8780843,1.0655762,1.2966824,1.1037595,1.1228783,1.0597427,0.9342055,0.7367519,0.66507715,1.0645362,1.0242114,1.2325025,0.7054848,0.80751526,1.2893546,0.6364317,1.1738881,1.1944807,1.0935478,1.3978446,0.77096546,1.3206224,1.0752051,1.045043,0.8964277,0.9738725,0.82692623,1.3232054,0.0,1.0277039,1.3760173,0.88413644,0.8043784,0.87122184,0.93205804,1.195849,1.3695561,0.86120653,0.99183685,0.49809122,1.3529913,1.2871926,1.432351,0.8896138,0.81962585,1.349766,0.61081105,1.2070775,0.94064015,0.92757654,1.3382299,0.7599219
slide,0.8828407,1.1115283,0.95557976,0.7943728,0.7889892,0.7087321,1.2597796,0.92609394,0.7960906,1.1794969,0.8556566,0.7066287,0.8226583,0.8425503,0.90170354,1.179104,1.2373245,0.81960285,1.3043547,1.2694423,1.109587,1.2758431,0.6701765,1.0881466,0.8773106,1.1533253,1.0479717,0.7624783,0.9063276,1.1783977,0.87169695,1.1251304,1.1397028,0.8864652,1.1543168,1.0227319,0.9799825,0.96790427,0.9918784,0.7764002,0.93439996,0.94262147,1.301357,0.9819848,1.356343,1.185011,1.1843041,1.1529331,1.0206538,0.54067916,1.2943598,0.9021186,0.84813046,0.8937508,1.0698367,1.1486493,0.96419334,0.904202,0.8332002,0.67767966,1.0699598,1.1201978,0.8720803,1.0029144,0.87342083,1.1841218,0.85881287,0.805189,0.8594105,1.2136371,1.2205751,1.1672202,1.2945808,0.975205,1.302817,0.95936644,1.1954968,0.74970937,0.82647485,1.1140125,0.7622663,0.8364376,1.0201699,1.2873935,1.1404134,0.9118624,1.2111679,1.0890906,0.9174743,1.1204525,1.1343377,1.2554477,1.1232147,1.164715,1.0065407,0.71106946,0.8621523,1.0788784,0.9855645,1.1111975,1.0277039,0.0,1.4498427,0.7230323,1.0495281,1.1287198,1.1400049,1.0582916,1.4172413,1.0963278,0.8797243,0.8293716,1.1211934,1.3956543,1.2490582,0.66810906,1.2562258,0.9182641,0.77450734,0.60261804,0.9439047,1.2583096,1.3374658,0.7456583
slipper,1.3403332,0.5095588,1.3869493,1.0188775,0.97434735,1.3608983,0.8082025,1.4726133,1.561274,0.48421574,1.502764,1.5118796,1.1185331,1.4264044,1.2460574,0.6308011,0.75105345,1.5546253,0.44446856,0.5654429,0.934007,0.491022,1.2352588,0.7629041,1.2331207,1.2868038,0.8878362,1.4125454,1.1332006,0.7599652,1.5101258,1.0327126,0.3832761,1.5374349,0.74104154,1.3670406,1.0742404,1.2871401,1.2132192,1.4439871,0.98733306,0.71827066,0.3273555,1.1635482,0.41568935,0.60217094,0.48148096,0.51762396,0.9136339,1.4893486,0.21348763,1.2842523,1.065906,0.9396007,1.1259371,0.97228825,0.9878578,1.3201083,1.2696964,1.4831172,1.1952226,0.61444175,1.3339603,0.92832625,1.3436657,0.9128494,1.2478856,1.4546689,1.4754288,0.70462626,0.55134505,0.39539516,0.6094234,0.91979045,0.34206778,0.7877065,0.7772368,1.1942207,1.4884647,1.1747266,1.4507939,0.7755066,0.77782166,0.4714852,1.1285859,1.3546977,0.6531372,0.73542666,1.1351072,0.9564064,0.7509395,0.33124775,1.3479806,0.63144004,0.98827285,1.141356,1.4640691,1.074342,1.0604221,0.4721099,1.3760173,1.4498427,0.0,1.3642914,1.0765661,1.0885326,0.8543117,0.8037479,0.310306,1.255722,1.364533,1.6854088,0.4515574,0.26891828,0.4162324,1.4074484,0.6337373,0.9029912,1.5145302,1.196173,1.1510825,0.95786846,0.19437301,1.4208922
snow,0.9066646,1.2878056,0.8706354,1.0775523,1.1577339,0.9904307,1.1116275,0.77497244,0.58546656,1.2181463,0.6736,0.686602,0.8760008,0.7015075,0.9536963,1.2572577,1.2078735,0.82225037,1.3254161,1.1724489,1.2181134,1.1844312,0.5728729,1.2445985,0.6754641,0.8842056,1.0579932,0.7751097,1.0884118,1.1806244,0.66029084,1.0924462,1.2987841,0.7808696,1.1679053,0.8112407,1.221032,0.90976465,1.0378114,0.62490267,1.0303483,1.1589003,1.2490315,0.8531533,1.3414097,1.1294422,1.1497298,1.0759205,1.1408612,0.5586325,1.2680945,1.0395126,0.72195625,1.2250271,0.9158635,1.1751859,1.135911,0.94916886,0.72465813,0.8569306,0.9195441,1.0680782,0.9644661,1.1347779,0.8790421,1.2373486,1.0276785,0.9178057,0.7161709,1.2521056,1.2653813,1.1339796,1.0400172,1.1562763,1.2735983,1.1712914,1.1941483,0.78054464,0.6043104,0.84888065,0.7747685,1.2294159,1.3396168,1.3655062,0.92511845,0.7530845,1.184257,0.9964749,1.1035264,1.1615093,1.1321619,1.2598147,0.94720477,1.1728421,0.98142207,1.1814569,0.63982373,1.1026366,0.9673862,1.2729037,0.88413644,0.7230323,1.3642914,0.0,1.1926948,0.9263188,1.1873224,1.0362948,1.3029051,0.9212581,0.7935807,0.5695426,1.3299606,1.3690311,1.2487917,1.0336456,1.0354505,1.2500244,0.7624301,0.8581401,0.8434273,1.1932353,1.3107538,0.77422225
sock,1.107329,1.1000574,0.69550323,0.9669756,0.9524341,0.9206712,1.1074779,0.836559,1.0446155,1.0620527,1.0253819,0.9096054,1.098018,0.955528,1.0456287,1.0548419,1.0013299,0.9899154,0.938158,0.9376503,0.9505924,1.0948877,1.279171,1.0523827,0.96033835,0.9132631,1.1968482,1.171461,0.93485314,1.115751,1.0155278,0.9193467,1.1866548,0.9810885,1.0791427,0.98380655,0.78127515,1.1347585,0.9401566,0.9615799,0.8017875,1.0420619,0.9844514,1.1965089,0.84590435,1.1274958,1.2286268,1.1570605,1.139306,1.2637116,1.1191727,0.511451,1.1091632,0.9672033,1.1130683,0.6838672,0.6745955,1.048855,0.90637547,0.9482742,0.5949042,1.243996,0.8420626,1.071541,0.91855615,0.7435361,0.9117132,0.5925336,1.1964065,0.9071843,1.1369392,1.187735,1.0134377,0.8475826,1.0632,1.1670849,1.0930705,1.1542461,0.90266466,0.6818643,1.0185964,0.97059596,0.93511957,0.97191143,0.7286396,1.0300794,1.142421,1.2228649,1.0340773,0.9770182,1.2184672,1.0988653,0.969492,1.138857,0.8490541,0.92718214,0.93179786,0.8260618,0.73729354,1.0401833,0.8043784,1.0495281,1.0765661,1.1926948,0.0,1.1317601,0.8276078,1.2010454,1.0243366,0.943008,0.889329,0.9087374,1.2049985,0.88412976,1.0888617,0.813128,0.93868774,1.0828687,0.9857497,1.2041332,1.1181287,0.9248558,1.0849911,1.0104527
soup,0.7981888,1.1682048,0.9351225,1.0242423,1.0986345,0.8596703,1.0839624,0.9452907,0.98221713,1.1723112,1.0075947,0.94812554,0.8438941,0.9916524,1.0572073,1.2201272,1.014714,0.96003544,0.8646411,1.1332183,1.2044921,1.2134464,0.902378,0.9292974,0.97424585,1.084972,1.0243052,1.0792383,1.051651,0.8097488,0.97578955,0.76207286,1.2343485,0.9515799,1.2492863,0.85668826,0.98177946,1.1160673,0.8954503,1.0359963,0.95412517,0.96966773,1.0343239,0.87547374,1.0752783,0.84292567,1.0636301,1.0490849,0.812116,0.94175124,1.149135,0.8564797,0.9839285,0.9866537,0.9327227,0.97409856,1.015014,0.9875333,1.0396104,0.9726274,1.0089418,0.9918412,1.0420374,1.0648814,1.0323912,1.016309,0.78629243,0.907305,0.96024597,1.0336612,0.9032506,1.1090811,1.0168538,1.0793558,1.0723257,1.1110827,1.1766273,0.8171853,0.98609585,0.9944056,0.97097224,1.233444,1.1933458,1.0069573,0.93757343,0.95181125,1.1063399,0.9419459,0.8814012,1.1894044,1.0775006,1.1732247,1.015021,0.9918414,0.89963496,1.0620935,1.0153276,0.87683225,1.0870434,1.045763,0.87122184,1.1287198,1.0885326,0.9263188,1.1317601,0.0,0.90881306,0.91740435,1.0935298,0.9079133,1.0640738,0.8948018,0.96503043,1.0724436,1.0118154,0.98155326,1.0016881,1.0173067,0.88960195,1.0722814,0.98931813,1.1272231,1.1870745,1.1380146
spoon,1.0847063,0.94341356,0.9652718,1.0300804,0.99297726,0.9240508,0.9571538,0.98405576,1.2140691,1.034481,1.2058462,1.1457553,1.146064,1.2249242,1.1590223,0.937467,0.80834174,1.1097637,0.6978034,0.8319176,0.9625498,1.0262104,1.116289,1.0117459,0.9853395,1.0368348,1.1192151,1.0904679,0.9528435,0.8803433,1.1506783,0.8584485,1.1388443,1.0717233,0.9767666,1.0174254,1.0459044,1.0912399,0.9800265,1.1407486,0.8307467,0.9468077,0.7809447,1.1064538,0.7809174,0.95242256,1.0765897,0.9207447,1.0172441,1.1132703,0.87508106,0.95550066,0.96881455,0.9523177,1.09948,0.7959273,0.9091982,1.0958103,1.0786158,0.9906852,1.0190654,1.1195282,1.0127329,0.98770326,1.0609195,0.8055505,0.78970647,0.9074537,1.1499339,0.86383677,0.920546,1.0375627,0.90069425,0.9113123,0.8338245,1.143601,1.0569131,1.0000572,1.1854258,1.0243539,1.0965266,1.1383985,1.0444547,0.69170076,1.0702056,1.0769478,1.053549,1.0451415,0.91797423,1.0534312,1.0380547,0.90634954,0.93951464,0.91540694,1.037911,1.0674145,1.1672971,0.9116997,0.89510095,1.0085998,0.93205804,1.1400049,0.8543117,1.1873224,0.8276078,0.90881306,0.0,0.9501472,0.895002,1.071268,1.1146166,1.0751749,0.90146995,0.7804284,0.90432984,1.0191411,0.96894616,1.0777984,1.1283714,1.1382397,1.1753911,0.93515533,0.9549261,1.117829
sprinkler,1.1896744,0.76340353,1.3040575,0.90553963,0.8965315,1.249526,0.77094066,1.2633383,1.3624367,0.74609977,1.3652669,1.3694919,1.155652,1.3201562,1.0274116,0.59521645,0.6891858,1.249651,0.931762,0.80274177,0.77754205,0.6540588,1.1067868,1.0441058,1.1830407,1.0361711,0.6092862,1.1237113,0.89600295,0.72060806,1.3389308,0.9157859,0.7387079,1.2862964,0.54873455,1.2233249,0.94599193,0.8787707,1.2182298,1.1668482,0.84331906,0.6397711,1.0433136,1.1845361,1.1063607,0.60786617,0.5031558,0.5253688,0.8776959,1.1446272,0.664883,1.203111,1.0284045,0.9416361,1.1181768,1.318634,1.0331646,1.0138104,1.1450644,1.2585353,1.458421,0.5914058,1.0149091,0.42560875,1.2985992,1.0863993,1.3242114,1.3389245,1.1904963,1.1750648,0.65878695,0.7599287,0.5429328,1.1293718,0.94851905,0.98475724,0.5561488,1.0258497,1.3922957,1.44349,1.1646547,0.9343096,0.9653436,1.0308622,1.1192211,1.2355828,0.5689043,0.82189965,1.2201033,0.8108894,0.5878653,0.8252561,1.0599036,0.28411806,1.2902293,1.0837393,1.3379929,0.8731555,1.302519,0.9333044,1.195849,1.0582916,0.8037479,1.0362948,1.2010454,0.91740435,0.9501472,0.0,1.079886,1.2246451,1.2652048,1.2841283,0.7410237,0.92858404,0.9495647,1.1064804,0.6322817,0.83438843,1.1965567,1.0650581,1.2218333,0.88130033,1.0162323,1.0817032
strawberry,1.1144037,0.6263037,1.2518601,0.987768,0.974482,1.2385571,0.96010005,1.3821653,1.3531994,0.82822466,1.3289309,1.2892814,1.013223,1.2562226,1.2459747,0.8831306,1.0391015,1.3474612,0.51611924,0.7590312,1.0392236,0.80943286,1.1272782,0.587191,1.2381986,1.2395205,1.0736479,1.3033421,1.1352955,0.9343402,1.3036058,0.9673575,0.69020927,1.3357295,0.9929089,1.2434212,1.0347649,1.2884104,1.1589421,1.2893815,1.170892,0.8715931,0.3688882,0.9594865,0.35438108,0.7837783,0.8311366,0.92948633,0.9014273,1.3598504,0.5374411,1.1611143,1.1431693,0.93321455,0.90501046,0.8060851,0.9228788,1.2343239,1.1337532,1.2522146,1.0468236,1.0110705,1.3314083,1.242152,1.1798457,0.82164,1.0461369,1.2371147,1.312538,0.57934666,0.69172347,0.6275408,0.9228953,0.94882536,0.5134485,0.8174189,1.0082362,1.2141486,1.228291,1.0060514,1.3128803,0.9940286,0.922323,0.48689818,1.1223252,1.2690039,0.9050128,1.0701873,0.8534583,1.0525254,1.0474603,0.50367886,1.1949577,0.9040735,0.82322955,1.1817622,1.2298558,1.1979938,1.0124668,0.5825048,1.3695561,1.4172413,0.310306,1.3029051,1.0243366,1.0935298,0.895002,1.079886,0.0,1.0853475,1.1492743,1.4600633,0.6763282,0.32444775,0.44998467,1.3571036,0.9204529,0.9094106,1.3834951,1.0961366,1.0071921,1.0460963,0.33197463,1.4041681
stroller,0.7037535,1.4158967,0.88154614,1.1460832,1.2391582,0.99588394,0.95038533,0.8012961,0.7583931,1.2522966,0.71653146,0.83977294,0.73426604,0.763744,0.9393081,1.2626439,1.1453307,0.75748116,1.25801,1.0287861,1.0398978,1.2105393,0.73027873,1.0048871,0.9484499,0.7098084,1.1660875,0.85415137,1.1095967,1.2164375,0.7362907,0.9907474,1.3794351,0.7226945,1.1490197,0.80155027,0.9572222,0.8846387,0.8382888,0.924174,1.2006041,1.2650385,1.2084843,0.900205,1.1637373,1.1322373,1.3712672,1.3214841,1.0200686,0.7524194,1.3487923,0.84566545,1.283684,1.0508447,0.8668782,0.9711511,1.0220423,0.9539404,0.84700316,0.89122945,0.72821283,1.2494444,0.91374755,1.2109256,0.80484766,1.0716769,0.9155977,0.91446954,0.67033696,1.1521472,1.3146143,1.3830144,1.0807195,0.94235885,1.2459675,1.189846,1.0795858,1.1384349,0.6795199,0.59304833,0.87042534,1.2469333,1.1350936,1.1740277,0.724624,0.77659273,1.1303536,1.3301404,0.8994061,0.83187747,1.0663925,1.3184748,0.56751716,1.2859159,0.777435,1.0604432,0.76260227,0.88647556,1.0390184,1.1312338,0.86120653,1.0963278,1.255722,0.9212581,0.943008,0.9079133,1.071268,1.2246451,1.0853475,0.0,0.825686,0.72144544,1.310658,1.273683,1.2370846,0.9721377,1.0791386,1.1410217,0.9826705,0.9524122,0.744821,0.685356,1.2808867,0.8709823
sweater,0.88685256,1.2856985,0.7115164,1.1200246,1.1900635,0.79489875,1.1958615,0.8562261,0.61262095,1.3038453,0.65850365,0.6793685,0.965846,0.6991695,1.1314334,1.3041389,1.3092669,0.8693708,1.2715089,1.1844623,1.1835036,1.2580581,0.9215701,1.2322738,0.85699105,0.75572777,1.2342832,0.7936025,1.1379877,1.2332498,0.5832707,1.2259305,1.3784921,0.72273165,1.2363597,0.786142,1.0457578,0.9008844,0.99938875,0.5713261,1.2188387,1.214141,1.1932174,0.7620983,1.1485682,1.37708,1.3196256,1.4200712,1.1420094,0.8967003,1.3649206,0.90444636,1.0281142,1.2971767,0.74249804,0.96805084,0.9103708,0.8956666,0.24537098,0.85537827,0.5445541,1.329381,1.011606,1.2596469,0.6625568,1.0459006,0.8152771,0.8263812,0.7552618,1.0883856,1.2788315,1.2613106,1.2852036,1.0055668,1.225934,1.1645858,1.2518399,1.0831434,0.37627435,0.4571103,1.0040554,1.279573,1.2986104,1.2042603,0.94000894,0.94466764,1.2339143,1.2658668,0.9972576,1.0776718,1.2382674,1.3331692,0.840799,1.2792852,0.874274,1.1467093,0.2792598,1.0176339,0.8841243,1.2256849,0.99183685,0.8797243,1.364533,0.7935807,0.889329,1.0640738,1.1146166,1.2652048,1.1492743,0.825686,0.0,0.7372587,1.3195753,1.23078,1.3104109,1.0274905,1.272162,1.2152812,0.8965055,0.9212578,0.9496884,1.0862873,1.2782819,0.8291737
table,0.76229084,1.5966249,0.5492765,1.1552274,1.2188455,0.81433064,1.0289912,0.39352012,0.28724217,1.446907,0.28042722,0.49892306,0.97219425,0.48812312,0.7853222,1.363777,1.1662416,0.43253493,1.4756279,1.2344679,1.0869093,1.391289,0.88522375,1.3012886,0.7092623,0.4898113,1.2859206,0.609099,1.0146309,1.3072026,0.2917754,0.97653276,1.5906954,0.36963546,1.2666166,0.5732014,1.1189342,0.81185424,0.6368719,0.61848146,1.1475198,1.4024322,1.4319065,0.898439,1.4180028,1.3935921,1.4932262,1.3780924,1.1992081,0.66431785,1.6135012,0.7961805,0.9614435,1.2546604,0.91355515,0.9700014,1.0866088,0.80361664,0.86998916,0.6393651,0.6585581,1.3739173,0.67829025,1.187598,0.71190006,1.0951729,0.7846585,0.5845324,0.52311844,1.2153549,1.4634533,1.4858652,1.2407615,1.0437641,1.4908745,1.3886783,1.2841485,0.988941,0.5249858,0.70519865,0.6089452,1.3323011,1.3145919,1.4309437,0.7271768,0.62032765,1.3416694,1.1846055,0.9139375,1.0977045,1.2888077,1.5269037,0.5992069,1.4190669,0.96147954,1.0313797,0.56112546,0.9359529,0.88027626,1.4443878,0.49809122,0.8293716,1.6854088,0.5695426,0.9087374,0.8948018,1.0751749,1.2841283,1.4600633,0.72144544,0.7372587,0.0,1.5947721,1.5697184,1.5085167,0.7381178,1.1793565,1.2509648,0.4563911,1.0869788,0.90761626,0.94773036,1.5275488,0.633744
tape,1.0862772,0.37128222,1.5268366,0.60948783,0.5769714,0.9974571,0.8475797,1.4777554,1.4992163,0.6796588,1.5056324,1.3775874,0.9734007,1.354429,1.0269531,0.670114,0.7227949,1.3572273,0.51849884,1.002829,0.86175823,0.7043693,1.136588,0.71887463,1.404142,1.4113297,0.5547106,1.3596114,1.1136366,0.5458553,1.5499969,0.9544467,0.49383855,1.462652,0.7496958,1.3588498,0.83472216,1.242521,1.2565784,1.4601285,0.94724476,0.43240738,0.70343083,1.1592427,0.8091194,0.68984973,0.6523526,0.7038419,0.66159594,1.2256527,0.5867951,1.2394137,1.0774469,0.59319735,1.2087779,1.2379633,0.88278705,1.257899,1.2634885,1.2440557,1.4045353,0.7080612,1.3854775,0.7933841,1.2777078,1.1034583,1.0238941,1.3448751,1.2607886,0.9343548,0.44617343,0.61819464,0.84694225,1.0649965,0.6992061,0.6355089,0.7872857,0.94067395,1.53829,1.4182656,1.1832957,0.8446622,0.8196399,0.5495671,1.2073377,1.2096361,0.7619456,0.7637247,0.9895586,0.9303165,0.6352859,0.62941396,1.3605464,0.67333984,1.0630374,0.91028965,1.4928682,1.0592551,1.217421,0.65283084,1.3529913,1.1211934,0.4515574,1.3299606,1.2049985,0.96503043,0.90146995,0.7410237,0.6763282,1.310658,1.3195753,1.5947721,0.0,0.6845485,0.5926024,1.2708044,0.87049735,0.46984667,1.3081391,0.9518303,1.1047106,1.1958842,0.59343874,1.410723
