,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
hand,0.99249053,1.1262581,0.34191978,1.2140832,1.2224319,1.1568145,1.25845,0.79750955,0.9419155,1.3457766,0.9822345,0.7988781,1.0733987,0.8609094,0.74362063,0.9660983,1.3812734,1.0676152,0.920844,1.2054114,1.3150786,1.391395,0.99642926,0.5845317,1.0214312,1.0227834,1.3146739,1.0997833,1.2409524,1.2734928,0.9076214,1.257158,0.7912544,0.9880442,1.0520005,1.2840548,0.968828,1.4063739,0.99626774,0.9620929,1.0308937,0.6746887,1.1229589,1.2071064,0.96851736,0.9148332,1.079746,0.79522216,0.539299,0.9299873,1.2744226,1.0520365,0.9202506,1.0826147,0.97717834,1.106475,0.455374,1.0207632,0.8412633,0.8617697,1.1858132,0.0,1.2218556,0.7655761,1.195149,0.7240521,0.8541418,0.853143,1.3587826,1.0157423,1.1270188,0.6134726,0.9739037,0.77742195,0.80845416,1.1912729,1.3157054,1.0745689,0.7829548,1.1935482,1.1354175,1.0367736,0.70223045,0.8172526,0.73475194,0.62862957,0.7911936,0.66771835,1.2085643,0.8881289,1.3870895,1.0783873,1.0254048,0.91232944,1.2613453,1.434315,1.2272176,1.1216022,1.2780693,1.0609475,0.91908675,1.0295838,1.0050128,0.76556015,0.8594049,0.6546396,0.780417,0.73914623,0.88359195,1.1356094,1.2842104,0.81736124,1.0134405,1.0086105,0.9881834,0.8256628,0.8869022,0.7326709,0.68739533,1.3847051,0.87035847,1.2630384,0.91579044,1.2064167,1.076331,0.8341198,0.9623915,1.3909335,1.1897763,0.95774156
hat,1.150144,0.8654267,1.27658,0.7927233,0.71029085,1.109373,0.8187052,1.381619,1.2582753,0.671736,1.2859648,1.1179298,1.2749635,1.219083,1.1787436,1.0218916,0.6849216,1.0656338,1.108755,1.0272311,0.6086184,0.7834301,1.1820648,1.3424321,1.1763557,1.1338983,0.76325476,1.0421354,0.88595694,0.7378737,1.2378931,1.0255876,1.1624465,1.165843,1.1619046,0.73492306,1.2286383,0.57442904,1.1157873,1.1034193,1.0864693,1.005586,1.0005476,0.7693683,1.2681863,0.96138877,0.97818375,1.012633,0.90149117,1.2594836,0.8245385,1.1472983,0.9729617,0.89963794,1.0202163,0.77044296,1.0039583,1.1562768,0.9732409,0.9224379,0.8090339,1.2218556,0.0,1.0820957,0.9581599,1.2239465,1.0845903,1.1108897,0.77913487,1.0790422,0.86966354,1.1343632,1.0532002,1.0141076,1.0780169,0.74657506,0.60810065,0.730245,0.8231237,0.8026657,0.9244001,1.0837735,1.2488816,1.1477879,1.23161,1.0390123,1.0302696,1.2623609,0.7890434,1.2740088,0.64406633,1.0654308,1.0564667,0.96383965,0.7559537,0.59147954,0.7408744,0.8833103,0.69098115,1.057276,1.1867484,1.150676,0.9000771,1.2212181,1.1191816,1.2237185,1.2870884,1.3753531,1.1188968,0.5769808,0.657163,0.9681523,1.1523966,0.9815827,0.8787407,0.8131199,1.0516382,1.2270424,1.39765,0.6766548,0.81203157,0.85555637,0.9965213,0.663453,0.78959715,1.2181885,1.1334484,0.61765057,0.59569347,1.1944342
jacket,0.77972025,1.3028209,0.53640574,1.3024657,1.3537179,1.1897678,1.1354758,0.7547706,0.6839448,1.2094877,0.7350029,0.66272116,0.76808816,0.4806983,0.8307431,0.97035265,1.4109335,1.1962508,0.94939667,1.3582703,1.3755376,1.2992771,0.91404754,1.0003744,0.7571258,0.6710381,1.2345254,1.0599464,0.8695725,1.3208976,0.8012837,1.2289255,1.0398092,0.51564234,1.2570572,1.4290113,0.671281,1.4762366,1.059266,1.0024147,0.9364881,0.6505276,0.92402667,1.2732254,0.44587797,1.1546636,1.2490039,0.6957685,1.1062949,0.9203809,1.3161453,0.8997005,1.3260231,1.1020174,0.90708476,1.1842701,0.50141597,0.97621053,1.2100104,0.69290996,1.3243707,0.7655761,1.0820957,0.0,1.1125602,0.36660445,1.2080513,0.6086776,1.3665559,1.1660572,1.1783779,0.56141037,0.76126444,1.2284324,1.2562625,1.3551846,1.2452307,1.2085497,0.9768433,1.2792351,1.155292,0.85914904,0.40674156,0.47386634,0.8788028,1.0673568,1.2041392,1.0557594,0.93496186,1.0921897,1.271832,1.2537699,0.93086046,1.2741108,1.0725408,1.3159125,1.3451865,0.931154,1.3097053,1.2156172,1.0107889,0.588269,1.1105167,0.3720224,0.60497385,0.4108398,0.9278144,0.88825387,0.74671143,1.1188757,1.3489325,0.74198747,1.1154001,1.3283063,1.216512,1.3167603,0.67552286,0.40382326,0.6600678,1.4764566,1.2417454,1.3520687,1.2083436,1.1502899,1.1164768,1.0434979,0.8902321,1.2264801,1.2716675,0.77586347
jar,1.0139318,0.9350302,1.2033529,0.8991572,0.78598404,0.859592,0.86286557,1.1367322,1.1739994,1.0816615,1.184835,0.8697994,1.0289898,0.9920613,1.1154015,0.62771744,0.907114,0.93431497,0.7610363,1.024184,0.8455517,1.0942535,1.1623745,1.1439172,1.2237048,1.174211,0.8525232,0.9602131,1.083523,0.84841466,1.0281839,1.0130638,0.9575702,1.2362865,0.9950279,0.95267785,0.97913074,0.9437376,0.9964063,0.9367301,1.0333292,0.9949046,1.0114621,0.95948434,1.0656161,1.1020353,1.0572443,1.0801986,1.2106154,0.98467976,1.0297167,1.0526986,1.0729806,0.89956355,0.78012514,1.1995515,1.104996,1.0635234,0.79977614,1.069094,1.0932937,1.195149,0.9581599,1.1125602,0.0,1.1937246,1.1695238,1.1720517,0.8804627,0.9706332,0.74717766,0.9861322,1.1891667,1.1457843,0.94465214,1.0912802,0.9671828,1.1768372,1.2414641,0.8844433,0.90587026,1.0701203,1.0332459,1.2061777,0.8091842,1.0207516,1.0673766,0.9859761,1.0603468,0.9708686,0.8757153,0.9302634,1.1503551,0.9363148,0.831798,0.9005139,0.94190794,0.81094575,1.0101159,1.0750631,1.0531404,1.0951203,0.9998453,1.0641459,0.9755871,1.1239344,1.1027821,1.0883039,1.0939952,1.1026759,0.77911985,1.0364264,0.9004195,1.0677117,0.83390594,0.99860924,1.0365281,1.0728326,1.0113314,0.79646116,1.2007265,1.143046,0.98157793,0.86945605,0.72173333,0.8899531,0.9835064,0.9184397,1.0933865,1.0634032
jeans,0.65926224,1.3876734,0.44922388,1.3754884,1.4052563,1.1448362,1.1164746,0.5885705,0.39442235,1.0402586,0.45166045,0.5999595,0.73287344,0.30347383,0.6291852,0.9169649,1.4897894,1.1152978,0.93992126,1.2702388,1.3178997,1.2958047,0.9090686,0.91909474,0.7327214,0.68646896,1.3113737,1.120096,1.0062218,1.3001571,0.81965625,1.1844484,0.98444366,0.5608739,1.2411282,1.3827344,0.68444705,1.5037599,1.1145935,0.96010643,1.062861,0.7725431,0.995478,1.2385302,0.40148556,1.2713225,1.3193123,0.92124796,1.0813513,0.73209256,1.4006302,0.96680397,1.271714,1.163659,0.9436749,1.1893809,0.5029645,0.957874,1.177944,0.9310393,1.3204563,0.7240521,1.2239465,0.36660445,1.1937246,0.0,1.0216359,0.6880801,1.4704607,1.0788292,1.2822764,0.53703266,0.7392908,1.1560274,1.3078834,1.3842907,1.2254267,1.2459058,1.0282663,1.3444021,1.195983,0.8804247,0.27194363,0.18474942,0.8834314,0.9770704,1.1476821,0.9429089,0.7594594,1.0311469,1.4167886,1.1416723,0.96383065,1.2272089,1.0076137,1.3485332,1.451446,1.1473234,1.4383674,1.1099374,0.9868008,0.48790753,1.1130083,0.612077,0.46748722,0.25576556,0.81415224,0.7621336,0.6051248,1.0681038,1.4942272,0.59386027,1.0909468,1.2239311,1.3013757,1.377553,0.5930934,0.6130026,0.5502567,1.4857941,1.235711,1.3246288,1.2543538,1.1265292,1.1148448,0.94123983,0.9917703,1.3807435,1.2500219,0.81162953
knife,1.2432039,1.1051071,1.0173253,1.2508631,1.1562616,0.92228734,0.9681274,1.0021393,1.0813512,0.6761495,0.96088016,1.235144,1.2738535,1.2758535,0.9894687,1.0165775,0.90255314,0.7074004,1.0273546,0.7752446,0.8983573,0.7613597,1.0893137,0.7664909,1.1268816,1.0726258,0.82774127,1.2356052,1.0223526,0.85126543,1.0536302,0.88630885,1.1893669,1.2172855,0.8816114,0.6619745,1.1964415,0.86013055,1.1244875,0.92681247,1.1944124,1.2895026,1.1149315,0.74411225,1.2946593,1.0339524,1.0268383,1.264294,0.766845,1.0977315,1.0165744,1.238758,0.30181468,1.139273,1.1880937,0.83275145,0.9220983,1.1397803,1.0556355,1.2582599,0.8855828,0.8541418,1.0845903,1.2080513,1.1695238,1.0216359,0.0,1.150708,0.913449,1.2077916,0.9435324,1.2561356,0.9493115,0.86534756,1.0339248,0.93127835,0.82150126,0.71085036,0.9292577,1.0107037,1.0796915,1.1624925,1.2293435,1.0032166,1.0613201,0.4427142,0.37193865,0.7369862,0.9094385,0.98910666,0.9250113,0.67132854,0.98029035,0.9952736,1.0981212,0.9842789,1.0315177,1.1390676,0.9546088,0.74515784,0.9259364,1.1457858,0.72812384,1.2359107,1.1826328,1.163851,0.48642862,0.9325674,0.9552949,0.745723,1.0594635,1.0018153,0.88037044,0.26455033,0.9478835,1.1228507,1.1192404,1.190343,1.0842923,1.0264648,0.8244885,0.7417511,0.6520615,0.894722,1.229294,0.86166775,1.1597464,0.92513394,0.6912842,1.2558236
ladder,0.8441451,1.206827,0.634428,1.2404153,1.2466427,1.0514147,1.0360148,0.80723053,0.7373506,1.2838275,0.69999033,0.9184571,0.9237119,0.75199956,0.94222355,1.0486132,1.3329692,1.2269133,0.87941104,1.303757,1.324044,1.2495596,0.93541205,0.81943536,1.0015473,0.5312276,1.2817256,0.88369167,1.0295835,1.262422,0.6556112,1.0921762,1.0345542,0.49771816,1.202965,1.2838277,0.6830539,1.3853431,1.0171577,1.0641404,0.9543623,0.7332965,0.767863,1.0363493,0.6721259,1.0871025,1.1028435,0.6170708,1.0271428,0.9120475,1.2465817,0.9051586,1.3024628,1.1451865,0.96880305,1.1315919,0.79210705,1.0500598,1.1425833,0.6948782,1.1780449,0.853143,1.1108897,0.6086776,1.1720517,0.6880801,1.150708,0.0,1.3169398,1.132173,1.0909456,0.73661,0.8803669,1.0798541,1.2238903,1.2210855,1.2334194,1.1847782,0.9099185,1.1736988,1.0462991,0.94317037,0.6852963,0.76091206,0.9711799,1.0664413,1.1480129,0.9204369,0.992274,1.0718086,1.2838607,1.2674267,1.0755879,1.225505,1.064138,1.2880317,1.299498,0.8118808,1.2490029,1.255411,0.9949699,0.64683855,1.0365312,0.54491174,0.73029566,0.61574847,1.0496839,0.8602946,0.9716654,1.1623567,1.2336644,0.87733746,1.1166898,1.3073177,1.1402345,1.2269545,0.79705817,0.5705755,0.7551625,1.3899801,1.1062582,1.2711358,1.0895329,1.0913063,1.1416044,0.9573077,1.1059622,1.1452669,1.2214863,0.6332936
lamp,1.2853878,0.89130443,1.3542094,0.82229614,0.79674226,1.080053,0.9206901,1.1407355,1.2737471,0.72470737,1.1293248,1.3794966,1.145808,1.4506555,1.2352543,1.1615704,0.6043631,1.0447073,1.1759287,0.89598215,0.8249982,0.60487413,1.0817981,1.2903538,1.0443478,0.9707349,0.44413465,0.80014616,0.8445678,0.65852654,1.1976953,0.9625809,1.1279259,1.1803372,0.98837054,0.7038988,1.2352773,0.5044161,1.0566635,1.1118815,1.1088831,1.3550417,0.7192456,0.73208797,1.3370937,0.9390999,0.90075856,1.2109381,1.0724015,1.2838496,0.6835346,1.0849777,0.6533028,0.9984957,1.1447752,0.8891987,1.419117,1.0489527,1.1216205,1.149129,0.708606,1.3587826,0.77913487,1.3665559,0.8804627,1.4704607,0.913449,1.3169398,0.0,1.0487345,0.80384314,1.4698701,1.3004813,0.9996733,0.8752242,0.8119721,0.6227721,0.91023237,1.1567819,0.8370321,0.81872,1.1620302,1.4902802,1.4198756,1.2107852,1.0069424,0.95497954,1.2151371,0.94704556,1.1545182,0.49419153,0.9607118,1.1800637,0.9790269,0.82026327,0.5165703,0.6463231,0.7114861,0.5677275,1.0518137,1.1848112,1.1795565,0.86070687,1.2721951,1.3719031,1.4819546,1.0356814,1.0375662,1.1278306,0.95975536,0.57098544,1.3163155,1.1037629,0.8174416,0.6918366,0.8807249,1.2923269,1.2649897,1.315634,0.60454035,0.9171533,0.7818339,0.7514514,0.7738836,1.102252,1.154382,0.9514008,0.52962124,0.76193476,1.0106426
melon,0.87232566,0.613724,1.0664887,0.52102894,0.677534,0.66814613,1.0630567,1.0373398,0.9848949,1.0511663,1.0710325,0.95224214,0.9882083,0.99338156,0.94303614,0.9689668,1.0443416,1.0938126,0.94577545,0.8687875,0.8693757,1.0288445,1.0450536,1.060386,1.084143,1.1713045,1.1496449,1.0860822,1.0705533,0.97290367,1.0493929,0.8635667,0.22783744,1.1395401,0.895316,0.91157687,1.0952548,1.0433435,1.0743766,1.0767084,1.093375,1.0650284,1.1661975,1.1367555,1.1351932,1.1004337,0.6699432,1.115274,1.0546759,0.8634,1.0608205,1.0582924,1.0903615,0.75985163,1.0747086,1.0930165,1.0505742,0.92497617,0.70925546,1.1114353,1.079089,1.0157423,1.0790422,1.1660572,0.9706332,1.0788292,1.2077916,1.132173,1.0487345,0.0,1.1306587,0.7929402,1.0364385,1.0410063,0.76747227,1.0143855,1.0925953,1.0916036,1.0871613,0.7879108,1.0975574,0.9953433,1.0779276,1.0684013,0.9822669,1.0092722,0.9188739,0.9406408,1.1272736,0.8911108,1.1478555,1.0734546,1.060806,0.42676413,1.2373499,1.0625212,1.0378867,1.2635175,1.1066002,0.924658,1.2042308,1.064567,0.82703096,1.122745,1.0288912,1.1320454,1.1066777,1.0690247,1.0803988,1.0613886,1.0532312,0.9428825,1.200469,1.1830039,0.95265776,0.7380386,1.0890712,1.1075147,0.9606853,0.81652653,1.0438925,1.0707603,0.8837426,1.2292457,0.5819328,0.8790456,0.9952854,1.1696962,1.2035199,1.0979166
milk,1.1067239,1.1567092,1.1056123,1.1524998,0.8489076,0.9312519,0.64368623,1.1028931,1.1158612,1.0728698,1.0610886,1.0372622,1.1811278,1.1656425,1.0363419,0.8199914,0.87225974,0.8202038,0.76433057,1.0206043,0.656876,1.03846,1.3301498,1.1359286,1.2861066,0.9391906,0.84927225,0.9530301,1.0467119,0.66430557,1.0850691,1.139153,1.0659871,1.148541,1.0224253,0.9973886,0.92495924,0.82921475,0.89505327,0.87691563,0.99011725,1.0337136,0.8749944,0.8202843,1.1595668,1.051353,1.2087252,1.1081786,1.2170005,1.204907,1.0598662,1.052579,0.7808542,1.0895597,0.8613158,1.2448249,1.1381896,0.97393364,0.8791536,1.1015514,1.0740213,1.1270188,0.86966354,1.1783779,0.74717766,1.2822764,0.9435324,1.0909456,0.80384314,1.1306587,0.0,1.200399,1.1032269,1.1196117,1.0883744,1.2061901,0.9870542,1.1866087,1.2811242,0.8463843,0.7510025,1.2393472,1.1764382,1.2409893,0.87972534,0.8865531,0.9129287,1.0845368,1.1748286,1.0032954,0.90339607,0.8505318,1.1201143,0.9216222,0.8422425,0.8991423,1.1154636,0.68475676,1.0202961,0.94475317,0.95794797,1.1330829,0.9211634,1.1444814,1.119462,1.1827214,0.94423497,0.9545348,1.0806419,1.1628989,0.47254312,1.1596026,0.81456935,0.8173941,0.7013172,1.038405,1.0930101,1.0998962,1.0670942,0.84437823,1.258303,1.1723328,0.8269591,0.8978398,0.9389287,0.91355157,0.98840386,0.8776645,1.05675,1.0259634
mitten,0.6006766,1.0587027,0.5603593,1.0257366,1.0296831,0.9261149,1.0925131,0.85346496,0.7819276,1.395165,0.8477051,0.6052439,0.6994486,0.50522035,0.83044744,0.9389992,1.4392821,1.1424868,0.81442034,1.3124573,1.1572114,1.4489758,0.951699,0.7864145,0.921229,0.8865228,1.3954014,1.1485813,1.1612623,1.3808714,0.8070653,1.2038134,0.64120674,0.7569995,1.0880197,1.3764553,0.7357508,1.5040846,1.0785719,1.0220592,1.0075593,0.39378452,1.1111107,1.352175,0.740495,1.0567751,1.0267226,0.9082043,0.97866285,0.5664873,1.4052819,0.9684277,1.3830361,0.8653344,0.7535355,1.3048862,0.30499417,1.0009017,0.7429641,0.94558775,1.3778715,0.6134726,1.1343632,0.56141037,0.9861322,0.53703266,1.2561356,0.73661,1.4698701,0.7929402,1.200399,0.0,0.8095686,1.1497005,0.95849323,1.3092364,1.3034173,1.3041935,0.966863,1.168301,1.151051,0.7272088,0.5753834,0.67293894,0.75582224,0.88259715,0.98770046,0.85147,0.99786526,0.92922133,1.3924183,1.2380651,1.0695279,0.9309721,1.1289879,1.4923017,1.2307277,1.1875362,1.3284009,1.1483161,0.9854984,0.82584167,0.9177155,0.79323864,0.46326816,0.5754229,0.8923935,0.9493725,0.9217396,1.1213535,1.3677899,0.493338,1.0463691,1.342928,1.16665,1.021658,0.6152427,0.8163313,0.6552264,1.3041124,1.1581919,1.4286293,0.9948098,1.2273288,0.7059135,0.8958492,1.0483061,1.3586426,1.3668724,0.9416984
motorcycle,0.974646,1.1111454,0.93082905,1.1064415,1.1453972,0.9393243,0.9593628,1.0388563,0.96731734,0.8824488,0.95495677,0.9850933,0.963971,0.8782228,1.0088491,1.0015856,1.0602671,1.0940412,0.95336354,1.0847106,1.0257951,0.9763394,0.81655437,0.9010763,0.85242903,0.92054665,1.0872636,1.2145922,0.86567265,1.1012287,0.80744874,1.0127261,1.0330315,0.9131983,1.080321,0.9902064,0.850529,1.142229,1.0992148,1.1342955,1.1222088,0.90650237,1.0295211,0.92739683,0.9124119,1.1305246,1.0929384,1.088429,0.8472192,1.0347259,1.1679467,1.1730838,1.1253545,1.035002,0.8839507,0.8694523,0.65218604,1.0594578,0.9121368,1.0774947,1.0874332,0.9739037,1.0532002,0.76126444,1.1891667,0.7392908,0.9493115,0.8803669,1.3004813,1.0364385,1.1032269,0.8095686,0.0,0.8854649,1.1731678,0.99240535,1.0516093,0.81259704,0.78052616,1.083833,1.0848349,0.7583784,0.8547821,0.76234853,0.9681972,0.98685986,0.94209015,0.97101593,0.85184526,1.1640755,1.0691121,1.1548153,0.76807123,1.2026377,1.119035,1.180583,1.1238618,1.0447289,1.0756024,0.936935,1.0898182,0.8256381,0.9116507,1.0205799,0.6575817,0.78963554,1.0349828,1.1610065,0.95955634,0.67486525,1.2637353,0.751578,1.1093078,1.1012454,1.2696781,1.1207345,0.77893054,1.0189806,0.9989215,1.1573415,0.92583907,1.0049412,1.0294158,1.1609253,0.9865358,1.0999126,1.0280111,0.9509011,0.89646703,1.0645119
mouth,1.3375885,0.8807476,1.0745617,0.94727045,1.0126258,1.0690211,1.2170475,1.1929454,1.240553,0.86666197,1.2665235,1.2243869,1.2394711,1.2770611,1.1428001,1.1535861,0.8717865,1.1551591,1.1731325,0.9273977,1.1026808,0.92843163,0.8532436,0.83827925,1.1242504,1.2031398,1.0073185,1.0486008,1.0340862,0.88534844,0.99128777,0.9642773,1.0471041,1.1863136,0.99513,0.77951443,1.3016583,0.9069059,1.0584749,1.184075,1.2136983,1.1431582,1.0473025,0.8589486,1.3078427,0.7900417,0.81342083,0.92720395,0.43708122,1.1503761,0.81290185,1.2277415,0.8837769,1.173198,0.98801595,0.4695239,1.0585487,0.9524736,0.8567567,0.9464618,0.6182758,0.77742195,1.0141076,1.2284324,1.1457843,1.1560274,0.86534756,1.0798541,0.9996733,1.0410063,1.1196117,1.1497005,0.8854649,0.0,0.75339055,0.6103343,0.8938457,0.5495336,0.44290435,0.9765072,1.0880986,1.0093294,1.2144289,1.1255307,1.1058724,0.793101,0.8097763,0.77952385,0.99565303,1.0282004,0.9498873,1.1365162,1.0411416,0.9659858,1.15075,1.0352187,0.88631976,1.1183892,0.9252253,0.99301994,1.1260691,1.1779054,1.038549,1.2143973,1.2370687,1.0167012,1.111304,1.1111155,1.1049834,0.7054871,1.1011153,1.0298741,1.0867465,0.99502933,1.0057163,0.68584734,1.2679454,1.2198317,1.2789029,1.0783207,0.46941423,0.6828014,0.92442036,1.0037491,1.1977278,1.2019272,1.0568228,1.0259067,0.7771169,1.0002543
muffin,1.2279924,0.7602156,1.0388855,0.75892645,0.8111551,0.9744746,1.2098866,1.1229814,1.2725221,1.1292303,1.2997632,1.1718256,1.0508876,1.2899964,1.1527618,1.2458327,0.9954164,0.9878642,1.2105129,0.71491635,1.1171734,1.0345553,0.945475,0.84131217,1.0318044,1.2946615,0.97977716,0.9412457,1.1087178,0.94504744,1.0565504,0.90075153,0.8067981,1.2509215,0.6274301,1.0539849,1.3328271,1.0020695,0.9363659,1.0916264,1.0061682,1.0249077,1.0774044,1.0345626,1.3235121,0.7506984,0.68173635,0.99130756,0.7941193,0.95490134,0.87603354,1.0636348,0.92993844,0.97418314,1.059768,0.9854557,1.0556754,1.0681792,0.87973076,1.0460739,0.800998,0.80845416,1.0780169,1.2562625,0.94465214,1.3078834,1.0339248,1.2238903,0.8752242,0.76747227,1.0883744,0.95849323,1.1731678,0.75339055,0.0,0.8464556,0.96186435,0.88856,0.85811126,0.8231355,1.1195284,1.0449185,1.2610893,1.2932062,1.1082283,1.0045385,1.0079256,0.81016934,1.1859032,0.7048702,1.1057577,0.9870581,1.0467228,0.63616896,1.0823598,1.1119424,0.644529,1.1031407,0.9196897,0.7754945,0.9278146,1.3168913,1.0594337,1.1323955,1.2639942,1.2263539,0.9900917,1.0314407,1.1309735,1.062211,0.99463725,1.045028,0.89771724,0.96727157,0.8229932,0.45624173,1.2374803,1.1391788,1.1905911,0.9679139,0.7396432,0.9357081,0.985414,1.0560969,1.0402812,1.1247765,1.0498409,1.121631,1.0548974,1.1482736
nail,1.4027221,0.50398743,1.3710029,0.5093161,0.8056023,1.028523,1.2113891,1.4048223,1.4095953,0.54279804,1.4379792,1.3796391,1.2358624,1.4692895,1.3668851,1.2300066,0.2673707,1.197524,1.4056735,0.7261828,0.76525664,0.4648928,0.93786025,1.0261229,1.1452003,1.3939524,0.7556123,1.1447095,0.9337895,0.8200846,1.185056,0.79285455,1.1933403,1.3044604,0.99439764,0.33693802,1.493512,0.34902364,1.2535322,1.2865342,1.2547063,1.3563287,1.1937416,0.83499205,1.3754385,0.9371255,0.5386226,1.1095374,0.48127687,1.2191215,0.24101675,1.2804222,0.9035472,1.0179983,1.2040327,0.30045855,1.2303321,1.1682909,0.96113604,1.0651457,0.48827398,1.1912729,0.74657506,1.3551846,1.0912802,1.3842907,0.93127835,1.2210855,0.8119721,1.0143855,1.2061901,1.3092364,0.99240535,0.6103343,0.8464556,0.0,0.636872,0.28867173,0.58065313,0.8342438,0.986185,0.91461366,1.4361374,1.2683731,1.3340881,1.0937498,1.0120234,1.043059,0.8699799,1.227791,0.56971824,1.1653248,0.9931085,0.9530042,1.2173598,0.6164897,0.54366225,1.1871974,0.4676736,0.9534397,1.31909,1.1813045,0.9568449,1.3487633,1.3709478,1.3083979,1.2837956,1.385057,1.2492614,0.37848657,0.8706141,1.0933541,1.2703675,1.0129966,1.0943885,0.6594869,1.2895628,1.3783243,1.5319699,0.64622706,0.23293483,0.14013863,0.86498857,0.8844541,1.0051135,1.4199986,1.1564474,0.63205624,0.33711433,1.3021432
napkin,1.3050337,0.86500734,1.2745609,0.865221,0.84172434,1.0021667,0.83310753,1.3678669,1.2176926,0.4102614,1.1676846,1.4502155,1.2669238,1.4134257,1.3493634,1.2359924,0.5217161,1.1246841,1.28605,0.771596,0.68762904,0.37073493,1.0944843,1.0956504,1.0513836,0.9708647,0.50126934,0.9778367,0.7685957,0.6386568,1.132679,0.8723878,1.2511477,1.1096224,1.0481293,0.5146959,1.3845139,0.3862257,1.1728127,1.3120575,1.215024,1.3528862,0.8082778,0.46095693,1.3748964,0.9568211,0.8497005,1.3454584,0.7687871,1.2526383,0.7073031,1.2730627,0.74747133,1.1232634,1.0829319,0.687127,1.1434159,1.0756688,1.1548985,1.2816069,0.48202825,1.3157054,0.60810065,1.2452307,0.9671828,1.2254267,0.82150126,1.2334194,0.6227721,1.0925953,0.9870542,1.3034173,1.0516093,0.8938457,0.96186435,0.636872,0.0,0.6253065,0.92388076,0.8201148,0.8600433,1.121734,1.4588242,1.1571723,1.4186118,1.0427964,0.97814,1.0072469,0.48335886,1.222968,0.47904533,1.0849723,0.9997687,0.8057124,0.78849584,0.5586938,0.64123446,0.90378696,0.55205375,0.9731237,1.1708164,1.1558836,0.9844977,1.4317095,1.3798633,1.301031,1.2678013,1.3417919,1.1561495,0.4862395,0.72045815,1.0381021,1.1810215,0.8107916,1.0571084,0.8451229,1.3861483,1.4228523,1.5689976,0.7105782,0.6346748,0.58334666,0.8076266,0.26598108,1.2089916,1.3906846,1.299237,0.37295997,0.44397914,1.1140858
necklace,1.4259535,0.77823126,1.2870712,0.81867975,1.0727962,0.9627001,1.1689949,1.4472349,1.4409901,0.47353286,1.4325235,1.3712928,1.3533459,1.4485576,1.3969789,1.2598901,0.41435432,1.1234025,1.3749712,0.6569911,0.81230927,0.39596713,0.9641476,1.0121406,1.0261216,1.31457,0.690995,1.2590809,0.841368,0.8543141,1.1767559,0.75970674,1.2395198,1.2340994,0.9181842,0.4451722,1.4803672,0.48130852,1.2627357,1.3025587,1.2389057,1.3583233,1.135144,0.7343196,1.3620745,0.8114223,0.6204916,1.0403905,0.37437207,1.3071185,0.58530986,1.3331921,0.7728041,1.0805752,1.2150061,0.16110432,1.02349,1.1959715,1.0724145,0.98892355,0.43579018,1.0745689,0.730245,1.2085497,1.1768372,1.2459058,0.71085036,1.1847782,0.91023237,1.0916036,1.1866087,1.3041935,0.81259704,0.5495336,0.88856,0.28867173,0.6253065,0.0,0.35834903,0.8768236,1.0554278,0.9255479,1.4088206,1.1861408,1.3852037,0.9484634,0.85928553,1.017181,0.83996636,1.2432038,0.63216645,1.1141405,0.812827,0.9469374,1.2255194,0.7882718,0.6824274,1.1788061,0.56413543,0.8200861,1.2272108,1.1651788,0.99940306,1.3078399,1.330333,1.2252138,1.195092,1.4021621,1.2577736,0.23875225,0.98449236,1.1105621,1.1824386,0.8542409,1.1124005,0.837329,1.2373089,1.3268934,1.5816395,0.85805374,0.2157259,0.24372202,0.91768146,0.94265014,1.1950264,1.425763,1.1778691,0.65360487,0.25131428,1.2657421
