,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shovel,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
grass,0.8918136,0.9628908,1.1254102,1.0114093,1.0035561,1.0523539,1.0706438,0.90822756,1.03279,0.9887877,0.9046898,1.08053,0.9243598,0.79834586,1.1089548,0.80969965,0.8633175,0.84231687,1.1516708,1.1033753,1.0301449,1.0421739,1.1669629,1.033197,0.9263544,1.2016345,0.88981664,1.0030016,0.92153496,1.0966694,0.9826521,1.0720947,1.037685,1.0209403,0.88776076,1.0455664,0.87259936,1.0276544,0.7672379,1.0651879,1.0054026,1.2307274,0.98389804,1.1069242,1.14183,1.0634884,0.92064446,1.0784197,1.161821,0.96200013,1.0234888,1.0370702,1.0383661,0.82826805,1.0779498,1.0671984,1.0559723,0.83118415,1.076923,1.1805654,1.0590808,0.0,0.9397565,0.991185,1.1563269,0.944449,1.0729027,0.98988307,0.99215955,1.0881169,0.8918977,1.0727961,1.0790775,1.2000599,1.18631,0.9519061,1.080512,0.86639667,0.9474187,1.0275216,1.1229349,1.0500562,0.95246327,1.0308118,1.13951,1.0130005,0.8186386,0.86027133,0.8956308,0.79236615,1.0944165,1.1827393,0.9635839,1.0840479,0.6792843,1.0772882,1.0466365,0.9852929,1.1346532,0.9732507,1.1625744,1.0729866,1.1006593,1.074532,0.7587369,0.8714129,0.99307096,0.8374207,0.99137264,1.0458863,0.8877137,1.0821114,0.75674045,1.0342407,1.0290189,1.0410407,1.1360761,1.093949,1.055884,0.95366365,1.0697355,0.9407059,1.1093197,1.1297406,1.0940993,1.1112654,0.97330904,0.9770791,0.9129569,0.95746976,1.2024999,1.0621768,1.1469896
gum,1.035261,0.86858404,1.1285827,0.6178072,1.0982778,0.5937569,0.7097206,0.5898349,0.872237,1.1778507,1.2625477,1.1324551,1.3209685,1.0678144,0.9947791,1.1497226,1.1899288,0.81480515,0.8649098,0.6775341,0.9758412,0.9835506,1.1941328,0.56159306,0.97251123,1.1626929,1.1539608,0.6575742,1.3038317,1.3705273,1.1254053,1.2074776,1.3140346,1.1831214,0.7214136,0.7707714,0.76015013,1.3557495,0.872236,0.98158413,1.332274,0.6145827,1.1523876,0.8921402,1.3671279,1.0226246,1.1386697,0.9989505,0.97190505,1.2518792,1.0433218,1.1679403,0.9918384,0.7703974,0.9515954,1.0782881,0.90264714,0.5508456,0.47550702,1.2044914,0.8289308,0.9397565,0.0,1.2070532,0.82802564,0.8584042,1.015864,1.2051222,1.2012808,0.58128697,1.1159785,0.85944057,1.1937935,1.1430782,1.08639,0.6559835,0.82328373,0.8865637,0.8051523,1.0779562,1.0948831,0.8683233,1.0924885,1.0992451,1.0964091,1.0756004,1.2038554,1.2514641,1.1008825,0.84999657,1.0421443,0.91287315,0.56497353,1.2804222,1.1232569,1.0186597,0.79769194,1.1384706,1.1665249,0.9551236,1.1707795,0.7856107,1.2593317,1.0178719,1.0519534,0.9085841,1.2443763,0.8295194,0.61222804,1.1851604,1.1692884,1.082631,1.1830102,1.1463156,1.0635318,0.78443545,0.8242172,1.0001551,0.79419696,1.0294164,1.1911123,1.0774305,0.64183813,1.0163761,1.0759752,0.81139725,1.0706409,0.35292566,1.0599316,1.1186318,1.315741,1.115429,1.3020704
hair,0.8432373,1.0135794,1.2236869,0.9398067,0.94039655,1.2189922,1.2908291,1.0278383,1.249598,1.0508621,0.9198253,1.1304314,0.91134137,0.81622267,0.89216936,0.956655,0.94396615,1.0496831,1.2406865,1.2043445,1.0877519,1.1893752,0.96203697,1.2847888,1.0990909,1.2167269,0.98201984,1.1348724,0.9359861,0.9327941,1.1907537,0.7135999,0.84255445,1.1232218,0.94942236,1.0983503,0.9998857,0.7698033,0.98069847,1.2441859,0.8914504,1.2819427,0.9386167,1.1955817,0.9938472,1.2147741,0.71322864,0.75749826,1.1457235,1.020138,0.87582266,0.36579967,0.931051,1.1732314,1.152176,0.8480754,1.1499836,1.1415747,1.1326388,0.9496514,1.0883081,0.991185,1.2070532,0.0,0.9750537,0.8062887,0.9111041,0.8108173,0.7269485,1.0385594,0.7974392,1.1874276,0.85167515,1.266293,1.1398431,1.211888,1.0159249,0.7691486,0.8473396,0.8984744,1.0544564,1.229296,1.138997,0.67310035,1.2583197,0.97324294,0.85041237,0.7044316,0.85975987,0.94573706,1.2070047,1.26988,1.1721002,1.149013,0.8885554,1.1198792,1.1531339,0.94023323,1.2129735,1.0429173,1.107605,0.88712627,0.912379,1.070003,0.9263011,1.1624825,0.6490186,0.9723387,1.1331626,1.2115917,0.98055387,1.2248813,0.971391,1.1406127,1.0794561,1.1396221,1.1948218,1.1768017,1.1416966,0.9616685,0.71289366,0.9039656,1.2926321,0.919637,1.0606989,1.0833684,1.1813579,1.2753742,1.2828394,0.9249634,1.1820896,1.0355934,0.8521701
hamburger,1.0146459,1.0124344,0.881943,1.0089812,1.1340609,0.74737316,0.8074654,0.9658807,0.9862513,1.228184,1.2531232,0.85650647,1.2517624,1.2162895,1.0870507,1.2556343,1.173089,0.96486026,0.77637994,1.0232642,0.9301592,0.8903039,1.3085632,0.88634646,0.8318646,0.9330475,1.11844,0.7672038,1.1427481,1.3330405,0.97340405,1.1912918,1.0969422,1.0082263,1.0957553,0.9566176,1.0366069,1.2130308,0.94841206,0.78989166,1.2591137,0.8384104,1.0778215,0.7988174,1.2392396,0.9802206,1.177675,0.880706,0.8742084,1.1182296,0.7534056,0.8551237,0.9338439,0.78948057,0.95993304,0.78313684,0.9111875,0.72477067,0.90365994,0.7429171,1.036955,1.1563269,0.82802564,0.9750537,0.0,1.1029394,0.65735996,1.2009059,1.058414,0.9229187,1.125056,1.1448857,1.1583825,1.0589554,1.0175595,1.1529623,1.0419737,1.1698784,0.9185443,1.0454801,0.7350242,1.0935669,0.99283993,0.9281456,0.8943208,1.0876819,1.1213948,1.1918185,1.1706647,1.1607132,0.8840569,1.0296642,0.8726623,1.1394079,1.1363971,0.89986545,1.065063,1.1417896,0.93708414,1.0844134,0.7480409,0.7566968,1.2044481,0.7908515,1.0726188,0.8868413,1.1476339,1.0124792,1.035262,1.2603285,1.1451267,0.776322,1.1542687,0.9544505,1.0150298,1.1149073,1.074775,0.8511056,0.6525453,1.240837,1.1200049,1.284907,0.7468277,0.7353728,0.74977446,1.0762337,1.1741126,0.68659925,1.1339381,1.0850061,1.0679135,0.8123274,1.2250085
hand,0.77026224,1.1422163,1.2716041,0.7851193,0.6057793,1.1387078,1.3319546,0.69224936,1.3246624,0.9528095,0.90408653,1.4222777,1.0097814,0.5550978,0.8583642,0.9057793,0.94229573,0.9691565,1.3973411,1.0424752,1.2488167,1.1019528,0.9185126,1.3129725,1.2265977,1.4492431,1.1032627,1.0086942,0.98791677,0.9550839,1.3312871,0.82237923,0.882233,1.2252817,0.5790737,0.9398763,0.835145,0.8657858,0.8602271,1.3624406,0.96796304,1.2542528,0.97763723,1.0943577,1.1555836,1.1312206,0.73934376,0.79370606,1.108775,0.971759,1.0693034,0.8361408,0.55384904,1.1566658,1.2626872,0.9780812,0.94100994,1.0646174,0.9403178,1.2662207,0.62970996,0.944449,0.8584042,0.8062887,1.1029394,0.0,1.1973684,0.8576864,0.8397684,0.9489491,0.66822696,0.72854376,1.0269494,1.3802671,1.2681155,0.8853535,1.0696765,0.39675057,0.72936565,0.7508261,1.2640575,1.099063,1.2521255,0.6982959,1.2811114,1.0995468,0.87418854,0.68648994,0.66597605,0.7493433,1.2037796,0.88165003,1.0934825,1.1958278,0.8982926,1.323834,0.88682824,0.98005104,1.2572702,0.9016791,1.363819,1.0070106,1.0889452,1.2936587,0.88393396,1.1811526,0.6677455,0.6638446,0.8366219,1.1158249,0.98341393,1.3255334,1.0569048,1.3707671,0.976089,0.9612274,0.8168244,1.3124878,1.2240645,1.0057542,0.7766949,0.80368197,1.3726058,0.832343,1.2105584,0.5938092,1.1537884,1.2298415,1.2027768,1.0001346,1.4131745,1.1209941,0.96714246
hat,1.3824446,0.60987717,0.64450026,1.4276328,1.3034577,0.6127705,0.5107982,1.226522,0.9403556,1.3384082,1.477783,0.4795184,1.3690727,1.3118213,1.0098664,1.2989452,1.3287132,1.061357,0.7495779,1.1993936,0.8474271,0.9081743,1.1285708,0.65416354,0.8179228,0.5556593,1.2249635,0.53910553,1.2500229,1.328941,0.88936424,1.2879088,1.1716653,0.90818244,1.2227398,1.1157918,1.1551137,1.239728,1.2011814,0.46417403,1.5220098,0.75760764,1.323528,0.8997959,1.0441073,0.9220865,1.3029096,0.59016,0.57787114,1.3221021,0.43715107,1.1053473,0.5679163,0.5904408,1.0022047,0.4409871,0.8783117,1.0156296,1.1506319,0.31583452,0.8127683,1.0729027,1.015864,0.9111041,0.65735996,1.1973684,0.0,1.3646815,1.3390143,1.2982187,1.1307331,1.239495,1.2483529,0.9022554,0.58246607,1.2987617,1.2709088,1.1548667,0.9797823,0.931908,0.4592439,0.9117684,0.641457,0.70582473,0.71234,1.1639386,1.2071395,1.3997977,1.086439,1.4363135,0.50636446,0.93087983,0.791947,0.6590022,1.3032662,0.9621704,1.3329746,1.3662711,0.78720695,0.8128461,0.41865122,0.7659175,1.297401,0.77964026,1.08892,0.93231094,1.3905852,1.1280307,1.354494,1.2588198,1.297801,0.3574459,1.3155391,0.63997495,0.87369186,1.2465932,1.2372773,0.6651822,0.4328487,1.2969885,1.3692853,1.578342,0.52751344,0.37772512,0.5414981,1.3332702,0.8039754,0.74929357,1.1611416,1.2459846,0.8467666,0.41051888,1.2040207
horse,0.42838496,1.1969147,1.1867824,0.9388279,0.72718656,1.1580753,1.3881705,0.95439875,1.3241491,0.95943606,0.5791861,1.439828,0.70706606,0.7435993,1.0418285,0.6442929,0.8574238,1.0763419,1.3566765,1.1943415,1.1210419,1.1684079,0.89699334,1.3061874,1.3092397,1.3977311,0.8092333,1.3990573,0.3442744,0.66173184,1.3374449,0.5799406,0.77810943,1.1495004,0.94947064,1.0993757,1.0137024,0.5303307,0.91895175,1.5340623,0.6636737,1.3850663,0.26297367,0.92769843,0.9861081,1.2779225,0.55900645,1.0860655,1.3435333,0.70546955,1.2483366,0.7341591,1.2552556,1.1965245,0.9728069,1.2637857,1.4591241,1.1066102,1.0240209,1.352503,0.9760233,0.98988307,1.2051222,0.8108173,1.2009059,0.8576864,1.3646815,0.0,0.7035189,1.0332386,0.62285215,1.2229068,0.6124771,1.3448422,1.3113377,1.1092342,0.95301306,0.67998236,0.9913657,1.0150311,1.3405153,1.2786874,1.4051597,1.0384052,1.1942122,0.82542384,0.65125114,0.55957294,0.7401249,0.7242656,1.5126737,1.3736739,1.3161546,1.1275408,0.7236332,1.0982138,1.132999,0.1918962,1.0920553,0.97820926,1.4131609,1.106264,0.73388565,1.1107109,0.88185596,1.2621859,0.60426474,0.8300146,1.0844992,1.0999527,0.90871876,1.5116376,0.6065452,1.3055184,1.1293844,1.1048212,1.2626897,1.2259715,1.376456,0.79894185,0.62929386,0.5315444,1.4193039,1.3056164,1.3016287,1.1004499,1.1782982,1.2262416,1.0832629,0.67368126,1.2281706,1.3915733,0.73427755
jacket,0.68466693,1.1617001,1.4275634,0.6905915,0.6032046,1.2710456,1.3937104,0.96271706,1.3364491,0.70091283,0.36961997,1.3176676,0.44301236,0.4278326,1.0432308,0.5857342,0.5333236,0.93768334,1.3599153,1.0577562,1.1961985,1.3808956,1.1093323,1.2914628,1.2686403,1.379207,0.7129675,1.361121,0.81762564,0.57911956,1.2999315,0.68283933,0.38856202,1.0729036,0.8481966,1.199816,0.887671,0.47924793,0.9861334,1.4772149,0.47894555,1.3779237,0.8201281,1.218526,1.1065387,1.34638,0.54870236,1.1644099,1.4280921,0.7029923,1.2997528,0.5775291,1.2952504,1.4093242,1.2830393,1.2240474,1.361341,1.1388477,1.083384,1.3605027,1.1186177,0.99215955,1.2012808,0.7269485,1.058414,0.8397684,1.3390143,0.7035189,0.0,0.9267801,0.47981346,1.0363019,0.844917,1.3642855,1.3730549,1.1159194,1.0043021,0.76840496,1.0768917,1.1859839,1.3078692,1.2064135,1.4462582,1.1322105,1.4006323,0.8609026,0.87012243,0.28474826,0.59547096,0.5988492,1.4496428,1.2726057,1.3005242,1.2788911,0.6664463,1.2950681,0.9234647,0.86302006,1.3491654,0.92999566,1.451645,0.97405106,0.889194,1.3259757,0.7395164,1.2525442,0.21598,0.9064597,0.8649663,0.97087324,0.5546991,1.5099468,0.7096349,1.3070474,1.2044568,1.191551,1.0830466,1.4409664,1.3657317,0.90473855,0.24082798,0.5599588,1.3908067,1.3491926,1.3682971,0.914956,1.1408745,1.2518032,1.0552694,0.9736289,1.2594987,1.431666,0.7833963
jar,0.9613014,1.0791107,1.0951247,0.4323359,0.9471222,1.0277605,1.0879073,0.8326965,0.9501818,0.9965681,1.0738567,1.2679853,1.0826722,0.97217345,1.0801762,1.114741,1.0342057,1.0119896,0.7755964,0.6090938,1.0017036,0.87738407,1.1175933,0.9322538,1.1100612,1.1876284,1.1122987,1.0750499,1.1661048,1.0719105,1.1100821,0.98226225,1.1101477,1.1528136,0.7663324,0.89781195,0.9287062,1.1659532,0.89426976,1.1962062,0.98939484,0.5558518,0.9850323,0.84080935,1.1760807,1.054926,0.993903,1.1970944,1.0683203,1.08176,1.2524774,1.0146492,1.1637264,1.1745275,1.0338274,1.2190007,1.0085665,0.9595187,0.654205,1.2858397,1.0846664,1.0881169,0.58128697,1.0385594,0.9229187,0.9489491,1.2982187,1.0332386,0.9267801,0.0,1.0720354,0.8746641,0.9748132,1.0778034,1.1658136,0.70094013,0.5999254,0.9890733,0.92215836,1.0226568,1.2225151,0.97359633,1.2267333,1.1655698,1.0294935,1.0057018,1.0827906,1.0087858,1.14914,0.9447041,1.2154077,1.0000706,0.9569152,1.3325844,1.0173707,1.0183043,0.69868666,0.97043157,1.0545697,1.0803047,1.2460592,1.045549,1.0000414,1.0782859,1.0686463,1.0549805,0.97770655,0.8704306,0.53953916,1.0108258,1.0310693,1.2710993,1.1440305,1.1864017,1.0552324,0.67272246,0.77707535,1.1625276,1.1782312,0.9364871,0.9635654,0.80187124,1.0027108,1.2024676,1.1679195,0.78324354,1.1914799,0.91275585,1.0056906,1.0149885,1.1446706,1.2655919,1.090108
jeans,0.5913524,1.0736701,1.3869617,0.8490509,0.62692666,1.2449685,1.4329786,0.87296486,1.3490696,0.8707368,0.5118111,1.221378,0.6051321,0.4490595,0.93132746,0.44897395,0.72867423,0.9892834,1.498725,1.1372029,1.1275347,1.3495002,0.934347,1.2866076,1.2269576,1.3902589,0.82092655,1.2638202,0.7269318,0.65358794,1.3652319,0.6933046,0.6541189,1.2242961,0.7935998,1.1738245,0.89207804,0.41773856,0.91489846,1.4660323,0.70205367,1.4524301,0.75284207,1.1181915,1.1890675,1.3160805,0.54617476,0.9802325,1.4182758,0.8475969,1.1809077,0.8444551,1.0202754,1.1211128,1.3529148,1.0389662,1.3281784,1.0819715,1.1619154,1.3231859,0.7809699,0.8918977,1.1159785,0.7974392,1.125056,0.66822696,1.1307331,0.62285215,0.47981346,1.0720354,0.0,1.0721444,0.80039144,1.5146161,1.2723941,1.1490188,1.1551099,0.515106,0.9944292,0.9925268,1.3376497,1.1378244,1.325392,1.0261606,1.4020014,0.8034362,0.78748214,0.38685572,0.36823237,0.64053226,1.3925593,1.3156948,1.1520276,0.94697815,0.7260666,1.3810608,1.0439425,0.8425278,1.3345109,0.6915368,1.3545833,0.9593019,0.9976091,1.363043,0.74954855,1.2267482,0.49171913,0.766617,0.9830616,1.0641018,0.75625986,1.3159163,0.74431884,1.3243889,0.9834415,1.1329095,1.1763002,1.3736483,1.3139329,0.8875782,0.45904028,0.60741425,1.4319489,1.1469314,1.3268622,1.0073618,0.9334427,1.1926458,1.1057231,1.0029374,1.2806218,1.3059342,0.88880813
knife,1.0743892,1.0781907,1.1370292,0.7973919,0.8746071,1.1373757,1.102663,0.6869062,1.0468512,0.8082295,1.0792317,1.1526848,1.1114017,0.9380246,1.0655681,1.1203141,0.98833805,1.001952,1.1294266,0.662631,1.251294,1.0021906,0.9847984,1.1193174,0.948872,1.1136801,1.0447909,0.9577441,1.2333417,1.0237329,1.0743202,1.1485717,1.0474902,1.0025235,0.8265561,0.9342921,0.7530434,1.2148458,1.0056474,0.9301759,1.0248339,0.9973652,1.1885266,1.1572163,1.0977297,0.92968595,1.1545244,0.99438405,0.9663142,1.0430294,1.1083696,1.1982774,0.98066765,1.1298574,1.1901066,1.096902,0.41500592,0.9664411,0.84036225,1.1629269,0.8737,1.0727961,0.85944057,1.1874276,1.1448857,0.72854376,1.239495,1.2229068,1.0363019,0.8746641,1.0721444,0.0,1.1063691,0.9053694,1.0592092,0.62289083,0.99534154,0.93395627,0.87954015,1.019313,1.1735629,0.6546928,0.9610513,1.0295495,1.0894661,1.2146869,1.2057018,1.1235392,0.95633423,1.007423,0.7309344,0.31555313,0.934299,1.1681411,1.1296467,1.1465547,0.5495646,1.1657112,1.1133314,1.0616803,1.2040062,1.1137568,1.1579978,1.1477579,1.0171189,0.893094,1.0448493,1.0090855,0.5134246,0.73195493,0.95552456,1.0740957,1.2229431,1.1403766,0.9494174,0.68153006,0.09640819,1.1819286,1.1753772,0.9087258,1.0743475,0.94280005,1.0786686,1.0939605,1.1087475,0.107201934,0.89451826,1.0966184,0.93588126,1.1589237,1.0163645,1.0618365,1.121775
ladder,0.7272439,1.1051645,1.247658,0.95560795,0.9431617,1.228918,1.3886316,1.0066444,1.0311937,1.0706394,0.70197386,1.2274678,0.6470299,0.9629244,0.82825714,0.7388074,0.95681745,0.9406092,1.208401,1.2187424,0.7240921,1.2330525,0.6921099,1.2171206,1.0812114,1.2661097,0.7910937,1.3338146,0.7526518,0.50568044,1.1339136,0.48800373,0.94408286,1.1582294,0.94997764,1.059243,1.0537922,0.5023645,0.96188533,1.3706801,0.60231096,1.2200428,0.70240366,0.9973188,0.7378663,1.0009618,0.782082,1.1398485,1.3338327,0.93208015,1.1951241,0.8426039,1.1798183,1.1677654,1.0280724,1.1954223,1.2340828,1.1048175,1.0489632,1.3051379,1.0731102,1.0790775,1.1937935,0.85167515,1.1583825,1.0269494,1.2483529,0.6124771,0.844917,0.9748132,0.80039144,1.1063691,0.0,1.1286004,1.1307766,1.0491092,0.85625696,0.8429002,1.1152353,1.1195784,1.3129345,1.2227886,1.2709887,1.0807015,1.2253939,0.55884725,0.8553542,0.76598823,0.8533103,0.8890307,1.3061627,1.2445048,1.2199191,0.9272968,0.91072947,1.0036569,1.1940241,0.6865376,1.1550262,0.97695893,1.1614128,1.0697607,0.4516089,1.1684959,1.0953144,1.1279374,0.8128034,0.89713454,1.1630114,1.0689571,0.9624625,1.3257134,0.8638801,1.2381574,1.1299149,1.0527718,1.2002321,1.1235187,1.2900796,0.6843295,0.7675803,0.50186366,1.3616979,1.2991314,1.3018049,1.1178402,1.0722233,1.1912584,0.94664824,0.8529778,0.928826,1.3669763,0.65371376
lamp,1.4235331,0.86642283,0.6340213,1.3575068,1.3030596,0.82774764,0.5725812,1.3979452,0.5831518,0.915484,1.3353269,0.71822035,1.251064,1.5499154,0.95588845,1.4793959,1.114698,1.0483564,0.53980666,1.0056806,0.9452719,0.7762178,0.91466767,0.764791,0.894286,0.50792676,1.0709286,0.9925839,1.1431748,1.1062571,0.46367848,1.2227218,1.1526386,0.6971148,1.2680676,0.8409378,1.2414812,1.4211636,1.3441863,0.59323126,1.1077178,0.62368727,1.2175899,0.85196656,0.57437205,0.579793,1.315691,1.1615669,0.6814767,1.0600466,0.9869482,1.2257931,1.0500973,0.95130515,0.58024144,1.1420797,0.75041294,1.1360965,0.99910504,0.7511381,1.2191756,1.2000599,1.1430782,1.266293,1.0589554,1.3802671,0.9022554,1.3448422,1.3642855,1.0778034,1.5146161,0.9053694,1.1286004,0.0,0.7551278,0.9862218,1.0698856,1.5585909,1.1152977,1.045091,0.7293494,0.837867,0.7329992,1.1213442,0.60977995,1.0932766,1.2384541,1.4985322,1.4810752,1.3993862,0.5988821,0.65316546,1.1251311,0.904513,1.354531,0.52312016,1.0758454,1.1791289,0.63383335,1.2334434,0.64132833,1.2553818,0.8246039,0.5279745,1.2960312,0.8513818,1.3624771,1.3674018,1.1635212,0.6821381,1.0916412,0.68735063,1.1647881,0.6609408,0.87511086,1.0412235,0.8938464,0.50404537,0.9196691,1.0020784,1.3131475,1.3097181,0.6167489,0.9421733,0.79736406,1.0181764,0.91185224,0.9752057,0.9280993,0.9608819,0.5032377,0.7211901,0.9449869
leg,1.418946,0.9200878,0.8185437,1.3393843,1.2779534,0.9301905,0.6653942,1.3742406,0.87416834,1.2374752,1.3712503,0.41904455,1.2114114,1.3905172,0.98854864,1.2794353,1.256546,1.032274,0.744287,1.11682,0.8051098,1.0186244,0.89085203,0.8314898,0.7864677,0.2991606,1.1198156,0.6953672,1.1878371,1.1199445,0.8002386,1.1502814,1.158667,0.81556296,1.2622181,1.1114178,1.1546738,1.1780983,1.24,0.48963457,1.304872,0.76062274,1.2999572,1.0301396,0.7253074,0.8133406,1.2558839,0.73097706,0.63435954,1.2149587,0.73773885,1.1948144,0.67334354,0.8561922,0.9602593,0.55845404,0.7752444,1.1579418,1.1082938,0.43934274,1.0043478,1.18631,1.08639,1.1398431,1.0175595,1.2681155,0.58246607,1.3113377,1.3730549,1.1658136,1.2723941,1.0592092,1.1307766,0.7551278,0.0,1.2120719,1.0925934,1.3254195,1.0470531,0.8444369,0.58874893,0.8451148,0.525097,0.8768769,0.8470353,1.041677,1.2789543,1.3820064,1.1652967,1.4225583,0.46303797,0.6805408,0.91022736,0.55140924,1.3211837,0.9045383,1.218569,1.2669764,0.9013609,1.0216069,0.5586136,1.0852451,1.0403932,0.93736327,1.1696142,0.98050904,1.3625846,1.2794337,1.3684802,1.1081978,1.2343937,0.51388437,1.2528431,0.5463476,0.87457496,1.085541,1.06661,0.7206025,0.55234134,1.237912,1.3437171,1.3649726,0.7892189,0.6005371,0.63716286,1.1911683,0.73142433,1.0020732,1.01793,1.1436443,0.57681584,0.6806712,0.9457054
melon,1.0099288,1.0784854,0.9964055,0.5605351,0.97995526,0.99195313,1.0271584,0.56995773,0.9511633,0.8509014,0.99202853,1.2724206,1.0328294,0.98062754,1.1172034,1.0571716,1.0045006,1.0485307,0.9734586,0.5499497,1.1661265,0.84630406,0.88748896,0.9654994,1.0250448,1.2346197,1.037113,0.951,1.037811,1.0569768,1.0637339,1.0874813,1.0973346,1.1274989,0.8562084,0.8843626,0.7873467,1.2019755,0.874786,1.1340393,1.006132,0.86350894,1.0689851,1.0090472,1.0408701,0.9399066,1.060982,1.1890355,0.99600464,0.93139166,1.3098776,1.1709222,1.2344263,1.026449,1.0044322,1.3253733,0.8683341,0.88830847,0.6422565,1.3691466,0.98313624,0.9519061,0.6559835,1.211888,1.1529623,0.8853535,1.2987617,1.1092342,1.1159194,0.70094013,1.1490188,0.62289083,1.0491092,0.9862218,1.2120719,0.0,0.8063803,0.92695415,1.1223797,1.1106374,1.3106186,0.823887,1.1468283,1.1997206,0.96185964,1.171498,1.0362992,1.1220447,1.0246003,0.97982776,1.0964972,0.85938317,0.69626355,1.2729868,0.9840928,1.0191983,0.55828536,1.0625775,0.98532414,1.0902959,1.250474,1.0029407,1.0030982,1.1187583,0.9948591,0.970898,1.0611199,1.036777,0.36514354,0.81663835,0.9848334,1.2552451,1.06698,1.1831604,1.1779845,0.524869,0.53623337,1.178365,1.1294714,0.9189198,1.0943605,0.8545971,1.0251262,1.341202,1.3337387,0.6188422,1.0243137,0.95261365,0.85446143,1.0056075,1.1710399,1.2720174,1.0183529
milk,1.0129529,1.087215,1.0405865,0.6427445,0.9843727,1.0143867,1.0877268,0.96303284,0.91517246,0.9015947,0.97683,1.1891849,0.9105468,1.0067315,1.0566386,1.0202749,0.98909336,0.8803452,0.83630145,0.7092152,0.76923037,0.9452411,0.9591527,0.9341037,1.1688627,1.1355456,0.90874135,1.1366585,1.0971737,0.91323054,1.1169274,0.952011,1.1000835,1.0918224,0.82015014,0.926684,0.97936857,1.0636575,0.9084124,1.2528229,0.88995767,0.8119172,0.9989369,0.8457563,0.99101293,0.9430296,1.0072874,1.1611929,1.1257389,0.98542166,1.2256051,1.0363327,1.2024235,1.2311349,0.9791252,1.1733125,1.1662918,1.0468309,0.8577322,1.2610537,1.0389205,1.080512,0.82328373,1.0159249,1.0419737,1.0696765,1.2709088,0.95301306,1.0043021,0.5999254,1.1551099,0.99534154,0.85625696,1.0698856,1.0925934,0.8063803,0.0,1.037406,1.0917788,1.0855112,1.2126514,1.0032421,1.2360765,1.200353,1.0157386,0.9390378,1.0846437,1.0296435,1.12145,0.9152587,1.2532159,1.1486844,1.007677,1.124181,0.9586045,0.99381214,0.7400527,0.9505927,0.997018,1.0566629,1.1601871,1.129508,0.8176463,1.1068505,1.0795834,1.1315323,1.0238838,0.84270024,0.8062794,0.9046761,0.96646166,1.2452171,1.0308955,1.1571531,1.0783746,0.74101573,0.85957164,1.1977001,1.0933324,0.9508944,1.0358334,0.8303381,1.0437943,1.2727239,1.2355869,0.94844425,1.1801658,0.9659321,0.8877373,0.9784181,1.0467952,1.2972461,1.0257087
mitten,0.5512728,0.98856574,1.4143943,0.76494676,0.6266422,1.0940464,1.4048318,0.5518447,1.4147062,0.9960461,0.6982272,1.4991882,0.83170974,0.41193134,0.80194247,0.51670974,0.9281068,1.0823768,1.5798215,1.049213,1.2086592,1.1952248,0.849291,1.2806034,1.2516773,1.5826646,1.0323821,1.1722045,0.8031365,0.7814684,1.3480003,0.64761966,0.8550205,1.356079,0.604426,0.95187104,0.7872691,0.55553305,0.6656217,1.6065767,0.8532182,1.4189634,0.8209321,1.0908101,1.1263275,1.2258992,0.6919469,0.9294999,1.3190099,0.92085683,1.191905,0.8522982,0.928424,1.0116645,1.2624375,1.0629523,1.2349691,0.9729731,0.92579,1.4647584,0.49935722,0.86639667,0.8865637,0.7691486,1.1698784,0.39675057,1.1548667,0.67998236,0.76840496,0.9890733,0.515106,0.93395627,0.8429002,1.5585909,1.3254195,0.92695415,1.037406,0.0,0.9228112,0.83383936,1.4579654,0.92316484,1.3023989,0.824448,1.4203607,0.9462825,0.69682527,0.53951526,0.4778477,0.6213184,1.5361327,1.265717,1.0329996,0.9824452,0.7087916,1.3639276,0.9102719,0.86207676,1.3718092,0.737766,1.4943002,0.87466925,1.0121717,1.3812821,0.6802777,1.2360197,0.6815698,0.5289483,0.8342172,1.1535167,0.9720863,1.4641267,0.9106973,1.4753262,0.9440005,0.93380857,0.9883928,1.435669,1.3150152,0.80664,0.75449896,0.6302161,1.4076123,1.0861101,1.3902469,0.82397425,0.8924869,1.1330194,1.2654263,0.9393916,1.4705456,1.4133794,0.9253233
