,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,fork,frog,game,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
ear,1.1118447,0.926667,0.7732254,1.1804249,1.2096891,0.7971081,0.7508677,1.1033962,0.98197424,1.2541723,1.0802532,1.2710574,0.8501025,1.2682325,1.22407,1.1935906,1.2102768,1.2218678,1.173626,0.81740904,1.0449525,1.299654,0.86686075,0.9218552,1.0415634,0.89836556,1.2301512,0.8485707,1.168983,1.1667898,0.90726656,1.1835892,0.8114836,1.0515357,1.0624386,0.80593085,0.8686869,1.2537812,1.1083537,0.82212526,1.2932394,0.90631026,0.89737326,1.0972888,1.0827159,1.073004,1.074228,1.2216535,1.0946934,0.0,0.75115716,1.0436103,1.0298318,0.52920824,1.0645589,0.8730688,1.0160815,1.0970211,1.0507721,1.1125042,1.2437612,0.5575013,1.0500972,1.1203557,1.0734061,0.85658336,1.0432118,0.9090466,0.7113905,1.1679553,1.2134356,1.1412593,1.1260636,1.161798,0.93489426,1.204984,0.9701195,1.0648624,1.0878388,1.0629011,1.1782537,1.138555,0.75714386,0.9563031,0.68549436,0.9439018,0.5875007,0.60864025,0.83997595,0.9842081,1.194385,1.1174259,1.1431866,1.3009626,0.71997094,0.9824804,1.091265,0.99593085,1.1061401,0.8579791,1.0401014,0.6957041,0.98832005,1.0906515,0.98285204,0.9570342,0.8416916,1.0520254,1.0010383,1.0557646,1.1496348,1.1130219,1.0750719,1.1659943,1.2789636,1.1381464,0.7367689,1.1361377,0.58162504,0.9888853,1.0472076,1.0547338,0.88846225,0.7798894,1.0836353,1.0750141,1.3503418,0.8344556,0.47890276,0.8078502,1.1677222,0.9641891,1.1271601,1.1495631,1.077675,0.97657615,0.5509889,1.1246072
egg,1.150782,0.7645499,0.5469949,1.1383398,1.3066225,0.09745437,0.39134228,0.9490804,0.8969549,1.2226409,1.1790961,1.3847488,0.92221284,1.2313854,1.3829622,1.224258,1.3504959,1.1581918,1.040361,0.61404127,0.79477763,1.3683617,0.7088551,0.938194,0.8669612,0.9090306,1.3392409,0.8358667,1.3109763,1.2529781,0.8482814,1.1913521,0.95204127,0.8138796,1.2628324,0.65043676,0.9014512,1.3508945,1.1652898,0.8698798,1.4512928,0.6462132,0.840266,0.65278757,1.0153188,0.9207182,1.222455,1.1460595,1.2376251,0.75115716,0.0,1.240678,1.1422098,0.7585242,0.98655146,0.821946,1.031545,0.9537444,0.9807157,1.2840785,1.3255476,0.8148182,1.015253,1.2109008,1.0282085,1.0728154,1.0234094,1.1082231,0.77855283,1.2200009,1.2152668,1.2738955,0.87543064,1.2705467,0.91055536,1.2581002,0.84005296,1.1266626,0.99360484,0.8389214,1.1159017,1.2844121,1.0509839,1.0033581,0.6203729,0.7095183,0.7886565,0.9011547,0.23848736,0.9920891,1.2218244,1.2734215,1.2619481,1.349632,0.84691995,1.0143278,0.90017086,0.8712284,1.1130823,0.85444844,0.72757125,0.6418149,0.6471903,1.0001687,1.1070342,1.1034249,0.6591641,1.1614196,1.2065966,1.1181154,1.2700914,1.2168224,1.1701597,1.0887223,1.2659097,1.1997299,0.5794477,1.2144502,0.66702914,1.0451666,0.85474825,0.9110531,0.7630784,0.6936135,1.1412141,1.1642842,1.4077739,0.60285026,0.6172884,0.8138576,1.2863917,0.76155955,0.9884486,1.023019,1.160239,0.9834825,0.6414922,1.2851319
elephant,0.92195493,1.1504902,1.3068094,0.97843534,0.6791514,1.2931023,1.3260034,1.2222792,1.1952692,0.78337395,0.7797539,0.81887454,1.2030274,0.9321919,0.744747,0.7410941,0.9269609,0.89949656,1.1696272,1.3093983,1.2271006,0.8508708,1.2086761,1.1530011,1.2433214,1.196056,0.7965567,1.066253,0.6051826,0.9349275,1.275755,0.85333943,1.0326133,1.1405076,0.8616657,1.2945573,1.0714984,0.6889178,0.97738683,1.2891937,0.6961614,1.245544,1.049451,1.1919135,0.8786789,1.1411661,0.9528977,1.0828663,0.88183993,1.0436103,1.240678,0.0,0.6879277,1.0185771,1.0196661,1.1431814,1.1647385,1.2637275,0.9472577,0.74480695,0.8187682,1.0764892,1.075017,0.7832513,1.2483628,0.69307405,1.1495855,0.82406235,1.1014814,0.52715963,0.8650155,0.730355,1.0662525,0.7313983,1.1854035,0.92587954,1.141084,1.0403652,1.032418,1.1170571,0.94559115,0.87578094,1.010722,1.0496874,1.2207011,1.2559912,1.0863719,0.873604,1.2825483,1.1918705,0.8615438,0.8060939,0.7957979,0.90291977,1.268019,1.1463761,1.2773261,1.1468813,1.0713298,1.1752238,1.305777,1.0988324,1.091243,1.1060961,1.1854768,0.9470723,1.2027863,0.9756965,0.91385096,1.0712651,0.63621026,1.002896,0.7971387,1.0313045,0.8057944,0.8754297,1.3525178,0.80356705,1.0931469,1.0037861,1.1127412,1.2424684,1.1948037,1.278681,0.9532898,0.7810846,0.8394968,1.3750507,1.1005383,1.2116276,0.9577624,1.2945443,1.2260334,1.0343319,0.75359046,1.1057439,1.2275612,0.8273941
face,1.0877401,1.2893803,1.1823381,0.938251,0.7156935,1.0398067,1.2313118,1.0681483,1.2806399,0.9834597,1.0494256,0.85931027,1.3041246,1.0138836,0.74033546,0.773921,0.93438166,0.8976158,1.1167196,1.2450902,1.3569877,0.9256091,1.1612718,1.1964269,1.267687,1.299499,0.8694184,0.98637253,0.85351586,1.0198996,1.2011894,0.7897632,1.2082288,1.1544913,1.0138353,1.1934178,1.1871063,0.7501925,1.0597855,1.2814022,0.8319499,1.1815414,1.1461387,1.0268317,0.86624885,0.99592346,0.9421886,1.1071509,0.88366926,1.0298318,1.1422098,0.6879277,0.0,0.9908597,1.0686631,1.1394856,1.1667147,0.9858042,0.9753459,1.0096551,0.771981,1.0293657,1.1017416,1.0440303,1.1564616,0.20347774,1.0790281,0.8563658,0.90101314,0.8829119,1.0054022,0.7312684,1.0239247,0.8169339,1.3723567,1.0548075,1.144101,0.9801738,0.8541887,1.1005054,0.84775734,0.8836725,0.8099853,0.8459245,1.1059244,1.3486716,1.1599268,0.6521094,1.098196,1.1685666,1.0399939,0.83337224,0.9307778,0.8732374,1.2590019,1.2474436,1.1740923,1.2645977,1.0225729,1.18413,1.3157922,1.093885,0.92307884,1.1332679,1.0528073,1.0141639,1.2101352,0.90100974,0.90675765,1.0937592,0.47459286,0.9558665,0.9286237,1.0715485,0.97125274,0.97916174,1.3018761,0.9543232,0.99927443,1.1819264,1.0779489,1.222439,1.2330673,1.1527269,0.85669863,0.60920095,0.87531525,1.2829471,0.9815491,1.1875885,1.0037143,1.3038708,1.0920631,1.0156466,0.8830477,1.1505885,1.1783323,0.87627846
finger,1.20845,0.99725187,0.6642492,1.2131685,0.96506053,0.7487018,0.79407483,1.0111603,1.2387742,1.1517555,1.1023371,1.4046575,0.86692035,1.2057806,1.3166242,1.1043065,1.3394475,1.3068546,1.1950557,0.9171669,0.99381745,1.4171331,0.6155643,0.92262256,1.2280864,0.8746323,1.3458384,0.38463473,1.1458571,1.2385117,0.98348427,1.1018494,0.84483516,0.9957345,0.91286725,0.73013514,0.8038817,1.2034034,0.9104415,0.64940864,1.4567398,0.9624299,1.0657879,1.0641367,1.205964,1.1021008,1.1520437,1.1198205,1.1824898,0.52920824,0.7585242,1.0185771,0.9908597,0.0,0.70085454,0.9335417,0.9343466,1.1669061,1.0050347,1.2460777,1.3737926,0.39937645,0.8146322,1.1905918,0.947377,0.8260398,1.0539119,0.47631198,0.6248125,0.98974305,1.2087843,1.1841617,1.2072539,1.0762211,0.7373706,1.2861092,1.147485,1.1010145,1.0041531,1.2254227,1.0856891,1.2546765,0.4938497,0.78760326,0.5257132,0.8790413,0.5682927,0.4053104,0.8299343,0.98367935,1.2987931,1.0831834,0.9449607,1.3004105,0.4742639,0.8652678,0.8624052,1.0195997,1.1088041,1.0831578,1.0244123,0.5915755,1.0045291,1.2841514,1.1617198,1.1777778,1.0088065,0.99283355,1.0483911,1.080661,1.194158,1.3048364,0.8723025,1.1492275,1.1537638,1.2606511,0.68310857,1.357549,0.37017816,0.7229772,0.96260804,0.9769701,1.0799074,0.76472974,1.2762845,1.1200789,1.4293737,0.8871964,0.08966184,0.6465488,0.9801215,0.8173408,1.2777632,1.2368926,1.162331,1.1751184,0.48729527,1.1779358
fish,0.9671673,0.77735233,0.753705,1.2761942,1.1333028,0.8904639,0.78042656,0.98766434,1.0392171,1.027817,0.83999705,1.3444941,0.56938934,0.77562976,1.3229518,0.80595696,1.313393,1.2451558,1.145025,1.0543125,0.81319445,1.4765894,0.7644999,0.76779234,1.2658722,0.7487367,1.0003136,0.7072843,0.82802236,1.0795214,0.6524726,1.0523716,0.91913944,1.0325222,0.6972505,0.78453314,0.945073,1.0974274,0.7576003,0.618941,1.3205062,1.0103426,0.9555567,1.1202122,1.0311177,0.9955928,1.0913335,1.0488912,1.2933316,1.0645589,0.98655146,1.0196661,1.0686631,0.70085454,0.0,0.79245394,0.7774235,1.023258,1.1612301,1.133106,1.1741506,0.6070165,0.85537493,1.0144135,0.9564039,1.0196496,1.096628,1.0473144,0.7661153,0.8262812,0.9982879,1.2360959,1.307695,1.175572,0.66051596,1.0570375,0.9269299,1.1509005,1.0129628,1.2347589,1.1807008,1.3053269,0.81262326,1.0446676,0.6777756,0.6282855,0.82176536,0.9260748,0.99680364,0.8709352,1.1714326,1.2641956,0.9946411,1.210012,0.66170895,0.820202,0.7321149,0.5440809,1.0293438,0.85883754,0.93172646,0.6253533,0.9479305,1.0763203,1.1686244,1.083169,0.7262527,1.0904969,1.1659656,1.1471663,1.2407987,1.3102212,1.1203854,0.9825354,1.049484,1.319679,0.72270775,1.2234316,0.80125535,0.5258261,0.96610665,0.8099491,0.78637636,0.82002133,1.286825,1.1838449,1.3302605,0.8983588,0.65930396,0.77631956,1.0544658,0.5766006,1.3306575,1.376806,1.0905101,1.138536,0.70270526,1.0164071
flower,1.0146605,0.83742714,0.506953,1.2426119,1.3327466,0.7891934,0.5606791,1.1077591,0.74115545,1.2093855,0.88239706,1.3641094,0.47244847,1.1144042,1.3704479,1.2008699,1.3800263,1.3164184,1.0380194,0.5069604,0.670176,1.3781112,0.98390526,0.60483825,0.9578546,0.6499686,1.1353132,0.9504083,1.0832199,1.1000228,0.35102677,1.2549905,0.8138352,1.0778527,1.0466537,0.46372825,0.9713278,1.3116865,1.0897926,0.50035906,1.3341436,0.5124023,0.71119773,1.2605923,1.0919493,1.1373633,0.99894696,1.1015615,1.2747407,0.8730688,0.821946,1.1431814,1.1394856,0.9335417,0.79245394,0.0,0.8942454,1.1211828,1.1732628,1.1442841,1.1657571,0.476251,1.2861512,1.061177,1.1635058,1.06239,1.1081985,1.375231,0.7989492,1.2589808,1.0933533,1.3221608,1.1637691,1.4353814,0.74340534,0.95634234,0.68133515,1.2126157,1.2359252,0.8371519,1.498752,1.1574289,1.1896297,1.0175606,0.26010054,0.5641484,0.67581177,1.0992537,0.8983836,0.55158913,1.1670696,1.4389992,1.4205427,1.311598,0.5942296,0.8699569,1.0126204,0.5630641,1.0468848,0.32598174,0.7315761,0.70246226,1.2063947,1.0963541,1.0346813,0.8109851,0.34571648,1.2269723,1.1981751,1.1341144,1.3030789,1.2864943,1.431875,1.2085679,1.2147734,1.1938179,0.727298,1.1485459,0.9321794,1.1894896,1.1496619,1.000156,0.50008833,0.59663767,1.2207167,1.2465429,1.4282373,0.8728256,0.7769184,0.3023008,1.4093277,0.50796086,1.2295144,1.2699413,0.93466234,0.7182308,0.42194557,0.9855538
fork,0.9436347,0.7980403,0.8339075,0.9033223,1.1082559,1.0346384,0.8908927,0.87333167,0.94328153,1.0612929,1.0295049,1.3532177,0.6202108,0.73393226,1.138206,1.1905581,1.3599494,0.9976237,1.0132577,0.84300053,0.6327367,1.2339084,0.88456124,0.6577214,0.96239537,0.76161385,1.3243895,0.9602882,1.279416,1.0685234,0.7374871,1.206457,0.8870932,0.97914034,1.0721499,0.88715976,0.91614836,1.2745061,1.124938,0.67180675,1.3585392,0.80457497,0.84541315,1.1004043,1.1540812,1.1301975,1.0745885,0.9294285,1.180253,1.0160815,1.031545,1.1647385,1.1667147,0.9343466,0.7774235,0.8942454,0.0,0.9464756,1.0870004,1.116172,1.3106458,0.8595252,0.86912954,1.0915172,0.976037,1.139189,0.8042867,0.98345447,0.96173906,1.161018,1.0728072,1.2723695,1.0094732,1.2133179,0.40797436,0.94022477,0.7503858,1.177721,1.0040673,0.9027826,1.178056,1.315887,0.98983717,1.2124274,0.903254,0.784165,0.6552339,1.0195494,1.0034871,0.8446443,1.292573,1.1849487,1.0740131,1.1834848,0.5328973,0.5944185,0.7397556,0.79153097,0.9818033,0.76409066,0.65373176,0.90716255,1.1211743,1.0440922,1.1818774,0.98165333,0.84357774,0.9359223,1.0979118,0.9160074,1.2433906,1.2604623,1.1681367,0.58787763,0.90537584,1.1502876,0.88127774,1.3175106,1.0408282,0.89458704,0.9752213,0.19357896,0.8229947,0.84006965,1.1208768,1.2111571,1.0578467,0.88751155,0.9314727,0.91267866,0.90431714,0.7823862,1.1644993,1.1699448,1.0686799,0.7972373,0.8100959,1.1854733
frog,0.9229988,1.0062484,0.71489125,0.8231372,1.2747161,0.8026017,0.9038675,0.27759665,1.0096872,1.383891,1.1776865,1.0052468,1.0513345,1.0840261,1.1241285,0.9563062,0.98579776,0.79286516,0.8562327,0.9610775,0.99758464,0.94662815,0.65918267,1.1404058,0.8596992,1.2624528,0.9972194,0.97930956,1.2613935,1.3971997,0.98092955,1.0901966,1.2440366,0.9938346,1.2309186,0.8698701,0.9749468,1.3222177,0.856862,0.8899559,1.1559175,0.99205416,0.88017446,0.8213166,0.9472891,0.65374136,1.254369,1.0932453,1.1257427,1.0970211,0.9537444,1.2637275,0.9858042,1.1669061,1.023258,1.1211828,0.9464756,0.0,0.9918031,1.0861804,0.9227507,1.1934845,0.9822904,1.0747868,0.512135,1.1387558,0.6954073,1.0284061,1.0840886,1.1785302,1.1277839,1.303602,0.83493966,1.1904669,1.0545415,1.2621738,1.1493636,0.9744909,0.57457525,0.9724361,0.7969874,0.91802144,0.9153054,0.8039211,1.1175239,1.1478025,1.2339311,1.1224841,0.7944011,1.1710863,1.0255429,1.2421668,1.2649474,1.0195123,1.0027857,1.0027462,0.49441743,1.1713995,0.73994535,1.0545791,0.8716775,1.069426,0.7505192,0.81514215,0.8121324,1.2537746,0.9673254,0.8806207,1.2189785,0.7675876,1.1369345,0.7931894,1.2463021,0.8608394,1.2800022,0.9769646,0.8849903,1.0446914,1.0243865,1.21964,0.9478949,0.75338197,1.0213028,0.92407703,0.9761173,1.1962588,0.99713385,0.65585136,1.1795332,1.1076221,0.7910077,1.0514014,0.43367046,0.8381314,1.0905819,1.0414153,1.0585198,1.344459
game,1.0103695,1.1501256,1.1714884,0.8882891,0.8982789,0.9880358,1.1385008,1.0486913,1.0654454,1.0662585,1.0803312,0.79904133,1.1872642,1.1503068,0.8619627,1.0381461,0.7964314,0.9896695,0.71959907,1.1905969,1.1483691,0.7809133,0.9826921,1.2024151,1.0836139,1.2279352,0.9450032,1.071285,1.0351411,1.0768328,1.2208427,1.1107337,1.102015,0.88480633,1.1024624,1.1848538,1.0736588,1.0443908,0.92596686,1.2676132,0.91233,1.1632478,1.0368383,0.6927001,0.89416355,0.7437657,1.138577,0.91792107,0.9490766,1.0507721,0.9807157,0.9472577,0.9753459,1.0050347,1.1612301,1.1732628,1.0870004,0.9918031,0.0,1.0569338,0.8632576,1.1805396,0.88373756,1.0234591,0.9412336,0.9837258,1.0441017,0.7135276,1.1259673,0.9842142,1.0592417,1.0161215,0.9243347,0.98774904,1.163984,1.1049063,1.1129732,0.7440822,1.0143036,1.0269638,0.8593893,0.93540186,1.0519308,0.8884207,1.2059268,1.2030973,1.1161433,0.907351,1.0185056,1.1926798,0.86115444,0.9010971,1.014398,0.7975676,1.1746874,1.128141,1.1353661,1.2182653,0.75994486,1.184937,1.059031,1.1128764,0.9450236,1.079539,0.9764107,1.0276401,1.1393613,0.9960441,0.9207869,1.0874918,0.93714577,0.8784763,0.90873486,0.89844114,1.053718,0.961312,1.2021263,1.0932137,1.0688605,1.0950735,1.0531733,1.085107,1.1409853,1.1406072,0.934321,0.97390527,0.7886824,1.1805335,1.0387299,1.1837574,0.910242,1.2407753,0.8293116,0.44551128,1.0343187,1.1752166,1.2399198,1.0396458
giraffe,0.8684817,1.0806525,1.2728355,1.003077,0.76680887,1.2984492,1.3211482,1.082243,0.91375494,0.7485424,0.8997706,0.64926314,1.2333686,0.8982781,0.75758326,0.778748,0.7457163,0.7716251,1.0771246,1.2534996,1.2095357,0.6934647,1.2938396,1.1182775,1.1300125,1.269141,0.60563225,1.1875651,0.6868062,0.97933257,1.1706614,0.897693,1.1874925,1.0436476,0.61643624,1.2252532,1.0561029,0.82262576,0.85112286,1.2257328,0.4934038,1.271635,1.0906117,1.0384883,0.98105013,1.2050358,0.95556617,1.0794431,0.80270445,1.1125042,1.2840785,0.74480695,1.0096551,1.2460777,1.133106,1.1442841,1.116172,1.0861804,1.0569338,0.0,0.70644695,1.2554765,1.0243355,0.81649923,1.1471658,1.0835197,1.1559286,1.067314,1.2692852,0.98469305,0.6065208,0.83819973,0.9386575,0.8414531,1.1967896,0.79933465,1.0075102,1.0592544,0.990275,1.081216,0.8881355,0.82451844,1.1338869,1.0342568,1.259126,1.1909614,1.2830067,1.1221709,1.2646569,1.174212,0.60799426,0.84166384,0.9736733,0.8253625,1.2908275,1.0733808,1.2221327,1.0942681,1.1225722,1.1740671,1.1959782,1.3177062,1.1044996,0.9583636,1.0688863,1.0504386,1.194356,1.060887,1.0158014,0.93244755,0.8680731,0.87917984,0.9477131,1.0036933,0.7816616,0.7031133,1.3131382,0.5342072,1.1806557,1.1279497,1.0468804,1.096587,1.0026112,1.290575,0.97293806,0.93227017,0.76131994,1.1746057,1.3288145,1.1780516,0.8709737,1.2122217,1.0702238,0.9778888,0.7979876,1.0934486,1.2886878,0.87942755
glass,0.9084102,1.2253518,1.3162401,0.7032606,0.7942803,1.2726314,1.2717745,1.015027,1.1233369,0.81188893,0.86687636,0.4780283,1.3868735,1.0121001,0.64772385,0.649017,0.6403143,0.7754406,0.9303476,1.2609657,1.2506001,0.5787989,1.4292039,1.2998319,1.049139,1.4256728,0.16206205,1.1852145,0.54246014,1.0038996,1.2633026,0.62630016,1.2044411,1.1056733,0.7553034,1.3111888,1.3183062,0.81395334,0.8441012,1.356218,0.4266683,1.1585183,1.1414162,0.95180553,0.95337236,0.90574795,0.9582606,1.0349172,0.7946073,1.2437612,1.3255476,0.8187682,0.771981,1.3737926,1.1741506,1.1657571,1.3106458,0.9227507,0.8632576,0.70644695,0.0,1.3953532,1.2208858,0.85655355,0.9159913,0.9368456,1.1329888,1.0204427,1.4290694,0.86186504,0.74525696,0.79905784,0.9213524,0.8284254,1.4513373,0.9053016,1.1556653,0.85737973,0.92773944,1.0599699,0.8291056,0.5516752,1.2219669,0.97160804,1.3352027,1.3982122,1.478212,1.171772,1.3473884,1.2070585,0.6613138,0.8389817,0.95314723,0.6201924,1.4363035,1.3208195,1.2260536,1.3145838,0.7106126,1.1804456,1.1969342,1.3385909,1.0556861,1.16331,0.83233,1.0102537,1.2853404,1.0312473,0.9614221,1.0037376,0.6757446,0.6795338,0.938784,1.0964284,0.80683243,0.6174383,1.5320748,0.53158456,1.3296682,1.2479606,1.1128402,1.2880352,1.1278117,1.3770783,0.9131337,0.8737598,0.6354332,1.3326344,1.4151573,1.2750695,0.7610222,1.3850555,0.83937633,0.75728273,0.88994396,1.2004933,1.4487778,0.78439677
glasses,1.1646836,0.8866816,0.5545698,1.4085729,1.3342755,0.76897,0.64558184,1.1147971,0.9915807,1.2521908,0.9716611,1.5355417,0.4373272,1.0893121,1.4737282,1.2155958,1.4718841,1.4278157,1.1870477,0.759296,0.7827825,1.5625403,0.7776828,0.59170437,1.170502,0.53647506,1.2696874,0.71249783,1.0921636,1.2001512,0.53822345,1.2297558,0.65170306,0.97959137,0.847326,0.50950646,0.8935889,1.3168927,1.000296,0.43041396,1.5369518,0.7809315,0.87172055,1.2636142,1.2494868,1.2283876,1.0787624,1.1038032,1.3057885,0.5575013,0.8148182,1.0764892,1.0293657,0.39937645,0.6070165,0.476251,0.8595252,1.1934845,1.1805396,1.2554765,1.3953532,0.0,1.1666844,1.1630236,1.1062357,0.76974833,1.1422131,1.1055948,0.34775245,1.1326364,1.1621717,1.2809441,1.2663771,1.338085,0.5881939,1.1280397,0.866544,1.1790853,1.2072188,1.1172476,1.4909494,1.3100259,0.5590426,1.0546778,0.32251376,0.6027131,0.4385203,0.6218097,0.9197341,0.6599147,1.3456604,1.3802223,1.142005,1.4920757,0.3862368,0.78464806,0.90977573,0.6203961,1.1635495,0.65127206,0.88446665,0.509801,1.1563487,1.1648949,1.1066756,0.9826098,0.60541713,1.1692568,1.1152731,1.0939667,1.3170731,1.3675491,1.1883094,1.2759316,1.2642099,1.308865,0.5888029,1.3454467,0.4942627,0.8441228,0.97562546,0.95022684,0.73199826,0.5248721,1.327521,1.2375405,1.5755119,0.7544046,0.34390032,0.40878266,1.3259618,0.5016238,1.356194,1.3952463,1.1078627,0.9169175,0.18003047,1.0416442
glove,1.0047473,0.87482595,1.1725994,0.75075567,0.6392527,0.96498185,1.1351163,0.9163536,1.1699866,0.91094935,1.1927859,1.0398457,1.167285,1.1084312,0.7565634,1.0011322,0.9055373,0.93684185,1.1259516,1.1158365,1.1116861,1.066599,0.9746693,1.2980514,1.061054,1.1225785,1.2714369,0.8783174,1.0467705,0.94207865,1.3156394,1.0879698,1.0943512,1.1660157,1.0470433,1.2949724,0.9790392,0.8777334,1.0564541,1.2483566,1.0554671,1.0690473,1.1649262,1.0061382,0.9410373,0.59764737,1.0776434,1.0258064,0.9027415,1.0500972,1.015253,1.075017,1.1017416,0.8146322,0.85537493,1.2861512,0.86912954,0.9822904,0.88373756,1.0243355,1.2208858,1.1666844,0.0,1.0253419,0.9573917,1.0645325,0.97187555,0.4765458,0.87733984,0.92214155,1.0265561,0.95052683,0.83006185,0.7804386,1.004895,1.0908332,1.1495117,0.9551301,0.73594177,1.008649,0.34620416,1.1772997,0.90897226,0.9005386,1.2040755,0.9057535,0.9314806,0.7589853,1.0175614,1.312067,0.9245367,0.6736714,0.79633796,0.8293222,1.0176722,0.9933595,1.003235,0.989865,0.9336666,1.2944381,1.1268482,0.9026196,0.88822985,0.7964789,1.1181087,1.1176157,1.1927484,0.8909434,0.8152727,1.0329832,0.9900938,0.8901034,0.6792506,0.8413304,0.91512376,1.1025503,0.88481814,1.1108435,1.0240138,0.5743172,1.0423367,0.95711577,1.126879,1.3087728,0.83229196,1.0037037,1.0160087,1.1820439,0.8177287,1.1562793,0.7106635,1.0830655,1.0052156,1.0470505,1.2065915,1.207969,1.2149589,1.0621737
grass,0.9358079,1.0154282,1.1976014,0.9525796,0.90955657,1.2094862,1.2357217,1.1840478,1.0655774,0.8167764,0.70343095,0.7610246,1.1278738,0.8661376,0.84725165,0.9939478,0.80003166,0.83983946,1.0707384,1.2037842,1.14132,0.9148865,1.1880229,1.1236353,1.0595429,1.152085,0.80588233,1.2029088,0.75239825,0.9410985,1.1409378,0.98855406,1.220943,1.0496835,0.9451387,1.1530291,1.0940706,0.7587374,0.92550987,1.1822703,0.75460416,1.1369946,1.0712619,1.0732788,0.9116835,1.0411919,0.8288253,1.0183392,0.77450967,1.1203557,1.2109008,0.7832513,1.0440303,1.1905918,1.0144135,1.061177,1.0915172,1.0747868,1.0234591,0.81649923,0.85655355,1.1630236,1.0253419,0.0,1.1187211,1.0776645,1.0844141,0.99933875,1.1824844,0.9763419,0.90342164,0.916864,0.95505726,0.9041046,1.1126466,0.9379797,1.0838162,1.0507368,1.0138971,1.0951779,0.91692764,0.85923606,1.076285,1.0724968,1.1807896,1.1729267,1.132645,1.0812957,1.2433593,1.1101342,0.7424522,0.8329669,0.9352082,0.92089546,1.2135401,1.0682961,1.2197225,1.0679195,1.0534917,1.0522788,1.1776462,1.1913422,1.0358018,1.0424107,1.0034876,1.0116127,1.1318824,1.0293796,0.9417335,1.0570745,0.92071897,0.8886985,0.9123031,0.8784452,0.8099423,0.94684374,1.1987978,0.75270134,1.2548788,1.0138918,1.0132687,1.1279027,1.019589,1.1954138,0.99762535,0.9218109,0.8049104,1.2300546,1.219691,1.0582564,0.9769634,1.2023281,1.0596659,0.9806722,0.674661,1.115389,1.1951683,0.8063511
gum,0.9761247,0.98440963,0.73318255,0.85989565,1.29685,0.9422234,0.8023757,0.57797855,1.0097994,1.3362601,1.2311175,1.0425221,1.0173895,1.0535351,1.1856313,1.1150293,1.0121142,1.0583174,0.4800442,0.8903797,0.905717,0.7454033,0.6899905,1.0652649,0.59799486,1.0604889,0.938172,0.75897944,1.3357518,1.271432,1.0203917,1.05161,1.1706728,0.7449149,0.9747942,0.75379235,1.0130277,1.376364,0.7190385,0.63493395,1.2099916,0.90622324,1.0819435,0.7329381,1.2071286,0.7295195,1.2370623,0.6913161,1.2892499,1.0734061,1.0282085,1.2483628,1.1564616,0.947377,0.9564039,1.1635058,0.976037,0.512135,0.9412336,1.1471658,0.9159913,1.1062357,0.9573917,1.1187211,0.0,1.2114961,0.83833736,0.88064474,1.0448434,1.0840652,1.0747105,1.3941283,0.8145357,1.2555544,1.0429947,1.2101246,1.1759819,0.92272747,0.82266533,0.85444957,0.8955883,0.9359842,0.8948882,0.92605835,0.99394226,1.0999261,1.1762208,1.0538938,0.8960561,1.010576,1.1852243,1.2289747,1.2045553,0.87452996,0.81577593,0.8966907,0.6274775,1.1964378,0.69073963,1.2027086,0.86479354,1.1718553,1.0333209,1.029751,0.5285248,1.2016077,1.152162,0.9039144,1.2014648,0.72397035,1.3173871,0.83464414,1.2139266,0.83504236,1.2864498,1.0046519,0.9048451,1.1333122,0.943666,1.0637118,0.8330926,0.85162425,1.1434847,0.9354865,1.163372,1.2943408,0.95866567,0.5805446,1.0408268,1.0221845,0.59383214,1.0775039,0.37151724,0.65590143,1.2353768,1.1155169,1.0446315,1.2865403
