annotator,initial_object_name,total_frames,correct_labels,incorrect_labels,mean_iou,mean_iou_correct,mean_iou_incorrect,precision,n,prevalence_bin
Mira,kitty,6,2,4,0.9999607933773662,0.9999610188328529,0.9999606806496228,0.3333333333333333,4469,Low (20-40%)
Mira,lamb,3,1,2,0.9999212044763649,0.9998534058873857,0.9999551037708545,0.3333333333333333,11,Very Low (0-20%)
Mira,mop,3,1,2,0.9999459554506908,0.9999304732394746,0.9999536965562987,0.3333333333333333,430,Very Low (0-20%)
Mira,nail,3,1,2,0.9996625295493418,0.99944231773968,0.9997726354541727,0.3333333333333333,22525,High (60-80%)
Mira,pants,3,1,2,0.9999612217377276,0.9999566820244014,0.9999634915943908,0.3333333333333333,20144,Medium (40-60%)
Mira,pen,3,1,2,0.9995675944400744,0.9994970936674634,0.9996028448263798,0.3333333333333333,58431,High (60-80%)
Mira,pizza,6,2,4,0.9998759464661505,0.9998296687185517,0.99989908533995,0.3333333333333333,10657,Medium (40-60%)
Mira,raisin,6,2,4,0.999828442787705,0.9998420072906626,0.9998216605362261,0.3333333333333333,3388,Low (20-40%)
Mira,stick,3,1,2,0.9998274319995978,0.9999116070931243,0.9997853444528345,0.3333333333333333,751,Very Low (0-20%)
Mira,story,3,1,2,0.9999679178670997,0.9999777362474955,0.9999630086769018,0.3333333333333333,1249,Low (20-40%)
Mira,sun,3,1,2,0.9999010064886488,0.9999527827039246,0.9998751183810108,0.3333333333333333,1631,Low (20-40%)
Mira,tissue,3,1,2,0.9998963280447719,0.9998705532040201,0.9999092154651478,0.3333333333333333,56382,High (60-80%)
Mira,bib,4,1,3,0.9999583818846939,0.9999747241358423,0.9999529344676444,0.25,31521,High (60-80%)
Mira,bread,4,1,3,0.9998595455073014,0.9997100252504516,0.999909385592918,0.25,116067,Very High (80-100%)
Mira,chips,4,1,3,0.9999242548285397,0.9999274020618475,0.9999232057507704,0.25,1168,Low (20-40%)
Mira,firetruck,4,1,3,0.9999376097087882,0.9999448997509335,0.9999351796947399,0.25,265,Very Low (0-20%)
Mira,ice,4,1,3,0.9999097518672797,0.9999817951223795,0.9998857374489131,0.25,737,Very Low (0-20%)
Mira,milk,4,1,3,0.9998925136352959,0.9999151731274005,0.9998849604712609,0.25,6478,Medium (40-60%)
Mira,applesauce,5,1,4,0.9999158972438476,0.9999570947611414,0.999905597864524,0.2,323,Very Low (0-20%)
Mira,rooster,5,1,4,0.9998941367351685,0.9999504534508858,0.9998800575562392,0.2,6312,Medium (40-60%)
Mira,butt,6,1,5,0.999951908145637,0.9999752765125915,0.999947234472246,0.16666666666666666,281,Very Low (0-20%)
Mira,meat,6,1,5,0.9999367510058063,0.9999490100513946,0.9999342991966885,0.16666666666666666,2077,Low (20-40%)
Mira,cracker,7,1,6,0.9999100705012487,0.9999202876090922,0.9999083676499414,0.14285714285714285,12305,Medium (40-60%)
Mira,pastry,7,1,6,0.999900943354764,0.999850229171152,0.9999093957186993,0.14285714285714285,193,Very Low (0-20%)
Mira,airplane,3,0,3,0.999975326292915,NA,0.999975326292915,0,3924,Low (20-40%)
