,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coat,comb,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,mitten,motorcycle,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
firetruck,0.8711341,1.115227,1.1850051,0.9582107,1.122328,1.130393,1.1721419,0.9464952,0.9222817,0.86253375,1.1847123,0.96577287,0.91988075,1.2171023,0.87662864,0.96120334,1.0012294,1.172648,1.1795738,0.9088446,1.0998529,1.0250332,1.1343018,1.145669,1.0372254,1.1416209,0.9484492,1.0347388,1.1661881,0.90033495,1.0079665,0.8438263,0.91462874,0.99754727,1.1330016,0.75372565,1.150387,1.183098,0.99978215,1.0911398,0.9239675,1.0129105,0.8915769,1.013594,1.1787102,1.2631874,0.8707626,0.93038416,1.2244117,0.0,1.0851946,0.9631636,1.1484797,1.1489184,1.0675784,0.86664796,0.51009864,1.2290398,1.246747,0.8750559,1.1287265,0.96364033,1.0902851,1.0538598,1.2696803,0.81418824,0.88629866,0.91814655,0.81040245,0.9523378,0.98818064,0.9720204,0.9236355,1.1440414,1.0663259,1.0141491,1.0695077,1.0810866,0.8620367,1.1218607,1.1416844,1.2764354,1.2128274,1.1776427,0.93182683,0.8822463,0.91351205,0.93973887,0.9389538,1.1261033,1.1296972,1.0288773,1.1579546,1.0414879,0.98284477,1.1599729,1.1581824,0.98506016,0.9434685,1.0168366,0.9853804,0.8648442,0.9734032,0.833148,0.98803324,0.8888793,0.9128828,0.94088614,1.1370896,1.0007756,0.92533696,1.0139945,0.77949905,1.2717874,0.9361597,1.2035327,1.1249044,1.0649983,1.1545306,0.9090975,1.1083771,1.0458188,0.8691436,0.97011894,0.985562,0.78375685,1.2177862,1.2912848,1.1501093,0.9173202,1.1379273,1.0915082,0.90979075,0.752259,1.0227025,0.92690086,1.196015,0.66805136
fish,1.1878889,0.9834963,0.52204156,1.3866096,0.7073976,0.6361311,0.58725774,1.1658173,1.2925467,1.4389858,0.60321987,1.320543,1.2715178,0.60715437,1.4176614,0.97851104,0.78261817,0.4858603,0.6981,1.1794419,0.72012925,0.92018604,0.84815174,0.8318618,0.88470715,0.92409873,1.1719573,1.2094141,0.5024108,1.4609857,1.1082895,1.2389956,1.3974333,1.0716456,0.31534767,1.4983506,0.55681187,0.9145966,1.34258,1.2845184,1.3510833,1.0787723,1.401782,0.7443735,1.0136086,0.576503,1.1541548,1.2310386,0.70006776,1.0851946,0.0,0.73929465,1.1964693,0.36343193,0.67256975,1.1046493,1.2311432,0.76175445,0.6849084,1.2333913,0.40960443,1.275188,0.63605136,1.2498279,0.52928084,1.269758,1.3149657,1.2651924,1.3283513,0.9469936,1.364991,1.1691344,1.3201544,0.47027522,1.2463553,1.2142624,0.9936812,1.1230551,1.2456864,0.47472274,0.6045432,0.6702712,0.7536322,0.7136895,1.1859075,1.2512759,1.5079653,1.4182667,1.1228484,0.3639418,0.3833977,0.74516064,0.8808943,0.86578894,1.0427524,0.6067372,0.77921766,0.96668196,1.2683465,0.84449583,0.9282184,1.3457096,1.0794293,1.0702164,1.1470286,1.2758106,1.3951244,1.1173565,1.203106,1.1374738,1.3158666,1.1617651,1.1284455,0.4951296,1.0473458,0.50616777,0.7761649,1.0925201,0.5781584,1.2113199,1.0197531,0.8296915,1.305869,1.2560079,1.3105792,1.5057473,0.6064164,0.6858007,0.680843,1.1611909,0.6034125,0.6482605,1.1191816,1.1851982,0.8869039,1.3503675,0.5029149,1.2064841
flower,0.76261616,1.0080233,0.7098809,1.1339617,0.9331766,0.9812572,0.71012235,0.9920559,1.2458075,1.2254122,1.0700799,1.0955697,1.0651858,0.8640549,1.2655667,1.0951215,0.8277785,0.87211883,0.95552295,1.0206808,0.84871453,1.0060185,0.98928934,1.0472665,0.8787412,1.1805369,1.2515404,1.0975292,0.9321637,1.213109,1.0625186,1.2019874,1.147588,0.9247874,0.8415561,1.1308193,0.88605773,1.0609055,1.1916639,1.0148094,1.1986319,1.116316,1.0866209,0.97353095,1.074365,0.91727954,1.1574914,1.034784,1.0297946,0.9631636,0.73929465,0.0,1.047793,0.90083843,0.35358667,1.067209,1.0270892,1.0409867,1.0173763,1.1224318,0.74424326,1.1335667,0.9554621,1.1210184,0.95441425,1.0558243,1.088166,1.1601247,1.2199641,0.92130494,1.2760583,1.1816864,1.0301563,0.87443554,1.1266117,1.1414243,0.7882495,0.8212235,1.0905905,0.9000405,0.93040806,1.0654604,1.020374,0.83015,1.1023247,1.0835515,1.1711122,1.270425,1.1379399,0.9057339,0.9070983,0.96114385,1.0924677,0.8711482,0.5491344,0.8675566,0.86716366,0.8466694,1.1051229,0.9642862,1.0285083,1.1614993,1.0774126,0.4591843,1.038929,1.1528347,1.213236,0.9750204,1.099012,1.1226206,1.2263904,1.2042526,0.95761126,0.94318104,1.1015654,0.8679143,1.0430918,0.9894926,0.88732827,1.1104996,0.9921095,0.7903608,1.0211054,1.2263298,1.0873228,1.0974544,0.9051883,1.0214548,0.89731026,0.9913062,0.9278022,0.63768744,1.0173483,0.86980057,0.8651943,1.1333002,0.94622517,1.0197532
foot,0.7301125,0.62241244,1.2418988,0.60162103,1.1669353,1.1496646,1.0106449,1.086825,0.8524398,0.81305194,1.105144,0.9469462,0.80275834,1.2741559,0.7665157,1.0445899,1.0873821,1.2240293,1.3635505,1.0478253,1.1101092,1.0713295,1.2693651,1.166364,1.2108612,0.6675825,0.84297544,0.9714229,1.2486528,0.9841194,1.0522099,0.8795295,0.8584787,0.9867988,1.2002047,0.95004904,1.3290884,1.0439159,0.6406328,0.6071663,0.96565115,1.0176176,0.8383573,1.1854808,0.7764568,1.155148,0.9017744,0.93320966,0.7681099,1.1484797,1.1964693,1.047793,0.0,1.2177198,0.9454677,1.068636,1.0849794,0.9573839,0.74328065,0.90080196,1.128546,0.85804796,1.172116,0.50447667,1.1467899,1.1533484,0.9072309,0.9236823,1.0409752,1.2492688,0.70192647,1.0228269,0.9336797,1.2586743,0.5694698,0.85143507,0.9900999,0.60521317,1.1254574,1.1394215,1.1595751,0.9879073,0.9392265,1.1323088,1.1853421,0.9011971,0.68340576,0.7312921,0.9501559,1.1895533,1.1566075,1.165455,0.90618813,1.108189,1.1538043,1.3258688,1.1907476,1.1140065,0.893544,1.2839562,1.1414502,1.0835539,0.8985971,0.94596,0.8560642,0.9726758,0.84574354,0.567654,0.82586515,1.0163752,0.9825835,1.034712,1.0856749,0.9752325,1.0572919,1.1875561,0.82343936,1.135227,1.2267,0.99620706,1.0828909,0.90581506,0.9147646,0.9479636,0.9587593,0.9833582,1.297885,0.63346046,0.8276623,0.72986025,1.1429359,1.1184216,1.172798,1.1483827,1.1977781,0.9661209,1.1322067,1.1376112
fork,1.4435381,0.94297105,0.5723452,1.4561032,0.7772219,0.71099406,0.707054,1.029514,1.3602083,1.5687323,0.4574347,1.3294053,1.360487,0.44993848,1.544209,1.1569966,0.82075846,0.31451023,0.6707884,1.2045312,0.7333995,0.6436285,0.8178274,0.67030096,0.83975303,0.8496104,1.1497023,1.0877076,0.36709547,1.4147928,1.0869453,1.3174964,1.5065072,1.0792363,0.15939426,1.4832709,0.43580496,0.824547,1.4163091,1.332269,1.3000474,1.0957891,1.3272729,0.99670535,0.9703422,0.48037934,1.2324935,1.2795258,0.59004307,1.1489184,0.36343193,0.90083843,1.2177198,0.0,0.9946507,1.0229607,1.3331518,0.54943657,0.7580749,1.3346537,0.5692574,1.2921631,0.57508487,1.3224099,0.388152,1.3328217,1.3483396,1.2191375,1.3763162,0.8875755,1.4301939,1.1384745,1.1453542,0.30187064,1.1387498,1.3382784,1.2761722,1.421952,1.2379949,0.3775717,0.388929,0.39262122,0.63450944,0.7793763,1.0846711,1.2215586,1.541019,1.403029,1.2529298,0.17507339,0.17656493,0.9884374,0.93359125,0.9063058,1.0652771,0.5266397,0.78103745,1.0836906,1.2930466,0.8195877,1.008625,1.2893595,1.1104138,1.3104799,1.164661,1.2789236,1.4636881,1.1738037,1.0322522,0.9821284,1.2267431,1.2408599,1.2618423,0.29371744,1.0188605,0.40198827,0.8223499,1.0542889,0.2834909,1.1960906,0.8046634,0.95764244,1.2608925,1.280928,1.1910838,1.5777917,0.6527941,0.5353277,0.6909856,1.2261939,0.35694718,0.8015862,1.2117519,1.2026876,0.8822359,1.2013959,0.3233686,1.2266235
frog,0.62198853,1.0227624,0.71070945,1.0287727,0.88385487,0.92868143,0.49955773,1.0612807,1.1339223,1.1070584,1.067559,1.1637485,0.97165793,0.99059296,1.1086415,1.0395275,0.8840703,1.0533285,1.0371665,1.0862536,0.80374026,0.9852781,1.070173,1.1922296,0.9883291,1.0400785,1.2340503,1.2308546,1.0148538,1.1944343,1.082257,1.1252159,1.0774522,0.85611284,0.92401946,1.1790643,1.0799407,1.0254292,1.0879445,0.9079921,1.2270583,1.0850974,1.1491467,0.90945315,0.99888474,1.0012239,1.1196884,1.0122063,1.0726062,1.0675784,0.67256975,0.35358667,0.9454677,0.9946507,0.0,1.1421725,1.0536186,1.1140723,0.9178498,1.0814451,0.7340627,1.0754049,0.9738836,1.0272448,1.0570493,1.0887332,1.0557481,1.0623654,1.1665103,1.0242835,1.1856207,1.0862715,1.2006428,1.0180367,1.1037223,1.0987535,0.61022675,0.61169493,1.1107285,1.0603004,1.0503554,1.1508965,1.0351852,0.86144376,1.2107203,1.0578676,1.1149904,1.2223613,1.0487974,0.9404047,0.94285274,0.8301029,0.9320534,0.8442379,0.6674741,0.9175345,0.9320085,0.7493818,0.99460024,1.0975494,0.9171606,1.2498854,1.0129204,0.55980855,1.014985,1.0177528,1.1535943,0.88706464,1.1571474,1.0726947,1.2361662,1.1374972,0.97604924,1.0427947,1.1042439,1.0362083,1.0222758,0.9923078,0.96886957,1.0728384,1.0309726,0.78049207,1.0475497,1.2007744,1.1452562,1.1091485,0.87235487,1.0731479,0.94342434,0.80675703,1.0758126,0.6075696,1.0071316,0.9324411,0.9484811,1.1805196,1.0577624,1.2060306
giraffe,1.0129805,1.1418761,1.0888981,0.98503566,1.1916075,1.2029538,1.1148251,1.0359787,0.8398144,0.9880713,1.0414224,1.0340985,1.0658991,1.030576,0.94685227,1.0190506,1.1884938,1.0523851,1.1322954,1.1773345,1.1601741,1.1546682,1.126024,1.1194278,1.0765458,1.0538812,0.5950794,1.1792632,1.0207715,0.864503,1.0431678,0.8176374,1.069458,0.89924085,1.0528034,1.0328754,1.0704064,1.0762172,0.9835249,1.2446674,0.89975715,1.1449882,1.060697,1.0757184,1.1067171,1.0966593,0.915143,1.1395419,1.0261009,0.86664796,1.1046493,1.067209,1.068636,1.0229607,1.1421725,0.0,0.8560324,1.0008206,1.1514937,0.50573087,1.1452961,1.0840755,1.0792671,1.0864109,1.0800705,0.9120145,0.7670125,0.9711978,0.91974235,1.074195,1.0609944,1.15393,1.0594633,1.0560951,0.8853421,0.9197285,1.1584922,1.1738691,0.9992602,1.0260385,1.0093586,0.94657123,1.0513666,1.2044181,1.086596,0.32124817,1.057129,1.1126133,1.0593777,1.0372723,1.0667866,1.0935926,1.1030226,1.1139811,0.95690453,1.1698073,1.0790002,0.9943366,1.1457751,1.1464443,1.1344197,1.0055867,0.3717019,0.99959964,1.0130657,1.0785608,1.0076329,1.0902805,1.0681229,1.0639051,0.7333566,1.0276862,0.93267447,1.0388397,0.27181935,1.0699363,1.0857453,1.0456139,1.1445036,1.012203,0.98790324,1.1659056,1.1787225,0.8517766,1.0315678,1.0335664,1.1036382,1.0760405,1.0988595,1.0890565,1.0024459,1.1558036,1.124042,0.81738937,1.0621618,1.1699213,1.0761334,0.82934105
glass,0.6518883,1.2398257,1.224615,0.72555447,1.0932137,1.1371394,1.243681,1.1061962,0.8244672,0.8514819,1.3464649,1.0282948,0.8922025,1.308675,0.8154531,0.89573383,1.1011436,1.4014082,1.1354375,0.99214536,1.2736576,1.1205225,1.2092009,1.3410263,1.1545095,1.243592,0.81653917,1.1403047,1.2722006,0.816257,1.0417627,0.7693384,0.9197937,1.0079598,1.4121393,0.7934985,1.280552,1.1440213,0.8803673,1.0332514,0.89728796,1.0569568,0.9051282,0.9798889,1.0659356,1.3592337,0.8868571,0.8206042,1.2889504,0.51009864,1.2311432,1.0270892,1.0849794,1.3331518,1.0536186,0.8560324,0.0,1.1253589,1.2970107,0.7319278,1.192099,0.83649856,1.1848611,0.64696896,1.3980851,0.72009176,0.65954685,0.82953054,0.68783224,0.9921964,0.93973124,0.8024417,1.0364155,1.2805185,1.0472888,0.6941945,0.8618198,0.8968192,0.79194695,1.3343964,1.474663,1.3953075,1.1772043,1.157489,1.0409962,0.8214566,0.8069802,0.9374687,0.8449613,1.3575896,1.3414346,1.0051602,1.2778845,1.1369189,0.9615781,1.1977329,1.1321304,0.8711324,1.009907,1.1517358,0.9238284,0.8432602,0.98732036,0.6462467,1.025697,0.65666455,0.7911611,0.99855214,1.1475701,0.8642082,0.88684464,0.7217424,0.8970447,1.4887829,0.9100158,1.4217387,1.2773498,0.9651742,1.2308952,0.77508044,1.0689678,1.0553337,0.9528129,0.94861305,0.86629885,0.68571264,1.188092,1.4206194,1.186457,0.68232757,1.4964874,1.2533191,0.8568082,0.8289552,1.1629372,0.8954103,1.3799948,0.63304716
glasses,1.2103139,0.9953542,0.7862053,1.2075876,0.90736365,0.8938466,0.7359748,1.175648,1.2448751,1.3172593,0.6235976,1.3276103,1.0899656,0.7473221,1.2933109,1.2144157,1.0029795,0.58493495,0.9702255,1.1722606,0.9519795,1.0287418,1.0731001,0.8384707,1.001618,0.890101,0.9282886,1.1405121,0.60201603,1.1557174,0.9362991,1.18158,1.2234814,1.1366012,0.54659474,1.3537288,0.7404311,1.0030038,1.0674018,1.1297622,1.1845293,1.0834401,1.1503155,1.2062383,0.50069845,0.67789096,0.9845213,0.7902387,0.41375715,1.2290398,0.76175445,1.0409867,0.9573839,0.54943657,1.1140723,1.0008206,1.1253589,0.0,0.77390695,1.0857366,0.7220006,0.8188616,0.7139762,0.9150793,0.41010123,1.2359498,0.9790714,1.2824934,1.1226456,1.1179765,1.0795251,1.2230742,1.1493051,0.6590181,0.93751615,1.0786535,1.2190815,1.1045082,1.2408706,0.4521799,0.7611774,0.3634076,0.5149584,0.8871911,1.1733159,1.0233169,1.2149533,1.1546078,1.223185,0.6245603,0.62175703,1.1344705,0.9121799,1.0916764,1.2401562,0.9417908,0.96481586,1.2764621,1.1445062,0.997825,1.1808901,1.2025635,1.1028583,1.226542,1.0233985,1.2539246,1.0474792,1.0630491,0.9088731,1.1920557,1.1079746,1.1911012,1.3124807,0.41063762,0.9798407,0.63958776,0.981261,1.1820326,0.80392873,1.2246609,1.0405796,0.9469018,1.2013191,1.0138843,1.1955637,1.4211124,0.8399302,0.3883772,0.5874628,1.0954322,0.6906983,1.0081719,1.322471,1.2057571,1.0351225,1.2079138,0.4067737,1.1486275
glove,1.2010517,0.6393993,0.8198113,1.0782504,0.7867247,0.7794126,0.7170552,0.92231506,1.3488326,1.2937589,0.49777985,1.2977847,0.83162373,0.76727873,1.1246624,1.0990639,0.9345698,0.6629004,0.93331647,1.0678203,0.8652129,0.9520208,0.7918992,0.6537036,0.9977507,0.72609246,1.100081,0.95300466,0.8703754,1.3483162,1.1408763,1.2523079,1.2711248,1.043612,0.70011586,1.341162,0.73805237,1.0140226,1.1700857,0.9133687,1.2768971,1.030452,1.2079873,0.96059126,0.8123088,0.7926032,1.1486368,1.2802262,0.52541935,1.246747,0.6849084,1.0173763,0.74328065,0.7580749,0.9178498,1.1514937,1.2970107,0.77390695,0.0,1.2303445,0.67312616,1.2491736,0.8665204,0.80493057,0.52442485,1.3576536,1.280951,1.2912664,1.1927698,0.7955131,0.9808396,1.0875034,1.126306,0.78552544,0.90321916,1.0845373,0.9826517,0.7057258,1.3131953,0.82761365,0.6254362,0.5639667,0.73538494,0.8366302,1.0616723,1.187892,1.1700083,1.0945045,0.9874721,0.6938058,0.6973749,0.88075215,0.65483516,1.0226341,1.2467937,0.9304337,0.9401614,1.0248358,0.85483813,0.8687425,0.972587,1.2980084,1.0819165,1.2073724,0.8169899,1.2637968,1.1546174,0.7125713,0.70821273,1.1755146,1.2810587,1.2183051,1.2824414,0.54364514,1.0900627,0.7484243,0.36209953,1.1635258,0.7883138,1.283102,1.0371131,0.91884154,0.9185297,1.015813,1.3395784,1.4819204,0.831351,0.50542396,0.8321723,0.9418791,0.6371539,0.82819587,1.2417426,1.4241223,0.9947788,1.1264386,0.5959574,1.3835433
grass,0.7724277,1.1474937,1.2892652,0.72750276,1.228332,1.2362074,1.1584202,1.219662,0.6132638,0.66087735,1.2715431,0.9638367,0.900362,1.2666748,0.67517745,0.98611516,1.1868069,1.3712604,1.3290751,1.0983398,1.3038235,1.2867677,1.3222604,1.2957662,1.2185609,1.099708,0.55818015,1.1805931,1.254082,0.6888264,0.9301071,0.64011544,0.7699675,1.0328157,1.3167077,0.87164056,1.3798964,1.1332685,0.6153612,0.9846886,0.8153957,1.0458596,0.9624649,1.122488,0.9700658,1.2859354,0.76390666,0.88178456,1.0787716,0.8750559,1.2333913,1.1224318,0.90080196,1.3346537,1.0814451,0.50573087,0.7319278,1.0857366,1.2303445,0.0,1.2660793,0.7336671,1.1485409,0.82193804,1.2711406,0.74276316,0.5321549,0.8654742,0.70206827,1.3012866,0.7464708,1.0318651,1.1110067,1.3286108,0.79917145,0.82420206,1.0411664,0.9057293,0.8494147,1.2184602,1.3540022,1.2100174,1.1392583,1.2394649,1.1550424,0.339674,0.7715895,0.87238336,0.9251659,1.307462,1.314636,1.1133786,1.0829732,1.2319946,1.0776312,1.3889906,1.1379066,1.0497341,1.0285794,1.2316753,1.1505765,0.9220234,0.5579057,0.8426609,1.0198451,0.8895353,0.72117996,1.0134658,1.142806,1.0881268,0.63275766,0.91504043,0.95449007,1.2858342,0.5646956,1.3222224,1.229299,1.1026063,1.4147763,0.94028133,1.1886103,1.1248062,1.1165845,0.7027334,0.9498048,0.79428625,1.2720108,1.1824007,1.0842748,0.99557114,1.3529847,1.2512989,1.0650592,0.8340614,1.1591003,1.0767652,1.3217303,0.84004843
gum,1.3316996,0.85883844,0.43244672,1.4301798,0.431912,0.48152947,0.6336173,1.0261892,1.4593067,1.5186927,0.6605053,1.4138646,1.1851666,0.6402807,1.4998091,1.097014,0.6175378,0.3807901,0.6113158,0.99714065,0.7495273,0.8545923,0.78584564,0.82568085,0.8590831,0.959781,1.3283229,1.2841879,0.42678726,1.4708676,1.1415614,1.4174802,1.4364511,1.0925066,0.35186005,1.4846466,0.411322,0.98462033,1.4037654,1.1410105,1.38263,1.0203061,1.36007,0.8173583,0.9889995,0.45305473,1.2684112,1.2576087,0.6019896,1.1287265,0.40960443,0.74424326,1.128546,0.5692574,0.7340627,1.1452961,1.192099,0.7220006,0.67312616,1.2660793,0.0,1.282037,0.6855106,1.0577369,0.5193977,1.327506,1.3238914,1.3436447,1.3344554,0.78161424,1.4423908,1.1497772,1.2850343,0.5623967,1.3391193,1.2146147,0.91889596,1.0747962,1.3368596,0.36370856,0.6321381,0.6693111,0.652095,0.56646734,1.0775388,1.1926091,1.4484203,1.5182915,1.0448538,0.5067791,0.50953,0.7834093,1.0517704,0.88302433,1.1190721,0.57508457,0.8104148,0.9876495,1.1538173,0.6830673,0.9144122,1.3349042,1.1562024,1.087738,1.1367066,1.2836815,1.44264,1.0049115,1.1940736,1.268343,1.397898,1.2642425,1.1531833,0.46466947,1.1281364,0.38417435,0.7165775,1.0249295,0.58964413,1.3140357,1.1448575,0.72485524,1.2128295,1.4124773,1.4045899,1.4637673,0.43117815,0.58061665,0.5403116,0.968351,0.5756786,0.36449426,0.95621884,1.2996061,0.85450166,1.3531849,0.38401264,1.3414733
hair,0.71193206,1.0880584,1.2465366,0.6971871,1.1327718,1.1223327,1.124725,1.2729876,0.77390575,0.6576303,1.3143249,1.0028374,0.8086625,1.2810254,0.7330009,1.1055942,1.2552387,1.3612627,1.4286087,1.1104636,1.2369267,1.2465376,1.4324386,1.3562006,1.1251405,0.9552409,0.7116473,1.1327848,1.2326652,0.6717123,0.6628529,0.80592835,0.6890336,1.0478002,1.3272552,0.82239866,1.4286479,1.1741344,0.40693426,0.70711297,0.85507095,1.1323137,0.7539192,1.2110641,0.61160874,1.225026,0.58856535,0.45848143,1.0083679,0.96364033,1.275188,1.1335667,0.85804796,1.2921631,1.0754049,1.0840755,0.83649856,0.8188616,1.2491736,0.7336671,1.282037,0.0,1.0566111,0.70609254,1.11082,0.91323334,0.46909368,0.8835827,0.71841586,1.3380454,0.65643626,0.99945074,1.0361842,1.3669419,0.8039552,0.81006056,1.0500953,0.7825122,0.97641426,1.1427953,1.4072566,1.1346602,0.9863011,1.1926851,1.2015048,0.8165781,0.62595904,0.67418313,1.0758141,1.340573,1.3272107,1.2319901,1.0866444,1.1922431,1.1416205,1.404314,1.1135999,1.2178497,1.0438976,1.3328207,1.1173326,0.9162848,1.0229874,0.8172155,0.862288,0.8909998,0.5255297,1.0305947,1.0701647,1.0936072,0.8841132,1.0138232,0.96248,1.2925218,0.98874974,1.3242044,1.2833358,1.1391025,1.4035254,0.95554054,1.137985,1.0781024,0.95056844,0.74509454,0.8483354,0.7677147,1.3618264,1.0173976,0.9556905,0.86081046,1.3723526,1.2844359,1.2323359,0.8633346,1.1244146,0.9933922,1.2686818,0.8145384
hamburger,1.2482582,1.0327888,0.7382474,1.1972208,0.8206387,0.8880193,0.6327485,1.0453337,1.3061635,1.344105,0.7462577,1.3171474,1.107296,0.7129148,1.2998471,1.2435647,0.8654479,0.66598237,0.86259985,1.1557766,0.6273244,1.0028377,1.004308,0.93895555,0.934358,0.815966,1.1751976,1.1925097,0.6531589,1.2574917,0.9957098,1.1839279,1.2862226,0.87223536,0.5649373,1.3509609,0.7552104,0.9029817,1.238664,1.1101483,1.2809443,1.1289365,1.2091309,1.0469702,0.84506327,0.51689935,1.1201235,1.112994,0.6362233,1.0902851,0.63605136,0.9554621,1.172116,0.57508487,0.9738836,1.0792671,1.1848611,0.7139762,0.8665204,1.1485409,0.6855106,1.0566111,0.0,1.0850964,0.6374357,1.2328119,1.1408379,1.2729347,1.2550547,1.0144172,1.2213848,1.2124995,1.225954,0.7633451,1.090882,0.99909806,1.0302778,1.1436939,1.2376709,0.59861994,0.7400929,0.708017,0.73277354,0.6057585,1.0578804,1.1214731,1.2754145,1.2671947,1.1623305,0.6465014,0.6453043,1.0255584,0.97315073,0.7426545,1.164972,0.7063114,0.8546165,0.89678717,1.1696321,0.86773384,1.0559433,1.2046949,1.1421486,1.1548697,1.1391534,1.2261529,1.1975186,1.1245267,1.0751151,1.1206926,1.2543223,1.166039,1.1964495,0.5895435,1.0803216,0.5562251,0.89590544,1.0510563,0.7316259,1.1966801,1.0643418,0.812557,1.2197391,1.155468,1.2290127,1.3329035,0.69309497,0.6601787,0.73668516,1.073294,0.6865008,0.8132584,1.1597458,1.1696007,0.9404681,1.3013616,0.5701003,1.1682165
hand,0.6523051,0.9165863,1.2177444,0.4259361,1.081929,1.132102,1.030572,1.2163521,0.8611133,0.79729605,1.2128181,1.0706826,0.7057249,1.3865507,0.73990554,1.095035,1.113636,1.3614644,1.3544362,1.061179,1.250319,1.0588803,1.341876,1.2982081,1.3041735,0.7137996,0.8351639,1.1065838,1.3214216,0.90463847,0.927055,0.85381687,0.8039843,1.0134908,1.2672822,0.912056,1.3700086,1.1603212,0.7323983,0.73579603,0.958313,0.9769296,0.89895755,1.2339281,0.58744967,1.2139152,0.83601606,0.7837912,0.6127415,1.0538598,1.2498279,1.1210184,0.50447667,1.3224099,1.0272448,1.0864109,0.64696896,0.9150793,0.80493057,0.82193804,1.0577369,0.70609254,1.0850964,0.0,1.2671752,1.0213461,0.773651,0.89477533,0.72773623,1.2378848,0.65250695,0.84476197,1.0794394,1.3829314,0.73234916,0.5948354,0.88549,0.49619573,1.0464188,1.1851965,1.3906753,1.141678,0.9557057,1.1269426,1.2147055,0.9201845,0.65188456,0.7694505,0.8664511,1.2647887,1.1709471,1.2084816,1.0397408,1.2056493,1.2096218,1.380424,1.256878,1.0823267,0.927536,1.2530273,1.1533687,1.0114428,1.0475085,0.85012305,0.92923003,0.77314776,0.64849263,0.862479,1.0015234,0.98672646,0.98545694,0.8910837,1.106509,1.225129,1.0777891,1.2842984,0.9800572,1.1424439,1.2716894,0.9380831,1.1409781,0.8966442,0.93171906,0.8539302,0.94225603,0.8271872,1.2822207,0.78203875,0.89525473,0.359599,1.374049,1.2123765,1.0519838,1.1029443,1.2976875,0.9570807,1.1930733,1.0189798
hat,1.5145847,0.7734491,0.49324912,1.5124937,0.6252005,0.61005795,0.7056396,0.95442647,1.5175248,1.5556524,0.31160104,1.4047284,1.2344286,0.28166282,1.4960239,1.1681918,0.9094781,0.2173037,0.6257232,1.153142,0.80055517,1.007027,0.69394803,0.506038,0.7295249,0.94217783,1.069529,1.0690321,0.34291768,1.3888133,1.0174022,1.3944046,1.4840472,1.1659876,0.3649503,1.5419185,0.34336483,0.9632881,1.2595724,1.1809891,1.3296615,1.1438874,1.2866243,0.8647255,0.84220016,0.39880812,1.2013527,1.244383,0.5135327,1.2696803,0.52928084,0.95441425,1.1467899,0.388152,1.0570493,1.0800705,1.3980851,0.41010123,0.52442485,1.2711406,0.5193977,1.11082,0.6374357,1.2671752,0.0,1.3891234,1.2552034,1.5072927,1.3372552,0.80055755,1.3315125,1.373379,1.1956602,0.39028668,1.1547983,1.3114742,1.1765203,1.2652218,1.3529912,0.3049512,0.408275,0.23677921,0.44222033,0.70487684,1.033619,1.1857166,1.499333,1.3839629,1.273973,0.4730544,0.52009976,0.889715,0.8503594,1.0001422,1.1029335,0.64608115,0.6642909,1.10864,1.1406996,0.7083572,0.9253956,1.3152205,1.1291693,1.363037,1.0298507,1.5285168,1.3781124,1.1255596,0.87158227,1.293022,1.2952193,1.3701932,1.3325474,0.19449365,1.0479105,0.35622692,0.80143106,1.1168745,0.57181096,1.4236208,0.9666513,0.96274006,1.2164602,1.1784501,1.3707943,1.6638403,0.6123059,0.38175797,0.6767744,1.4382784,0.36441398,0.79991615,1.3029454,1.2525346,0.78551465,1.3234028,0.2551741,1.2679526
